symbols,moving avg days,long entry hurdle,long exit hurdle,short entry hurdle,short exit hurdle,long position pnl,short position pnl,total position pnl,total commissions,total borrow cost,total net profit,average daily short investment,average daily net investment,average daily gross investment,annualized return on avg gross investment,annualized Sharpe,maximum drawdown,position changes,long entries,short entries,long to short flips,short to long flips,total shares traded
PFFD_PFF,20,-0.005,-0.004,0.003,0.002,791.6700000000034,1280.7499999999802,2072.4199999999832,-1162.53,-178.3259713888889,731.5640286110944,-30686.50932835821,-180.60343283582037,61192.41522388059,0.022482804828005902,0.6342758557801058,-1125.6526975000222,27,6,8,0,0,232506.0
