symbols,moving avg days,total net profit,total borrow cost,average daily short investment,average daily net investment,average daily gross investment,annualized return on avg gross investment,annualized Sharpe,maximum drawdown,position changes,total shares traded
RSP_SPY,5,6859.985677532446,-2630.5555555555557,-99846.39016897081,-2.011785515442422e-13,199692.78033794163,0.013297818390293665,0.3300968826468491,-9361.719190226924,147,204578.02125481097
