symbols,moving avg days,entry hurdle,exit hurdle,total net profit,total borrow cost,average daily short investment,average daily net investment,average daily gross investment,annualized return on avg gross investment,annualized Sharpe,maximum drawdown,position changes,total shares traded
SPLB_IGLB_VCLT,20,0.0,0.0,330.9183650000631,-816.9716350000001,-95035.05754545456,-54.781318181818115,190015.33377272732,0.0019948492463091605,0.6617647604786699,-328.22298722221274,160,1128984.0
SPLB_IGLB_VCLT,20,0.0002,0.0,376.96849444448685,-808.6315055555556,-93670.93581818182,-53.7608636363637,187288.1107727273,0.0023055402378348534,0.6929632198823701,-304.4004166666433,143,966232.0
SPLB_IGLB_VCLT,20,0.0002,0.0002,313.54968194446155,-730.8403180555556,-86851.8787727273,-53.74472727272719,173650.01281818183,0.002068280344932433,0.6301477371649437,-331.8350711110707,160,1042582.0
SPLB_IGLB_VCLT,20,0.0004,0.0,588.1016383334256,-791.9383616666667,-91850.46218181818,-48.12472727272741,183652.79963636363,0.0036680284545191582,0.8854409969801572,-324.11911944442403,106,704772.0
SPLB_IGLB_VCLT,20,0.0004,0.0002,484.98908972228935,-700.2609102777778,-83667.5725,-48.15004545454556,167286.99495454546,0.0033208376865709486,0.7707682184809024,-343.2227516666604,122,761240.0
SPLB_IGLB_VCLT,20,0.0004,0.0004,358.5681883333858,-533.6018116666667,-65485.02999999999,-46.39831818181833,130923.66168181818,0.0031371224720253676,0.7238305769035069,-264.25790861108635,159,924318.0
SPLB_IGLB_VCLT,20,0.0006,0.0,889.6406758334234,-775.2493241666667,-89574.54536363637,-38.114181818182125,179110.97654545456,0.005689450058333176,1.2780442666557168,-251.49322972221182,71,470924.0
SPLB_IGLB_VCLT,20,0.0006,0.0002,918.2519169445052,-636.3480830555555,-75937.27527272729,-38.222136363636544,151836.32840909093,0.006927300226218179,1.431793558175048,-251.4932297222117,83,516646.0
SPLB_IGLB_VCLT,20,0.0006,0.0004,808.737076666745,-439.12292333333335,-52298.663727272724,-35.33636363636397,104561.99109090908,0.008859543997590208,1.5425736888818455,-220.4448519444369,102,584942.0
SPLB_IGLB_VCLT,20,0.0006,0.0006,583.5601972222773,-311.3098027777778,-37295.1,-31.49918181818198,74558.70081818182,0.008965307510986068,1.362829797894479,-251.78305277776713,120,667592.0
SPLB_IGLB_VCLT,20,0.0008,0.0,501.4739249999934,-611.276075,-70928.83831818182,-26.997318181818265,141830.67931818182,0.004050009416718191,0.7718932347286268,-249.19661555553455,40,253638.0
SPLB_IGLB_VCLT,20,0.0008,0.0002,630.9247505555721,-472.3752494444444,-56382.50313636362,-27.45213636363617,112737.55413636366,0.006410424892574007,1.0603518573885076,-176.66979749996443,46,282668.0
SPLB_IGLB_VCLT,20,0.0008,0.0004,846.7154097222349,-286.25459027777777,-35016.06822727273,-24.056499999999904,70008.07995454545,0.013853743959303805,1.813919843960924,-160.3983744444484,56,327962.0
