symbols,moving avg days,entry hurdle,exit hurdle,total net profit,total borrow cost,average daily short investment,average daily net investment,average daily gross investment,annualized return on avg gross investment,annualized Sharpe,maximum drawdown,position changes,total shares traded
SPBO_USIG_VTC_CORP,20,0.0,0.0,-102.93052222218705,-500.12052222222223,-94800.46253731343,-71.62044776119436,189529.30462686563,-0.0010213240280538456,-0.2978297716097649,-602.5503991665928,100,513240.0
SPBO_USIG_VTC_CORP,20,0.0002,0.0,-21.90032888886026,-500.1203288888889,-94800.41059701494,-71.49552238805977,189529.32567164177,-0.00021730512145454704,-0.06296610988843997,-552.6510074999567,98,503754.0
SPBO_USIG_VTC_CORP,20,0.0002,0.0002,42.6961702777993,-483.45382972222217,-91814.95350746268,-71.55171641791061,183558.35529850746,0.0004374319558627451,0.1284071411598538,-490.913698333297,101,514498.0
SPBO_USIG_VTC_CORP,20,0.0004,0.0,15.556797222242437,-500.11320277777776,-94799.05089552239,-69.75947761194044,189528.3423134328,0.00015436248774637723,0.04273934932320756,-501.00628916665374,86,435668.0
SPBO_USIG_VTC_CORP,20,0.0004,0.0002,80.15329638890205,-483.4467036111111,-91813.59380597016,-69.81567164179128,183557.3719402985,0.0008211931143491439,0.2294230110769821,-439.2689799999941,89,446412.0
SPBO_USIG_VTC_CORP,20,0.0004,0.0004,34.68925500002803,-430.670745,-80619.53417910446,-67.71343283582127,161171.3549253731,0.00040476491268094216,0.11372217110285304,-391.3330749999699,103,479066.0
SPBO_USIG_VTC_CORP,20,0.0006,0.0,-108.20811083334206,-497.30811083333333,-94048.42843283582,-62.55373134328399,188034.30313432837,-0.001082227268279465,-0.2569743197488881,-607.2374199999965,70,327430.0
SPBO_USIG_VTC_CORP,20,0.0006,0.0002,-42.944958888915664,-480.6449588888889,-91063.28417910449,-62.81940298507497,182063.7489552239,-0.00044359276328232713,-0.10526850603603799,-479.26379083334166,73,336374.0
SPBO_USIG_VTC_CORP,20,0.0006,0.0004,155.38971361111805,-413.9802863888889,-76138.15962686567,-61.07828358209002,152215.24097014926,0.0019198171596002346,0.4349444248799314,-366.60155249999156,86,369220.0
SPBO_USIG_VTC_CORP,20,0.0006,0.0006,241.8063102777573,-338.9836897222222,-64197.42970149254,-59.1017164179107,128335.75768656714,0.0035433633890959325,0.8262794362036419,-409.6242027777705,93,379326.0
SPBO_USIG_VTC_CORP,20,0.0008,0.0,-259.8874088888586,-486.18740888888885,-91059.65111940299,-56.753507462686464,182062.5487313433,-0.0026844811784673037,-0.6190110071334498,-499.9969705555206,47,220894.0
SPBO_USIG_VTC_CORP,20,0.0008,0.0002,-166.61571527776488,-461.1857152777777,-85834.30164179104,-56.153656716417885,171612.44962686568,-0.0018258408260723763,-0.41059136463167223,-419.22684055553833,50,227734.0
SPBO_USIG_VTC_CORP,20,0.0008,0.0004,194.729329166706,-322.30067083333336,-58223.542537313435,-50.52373134328396,116396.56134328358,0.0031462045864850538,0.585099865586074,-257.71159555556596,60,247012.0
SPBO_USIG_VTC_CORP,20,0.0008,0.0006,307.1139761111439,-272.3060238888889,-49268.45649253731,-47.79783582089588,98489.11514925373,0.005864177232592955,1.0718354643440076,-252.199355277787,64,253078.0
SPBO_USIG_VTC_CORP,20,0.0008,0.0008,295.7774716667028,-241.74252833333335,-41057.36813432836,-44.69783582089614,82070.03843283582,0.006777604116193849,1.143495384306107,-262.89910916666344,70,268218.0
SPBO_USIG_VTC_CORP,20,0.001,0.0,156.35861805556496,-327.8113819444444,-63440.972761194025,-39.11798507462685,126842.82753731341,0.002318204001614927,0.4317588872529307,-336.46698277777824,26,124444.0
SPBO_USIG_VTC_CORP,20,0.001,0.0002,208.64116305555228,-305.58883694444444,-58962.853208955225,-40.521716417910476,117885.18470149254,0.0033284076317680136,0.6046756045848335,-258.1724408333277,28,138220.0
SPBO_USIG_VTC_CORP,20,0.001,0.0004,345.1034947222204,-202.81650527777782,-38813.912164179106,-34.486567164179085,77593.33776119402,0.008364127910212158,1.3848336596369877,-198.20181333334068,32,142700.0
SPBO_USIG_VTC_CORP,20,0.001,0.0006,231.38561305554694,-191.70438694444448,-35828.56694029851,-33.04268656716419,71624.09119402985,0.006075373326973675,0.9452276875453411,-256.6768769445042,34,142664.0
SPBO_USIG_VTC_CORP,20,0.001,0.0008,294.8892899999909,-152.81071000000003,-26871.4752238806,-29.145074626865796,53713.805373134324,0.010324495065188961,1.333141332713455,-148.7862211110992,35,144618.0
SPBO_USIG_VTC_CORP,20,0.001,0.001,216.88533861109067,-111.14466138888889,-19408.648059701492,-24.085373134328268,38793.21074626866,0.010514054199866079,1.1638190187174446,-108.1027283333267,39,153510.0
