symbols,moving avg days,long entry hurdle,long exit hurdle,short entry hurdle,short exit hurdle,long position pnl,short position pnl,total position pnl,total commissions,total borrow cost,total net profit,average daily short investment,average daily net investment,average daily gross investment,annualized return on avg gross investment,annualized Sharpe,maximum drawdown,position changes,long entries,short entries,long to short flips,short to long flips,total shares traded
CWB_ICVT,20,-0.002,-0.0015,0.002,0.0015,2041.7400000000166,2567.179999999993,4608.920000000009,-423.31,-297.59116027777776,3888.018839722232,-58292.2567164179,-216.00611940298458,116368.50731343283,0.06283312205991676,2.4503876369112643,-1018.7762830555416,42,11,11,1,1,84662.0
