symbols,moving avg days,long entry hurdle,long exit hurdle,short entry hurdle,short exit hurdle,long position pnl,short position pnl,total position pnl,total commissions,total borrow cost,total net profit,average daily short investment,average daily net investment,average daily gross investment,annualized return on avg gross investment,annualized Sharpe,maximum drawdown,position changes,long entries,short entries,long to short flips,short to long flips,total shares traded
VWOB_EMB,20,-0.001,-0.001,0.001,0.001,1272.1999999999925,472.81000000000944,1745.010000000002,-484.43,-133.3452088888889,1127.234791111113,-29107.705895522387,-42.94014925373121,58172.47164179105,0.03644119500950807,2.9476146169137025,-171.86842472222895,37,17,2,0,1,96886.0
