symbols,moving avg days,entry hurdle,exit hurdle,total net profit,total borrow cost,average daily short investment,average daily net investment,average daily gross investment,annualized return on avg gross investment,annualized Sharpe,maximum drawdown,position changes,total shares traded
FSTA_XLP_VDC,20,0.0,0.0,10418.691488888728,-2392.5585111111113,-95271.60517295597,-328.19798742138397,190215.01235849055,0.021702602373129782,1.519060553169962,-2381.352696111111,334,966834.0
FSTA_XLP_VDC,20,0.0002,0.0,10418.691488888728,-2392.5585111111113,-95271.60517295597,-328.19798742138397,190215.01235849055,0.021702602373129782,1.519060553169962,-2381.352696111111,334,966834.0
FSTA_XLP_VDC,20,0.0002,0.0002,10232.4959180554,-2387.004081944445,-94957.20352201257,-328.1766823899374,189586.23036163521,0.021385441164924402,1.4925204126505554,-2381.352696111111,336,966804.0
FSTA_XLP_VDC,20,0.0004,0.0,10616.387509999868,-2392.55249,-95271.31781446541,-327.6475000000004,190214.9881289308,0.022114414882429462,1.5399405705253773,-2311.6464380555935,325,948148.0
FSTA_XLP_VDC,20,0.0004,0.0002,10430.19193916654,-2386.9980608333335,-94956.91616352201,-327.6261949685538,189586.20613207546,0.02179861945189606,1.5135373467805333,-2311.6464380555926,327,948118.0
FSTA_XLP_VDC,20,0.0004,0.0004,9581.16310444429,-2328.656895555556,-92598.2538207547,-327.10484276729585,184869.40279874214,0.020535090457564593,1.4067520033169478,-2391.337502500004,342,973376.0
FSTA_XLP_VDC,20,0.0006,0.0,11030.000250833218,-2381.4197491666664,-94956.11355345912,-326.1792452830192,189586.04786163522,0.023052210366592624,1.5966718296271423,-2474.4785938888926,315,909924.0
FSTA_XLP_VDC,20,0.0006,0.0002,10936.567761666547,-2373.0922383333336,-94484.74501572327,-326.26180817610094,188643.22822327045,0.022971177277101497,1.584582382742133,-2474.4785938888926,317,912564.0
FSTA_XLP_VDC,20,0.0006,0.0004,10255.550251666516,-2311.9697483333334,-91968.64919811321,-325.77248427672976,183611.52591194966,0.022131072060183873,1.503616515745037,-2397.3205788889045,331,935088.0
FSTA_XLP_VDC,20,0.0006,0.0006,9955.195718333203,-2245.2942816666664,-89452.47828616352,-325.3182704402518,178579.6383018868,0.022088248965817334,1.4645669292252936,-2397.3205788889054,347,960406.0
FSTA_XLP_VDC,20,0.0008,0.0,10217.38184138876,-2378.6231586111107,-94797.77723270441,-324.2434748427676,189271.31099056604,0.02138938308968155,1.4721677154336723,-2662.118593888892,293,840815.0
FSTA_XLP_VDC,20,0.0008,0.0002,10123.94935222209,-2370.295647777778,-94326.40869496856,-324.3260377358494,188328.49135220126,0.021299890046513316,1.460025149365641,-2662.118593888892,295,843455.0
FSTA_XLP_VDC,20,0.0008,0.0004,9984.303956944277,-2289.7310430555553,-91024.53911949685,-323.6817767295599,181725.39646226415,0.021769356628663323,1.4614309576571909,-2468.705727222241,307,867845.0
FSTA_XLP_VDC,20,0.0008,0.0006,9740.688426388748,-2220.2765736111114,-88351.06616352202,-323.0621540880505,176379.07017295598,0.02188195034679752,1.4306527536365576,-2468.705727222241,323,893167.0
FSTA_XLP_VDC,20,0.0008,0.0008,9416.786898888737,-2153.6031011111113,-85206.09111635221,-322.3398113207549,170089.84242138366,0.021936522848967875,1.3986054503843184,-2468.705727222241,343,922504.0
FSTA_XLP_VDC,20,0.001,0.0,9444.009122499838,-2370.2558774999998,-94639.52393081761,-322.5427987421387,188956.5050628931,0.01980331863928611,1.356591714423555,-2906.9343991666665,274,777261.0
FSTA_XLP_VDC,20,0.001,0.0002,9350.576633333167,-2361.9283666666665,-94168.15539308176,-322.6253616352205,188013.6854245283,0.01970572221976748,1.3443862158572133,-2906.9343991666665,276,779901.0
FSTA_XLP_VDC,20,0.001,0.0004,9128.632816666472,-2278.5821833333334,-90708.83797169811,-321.9974056603775,181095.67853773583,0.019972897668602326,1.3322791176823052,-2713.5215325000154,288,800213.0
FSTA_XLP_VDC,20,0.001,0.0006,9252.147066110907,-2184.127933888889,-87091.96671383647,-320.92158805031454,173863.01183962263,0.021085249962840478,1.3569528270490836,-2667.4298908333476,306,831815.0
FSTA_XLP_VDC,20,0.001,0.0008,8598.933023055364,-2111.8969769444448,-83946.85034591195,-319.83388364779887,167573.8668081761,0.0203320748650011,1.2720292500683377,-2667.4298908333512,322,851086.0
FSTA_XLP_VDC,20,0.001,0.001,9379.79972777761,-2023.000272222222,-80959.23731132074,-318.70432389937116,161599.77029874214,0.022998327371193755,1.4000295737676285,-2468.705727222241,341,883356.0
FSTA_XLP_VDC,20,0.0012,0.0,9765.439150555389,-2347.9858494444443,-93851.9748899371,-319.70701257861657,187384.2427672956,0.020649147918225027,1.4042243602466196,-2778.7874366666765,255,732291.0
FSTA_XLP_VDC,20,0.0012,0.0002,9994.50934805538,-2331.335651944444,-93223.57452830189,-319.72520440251594,186127.42385220126,0.021276223178973604,1.4429945841951894,-2778.7874366666774,257,734931.0
FSTA_XLP_VDC,20,0.0012,0.0004,9795.986258333116,-2247.988741666667,-89764.2159591195,-319.22078616352206,179209.21113207546,0.021658644067085193,1.4327684578657331,-2585.3745700000254,267,745787.0
FSTA_XLP_VDC,20,0.0012,0.0006,10339.537049722,-2131.297950277778,-85360.78968553459,-317.5990880503146,170403.98028301887,0.024041678440504758,1.525164108329501,-2468.705727222241,282,771153.0
FSTA_XLP_VDC,20,0.0012,0.0008,9089.245822777573,-2036.8541772222222,-81586.70133647799,-316.4345440251574,162856.96812893084,0.022113879004668678,1.3546903179109968,-2468.705727222241,297,786098.0
FSTA_XLP_VDC,20,0.0012,0.001,9936.49214333314,-1939.6178566666667,-78441.73746855346,-315.2336006289309,156568.24133647798,0.025146227785140727,1.4948868634583787,-2468.705727222241,315,813694.0
FSTA_XLP_VDC,20,0.0012,0.0012,9679.055531388673,-1892.3744686111113,-76397.3089308176,-313.72073899371077,152480.8971226415,0.025151330737623975,1.4677244990523837,-2468.705727222241,323,830118.0
FSTA_XLP_VDC,20,0.0014,0.0,9770.29525916656,-2347.9497408333336,-93850.26339622641,-316.4348899371071,187384.0919025157,0.0206594328560546,1.4031302792373448,-2803.5574366666806,242,692291.0
FSTA_XLP_VDC,20,0.0014,0.0002,9908.913008333215,-2328.521991666667,-93064.64312893082,-316.506996855346,185812.77926100628,0.021129725815351736,1.4288905193121326,-2803.5574366666806,244,694849.0
FSTA_XLP_VDC,20,0.0014,0.0004,9631.17945638874,-2242.395543611111,-89447.95223270441,-316.05322327044024,178579.85124213836,0.021369307245982818,1.4071089043190803,-2610.1445700000295,254,705675.0
FSTA_XLP_VDC,20,0.0014,0.0006,10481.497140277621,-2109.0378597222225,-84101.11694968554,-314.48199685534587,167887.7519025157,0.024737040014242654,1.5513410672239496,-2468.705727222241,271,739649.0
FSTA_XLP_VDC,20,0.0014,0.0008,9636.664736388753,-2000.7052636111111,-79855.3789308176,-312.38834905660383,159398.3695125786,0.023954455328754426,1.4453303110490048,-2468.705727222241,284,750590.0
FSTA_XLP_VDC,20,0.0014,0.001,10203.072584444313,-1895.1474155555557,-76239.38520440251,-311.48256289308176,152167.28784591195,0.02656764755625707,1.547333349610705,-2468.705727222241,296,770436.0
FSTA_XLP_VDC,20,0.0014,0.0012,9727.089439166508,-1850.6805608333334,-74352.11893081761,-310.0484433962264,148394.189418239,0.025972241857262695,1.4845513837828197,-2468.705727222241,303,784310.0
FSTA_XLP_VDC,20,0.0014,0.0014,9691.573051944257,-1783.9769480555556,-71677.5145283019,-307.4639465408805,143047.5651100629,0.026844618040455185,1.4914554179991217,-2374.846106111123,311,798260.0
FSTA_XLP_VDC,20,0.0016,0.0,9062.286346388782,-2311.8186536111116,-92119.12006289308,-312.87411949685537,183925.36600628932,0.01952268634585848,1.3052916320304166,-2803.5574366666806,222,632303.0
FSTA_XLP_VDC,20,0.0016,0.0002,9218.589809722092,-2292.385190277778,-91333.32025157232,-312.7666823899371,182353.87382075473,0.020030552222442925,1.3321038953043773,-2803.5574366666806,225,635869.0
FSTA_XLP_VDC,20,0.0016,0.0004,8985.301509444285,-2195.1534905555554,-87088.03020440252,-312.2024056603772,173863.85800314465,0.020477020621298275,1.3162151092409375,-2610.1445700000277,235,650761.0
FSTA_XLP_VDC,20,0.0016,0.0006,9628.678997222072,-2053.4460027777777,-81583.44099056603,-309.99965408805025,162856.88232704403,0.023426317062253624,1.4288592535942315,-2468.705727222241,249,675891.0
FSTA_XLP_VDC,20,0.0016,0.0008,9564.524508610953,-1953.445491388889,-77809.26849056604,-307.88790880503143,155310.64907232704,0.024400884812245068,1.440715344475173,-2468.705727222241,263,692768.0
FSTA_XLP_VDC,20,0.0016,0.001,9875.679397222091,-1825.640602777778,-73249.23482704401,-306.96926100628934,146191.50039308175,0.026766296492347335,1.5073368529024347,-2468.705727222241,271,704374.0
FSTA_XLP_VDC,20,0.0016,0.0012,9581.16257749983,-1786.7274225,-71676.32748427673,-305.83622641509436,143046.81874213836,0.026538931336614856,1.4713126641727963,-2468.705727222241,278,718330.0
FSTA_XLP_VDC,20,0.0016,0.0014,9825.021913333163,-1742.268086666667,-69631.51205974843,-304.01377358490566,138959.01034591196,0.02801497507252401,1.520600112010942,-2374.846106111123,285,731434.0
FSTA_XLP_VDC,20,0.0016,0.0016,10853.999001110937,-1681.1109988888888,-66956.68006289308,-300.7574685534591,133612.60265723272,0.03218739121997731,1.695087745594529,-2374.846106111123,297,761152.0
FSTA_XLP_VDC,20,0.0018,0.0,8892.196221110997,-2281.238778888889,-90702.72268867923,-310.82256289308185,181094.6228144654,0.019455702086836394,1.2852016527570633,-2803.5574366666806,214,604737.0
FSTA_XLP_VDC,20,0.0018,0.0002,9048.499684444309,-2261.805315555556,-89916.92287735848,-310.71512578616364,179523.1306289308,0.019970989695808336,1.312053052780596,-2803.5574366666806,217,608303.0
FSTA_XLP_VDC,20,0.0018,0.0004,8482.378270833166,-2145.126729166667,-85042.61641509435,-310.0051415094339,169775.22768867924,0.01979642365663256,1.2483237733541555,-2610.1445700000313,225,616421.0
FSTA_XLP_VDC,20,0.0018,0.0006,9219.911004444304,-2017.3039955555555,-80324.5364937107,-307.50910377358485,160341.5638836478,0.022783688747296686,1.3735335361347383,-2468.705727222241,236,635471.0
FSTA_XLP_VDC,20,0.0018,0.0008,9135.406515833187,-1917.3034841666667,-76550.3639937107,-305.6502830188679,152795.0777044025,0.02368982972868216,1.3805416702549707,-2468.705727222241,250,652340.0
FSTA_XLP_VDC,20,0.0018,0.001,9446.561404444325,-1789.4985955555558,-71990.33033018869,-304.73163522012584,143675.92902515727,0.0260515257193579,1.446625977534007,-2468.705727222241,258,663946.0
FSTA_XLP_VDC,20,0.0018,0.0012,9275.915619722067,-1750.5943802777779,-70417.65,-303.82561320754724,140531.47438679246,0.026153306999428205,1.428884866075498,-2468.705727222241,265,677842.0
FSTA_XLP_VDC,20,0.0018,0.0014,9509.975322499864,-1720.0246775,-68687.2894654088,-302.0257232704403,137072.55320754717,0.02748984637328756,1.4739138857088494,-2374.846106111124,271,692524.0
FSTA_XLP_VDC,20,0.0018,0.0016,10563.145483055436,-1653.3045169444445,-65697.56655660376,-298.29509433962266,131096.83801886794,0.031925997073008305,1.6523913043541507,-2374.846106111123,282,721232.0
FSTA_XLP_VDC,20,0.0018,0.0018,10524.31949861101,-1600.440501388889,-64123.05511006289,-296.0282232704403,127950.08199685536,0.03259093953800347,1.6506977968989391,-2374.846106111123,289,741162.0
FSTA_XLP_VDC,20,0.002,0.0,8782.209087499892,-2247.8659125000004,-89442.73440251572,-304.81279874213857,178580.6560062893,0.019485555161285015,1.2668638635867635,-2447.256340555581,199,559177.0
FSTA_XLP_VDC,20,0.002,0.0002,8938.512550833202,-2228.4324491666666,-88656.93459119496,-304.70536163522036,177009.1638207547,0.020008426161929205,1.2935938593113172,-2447.256340555581,202,562743.0
FSTA_XLP_VDC,20,0.002,0.0004,7850.494517499839,-2092.3204825000003,-82996.86408805032,-304.8123427672956,165688.91583333333,0.018773575068326585,1.1627158901375045,-2311.6464380555926,209,567051.0
FSTA_XLP_VDC,20,0.002,0.0006,8399.138318333184,-1947.8466816666669,-77650.71237421384,-302.5425628930818,154998.8821855346,0.021470867523877165,1.2625409997192614,-2311.646438055593,217,578901.0
FSTA_XLP_VDC,20,0.002,0.0008,8652.131460277624,-1842.2885397222224,-73719.52977987421,-301.27861635220125,147137.78094339624,0.023299270992469184,1.325403577574104,-2311.6464380555935,228,593260.0
FSTA_XLP_VDC,20,0.002,0.001,9525.024085277648,-1736.6959147222224,-69630.49726415094,-299.8595283018868,138961.135,0.027159148829611984,1.480503501944806,-2311.6464380555935,235,604936.0
FSTA_XLP_VDC,20,0.002,0.0012,9042.776959999834,-1695.00304,-67899.96828616352,-298.37001572327046,135501.5665566038,0.026442403496949124,1.4140742671966011,-2311.6464380555935,238,611718.0
FSTA_XLP_VDC,20,0.002,0.0014,8720.885317222084,-1664.4346827777779,-66169.68391509434,-296.6462893081762,132042.7215408805,0.026169144996166724,1.3834322235220617,-2143.8086358333776,244,625380.0
FSTA_XLP_VDC,20,0.002,0.0016,9868.74863277768,-1592.1513672222222,-63022.51322327045,-292.5998270440253,125752.42661949688,0.031094898105341315,1.581184708287824,-2143.8086358333767,253,647562.0
FSTA_XLP_VDC,20,0.002,0.0018,9829.922648333255,-1539.2873516666666,-61448.00177672955,-290.33295597484295,122605.67059748428,0.03176749486890095,1.5793649692810963,-2099.998196944497,260,667492.0
FSTA_XLP_VDC,20,0.002,0.002,10323.72108749991,-1486.4489125,-59087.11185534592,-286.3152987421385,117887.90841194968,0.034698478003697374,1.6861667597155299,-2099.9981969444966,271,700344.0
