symbols,moving avg days,long entry hurdle,long exit hurdle,short entry hurdle,short exit hurdle,long position pnl,short position pnl,total position pnl,total commissions,total borrow cost,total net profit,average daily short investment,average daily net investment,average daily gross investment,annualized return on avg gross investment,annualized Sharpe,maximum drawdown,position changes,long entries,short entries,long to short flips,short to long flips,total shares traded
BWX_IGOV,20,-0.004,-0.003,0.002,0.002,1324.900000000062,1070.7300000000207,2395.6300000000824,-895.37,-100.08193222222222,1400.1780677778606,-18668.626119402983,-72.59895522388088,37264.65328358208,0.07066134963308873,2.918136058089663,-154.35770499999273,26,8,5,0,0,179074.0
