symbols,moving avg days,total net profit,total borrow cost,average daily short investment,average daily net investment,average daily gross investment,annualized return on avg gross investment,annualized Sharpe,maximum drawdown,position changes,total shares traded
RSP_SPY,10,-6874.970744714128,-2608.3333333333335,-99845.20123839009,4.730498758447429e-13,199690.40247678017,-0.013430175408278762,-0.33265146895732395,-17150.77406186934,118,157922.05865116953
