symbols,moving avg days,long entry hurdle,long exit hurdle,short entry hurdle,short exit hurdle,long position pnl,short position pnl,total position pnl,total commissions,total borrow cost,total net profit,average daily short investment,average daily net investment,average daily gross investment,annualized return on avg gross investment,annualized Sharpe,maximum drawdown,position changes,long entries,short entries,long to short flips,short to long flips,total shares traded
SPMB_MBB,20,-0.001,-0.0005,0.001,0.0005,873.9100000000201,2165.339999999973,3039.249999999993,-1587.0100000000002,-200.14409916666668,1252.0959008333264,-24563.362136363638,-27.37763636363624,49099.34663636363,0.029210550429042484,2.5159104478147243,-139.06551277778004,56,9,19,0,0,317402.0
