symbols,moving avg days,total net profit,total borrow cost,average daily short investment,average daily net investment,average daily gross investment,annualized return on avg gross investment,annualized Sharpe,maximum drawdown,position changes,total shares traded
RSP_SPY,20,-7434.774110040493,-2569.444444444445,-99842.76729559748,-3.660859176947636e-13,199685.53459119497,-0.014752465163229953,-0.36559107064081153,-20020.972950259642,105,124572.49597416638
