symbols,moving avg days,long entry hurdle,long exit hurdle,short entry hurdle,short exit hurdle,long position pnl,short position pnl,total position pnl,total commissions,total borrow cost,total net profit,average daily short investment,average daily net investment,average daily gross investment,annualized return on avg gross investment,annualized Sharpe,maximum drawdown,position changes,long entries,short entries,long to short flips,short to long flips,total shares traded
SCHH_USRT,20,-0.005,-0.003,0.002,0.001,322.83999999998446,1626.5699999999765,1949.4099999999607,-621.695,-158.47905805555556,1169.235941944405,-29134.97626865672,-143.91097014925325,58126.04156716419,0.03782919949268071,1.6052869107969594,-990.7408744444415,21,4,7,0,0,124339.0
