,bop date,eop date,day count, bop RSP price , eop RSP price , bop SPY price ,, eop SPY price ,, eop SPY / eop RSP , bop SPY / RSP moving avg , eop SPY / RSP moving avg ,current position,new position, bop RSP shares , eop RSP shares , eop RSP shares bought , eop RSP shares sold , eop RSP shares traded , bop SPY shares , eop SPY shares , eop SPY shares bought , eop SPY shares sold , eop SPY shares traded , RSP daily commission , SPY daily commission , daily total commissions , RSP cop ,RSP pct cop, RSP daily position pnl , SPY cop ,SPY pct cop, SPY daily position pnl , daily position pnl , short RSP investment amount , long RSP investment amount , RSP investment amount , daily RSP borrow cost , short SPY investment amount , long SPY investment amount , SPY investment amount , daily SPY borrow cost , net investment amount , gross investment amount , short investment amount , daily borrow cost , daily net profit , cumulative net profit , drawdown 
523,2/3/2026,2/4/2026,1, $198.57 , $200.30 , $689.53 ,-41%, $686.19 , $0.29 , 3.43 , 3.48 , 3.48 ,-1,-1, (503.60), (499.25), 4.35 , -   , 4.35 , 145.03 , 145.73 , 0.71 , -   , 0.71 , $(0.02), $(0.00), $(0.03), $1.73 ,0.87%, $(871.23), $(3.34),-0.49%, $(484.39)," $(1,355.62)"," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $100,000.00 "," $100,000.00 ", $-   , $-   ," $200,000.00 "," $(100,000.00)", $(2.78)," $(1,358.42)"," $7,580.13 "," $(3,252.88)"
524,2/4/2026,2/5/2026,1, $200.30 , $198.56 , $686.19 ,-56%, $677.62 , $0.29 , 3.41 , 3.48 , 3.47 ,-1,-1, (499.25), (503.63), -   , 4.37 , (4.37), 145.73 , 147.58 , 1.84 , -   , 1.84 , $(0.02), $(0.01), $(0.03), $(1.74),-0.87%, $868.70 , $(8.57),-1.26%," $(1,248.93)", $(380.23)," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $100,000.00 "," $100,000.00 ", $-   , $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $(383.04)," $7,197.09 "," $(3,635.91)"
525,2/5/2026,2/6/2026,1, $198.56 , $202.26 , $677.62 ,-15%, $690.62 , $0.29 , 3.41 , 3.47 , 3.47 ,-1,-1, (503.63), (494.41), 9.21 , -   , 9.21 , 147.58 , 144.80 , -   , 2.78 , (2.78), $(0.05), $(0.01), $(0.06), $3.70 ,1.85%," $(1,863.42)", $13.00 ,1.90%," $1,918.48 ", $55.06 ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $100,000.00 "," $100,000.00 ", $-   , $(0.00)," $200,000.00 "," $(100,000.00)", $(2.78), $52.23 ," $7,249.32 "," $(3,583.69)"
526,2/6/2026,2/9/2026,3, $202.26 , $202.38 , $690.62 ,-9%, $693.95 , $0.29 , 3.43 , 3.47 , 3.46 ,-1,-1, (494.41), (494.12), 0.29 , -   , 0.29 , 144.80 , 144.10 , -   , 0.69 , (0.69), $(0.00), $(0.00), $(0.00), $0.12 ,0.06%, $(59.33), $3.33 ,0.48%, $482.18 , $422.85 ," $(100,000.00)", $-   ," $(100,000.00)", $(8.33), $-   ," $100,000.00 "," $100,000.00 ", $-   , $-   ," $200,000.00 "," $(100,000.00)", $(8.33), $414.51 ," $7,663.83 "," $(3,169.18)"
527,2/9/2026,2/10/2026,1, $202.38 , $203.10 , $693.95 ,4%, $692.12 , $0.29 , 3.41 , 3.46 , 3.46 ,-1,-1, (494.12), (492.37), 1.75 , -   , 1.75 , 144.10 , 144.48 , 0.38 , -   , 0.38 , $(0.01), $(0.00), $(0.01), $0.72 ,0.36%, $(355.77), $(1.83),-0.26%, $(263.71), $(619.47)," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $100,000.00 "," $100,000.00 ", $-   , $(0.00)," $200,000.00 "," $(100,000.00)", $(2.78), $(622.26)," $7,041.56 "," $(3,791.44)"
528,2/10/2026,2/11/2026,1, $203.10 , $203.46 , $692.12 ,12%, $691.96 , $0.29 , 3.40 , 3.46 , 3.44 ,-1,-1, (492.37), (491.50), 0.87 , -   , 0.87 , 144.48 , 144.52 , 0.03 , -   , 0.03 , $(0.00), $(0.00), $(0.00), $0.36 ,0.18%, $(177.25), $(0.16),-0.02%, $(23.12), $(200.37)," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $100,000.00 "," $100,000.00 ", $-   , $0.00 ," $200,000.00 "," $(100,000.00)", $(2.78), $(203.15)," $6,838.41 "," $(3,994.60)"
529,2/11/2026,2/12/2026,1, $203.46 , $200.79 , $691.96 ,25%, $681.27 , $0.29 , 3.39 , 3.44 , 3.43 ,-1,-1, (491.50), (498.03), -   , 6.54 , (6.54), 144.52 , 146.78 , 2.27 , -   , 2.27 , $(0.03), $(0.01), $(0.04), $(2.67),-1.32%," $1,312.30 ", $(10.69),-1.56%," $(1,544.89)", $(232.59)," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $100,000.00 "," $100,000.00 ", $-   , $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $(235.41)," $6,603.00 "," $(4,230.01)"
530,2/12/2026,2/13/2026,1, $200.79 , $202.87 , $681.27 ,31%, $681.75 , $0.30 , 3.36 , 3.43 , 3.42 ,-1,-1, (498.03), (492.93), 5.11 , -   , 5.11 , 146.78 , 146.68 , -   , 0.10 , (0.10), $(0.03), $(0.00), $(0.03), $2.08 ,1.03%," $(1,035.91)", $0.48 ,0.07%, $70.46 , $(965.45)," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $100,000.00 "," $100,000.00 ", $-   , $0.00 ," $200,000.00 "," $(100,000.00)", $(2.78), $(968.26)," $5,634.74 "," $(5,198.26)"
531,2/13/2026,2/17/2026,4, $202.87 , $202.52 , $681.75 ,27%, $682.85 , $0.30 , 3.37 , 3.42 , 3.41 ,-1,-1, (492.93), (493.78), -   , 0.85 , (0.85), 146.68 , 146.45 , -   , 0.24 , (0.24), $(0.00), $(0.00), $(0.01), $(0.35),-0.17%, $172.52 , $1.10 ,0.16%, $161.35 , $333.87 ," $(100,000.00)", $-   ," $(100,000.00)", $(11.11), $-   ," $100,000.00 "," $100,000.00 ", $-   , $-   ," $200,000.00 "," $(100,000.00)", $(11.11), $322.76 ," $5,957.50 "," $(4,875.51)"
532,2/17/2026,2/18/2026,1, $202.52 , $203.57 , $682.85 ,44%, $686.29 , $0.30 , 3.37 , 3.41 , 3.40 ,-1,-1, (493.78), (491.23), 2.55 , -   , 2.55 , 146.45 , 145.71 , -   , 0.73 , (0.73), $(0.01), $(0.00), $(0.02), $1.05 ,0.52%, $(518.47), $3.44 ,0.50%, $503.77 , $(14.70)," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $100,000.00 "," $100,000.00 ", $-   , $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $(17.49)," $5,940.01 "," $(4,893.00)"
533,2/18/2026,2/19/2026,1, $203.57 , $203.14 , $686.29 ,61%, $684.48 , $0.30 , 3.37 , 3.40 , 3.39 ,-1,-1, (491.23), (492.27), -   , 1.04 , (1.04), 145.71 , 146.10 , 0.39 , -   , 0.39 , $(0.01), $(0.00), $(0.01), $(0.43),-0.21%, $211.23 , $(1.81),-0.26%, $(263.74), $(52.51)," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $100,000.00 "," $100,000.00 ", $-   , $(0.00)," $200,000.00 "," $(100,000.00)", $(2.78), $(55.29)," $5,884.72 "," $(4,948.29)"
534,2/19/2026,2/20/2026,1, $203.14 , $204.09 , $684.48 ,61%, $689.43 , $0.30 , 3.38 , 3.39 , 3.39 ,-1,-1, (492.27), (489.98), 2.29 , -   , 2.29 , 146.10 , 145.05 , -   , 1.05 , (1.05), $(0.01), $(0.01), $(0.02), $0.95 ,0.47%, $(467.66), $4.95 ,0.72%, $723.18 , $255.52 ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $100,000.00 "," $100,000.00 ", $-   , $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $252.72 ," $6,137.44 "," $(4,695.56)"
535,2/20/2026,2/23/2026,3, $204.09 , $201.85 , $689.43 ,36%, $682.39 , $0.30 , 3.38 , 3.39 , 3.39 ,-1,-1, (489.98), (495.42), -   , 5.44 , (5.44), 145.05 , 146.54 , 1.50 , -   , 1.50 , $(0.03), $(0.01), $(0.03), $(2.24),-1.10%," $1,097.56 ", $(7.04),-1.03%," $(1,021.13)", $76.42 ," $(100,000.00)", $-   ," $(100,000.00)", $(8.33), $-   ," $100,000.00 "," $100,000.00 ", $-   , $-   ," $200,000.00 "," $(100,000.00)", $(8.33), $68.05 ," $6,205.50 "," $(4,627.51)"
536,2/23/2026,2/24/2026,1, $201.85 , $203.46 , $682.39 ,49%, $687.35 , $0.30 , 3.38 , 3.39 , 3.38 ,-1,-1, (495.42), (491.50), 3.92 , -   , 3.92 , 146.54 , 145.49 , -   , 1.06 , (1.06), $(0.02), $(0.01), $(0.02), $1.61 ,0.79%, $(797.62), $4.96 ,0.72%, $726.86 , $(70.76)," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $100,000.00 "," $100,000.00 ", $-   , $(0.00)," $200,000.00 "," $(100,000.00)", $(2.78), $(73.57)," $6,131.93 "," $(4,701.08)"
537,2/24/2026,2/25/2026,1, $203.46 , $203.58 , $687.35 ,68%, $693.15 , $0.29 , 3.40 , 3.38 , 3.38 ,-1,1, (491.50), 491.21 , 982.70 , -   , 982.70 , 145.49 , (144.27), -   , 289.76 , (289.76), $(4.91), $(1.45), $(6.36), $0.12 ,0.06%, $(58.98), $5.80 ,0.84%, $843.82 , $784.84 ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $100,000.00 "," $100,000.00 ", $-   , $0.00 ," $200,000.00 "," $(100,000.00)", $(2.78), $775.70 ," $6,907.63 "," $(3,925.38)"
538,2/25/2026,2/26/2026,1, $203.58 , $204.73 , $693.15 ,74%, $689.30 , $0.30 , 3.37 , 3.38 , 3.38 ,1,-1, 491.21 , (488.45), -   , 979.66 , (979.66), (144.27), 145.07 , 289.34 , -   , 289.34 , $(4.90), $(1.45), $(6.34), $1.15 ,0.56%, $564.89 , $(3.85),-0.56%, $555.44 ," $1,120.32 ", $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $200,000.00 "," $(100,000.00)", $(2.78)," $1,111.20 "," $8,018.83 "," $(2,814.18)"
539,2/26/2026,2/27/2026,1, $204.73 , $204.97 , $689.30 ,77%, $685.99 , $0.30 , 3.35 , 3.38 , 3.37 ,-1,-1, (488.45), (487.88), 0.57 , -   , 0.57 , 145.07 , 145.77 , 0.70 , -   , 0.70 , $(0.00), $(0.00), $(0.01), $0.24 ,0.12%, $(117.23), $(3.31),-0.48%, $(480.20), $(597.42)," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $100,000.00 "," $100,000.00 ", $-   , $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $(600.21)," $7,418.62 "," $(3,414.39)"
540,2/27/2026,3/2/2026,3, $204.97 , $204.59 , $685.99 ,61%, $686.38 , $0.30 , 3.35 , 3.37 , 3.37 ,-1,-1, (487.88), (488.78), -   , 0.91 , (0.91), 145.77 , 145.69 , -   , 0.08 , (0.08), $(0.00), $(0.00), $(0.00), $(0.38),-0.19%, $185.39 , $0.39 ,0.06%, $56.85 , $242.25 ," $(100,000.00)", $-   ," $(100,000.00)", $(8.33), $-   ," $100,000.00 "," $100,000.00 ", $-   , $-   ," $200,000.00 "," $(100,000.00)", $(8.33), $233.91 ," $7,652.53 "," $(3,180.48)"
541,3/2/2026,3/3/2026,1, $204.59 , $202.08 , $686.38 ,53%, $680.33 , $0.30 , 3.37 , 3.37 , 3.37 ,-1,-1, (488.78), (494.85), -   , 6.07 , (6.07), 145.69 , 146.99 , 1.30 , -   , 1.30 , $(0.03), $(0.01), $(0.04), $(2.51),-1.23%," $1,226.84 ", $(6.05),-0.89%, $(881.44), $345.41 ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $100,000.00 "," $100,000.00 ", $-   , $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $342.59 ," $7,995.12 "," $(2,837.88)"
542,3/3/2026,3/4/2026,1, $202.08 , $202.89 , $680.33 ,61%, $685.13 , $0.30 , 3.38 , 3.37 , 3.37 ,-1,1, (494.85), 492.88 , 987.73 , -   , 987.73 , 146.99 , (145.96), -   , 292.95 , (292.95), $(4.94), $(1.46), $(6.40), $0.81 ,0.40%, $(400.83), $4.80 ,0.70%, $705.54 , $304.71 ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $100,000.00 "," $100,000.00 ", $-   , $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $295.53 ," $8,290.65 "," $(2,542.36)"
543,3/4/2026,3/5/2026,1, $202.89 , $200.54 , $685.13 ,61%, $681.31 , $0.29 , 3.40 , 3.37 , 3.38 ,1,1, 492.88 , 498.65 , 5.78 , -   , 5.78 , (145.96), (146.78), -   , 0.82 , (0.82), $(0.03), $(0.00), $(0.03), $(2.35),-1.17%," $(1,158.26)", $(3.82),-0.56%, $557.56 , $(600.70), $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $(603.52)," $7,687.13 "," $(3,145.87)"
544,3/5/2026,3/6/2026,1, $200.54 , $198.15 , $681.31 ,69%, $672.38 , $0.29 , 3.39 , 3.38 , 3.38 ,1,1, 498.65 , 504.67 , 6.01 , -   , 6.01 , (146.78), (148.73), -   , 1.95 , (1.95), $(0.03), $(0.01), $(0.04), $(2.39),-1.20%," $(1,191.78)", $(8.93),-1.32%," $1,310.71 ", $118.93 , $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $116.11 ," $7,803.24 "," $(3,029.76)"
545,3/6/2026,3/9/2026,3, $198.15 , $198.71 , $672.38 ,85%, $678.27 , $0.29 , 3.41 , 3.38 , 3.38 ,1,1, 504.67 , 503.25 , -   , 1.42 , (1.42), (148.73), (147.43), 1.29 , -   , 1.29 , $(0.01), $(0.01), $(0.01), $0.56 ,0.28%, $282.61 , $5.89 ,0.87%, $(875.99), $(593.38), $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(8.33), $-   ," $200,000.00 "," $(100,000.00)", $(8.33), $(601.73)," $7,201.52 "," $(3,631.49)"
546,3/9/2026,3/10/2026,1, $198.71 , $197.22 , $678.27 ,86%, $677.18 , $0.29 , 3.43 , 3.38 , 3.39 ,1,1, 503.25 , 507.05 , 3.80 , -   , 3.80 , (147.43), (147.67), -   , 0.24 , (0.24), $(0.02), $(0.00), $(0.02), $(1.49),-0.75%, $(749.84), $(1.09),-0.16%, $160.70 , $(589.13), $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $(0.00)," $200,000.00 "," $(100,000.00)", $(2.78), $(591.93)," $6,609.59 "," $(4,223.42)"
547,3/10/2026,3/11/2026,1, $197.22 , $196.57 , $677.18 ,86%, $676.33 , $0.29 , 3.44 , 3.39 , 3.39 ,1,1, 507.05 , 508.72 , 1.68 , -   , 1.68 , (147.67), (147.86), -   , 0.19 , (0.19), $(0.01), $(0.00), $(0.01), $(0.65),-0.33%, $(329.58), $(0.85),-0.13%, $125.52 , $(204.06), $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $(206.85)," $6,402.74 "," $(4,430.27)"
548,3/11/2026,3/12/2026,1, $196.57 , $193.53 , $676.33 ,91%, $666.06 , $0.29 , 3.44 , 3.39 , 3.40 ,1,1, 508.72 , 516.72 , 7.99 , -   , 7.99 , (147.86), (150.14), -   , 2.28 , (2.28), $(0.04), $(0.01), $(0.05), $(3.04),-1.56%," $(1,546.52)", $(10.27),-1.53%," $1,518.49 ", $(28.03), $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $0.00 ," $200,000.00 "," $(100,000.00)", $(2.78), $(30.86)," $6,371.88 "," $(4,461.13)"
549,3/12/2026,3/13/2026,1, $193.53 , $193.52 , $666.06 ,94%, $662.29 , $0.29 , 3.42 , 3.40 , 3.40 ,1,1, 516.72 , 516.74 , 0.03 , -   , 0.03 , (150.14), (150.99), -   , 0.85 , (0.85), $(0.00), $(0.00), $(0.00), $(0.01),-0.01%, $(5.17), $(3.77),-0.57%, $566.02 , $560.85 , $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $558.07 ," $6,929.94 "," $(3,903.06)"
550,3/13/2026,3/16/2026,3, $193.52 , $194.96 , $662.29 ,93%, $669.03 , $0.29 , 3.43 , 3.40 , 3.41 ,1,1, 516.74 , 512.93 , -   , 3.82 , (3.82), (150.99), (149.47), 1.52 , -   , 1.52 , $(0.02), $(0.01), $(0.03), $1.44 ,0.74%, $744.11 , $6.74 ,1.01%," $(1,017.68)", $(273.57), $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(8.33), $(0.00)," $200,000.00 "," $(100,000.00)", $(8.33), $(281.93)," $6,648.01 "," $(4,185.00)"
551,3/16/2026,3/17/2026,1, $194.96 , $196.05 , $669.03 ,93%, $670.79 , $0.29 , 3.42 , 3.41 , 3.42 ,1,1, 512.93 , 510.07 , -   , 2.85 , (2.85), (149.47), (149.08), 0.39 , -   , 0.39 , $(0.01), $(0.00), $(0.02), $1.09 ,0.56%, $559.09 , $1.76 ,0.26%, $(263.07), $296.02 , $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $293.23 ," $6,941.24 "," $(3,891.77)"
552,3/17/2026,3/18/2026,1, $196.05 , $193.47 , $670.79 ,94%, $661.43 , $0.29 , 3.42 , 3.42 , 3.42 ,1,1, 510.07 , 516.88 , 6.80 , -   , 6.80 , (149.08), (151.19), -   , 2.11 , (2.11), $(0.03), $(0.01), $(0.04), $(2.58),-1.32%," $(1,315.99)", $(9.36),-1.41%," $1,395.37 ", $79.38 , $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $(0.00)," $200,000.00 "," $(100,000.00)", $(2.78), $76.56 ," $7,017.79 "," $(3,815.21)"
553,3/18/2026,3/19/2026,1, $193.47 , $193.32 , $661.43 ,93%, $659.80 , $0.29 , 3.41 , 3.42 , 3.42 ,1,-1, 516.88 , (517.28), -   ," 1,034.15 "," (1,034.15)", (151.19), 151.56 , 302.75 , -   , 302.75 , $(5.17), $(1.51), $(6.68), $(0.15),-0.08%, $(77.53), $(1.63),-0.25%, $246.44 , $168.90 , $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $0.00 ," $200,000.00 "," $(100,000.00)", $(2.78), $159.44 ," $7,177.24 "," $(3,655.77)"
554,3/19/2026,3/20/2026,1, $193.32 , $190.48 , $659.80 ,91%, $648.57 , $0.29 , 3.40 , 3.42 , 3.42 ,-1,-1, (517.28), (524.99), -   , 7.71 , (7.71), 151.56 , 154.19 , 2.62 , -   , 2.62 , $(0.04), $(0.01), $(0.05), $(2.84),-1.48%," $1,469.07 ", $(11.23),-1.72%," $(1,702.03)", $(232.96)," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $100,000.00 "," $100,000.00 ", $-   , $0.00 ," $200,000.00 "," $(100,000.00)", $(2.78), $(235.79)," $6,941.44 "," $(3,891.56)"
555,3/20/2026,3/23/2026,3, $190.48 , $191.69 , $648.57 ,97%, $655.38 , $0.29 , 3.42 , 3.42 , 3.42 ,-1,-1, (524.99), (521.68), 3.31 , -   , 3.31 , 154.19 , 152.58 , -   , 1.60 , (1.60), $(0.02), $(0.01), $(0.02), $1.21 ,0.63%, $(635.24), $6.81 ,1.04%," $1,050.00 ", $414.77 ," $(100,000.00)", $-   ," $(100,000.00)", $(8.33), $-   ," $100,000.00 "," $100,000.00 ", $-   , $(0.00)," $200,000.00 "," $(100,000.00)", $(8.33), $406.41 ," $7,347.85 "," $(3,485.16)"
556,3/23/2026,3/24/2026,1, $191.69 , $191.92 , $655.38 ,98%, $653.18 , $0.29 , 3.40 , 3.42 , 3.42 ,-1,-1, (521.68), (521.05), 0.63 , -   , 0.63 , 152.58 , 153.10 , 0.51 , -   , 0.51 , $(0.00), $(0.00), $(0.01), $0.23 ,0.12%, $(119.99), $(2.20),-0.34%, $(335.68), $(455.67)," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $100,000.00 "," $100,000.00 ", $-   , $(0.00)," $200,000.00 "," $(100,000.00)", $(2.78), $(458.45)," $6,889.40 "," $(3,943.61)"
557,3/24/2026,3/25/2026,1, $191.92 , $192.85 , $653.18 ,98%, $656.82 , $0.29 , 3.41 , 3.42 , 3.42 ,-1,-1, (521.05), (518.54), 2.51 , -   , 2.51 , 153.10 , 152.25 , -   , 0.85 , (0.85), $(0.01), $(0.00), $(0.02), $0.93 ,0.48%, $(484.58), $3.64 ,0.56%, $557.27 , $72.70 ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $100,000.00 "," $100,000.00 ", $-   , $0.00 ," $200,000.00 "," $(100,000.00)", $(2.78), $69.90 ," $6,959.30 "," $(3,873.71)"
558,3/25/2026,3/26/2026,1, $192.85 , $191.08 , $656.82 ,96%, $645.09 , $0.30 , 3.38 , 3.42 , 3.41 ,-1,-1, (518.54), (523.34), -   , 4.80 , (4.80), 152.25 , 155.02 , 2.77 , -   , 2.77 , $(0.02), $(0.01), $(0.04), $(1.77),-0.92%, $917.81 , $(11.73),-1.80%," $(1,785.88)", $(868.07)," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $100,000.00 "," $100,000.00 ", $-   , $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $(870.88)," $6,088.42 "," $(4,744.59)"
559,3/26/2026,3/27/2026,1, $191.08 , $188.46 , $645.09 ,97%, $634.09 , $0.30 , 3.36 , 3.41 , 3.41 ,-1,-1, (523.34), (530.62), -   , 7.28 , (7.28), 155.02 , 157.71 , 2.69 , -   , 2.69 , $(0.04), $(0.01), $(0.05), $(2.62),-1.38%," $1,371.15 ", $(11.00),-1.72%," $(1,705.19)", $(334.03)," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $100,000.00 "," $100,000.00 ", $-   , $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $(336.86)," $5,751.56 "," $(5,081.45)"
560,3/27/2026,3/30/2026,3, $188.46 , $188.07 , $634.09 ,98%, $631.97 , $0.30 , 3.36 , 3.41 , 3.40 ,-1,-1, (530.62), (531.72), -   , 1.10 , (1.10), 157.71 , 158.24 , 0.53 , -   , 0.53 , $(0.01), $(0.00), $(0.01), $(0.39),-0.21%, $206.94 , $(2.12),-0.33%, $(334.34), $(127.40)," $(100,000.00)", $-   ," $(100,000.00)", $(8.33), $-   ," $100,000.00 "," $100,000.00 ", $-   , $(0.00)," $200,000.00 "," $(100,000.00)", $(8.33), $(135.74)," $5,615.82 "," $(5,217.19)"
561,3/30/2026,3/31/2026,1, $188.07 , $191.92 , $631.97 ,98%, $650.34 , $0.30 , 3.39 , 3.40 , 3.40 ,-1,-1, (531.72), (521.05), 10.67 , -   , 10.67 , 158.24 , 153.77 , -   , 4.47 , (4.47), $(0.05), $(0.02), $(0.08), $3.85 ,2.03%," $(2,047.11)", $18.37 ,2.87%," $2,906.78 ", $859.67 ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $100,000.00 "," $100,000.00 ", $-   , $(0.00)," $200,000.00 "," $(100,000.00)", $(2.78), $856.82 ," $6,472.64 "," $(4,360.37)"
562,3/31/2026,4/1/2026,1, $191.92 , $192.54 , $650.34 ,98%, $655.24 , $0.29 , 3.40 , 3.40 , 3.39 ,-1,1, (521.05), 519.37 ," 1,040.42 ", -   ," 1,040.42 ", 153.77 , (152.62), -   , 306.38 , (306.38), $(5.20), $(1.53), $(6.73), $0.62 ,0.32%, $(323.05), $4.90 ,0.75%, $753.45 , $430.40 ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $100,000.00 "," $100,000.00 ", $-   , $0.00 ," $200,000.00 "," $(100,000.00)", $(2.78), $420.89 ," $6,893.53 "," $(3,939.48)"
563,4/1/2026,4/2/2026,1, $192.54 , $193.09 , $655.24 ,97%, $655.83 , $0.29 , 3.40 , 3.39 , 3.39 ,1,1, 519.37 , 517.89 , -   , 1.48 , (1.48), (152.62), (152.48), 0.14 , -   , 0.14 , $(0.01), $(0.00), $(0.01), $0.55 ,0.29%, $285.65 , $0.59 ,0.09%, $(90.04), $195.61 , $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $-   ," $200,000.00 "," $(100,000.00)", $(2.78), $192.83 ," $7,086.35 "," $(3,746.65)"
564,4/2/2026,4/6/2026,4, $193.09 , $193.92 , $655.83 ,96%, $658.93 , $0.29 , 3.40 , 3.39 , 3.39 ,1,1, 517.89 , 515.68 , -   , 2.22 , (2.22), (152.48), (151.76), 0.72 , -   , 0.72 , $(0.01), $(0.00), $(0.01), $0.83 ,0.43%, $429.85 , $3.10 ,0.47%, $(472.68), $(42.83), $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(11.11), $0.00 ," $200,000.00 "," $(100,000.00)", $(11.11), $(53.96)," $7,032.40 "," $(3,800.61)"
565,4/6/2026,4/7/2026,1, $193.92 , $193.49 , $658.93 ,97%, $659.22 , $0.29 , 3.41 , 3.39 , 3.39 ,1,1, 515.68 , 516.82 , 1.15 , -   , 1.15 , (151.76), (151.69), 0.07 , -   , 0.07 , $(0.01), $(0.00), $(0.01), $(0.43),-0.22%, $(221.74), $0.29 ,0.04%, $(44.01), $(265.75), $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $(0.00)," $200,000.00 "," $(100,000.00)", $(2.78), $(268.54)," $6,763.86 "," $(4,069.15)"
566,4/7/2026,4/8/2026,1, $193.49 , $197.96 , $659.22 ,99%, $676.01 , $0.29 , 3.41 , 3.39 , 3.39 ,1,1, 516.82 , 505.15 , -   , 11.67 , (11.67), (151.69), (147.93), 3.77 , -   , 3.77 , $(0.06), $(0.02), $(0.08), $4.47 ,2.28%," $2,310.20 ", $16.79 ,2.52%," $(2,546.95)", $(236.75), $-   ," $100,000.00 "," $100,000.00 ", $-   ," $(100,000.00)", $-   ," $(100,000.00)", $(2.78), $(0.00)," $200,000.00 "," $(100,000.00)", $(2.78), $(239.61)," $6,524.25 "," $(4,308.75)"
