,bop date,eop date,day count,bop SPMB price,eop SPMB price,bop MBB price,eop MBB price,eop MBB / eop SPMB,bop MBB / SPMB moving avg,eop MBB / SPMB moving avg,eop SPMB unit price,eop MBB / eop MBB,bop MBB / MBB moving avg,eop MBB / MBB moving avg,eop MBB unit price,SPMB unit price pct diff,MBB unit price pct diff,unit price pct diff,month end liquidation,go long,exit long,current_position,new_position,SPMB shares per unit,bop SPMB shares,eop SPMB shares,eop SPMB shares bought,eop SPMB shares sold,eop SPMB shares traded,MBB shares per unit,bop MBB shares,eop MBB shares,eop MBB shares bought,eop MBB shares sold,eop MBB shares traded,SPMB daily commission,MBB daily commission,daily total commissions,SPMB cop,SPMB pct cop,SPMB daily position pnl,MBB cop,MBB pct cop,MBB daily position pnl,daily position pnl,short SPMB investment amount,long SPMB investment amount,SPMB investment amount,daily SPMB borrow cost,short MBB investment amount,long MBB investment amount,MBB investment amount,daily MBB borrow cost,net investment amount,gross investment amount,short investment amount,daily borrow cost,daily net profit,cumulative net profit,drawdown
0,2026-01-02,2026-01-05,3,,22.44,,95.35,4.249108734402852,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2026-01-05,2026-01-06,1,22.44,22.43,95.35,95.3,4.248773963441819,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.010000000000001563,-0.0004457321223786557,,-0.04999999999999716,-0.0005245213862716541,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2026-01-06,2026-01-07,1,22.43,22.46,95.3,95.33,4.244434550311665,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,0.030000000000001137,0.00133660077818013,,0.030000000000001137,0.0003147458453304664,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2026-01-07,2026-01-08,1,22.46,22.42,95.33,95.23,4.247546833184656,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.03999999999999915,-0.0017825316662831905,,-0.09999999999999432,-0.001049538299532126,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2026-01-08,2026-01-09,1,22.42,22.54,95.23,95.8,4.250221827861579,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,0.11999999999999744,0.005338090967616178,,0.5699999999999932,0.005967666770860134,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2026-01-09,2026-01-12,3,22.54,22.54,95.8,95.65,4.243566992014197,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,0.0,0.0,,-0.14999999999999147,-0.0015669890905528547,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2026-01-12,2026-01-13,1,22.54,22.55,95.65,95.69,4.243458980044346,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,0.010000000000001563,0.0004435573370571367,,0.03999999999999204,0.0004181039049096284,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,2026-01-13,2026-01-14,1,22.55,22.59,95.69,95.83,4.242142540947322,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,0.03999999999999915,0.0017722645312244875,,0.14000000000000057,0.0014619885644994101,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2026-01-14,2026-01-15,1,22.59,22.54,95.83,95.66,4.244010647737356,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.05000000000000071,-0.0022158218682816937,,-0.1700000000000017,-0.0017755501035200106,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,2026-01-15,2026-01-16,1,22.54,22.52,95.66,95.57,4.243783303730018,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.019999999999999574,-0.0008877053401405478,,-0.09000000000000341,-0.0009412749740625753,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
