,bop date,eop date,day count,bop SPTL price,eop SPTL price,bop VGLT price,eop VGLT price,eop VGLT / eop SPTL,bop VGLT / SPTL moving avg,eop VGLT / SPTL moving avg,eop SPTL unit price,eop VGLT / eop VGLT,bop VGLT / VGLT moving avg,eop VGLT / VGLT moving avg,eop VGLT unit price,SPTL unit price pct diff,VGLT unit price pct diff,unit price pct diff,month end liquidation,go short,exit short,current_position,new_position,SPTL shares per unit,bop SPTL shares,eop SPTL shares,eop SPTL shares bought,eop SPTL shares sold,eop SPTL shares traded,VGLT shares per unit,bop VGLT shares,eop VGLT shares,eop VGLT shares bought,eop VGLT shares sold,eop VGLT shares traded,SPTL daily commission,VGLT daily commission,daily total commissions,SPTL cop,SPTL pct cop,SPTL daily position pnl,VGLT cop,VGLT pct cop,VGLT daily position pnl,daily position pnl,short SPTL investment amount,long SPTL investment amount,SPTL investment amount,daily SPTL borrow cost,short VGLT investment amount,long VGLT investment amount,VGLT investment amount,daily VGLT borrow cost,net investment amount,gross investment amount,short investment amount,daily borrow cost,daily net profit,cumulative net profit,drawdown
19,2025-01-31,2025-02-03,3,26.33,26.38,55.67,55.77,2.114101592115239,,2.1138027954121243,,1.0,,1.0,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,0.05000000000000071,0.001897173780950521,,0.10000000000000142,0.0017946882060460266,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,2025-02-03,2025-02-04,1,26.38,26.45,55.77,55.94,2.1149338374291116,2.1138027954121243,2.1137876189834266,55.910083938650686,1.0,1.0,1.0,55.94,-0.000534931419078684,0.0,-0.000534931419078684,False,False,True,0,0,3779.0,0.0,0.0,0.0,-0.0,0.0,1788.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.07000000000000028,0.002650011015139916,0.0,0.1699999999999946,0.0030435973723511823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,2025-02-04,2025-02-05,1,26.45,26.86,55.94,56.76,2.1131794489947877,2.1137876189834266,2.1137844033333577,56.77633544589484,1.0,1.0,1.0,56.76,0.000287757147408467,0.0,0.000287757147408467,False,False,False,0,0,3724.0,0.0,0.0,0.0,-0.0,0.0,1762.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.41000000000000014,0.01538203279078323,0.0,0.8200000000000003,0.014552164518028302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,2025-02-05,2025-02-06,1,26.86,26.86,56.76,56.77,2.11355174981385,2.1137844033333577,2.1137576834899408,56.77624907353399,1.0,1.0,1.0,56.77,0.00011007098149494785,0.0,0.00011007098149494785,False,False,False,0,0,3722.0,0.0,0.0,0.0,-0.0,0.0,1761.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.010000000000005116,0.00017616489079296904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,2025-02-06,2025-02-07,1,26.86,26.7,56.77,56.44,2.113857677902622,2.1137576834899408,2.113755100511767,56.43733014918141,1.0,1.0,1.0,56.44,-4.7305350251552854e-05,0.0,-4.7305350251552854e-05,False,False,True,0,0,3746.0,0.0,0.0,0.0,-0.0,0.0,1772.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.16000000000000014,-0.005974625688887695,-0.0,-0.3300000000000054,-0.005829890198021674,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,2025-02-07,2025-02-10,3,26.7,26.63,56.44,56.31,2.114532482162974,2.113755100511767,2.1138047835352496,56.289298326628355,1.0,1.0,1.0,56.31,-0.00036770519732448815,0.0,-0.00036770519732448815,False,False,True,0,0,3754.0,0.0,0.0,0.0,-0.0,0.0,1776.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.07000000000000028,-0.002625165580362945,-0.0,-0.12999999999999545,-0.0023059877180860036,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,2025-02-10,2025-02-11,1,26.63,26.48,56.31,55.98,2.1140483383685797,2.1138047835352496,2.113819162924359,55.97355066801341,1.0,1.0,1.0,55.98,-0.00011521442518323691,0.0,-0.00011521442518323691,False,False,True,0,0,3775.0,0.0,0.0,0.0,-0.0,0.0,1786.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.14999999999999858,-0.005648668757033309,-0.0,-0.3300000000000054,-0.005877655179219758,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,2025-02-11,2025-02-12,1,26.48,26.13,55.98,55.26,2.1148105625717566,2.113819162924359,2.1138627450858363,55.234094727213495,1.0,1.0,1.0,55.26,-0.00046889878278291036,0.0,-0.00046889878278291036,False,False,True,0,0,3826.0,0.0,0.0,0.0,-0.0,0.0,1810.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.3500000000000014,-0.013305651536286385,-0.0,-0.7199999999999989,-0.012945164592036963,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,2025-02-12,2025-02-13,1,26.13,26.53,55.26,56.08,2.1138333961552958,2.1138627450858363,2.1138940375351103,56.08077862712724,1.0,1.0,1.0,56.08,1.3884124856914609e-05,0.0,1.3884124856914609e-05,False,False,False,0,0,3769.0,0.0,0.0,0.0,-0.0,0.0,1783.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.40000000000000213,0.015192088617127165,0.0,0.8200000000000003,0.014729923231064179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,2025-02-13,2025-02-14,1,26.53,26.69,56.08,56.42,2.113900337204946,2.1138940375351103,2.1138906660607453,56.4198318618121,1.0,1.0,1.0,56.42,-2.9801212059177083e-06,0.0,-2.9801212059177083e-06,False,False,True,0,0,3746.0,0.0,0.0,0.0,-0.0,0.0,1772.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.16000000000000014,0.006012795266784412,0.0,0.3400000000000034,0.006044462847515671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,2025-02-14,2025-02-18,4,26.69,26.4,56.42,55.82,2.1143939393939397,2.1138906660607453,2.113939864946151,55.806713584003674,1.0,1.0,1.0,55.82,-0.00023805083268122273,0.0,-0.00023805083268122273,False,False,True,0,0,3786.0,0.0,0.0,0.0,-0.0,0.0,1791.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.2900000000000027,-0.010924953264162367,-0.0,-0.6000000000000014,-0.010691477465674122,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,2025-02-18,2025-02-19,1,26.4,26.44,55.82,55.87,2.113086232980333,2.113939864946151,2.1139309306810667,55.892570029176234,1.0,1.0,1.0,55.87,0.00040389245660973525,0.0,0.00040389245660973525,False,False,False,0,0,3784.0,0.0,0.0,0.0,-0.0,0.0,1790.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0400000000000027,0.001514004831215233,0.0,0.04999999999999716,0.0008953353628812611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,2025-02-19,2025-02-20,1,26.44,26.52,55.87,56.05,2.113499245852187,2.1139309306810667,2.1139570380118435,56.06144828166189,1.0,1.0,1.0,56.05,0.00020423037748861335,0.0,0.00020423037748861335,False,False,False,0,0,3771.0,0.0,0.0,0.0,-0.0,0.0,1784.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0799999999999983,0.003021150334176251,0.0,0.17999999999999972,0.0032165860471114866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,2025-02-20,2025-02-21,1,26.52,26.82,56.05,56.68,2.1133482475764356,2.1139570380118435,2.1139557340186443,56.69632775947765,1.0,1.0,1.0,56.68,0.0002880276670304397,0.0,0.0002880276670304397,False,False,False,0,0,3729.0,0.0,0.0,0.0,-0.0,0.0,1764.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.3000000000000007,0.011248712535870667,0.0,0.6300000000000026,0.011177265304310745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,2025-02-21,2025-02-24,3,26.82,26.9,56.68,56.83,2.112639405204461,2.1139557340186443,2.1139215480767235,56.86540924510153,1.0,1.0,1.0,56.83,0.0006228790851182192,0.0,0.0006228790851182192,False,True,False,0,-1,3721.0,0.0,-3721.0,0.0,3721.0,-3721.0,1760.0,0.0,1760.0,1760.0,-0.0,1760.0,-18.605,-8.8,-27.405,0.0799999999999983,0.0029784087542608544,0.0,0.14999999999999858,0.00264294048655034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.405,-27.405,-27.405
34,2025-02-24,2025-02-25,1,26.9,27.29,56.83,57.7,2.1143275925247345,2.1139215480767235,2.113983616053943,57.68891904701378,1.0,1.0,1.0,57.7,-0.00019206268871917406,0.0,-0.00019206268871917406,False,False,True,-1,0,3663.0,-3721.0,0.0,3721.0,-0.0,3721.0,1733.0,1760.0,0.0,0.0,1760.0,-1760.0,-18.605,-8.8,-27.405,0.39000000000000057,0.014394048112453607,-1451.190000000002,0.8700000000000045,0.015192818205023741,1531.200000000008,80.0100000000059,-100094.9,0.0,-100094.9,-2.780413888888889,0.0,100020.8,100020.8,0.0,-74.09999999999127,200115.7,-100094.9,-2.780413888888889,49.824586111117014,22.419586111117013,0.0
35,2025-02-25,2025-02-26,1,27.29,27.44,57.7,58.02,2.1144314868804663,2.113983616053943,2.113981157039362,58.007710424520205,1.0,1.0,1.0,58.02,-0.00021183862856196704,0.0,-0.00021183862856196704,False,False,True,0,0,3645.0,0.0,0.0,0.0,-0.0,0.0,1724.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.15000000000000213,0.005481468137437497,0.0,0.3200000000000003,0.005530605179204079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.419586111117013,0.0
36,2025-02-26,2025-02-27,1,27.44,27.29,58.02,57.68,2.1135947233418837,2.113981157039362,2.1139682935859625,57.690545775604186,1.0,1.0,1.0,57.68,0.00018281573624641005,0.0,0.00018281573624641005,False,False,False,0,0,3666.0,0.0,0.0,0.0,-0.0,0.0,1734.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.15000000000000213,-0.005481468137437446,-0.0,-0.3400000000000034,-0.0058772857165644045,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.419586111117013,0.0
37,2025-02-27,2025-02-28,1,27.29,27.59,57.68,58.32,2.113809351214208,2.1139682935859625,2.113909895791151,58.3243852200367,1.0,1.0,1.0,58.32,7.51895606548123e-05,0.0,7.51895606548123e-05,True,False,False,0,0,3625.0,0.0,0.0,0.0,-0.0,0.0,1715.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.3000000000000007,0.01093305350894764,0.0,0.6400000000000006,0.011034594723709068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.419586111117013,0.0
38,2025-02-28,2025-03-03,3,27.59,27.64,58.32,58.43,2.1139652677279304,2.113909895791151,2.113892245770787,58.428469519667416,1.0,1.0,1.0,58.43,-2.6193742549578213e-05,0.0,-2.6193742549578213e-05,False,False,True,0,0,3617.0,0.0,0.0,0.0,-0.0,0.0,1711.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.05000000000000071,0.0018106106702745143,0.0,0.10999999999999943,0.0018843688659429501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.419586111117013,0.0
39,2025-03-03,2025-03-04,1,27.64,27.35,58.43,57.82,2.1140767824497257,2.113892245770787,2.1138910052875115,57.81495292183103,1.0,1.0,1.0,57.82,-8.729329747881527e-05,0.0,-8.729329747881527e-05,False,False,True,0,0,3657.0,0.0,0.0,0.0,-0.0,0.0,1730.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.28999999999999915,-0.010547470031478923,-0.0,-0.6099999999999994,-0.010494719978145649,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.419586111117013,0.0
40,2025-03-04,2025-03-05,1,27.35,27.15,57.82,57.34,2.111970534069982,2.1138910052875115,2.113742840119555,57.39214079355593,1.0,1.0,1.0,57.34,0.0009089135230085957,0.0,0.0009089135230085957,False,True,False,0,-1,3687.0,0.0,-3687.0,0.0,3687.0,-3687.0,1744.0,0.0,1744.0,1744.0,-0.0,1744.0,-18.435,-8.72,-27.155,-0.20000000000000284,-0.0073394824880459114,-0.0,-0.4799999999999969,-0.008336276132976122,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.155,-4.735413888882988,-27.155
41,2025-03-05,2025-03-06,1,27.15,27.08,57.34,57.19,2.111890694239291,2.113742840119555,2.1136784023817805,57.240156110437546,1.0,1.0,1.0,57.19,0.0008766240535598168,0.0,0.0008766240535598168,False,True,False,-1,-1,3697.0,-3687.0,-3697.0,0.0,10.0,-10.0,1749.0,1744.0,1749.0,5.0,-0.0,5.0,-0.05,-0.025,-0.07500000000000001,-0.07000000000000028,-0.002581598335870172,258.09000000000106,-0.15000000000000568,-0.0026194025279990944,-261.6000000000099,-3.5100000000088585,-100102.04999999999,0.0,-100102.04999999999,-2.7806124999999997,0.0,100000.96,100000.96,0.0,-101.08999999998196,200103.01,-100102.04999999999,-2.7806124999999997,-6.365612500008858,-11.101026388891846,-33.52061250000886
42,2025-03-06,2025-03-07,1,27.08,26.98,57.19,57.02,2.1134173461823575,2.1136784023817805,2.1136716822002053,57.02704329626044,1.0,1.0,1.0,57.02,0.00012351563119612609,0.0,0.00012351563119612609,False,False,False,-1,-1,3707.0,-3697.0,-3707.0,0.0,10.0,-10.0,1754.0,1749.0,1754.0,5.0,-0.0,5.0,-0.05,-0.025,-0.07500000000000001,-0.09999999999999787,-0.0036995972644643465,369.69999999999214,-0.1699999999999946,-0.0029769744426987477,-297.32999999999055,72.3700000000016,-100114.76,0.0,-100114.76,-2.7809655555555555,0.0,100025.31,100025.31,0.0,-89.44999999999709,200140.07,-100114.76,-2.7809655555555555,69.51403444444604,58.413008055554194,0.0
43,2025-03-07,2025-03-10,3,26.98,27.25,57.02,57.6,2.1137614678899084,2.1136716822002053,2.1136668716995697,57.597553339955596,1.0,1.0,1.0,57.6,-4.247763904420431e-05,0.0,-4.247763904420431e-05,False,False,True,-1,0,3669.0,-3707.0,0.0,3707.0,-0.0,3707.0,1736.0,1754.0,0.0,0.0,1754.0,-1754.0,-18.535,-8.77,-27.305,0.2699999999999996,0.00995767032964328,-1000.8899999999984,0.5799999999999983,0.010120484217319571,1017.319999999997,16.429999999998586,-100014.86,0.0,-100014.86,-8.334571666666667,0.0,100013.08,100013.08,0.0,-1.7799999999988358,200027.94,-100014.86,-8.334571666666667,-19.209571666668083,39.20343638888611,-19.209571666668083
44,2025-03-10,2025-03-11,1,27.25,27.05,57.6,57.22,2.1153419593345655,2.1136668716995697,2.1137073455581494,57.17468887947336,1.0,1.0,1.0,57.22,-0.0007921892762698628,0.0,-0.0007921892762698628,False,False,True,0,0,3695.0,0.0,0.0,0.0,-0.0,0.0,1748.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.1999999999999993,-0.007366515816762554,-0.0,-0.38000000000000256,-0.0066190800798813865,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.20343638888611,-19.209571666668083
45,2025-03-11,2025-03-12,1,27.05,26.91,57.22,56.89,2.114083983649201,2.1137073455581494,2.1137091278221805,56.8798646689698,1.0,1.0,1.0,56.89,-0.00017817250792203802,0.0,-0.00017817250792203802,False,False,True,0,0,3716.0,0.0,0.0,0.0,-0.0,0.0,1758.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.14000000000000057,-0.005189040553676063,-0.0,-0.3299999999999983,-0.005783908859408188,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.20343638888611,-19.209571666668083
46,2025-03-12,2025-03-13,1,26.91,27.13,56.89,57.35,2.113896056026539,2.1137091278221805,2.1136634024949195,57.344928637815755,1.0,1.0,1.0,57.35,-8.843219570002903e-05,0.0,-8.843219570002903e-05,False,False,True,0,0,3686.0,0.0,0.0,0.0,-0.0,0.0,1744.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.21999999999999886,0.008142161932025953,0.0,0.46000000000000085,0.008053264812823637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.20343638888611,-19.209571666668083
47,2025-03-13,2025-03-14,1,27.13,27.0,57.35,57.06,2.1133333333333333,2.1136634024949195,2.1136383993538215,57.06891186736283,1.0,1.0,1.0,57.06,0.00015617195038714987,0.0,0.00015617195038714987,False,False,False,0,0,3705.0,0.0,0.0,0.0,-0.0,0.0,1753.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.129999999999999,-0.0048032606665112665,-0.0,-0.28999999999999915,-0.005069497790025753,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.20343638888611,-19.209571666668083
48,2025-03-14,2025-03-17,3,27.0,27.12,57.06,57.28,2.112094395280236,2.1136383993538215,2.1135481022575857,57.32187339047564,1.0,1.0,1.0,57.28,0.0007307627894768796,0.0,0.0007307627894768796,False,True,False,0,-1,3690.0,0.0,-3690.0,0.0,3690.0,-3690.0,1746.0,0.0,1746.0,1746.0,-0.0,1746.0,-18.45,-8.73,-27.18,0.120000000000001,0.004434597067865775,0.0,0.21999999999999886,0.0038481768670362865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.18,12.023436388886111,-46.38957166666808
49,2025-03-17,2025-03-18,1,27.12,27.16,57.28,57.38,2.1126656848306333,2.1135481022575857,2.1134616895294207,57.40396645731603,1.0,1.0,1.0,57.38,0.0004175924286990689,0.0,0.0004175924286990689,False,False,False,-1,-1,3684.0,-3690.0,-3684.0,6.0,-0.0,6.0,1743.0,1746.0,1743.0,0.0,3.0,-3.0,-0.03,-0.015,-0.045,0.03999999999999915,0.0014738396183005232,-147.59999999999684,0.10000000000000142,0.0017442879008286814,174.60000000000247,27.000000000005627,-100072.8,0.0,-100072.8,-2.7798000000000003,0.0,100010.88,100010.88,0.0,-61.919999999998254,200083.68,-100072.8,-2.7798000000000003,24.175200000005624,36.198636388891735,-22.21437166666246
