,bop date,eop date,bop RSP price,eop RSP price,RSP cop,RSP pct cop,bop SPY price,eop SPY price,SPY cop,SPY pct cop,bop RSP* price,eop RSP* price,bop RSP* - SPY,eop RSP* - SPY,eop 9 edma,eop 21 edma,edma diff
26,2006-10-05,2006-10-06,45.09,44.95,-0.1400000000000005,-0.0031097315153635,135.18,134.88,-0.3000000000000113,-0.0022217294186628,157.815,157.32500000000002,22.63499999999999,22.44500000000002,22.214684215950783,22.107281521748384,0.10740269420239912
27,2006-10-06,2006-10-09,44.95,45.03,0.0799999999999983,0.0017781733958509,134.88,135.01,0.1299999999999954,0.0009633555156095,157.32500000000002,157.60500000000002,22.44500000000002,22.595000000000027,22.290894785440923,22.154923198679757,0.1359715867611655
28,2006-10-09,2006-10-10,45.03,45.18,0.1499999999999985,0.0033255767263769,135.01,135.11,0.1000000000000227,0.000740411702713,157.60500000000002,158.13,22.595000000000027,23.019999999999982,22.436941825200407,22.238857727302445,0.19808409789796144
29,2006-10-10,2006-10-11,45.18,45.08,-0.1000000000000014,-0.0022158218682816,135.11,135.12,0.0099999999999909,7.401102767678799e-05,158.13,157.78,23.019999999999982,22.659999999999997,22.48160875514133,22.279470868843504,0.2021378862978267
30,2006-10-11,2006-10-12,45.08,45.54,0.4600000000000008,0.0101523714640181,135.12,136.33,1.210000000000008,0.0089151446984937,157.78,159.39,22.659999999999997,23.059999999999974,22.59740167987129,22.354328021803532,0.2430736580677575
31,2006-10-12,2006-10-13,45.54,45.64,0.1000000000000014,0.0021934643582814,136.33,136.58,0.25,0.0018321063349049,159.39,159.74,23.059999999999974,23.159999999999997,22.710010561845046,22.431212358765883,0.2787982030791625
32,2006-10-13,2006-10-16,45.64,45.9,0.259999999999998,0.0056805920726245,136.58,136.75,0.1699999999999875,0.0012439177691472,159.74,160.65,23.159999999999997,23.900000000000006,22.948159394231197,22.570746391949474,0.3774130022817239
33,2006-10-16,2006-10-17,45.9,45.66,-0.240000000000002,-0.00524247596485,136.75,136.5,-0.25,-0.0018298266770761,160.65,159.81,23.900000000000006,23.310000000000002,23.02056422899786,22.64068899464472,0.37987523435313975
34,2006-10-17,2006-10-18,45.66,45.64,-0.019999999999996,-0.0004381161077745,136.5,136.43,-0.0699999999999931,-0.0005129520502315,159.81,159.74,23.310000000000002,23.310000000000002,23.07847487454696,22.70378050444362,0.37469437010333806
35,2006-10-18,2006-10-19,45.64,45.61,-0.0300000000000011,-0.0006575342702658,136.43,136.8,0.3700000000000045,0.0027083426136673,159.74,159.635,23.310000000000002,22.83499999999998,23.029764092084893,22.716108345083164,0.3136557470017287
36,2006-10-19,2006-10-20,45.61,45.51,-0.1000000000000014,-0.0021949086950584,136.8,136.83,0.0300000000000011,0.0002192742032685,159.635,159.285,22.83499999999998,22.454999999999984,22.9147814224602,22.69165200212483,0.22312942033537198
37,2006-10-20,2006-10-23,45.51,45.84,0.3300000000000054,0.0072249903779337,136.83,137.3,0.4699999999999988,0.0034290333822065,159.285,160.44,22.454999999999984,23.139999999999986,22.959834495125264,22.733530527668304,0.22630396745696046
38,2006-10-23,2006-10-24,45.84,45.92,0.0799999999999983,0.0017436796048268,137.3,137.77,0.4699999999999988,0.0034173152825822,160.44,160.72,23.139999999999986,22.94999999999999,22.957867269238744,22.753699772422653,0.20416749681609048
39,2006-10-24,2006-10-25,45.92,46.06,0.1400000000000005,0.0030441423812282,137.77,138.37,0.5999999999999943,0.0043456286247853,160.72,161.21,22.94999999999999,22.840000000000003,22.934290681524953,22.761722509455275,0.17256817206967767
40,2006-10-25,2006-10-26,46.06,46.34,0.2800000000000011,0.0060606246116909,138.37,138.75,0.3799999999999954,0.0027424959452508,161.21,162.19,22.840000000000003,23.439999999999998,23.035443301611522,22.824648040493177,0.21079526111834568
41,2006-10-26,2006-10-27,46.34,45.97,-0.3700000000000045,-0.0080165091860935,138.75,137.81,-0.9399999999999976,-0.0067978277394903,162.19,160.89499999999998,23.439999999999998,23.08499999999998,23.045355484524478,22.848756629827847,0.19659885469663152
42,2006-10-27,2006-10-30,45.97,46.1,0.1300000000000025,0.0028239401844663,137.81,137.86,0.0500000000000113,0.0003627525704524,160.89499999999998,161.35,23.08499999999998,23.48999999999998,23.134290440219026,22.908035525952293,0.2262549142667325
43,2006-10-30,2006-10-31,46.1,46.02,-0.0799999999999983,-0.001736865395383,137.86,137.89,0.0299999999999727,0.0002175883961438,161.35,161.07000000000002,23.48999999999998,23.180000000000035,23.14343284993536,22.933138399862003,0.21029445007335568
44,2006-10-31,2006-11-01,46.02,45.67,-0.3500000000000014,-0.0076344574103122,137.89,136.9,-0.9899999999999808,-0.0072055335592464,161.07000000000002,159.845,23.180000000000035,22.944999999999993,23.103744551279078,22.93423172673039,0.16951282454868988
45,2006-11-01,2006-11-02,45.67,45.68,0.009999999999998,0.000218938150847,136.9,136.75,-0.1500000000000056,-0.0010962909923126,159.845,159.88,22.944999999999993,23.129999999999995,23.10899582400341,22.952253611627558,0.15674221237585328
46,2006-11-02,2006-11-03,45.68,45.57,-0.1099999999999994,-0.0024109600719636,136.75,136.44,-0.3100000000000023,-0.0022694837516456,159.88,159.495,23.129999999999995,23.055000000000007,23.09819635815756,22.961701312229742,0.13649504592781625
47,2006-11-03,2006-11-06,45.57,46.04,0.4699999999999988,0.0102609785778906,136.44,138.0,1.5600000000000025,0.0113687276067597,159.495,161.14,23.055000000000007,23.139999999999986,23.106557272980677,22.97807909699445,0.12847817598622768
48,2006-11-06,2006-11-07,46.04,46.18,0.1400000000000005,0.0030362200726673,138.0,138.42,0.4199999999999875,0.0030388562565125,161.14,161.63,23.139999999999986,23.210000000000008,23.127246187487113,22.999362247216713,0.12788394027040084
49,2006-11-07,2006-11-08,46.18,46.34,0.1600000000000037,0.0034587150778808,138.42,138.94,0.5200000000000102,0.0037496438510175,161.63,162.19,23.210000000000008,23.25,23.151797300394882,23.022343262426254,0.1294540379686282
50,2006-11-08,2006-11-09,46.34,46.14,-0.2000000000000028,-0.0043252662586225,138.94,138.15,-0.789999999999992,-0.0057021338953092,162.19,161.49,23.25,23.340000000000003,23.189438270099807,23.051446527346254,0.13799174275355242
51,2006-11-09,2006-11-10,46.14,46.3,0.1599999999999966,0.0034617083465807,138.15,138.3,0.1500000000000056,0.0010851873012869,161.49,162.04999999999998,23.340000000000003,23.74999999999997,23.30155164016655,23.11540164048907,0.18614999967748247
52,2006-11-10,2006-11-13,46.3,46.46,0.1600000000000037,0.0034497662500747,138.3,138.62,0.3199999999999932,0.002311137819126,162.04999999999998,162.61,23.74999999999997,23.99000000000001,23.439242318308995,23.195422726307104,0.2438195920018913
53,2006-11-13,2006-11-14,46.46,46.79,0.3299999999999983,0.0070777775358617,138.62,139.61,0.9900000000000092,0.007116444510718,162.61,163.765,23.99000000000001,24.154999999999973,23.582394691516907,23.28316754830988,0.2992271432070268
54,2006-11-14,2006-11-15,46.79,46.98,0.1899999999999977,0.0040524743526417,139.61,139.9,0.289999999999992,0.0020750606708787,163.765,164.42999999999998,24.154999999999973,24.529999999999973,23.771916639570758,23.397118680444667,0.3747979591260915
55,2006-11-15,2006-11-16,46.98,47.1,0.1200000000000045,0.0025510217916054,139.9,140.22,0.3199999999999932,0.0022847361073861,164.42999999999998,164.85,24.529999999999973,24.629999999999995,23.943533953753207,23.509740341675684,0.43379361207752254
56,2006-11-16,2006-11-17,47.1,47.05,-0.0500000000000042,-0.0010621349909835,140.22,140.44,0.2199999999999988,0.0015677335214098,164.85,164.67499999999998,24.629999999999995,24.234999999999985,24.001827337483718,23.575962519112522,0.4258648183711955
57,2006-11-17,2006-11-20,47.05,47.04,-0.009999999999998,-0.0002125624410171,140.44,140.4,-0.039999999999992,-0.0002848597085206,164.67499999999998,164.64,24.234999999999985,24.23999999999998,24.049461984049284,23.636570416616642,0.41289156743264144
58,2006-11-20,2006-11-21,47.04,47.17,0.1300000000000025,0.0027597937057988,140.4,140.67,0.2699999999999818,0.0019212301778936,164.64,165.095,24.23999999999998,24.42500000000001,24.12456973111729,23.708505713742248,0.4160640173750423
59,2006-11-21,2006-11-22,47.17,47.4,0.2299999999999968,0.0048641314048603,140.67,140.83,0.160000000000025,0.0011367674403543,165.095,165.9,24.42500000000001,25.069999999999993,24.313656074667808,23.83268576242731,0.4809703122404976
60,2006-11-22,2006-11-24,47.4,47.25,-0.1499999999999985,-0.003169574761279,140.83,140.39,-0.4400000000000261,-0.0031292252260992,165.9,165.375,25.069999999999993,24.985000000000014,24.447925024347505,23.937755308376875,0.5101697159706298
61,2006-11-24,2006-11-27,47.25,46.55,-0.7000000000000028,-0.0149256502166757,140.39,138.44,-1.9499999999999889,-0.0139872452167163,165.375,162.92499999999998,24.985000000000014,24.484999999999985,24.455340026750612,23.987640227083112,0.46769979966749986
62,2006-11-27,2006-11-28,46.55,46.63,0.0800000000000054,0.0017171070971535,138.44,139.11,0.6700000000000159,0.0048279683043357,162.92499999999998,163.205,24.484999999999985,24.095,24.38327196485317,23.997424348964152,0.3858476158890163
63,2006-11-28,2006-11-29,46.63,47.1,0.4699999999999988,0.0100288902021426,139.11,140.36,1.25,0.0089455636435352,163.205,164.85,24.095,24.48999999999998,24.404617585281393,24.04230462908374,0.3623129561976519
64,2006-11-29,2006-11-30,47.1,47.24,0.1400000000000005,0.0029679903067894,140.36,140.47,0.1099999999999852,0.000783392127804,164.85,165.34,24.48999999999998,24.870000000000005,24.497694114965185,24.117703421558943,0.37999069340624203
65,2006-11-30,2006-12-01,47.24,47.05,-0.1900000000000048,-0.004030125297773,140.47,140.35,-0.1200000000000045,-0.000854640034927,165.34,164.67499999999998,24.870000000000005,24.32499999999999,24.463155278096707,24.13658356667052,0.3265717114261868
66,2006-12-01,2006-12-04,47.05,47.6,0.5500000000000043,0.0116218952059857,140.35,141.31,0.960000000000008,0.0068167557867634,164.67499999999998,166.6,24.32499999999999,25.289999999999992,24.628524275624912,24.241616623521995,0.38690765210291644
67,2006-12-04,2006-12-05,47.6,47.81,0.2100000000000008,0.0044020614006376,141.31,141.9,0.5900000000000034,0.004166525571342,166.6,167.335,25.289999999999992,25.435000000000002,24.78981946197055,24.35027249699429,0.4395469649762589
68,2006-12-05,2006-12-06,47.81,47.8,-0.0100000000000051,-0.0002091831406018,141.9,141.66,-0.2400000000000091,-0.0016927638405205,167.335,167.29999999999998,25.435000000000002,25.639999999999986,24.959855604550842,24.467683988550423,0.4921716160004195
69,2006-12-06,2006-12-07,47.8,47.59,-0.2099999999999937,-0.004402984364391,141.66,141.15,-0.5099999999999909,-0.0036066656259781,167.29999999999998,166.565,25.639999999999986,25.414999999999992,25.05088449861952,24.553912811336453,0.49697168728306806
70,2006-12-07,2006-12-08,47.59,47.63,0.0399999999999991,0.00084015967975,141.15,141.42,0.2699999999999818,0.0019110314765963,166.565,166.705,25.414999999999992,25.285000000000025,25.097707605059433,24.620451877262994,0.47725572779643954
71,2006-12-08,2006-12-11,47.63,47.65,0.019999999999996,0.0004198152874419,141.42,141.8,0.3800000000000239,0.0026834279219326,166.705,166.775,25.285000000000025,24.974999999999994,25.073166081463018,24.652717289561682,0.420448791901336
72,2006-12-11,2006-12-12,47.65,47.58,-0.0700000000000002,-0.0014701252253995,141.8,141.6,-0.200000000000017,-0.0014114328384078,166.775,166.53,24.974999999999994,24.930000000000007,25.04453286275807,24.677948812351282,0.36658405040678943
73,2006-12-12,2006-12-13,47.58,47.61,0.0300000000000011,0.0006303183316159,141.6,141.86,0.2600000000000193,0.0018344745143213,166.53,166.635,24.930000000000007,24.774999999999977,24.990626286573153,24.68677928463497,0.30384700193818404
74,2006-12-13,2006-12-14,47.61,48.01,0.3999999999999986,0.0083664993364214,141.86,143.13,1.2699999999999818,0.0089126524221844,166.635,168.035,24.774999999999977,24.905,24.97350102833513,24.70663314114807,0.26686788718705756
75,2006-12-14,2006-12-15,48.01,47.8,-0.2100000000000008,-0.0043836830454386,143.13,142.34,-0.789999999999992,-0.0055347463250002,168.035,167.29999999999998,24.905,24.95999999999998,24.970800822551627,24.729682966882645,0.24111785566898192
76,2006-12-15,2006-12-18,47.8,47.53,-0.269999999999996,-0.0056645488714921,142.34,141.95,-0.3900000000000148,-0.0027436789521449,167.29999999999998,166.35500000000002,24.95999999999998,24.40500000000003,24.857640654136294,24.70014714187817,0.15749351225812447
77,2006-12-18,2006-12-19,47.53,47.59,0.0600000000000022,0.0012615645071011,141.95,142.22,0.2700000000000102,0.0019002715363918,166.35500000000002,166.565,24.40500000000003,24.345,24.75511252047854,24.667841955239712,0.08727056523882837
78,2006-12-19,2006-12-20,47.59,47.62,0.029999999999994,0.0006301859256974,142.22,142.24,0.0200000000000102,0.0001406173102227,166.565,166.67,24.345,24.42999999999998,24.69009001494677,24.64620834196255,0.04388167298422019
79,2006-12-20,2006-12-21,47.62,47.37,-0.25,-0.0052637241230562,142.24,141.68,-0.5600000000000023,-0.0039447782910163,166.67,165.795,24.42999999999998,24.11499999999998,24.57507200992522,24.59789308768793,-0.022821077762710473
80,2006-12-21,2006-12-22,47.37,47.18,-0.1899999999999977,-0.0040190429561313,141.68,140.68,-1.0,-0.0070831858687964,165.795,165.13,24.11499999999998,24.44999999999999,24.5500576075866,24.584442291999817,-0.034384684413218736
81,2006-12-22,2006-12-26,47.18,47.36,0.1799999999999997,0.0038079165962212,140.68,141.6,0.9199999999999876,0.0065183736538375,165.13,165.76,24.44999999999999,24.159999999999997,24.472046085187134,24.545841055059608,-0.07379496987247336
82,2006-12-26,2006-12-27,47.36,47.73,0.3699999999999974,0.0077821404420549,141.6,142.45,0.8499999999999943,0.0059848796842977,165.76,167.05499999999998,24.159999999999997,24.60499999999999,24.498636868390253,24.551221114268145,-0.05258424587789179
83,2006-12-27,2006-12-28,47.73,47.61,-0.1199999999999974,-0.0025173078113776,142.45,142.17,-0.2800000000000011,-0.0019675362963107,167.05499999999998,166.635,24.60499999999999,24.465000000000003,24.491909494663517,24.543380216703543,-0.05147072204002612
84,2006-12-28,2006-12-29,47.61,47.4,-0.2100000000000008,-0.0044205945053965,142.17,141.6,-0.5699999999999932,-0.0040173433879872,166.635,165.9,24.465000000000003,24.30000000000001,24.4535275955086,24.521248033639687,-0.06772043813108652
85,2006-12-29,2007-01-03,47.4,47.32,-0.0799999999999983,-0.0016891895908447,141.6,141.39,-0.2100000000000079,-0.0014841516558702,165.9,165.62,24.30000000000001,24.230000000000018,24.408822076199822,24.49476364141654,-0.08594156521671792
86,2007-01-03,2007-01-04,47.32,47.39,0.0700000000000002,0.0014781968693109,141.39,141.7,0.3100000000000023,0.0021901170928856,165.62,165.865,24.230000000000018,24.16500000000002,24.360057660779173,24.464777616565534,-0.1047199557863614
87,2007-01-04,2007-01-05,47.39,47.07,-0.3200000000000003,-0.006775380566446,141.7,140.47,-1.2299999999999898,-0.0087182038538162,165.865,164.745,24.16500000000002,24.275000000000006,24.343046128572915,24.447521175947156,-0.1044750473742404
88,2007-01-05,2007-01-08,47.07,47.17,0.1000000000000014,0.0021222418831195,140.47,141.31,0.8400000000000034,0.0059621157518363,164.745,165.095,24.275000000000006,23.784999999999997,24.23143690259366,24.38727950579138,-0.15584260319771914
89,2007-01-08,2007-01-09,47.17,47.23,0.0599999999999951,0.0012711866118554,141.31,141.02,-0.289999999999992,-0.0020543343037602,165.095,165.30499999999998,23.784999999999997,24.284999999999968,24.242149522095247,24.377979618506423,-0.13583009641117627
90,2007-01-09,2007-01-10,47.23,47.37,0.1400000000000005,0.0029598330276346,141.02,141.61,0.5900000000000034,0.0041750759440729,165.30499999999998,165.795,24.284999999999968,24.184999999999974,24.230719617658842,24.360433014491946,-0.1297133968331039
91,2007-01-10,2007-01-11,47.37,47.74,0.3700000000000045,0.0077805039750236,141.61,142.23,0.6199999999999761,0.004368665347169,165.795,167.09,24.184999999999974,24.860000000000014,24.35657569427989,24.405855260471036,-0.04927956619114582
92,2007-01-11,2007-01-12,47.74,47.91,0.1699999999999946,0.0035546299843465,142.23,143.27,1.0400000000000205,0.0072854963231444,167.09,167.685,24.860000000000014,24.414999999999992,24.36826055543526,24.406686718004664,-0.038426162569404454
93,2007-01-12,2007-01-16,47.91,47.95,0.0400000000000062,0.0008345504344166,143.27,142.83,-0.4399999999999977,-0.0030758500307438,167.685,167.82500000000002,24.414999999999992,24.995000000000005,24.493608444445613,24.460176620013144,0.03343182443246917
94,2007-01-16,2007-01-17,47.95,47.92,-0.0300000000000011,-0.0006258475222533,142.83,142.9,0.0699999999999931,0.0004899730612845,167.82500000000002,167.72,24.995000000000005,24.819999999999993,24.55888675559707,24.492891659710665,0.06599509588640373
95,2007-01-17,2007-01-18,47.92,47.69,-0.2300000000000039,-0.0048112214970609,142.9,142.41,-0.4900000000000091,-0.0034348637044854,167.72,166.915,24.819999999999993,24.504999999999995,24.548109404472296,24.493992534879574,0.05411686959272188
96,2007-01-18,2007-01-19,47.69,47.97,0.2800000000000011,0.0058540832038397,142.41,142.95,0.539999999999992,0.0037846975369844,166.915,167.89499999999998,24.504999999999995,24.944999999999993,24.627487523609414,24.534997173958633,0.09249034965078096
97,2007-01-19,2007-01-22,47.97,47.7,-0.269999999999996,-0.0056444176196769,142.95,142.39,-0.5600000000000023,-0.0039251469754175,167.89499999999998,166.95000000000002,24.944999999999993,24.56000000000003,24.613990018883243,24.53727035774002,0.0767196611432226
98,2007-01-22,2007-01-23,47.7,47.97,0.269999999999996,0.0056444176196769,142.39,142.93,0.5400000000000205,0.0037852281281208,166.95000000000002,167.89499999999998,24.56000000000003,24.964999999999975,24.684192015124466,24.576157974771288,0.10803404035317854
99,2007-01-23,2007-01-24,47.97,48.33,0.3599999999999994,0.0074766703430201,142.93,143.99,1.0600000000000025,0.0073888527991553,167.89499999999998,169.155,24.964999999999975,25.164999999999992,24.780353612119157,24.6296929527779,0.1506606593412556
100,2007-01-24,2007-01-25,48.33,47.83,-0.5,-0.0103994281647872,143.99,142.31,-1.6800000000000068,-0.0117360760246105,169.155,167.405,25.164999999999992,25.095,24.84328288970558,24.671996384142442,0.1712865055631383
101,2007-01-25,2007-01-26,47.83,47.87,0.0399999999999991,0.000835945712212,142.31,142.22,-0.0900000000000034,-0.0006326222401967,167.405,167.545,25.095,25.32499999999999,24.939626311777022,24.73136390958981,0.20826240218721281
102,2007-01-26,2007-01-29,47.87,47.88,0.0100000000000051,0.0002088772853548,142.22,142.02,-0.1999999999999886,-0.0014072617014242,167.545,167.58,25.32499999999999,25.560000000000002,25.06370104943456,24.806698570486308,0.2570024789482517
103,2007-01-29,2007-01-30,47.88,48.18,0.2999999999999971,0.0062461164969527,142.02,142.77,0.75,0.0052670510471812,167.58,168.63,25.560000000000002,25.859999999999985,25.222960839560933,24.902457992055357,0.3205028475055762
104,2007-01-30,2007-01-31,48.18,48.48,0.2999999999999971,0.0062073445743337,142.77,143.79,1.0199999999999818,0.0071189580385205,168.63,169.67999999999998,25.859999999999985,25.889999999999986,25.356368671657652,24.99223858353015,0.3641300881275029
105,2007-01-31,2007-02-01,48.48,48.83,0.3500000000000014,0.0071935363125099,143.79,144.53,0.7400000000000091,0.0051331966211009,169.67999999999998,170.905,25.889999999999986,26.375,25.560094937337,25.117949316140088,0.4421456211969108
106,2007-02-01,2007-02-02,48.83,48.96,0.1300000000000025,0.0026587601305017,144.53,144.78,0.25,0.0017282504042447,170.905,171.36,26.375,26.580000000000013,25.764075949878322,25.25086796425572,0.5132079856226035
107,2007-02-02,2007-02-05,48.96,48.96,0.0,0.0,144.78,144.82,0.039999999999992,0.0002762430956793,171.36,171.36,26.580000000000013,26.54000000000002,25.919260759907964,25.36806575311837,0.5511950067895945
108,2007-02-05,2007-02-06,48.96,49.06,0.1000000000000014,0.0020404006262725,144.82,144.97,0.1500000000000056,0.0010352325021314,171.36,171.71,26.54000000000002,26.74000000000001,26.08340860793086,25.492790886698838,0.5906177212320216
109,2007-02-06,2007-02-07,49.06,49.21,0.1499999999999985,0.0030528160475436,144.97,145.11,0.1400000000000147,0.0009652510401955,171.71,172.235,26.74000000000001,27.125,26.29172688634924,25.64117768481339,0.6505492015358527
110,2007-02-07,2007-02-08,49.21,49.25,0.0399999999999991,0.0008125127402109,145.11,144.97,-0.1400000000000147,-0.0009652510401955,172.235,172.375,27.125,27.405,26.514381509083282,25.80152924636825,0.7128522627150318
111,2007-02-08,2007-02-09,49.25,48.91,-0.3400000000000034,-0.0069274930668321,144.97,143.9,-1.0699999999999932,-0.0074082105694839,172.375,171.185,27.405,27.284999999999997,26.668505207268787,25.936393342254714,0.7321118650140725
112,2007-02-09,2007-02-12,48.91,48.69,-0.2199999999999988,-0.0045082043566563,143.9,143.5,-0.4000000000000057,-0.0027835786936463,171.185,170.415,27.284999999999997,26.914999999999992,26.717804165815583,26.02535945390917,0.6924447119064112
113,2007-02-12,2007-02-13,48.69,49.12,0.4299999999999997,0.0087926136442774,143.5,144.65,1.1500000000000057,0.0079819962224684,170.415,171.92,26.914999999999992,27.269999999999982,26.828243332653454,26.13851075665087,0.6897325760025836
114,2007-02-13,2007-02-14,49.12,49.55,0.4299999999999997,0.0087159769371099,144.65,145.6,0.9499999999999886,0.0065461043404414,171.92,173.42499999999998,27.269999999999982,27.82499999999999,27.027594666124195,26.29183062401161,0.7357640421125851
115,2007-02-14,2007-02-15,49.55,49.73,0.1799999999999997,0.0036261119506501,145.6,145.55,-0.0499999999999829,-0.0003434655709532,173.42499999999998,174.05499999999998,27.82499999999999,28.504999999999967,27.323075732901046,26.493031017450466,0.8300447154505797
116,2007-02-15,2007-02-16,49.73,49.65,-0.0799999999999983,-0.0016099822354655,145.55,145.73,0.1799999999999784,0.001235924353973,174.05499999999998,173.775,28.504999999999967,28.045000000000016,27.4674605863215,26.634121132367255,0.8333394539542454
117,2007-02-16,2007-02-20,49.65,49.87,0.2199999999999988,0.0044212290668496,145.73,145.99,0.2600000000000193,0.0017825316662833,173.775,174.545,28.045000000000016,28.55499999999998,27.684968469057996,26.808748763137043,0.8762197059209527
118,2007-02-20,2007-02-21,49.87,49.93,0.0600000000000022,0.0012024049544867,145.99,145.95,-0.0400000000000204,-0.0002740289117648,174.545,174.755,28.55499999999998,28.805000000000007,27.908974775247056,26.990228301574632,0.9187464736724245
