date,FENY,VDE,VDE/FENY,VDE/FENY avg,VDE/FENY 10 dma,VDE/FENY 20 dma,FENY avg,FENY 10 dma,FENY 20 dma,avg diff,10 dma diff,20 dma diff,FENY div,VDE div,FENY*,VDE*,VDE*/FENY*,VDE*/FENY* avg,VDE*/FENY* 10 dma,VDE*/FENY* 20 dma,FENY* avg,FENY* 10 dma,FENY* 20 dma,avg diff*,10 dma diff*,20 dma diff*
2026-01-16,26.47,134.62,5.085757461276918,5.085845916633113,5.085109186122988,,134.6223414132785,134.6018290894818,,-1.7392608207621493e-05,0.00013498838936817356,,0.0,0.0,26.47,134.62,5.085757461276918,5.084784432355385,5.085109186122988,,134.59424392444703,134.6018290894818,,0.00019134259210134514,0.00013498838936817356,
2026-01-20,26.4,134.2,5.083333333333333,5.085845916633113,5.085218581232383,,134.26633219911417,134.24688251364688,,-0.0004941565664539358,-0.0003492870819325131,,0.0,0.0,26.4,134.2,5.083333333333333,5.084784432355385,5.085218581232383,,134.23830901418216,134.24688251364688,,-0.00028542136614503574,-0.0003492870819325131,
2026-01-21,27.07,137.68,5.0860731437015145,5.085845916633113,5.08539359156453,,137.6738489632584,137.65686699396062,,4.4677325309300615e-05,0.00016803420730662668,,0.0,0.0,27.07,137.68,5.0860731437015145,5.084784432355385,5.08539359156453,,137.64511458386028,137.65686699396062,,0.0002534125256183152,0.00016803420730662668,
2026-01-22,27.12,137.98,5.087758112094395,5.085845916633113,5.085565961397419,,137.92814125909004,137.91587420323006,,0.0003759130940028874,0.0004648550697603711,,0.0,0.0,27.12,137.98,5.087758112094395,5.084784432355385,5.085565961397419,,137.89935380547806,137.91587420323006,,0.0005846482943116352,0.0004648550697603711,
2026-01-23,27.25,138.69,5.08954128440367,5.085845916633113,5.08589202920817,,138.58930122825234,138.58167244807967,,0.0007263346072257171,0.0007813820753889319,,0.0,0.0,27.25,138.69,5.08954128440367,5.084784432355385,5.08589202920817,,138.56037578168426,138.58167244807967,,0.0009350698075345878,0.0007813820753889319,
2026-01-26,27.27,138.69,5.085808580858086,5.085845916633113,5.085945755511033,,138.691018146585,138.6922756365068,,-7.34114101841099e-06,-1.6407944607263e-05,,0.0,0.0,27.27,138.69,5.085808580858086,5.084784432355385,5.085945755511033,,138.66207147033134,138.6922756365068,,0.00020139405929082036,-1.6407944607263e-05,
2026-01-27,27.55,140.15,5.0871143375680585,5.085845916633113,5.08596323215283,,140.11505500324228,140.11780556432896,,0.0002493710601089646,0.00022974052084086027,,0.0,0.0,27.55,140.15,5.0871143375680585,5.084784432355385,5.08596323215283,,140.08581111139085,140.11780556432896,,0.00045810626041798113,0.00022974052084086027,
2026-01-28,27.72,141.06,5.088744588744589,5.085845916633113,5.086312345405169,,140.9796488090699,140.98290079527644,,0.000569786506565939,0.000546719711267972,,0.0,0.0,27.72,141.06,5.088744588744589,5.084784432355385,5.086312345405169,,140.95022446489128,140.98290079527644,,0.0007785217068746777,0.000546719711267972,
2026-01-29,28.03,142.64,5.088833392793435,5.085845916633113,5.086743393174369,,142.5562610432262,142.5693350417069,,0.0005872374264228662,0.0004955304827504839,,0.0,0.0,28.03,142.64,5.088833392793435,5.084784432355385,5.086743393174369,,142.52650763892146,142.5693350417069,,0.0007959726267320166,0.0004955304827504839,
2026-01-30,28.28,143.79,5.084512022630834,5.085845916633113,5.086747625740484,5.0859093075714465,143.82772252238445,143.85310315897115,,-0.0002623101404874296,-0.000438760111335744,,0.0,0.0,28.28,143.79,5.084512022630834,5.084784432355385,5.086747625740484,5.0859093075714465,143.7977037470103,143.85310315897115,,-5.357494017844046e-05,-0.000438760111335744,
2026-02-02,27.74,141.13,5.08759913482336,5.085845916633113,5.086931793095127,5.086020489609058,141.08136572740256,141.10637913804104,141.08312419203193,0.00034466558746518736,0.00016738353918983808,0.00033220147740028647,0.0,0.0,27.74,141.13,5.08759913482336,5.084784432355385,5.086931793095127,5.086020489609058,141.0519201535384,141.10637913804104,141.08312419203193,0.0005534007877739622,0.00016738353918983808,0.00033220147740028647
2026-02-03,28.59,145.49,5.088842252535852,5.085845916633113,5.087482685015379,5.086350633123882,145.40433475654072,145.43537996458969,145.40932579792295,0.0005889784413120306,0.0003754917227140799,0.0005546537718779449,0.0,0.0,28.59,145.49,5.088842252535852,5.084784432355385,5.087482685015379,5.086350633123882,145.37398692104045,145.43537996458969,145.40932579792295,0.000797713641621004,0.0003754917227140799,0.0005546537718779449
2026-02-04,29.18,148.4,5.085675119945168,5.085845916633113,5.087442882639745,5.086418237102137,148.40498384735426,148.45274474874876,148.41971147455487,-3.358331312442807e-05,-0.00035535968750057386,-0.00013281782726569732,0.0,0.0,29.18,148.4,5.085675119945168,5.084784432355385,5.087442882639745,5.086418237102137,148.37400973613015,148.45274474874876,148.41971147455487,0.00017515188718453568,-0.00035535968750057386,-0.00013281782726569732
2026-02-05,28.82,146.58,5.086051353226926,5.085845916633113,5.087272206752997,5.086419084075208,146.57407931736634,146.62010387767745,146.5905735932836,4.0392974563170895e-05,-0.0002735597798032342,-7.213270526153646e-05,0.0,0.0,28.82,146.58,5.086051353226926,5.084784432355385,5.087272206752997,5.086419084075208,146.54348734048222,146.62010387767745,146.5905735932836,0.00024912817487207157,-0.0002735597798032342,-7.213270526153646e-05
2026-02-06,29.46,149.89,5.087915818058383,5.085845916633113,5.08710966011847,5.08650084466332,149.82902070401153,149.8710392109433,149.84590621685564,0.0004069097562550493,0.00012650602714669084,0.00029421755984429857,0.0,0.0,29.46,149.89,5.087915818058383,5.084784432355385,5.08710966011847,5.08650084466332,149.79774937718966,149.8710392109433,149.84590621685564,0.0006156449565639752,0.00012650602714669084,0.00029421755984429857
2026-02-09,29.73,151.26,5.0877901109989905,5.085845916633113,5.0873078131325595,5.086626784321797,151.20219910150246,151.2397701953221,151.2216701118405,0.00038220246611215695,0.0001337508765376368,0.00025343610639594295,0.0,0.0,29.73,151.26,5.0877901109989905,5.084784432355385,5.0873078131325595,5.086626784321797,151.17064117392562,151.2397701953221,151.2216701118405,0.0005909376664209935,0.0001337508765376368,0.00025343610639594295
2026-02-10,29.66,150.82,5.08496291301416,5.085845916633113,5.08709267067717,5.0865279514149995,150.84618988733814,150.88954973751171,150.8693504229845,-0.00017363488705003362,-0.00046103770201618083,-0.00032716052691612104,0.0,0.0,29.66,150.82,5.08496291301416,5.084784432355385,5.08709267067717,5.0865279514149995,150.81470626366072,150.88954973751171,150.8693504229845,3.510031325884738e-05,-0.00046103770201618083,-0.00032716052691612104
2026-02-11,30.41,154.69,5.086813548174942,5.085845916633113,5.086899566620206,5.086605956012687,154.66057432481298,154.69848811529275,154.68131500253014,0.0001902416075352948,-5.487027230123196e-05,5.6146106965793896e-05,0.0,0.0,30.41,154.69,5.086813548174942,5.084784432355385,5.086899566620206,5.086605956012687,154.62829458792726,154.69848811529275,154.68131500253014,0.0003989768078442926,-5.487027230123196e-05,5.6146106965793896e-05
2026-02-12,29.81,151.59,5.085206306608521,5.085845916633113,5.086536858001714,5.086640125588042,151.6090667748331,151.64047608094833,151.6317235487382,-0.00012577066981806856,-0.0003329222185508503,-0.0002752015819527586,0.0,0.0,29.81,151.59,5.085206306608521,5.084784432355385,5.086536858001714,5.086640125588042,151.57742392851404,151.64047608094833,151.6317235487382,8.296453049096257e-05,-0.0003329222185508503,-0.0002752015819527586
