,bop date,eop date,day count,bop RSP price,eop RSP price,,,bop SPY price,eop SPY price,,,,,,,eop SPY / eop RSP,bop SPY / RSP moving avg,eop SPY / RSP moving avg,current position,new position,bop RSP shares,eop RSP shares,eop RSP shares bought,eop RSP shares sold,eop RSP shares traded,bop SPY shares,eop SPY shares,eop SPY shares bought,eop SPY shares sold,eop SPY shares traded,RSP daily commission,SPY daily commission,daily total commissions,RSP cop,RSP pct cop,RSP daily position pnl,SPY cop,SPY pct cop,SPY daily position pnl,daily position pnl,short RSP investment amount,long RSP investment amount,RSP investment amount,daily RSP borrow cost,short SPY investment amount,long SPY investment amount,SPY investment amount,daily SPY borrow cost,net investment amount,gross investment amount,short investment amount,daily borrow cost,daily net profit,cumulative net profit,drawdown
10,1/17/2024,1/18/2024,1,153.84,154.63,0.994277263,0.51%,472.29,476.49,1.016425265,0.89%,0.37%,2.20%,0.37%,2.20%,3.081484835,,,,,,,,,,,,,,,,,0,0.79,0.005122065,,4.2,0.008853533,,0,,,,,,,,,0,0,0,0,0,0,0
11,1/18/2024,1/19/2024,1,154.63,155.82,1.001929012,0.77%,476.49,482.43,1.029096184,1.24%,0.47%,2.68%,0.47%,2.68%,3.096072391,,,,,,,,,,,,,,,,,0,1.19,0.007666328,,5.94,0.012389096,,0,,,,,,,,,0,0,0,0,0,0,0
12,1/19/2024,1/22/2024,3,155.82,156.64,1.007201646,0.52%,482.43,483.45,1.031271998,0.21%,-0.31%,2.36%,-0.31%,2.36%,3.086376404,,,,,,,,,,,,,,,,,0,0.82,0.005248684,,1.02,0.002112064,,0,,,,,,,,,0,0,0,0,0,0,0
13,1/22/2024,1/23/2024,1,156.64,156.72,1.007716049,0.05%,483.45,484.86,1.034279741,0.29%,0.24%,2.60%,0.24%,2.60%,3.093797856,,,,,,,,,,,,,,,,,0,0.08,0.000510595,,1.41,0.002912293,,0,,,,,,,,,0,0,0,0,0,0,0
14,1/23/2024,1/24/2024,1,156.72,155.91,1.002507716,-0.52%,484.86,485.39,1.035410312,0.11%,0.63%,3.23%,0.63%,3.23%,3.113270477,,,,,,,,,,,,,,,,,0,-0.81,-0.005181856,,0.53,0.001092502,,0,,,,,,,,,0,0,0,0,0,0,0
15,1/24/2024,1/25/2024,1,155.91,157.48,1.012602881,1.00%,485.39,488.03,1.041041831,0.54%,-0.46%,2.77%,-0.46%,2.77%,3.098996698,,,,,,,,,,,,,,,,,0,1.57,0.010019548,,2.64,0.005424188,,0,,,,,,,,,0,0,0,0,0,0,0
16,1/25/2024,1/26/2024,1,157.48,157.5,1.012731481,0.01%,488.03,487.41,1.039719277,-0.13%,-0.14%,2.63%,-0.14%,2.63%,3.094666667,,,,,,,,,,,,,,,,,0,0.02,0.000126992,,-0.62,-0.001271221,,0,,,,,,,,,0,0,0,0,0,0,0
17,1/26/2024,1/29/2024,3,157.5,158.46,1.018904321,0.61%,487.41,491.27,1.047953241,0.79%,0.18%,2.81%,0.18%,2.81%,3.100277673,,,,,,,,,,,,,,,,,0,0.96,0.006076737,,3.86,0.007888217,,0,,,,,,,,,0,0,0,0,0,0,0
18,1/29/2024,1/30/2024,1,158.46,158.49,1.019097222,0.02%,491.27,490.89,1.047142644,-0.08%,-0.10%,2.71%,-0.10%,2.71%,3.097293205,,,,,,,,,,,,,,,,,0,0.03,0.000189304,,-0.38,-0.000773805,,0,,,,,,,,,0,0,0,0,0,0,0
19,1/30/2024,1/31/2024,1,158.49,156.46,1.006044239,-1.29%,490.89,482.88,1.030056102,-1.65%,-0.36%,2.36%,-0.36%,2.36%,3.086284034,,3.064562336,,,,,,,,,,,,,,,0,-2.03,-0.012891114,,-8.01,-0.016451895,,0,,,,,,,,,0,0,0,0,0,0,0
20,1/31/2024,2/1/2024,1,156.46,158.28,1.017746914,1.16%,482.88,489.2,1.043537618,1.30%,0.14%,2.50%,0.14%,2.50%,3.090725297,3.064562336,3.068381651,,1,0,631.7917614,631.7917614,0,631.7917614,0,-204.415372,0,204.415372,-204.415372,-3.158958807,-1.02207686,-4.181035667,1.82,0.01156523,0,6.32,0.013003228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.181035667,-4.181035667,-4.181035667
21,2/1/2024,2/2/2024,1,158.28,158.14,1.016846708,-0.09%,489.2,494.35,1.054523347,1.05%,1.14%,3.64%,1.14%,3.64%,3.126027571,3.068381651,3.074199969,1,1,631.7917614,632.3510813,0.559319885,0,0.559319885,-204.415372,-202.2858299,2.129542158,0,2.129542158,-0.002796599,-0.010647711,-0.01344431,-0.14,-0.0008849,-88.4508466,5.15,0.010472365,-1052.739166,-1141.190013,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,-1143.981235,-1148.16227,-1148.16227
22,2/2/2024,2/5/2024,3,158.14,156.78,1.008101852,-0.86%,494.35,492.55,1.050683675,-0.36%,0.50%,4.14%,0.50%,4.14%,3.141663477,3.074199969,3.081029466,1,1,632.3510813,637.8364587,5.485377412,0,5.485377412,-202.2858299,-203.0250736,0,0.739243719,-0.739243719,-0.027426887,-0.003696219,-0.031123106,-1.36,-0.008637168,-859.9974706,-1.8,-0.00364779,364.1144938,-495.8829768,0,100000,100000,0,-100000,0,-100000,-8.333333333,0,200000,-100000,-8.333333333,-504.2474333,-1652.409704,-1652.409704
23,2/5/2024,2/6/2024,1,156.78,157.77,1.014467593,0.63%,492.55,493.98,1.053734081,0.29%,-0.34%,3.80%,-0.34%,3.80%,3.131013501,3.081029466,3.086798594,1,1,637.8364587,633.8340622,0,4.002396489,-4.002396489,-203.0250736,-202.4373456,0.587727955,0,0.587727955,-0.020011982,-0.00293864,-0.022950622,0.99,0.006294728,631.4580941,1.43,0.002899052,-290.3258552,341.1322389,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,338.3315105,-1314.078193,-1314.078193
24,2/6/2024,2/7/2024,1,157.77,158.39,1.018454218,0.39%,493.98,498.1,1.062522665,0.83%,0.44%,4.24%,0.44%,4.24%,3.14476924,3.086798594,3.092715048,1,1,633.8340622,631.3529895,0,2.481072786,-2.481072786,-202.4373456,-200.762899,1.674446625,0,1.674446625,-0.012405364,-0.008372233,-0.020777597,0.62,0.00392207,392.9771186,4.12,0.00830583,-834.041864,-441.0647455,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,-443.8633008,-1757.941494,-1757.941494
25,2/7/2024,2/8/2024,1,158.39,158.74,1.020704733,0.22%,498.1,498.32,1.062991958,0.04%,-0.18%,4.06%,-0.18%,4.06%,3.139221368,3.092715048,3.097760273,1,1,631.3529895,629.9609424,0,1.392047035,-1.392047035,-200.762899,-200.6742655,0.088633484,0,0.088633484,-0.006960235,-0.000443167,-0.007403403,0.35,0.002207298,220.9735463,0.22,0.000441581,-44.16783778,176.8057085,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,174.0205273,-1583.920967,-1583.920967
26,2/8/2024,2/9/2024,1,158.74,158.93,1.02192644,0.12%,498.32,501.2,1.069135434,0.58%,0.46%,4.52%,0.46%,4.52%,3.153589631,3.097760273,3.103153949,1,1,629.9609424,629.2078273,0,0.753115076,-0.753115076,-200.6742655,-199.5211492,1.15311629,0,1.15311629,-0.003765575,-0.005765581,-0.009531157,0.19,0.00119621,119.6925791,2.88,0.005762782,-577.9418847,-458.2493057,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,-461.0366146,-2044.957581,-2044.957581
27,2/9/2024,2/12/2024,3,158.93,160.01,1.028870885,0.68%,501.2,500.98,1.06866614,-0.04%,-0.72%,3.79%,-0.72%,3.79%,3.130929317,3.103153949,3.106967316,1,1,629.2078273,624.9609399,0,4.246887404,-4.246887404,-199.5211492,-199.6087668,0,0.087617575,-0.087617575,-0.021234437,-0.000438088,-0.021672525,1.08,0.00677246,679.5444535,-0.22,-0.000439043,43.89465283,723.4391064,0,100000,100000,0,-100000,0,-100000,-8.333333333,0,200000,-100000,-8.333333333,715.0841005,-1329.873481,-1329.873481
28,2/12/2024,2/13/2024,1,160.01,157.35,1.011766975,-1.68%,500.98,494.08,1.053947396,-1.39%,0.29%,4.08%,0.29%,4.08%,3.140006355,3.106967316,3.11082369,1,1,624.9609399,635.5258977,10.56495774,0,10.56495774,-199.6087668,-202.3963731,0,2.78760624,-2.78760624,-0.052824789,-0.013938031,-0.06676282,-2.66,-0.01676369,-1662.3961,-6.9,-0.013868733,1377.300491,-285.0956092,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,-287.9401498,-1617.81363,-1617.81363
29,2/13/2024,2/14/2024,1,157.35,158.79,1.021026235,0.91%,494.08,498.57,1.063525246,0.90%,-0.01%,4.08%,-0.01%,4.08%,3.139807293,3.11082369,3.114313664,1,1,635.5258977,629.7625795,0,5.763318173,-5.763318173,-202.3963731,-200.5736406,1.822732445,0,1.822732445,-0.028816591,-0.009113662,-0.037930253,1.44,0.009109951,915.1572927,4.49,0.009046553,-908.759715,6.397577634,0,100000,100000,0,-100000,0,-100000,-2.777777778,-1.46E-11,200000,-100000,-2.777777778,3.581869603,-1614.231761,-1614.231761
30,2/14/2024,2/15/2024,1,158.79,160.76,1.033693416,1.23%,498.57,502.01,1.070863286,0.69%,-0.55%,3.53%,-0.55%,3.53%,3.122729535,3.114313664,3.116375899,1,1,629.7625795,622.0452849,0,7.717294611,-7.717294611,-200.5736406,-199.1992191,1.374421473,0,1.374421473,-0.038586473,-0.006872107,-0.04545858,1.97,0.012329995,1240.632282,3.44,0.006876039,-689.9733237,550.6589579,0,100000,100000,0,-100000,0,-100000,-2.777777778,1.46E-11,200000,-100000,-2.777777778,547.8357216,-1066.396039,-1066.396039
31,2/15/2024,2/16/2024,1,160.76,160.03,1.028999486,-0.46%,502.01,499.51,1.065530408,-0.50%,-0.04%,3.49%,-0.04%,3.49%,3.121352246,3.116375899,3.117639892,1,1,622.0452849,624.8828345,2.837549572,0,2.837549572,-199.1992191,-200.1961923,0,0.996973129,-0.996973129,-0.014187748,-0.004984866,-0.019172614,-0.73,-0.004551272,-454.093058,-2.5,-0.004992422,497.9980478,43.90498987,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,41.10803948,-1025.288,-1025.288
32,2/16/2024,2/20/2024,4,160.03,159.66,1.02662037,-0.23%,499.51,496.76,1.059664242,-0.55%,-0.32%,3.17%,-0.32%,3.17%,3.111361643,3.117639892,3.118889154,1,-1,624.8828345,-626.3309533,0,1251.213788,-1251.213788,-200.1961923,201.3044529,401.5006451,0,401.5006451,-6.256068939,-2.007503226,-8.263572164,-0.37,-0.002314743,-231.2066488,-2.75,-0.005520606,550.5395287,319.33288,0,100000,100000,0,-100000,0,-100000,-11.11111111,0,200000,-100000,-11.11111111,299.9581967,-725.3298031,-725.3298031
33,2/20/2024,2/21/2024,1,159.66,159.98,1.028677984,0.20%,496.76,497.21,1.06062416,0.09%,-0.11%,3.06%,-0.11%,3.06%,3.107950994,3.118889154,3.119596811,-1,-1,-626.3309533,-625.0781348,1.252818509,0,1.252818509,201.3044529,201.1222622,0,0.182190631,-0.182190631,-0.006264093,-0.000910953,-0.007175046,0.32,0.002002253,-200.425905,0.45,0.00090546,90.58700378,-109.8389013,-100000,0,-100000,-2.777777778,0,100000,100000,0,-1.46E-11,200000,-100000,-2.777777778,-112.6238541,-837.9536572,-837.9536572
34,2/21/2024,2/22/2024,1,159.98,161.57,1.038901749,0.99%,497.21,507.5,1.082574287,2.05%,1.06%,4.12%,1.06%,4.12%,3.141053413,3.119596811,3.120985958,-1,1,-625.0781348,618.926781,1244.004916,0,1244.004916,201.1222622,-197.044335,0,398.1665972,-398.1665972,-6.220024579,-1.990832986,-8.210857565,1.59,0.009889678,-993.8742343,10.29,0.020484239,2069.548078,1075.673844,-100000,0,-100000,-2.777777778,0,100000,100000,0,0,200000,-100000,-2.777777778,1064.685209,226.7315514,0
35,2/22/2024,2/23/2024,1,161.57,162,1.041666667,0.27%,507.5,507.85,1.08332089,0.07%,-0.20%,3.92%,-0.20%,3.92%,3.134876543,3.120985958,3.12277995,1,1,618.926781,617.2839506,0,1.642830345,-1.642830345,-197.044335,-196.908536,0.13579899,0,0.13579899,-0.008214152,-0.000678995,-0.008893147,0.43,0.00265785,266.1385158,0.35,0.000689417,-68.96551724,197.1729986,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,194.3863276,421.1178791,0
36,2/23/2024,2/26/2024,3,162,161.35,1.03748714,-0.40%,507.85,505.99,1.079353229,-0.37%,0.04%,3.96%,0.04%,3.96%,3.135977688,3.12277995,3.124845501,1,1,617.2839506,619.7706848,2.486734229,0,2.486734229,-196.908536,-197.6323643,0,0.723828291,-0.723828291,-0.012433671,-0.003619141,-0.016052813,-0.65,-0.004020417,-401.2345679,-1.86,-0.003669222,366.2498769,-34.98469097,0,100000,100000,0,-100000,0,-100000,-8.333333333,0,200000,-100000,-8.333333333,-43.33407712,377.783802,-43.33407712
37,2/26/2024,2/27/2024,1,161.35,162.06,1.042052469,0.44%,505.99,506.93,1.081358391,0.19%,-0.25%,3.70%,-0.25%,3.70%,3.128038998,3.124845501,3.126233567,1,1,619.7706848,617.0554116,0,2.715273271,-2.715273271,-197.6323643,-197.2658947,0.366469577,0,0.366469577,-0.013576366,-0.001832348,-0.015408714,0.71,0.004390719,440.0371862,0.94,0.001856021,-185.7744224,254.2627638,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,251.4695773,629.2533793,0
38,2/27/2024,2/28/2024,1,162.06,162.12,1.042438272,0.04%,506.93,506.26,1.079929179,-0.13%,-0.17%,3.53%,-0.17%,3.53%,3.122748581,3.126233567,3.127506336,1,-1,617.0554116,-616.8270417,0,1233.882453,-1233.882453,-197.2658947,197.5269624,394.7928571,0,394.7928571,-6.169412266,-1.973964286,-8.143376552,0.06,0.000370165,37.02332469,-0.67,-0.001322556,132.1681494,169.1914741,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,158.2703198,787.5236991,0
39,2/28/2024,2/29/2024,1,162.12,162.79,1.046746399,0.41%,506.26,508.08,1.083811515,0.36%,-0.05%,3.48%,-0.05%,3.48%,3.121076233,3.127506336,3.129245946,-1,-1,-616.8270417,-614.288347,2.538694747,0,2.538694747,197.5269624,196.8193985,0,0.70756391,-0.70756391,-0.012693474,-0.00353782,-0.016231293,0.67,0.004124225,-413.2741179,1.82,0.003588544,359.4990716,-53.77504631,-100000,0,-100000,-2.777777778,0,100000,100000,0,0,200000,-100000,-2.777777778,-56.56905539,730.9546437,-56.56905539
40,2/29/2024,3/1/2024,1,162.79,163.93,1.054076646,0.70%,508.08,512.85,1.093986646,0.93%,0.24%,3.72%,0.24%,3.72%,3.128469469,3.129245946,3.131133155,-1,-1,-614.288347,-610.0164704,4.271876505,0,4.271876505,196.8193985,194.9887881,0,1.830610375,-1.830610375,-0.021359383,-0.009153052,-0.030512434,1.14,0.006978481,-700.2887155,4.77,0.009344489,938.8285309,238.5398154,-100000,0,-100000,-2.777777778,0,100000,100000,0,-1.46E-11,200000,-100000,-2.777777778,235.7315252,966.6861689,0
41,3/1/2024,3/4/2024,3,163.93,164.23,1.056005658,0.18%,512.85,512.3,1.092813413,-0.11%,-0.29%,3.43%,-0.29%,3.43%,3.119405712,3.131133155,3.130802062,-1,-1,-610.0164704,-608.9021494,1.11432102,0,1.11432102,194.9887881,195.1981261,0.209337953,0,0.209337953,-0.005571605,-0.00104669,-0.006618295,0.3,0.001828377,-183.0049411,-0.55,-0.001073014,-107.2438335,-290.2487746,-100000,0,-100000,-8.333333333,0,100000,100000,0,0,200000,-100000,-8.333333333,-298.5887262,668.0974427,-298.5887262
42,3/4/2024,3/5/2024,1,164.23,163.48,1.051183128,-0.46%,512.3,507.18,1.081891679,-1.00%,-0.55%,2.88%,-0.55%,2.88%,3.102397847,3.130802062,3.12883878,-1,-1,-608.9021494,-611.6956203,0,2.793470835,-2.793470835,195.1981261,197.1686581,1.970531972,0,1.970531972,-0.013967354,-0.00985266,-0.023820014,-0.75,-0.004577226,456.6766121,-5.12,-0.010044421,-999.4144056,-542.7377936,-100000,0,-100000,-2.777777778,0,100000,100000,0,0,200000,-100000,-2.777777778,-545.5393913,122.5580514,-844.1281176
43,3/5/2024,3/6/2024,1,163.48,164.41,1.057163066,0.57%,507.18,509.75,1.087373877,0.51%,-0.06%,2.82%,-0.06%,2.82%,3.100480506,3.12883878,3.127312131,-1,-1,-611.6956203,-608.2355088,3.46011147,0,3.46011147,197.1686581,196.1745954,0,0.99406268,-0.99406268,-0.017300557,-0.004970313,-0.022270871,0.93,0.005672649,-568.8769268,2.57,0.005054439,506.7234512,-62.1534756,-100000,0,-100000,-2.777777778,0,100000,100000,0,0,200000,-100000,-2.777777778,-64.95352425,57.60452711,-909.0816418
44,3/6/2024,3/7/2024,1,164.41,165.7,1.065457819,0.78%,509.75,514.81,1.098167623,0.99%,0.21%,3.02%,0.21%,3.02%,3.106879903,3.127312131,3.125417664,-1,-1,-608.2355088,-603.5003018,4.735207039,0,4.735207039,196.1745954,194.246421,0,1.92817438,-1.92817438,-0.023676035,-0.009640872,-0.033316907,1.29,0.007815616,-784.6238063,5.06,0.009877491,992.6434527,208.0196463,-100000,0,-100000,-2.777777778,0,100000,100000,0,0,200000,-100000,-2.777777778,205.2085517,262.8130788,-703.8730902
45,3/7/2024,3/8/2024,1,165.7,165.51,1.064236111,-0.11%,514.81,511.72,1.091576185,-0.60%,-0.49%,2.54%,-0.49%,2.54%,3.091776932,3.125417664,3.123045442,-1,-1,-603.5003018,-604.1931001,0,0.692798365,-0.692798365,194.246421,195.41937,1.172948958,0,1.172948958,-0.003463992,-0.005864745,-0.009328737,-0.19,-0.001147308,114.6650573,-3.09,-0.0060203,-600.2214409,-485.5563836,-100000,0,-100000,-2.777777778,0,100000,100000,0,0,200000,-100000,-2.777777778,-488.3434901,-225.5304113,-1192.21658
46,3/8/2024,3/11/2024,3,165.51,165.72,1.06558642,0.13%,511.72,511.28,1.090637599,-0.09%,-0.21%,2.32%,-0.21%,2.32%,3.085203958,3.123045442,3.119626158,-1,-1,-604.1931001,-603.427468,0.765632096,0,0.765632096,195.41937,195.587545,0.168175017,0,0.168175017,-0.00382816,-0.000840875,-0.004669036,0.21,0.001268001,-126.880551,-0.44,-0.000860215,-85.98452279,-212.8650738,-100000,0,-100000,-8.333333333,0,100000,100000,0,0,200000,-100000,-8.333333333,-221.2030762,-446.7334875,-1413.419656
47,3/11/2024,3/12/2024,1,165.72,166.15,1.068351337,0.26%,511.28,516.78,1.102369931,1.07%,0.81%,3.13%,0.81%,3.13%,3.110321998,3.119626158,3.118595792,-1,-1,-603.427468,-601.8657839,1.561684088,0,1.561684088,195.587545,193.5059406,0,2.081604353,-2.081604353,-0.00780842,-0.010408022,-0.018216442,0.43,0.002591378,-259.4738112,5.5,0.010699867,1075.731497,816.2576862,-100000,0,-100000,-2.777777778,0,100000,100000,0,1.46E-11,200000,-100000,-2.777777778,813.461692,366.7282044,-599.9579645
48,3/12/2024,3/13/2024,1,166.15,166.23,1.068865741,0.05%,516.78,515.97,1.100642079,-0.16%,-0.21%,2.93%,-0.21%,2.93%,3.103952355,3.118595792,3.116793092,-1,-1,-601.8657839,-601.5761295,0.289654471,0,0.289654471,193.5059406,193.8097176,0.303776987,0,0.303776987,-0.001448272,-0.001518885,-0.002967157,0.08,0.000481377,-48.14926271,-0.81,-0.001568628,-156.7398119,-204.8890746,-100000,0,-100000,-2.777777778,0,100000,100000,0,0,200000,-100000,-2.777777778,-207.6698196,159.0583849,-807.6277841
49,3/13/2024,3/14/2024,1,166.23,164.74,1.059284979,-0.90%,515.97,514.95,1.098466264,-0.20%,0.70%,3.63%,0.70%,3.63%,3.125834649,3.116793092,3.11609446,-1,1,-601.5761295,607.0171179,1208.593247,0,1208.593247,193.8097176,-194.193611,0,388.0033286,-388.0033286,-6.042966237,-1.940016643,-7.98298288,-1.49,-0.009003898,896.3484329,-1.02,-0.001978816,-197.685912,698.6625209,-100000,0,-100000,-2.777777778,0,100000,100000,0,0,200000,-100000,-2.777777778,687.9017603,846.9601451,-119.7260238
50,3/14/2024,3/15/2024,1,164.74,164.42,1.057227366,-0.19%,514.95,509.83,1.08754453,-1.00%,-0.80%,2.83%,-0.80%,2.83%,3.100778494,3.11609446,3.114996908,1,-1,607.0171179,-608.198516,0,1215.215634,-1215.215634,-194.193611,196.1438126,390.3374237,0,390.3374237,-6.076078169,-1.951687118,-8.027765288,-0.32,-0.001944344,-194.2454777,-5.12,-0.009992472,994.2712885,800.0258108,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,789.2202677,1636.180413,0
51,3/15/2024,3/18/2024,3,164.42,164.19,1.055748457,-0.14%,509.83,512.86,1.094007978,0.59%,0.73%,3.56%,0.73%,3.56%,3.123576344,3.114996908,3.115108113,-1,1,-608.198516,609.0504903,1217.249006,0,1217.249006,196.1438126,-194.9849862,0,391.1287988,-391.1287988,-6.086245031,-1.955643994,-8.041889025,-0.23,-0.001399836,139.8856587,3.03,0.005925567,594.3157523,734.201411,-100000,0,-100000,-8.333333333,0,100000,100000,0,0,200000,-100000,-8.333333333,717.8261886,2354.006601,0
52,3/18/2024,3/19/2024,1,164.19,165.17,1.062049897,0.60%,512.86,515.71,1.100087459,0.55%,-0.04%,3.52%,-0.04%,3.52%,3.122298238,3.115108113,3.115654943,1,1,609.0504903,605.4368227,0,3.613667618,-3.613667618,-194.9849862,-193.9074286,1.077557562,0,1.077557562,-0.018068338,-0.005387788,-0.023456126,0.98,0.005950953,596.8694805,2.85,0.005541689,-555.7072105,41.16226994,0,100000,100000,0,-100000,0,-100000,-2.777777778,1.46E-11,200000,-100000,-2.777777778,38.36103603,2392.367637,0
53,3/19/2024,3/20/2024,1,165.17,166.58,1.071116255,0.85%,515.71,520.48,1.110262591,0.92%,0.07%,3.59%,0.07%,3.59%,3.124504742,3.115654943,3.11648263,1,1,605.4368227,600.3121623,0,5.124660343,-5.124660343,-193.9074286,-192.1303412,1.77708737,0,1.77708737,-0.025623302,-0.008885437,-0.034508739,1.41,0.008500428,853.66592,4.77,0.009206871,-924.9384344,-71.27251443,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,-74.08480095,2318.282837,-74.08480095
54,3/20/2024,3/21/2024,1,166.58,167.72,1.078446502,0.68%,520.48,522.2,1.113931611,0.33%,-0.35%,3.24%,-0.35%,3.24%,3.113522538,3.11648263,3.115106086,1,-1,600.3121623,-596.2318149,0,1196.543977,-1196.543977,-192.1303412,191.4975105,383.6278518,0,383.6278518,-5.982719886,-1.918139259,-7.900859145,1.14,0.006820248,684.355865,1.72,0.003299194,-330.4641869,353.8916781,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,343.2130412,2661.495878,0
55,3/21/2024,3/22/2024,1,167.72,166.64,1.071502058,-0.65%,522.2,521.21,1.111819791,-0.19%,0.46%,3.69%,0.46%,3.69%,3.127760442,3.115106086,3.114750281,-1,1,-596.2318149,600.0960154,1196.32783,0,1196.32783,191.4975105,-191.8612459,0,383.3587565,-383.3587565,-5.981639151,-1.916793782,-7.898432934,-1.08,-0.006460125,643.9303601,-0.99,-0.001897625,-189.5825354,454.3478247,-100000,0,-100000,-2.777777778,0,100000,100000,0,0,200000,-100000,-2.777777778,443.671614,3105.167492,0
56,3/22/2024,3/25/2024,3,166.64,166.28,1.069187243,-0.22%,521.21,519.77,1.108748053,-0.28%,-0.06%,3.63%,-0.06%,3.63%,3.125872023,3.114750281,3.114244998,1,1,600.0960154,601.3952369,1.299221587,0,1.299221587,-191.8612459,-192.3927891,0,0.531543171,-0.531543171,-0.006496108,-0.002657716,-0.009153824,-0.36,-0.002162683,-216.0345655,-1.44,-0.002766626,276.2801942,60.24562863,0,100000,100000,0,-100000,0,-100000,-8.333333333,0,200000,-100000,-8.333333333,51.90314148,3157.070633,0
57,3/25/2024,3/26/2024,1,166.28,166.12,1.068158436,-0.10%,519.77,518.81,1.106700228,-0.18%,-0.09%,3.54%,-0.09%,3.54%,3.12310378,3.114244998,3.113998237,1,1,601.3952369,601.9744763,0.579239332,0,0.579239332,-192.3927891,-192.7487905,0,0.356001383,-0.356001383,-0.002896197,-0.001780007,-0.004676204,-0.16,-0.000962696,-96.22323791,-0.96,-0.001848679,184.6970776,88.47383964,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,85.69138566,3242.762019,0
58,3/26/2024,3/27/2024,1,166.12,168.78,1.085262346,1.59%,518.81,523.17,1.116000768,0.84%,-0.75%,2.79%,-0.75%,2.79%,3.099715606,3.113998237,3.112846589,1,-1,601.9744763,-592.4872615,0,1194.461738,-1194.461738,-192.7487905,191.1424585,383.891249,0,383.891249,-5.972308689,-1.919456245,-7.891764934,2.66,0.015885673,1601.252107,4.36,0.008368732,-840.3847266,760.8673803,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,750.1978376,3992.959856,0
59,3/27/2024,3/28/2024,1,168.78,169.37,1.08905607,0.35%,523.17,523.07,1.115787453,-0.02%,-0.37%,2.42%,-0.37%,2.42%,3.088327331,3.112846589,3.111209143,-1,-1,-592.4872615,-590.4233335,2.063927994,0,2.063927994,191.1424585,191.1790009,0.036542424,0,0.036542424,-0.01031964,-0.000182712,-0.010502352,0.59,0.003489579,-349.5674843,-0.1,-0.000191161,-19.11424585,-368.6817301,-100000,0,-100000,-2.777777778,0,100000,100000,0,0,200000,-100000,-2.777777778,-371.4700103,3621.489846,-371.4700103
60,3/28/2024,4/1/2024,4,169.37,168.37,1.082626029,-0.59%,523.07,522.16,1.113846285,-0.17%,0.42%,2.84%,0.42%,2.84%,3.101265071,3.111209143,3.109848923,-1,-1,-590.4233335,-593.930035,0,3.506701512,-3.506701512,191.1790009,191.5121802,0.333179276,0,0.333179276,-0.017533508,-0.001665896,-0.019199404,-1,-0.005921732,590.4233335,-0.91,-0.001741244,-173.9728908,416.4504427,-100000,0,-100000,-11.11111111,0,100000,100000,0,0,200000,-100000,-11.11111111,405.3201322,4026.809978,0
61,4/1/2024,4/2/2024,1,168.37,166.92,1.073302469,-0.86%,522.16,518.84,1.106764223,-0.64%,0.23%,3.07%,0.23%,3.07%,3.108315361,3.109848923,3.109294406,-1,-1,-593.930035,-599.0893841,0,5.159349094,-5.159349094,191.5121802,192.7376455,1.225465342,0,1.225465342,-0.025796745,-0.006127327,-0.031924072,-1.45,-0.008649283,861.1985508,-3.32,-0.006378504,-635.8204382,225.3781126,-100000,0,-100000,-2.777777778,0,100000,100000,0,0,200000,-100000,-2.777777778,222.5684108,4249.378389,0
62,4/2/2024,4/3/2024,1,166.92,167.1,1.074459877,0.11%,518.84,519.41,1.107980119,0.11%,0.00%,3.07%,0.00%,3.07%,3.108378217,3.109294406,3.109593424,-1,-1,-599.0893841,-598.4440455,0.645338654,0,0.645338654,192.7376455,192.5261354,0,0.211510094,-0.211510094,-0.003226693,-0.00105755,-0.004284244,0.18,0.00107778,-107.8360891,0.57,0.001098002,109.8604579,2.0243688,-100000,0,-100000,-2.777777778,0,100000,100000,0,0,200000,-100000,-2.777777778,-0.757693221,4248.620696,-0.757693221
