,bop date,eop date,day count,bop SPLB price,eop SPLB price,bop IGLB price,eop IGLB price,bop VCLT price,eop VCLT price,eop VCLT / eop SPLB,eop VCLT / SPLB moving avg,bop VCLT / SPLB moving avg,eop SPLB unit price,eop VCLT / eop IGLB,eop VCLT / IGLB moving avg,bop VCLT / IGLB moving avg,eop IGLB unit price,eop VCLT / eop VCLT,eop VCLT / VCLT moving avg,bop VCLT / VCLT moving avg,eop VCLT unit price,SPLB unit price pct diff,IGLB unit price pct diff,VCLT unit price pct diff,min symbol,max symbol,min unit price pct diff,max unit price pct diff,unit price pct diff,month end liquidation,go group,exit group,current long symbol,current short symbol,new long symbol,new short symbol,current_position,new_position,SPLB shares per unit,eop SPLB shares,bop SPLB shares,eop SPLB shares traded,eop SPLB shares bought,eop SPLB shares sold,IGLB shares per unit,eop IGLB shares,bop IGLB shares,eop IGLB shares traded,eop IGLB shares bought,eop IGLB shares sold,VCLT shares per unit,eop VCLT shares,bop VCLT shares,eop VCLT shares traded,eop VCLT shares bought,eop VCLT shares sold,SPLB daily commission,SPLB cop,SPLB pct cop,SPLB daily position pnl,SPLB investment amount,short SPLB investment amount,long SPLB investment amount,daily SPLB borrow cost,IGLB daily commission,IGLB cop,IGLB pct cop,IGLB daily position pnl,IGLB investment amount,short IGLB investment amount,long IGLB investment amount,daily IGLB borrow cost,VCLT daily commission,VCLT cop,VCLT pct cop,VCLT daily position pnl,VCLT investment amount,short VCLT investment amount,long VCLT investment amount,daily VCLT borrow cost,daily total commissions,daily position pnl,net investment amount,gross investment amount,short investment amount,daily borrow cost,daily net profit,cumulative net profit,drawdown
107,2024-06-05,2024-06-06,1,22.96,22.93,50.92,50.84,77.28,77.15,3.364587876144789,3.3659502403739276,3.3661782696607583,77.18646772332119,1.5175059008654603,1.5166774366295808,1.5167213700371818,77.11011445269033,1.0,1.0,1.0,77.15,0.0004725742987099438,-0.0005171206872239091,0.0,IGLB,SPLB,-0.0005171206872239091,0.0004725742987099438,0.000989694985933853,False,False,False,,,,,0,0,4363.0,0.0,0.0,0.0,0.0,-0.0,1966.0,0.0,0.0,0.0,0.0,-0.0,1296.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.030000000000001137,-0.0013074745815526137,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0799999999999983,-0.00157232736795241,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.12999999999999545,-0.0016836110950926469,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,2024-06-06,2024-06-07,1,22.93,22.63,50.84,50.21,77.15,76.15,3.365002209456474,3.3659559064023066,3.3659502403739276,76.17145393966197,1.5166301533559052,1.516677614169171,1.5166774366295808,76.15237409317125,1.0,1.0,1.0,76.15,0.00028169294933772074,3.117604942899438e-05,0.0,VCLT,SPLB,0.0,0.00028169294933772074,0.00028169294933772074,False,False,True,,,,,0,0,4419.0,0.0,0.0,0.0,0.0,-0.0,1991.0,0.0,0.0,0.0,0.0,-0.0,1313.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.3000000000000007,-0.013169637224367139,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.6300000000000026,-0.012469236274639226,-0.0,0.0,0.0,0.0,0.0,-0.0,-1.0,-0.013046499467999082,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,2024-06-07,2024-06-10,3,22.63,22.54,50.21,50.02,76.15,75.86,3.365572315882875,3.3659391183588774,3.3659559064023066,75.868646130308,1.516593362654938,1.5166372360335614,1.516677614169171,75.86421426074193,1.0,1.0,1.0,75.86,0.0001139683314635244,5.5551590938131874e-05,0.0,VCLT,SPLB,0.0,0.0001139683314635244,0.0001139683314635244,False,False,True,,,,,0,0,4436.0,0.0,0.0,0.0,0.0,-0.0,1999.0,0.0,0.0,0.0,0.0,-0.0,1318.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.08999999999999986,-0.003984951033815762,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.18999999999999773,-0.0037912845971411267,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.29000000000000625,-0.0038155430804180544,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,2024-06-10,2024-06-11,1,22.54,22.68,50.02,50.31,75.86,76.33,3.365520282186949,3.3659501904521685,3.3659391183588774,76.33949920437934,1.517193400914331,1.5166525152469499,1.5166372360335614,76.30201934484847,1.0,1.0,1.0,76.33,0.00012444141680028207,-0.00036664201371471684,0.0,IGLB,SPLB,-0.00036664201371471684,0.00012444141680028207,0.0004910834305149989,False,False,False,,,,,0,0,4409.0,0.0,0.0,0.0,0.0,-0.0,1987.0,0.0,0.0,0.0,0.0,-0.0,1310.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.14000000000000057,0.006191970247921201,0.0,0.0,0.0,0.0,0.0,-0.0,0.28999999999999915,0.0057809390537542325,0.0,0.0,0.0,0.0,0.0,-0.0,0.46999999999999886,0.006176509549626206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,2024-06-11,2024-06-12,1,22.68,22.85,50.31,50.69,76.33,76.9,3.365426695842451,3.366007398189648,3.3659501904521685,76.91196185183206,1.5170645097652398,1.5166695700963175,1.5166525152469499,76.87911599786788,1.0,1.0,1.0,76.9,0.00015553864227671756,-0.00027161038252810065,0.0,IGLB,SPLB,-0.00027161038252810065,0.00015553864227671756,0.0004271490248048182,False,False,False,,,,,0,0,4376.0,0.0,0.0,0.0,0.0,-0.0,1972.0,0.0,0.0,0.0,0.0,-0.0,1300.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.1700000000000017,0.007467638480662481,0.0,0.0,0.0,0.0,0.0,-0.0,0.37999999999999545,0.007524787981030622,0.0,0.0,0.0,0.0,0.0,-0.0,0.5700000000000074,0.007439830701219361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,2024-06-12,2024-06-13,1,22.85,23.02,50.69,51.08,76.9,77.48,3.3657688966116424,3.3658724789446923,3.366007398189648,77.4854903063257,1.5168363351605327,1.5166909044502317,1.5166695700963175,77.4714816405199,1.0,1.0,1.0,77.48,7.085843844502306e-05,-0.00010994873231933988,0.0,IGLB,SPLB,-0.00010994873231933988,7.085843844502306e-05,0.00018080717076436294,False,False,True,,,,,0,0,4346.0,0.0,0.0,0.0,0.0,-0.0,1958.0,0.0,0.0,0.0,0.0,-0.0,1291.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.16999999999999815,0.007412285953522856,0.0,0.0,0.0,0.0,0.0,-0.0,0.39000000000000057,0.007664378680080455,0.0,0.0,0.0,0.0,0.0,-0.0,0.5799999999999983,0.007513962027196733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,2024-06-13,2024-06-14,1,23.02,23.08,51.08,51.19,77.48,77.66,3.364818024263432,3.3657096862264657,3.3658724789446923,77.68433681404349,1.5170931822621605,1.516668805092961,1.5166909044502317,77.63940739880735,1.0,1.0,1.0,77.66,0.00031332734416621963,-0.0002651987107774771,0.0,IGLB,SPLB,-0.0002651987107774771,0.00031332734416621963,0.0005785260549436967,False,False,False,,,,,0,0,4335.0,0.0,0.0,0.0,0.0,-0.0,1953.0,0.0,0.0,0.0,0.0,-0.0,1288.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.05999999999999872,0.002603038346162208,0.0,0.0,0.0,0.0,0.0,-0.0,0.10999999999999943,0.0021511693051532413,0.0,0.0,0.0,0.0,0.0,-0.0,0.1799999999999926,0.0023204857647259724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,2024-06-14,2024-06-17,3,23.08,22.91,51.19,50.83,77.66,77.08,3.364469663902226,3.3656932047105044,3.3657096862264657,77.10840891144834,1.5164273067086367,1.516650043166512,1.516668805092961,77.09227536287521,1.0,1.0,1.0,77.08,0.000368496075293479,0.00015924215780388726,0.0,VCLT,SPLB,0.0,0.000368496075293479,0.000368496075293479,False,False,True,,,,,0,0,4365.0,0.0,0.0,0.0,0.0,-0.0,1967.0,0.0,0.0,0.0,0.0,-0.0,1297.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.16999999999999815,-0.0073929451744945964,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.35999999999999943,-0.007057469010680727,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.5799999999999983,-0.007496480757355602,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,2024-06-17,2024-06-18,1,22.91,23.05,50.83,51.15,77.08,77.6,3.3665943600867676,3.3657367036335715,3.3656932047105044,77.57922836857713,1.5171065493646139,1.5166693833735962,1.516650043166512,77.57664970796708,1.0,1.0,1.0,77.6,-0.0002677114941902086,-0.0003009511064080279,0.0,IGLB,VCLT,-0.0003009511064080279,0.0,0.0003009511064080279,False,False,True,,,,,0,0,4338.0,0.0,0.0,0.0,0.0,-0.0,1955.0,0.0,0.0,0.0,0.0,-0.0,1289.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.14000000000000057,0.006092272977253328,0.0,0.0,0.0,0.0,0.0,-0.0,0.3200000000000003,0.006275760938824423,0.0,0.0,0.0,0.0,0.0,-0.0,0.519999999999996,0.006723583643007313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,2024-06-18,2024-06-20,2,23.05,22.93,51.15,50.89,77.6,77.14,3.3641517662450937,3.36569836863159,3.3657367036335715,77.17634261431779,1.515818431911967,1.516656095278964,1.5166693833735962,77.18330491988232,1.0,1.0,1.0,77.14,0.00047101446773549396,0.0005612233491429507,0.0,VCLT,IGLB,0.0,0.0005612233491429507,0.0005612233491429507,False,False,False,,,,,0,0,4362.0,0.0,0.0,0.0,0.0,-0.0,1966.0,0.0,0.0,0.0,0.0,-0.0,1296.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.120000000000001,-0.005219672572844493,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.259999999999998,-0.005096051796894113,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.45999999999999375,-0.0059454744090912,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,2024-06-20,2024-06-21,1,22.93,22.94,50.89,50.91,77.14,77.23,3.366608544027899,3.3656947279616767,3.36569836863159,77.20912057640868,1.5169907680219998,1.5166466465896968,1.516656095278964,77.21296181065206,1.0,1.0,1.0,77.23,-0.0002703903472204397,-0.00022064054220815438,0.0,SPLB,VCLT,-0.0002703903472204397,0.0,0.0002703903472204397,False,False,True,,,,,0,0,4359.0,0.0,0.0,0.0,0.0,-0.0,1964.0,0.0,0.0,0.0,0.0,-0.0,1295.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.010000000000001563,0.0004360148314116171,0.0,0.0,0.0,0.0,0.0,-0.0,0.01999999999999602,0.0003929273135032925,0.0,0.0,0.0,0.0,0.0,-0.0,0.09000000000000341,0.0011660298010907353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,2024-06-21,2024-06-24,3,22.94,22.98,50.91,50.98,77.23,77.29,3.3633594429939078,3.365487200777151,3.3656947279616767,77.34366484855933,1.516084739113378,1.5166112194110195,1.5166466465896968,77.31864604314273,1.0,1.0,1.0,77.29,0.0006940901357586287,0.00037056198606807387,0.0,VCLT,SPLB,0.0,0.0006940901357586287,0.0006940901357586287,False,False,False,,,,,0,0,4355.0,0.0,0.0,0.0,0.0,-0.0,1963.0,0.0,0.0,0.0,0.0,-0.0,1294.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.03999999999999915,0.0017421607193848518,0.0,0.0,0.0,0.0,0.0,-0.0,0.07000000000000028,0.0013740310337247686,0.0,0.0,0.0,0.0,0.0,-0.0,0.060000000000002274,0.0007765985376071859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,2024-06-24,2024-06-25,1,22.98,22.98,50.98,50.99,77.29,77.32,3.3646649260226282,3.365418059810378,3.365487200777151,77.33889587385893,1.5163757599529317,1.5166084579165329,1.5166112194110195,77.33200607776789,1.0,1.0,1.0,77.32,0.0002443554746230258,0.00015526572330361413,0.0,VCLT,SPLB,0.0,0.0002443554746230258,0.0002443554746230258,False,False,True,,,,,0,0,4352.0,0.0,0.0,0.0,0.0,-0.0,1961.0,0.0,0.0,0.0,0.0,-0.0,1293.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.010000000000005116,0.00019613611909515325,0.0,0.0,0.0,0.0,0.0,-0.0,0.029999999999986926,0.0003880732213502832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,2024-06-25,2024-06-26,1,22.98,22.76,50.99,50.54,77.32,76.63,3.3668717047451664,3.3653911093333506,3.365418059810378,76.5969150412842,1.5162247724574593,1.5166106513132753,1.5166084579165329,76.64939146310157,1.0,1.0,1.0,76.63,-0.0004318426592487072,0.0002530211402840296,0.0,SPLB,IGLB,-0.0004318426592487072,0.0002530211402840296,0.0006848637995327369,False,False,False,,,,,0,0,4392.0,0.0,0.0,0.0,0.0,-0.0,1979.0,0.0,0.0,0.0,0.0,-0.0,1305.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.21999999999999886,-0.009619663162479425,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.45000000000000284,-0.00886443310701629,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.6899999999999977,-0.008964009357817217,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,2024-06-26,2024-06-27,1,22.76,22.82,50.54,50.67,76.63,76.81,3.3659070990359337,3.3654821438531037,3.3653911093333506,76.79822511498706,1.5158871126899547,1.51665510828543,1.5166106513132753,76.84666170204366,1.0,1.0,1.0,76.81,-0.0001533106059547403,0.00047718988989156656,0.0,SPLB,IGLB,-0.0001533106059547403,0.00047718988989156656,0.0006305004958463069,False,False,False,,,,,0,0,4382.0,0.0,0.0,0.0,0.0,-0.0,1975.0,0.0,0.0,0.0,0.0,-0.0,1302.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.05999999999999872,0.0026327351757993345,0.0,0.0,0.0,0.0,0.0,-0.0,0.13000000000000256,0.0025689175277703482,0.0,0.0,0.0,0.0,0.0,-0.0,0.18000000000000682,0.002346195028277725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,2024-06-27,2024-06-28,1,22.82,22.55,50.67,50.04,76.81,75.86,3.3640798226164077,3.365360242126781,3.3654821438531037,75.89162234388749,1.5159872102318146,1.5166655240734026,1.51665510828543,75.89342161860291,1.0,1.0,1.0,75.86,0.0004167644978917925,0.0004404726929620435,0.0,VCLT,IGLB,0.0,0.0004404726929620435,0.0004404726929620435,True,False,False,,,,,0,0,4436.0,0.0,0.0,0.0,0.0,-0.0,1999.0,0.0,0.0,0.0,0.0,-0.0,1318.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.2699999999999996,-0.011902278485242189,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.6300000000000026,-0.012511333889108092,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.9500000000000028,-0.012445303749837698,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,2024-06-28,2024-07-01,3,22.55,22.25,50.04,49.38,75.86,74.85,3.3640449438202245,3.36533032272497,3.365360242126781,74.87926538732088,1.5157958687727824,1.516697137144923,1.5166655240734026,74.89294357874462,1.0,1.0,1.0,74.85,0.00039091072300210183,0.0005735639876656807,0.0,VCLT,IGLB,0.0,0.0005735639876656807,0.0005735639876656807,False,False,False,,,,,0,0,4496.0,0.0,0.0,0.0,0.0,-0.0,2026.0,0.0,0.0,0.0,0.0,-0.0,1336.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.3000000000000007,-0.013393057336438136,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.6599999999999966,-0.013277201681676863,-0.0,0.0,0.0,0.0,0.0,-0.0,-1.0100000000000051,-0.013403425395115569,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,2024-07-01,2024-07-02,1,22.25,22.44,49.38,49.82,74.85,75.56,3.3672014260249554,3.3653563261549087,3.36533032272497,75.51801244194833,1.516659975913288,1.51667114885022,1.516697137144923,75.56185137256006,1.0,1.0,1.0,75.56,-0.0005558394428684743,2.4501718888782007e-05,0.0,SPLB,IGLB,-0.0005558394428684743,2.4501718888782007e-05,0.0005803411617572563,False,False,False,,,,,0,0,4452.0,0.0,0.0,0.0,0.0,-0.0,2007.0,0.0,0.0,0.0,0.0,-0.0,1323.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.19000000000000128,0.008503072042246394,0.0,0.0,0.0,0.0,0.0,-0.0,0.4399999999999977,0.008871025917000789,0.0,0.0,0.0,0.0,0.0,-0.0,0.710000000000008,0.00944093176767153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,2024-07-02,2024-07-03,1,22.44,22.67,49.82,50.29,75.56,76.3,3.365681517423908,3.3653092587935154,3.3653563261549087,76.29262791393178,1.517200238616027,1.5166575181354143,1.51667114885022,76.27339207567756,1.0,1.0,1.0,76.3,-9.662440675848462e-05,-0.0003487885302960293,0.0,IGLB,VCLT,-0.0003487885302960293,0.0,0.0003487885302960293,False,False,True,,,,,0,0,4412.0,0.0,0.0,0.0,0.0,-0.0,1988.0,0.0,0.0,0.0,0.0,-0.0,1311.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.23000000000000043,0.010197383864942063,0.0,0.0,0.0,0.0,0.0,-0.0,0.46999999999999886,0.009389740349838917,0.0,0.0,0.0,0.0,0.0,-0.0,0.7399999999999949,0.009745895657102497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,2024-07-03,2024-07-05,2,22.67,22.82,50.29,50.67,76.3,76.82,3.366345311130587,3.365333841423216,3.3653092587935154,76.79635728566802,1.5160844681270966,1.5165780023430258,1.5166575181354143,76.84903644392145,1.0,1.0,1.0,76.82,-0.0003078150652235838,0.0003779088479886697,0.0,SPLB,IGLB,-0.0003078150652235838,0.0003779088479886697,0.0006857239132122535,False,False,False,,,,,0,0,4382.0,0.0,0.0,0.0,0.0,-0.0,1975.0,0.0,0.0,0.0,0.0,-0.0,1302.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.14999999999999858,0.006594879914491991,0.0,0.0,0.0,0.0,0.0,-0.0,0.38000000000000256,0.007527769303945156,0.0,0.0,0.0,0.0,0.0,-0.0,0.519999999999996,0.006792084627347277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,2024-07-05,2024-07-08,3,22.82,22.86,50.67,50.71,76.82,76.88,3.363079615048119,3.3652584283683824,3.365333841423216,76.93153161493471,1.516071780713863,1.516506296335446,1.5165780023430258,76.90567049881484,1.0,1.0,1.0,76.88,0.0006700618129438052,0.000333847737178734,0.0,VCLT,SPLB,0.0,0.0006700618129438052,0.0006700618129438052,False,False,False,,,,,0,0,4378.0,0.0,0.0,0.0,0.0,-0.0,1973.0,0.0,0.0,0.0,0.0,-0.0,1301.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.03999999999999915,0.00175131393273488,0.0,0.0,0.0,0.0,0.0,-0.0,0.03999999999999915,0.0007891103191092326,0.0,0.0,0.0,0.0,0.0,-0.0,0.060000000000002274,0.0007807417442784104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,2024-07-08,2024-07-09,1,22.86,22.78,50.71,50.54,76.88,76.62,3.363476733977173,3.365182154594417,3.3652584283683824,76.66058699823175,1.51602690937871,1.5164761341365862,1.516506296335446,76.64422821679345,1.0,1.0,1.0,76.62,0.0005295778151054082,0.0003161627116405597,0.0,VCLT,SPLB,0.0,0.0005295778151054082,0.0005295778151054082,False,False,False,,,,,0,0,4392.0,0.0,0.0,0.0,0.0,-0.0,1979.0,0.0,0.0,0.0,0.0,-0.0,1305.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0799999999999983,-0.0035057003476283858,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.1700000000000017,-0.00335802784687959,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.2599999999999909,-0.0033876253895339706,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,2024-07-09,2024-07-10,1,22.78,22.86,50.54,50.72,76.62,76.88,3.363079615048119,3.3650575195526797,3.365182154594417,76.92806405402837,1.5157728706624605,1.5164351095369624,1.5164761341365862,76.91566952340766,1.0,1.0,1.0,76.88,0.0006249874593832375,0.0004638560260865146,0.0,VCLT,SPLB,0.0,0.0006249874593832375,0.0006249874593832375,False,False,False,,,,,0,0,4378.0,0.0,0.0,0.0,0.0,-0.0,1973.0,0.0,0.0,0.0,0.0,-0.0,1301.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0799999999999983,0.003505700347628487,0.0,0.0,0.0,0.0,0.0,-0.0,0.17999999999999972,0.003555208168922378,0.0,0.0,0.0,0.0,0.0,-0.0,0.2599999999999909,0.003387625389534033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,2024-07-10,2024-07-11,1,22.86,23.02,50.72,51.06,76.88,77.42,3.3631624674196354,3.3649396288143136,3.3650575195526797,77.46362410010269,1.5162553858206032,1.516388208782276,1.5164351095369624,77.4291766929573,1.0,1.0,1.0,77.42,0.0005633145725989646,0.0001185242719920018,0.0,VCLT,SPLB,0.0,0.0005633145725989646,0.0005633145725989646,False,False,False,,,,,0,0,4348.0,0.0,0.0,0.0,0.0,-0.0,1959.0,0.0,0.0,0.0,0.0,-0.0,1292.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.16000000000000014,0.006974744927071951,0.0,0.0,0.0,0.0,0.0,-0.0,0.3400000000000034,0.006681101684367353,0.0,0.0,0.0,0.0,0.0,-0.0,0.5400000000000063,0.006999380487465051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,2024-07-11,2024-07-12,1,23.02,23.13,51.06,51.33,77.42,77.84,3.365326415910074,3.3649346148176953,3.3649396288143136,77.83105361447507,1.5164621079290863,1.5163580886904682,1.516388208782276,77.83620675679423,1.0,1.0,1.0,77.84,-0.00011493961564548361,-4.8732472168427885e-05,0.0,SPLB,VCLT,-0.00011493961564548361,0.0,0.00011493961564548361,False,False,True,,,,,0,0,4324.0,0.0,0.0,0.0,0.0,-0.0,1949.0,0.0,0.0,0.0,0.0,-0.0,1285.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.10999999999999943,0.004767072949611267,0.0,0.0,0.0,0.0,0.0,-0.0,0.269999999999996,0.005273964758873884,0.0,0.0,0.0,0.0,0.0,-0.0,0.4200000000000017,0.0054102927282477006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,2024-07-12,2024-07-15,3,23.13,22.92,51.33,50.86,77.84,77.13,3.3651832460732978,3.3649053322907774,3.3649346148176953,77.12430137162158,1.516515926071569,1.51634206823602,1.5163580886904682,77.12197239079721,1.0,1.0,1.0,77.13,-7.388615202730518e-05,-0.00010408436385751999,0.0,IGLB,VCLT,-0.00010408436385751999,0.0,0.00010408436385751999,False,False,True,,,,,0,0,4364.0,0.0,0.0,0.0,0.0,-0.0,1967.0,0.0,0.0,0.0,0.0,-0.0,1297.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.2099999999999973,-0.009120584396808854,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.46999999999999886,-0.009198616578238238,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.710000000000008,-0.009163127931841937,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,2024-07-15,2024-07-16,1,22.92,23.15,50.86,51.38,77.13,77.89,3.364578833693305,3.364893372762271,3.3649053322907774,77.89755844253149,1.5159595173219151,1.516285384989008,1.51634206823602,77.90965546596671,1.0,1.0,1.0,77.89,9.703525253221807e-05,0.0002523171955958198,0.0,VCLT,IGLB,0.0,0.0002523171955958198,0.0002523171955958198,False,False,True,,,,,0,0,4321.0,0.0,0.0,0.0,0.0,-0.0,1947.0,0.0,0.0,0.0,0.0,-0.0,1284.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.22999999999999687,0.009984888685704225,0.0,0.0,0.0,0.0,0.0,-0.0,0.5200000000000031,0.010172231687764084,0.0,0.0,0.0,0.0,0.0,-0.0,0.7600000000000051,0.009805264985949465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,2024-07-16,2024-07-17,1,23.15,23.17,51.38,51.41,77.89,77.98,3.3655589123867067,3.364947835186496,3.364893372762271,77.96457944690182,1.5168255203267849,1.5163052956699152,1.516285384989008,77.95223164228489,1.0,1.0,1.0,77.98,-0.00019776965897932915,-0.0003561593099283716,0.0,IGLB,VCLT,-0.0003561593099283716,0.0,0.0003561593099283716,False,False,True,,,,,0,0,4314.0,0.0,0.0,0.0,0.0,-0.0,1944.0,0.0,0.0,0.0,0.0,-0.0,1282.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.020000000000003126,0.0008635579120419842,0.0,0.0,0.0,0.0,0.0,-0.0,0.02999999999999403,0.0005837143856755806,0.0,0.0,0.0,0.0,0.0,-0.0,0.09000000000000341,0.0011548086225941522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,2024-07-17,2024-07-18,1,23.17,23.02,51.41,51.06,77.98,77.48,3.3657688966116424,3.3649065620127394,3.364947835186496,77.46109916599313,1.517430473952213,1.5163214918992953,1.5163052956699152,77.42254839690588,1.0,1.0,1.0,77.48,-0.000243974441931307,-0.0007417774119665608,0.0,IGLB,VCLT,-0.0007417774119665608,0.0,0.0007417774119665608,False,False,False,,,,,0,0,4344.0,0.0,0.0,0.0,0.0,-0.0,1958.0,0.0,0.0,0.0,0.0,-0.0,1291.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.15000000000000213,-0.0064949351505483735,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.3499999999999943,-0.006831294254075399,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.5,-0.006432545015656149,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
