,bop date,eop date,day count,bop FIDU price,eop FIDU price,bop IYJ price,eop IYJ price,bop XLI price,eop XLI price,bop VIS price,eop VIS price,eop VIS / eop FIDU,eop VIS / FIDU moving avg,bop VIS / FIDU moving avg,eop FIDU unit price,eop VIS / eop IYJ,eop VIS / IYJ moving avg,bop VIS / IYJ moving avg,eop IYJ unit price,eop VIS / eop XLI,eop VIS / XLI moving avg,bop VIS / XLI moving avg,eop XLI unit price,eop VIS / eop VIS,eop VIS / VIS moving avg,bop VIS / VIS moving avg,eop VIS unit price,FIDU unit price pct diff,IYJ unit price pct diff,XLI unit price pct diff,VIS unit price pct diff,min symbol,max symbol,min unit price pct diff,max unit price pct diff,unit price pct diff,month end liquidation,go group,exit group,current long symbol,current short symbol,new long symbol,new short symbol,current_position,new_position,FIDU shares per unit,eop FIDU shares,bop FIDU shares,eop FIDU shares traded,eop FIDU shares bought,eop FIDU shares sold,IYJ shares per unit,eop IYJ shares,bop IYJ shares,eop IYJ shares traded,eop IYJ shares bought,eop IYJ shares sold,XLI shares per unit,eop XLI shares,bop XLI shares,eop XLI shares traded,eop XLI shares bought,eop XLI shares sold,VIS shares per unit,eop VIS shares,bop VIS shares,eop VIS shares traded,eop VIS shares bought,eop VIS shares sold,FIDU daily commission,FIDU cop,FIDU pct cop,FIDU daily position pnl,FIDU investment amount,short FIDU investment amount,long FIDU investment amount,daily FIDU borrow cost,IYJ daily commission,IYJ cop,IYJ pct cop,IYJ daily position pnl,IYJ investment amount,short IYJ investment amount,long IYJ investment amount,daily IYJ borrow cost,XLI daily commission,XLI cop,XLI pct cop,XLI daily position pnl,XLI investment amount,short XLI investment amount,long XLI investment amount,daily XLI borrow cost,VIS daily commission,VIS cop,VIS pct cop,VIS daily position pnl,VIS investment amount,short VIS investment amount,long VIS investment amount,daily VIS borrow cost,daily total commissions,daily position pnl,net investment amount,gross investment amount,short investment amount,daily borrow cost,daily net profit,cumulative net profit,drawdown
0,2024-01-02,2024-01-03,1,,59.57,,111.53,,111.16,,214.01,3.592580157797549,,,,1.9188559132072087,,,,1.925242893127024,,,,1.0,,,,,,,,,,,,,False,False,False,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2024-01-03,2024-01-04,1,59.57,59.56,111.53,111.66,111.16,111.3,214.01,214.49,3.6012424445936873,,,,1.9209206519792228,,,,1.9271338724168914,,,,1.0,,,,,,,,,,,,,False,False,False,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00999999999999801,-0.00016788382478784584,,,,,,,0.12999999999999545,0.0011649268757687747,,,,,,,0.14000000000000057,0.0012586534071961062,,,,,,,0.4800000000000182,0.002240374332653814,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2024-01-04,2024-01-05,1,59.56,59.61,111.66,111.93,111.3,111.43,214.49,214.5,3.598389531957725,,,,1.9163763066202089,,,,1.92497532082922,,,,1.0,,,,,,,,,,,,,False,False,False,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.04999999999999716,0.000839137416026835,,,,,,,0.27000000000001023,0.0024151360189619444,,,,,,,0.13000000000000966,0.0011673327774635522,,,,,,,0.009999999999990905,4.662113336813381e-05,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2024-01-05,2024-01-08,3,59.61,60.0,111.93,112.81,111.43,112.16,214.5,216.05,3.6008333333333336,,,,1.9151670951156814,,,,1.92626604850214,,,,1.0,,,,,,,,,,,,,False,False,False,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.39000000000000057,0.006521216990265552,,,,,,,0.8799999999999955,0.007831311715652805,,,,,,,0.7299999999999898,0.006529832227317216,,,,,,,1.5500000000000114,0.0072001240098705675,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2024-01-08,2024-01-09,1,60.0,59.81,112.81,112.44,112.16,111.81,216.05,215.29,3.5995652900852697,,,,1.9147100675916044,,,,1.925498613719703,,,,1.0,,,,,,,,,,,,,False,False,False,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,-0.18999999999999773,-0.003171691165635019,,,,,,,-0.37000000000000455,-0.0032852415784978585,,,,,,,-0.3499999999999943,-0.003125421127003209,,,,,,,-0.7600000000000193,-0.0035239059047047524,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2024-01-09,2024-01-10,1,59.81,60.1,112.44,112.83,111.81,112.38,215.29,216.25,3.598169717138103,,,,1.9166001949836038,,,,1.924274781989678,,,,1.0,,,,,,,,,,,,,False,False,False,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.28999999999999915,0.004836970484696133,,,,,,,0.39000000000000057,0.00346251511202351,,,,,,,0.5699999999999932,0.005084983524775254,,,,,,,0.960000000000008,0.0044491893387512155,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2024-01-10,2024-01-11,1,60.1,60.01,112.83,112.62,112.38,112.12,216.25,215.82,3.596400599900017,,,,1.916355887053809,,,,1.924901890831252,,,,1.0,,,,,,,,,,,,,False,False,False,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09000000000000341,-0.0014986265397404588,,,,,,,-0.20999999999999375,-0.0018629413238821575,,,,,,,-0.2599999999999909,-0.002316259387464557,,,,,,,-0.4300000000000068,-0.0019904188764011442,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,2024-01-11,2024-01-12,1,60.01,60.03,112.62,112.76,112.12,112.11,215.82,215.78,3.594536065300683,,,,1.9136218517204682,,,,1.9247167960039246,,,,1.0,,,,,,,,,,,,,False,False,False,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.020000000000003126,0.0003332222623302721,,,,,,,0.14000000000000057,0.001242346419439421,,,,,,,-0.010000000000005116,-8.919413108538441e-05,,,,,,,-0.03999999999999204,-0.00018535681239348762,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2024-01-12,2024-01-16,4,60.03,59.44,112.76,111.85,112.11,110.98,215.78,213.73,3.595726783310902,,,,1.9108627626285204,,,,1.9258424941430887,,,,1.0,,,,,,,,,,,,,False,False,False,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5900000000000034,-0.009877036854248086,,,,,,,-0.9100000000000108,-0.008102978309773322,,,,,,,-1.1299999999999955,-0.010130527267746952,,,,,,,-2.0500000000000114,-0.009545833935474793,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,2024-01-16,2024-01-17,1,59.44,59.07,111.85,111.23,110.98,110.23,213.73,212.18,3.592009480277637,,,,1.9075788905870719,,,,1.924884332758777,,,,1.0,,,,,,,,,,,,,False,False,False,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,-0.36999999999999744,-0.006244219090359785,,,,,,,-0.6199999999999903,-0.005558558332200609,,,,,,,-0.75,-0.00678091292253105,,,,,,,-1.549999999999983,-0.007278565156593731,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2024-01-17,2024-01-18,1,59.07,59.78,111.23,112.46,110.23,111.72,212.18,214.99,3.5963532954165274,,,,1.9117019384670106,,,,1.9243644826351594,,,,1.0,,,,,,,,,,,,,False,False,False,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.7100000000000009,0.011947975536647969,,,,,,,1.2299999999999898,0.010997473260117635,,,,,,,1.4899999999999949,0.013426649101751982,,,,,,,2.8100000000000023,0.01315654438693103,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,2024-01-18,2024-01-19,1,59.78,60.22,112.46,113.44,111.72,112.45,214.99,216.68,3.598140152773165,,,,1.9100846262341327,,,,1.92690084481992,,,,1.0,,,,,,,,,,,,,False,False,False,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.4399999999999977,0.007333366197795979,,,,,,,0.980000000000004,0.008676459919761651,,,,,,,0.730000000000004,0.006512937328348722,,,,,,,1.6899999999999977,0.00783009537164156,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2024-01-19,2024-01-22,3,60.22,60.81,113.44,114.38,112.45,113.32,216.68,218.75,3.5972701858246996,,,,1.912484700122399,,,,1.9303741616660786,,,,1.0,,,,,,,,,,,,,False,False,False,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.5900000000000034,0.009749726078430712,,,,,,,0.9399999999999977,0.008252175703352667,,,,,,,0.8699999999999903,0.007706996556990935,,,,,,,2.069999999999993,0.009507914448025642,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2024-01-22,2024-01-23,1,60.81,60.67,114.38,114.16,113.32,113.23,218.75,218.27,3.5976594692599306,,,,1.9119656622284515,,,,1.9276693455797933,,,,1.0,,,,,,,,,,,,,False,False,False,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,-0.14000000000000057,-0.002304907177811906,,,,,,,-0.21999999999999886,-0.0019252653185890894,,,,,,,-0.0899999999999892,-0.0007945266363675862,,,,,,,-0.47999999999998977,-0.0021966966867376122,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2024-01-23,2024-01-24,1,60.67,60.23,114.16,113.41,113.23,112.53,218.27,216.71,3.5980408434335054,,,,1.9108544220086414,,,,1.9257975650937529,,,,1.0,,,,,,,,,,,,,False,False,False,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,-0.44000000000000483,-0.007278774898576889,,,,,,,-0.75,-0.006591402341341852,,,,,,,-0.7000000000000028,-0.006201295564042583,,,,,,,-1.5600000000000023,-0.0071727743267467935,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,2024-01-24,2024-01-25,1,60.23,60.78,113.41,114.28,112.53,113.61,216.71,218.87,3.601020072392234,,,,1.9152082604130207,,,,1.9265029486840948,,,,1.0,,,,,,,,,,,,,False,False,False,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.5500000000000043,0.009090220433017413,,,,,,,0.8700000000000045,0.007642006535333161,,,,,,,1.0799999999999983,0.009551677819907404,,,,,,,2.1599999999999966,0.009917892031754312,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2024-01-25,2024-01-26,1,60.78,60.75,114.28,114.36,113.61,113.43,218.87,218.67,3.599506172839506,,,,1.9121196222455403,,,,1.9277968791325044,,,,1.0,,,,,,,,,,,,,False,False,False,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,-0.030000000000001137,-0.0004937052679891822,,,,,,,0.0799999999999983,0.0006997900915387318,,,,,,,-0.1799999999999926,-0.0015856240108619278,,,,,,,-0.20000000000001705,-0.0009142021937625824,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,2024-01-26,2024-01-29,3,60.75,61.26,114.36,115.34,113.43,114.17,218.67,220.49,3.599249102187398,,,,1.9116525056355125,,,,1.9312428834194622,,,,1.0,,,,,,,,,,,,,False,False,False,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.509999999999998,0.008360019183971282,,,,,,,0.980000000000004,0.008532920733155458,,,,,,,0.7399999999999949,0.006502659117284498,,,,,,,1.8200000000000216,0.00828859832233742,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2024-01-29,2024-01-30,1,61.26,61.28,115.34,115.63,114.17,114.21,220.49,220.56,3.5992167101827675,,,,1.9074634610395227,,,,1.9311794063567114,,,,1.0,,,,,,,,,,,,,False,False,False,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.020000000000003126,0.0003264240277067487,,,,,,,0.28999999999999204,0.002511149953603713,,,,,,,0.03999999999999204,0.0003502933742798572,,,,,,,0.06999999999999318,0.00031742433097277514,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,2024-01-30,2024-01-31,1,61.28,60.54,115.63,114.13,114.21,112.89,220.56,217.83,3.5981169474727457,3.5977013177738693,,,1.9086129851923248,1.913159890253698,,,1.9295774647887325,1.9267571513248953,,,1.0,1.0,,,,,,,,,,,,True,False,False,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,-0.740000000000002,-0.012149221838763345,,,,,,,-1.5,-0.013057288575361805,,,,,,,-1.3199999999999932,-0.011624965789060039,,,,,,,-2.7299999999999898,-0.012454824655276163,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,2024-01-31,2024-02-01,1,60.54,61.65,114.13,116.08,112.89,114.81,217.83,221.74,3.596755879967559,3.59791010388237,3.5977013177738693,221.79828624075904,1.9102343211578223,1.9127288106512286,1.913159890253698,222.07960006064926,1.931364863687832,1.9270632498529356,1.9267571513248953,221.21098854361125,1.0,1.0,1.0,221.74,0.00026282394509181815,0.001530352092971108,-0.0023885789696173306,0.0,XLI,IYJ,-0.0023885789696173306,0.001530352092971108,0.003918931062588438,False,True,False,,,XLI,IYJ,0,1,1623.0,0.0,0.0,0.0,0.0,-0.0,863.0,-863.0,0.0,-863.0,0.0,863.0,869.0,869.0,0.0,869.0,869.0,-0.0,451.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1.1099999999999994,0.018168926016780603,0.0,0.0,0.0,0.0,0.0,-4.315,1.9500000000000028,0.01694145901042384,0.0,0.0,0.0,0.0,0.0,-4.345,1.9200000000000017,0.01686469483226501,0.0,0.0,0.0,0.0,0.0,-0.0,3.9099999999999966,0.01779058228394054,0.0,0.0,0.0,0.0,0.0,-8.66,0.0,0.0,0.0,0.0,0.0,-8.66,-8.66,-8.66
21,2024-02-01,2024-02-02,1,61.65,62.02,116.08,116.73,114.81,115.58,221.74,223.01,3.59577555627217,3.597636759466294,3.59791010388237,223.1423846427846,1.9104771695365372,1.9122066365290942,1.9127288106512286,223.27283406731792,1.9294860702543692,1.9271808597448097,1.9270632498529356,222.7299704180023,1.0,1.0,1.0,223.01,0.0005934503601317193,0.0011778812790561306,-0.0012564707561484464,0.0,XLI,IYJ,-0.0012564707561484464,0.0011778812790561306,0.002434352035204577,False,True,False,XLI,IYJ,XLI,IYJ,1,1,1612.0,0.0,0.0,0.0,0.0,-0.0,857.0,-857.0,-863.0,6.0,6.0,-0.0,863.0,863.0,869.0,-6.0,0.0,6.0,448.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.37000000000000455,0.005983684061949668,0.0,0.0,0.0,0.0,0.0,-0.03,0.6500000000000057,0.00558396708863943,-560.9500000000049,-100177.04,-100177.04,0.0,-2.7826955555555557,-0.03,0.769999999999996,0.006684342783911362,669.1299999999966,99769.89,0.0,99769.89,0.0,-0.0,1.2699999999999818,0.005711089159820963,0.0,0.0,0.0,0.0,0.0,-0.06,108.17999999999165,-407.1499999999942,199946.93,-100177.04,-2.7826955555555557,105.33730444443609,96.67730444443609,0.0
22,2024-02-02,2024-02-05,3,62.02,61.51,116.73,115.73,115.58,114.95,223.01,221.33,3.5982767029751264,3.5976311180171643,3.597636759466294,221.29063707477172,1.9124686770932342,1.9120112550527455,1.9122066365290942,221.29967404551206,1.9254458460200088,1.9272043860043493,1.9271808597448097,221.52943982766587,1.0,1.0,1.0,221.33,-0.00017786303680822772,-0.00013702630579751738,0.0009006913851778539,0.0,FIDU,XLI,-0.00017786303680822772,0.0009006913851778539,0.0010785544219860817,False,False,False,XLI,IYJ,XLI,IYJ,1,1,1626.0,0.0,0.0,0.0,0.0,-0.0,864.0,-864.0,-857.0,-7.0,0.0,7.0,871.0,871.0,863.0,8.0,8.0,-0.0,452.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.5100000000000051,-0.008257150452026114,-0.0,0.0,0.0,0.0,0.0,-0.035,-1.0,-0.00860368380458551,857.0,-100037.61,-100037.61,0.0,-8.336467500000001,-0.04,-0.6299999999999955,-0.005465679680441359,-543.6899999999961,99745.54,0.0,99745.54,0.0,-0.0,-1.6799999999999784,-0.0075618130500727946,-0.0,0.0,0.0,0.0,0.0,-0.07500000000000001,313.3100000000039,-292.070000000007,199783.15,-100037.61,-8.336467500000001,304.8985325000039,401.57583694443997,0.0
23,2024-02-05,2024-02-06,1,61.51,62.08,115.73,116.51,114.95,115.98,221.33,223.34,3.5976159793814433,3.5974702503195695,3.5976311180171643,223.34093980650556,1.9169170028323748,1.9120987504385802,1.9120112550527455,222.76843132619538,1.9256768408346265,1.9271749256209734,1.9272043860043493,223.51716468878445,1.0,1.0,1.0,223.34,4.2079543666406975e-06,-0.0025624666400495787,0.0007929365894379045,0.0,IYJ,XLI,-0.0025624666400495787,0.0007929365894379045,0.003355403229487483,False,True,False,XLI,IYJ,IYJ,XLI,1,1,1612.0,0.0,0.0,0.0,0.0,-0.0,857.0,857.0,-864.0,1721.0,1721.0,-0.0,863.0,-863.0,871.0,-1734.0,0.0,1734.0,448.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.5700000000000003,0.009224112654686393,0.0,0.0,0.0,0.0,0.0,-8.605,0.7800000000000011,0.0067172143718632745,-673.920000000001,-99990.72,-99990.72,0.0,-2.77752,-8.67,1.0300000000000011,0.008920511239103916,897.130000000001,100121.45,0.0,100121.45,0.0,-0.0,2.009999999999991,0.009040473563692177,0.0,0.0,0.0,0.0,0.0,-17.275,223.21000000000004,130.72999999999593,200112.16999999998,-99990.72,-2.77752,203.15748000000002,604.73331694444,0.0
24,2024-02-06,2024-02-07,1,62.08,62.49,116.51,117.44,115.98,116.75,223.34,224.79,3.597215554488718,3.5973527635397415,3.5974702503195695,224.8059159424699,1.91408378746594,1.912067436432297,1.9120987504385802,224.55687725150685,1.9253961456102784,1.9271698022155022,1.9271749256209734,224.99767256624864,1.0,1.0,1.0,224.79,7.08010989965663e-05,-0.0010376071636889095,0.0009234249565839598,0.0,IYJ,XLI,-0.0010376071636889095,0.0009234249565839598,0.0019610321202728695,False,True,False,IYJ,XLI,IYJ,XLI,1,1,1601.0,0.0,0.0,0.0,0.0,-0.0,851.0,851.0,857.0,-6.0,0.0,6.0,858.0,-858.0,-863.0,5.0,5.0,-0.0,445.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.4100000000000037,0.006582668066027039,0.0,0.0,0.0,0.0,0.0,-0.03,0.9299999999999926,0.007950458634355654,797.0099999999936,99849.07,0.0,99849.07,0.0,-0.025,0.769999999999996,0.006617134100712075,-664.5099999999966,-100090.74,-100090.74,0.0,-2.7802983333333335,-0.0,1.4499999999999886,0.006471359026683045,0.0,0.0,0.0,0.0,0.0,-0.055,132.49999999999704,-241.66999999999825,199939.81,-100090.74,-2.7802983333333335,129.66470166666372,734.3980186111038,0.0
25,2024-02-07,2024-02-08,1,62.49,62.66,117.44,117.36,116.75,116.77,224.79,225.54,3.5994254707947655,3.597415551222575,3.5973527635397415,225.41012416340018,1.9217791411042944,1.9123263837383315,1.912067436432297,224.40023433969438,1.9314892523764666,1.9275305257348418,1.9271698022155022,225.03561780470417,1.0,1.0,1.0,225.54,-0.0005760097768314737,-0.005066308861607366,-0.002238835773817961,0.0,IYJ,VIS,-0.005066308861607366,0.0,0.005066308861607366,False,True,False,IYJ,XLI,IYJ,VIS,1,1,1594.0,0.0,0.0,0.0,0.0,-0.0,847.0,847.0,851.0,-4.0,0.0,4.0,854.0,0.0,-858.0,858.0,858.0,-0.0,443.0,-443.0,0.0,-443.0,0.0,443.0,-0.0,0.1699999999999946,0.002716741583055264,0.0,0.0,0.0,0.0,0.0,-0.02,-0.0799999999999983,-0.0006814310314792114,-68.07999999999855,99941.44,0.0,99941.44,0.0,-4.29,0.01999999999999602,0.000171291538616789,-17.159999999996586,-100171.5,-100171.5,0.0,-2.782541666666667,-2.215,0.75,0.00333089375981258,0.0,0.0,0.0,0.0,0.0,-6.5249999999999995,-85.23999999999513,-230.05999999999767,200112.94,-100171.5,-2.782541666666667,-94.5475416666618,639.850476944442,-94.5475416666618
26,2024-02-08,2024-02-09,1,62.66,62.84,117.36,117.67,116.77,116.95,225.54,226.13,3.5985041374920432,3.5975207281021766,3.597415551222575,226.06159323882662,1.921730262598793,1.9125951025155807,1.9123263837383315,225.02344557448947,1.9335613510047027,1.9279634987435146,1.9275305257348418,225.42469498468975,1.0,1.0,1.0,226.13,-0.0003025565389451614,-0.0049054558059049075,-0.0031238988176539814,0.0,IYJ,VIS,-0.0049054558059049075,0.0,0.0049054558059049075,False,True,False,IYJ,VIS,IYJ,VIS,1,1,1590.0,0.0,0.0,0.0,0.0,-0.0,845.0,845.0,847.0,-2.0,0.0,2.0,852.0,0.0,0.0,0.0,0.0,-0.0,442.0,-442.0,-443.0,1.0,1.0,-0.0,-0.0,0.18000000000000682,0.0028685278633749462,0.0,0.0,0.0,0.0,0.0,-0.01,0.3100000000000023,0.0026379626411112095,262.5700000000019,99403.92,0.0,99403.92,0.0,-0.0,0.18000000000000682,0.001540304942564522,0.0,0.0,0.0,0.0,0.0,-0.005,0.5900000000000034,0.0026125283307611245,-261.3700000000015,-99914.22,-99914.22,0.0,-2.775395,-0.015,1.2000000000004434,-510.3000000000029,199318.14,-99914.22,-2.775395,-1.5903949999995566,638.2600819444424,-96.1379366666614
27,2024-02-09,2024-02-12,3,62.84,63.08,117.67,118.03,116.95,117.12,226.13,226.94,3.5976537729866838,3.597676613486476,3.5975207281021766,226.9316075286853,1.9227315089384054,1.9130505853764774,1.9125951025155807,225.743599949914,1.9376707650273224,1.9286111971946842,1.9279634987435146,225.80308497284042,1.0,1.0,1.0,226.94,-3.6981697803635814e-05,-0.005285823634116065,-0.005022351327677985,0.0,IYJ,VIS,-0.005285823634116065,0.0,0.005285823634116065,False,True,False,IYJ,VIS,IYJ,VIS,1,1,1587.0,0.0,0.0,0.0,0.0,-0.0,843.0,843.0,845.0,-2.0,0.0,2.0,850.0,0.0,0.0,0.0,0.0,-0.0,441.0,-441.0,-442.0,1.0,1.0,-0.0,-0.0,0.23999999999999488,0.0038119487074170844,0.0,0.0,0.0,0.0,0.0,-0.01,0.35999999999999943,0.0030547329651401047,304.19999999999953,99431.15,0.0,99431.15,0.0,-0.0,0.1700000000000017,0.0014525571828133093,0.0,0.0,0.0,0.0,0.0,-0.005,0.8100000000000023,0.0035756102279407395,-358.020000000001,-99949.45999999999,-99949.45999999999,0.0,-8.329121666666667,-0.015,-53.82000000000147,-518.3099999999977,199380.61,-99949.45999999999,-8.329121666666667,-62.16412166666814,576.0959602777742,-158.30205833332957
28,2024-02-12,2024-02-13,1,63.08,62.12,118.03,116.47,117.12,115.92,226.94,223.61,3.5996458467482295,3.597872566658342,3.597676613486476,223.4876712297799,1.9198935348158326,1.9135021239858432,1.9130505853764774,222.81300167879832,1.9290027605244997,1.9287692105137544,1.9286111971946842,223.5646099788078,1.0,1.0,1.0,223.61,-0.000547212750789637,-0.003570600820124823,-0.00020300804354818293,0.0,IYJ,VIS,-0.003570600820124823,0.0,0.003570600820124823,False,True,False,IYJ,VIS,IYJ,VIS,1,1,1608.0,0.0,0.0,0.0,0.0,-0.0,855.0,855.0,843.0,12.0,12.0,-0.0,862.0,0.0,0.0,0.0,0.0,-0.0,447.0,-447.0,-441.0,-6.0,0.0,6.0,-0.0,-0.9600000000000009,-0.015335763814351375,-0.0,0.0,0.0,0.0,0.0,-0.06,-1.5600000000000023,-0.013305100326417163,-1315.080000000002,99499.29000000001,0.0,99499.29000000001,0.0,-0.0,-1.2000000000000028,-0.010298752200574473,-0.0,0.0,0.0,0.0,0.0,-0.03,-3.329999999999984,-0.014782202362788889,1468.529999999993,-100080.54,-100080.54,0.0,-2.7800149999999997,-0.09,153.44999999999095,-581.2499999999854,199579.83000000002,-100080.54,-2.7800149999999997,150.57998499999096,726.6759452777652,-7.722073333338585
29,2024-02-13,2024-02-14,1,62.12,63.29,116.47,117.89,115.92,117.86,223.61,227.65,3.596934744825407,3.598118829885732,3.597872566658342,227.70935474380647,1.9310374077529902,1.914675049844139,1.9135021239858432,225.58276539669106,1.9315289326319363,1.9291014405074125,1.9287692105137544,227.32473915115108,1.0,1.0,1.0,227.65,0.0002606940805071428,-0.009122239593310533,-0.001429797640489832,0.0,IYJ,FIDU,-0.009122239593310533,0.0002606940805071428,0.009382933673817677,False,True,False,IYJ,VIS,IYJ,FIDU,1,1,1579.0,-1579.0,0.0,-1579.0,0.0,1579.0,840.0,840.0,855.0,-15.0,0.0,15.0,847.0,0.0,0.0,0.0,0.0,-0.0,439.0,0.0,-447.0,447.0,447.0,-0.0,-7.8950000000000005,1.1700000000000017,0.01865934050672766,0.0,0.0,0.0,0.0,0.0,-0.075,1.4200000000000017,0.012118257189475614,1214.1000000000015,99581.85,0.0,99581.85,0.0,-0.0,1.9399999999999977,0.016597181397340326,0.0,0.0,0.0,0.0,0.0,-2.235,4.039999999999992,0.017905898780736573,-1805.8799999999965,-99953.67000000001,-99953.67000000001,0.0,-2.776490833333334,-10.205,-591.779999999995,-371.820000000007,199535.52000000002,-99953.67000000001,-2.776490833333334,-604.7614908333284,121.91445444443684,-612.483564166667
30,2024-02-14,2024-02-15,1,63.29,63.83,117.89,118.98,117.86,118.74,227.65,229.49,3.595331348895504,3.59806773255968,3.598118829885732,229.66792491160626,1.9288115649689024,1.9155305311692339,1.914675049844139,227.80803743045567,1.9327101229577228,1.9295187225235408,1.9291014405074125,229.06150504585014,1.0,1.0,1.0,229.49,0.0007750053341501245,-0.007356122338042051,-0.0018689070874518682,0.0,IYJ,FIDU,-0.007356122338042051,0.0007750053341501245,0.008131127672192175,False,True,False,IYJ,FIDU,IYJ,FIDU,1,1,1569.0,-1569.0,-1579.0,10.0,10.0,-0.0,835.0,835.0,840.0,-5.0,0.0,5.0,841.0,0.0,0.0,0.0,0.0,-0.0,436.0,0.0,0.0,0.0,0.0,-0.0,-0.05,0.5399999999999991,0.008495960480751897,-852.6599999999986,-99934.91,-99934.91,0.0,-2.7759697222222224,-0.025,1.0900000000000034,0.009203425455723547,915.6000000000029,99027.6,0.0,99027.6,0.0,-0.0,0.8799999999999955,0.007438749432762048,0.0,0.0,0.0,0.0,0.0,-0.0,1.8400000000000034,0.008050093785729158,0.0,0.0,0.0,0.0,0.0,-0.07500000000000001,62.94000000000426,-907.3099999999977,198962.51,-99934.91,-2.7759697222222224,60.08903027778204,182.00348472221887,-552.3945338888849
