date,XLRE,IYR,IYR/XLRE,IYR/XLRE avg,IYR/XLRE 10 dma,IYR/XLRE 20 dma,XLRE avg,XLRE 10 dma,XLRE 20 dma,avg diff,10 dma diff,20 dma diff,XLRE div,IYR div,XLRE*,IYR*,IYR*/XLRE*,IYR*/XLRE* avg,IYR*/XLRE* 10 dma,IYR*/XLRE* 20 dma,XLRE* avg,XLRE* 10 dma,XLRE* 20 dma,avg diff*,10 dma diff*,20 dma diff*
2026-01-22,41.14,95.76,2.3276616431696646,2.3160735817361386,2.331191891200543,,95.28326715262475,95.94086669098587,,0.004990846775609039,-0.0018869684605477373,,0.0,0.0,41.14,95.76,2.3276616431696646,2.3165395559990167,2.331191891200543,,95.30243733379955,95.94086669098587,,0.004789675535708181,-0.0018869684605477373,
2026-01-23,41.25,96.04,2.3282424242424242,2.3160735817361386,2.3301387844655377,,95.53803524661572,96.16166551202241,,0.005240328323064967,-0.0012660195003908583,,0.0,0.0,41.25,96.04,2.3282424242424242,2.3165395559990167,2.3301387844655377,,95.55725668495944,96.16166551202241,,0.005039157083164056,-0.0012660195003908583,
2026-01-26,41.22,95.94,2.3275109170305677,2.3160735817361386,2.328963950242668,,95.46855303916364,96.04832069566946,,0.004926090362307208,-0.0011284093404302466,,0.0,0.0,41.22,95.94,2.3275109170305677,2.3165395559990167,2.328963950242668,,95.48776049827947,96.04832069566946,,0.004724919122406331,-0.0011284093404302466,
2026-01-27,41.25,96.03,2.328,2.3160735817361386,2.32815981434902,,95.53803524661572,96.06976294751006,,0.0051361996198936895,-0.0004139822711682151,,0.0,0.0,41.25,96.03,2.328,2.3165395559990167,2.32815981434902,,95.55725668495944,96.06976294751006,,0.004935028379992892,-0.0004139822711682151,
2026-01-28,40.85,95.08,2.3275397796817625,2.3160735817361386,2.3277596266685276,,94.61160581392127,95.10532841615748,,0.0049384909366835435,-0.0002663551023431314,,0.0,0.0,40.85,95.08,2.3275397796817625,2.3165395559990167,2.3277596266685276,,94.63064086255984,95.10532841615748,,0.004737319696782622,-0.0002663551023431314,
2026-01-29,41.37,96.27,2.3270485859318346,2.3160735817361386,2.327678788233443,,95.81596407642405,96.29941575527698,,0.0047274330672574675,-0.00030550807240507246,,0.0,0.0,41.37,96.27,2.3270485859318346,2.3165395559990167,2.327678788233443,,95.83524143167932,96.29941575527698,,0.004526261827356524,-0.00030550807240507246,
2026-01-30,41.43,96.21,2.3222302679217957,2.3160735817361386,2.3272159637066783,2.3296832723825815,95.95492849132822,96.43573219651155,,0.0026547160345650263,-0.002343496502595059,,0.0,0.0,41.43,96.21,2.3222302679217957,2.3165395559990167,2.3272159637066783,2.3296832723825815,95.97423380503926,96.43573219651155,,0.002453544794664257,-0.002343496502595059,
2026-02-02,40.96,95.23,2.324951171875,2.3160735817361386,2.3268041867932543,2.329548958762364,94.86637390791223,95.32276587342554,95.42382683679054,0.003825707225404788,-0.0009736503202018045,-0.0020332862632114197,0.0,0.0,40.96,95.23,2.324951171875,2.3165395559990167,2.3268041867932543,2.329548958762364,94.88546021371972,95.32276587342554,95.42382683679054,0.0036245359855039336,-0.0009736503202018045,-0.0020332862632114197
2026-02-03,40.81,95.0,2.327860818426856,2.3160735817361386,2.326715872500674,2.3295309188031728,94.51896287065182,94.95687886303271,95.06889300709209,0.00507641193352883,0.0004540097517508028,-0.0007249267254538878,0.0,0.0,40.81,95.0,2.327860818426856,2.3165395559990167,2.326715872500674,2.3295309188031728,94.53797928031987,94.95687886303271,95.06889300709209,0.004875240693627902,0.0004540097517508028,-0.0007249267254538878
2026-02-04,41.46,96.36,2.3241678726483355,2.3160735817361386,2.3265213480928244,2.3292896809859585,96.02441069878031,96.46564007387795,96.58235189357954,0.003488740489739392,-0.0010957057827632795,-0.0023048541684252354,0.0,0.0,41.46,96.36,2.3241678726483355,2.3165395559990167,2.3265213480928244,2.3292896809859585,96.04372999171923,96.46564007387795,96.58235189357954,0.003287569249838485,-0.0010957057827632795,-0.0023048541684252354
2026-02-05,41.23,96.14,2.331797235023042,2.3160735817361386,2.326934907278162,2.3290633992393523,95.491713774981,95.92247518186714,96.03661354705106,0.0067659854977083446,0.0022651474311670416,0.0010759525939676214,0.0,0.0,41.23,96.14,2.331797235023042,2.3165395559990167,2.326934907278162,2.3290633992393523,95.51092589383946,95.92247518186714,96.03661354705106,0.0065648142578075,0.0022651474311670416,0.0010759525939676214
2026-02-06,41.99,97.66,2.3257918552036196,2.3160735817361386,2.326689850374281,2.3284143174199095,97.25192969710046,97.70799675661003,97.79737213406041,0.004187233688114588,-0.0004913471845181219,-0.0014056482513748001,0.0,0.0,41.99,97.66,2.3257918552036196,2.3165395559990167,2.326689850374281,2.3284143174199095,97.27149595639872,97.70799675661003,97.79737213406041,0.003986062448213622,-0.0004913471845181219,-0.0014056482513748001
2026-02-09,42.25,98.06,2.3209467455621304,2.3160735817361386,2.3260334332274377,2.3274986917350526,97.85410882835185,98.30264617831338,98.37550491099117,0.002101852170606786,-0.002471409980870233,-0.0032123030145608054,0.0,0.0,42.25,98.06,2.3209467455621304,2.3165395559990167,2.3260334332274377,2.3274986917350526,97.87379624095846,98.30264617831338,98.37550491099117,0.0019006809307057758,-0.002471409980870233,-0.0032123030145608054
2026-02-10,42.84,99.32,2.318394024276377,2.3160735817361386,2.3250728356550754,2.3266163250020475,99.22059224157618,99.64727227946344,99.71004395392966,0.001001384811120084,-0.0032897126332864283,-0.003919453018306348,0.0,0.0,42.84,99.32,2.318394024276377,2.3165395559990167,2.3250728356550754,2.3266163250020475,99.24055457899789,99.64727227946344,99.71004395392966,0.0008002135712190941,-0.0032897126332864283,-0.003919453018306348
2026-02-11,42.8,98.93,2.3114485981308412,2.3160735817361386,2.3234637174999833,2.3256116720842552,99.12794929830673,99.51311736603722,99.57917871008763,-0.0019989035019174414,-0.005876938964727392,-0.006540564306107685,0.0,0.0,42.8,98.93,2.3114485981308412,2.3165395559990167,2.3234637174999833,2.3256116720842552,99.1478929967579,99.51311736603722,99.57917871008763,-0.0022000747418182546,-0.005876938964727392,-0.006540564306107685
2026-02-12,42.87,98.87,2.3062747842313973,2.3160735817361386,2.3213863373299395,2.3245325627816915,99.29007444902825,99.60688956922428,99.69897238225201,-0.0042397549501416365,-0.007425478670981891,-0.00834951390685629,0.0,0.0,42.87,98.87,2.3062747842313973,2.3165395559990167,2.3213863373299395,2.3245325627816915,99.31005076567784,99.60688956922428,99.69897238225201,-0.004440926190042543,-0.007425478670981891,-0.00834951390685629
2026-02-13,43.5,100.22,2.3039080459770114,2.3160735817361386,2.3195541151354613,2.3233850394210696,100.74920080552204,100.98030567385237,101.11716648100358,-0.005266498812357548,-0.00755773496781572,-0.008912139123528515,0.0,0.0,43.5,100.22,2.3039080459770114,2.3165395559990167,2.3195541151354613,2.3233850394210696,100.76947068595723,100.98030567385237,101.11716648100358,-0.005467670052258351,-0.00755773496781572,-0.008912139123528515
2026-02-17,43.94,101.21,2.3033682294037323,2.3160735817361386,2.317395820888334,2.322100003840794,101.76827318148592,101.92120781905216,102.08953863216179,-0.005500831004952008,-0.007002476210715077,-0.008652691743355262,0.0,0.0,43.94,101.21,2.3033682294037323,2.3165395559990167,2.317395820888334,2.322100003840794,101.78874809059678,101.92120781905216,102.08953863216179,-0.0057020022448527816,-0.007002476210715077,-0.008652691743355262
2026-02-18,43.35,100.01,2.3070357554786622,2.3160735817361386,2.3153133145935145,2.3210145935470945,100.40178976826161,100.45910883550928,100.66303516649843,-0.003909852487423717,-0.004480586455080287,-0.0065084725626521475,0.0,0.0,43.35,100.01,2.3070357554786622,2.3165395559990167,2.3153133145935145,2.3210145935470945,100.42198975255738,100.45910883550928,100.66303516649843,-0.004111023727324699,-0.004480586455080287,-0.0065084725626521475
2026-02-19,43.2,99.83,2.3108796296296292,2.3160735817361386,2.313984490291644,2.3202529191922343,100.0543787310012,100.02153519043983,100.2678304412345,-0.002245086151028545,-0.001916775359263123,-0.004376170786109943,0.0,0.0,43.2,99.83,2.3108796296296292,2.3165395559990167,2.313984490291644,2.3202529191922343,100.07450881915753,100.02153519043983,100.2678304412345,-0.0024462573909294003,-0.001916775359263123,-0.004376170786109943
2026-02-20,43.56,100.54,2.308080808080808,2.3160735817361386,2.311612847597421,2.3192738774377917,100.8881652204262,100.79716439710403,101.07021716001373,-0.003456970049628204,-0.002554565996044626,-0.005259836429843898,0.0,0.0,43.56,100.54,2.308080808080808,2.3165395559990167,2.311612847597421,2.3192738774377917,100.90846305931717,100.79716439710403,101.07021716001373,-0.0036581412895290598,-0.002554565996044626,-0.005259836429843898
2026-02-23,43.61,100.51,2.304746617748223,2.3160735817361386,2.309508323851881,2.3180990871130813,101.003968899513,100.80943628372353,101.1435337950621,-0.004902587067324083,-0.0029747401449383096,-0.006283409643552876,0.0,0.0,43.61,100.51,2.304746617748223,2.3165395559990167,2.309508323851881,2.3180990871130813,101.02429003711711,100.80943628372353,101.1435337950621,-0.005103758307225025,-0.0029747401449383096,-0.006283409643552876
2026-02-24,43.73,100.76,2.304139034987423,2.3160735817361386,2.3078275527944103,2.3169304930109242,101.28189772932133,100.99479900204275,101.37047307945504,-0.005166244189717279,-0.0023275690016557027,-0.006040404757596759,0.0,0.0,43.73,100.76,2.304139034987423,2.3165395559990167,2.3078275527944103,2.3169304930109242,101.30227478383699,100.99479900204275,101.37047307945504,-0.005367415429618169,-0.0023275690016557027,-0.006040404757596759
2026-02-25,43.44,100.37,2.310543278084715,2.3160735817361386,2.3070424781752443,2.31605765691516,100.61023639061786,100.25202889338918,100.64746061639454,-0.002390648049268602,0.0011760535057761222,-0.002760564099732572,0.0,0.0,43.44,100.37,2.310543278084715,2.3165395559990167,2.3070424781752443,2.31605765691516,100.63047831259728,100.25202889338918,100.64746061639454,-0.0025918192891693755,0.0011760535057761222,-0.002760564099732572
2026-02-26,43.63,101.05,2.3160669264267706,2.3160735817361386,2.3075043110048368,2.31548401425241,101.05029037114774,100.65626332278592,101.04959557120843,-2.8735351860328755e-06,0.0039040649589148248,4.002272151295959e-06,0.0,0.0,43.63,101.05,2.3160669264267706,2.3165395559990167,2.3075043110048368,2.31548401425241,101.07062082823711,100.65626332278592,101.04959557120843,-0.00020404477508689946,0.0039040649589148248,4.002272151295959e-06
2026-02-27,43.84,101.28,2.31021897810219,2.3160735817361386,2.3078987303919165,2.3146425338609276,101.53666582331232,101.16098899445205,101.51081918482566,-0.002531014493191736,0.0011757601051968793,-0.0022764273592981873,0.0,0.0,43.84,101.28,2.31021897810219,2.3165395559990167,2.3078987303919165,2.3146425338609276,101.5570941349969,101.16098899445205,101.51081918482566,-0.0027321857330926736,0.0011757601051968793,-0.0022764273592981873
2026-03-02,43.92,101.54,2.311930783242259,2.3160735817361386,2.308701004118441,2.314127559626951,101.72195170985121,101.36291223881298,101.65910008717194,-0.0017903179313245063,0.0017455422812553177,-0.0011722502782688662,0.0,0.0,43.92,101.54,2.311930783242259,2.3165395559990167,2.308701004118441,2.314127559626951,101.74241729947681,101.36291223881298,101.65910008717194,-0.001991489171225357,0.0017455422812553177,-0.0011722502782688662
2026-03-03,43.7,100.96,2.3102974828375284,2.3160735817361386,2.309393929461821,2.313394875175077,101.21241552186926,100.89023387997587,101.12737435569777,-0.002497033557939197,0.000691266207238998,-0.001656455723690675,0.0,0.0,43.7,100.96,2.3102974828375284,2.3165395559990167,2.309393929461821,2.313394875175077,101.23277859715704,100.89023387997587,101.12737435569777,-0.0026982047978400584,0.000691266207238998,-0.001656455723690675
2026-03-04,43.76,101.06,2.3094149908592323,2.3160735817361386,2.309631852999878,2.3124725837966964,101.35137993677343,101.05907835324928,101.23415973766137,-0.002879088499260828,9.119839237777846e-06,-0.001721846848328788,0.0,0.0,43.76,101.06,2.3094149908592323,2.3165395559990167,2.309631852999878,2.3124725837966964,101.37177097051696,101.05907835324928,101.23415973766137,-0.003080259739161651,9.119839237777846e-06,-0.001721846848328788
2026-03-05,43.34,100.18,2.3114905399169356,2.3160735817361386,2.3096929440286083,2.3118387171601262,100.37862903244425,100.09944450901472,100.22256178174884,-0.001980758428039835,0.000804430984186002,-0.0004247628574240431,0.0,0.0,43.34,100.18,2.3114905399169356,2.3165395559990167,2.3096929440286083,2.3118387171601262,100.3988243569974,100.09944450901472,100.22256178174884,-0.00218192966794076,0.000804430984186002,-0.0004247628574240431
2026-03-06,42.89,99.02,2.3086966658894847,2.3160735817361386,2.309754529809476,2.3106836887034485,99.336395920663,99.06273036938701,99.15476257899782,-0.0031901788448098706,-0.0004314396310082125,-0.0013600379585837774,0.0,0.0,42.89,99.02,2.3086966658894847,2.3165395559990167,2.309754529809476,2.3106836887034485,99.35638155679783,99.06273036938701,99.15476257899782,-0.003391350084710702,-0.0004314396310082125,-0.0013600379585837774
2026-03-09,42.98,99.23,2.308748255002327,2.3160735817361386,2.3101546935348867,2.309831508693384,99.54484254301923,99.27324969121128,99.31318494047422,-0.0031678335375117384,-0.00043575802373934384,-0.0008379531673838613,0.0,0.0,42.98,99.23,2.308748255002327,2.3165395559990167,2.3101546935348867,2.309831508693384,99.56487011683774,99.27324969121128,99.31318494047422,-0.0033690047774127285,-0.00043575802373934384,-0.0008379531673838613
2026-03-10,42.92,99.12,2.309412861136999,2.3160735817361386,2.310682076149844,2.309254814472127,99.40587812811508,99.15183944651734,99.13796835312004,-0.0028800106909083753,-0.000321169631349658,-0.0001812623554906802,0.0,0.0,42.92,99.12,2.309412861136999,2.3165395559990167,2.310682076149844,2.309254814472127,99.4258777434778,99.15183944651734,99.13796835312004,-0.003081181930809213,-0.000321169631349658,-0.0001812623554906802
2026-03-11,42.41,98.01,2.3110115538788025,2.3160735817361386,2.310728903729253,2.3088856909522484,98.22468060142963,97.99602684951488,97.93549668176291,-0.0021879994547082697,0.00014257878426895043,0.0007604494422081728,0.0,0.0,42.41,98.01,2.3110115538788025,2.3165395559990167,2.310728903729253,2.3088856909522484,98.24444256991829,97.99602684951488,97.93549668176291,-0.0023891706946092607,0.00014257878426895043,0.0007604494422081728
2026-03-12,42.14,97.32,2.3094447081158043,2.3160735817361386,2.3100666818981566,2.3087854964514967,97.59934073436088,97.37411600315072,97.29644301672775,-0.002866220710018766,-0.0005559079612194467,0.00024208625974388127,0.0,0.0,42.14,97.32,2.3094447081158043,2.3165395559990167,2.3100666818981566,2.3087854964514967,97.61897688979856,97.37411600315072,97.29644301672775,-0.0030673919499196677,-0.0005559079612194467,0.00024208625974388127
2026-03-13,42.25,97.5,2.3076923076923075,2.3160735817361386,2.309814014857168,2.3088563726245424,97.85410882835185,97.60031731019711,97.54618722507574,-0.0036253060486790448,-0.0010283665390292203,-0.000473602961392552,0.0,0.0,42.25,97.5,2.3076923076923075,2.3165395559990167,2.309814014857168,2.3088563726245424,97.87379624095846,97.60031731019711,97.54618722507574,-0.003826477288579832,-0.0010283665390292203,-0.000473602961392552
2026-03-16,42.58,98.25,2.307421324565524,2.3160735817361386,2.309363068989495,2.309032036553968,98.61841311032478,98.35188075261821,98.311104346353,-0.0037427389652604564,-0.0010364169594704433,-0.0006217338727775699,0.0,0.0,42.58,98.25,2.307421324565524,2.3165395559990167,2.309363068989495,2.309032036553968,98.63825429443813,98.35188075261821,98.311104346353,-0.003943910205161274,-0.0010364169594704433,-0.0006217338727775699
2026-03-17,42.72,98.37,2.302668539325843,2.3160735817361386,2.3086001746383262,2.3089970520500733,98.94266341176784,98.65599030723122,98.64184860158551,-0.005804645376570401,-0.0029030739309255297,-0.002759720047799951,0.0,0.2754,42.72,98.64540000000001,2.3091151685393263,2.3165395559990167,2.309244837559674,2.3093193835107475,98.96256983227799,98.65599030723122,98.64184860158551,-0.003210094257928353,-0.00010735157238269109,3.600231074302464e-05
2026-03-18,42.02,96.84,2.304616849119467,2.3160735817361386,2.3081203604643497,2.3088761067321135,97.32141190455255,97.00737933830247,97.02405612714409,-0.00495889359629431,-0.0017269191925221522,-0.0018988169970472523,0.0,0.2754,42.02,97.11540000000001,2.311170871013803,2.3165395559990167,2.3094204255751314,2.3095261392875046,97.3409921430787,97.03446807425752,97.03760049512162,-0.0023202348022457334,0.0008337057473486755,0.0008014247407362667
2026-03-19,41.92,96.47,2.301288167938931,2.3160735817361386,2.307100123266549,2.3083965336475787,97.08980454637893,96.75640551066554,96.7880863942102,-0.006404291079622161,-0.0029644573644380915,-0.0032918330858115125,0.0,0.2754,41.92,96.7454,2.3078578244274808,2.3165395559990167,2.3090571540261857,2.3093750490273974,97.10933818747878,96.81090424010951,96.81533575893219,-0.003754755942042112,-0.0006768494869483486,-0.0007226234360109931
