,bop date,eop date,day count,bop RSP price,eop RSP price,bop SPY price,eop SPY price,eop SPY / eop RSP,bop SPY / RSP moving avg,eop SPY / RSP moving avg,current position,new position,bop RSP shares,eop RSP shares,eop RSP shares bought,eop RSP shares sold,eop RSP shares traded,bop SPY shares,eop SPY shares,eop SPY shares bought,eop SPY shares sold,eop SPY shares traded,RSP daily commission,SPY daily commission,daily total commissions,RSP cop,RSP pct cop,RSP daily position pnl,SPY cop,SPY pct cop,SPY daily position pnl,daily position pnl,short RSP investment amount,long RSP investment amount,RSP investment amount,daily RSP borrow cost,short SPY investment amount,long SPY investment amount,SPY investment amount,daily SPY borrow cost,net investment amount,gross investment amount,short investment amount,daily borrow cost,daily net profit,cumulative net profit,drawdown
10,1/17/2024,1/18/2024,1,153.84,154.63,472.29,476.49,3.081484835,3.054316326,3.06294992,1,1,-650.026001,-646.7050378,3.320963208,0,3.320963208,211.7343158,209.867993,0,1.866322748,-1.866322748,-0.016604816,-0.009331614,-0.02593643,0.79,0.005122065,-513.5205408,4.2,0.008853533,889.2841263,375.7635855,-100000,0,-100000,-2.777777778,0,100000,100000,0,0,200000,-100000,-2.777777778,372.9598712,1383.309903,0
11,1/18/2024,1/19/2024,1,154.63,155.82,476.49,482.43,3.096072391,3.06294992,3.073021176,1,1,-646.7050378,-641.7661404,4.938897414,0,4.938897414,209.867993,207.2839583,0,2.584034738,-2.584034738,-0.024694487,-0.012920174,-0.037614661,1.19,0.007666328,-769.578995,5.94,0.012389096,1246.615879,477.0368836,-100000,0,-100000,-2.777777778,0,100000,100000,0,-1.46E-11,200000,-100000,-2.777777778,474.2214912,1857.531394,0
12,1/19/2024,1/22/2024,3,155.82,156.64,482.43,483.45,3.086376404,3.073021176,3.079364063,1,1,-641.7661404,-638.4065373,3.359603135,0,3.359603135,207.2839583,206.8466232,0,0.437335066,-0.437335066,-0.016798016,-0.002186675,-0.018984691,0.82,0.005248684,-526.2482351,1.02,0.002112064,211.4296375,-314.8185977,-100000,0,-100000,-8.333333333,0,100000,100000,0,0,200000,-100000,-8.333333333,-323.1709157,1534.360479,-323.1709157
13,1/22/2024,1/23/2024,1,156.64,156.72,483.45,484.86,3.093797856,3.079364063,3.085547857,1,1,-638.4065373,-638.0806534,0.325883888,0,0.325883888,206.8466232,206.2451017,0,0.60152155,-0.60152155,-0.001629419,-0.003007608,-0.004637027,0.08,0.000510595,-51.07252298,1.41,0.002912293,291.6537388,240.5812158,-100000,0,-100000,-2.777777778,0,100000,100000,0,0,200000,-100000,-2.777777778,237.798801,1772.15928,-85.37211474
14,1/23/2024,1/24/2024,1,156.72,155.91,484.86,485.39,3.113270477,3.085547857,3.094200393,1,1,-638.0806534,-641.395677,0,3.315023599,-3.315023599,206.2451017,206.0199015,0,0.225200156,-0.225200156,-0.016575118,-0.001126001,-0.017701119,-0.81,-0.005181856,516.8453292,0.53,0.001092502,109.3099039,626.1552331,-100000,0,-100000,-2.777777778,0,100000,100000,0,0,200000,-100000,-2.777777778,623.3597542,2395.519034,0
15,1/24/2024,1/25/2024,1,155.91,157.48,485.39,488.03,3.098996698,3.094200393,3.097702765,1,1,-641.395677,-635.00127,6.394406991,0,6.394406991,206.0199015,204.9054361,0,1.114465381,-1.114465381,-0.031972035,-0.005572327,-0.037544362,1.57,0.010019548,-1006.991213,2.64,0.005424188,543.89254,-463.0986729,-100000,0,-100000,-2.777777778,0,100000,100000,0,0,200000,-100000,-2.777777778,-465.913995,1929.605039,-465.913995
16,1/25/2024,1/26/2024,1,157.48,157.5,488.03,487.41,3.094666667,3.097702765,3.09742162,1,-1,-635.00127,634.9206349,1269.921905,0,1269.921905,204.9054361,-205.1660819,0,410.0715181,-410.0715181,-6.349609525,-2.05035759,-8.399967115,0.02,0.000126992,-12.7000254,-0.62,-0.001271221,-127.0413704,-139.7413958,-100000,0,-100000,-2.777777778,0,100000,100000,0,0,200000,-100000,-2.777777778,-150.9191407,1778.685898,-616.8331357
17,1/26/2024,1/29/2024,3,157.5,158.46,487.41,491.27,3.100277673,3.09742162,3.100201874,-1,1,634.9206349,-631.0740881,0,1265.994723,-1265.994723,-205.1660819,203.5540538,408.7201357,0,408.7201357,-6.329973615,-2.043600679,-8.373574294,0.96,0.006076737,609.5238095,3.86,0.007888217,-791.9410763,-182.4172668,0,100000,100000,0,-100000,0,-100000,-8.333333333,0,200000,-100000,-8.333333333,-199.1241744,1579.561724,-815.9573101
18,1/29/2024,1/30/2024,1,158.46,158.49,491.27,490.89,3.097293205,3.100201874,3.100900944,1,-1,-631.0740881,630.9546344,1262.028722,0,1262.028722,203.5540538,-203.7116258,0,407.2656796,-407.2656796,-6.310143612,-2.036328398,-8.34647201,0.03,0.000189304,-18.93222264,-0.38,-0.000773805,-77.35054044,-96.28276308,-100000,0,-100000,-2.777777778,0,100000,100000,0,0,200000,-100000,-2.777777778,-107.4070129,1472.154711,-923.364323
19,1/30/2024,1/31/2024,1,158.49,156.46,490.89,482.88,3.086284034,3.100900944,3.095503655,-1,-1,630.9546344,639.1409945,8.186360142,0,8.186360142,-203.7116258,-207.0907886,0,3.379162779,-3.379162779,-0.040931801,-0.016895814,-0.057827615,-2.03,-0.012891114,-1280.837908,-8.01,-0.016451895,1631.730123,350.8922151,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,348.0566097,1820.211321,-575.3077133
20,1/31/2024,2/1/2024,1,156.46,158.28,482.88,489.2,3.090725297,3.095503655,3.093849375,-1,-1,639.1409945,631.7917614,0,7.349233068,-7.349233068,-207.0907886,-204.415372,2.675416566,0,2.675416566,-0.036746165,-0.013377083,-0.050123248,1.82,0.01156523,1163.23661,6.32,0.013003228,-1308.813784,-145.577174,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,-148.405075,1671.806246,-723.7127883
21,2/1/2024,2/2/2024,1,158.28,158.14,489.2,494.35,3.126027571,3.093849375,3.100121556,-1,1,631.7917614,-632.3510813,0,1264.142843,-1264.142843,-204.415372,202.2858299,406.7012019,0,406.7012019,-6.320714214,-2.03350601,-8.354220223,-0.14,-0.0008849,-88.4508466,5.15,0.010472365,-1052.739166,-1141.190013,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,-1152.322011,519.4842351,-1876.034799
22,2/2/2024,2/5/2024,3,158.14,156.78,494.35,492.55,3.141663477,3.100121556,3.108398717,1,1,-632.3510813,-637.8364587,0,5.485377412,-5.485377412,202.2858299,203.0250736,0.739243719,0,0.739243719,-0.027426887,-0.003696219,-0.031123106,-1.36,-0.008637168,859.9974706,-1.8,-0.00364779,-364.1144938,495.8829768,-100000,0,-100000,-8.333333333,0,100000,100000,0,0,200000,-100000,-8.333333333,487.5185204,1007.002755,-1388.516278
23,2/5/2024,2/6/2024,1,156.78,157.77,492.55,493.98,3.131013501,3.108398717,3.115142776,1,1,-637.8364587,-633.8340622,4.002396489,0,4.002396489,203.0250736,202.4373456,0,0.587727955,-0.587727955,-0.020011982,-0.00293864,-0.022950622,0.99,0.006294728,-631.4580941,1.43,0.002899052,290.3258552,-341.1322389,-100000,0,-100000,-2.777777778,0,100000,100000,0,0,200000,-100000,-2.777777778,-343.9329673,663.0697882,-1732.449246
24,2/6/2024,2/7/2024,1,157.77,158.39,493.98,498.1,3.14476924,3.115142776,3.126839817,1,1,-633.8340622,-631.3529895,2.481072786,0,2.481072786,202.4373456,200.762899,0,1.674446625,-1.674446625,-0.012405364,-0.008372233,-0.020777597,0.62,0.00392207,-392.9771186,4.12,0.00830583,834.041864,441.0647455,-100000,0,-100000,-2.777777778,0,100000,100000,0,0,200000,-100000,-2.777777778,438.2661901,1101.335978,-1294.183056
25,2/7/2024,2/8/2024,1,158.39,158.74,498.1,498.32,3.139221368,3.126839817,3.136539031,1,1,-631.3529895,-629.9609424,1.392047035,0,1.392047035,200.762899,200.6742655,0,0.088633484,-0.088633484,-0.006960235,-0.000443167,-0.007403403,0.35,0.002207298,-220.9735463,0.22,0.000441581,44.16783778,-176.8057085,-100000,0,-100000,-2.777777778,0,100000,100000,0,0,200000,-100000,-2.777777778,-179.5908897,921.7450886,-1473.773945
26,2/8/2024,2/9/2024,1,158.74,158.93,498.32,501.2,3.153589631,3.136539031,3.142051444,1,1,-629.9609424,-629.2078273,0.753115076,0,0.753115076,200.6742655,199.5211492,0,1.15311629,-1.15311629,-0.003765575,-0.005765581,-0.009531157,0.19,0.00119621,-119.6925791,2.88,0.005762782,577.9418847,458.2493057,-100000,0,-100000,-2.777777778,0,100000,100000,0,0,200000,-100000,-2.777777778,455.4619967,1377.207085,-1018.311949
27,2/9/2024,2/12/2024,3,158.93,160.01,501.2,500.98,3.130929317,3.142051444,3.139904611,1,-1,-629.2078273,624.9609399,1254.168767,0,1254.168767,199.5211492,-199.6087668,0,399.1299161,-399.1299161,-6.270843836,-1.99564958,-8.266493417,1.08,0.00677246,-679.5444535,-0.22,-0.000439043,-43.89465283,-723.4391064,-100000,0,-100000,-8.333333333,0,100000,100000,0,0,200000,-100000,-8.333333333,-740.0389331,637.1681522,-1758.350882
28,2/12/2024,2/13/2024,1,160.01,157.35,500.98,494.08,3.140006355,3.139904611,3.141703182,-1,1,624.9609399,-635.5258977,0,1260.486838,-1260.486838,-199.6087668,202.3963731,402.0051399,0,402.0051399,-6.302434188,-2.010025699,-8.312459887,-2.66,-0.01676369,-1662.3961,-6.9,-0.013868733,1377.300491,-285.0956092,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,-296.1858469,340.9823053,-2054.536729
29,2/13/2024,2/14/2024,1,157.35,158.79,494.08,498.57,3.139807293,3.141703182,3.140710793,1,-1,-635.5258977,629.7625795,1265.288477,0,1265.288477,202.3963731,-200.5736406,0,402.9700137,-402.9700137,-6.326442386,-2.014850068,-8.341292454,1.44,0.009109951,-915.1572927,4.49,0.009046553,908.759715,-6.397577634,-100000,0,-100000,-2.777777778,0,100000,100000,0,1.46E-11,200000,-100000,-2.777777778,-17.51664787,323.4656574,-2072.053377
30,2/14/2024,2/15/2024,1,158.79,160.76,498.57,502.01,3.122729535,3.140710793,3.137412426,-1,-1,629.7625795,622.0452849,0,7.717294611,-7.717294611,-200.5736406,-199.1992191,1.374421473,0,1.374421473,-0.038586473,-0.006872107,-0.04545858,1.97,0.012329995,1240.632282,3.44,0.006876039,-689.9733237,550.6589579,0,100000,100000,0,-100000,0,-100000,-2.777777778,1.46E-11,200000,-100000,-2.777777778,547.8357216,871.301379,-1524.217655
31,2/15/2024,2/16/2024,1,160.76,160.03,502.01,499.51,3.121352246,3.137412426,3.130964949,-1,-1,622.0452849,624.8828345,2.837549572,0,2.837549572,-199.1992191,-200.1961923,0,0.996973129,-0.996973129,-0.014187748,-0.004984866,-0.019172614,-0.73,-0.004551272,-454.093058,-2.5,-0.004992422,497.9980478,43.90498987,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,41.10803948,912.4094185,-1483.109615
32,2/16/2024,2/20/2024,4,160.03,159.66,499.51,496.76,3.111361643,3.130964949,3.127051415,-1,-1,624.8828345,626.3309533,1.448118807,0,1.448118807,-200.1961923,-201.3044529,0,1.108260586,-1.108260586,-0.007240594,-0.005541303,-0.012781897,-0.37,-0.002314743,-231.2066488,-2.75,-0.005520606,550.5395287,319.33288,0,100000,100000,0,-100000,0,-100000,-11.11111111,0,200000,-100000,-11.11111111,308.208987,1220.618405,-1174.900629
33,2/20/2024,2/21/2024,1,159.66,159.98,496.76,497.21,3.107950994,3.127051415,3.120640342,-1,-1,626.3309533,625.0781348,0,1.252818509,-1.252818509,-201.3044529,-201.1222622,0.182190631,0,0.182190631,-0.006264093,-0.000910953,-0.007175046,0.32,0.002002253,200.425905,0.45,0.00090546,-90.58700378,109.8389013,0,100000,100000,0,-100000,0,-100000,-2.777777778,1.46E-11,200000,-100000,-2.777777778,107.0539484,1327.672354,-1067.84668
34,2/21/2024,2/22/2024,1,159.98,161.57,497.21,507.5,3.141053413,3.120640342,3.120889566,-1,1,625.0781348,-618.926781,0,1244.004916,-1244.004916,-201.1222622,197.044335,398.1665972,0,398.1665972,-6.220024579,-1.990832986,-8.210857565,1.59,0.009889678,993.8742343,10.29,0.020484239,-2069.548078,-1075.673844,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,-1086.662479,241.0098746,-2154.509159
35,2/22/2024,2/23/2024,1,161.57,162,507.5,507.85,3.134876543,3.120889566,3.123318968,1,1,-618.926781,-617.2839506,1.642830345,0,1.642830345,197.044335,196.908536,0,0.13579899,-0.13579899,-0.008214152,-0.000678995,-0.008893147,0.43,0.00265785,-266.1385158,0.35,0.000689417,68.96551724,-197.1729986,-100000,0,-100000,-2.777777778,0,100000,100000,0,0,200000,-100000,-2.777777778,-199.9596695,41.05020507,-2354.468829
36,2/23/2024,2/26/2024,3,162,161.35,507.85,505.99,3.135977688,3.123318968,3.126244056,1,1,-617.2839506,-619.7706848,0,2.486734229,-2.486734229,196.908536,197.6323643,0.723828291,0,0.723828291,-0.012433671,-0.003619141,-0.016052813,-0.65,-0.004020417,401.2345679,-1.86,-0.003669222,-366.2498769,34.98469097,-100000,0,-100000,-8.333333333,0,100000,100000,0,0,200000,-100000,-8.333333333,26.63530482,67.68550989,-2327.833524
37,2/26/2024,2/27/2024,1,161.35,162.06,505.99,506.93,3.128038998,3.126244056,3.129579527,1,1,-619.7706848,-617.0554116,2.715273271,0,2.715273271,197.6323643,197.2658947,0,0.366469577,-0.366469577,-0.013576366,-0.001832348,-0.015408714,0.71,0.004390719,-440.0371862,0.94,0.001856021,185.7744224,-254.2627638,-100000,0,-100000,-2.777777778,0,100000,100000,0,0,200000,-100000,-2.777777778,-257.0559503,-189.3704404,-2584.889474
38,2/27/2024,2/28/2024,1,162.06,162.12,506.93,506.26,3.122748581,3.129579527,3.132539045,1,-1,-617.0554116,616.8270417,1233.882453,0,1233.882453,197.2658947,-197.5269624,0,394.7928571,-394.7928571,-6.169412266,-1.973964286,-8.143376552,0.06,0.000370165,-37.02332469,-0.67,-0.001322556,-132.1681494,-169.1914741,-100000,0,-100000,-2.777777778,0,100000,100000,0,0,200000,-100000,-2.777777778,-180.1126285,-369.4830689,-2765.002103
39,2/28/2024,2/29/2024,1,162.12,162.79,506.26,508.08,3.121076233,3.132539045,3.128543609,-1,-1,616.8270417,614.288347,0,2.538694747,-2.538694747,-197.5269624,-196.8193985,0.70756391,0,0.70756391,-0.012693474,-0.00353782,-0.016231293,0.67,0.004124225,413.2741179,1.82,0.003588544,-359.4990716,53.77504631,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,50.98103724,-318.5020317,-2714.021066
40,2/29/2024,3/1/2024,1,162.79,163.93,508.08,512.85,3.128469469,3.128543609,3.127262194,-1,-1,614.288347,610.0164704,0,4.271876505,-4.271876505,-196.8193985,-194.9887881,1.830610375,0,1.830610375,-0.021359383,-0.009153052,-0.030512434,1.14,0.006978481,700.2887155,4.77,0.009344489,-938.8285309,-238.5398154,0,100000,100000,0,-100000,0,-100000,-2.777777778,1.46E-11,200000,-100000,-2.777777778,-241.3481056,-559.8501373,-2955.369171
41,3/1/2024,3/4/2024,3,163.93,164.23,512.85,512.3,3.119405712,3.127262194,3.123947799,-1,-1,610.0164704,608.9021494,0,1.11432102,-1.11432102,-194.9887881,-195.1981261,0,0.209337953,-0.209337953,-0.005571605,-0.00104669,-0.006618295,0.3,0.001828377,183.0049411,-0.55,-0.001073014,107.2438335,290.2487746,0,100000,100000,0,-100000,0,-100000,-8.333333333,0,200000,-100000,-8.333333333,281.908823,-277.9413143,-2673.460348
42,3/4/2024,3/5/2024,1,164.23,163.48,512.3,507.18,3.102397847,3.123947799,3.118819568,-1,-1,608.9021494,611.6956203,2.793470835,0,2.793470835,-195.1981261,-197.1686581,0,1.970531972,-1.970531972,-0.013967354,-0.00985266,-0.023820014,-0.75,-0.004577226,-456.6766121,-5.12,-0.010044421,999.4144056,542.7377936,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,539.9361958,261.9948815,-2133.524153
43,3/5/2024,3/6/2024,1,163.48,164.41,507.18,509.75,3.100480506,3.118819568,3.114365953,-1,-1,611.6956203,608.2355088,0,3.46011147,-3.46011147,-197.1686581,-196.1745954,0.99406268,0,0.99406268,-0.017300557,-0.004970313,-0.022270871,0.93,0.005672649,568.8769268,2.57,0.005054439,-506.7234512,62.1534756,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,59.35342695,321.3483084,-2074.170726
44,3/6/2024,3/7/2024,1,164.41,165.7,509.75,514.81,3.106879903,3.114365953,3.111526687,-1,-1,608.2355088,603.5003018,0,4.735207039,-4.735207039,-196.1745954,-194.246421,1.92817438,0,1.92817438,-0.023676035,-0.009640872,-0.033316907,1.29,0.007815616,784.6238063,5.06,0.009877491,-992.6434527,-208.0196463,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,-210.830741,110.5175674,-2285.001467
45,3/7/2024,3/8/2024,1,165.7,165.51,514.81,511.72,3.091776932,3.111526687,3.10418818,-1,-1,603.5003018,604.1931001,0.692798365,0,0.692798365,-194.246421,-195.41937,0,1.172948958,-1.172948958,-0.003463992,-0.005864745,-0.009328737,-0.19,-0.001147308,-114.6650573,-3.09,-0.0060203,600.2214409,485.5563836,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,482.7692771,593.2868445,-1802.232189
46,3/8/2024,3/11/2024,3,165.51,165.72,511.72,511.28,3.085203958,3.10418818,3.097347829,-1,-1,604.1931001,603.427468,0,0.765632096,-0.765632096,-195.41937,-195.587545,0,0.168175017,-0.168175017,-0.00382816,-0.000840875,-0.004669036,0.21,0.001268001,126.880551,-0.44,-0.000860215,85.98452279,212.8650738,0,100000,100000,0,-100000,0,-100000,-8.333333333,0,200000,-100000,-8.333333333,204.5270714,797.8139159,-1597.705118
47,3/11/2024,3/12/2024,1,165.72,166.15,511.28,516.78,3.110321998,3.097347829,3.09893266,-1,1,603.427468,-601.8657839,0,1205.293252,-1205.293252,-195.587545,193.5059406,389.0934856,0,389.0934856,-6.02646626,-1.945467428,-7.971933688,0.43,0.002591378,259.4738112,5.5,0.010699867,-1075.731497,-816.2576862,0,100000,100000,0,-100000,0,-100000,-2.777777778,-1.46E-11,200000,-100000,-2.777777778,-827.0073976,-29.19348172,-2424.712516
48,3/12/2024,3/13/2024,1,166.15,166.23,516.78,515.97,3.103952355,3.09893266,3.099627029,1,1,-601.8657839,-601.5761295,0.289654471,0,0.289654471,193.5059406,193.8097176,0.303776987,0,0.303776987,-0.001448272,-0.001518885,-0.002967157,0.08,0.000481377,-48.14926271,-0.81,-0.001568628,-156.7398119,-204.8890746,-100000,0,-100000,-2.777777778,0,100000,100000,0,0,200000,-100000,-2.777777778,-207.6698196,-236.8633013,-2632.382335
49,3/13/2024,3/14/2024,1,166.23,164.74,515.97,514.95,3.125834649,3.099627029,3.103417978,1,1,-601.5761295,-607.0171179,0,5.440988424,-5.440988424,193.8097176,194.193611,0.383893411,0,0.383893411,-0.027204942,-0.001919467,-0.029124409,-1.49,-0.009003898,896.3484329,-1.02,-0.001978816,-197.685912,698.6625209,-100000,0,-100000,-2.777777778,0,100000,100000,0,0,200000,-100000,-2.777777778,695.8556187,458.9923174,-1936.526717
50,3/14/2024,3/15/2024,1,164.74,164.42,514.95,509.83,3.100778494,3.103417978,3.105218291,1,-1,-607.0171179,608.198516,1215.215634,0,1215.215634,194.193611,-196.1438126,0,390.3374237,-390.3374237,-6.076078169,-1.951687118,-8.027765288,-0.32,-0.001944344,194.2454777,-5.12,-0.009992472,-994.2712885,-800.0258108,-100000,0,-100000,-2.777777778,0,100000,100000,0,0,200000,-100000,-2.777777778,-810.8313538,-351.8390364,-2747.35807
51,3/15/2024,3/18/2024,3,164.42,164.19,509.83,512.86,3.123576344,3.105218291,3.112892768,-1,1,608.198516,-609.0504903,0,1217.249006,-1217.249006,-196.1438126,194.9849862,391.1287988,0,391.1287988,-6.086245031,-1.955643994,-8.041889025,-0.23,-0.001399836,-139.8856587,3.03,0.005925567,-594.3157523,-734.201411,0,100000,100000,0,-100000,0,-100000,-8.333333333,0,200000,-100000,-8.333333333,-750.5766333,-1102.41567,-3497.934704
52,3/18/2024,3/19/2024,1,164.19,165.17,512.86,515.71,3.122298238,3.112892768,3.115288016,1,1,-609.0504903,-605.4368227,3.613667618,0,3.613667618,194.9849862,193.9074286,0,1.077557562,-1.077557562,-0.018068338,-0.005387788,-0.023456126,0.98,0.005950953,-596.8694805,2.85,0.005541689,555.7072105,-41.16226994,-100000,0,-100000,-2.777777778,0,100000,100000,0,-1.46E-11,200000,-100000,-2.777777778,-43.96350384,-1146.379174,-3541.898208
53,3/19/2024,3/20/2024,1,165.17,166.58,515.71,520.48,3.124504742,3.115288016,3.119398494,1,1,-605.4368227,-600.3121623,5.124660343,0,5.124660343,193.9074286,192.1303412,0,1.77708737,-1.77708737,-0.025623302,-0.008885437,-0.034508739,1.41,0.008500428,-853.66592,4.77,0.009206871,924.9384344,71.27251443,-100000,0,-100000,-2.777777778,0,100000,100000,0,0,200000,-100000,-2.777777778,68.46022791,-1077.918946,-3473.43798
54,3/20/2024,3/21/2024,1,166.58,167.72,520.48,522.2,3.113522538,3.119398494,3.116936071,1,-1,-600.3121623,596.2318149,1196.543977,0,1196.543977,192.1303412,-191.4975105,0,383.6278518,-383.6278518,-5.982719886,-1.918139259,-7.900859145,1.14,0.006820248,-684.355865,1.72,0.003299194,330.4641869,-353.8916781,-100000,0,-100000,-2.777777778,0,100000,100000,0,0,200000,-100000,-2.777777778,-364.5703151,-1442.489261,-3838.008295
55,3/21/2024,3/22/2024,1,167.72,166.64,522.2,521.21,3.127760442,3.116936071,3.122332461,-1,1,596.2318149,-600.0960154,0,1196.32783,-1196.32783,-191.4975105,191.8612459,383.3587565,0,383.3587565,-5.981639151,-1.916793782,-7.898432934,-1.08,-0.006460125,-643.9303601,-0.99,-0.001897625,189.5825354,-454.3478247,0,100000,100000,0,-100000,0,-100000,-2.777777778,0,200000,-100000,-2.777777778,-465.0240354,-1907.513296,-4303.03233
56,3/22/2024,3/25/2024,3,166.64,166.28,521.21,519.77,3.125872023,3.122332461,3.122791597,1,1,-600.0960154,-601.3952369,0,1.299221587,-1.299221587,191.8612459,192.3927891,0.531543171,0,0.531543171,-0.006496108,-0.002657716,-0.009153824,-0.36,-0.002162683,216.0345655,-1.44,-0.002766626,-276.2801942,-60.24562863,-100000,0,-100000,-8.333333333,0,100000,100000,0,0,200000,-100000,-8.333333333,-68.58811579,-1976.101412,-4371.620446
57,3/25/2024,3/26/2024,1,166.28,166.12,519.77,518.81,3.12310378,3.122791597,3.122952705,1,1,-601.3952369,-601.9744763,0,0.579239332,-0.579239332,192.3927891,192.7487905,0.356001383,0,0.356001383,-0.002896197,-0.001780007,-0.004676204,-0.16,-0.000962696,96.22323791,-0.96,-0.001848679,-184.6970776,-88.47383964,-100000,0,-100000,-2.777777778,0,100000,100000,0,0,200000,-100000,-2.777777778,-91.25629362,-2067.357706,-4462.876739
58,3/26/2024,3/27/2024,1,166.12,168.78,518.81,523.17,3.099715606,3.122952705,3.117994878,1,-1,-601.9744763,592.4872615,1194.461738,0,1194.461738,192.7487905,-191.1424585,0,383.891249,-383.891249,-5.972308689,-1.919456245,-7.891764934,2.66,0.015885673,-1601.252107,4.36,0.008368732,840.3847266,-760.8673803,-100000,0,-100000,-2.777777778,0,100000,100000,0,0,200000,-100000,-2.777777778,-771.536923,-2838.894629,-5234.413663
