,bop date,eop date,day count,bop XLU price,eop XLU price,bop FUTY price,eop FUTY price,bop IDU price,eop IDU price,bop VPU price,eop VPU price,eop VPU / eop XLU,eop VPU / XLU moving avg,bop VPU / XLU moving avg,eop XLU unit price,eop VPU / eop FUTY,eop VPU / FUTY moving avg,bop VPU / FUTY moving avg,eop FUTY unit price,eop VPU / eop IDU,eop VPU / IDU moving avg,bop VPU / IDU moving avg,eop IDU unit price,eop VPU / eop VPU,eop VPU / VPU moving avg,bop VPU / VPU moving avg,eop VPU unit price,XLU unit price pct diff,FUTY unit price pct diff,IDU unit price pct diff,VPU unit price pct diff,min symbol,max symbol,min unit price pct diff,max unit price pct diff,unit price pct diff,month end liquidation,go group,exit group,current long symbol,current short symbol,new long symbol,new short symbol,current_position,new_position,XLU shares per unit,eop XLU shares,bop XLU shares,eop XLU shares traded,eop XLU shares bought,eop XLU shares sold,FUTY shares per unit,eop FUTY shares,bop FUTY shares,eop FUTY shares traded,eop FUTY shares bought,eop FUTY shares sold,IDU shares per unit,eop IDU shares,bop IDU shares,eop IDU shares traded,eop IDU shares bought,eop IDU shares sold,VPU shares per unit,eop VPU shares,bop VPU shares,eop VPU shares traded,eop VPU shares bought,eop VPU shares sold,XLU daily commission,XLU cop,XLU pct cop,XLU daily position pnl,XLU investment amount,short XLU investment amount,long XLU investment amount,daily XLU borrow cost,FUTY daily commission,FUTY cop,FUTY pct cop,FUTY daily position pnl,FUTY investment amount,short FUTY investment amount,long FUTY investment amount,daily FUTY borrow cost,IDU daily commission,IDU cop,IDU pct cop,IDU daily position pnl,IDU investment amount,short IDU investment amount,long IDU investment amount,daily IDU borrow cost,VPU daily commission,VPU cop,VPU pct cop,VPU daily position pnl,VPU investment amount,short VPU investment amount,long VPU investment amount,daily VPU borrow cost,daily total commissions,daily position pnl,net investment amount,gross investment amount,short investment amount,daily borrow cost,daily net profit,cumulative net profit,drawdown
156,2024-08-15,2024-08-16,1,37.055,37.22,47.79,48.0,94.63,94.89,160.62,161.24,4.3320795271359485,4.341291364951745,4.342283281935886,161.61978375365368,3.359166666666667,3.359677638943001,3.3597809796184785,161.26948702168698,1.6992306881652441,1.6989939184746443,1.6983231485383221,161.1538835648014,1.0,1.0,1.0,161.24,0.002352624562950878,0.0001828598720705149,-0.0005342312099383151,0.0,IDU,XLU,-0.0005342312099383151,0.002352624562950878,0.002886855772889193,False,True,False,FUTY,XLU,IDU,XLU,1,1,2692.0,-2692.0,-2706.0,14.0,14.0,-0.0,2083.0,0.0,2093.0,-2093.0,0.0,2093.0,1053.0,1053.0,0.0,1053.0,1053.0,-0.0,620.0,0.0,0.0,0.0,0.0,-0.0,-0.07,0.16499999999999915,0.004442955810782461,-446.4899999999977,-100270.83,-100270.83,0.0,-2.7853008333333333,-10.465,0.21000000000000085,0.004384598317824126,439.5300000000018,100024.47,0.0,100024.47,0.0,-5.265,0.2600000000000051,0.002743775465525801,0.0,0.0,0.0,0.0,0.0,-0.0,0.6200000000000045,0.0038526114886489704,0.0,0.0,0.0,0.0,0.0,-15.8,-6.959999999995887,-246.36000000000058,200295.3,-100270.83,-2.7853008333333333,-25.54530083332922,-1361.3833162499816,-2199.7130651388966
157,2024-08-16,2024-08-19,3,37.22,37.465,48.0,48.31,94.89,95.57,161.24,162.26,4.3309755772053915,4.340391048789391,4.341291364951745,162.64648098791716,3.358724901676671,3.359768435434824,3.359677638943001,162.3060267373364,1.6978131212723657,1.699630794130636,1.6989939184746443,162.37284878862175,1.0,1.0,1.0,162.26,0.0023790302306390745,0.0002836201811239101,0.0006952395211291798,0.0,VPU,XLU,0.0,0.0023790302306390745,0.0023790302306390745,False,True,False,IDU,XLU,VPU,XLU,1,1,2674.0,-2674.0,-2692.0,18.0,18.0,-0.0,2070.0,0.0,0.0,0.0,0.0,-0.0,1047.0,0.0,1053.0,-1053.0,0.0,1053.0,616.0,616.0,0.0,616.0,616.0,-0.0,-0.09,0.24500000000000455,0.006560912602169552,-659.5400000000122,-100196.23999999999,-100196.23999999999,0.0,-8.349686666666665,-0.0,0.3100000000000023,0.006437567658424492,0.0,0.0,0.0,0.0,0.0,-5.265,0.6799999999999926,0.007140637292420974,716.0399999999922,99919.17,0.0,99919.17,0.0,-3.08,1.0199999999999818,0.006306048717953843,0.0,0.0,0.0,0.0,0.0,-8.434999999999999,56.49999999997999,-277.06999999999243,200115.40999999997,-100196.23999999999,-8.349686666666665,39.715313333313325,-1321.6680029166682,-2159.997751805583
158,2024-08-19,2024-08-20,1,37.465,37.385,48.31,48.2,95.57,95.42,162.26,161.87,4.329811421693193,4.339195222605979,4.340391048789391,162.26551935899136,3.358298755186722,3.359599435598027,3.359768435434824,161.94083858795852,1.6963948857681828,1.6999443519409188,1.699630794130636,162.17877037594528,1.0,1.0,1.0,161.87,0.002440457966948577,0.00043753068549221236,0.0019057036941321596,0.0,VPU,XLU,0.0,0.002440457966948577,0.002440457966948577,False,True,False,VPU,XLU,VPU,XLU,1,1,2682.0,-2682.0,-2674.0,-8.0,0.0,8.0,2076.0,0.0,0.0,0.0,0.0,-0.0,1050.0,0.0,0.0,0.0,0.0,-0.0,618.0,618.0,616.0,2.0,2.0,-0.0,-0.04,-0.0800000000000054,-0.002137609364395311,213.92000000001445,-100181.41,-100181.41,0.0,-2.7828169444444444,-0.0,-0.10999999999999943,-0.0022795575097606345,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.14999999999999147,-0.001570763190127299,-0.0,0.0,0.0,0.0,0.0,-0.01,-0.38999999999998636,-0.002406443021049737,-240.2399999999916,99952.15999999999,0.0,99952.15999999999,0.0,-0.05,-26.319999999977142,-229.25000000001455,200133.57,-100181.41,-2.7828169444444444,-29.152816944421588,-1350.8208198610898,-2189.150568750005
159,2024-08-20,2024-08-21,1,37.385,37.65,48.2,48.51,95.42,96.05,161.87,163.03,4.3301460823373175,4.3380860922216495,4.339195222605979,163.37070013111511,3.360750360750361,3.359601316955841,3.359599435598027,162.9741686208603,1.6973451327433628,1.7002239909889383,1.6999443519409188,163.27965500392523,1.0,1.0,1.0,163.03,0.002087619632639217,-0.00034251942189411356,0.0015301726369982528,0.0,FUTY,XLU,-0.00034251942189411356,0.002087619632639217,0.0024301390545333305,False,True,False,VPU,XLU,FUTY,XLU,1,1,2660.0,-2660.0,-2682.0,22.0,22.0,-0.0,2059.0,2059.0,0.0,2059.0,2059.0,-0.0,1042.0,0.0,0.0,0.0,0.0,-0.0,613.0,0.0,618.0,-618.0,0.0,618.0,-0.11,0.26500000000000057,0.007063399794023652,-710.7300000000015,-100266.56999999999,-100266.56999999999,0.0,-2.7851825,-10.295,0.30999999999999517,0.006410941200570525,0.0,0.0,0.0,0.0,0.0,-0.0,0.6299999999999955,0.006580689126604663,0.0,0.0,0.0,0.0,0.0,-3.09,1.1599999999999966,0.007140689005693809,716.8799999999978,100035.66,0.0,100035.66,0.0,-13.495,6.149999999996339,-230.90999999998894,200302.22999999998,-100266.56999999999,-2.7851825,-10.13018250000366,-1360.9510023610935,-2199.2807512500085
160,2024-08-21,2024-08-22,1,37.65,37.605,48.51,48.44,96.05,95.99,163.03,162.79,4.328945618933653,4.336741091670035,4.3380860922216495,163.13372749799512,3.3606523534269197,3.3596540703242765,3.359601316955841,162.73908779334093,1.6959058235232838,1.6998077800001195,1.7002239909889383,163.2045008950282,1.0,1.0,1.0,162.79,0.002109251928782086,-0.0003127966684592883,0.0025429945429472586,0.0,FUTY,IDU,-0.0003127966684592883,0.0025429945429472586,0.0028557912114065467,False,True,False,FUTY,XLU,FUTY,IDU,1,1,2664.0,0.0,-2660.0,2660.0,2660.0,-0.0,2063.0,2063.0,2059.0,4.0,4.0,-0.0,1044.0,-1044.0,0.0,-1044.0,0.0,1044.0,614.0,0.0,0.0,0.0,0.0,-0.0,-13.3,-0.045000000000001705,-0.001195933967536267,119.70000000000454,-100149.0,-100149.0,0.0,-2.7819166666666666,-0.02,-0.07000000000000028,-0.0014440435722336913,-144.1300000000006,99882.09,0.0,99882.09,0.0,-5.22,-0.060000000000002274,-0.0006248698391200677,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.2400000000000091,-0.001473206331144496,-0.0,0.0,0.0,0.0,0.0,-18.54,-24.429999999996056,-266.9100000000035,200031.09,-100149.0,-2.7819166666666666,-45.75191666666272,-1406.7029190277563,-2245.032667916671
161,2024-08-22,2024-08-23,1,37.605,37.71,48.44,48.6,95.99,96.2,162.79,163.31,4.330681516839035,4.335599180438782,4.336741091670035,163.53850656687703,3.3602880658436214,3.3596788835058518,3.3596540703242765,163.27918781775983,1.6976091476091475,1.6993986535884602,1.6998077800001195,163.5215084360115,1.0,1.0,1.0,163.31,0.001398241690049309,-0.0001886907679796329,0.0012942966640534005,0.0,FUTY,XLU,-0.0001886907679796329,0.001398241690049309,0.001586932458028942,False,True,False,FUTY,IDU,FUTY,XLU,1,1,2654.0,-2654.0,0.0,-2654.0,0.0,2654.0,2056.0,2056.0,2063.0,-7.0,0.0,7.0,1040.0,0.0,-1044.0,1044.0,1044.0,-0.0,612.0,0.0,0.0,0.0,0.0,-0.0,-13.27,0.10500000000000398,0.002788290991899497,0.0,0.0,0.0,0.0,0.0,-0.035,0.1600000000000037,0.003297612221556673,330.0800000000076,99931.72,0.0,99931.72,0.0,-5.22,0.21000000000000796,0.0021853382962153233,-219.2400000000083,-100213.56,-100213.56,0.0,-2.7837099999999997,-0.0,0.5200000000000102,0.003189208468233371,0.0,0.0,0.0,0.0,0.0,-18.525,110.83999999999929,-281.8399999999965,200145.28,-100213.56,-2.7837099999999997,89.53128999999929,-1317.171629027757,-2155.501377916672
162,2024-08-23,2024-08-26,3,37.71,37.955,48.6,48.9,96.2,96.72,163.31,164.21,4.326439204320907,4.334380225841566,4.335599180438782,164.55766689355397,3.358077709611452,3.3595983231017845,3.3596788835058518,164.28829740343613,1.6977874276261373,1.6990248670750305,1.6993986535884602,164.36583777507587,1.0,1.0,1.0,164.21,0.0021149708937911638,0.0004766989998895698,0.0009485651033627,0.0,VPU,XLU,0.0,0.0021149708937911638,0.0021149708937911638,False,True,False,FUTY,XLU,VPU,XLU,1,1,2640.0,-2640.0,-2654.0,14.0,14.0,-0.0,2046.0,0.0,2056.0,-2056.0,0.0,2056.0,1035.0,0.0,0.0,0.0,0.0,-0.0,609.0,609.0,0.0,609.0,609.0,-0.0,-0.07,0.24499999999999744,0.006475936198465717,-650.2299999999932,-100082.34,-100082.34,0.0,-8.340195,-10.28,0.29999999999999716,0.006153865574378286,616.7999999999942,99921.6,0.0,99921.6,0.0,-0.0,0.519999999999996,0.005390848634876373,0.0,0.0,0.0,0.0,0.0,-3.045,0.9000000000000057,0.005495861415094134,0.0,0.0,0.0,0.0,0.0,-13.395,-33.42999999999904,-160.7399999999907,200003.94,-100082.34,-8.340195,-55.16519499999904,-1372.3368240277562,-2210.666572916671
163,2024-08-26,2024-08-27,1,37.955,37.655,48.9,48.55,96.72,96.04,164.21,163.06,4.3303678130394365,4.333281026735675,4.334380225841566,163.2110874040642,3.35859938208033,3.359413908202361,3.3595983231017845,163.10849858659162,1.6978342357351104,1.6986308022474756,1.6990248670750305,163.17434823388595,1.0,1.0,1.0,163.06,0.0009261465124959439,0.00029738363550863814,0.0007010190017564233,0.0,VPU,XLU,0.0,0.0009261465124959439,0.0009261465124959439,False,False,False,VPU,XLU,VPU,XLU,1,1,2657.0,-2657.0,-2640.0,-17.0,0.0,17.0,2059.0,0.0,0.0,0.0,0.0,-0.0,1042.0,0.0,0.0,0.0,0.0,-0.0,613.0,613.0,609.0,4.0,4.0,-0.0,-0.085,-0.29999999999999716,-0.007935499915416443,791.9999999999925,-100201.2,-100201.2,0.0,-2.7833666666666663,-0.0,-0.3500000000000014,-0.007183201743492419,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.6799999999999926,-0.007055434953484661,-0.0,0.0,0.0,0.0,0.0,-0.02,-1.1500000000000057,-0.007027865268981305,-700.3500000000034,100003.89,0.0,100003.89,0.0,-0.10500000000000001,91.64999999998906,-197.30999999999767,200205.09,-100201.2,-2.7833666666666663,88.7616333333224,-1283.5751906944338,-2121.904939583349
164,2024-08-27,2024-08-28,1,37.655,37.655,48.55,48.54,96.04,96.08,163.06,163.01,4.329039968131722,4.332642765491211,4.333281026735675,163.16969706173185,3.358261227853317,3.359363534220877,3.359413908202361,163.06595110414258,1.6966069941715236,1.6983394109519576,1.6986308022474756,163.20444747993747,1.0,1.0,1.0,163.01,0.000979196902385857,0.00034317835769403604,0.0011921452557902051,0.0,VPU,IDU,0.0,0.0011921452557902051,0.0011921452557902051,False,False,False,VPU,XLU,VPU,XLU,1,1,2656.0,-2656.0,-2657.0,1.0,1.0,-0.0,2059.0,0.0,0.0,0.0,0.0,-0.0,1041.0,0.0,0.0,0.0,0.0,-0.0,613.0,613.0,613.0,0.0,0.0,-0.0,-0.005,0.0,0.0,-0.0,-100049.335,-100049.335,0.0,-2.7791481944444447,-0.0,-0.00999999999999801,-0.00020599443887857452,-0.0,0.0,0.0,0.0,0.0,-0.0,0.03999999999999204,0.00041640641867564404,0.0,0.0,0.0,0.0,0.0,-0.0,-0.05000000000001137,-0.00030668261656636206,-30.65000000000697,99955.78,0.0,99955.78,0.0,-0.005,-30.65000000000697,-93.55500000000757,200005.115,-100049.335,-2.7791481944444447,-33.43414819445141,-1317.0093388888852,-2155.3390877778
165,2024-08-28,2024-08-29,1,37.655,37.86,48.54,48.79,96.08,96.54,163.01,163.83,4.327258320126783,4.331785708488104,4.332642765491211,164.03385510149724,3.357860217257635,3.3592047597423518,3.359363534220877,163.90334683463658,1.697016780609074,1.6980172157989,1.6983394109519576,163.957686733302,1.0,1.0,1.0,163.83,0.0012435352332686067,0.00044760068860586356,0.0007790819785391189,0.0,VPU,XLU,0.0,0.0012435352332686067,0.0012435352332686067,False,False,False,VPU,XLU,VPU,XLU,1,1,2643.0,-2643.0,-2656.0,13.0,13.0,-0.0,2049.0,0.0,0.0,0.0,0.0,-0.0,1036.0,0.0,0.0,0.0,0.0,-0.0,610.0,610.0,613.0,-3.0,0.0,3.0,-0.065,0.2049999999999983,0.005429398227861669,-544.4799999999955,-100011.68000000001,-100011.68000000001,0.0,-2.7781022222222225,-0.0,0.25,0.0051371735292904406,0.0,0.0,0.0,0.0,0.0,-0.0,0.46000000000000796,0.004776252460618755,0.0,0.0,0.0,0.0,0.0,-0.015,0.8200000000000216,0.0050177562139738004,502.66000000001327,99925.12999999999,0.0,99925.12999999999,0.0,-0.08,-41.8199999999822,-86.55000000001746,199936.81,-100011.68000000001,-2.7781022222222225,-44.67810222220442,-1361.6874411110896,-2200.0171900000046
166,2024-08-29,2024-08-30,1,37.86,38.145,48.79,49.12,96.54,97.26,163.83,165.09,4.327959103421156,4.331153213645687,4.331785708488104,165.23596585027872,3.360952768729642,3.3593907891750816,3.3592047597423518,165.00413779854432,1.6974090067859346,1.697822182403511,1.6980172157989,165.14915440860102,1.0,1.0,1.0,165.09,0.0008837686096126558,-0.0005202285866981275,0.00035825194223043194,0.0,FUTY,XLU,-0.0005202285866981275,0.0008837686096126558,0.0014039971963107833,True,True,False,VPU,XLU,,,1,0,2625.0,0.0,-2643.0,2643.0,2643.0,-0.0,2036.0,0.0,0.0,0.0,0.0,-0.0,1029.0,0.0,0.0,0.0,0.0,-0.0,606.0,0.0,610.0,-610.0,0.0,610.0,-13.215,0.2850000000000037,0.007499541761015868,-753.2550000000098,-100063.98,-100063.98,0.0,-2.779555,-0.0,0.3299999999999983,0.006740910011141173,0.0,0.0,0.0,0.0,0.0,-0.0,0.7199999999999989,0.007430374743292807,0.0,0.0,0.0,0.0,0.0,-3.0500000000000003,1.259999999999991,0.0076614749076051305,768.5999999999945,99936.3,0.0,99936.3,0.0,-16.265,15.34499999998468,-127.67999999999302,200000.28,-100063.98,-2.779555,-3.6995550000153212,-1365.386996111105,-2203.7167450000197
167,2024-08-30,2024-09-03,4,38.145,38.09,49.12,49.09,97.26,97.01,165.09,164.75,4.325282226306117,4.330312425985072,4.331153213645687,164.97362590776424,3.356080668160521,3.359121113562324,3.3593907891750816,164.91249384060475,1.6982785279868053,1.6976232615806293,1.697822182403511,164.7057299149646,1.0,1.0,1.0,164.75,0.001356444758465832,0.0009858194778030697,-0.0002687467922521323,0.0,IDU,XLU,-0.0002687467922521323,0.001356444758465832,0.0016251915507179645,False,True,False,,,IDU,XLU,0,1,2629.0,-2629.0,0.0,-2629.0,0.0,2629.0,2039.0,0.0,0.0,0.0,0.0,-0.0,1031.0,1031.0,0.0,1031.0,1031.0,-0.0,607.0,0.0,0.0,0.0,0.0,-0.0,-13.145,-0.054999999999999716,-0.0014429070516800051,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.02999999999999403,-0.0006109357689257606,-0.0,0.0,0.0,0.0,0.0,-5.155,-0.25,-0.0025737390024475706,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.3400000000000034,-0.002061606357160503,-0.0,0.0,0.0,0.0,0.0,-18.3,0.0,0.0,0.0,0.0,0.0,-18.3,-1383.686996111105,-2222.01674500002
168,2024-09-03,2024-09-04,1,38.09,38.415,49.09,49.44,97.01,97.74,164.75,166.05,4.322530261616556,4.32965562631717,4.330312425985072,166.34895184421654,3.3586165048543695,3.3591059468849913,3.359121113562324,166.0749478545213,1.6988950276243096,1.6975830764436612,1.6976232615806293,165.9256975868907,1.0,1.0,1.0,166.05,0.0017987537154563289,0.00015023174097202855,-0.0007488645694363219,0.0,IDU,XLU,-0.0007488645694363219,0.0017987537154563289,0.002547618284892651,False,True,False,IDU,XLU,IDU,XLU,1,1,2607.0,-2607.0,-2629.0,22.0,22.0,-0.0,2022.0,0.0,0.0,0.0,0.0,-0.0,1022.0,1022.0,1031.0,-9.0,0.0,9.0,602.0,0.0,0.0,0.0,0.0,-0.0,-0.11,0.32499999999999574,0.008496227829085379,-854.4249999999888,-100138.61000000002,-100138.61000000002,0.0,-2.781628055555556,-0.0,0.3499999999999943,0.00710446507947419,0.0,0.0,0.0,0.0,0.0,-0.045,0.7299999999999898,0.007496825868816384,752.6299999999894,100017.31000000001,0.0,100017.31000000001,0.0,-0.0,1.3000000000000114,0.00785977444013901,0.0,0.0,0.0,0.0,0.0,-0.155,-101.79499999999939,-121.30000000000291,200155.92000000004,-100138.61000000002,-2.781628055555556,-104.73162805555495,-1488.4186241666598,-2326.748373055575
169,2024-09-04,2024-09-05,1,38.415,38.32,49.44,49.3,97.74,97.44,166.05,165.6,4.3215031315240084,4.329068664989441,4.32965562631717,165.91240360047397,3.3590263691683573,3.359046683332827,3.3591059468849913,165.60392318143008,1.6995073891625616,1.6977091513314602,1.6975830764436612,165.41249496867036,1.0,1.0,1.0,165.6,0.0018847179746922834,2.3690428498478147e-05,-0.0011329182688566452,0.0,IDU,XLU,-0.0011329182688566452,0.0018847179746922834,0.0030176362435489286,False,True,False,IDU,XLU,IDU,XLU,1,1,2615.0,-2615.0,-2607.0,-8.0,0.0,8.0,2029.0,0.0,0.0,0.0,0.0,-0.0,1025.0,1025.0,1022.0,3.0,3.0,-0.0,604.0,0.0,0.0,0.0,0.0,-0.0,-0.04,-0.09499999999999886,-0.0024760552169384832,247.66499999999704,-100147.905,-100147.905,0.0,-2.78188625,-0.0,-0.14000000000000057,-0.0028357321007908888,-0.0,0.0,0.0,0.0,0.0,-0.015,-0.29999999999999716,-0.0030740878804218614,-306.59999999999707,99890.28,0.0,99890.28,0.0,-0.0,-0.45000000000001705,-0.0027137058715963843,-0.0,0.0,0.0,0.0,0.0,-0.055,-58.93500000000003,-257.625,200038.185,-100147.905,-2.78188625,-61.77188625000003,-1550.19051041666,-2388.5202593055747
170,2024-09-05,2024-09-06,1,38.32,37.955,49.3,48.85,97.44,96.51,165.6,164.18,4.325648794625215,4.328611737217975,4.329068664989441,164.30980117967422,3.3609007164790174,3.359122143834572,3.359046683332827,164.0894304808086,1.7011708631229925,1.6979224436871825,1.6977091513314602,163.84591019499922,1.0,1.0,1.0,164.18,0.0007902905110831548,-0.0005517999123879952,-0.0020369727520664687,0.0,IDU,XLU,-0.0020369727520664687,0.0007902905110831548,0.0028272632631496236,False,True,False,IDU,XLU,IDU,XLU,1,1,2636.0,-2636.0,-2615.0,-21.0,0.0,21.0,2046.0,0.0,0.0,0.0,0.0,-0.0,1034.0,1034.0,1025.0,9.0,9.0,-0.0,609.0,0.0,0.0,0.0,0.0,-0.0,-0.105,-0.365000000000002,-0.009570705633928357,954.4750000000053,-100206.8,-100206.8,0.0,-2.7835222222222225,-0.0,-0.44999999999999574,-0.009169702559852543,-0.0,0.0,0.0,0.0,0.0,-0.045,-0.9299999999999926,-0.009590174042542091,-953.2499999999924,99876.0,0.0,99876.0,0.0,-0.0,-1.4199999999999875,-0.008611855031039096,-0.0,0.0,0.0,0.0,0.0,-0.15,1.2250000000128694,-330.8000000000029,200082.8,-100206.8,-2.7835222222222225,-1.708522222209353,-1551.8990326388691,-2390.228781527784
171,2024-09-06,2024-09-09,3,37.955,38.34,48.85,49.3,96.51,97.48,164.18,165.55,4.317944705268649,4.327880796961777,4.328611737217975,165.95897400493718,3.358012170385396,3.3589578282391708,3.359122143834572,165.60472169104438,1.698297086581863,1.697882583045578,1.6979224436871825,165.51347981062656,1.0,1.0,1.0,165.55,0.002467349269469837,0.00033049017850638303,-0.00022062348612100926,0.0,IDU,XLU,-0.00022062348612100926,0.002467349269469837,0.0026879727555908462,False,True,False,IDU,XLU,IDU,XLU,1,1,2614.0,-2614.0,-2636.0,22.0,22.0,-0.0,2029.0,0.0,0.0,0.0,0.0,-0.0,1026.0,1026.0,1034.0,-8.0,0.0,8.0,604.0,0.0,0.0,0.0,0.0,-0.0,-0.11,0.3850000000000051,0.010092490148767105,-1014.8600000000135,-100049.37999999999,-100049.37999999999,0.0,-8.337448333333333,-0.0,0.44999999999999574,0.009169702559852591,0.0,0.0,0.0,0.0,0.0,-0.04,0.9699999999999989,0.010000598837960726,1002.9799999999989,99791.34000000001,0.0,99791.34000000001,0.0,-0.0,1.3700000000000045,0.0083098770731353,0.0,0.0,0.0,0.0,0.0,-0.15,-11.880000000014661,-258.03999999997905,199840.72,-100049.37999999999,-8.337448333333333,-20.367448333347994,-1572.266480972217,-2410.596229861132
172,2024-09-09,2024-09-10,1,38.34,38.52,49.3,49.56,97.48,97.91,165.55,166.44,4.320872274143301,4.327379794449793,4.327880796961777,166.70996829896765,3.3583535108958835,3.358932718760826,3.3589578282391708,166.46994996753332,1.6999285057706057,1.6979428381213424,1.697882583045578,166.23968370599252,1.0,1.0,1.0,166.44,0.001620701688427658,0.00017992834168538007,-0.0012042594004231812,0.0,IDU,XLU,-0.0012042594004231812,0.001620701688427658,0.002824961088850839,False,True,False,IDU,XLU,IDU,XLU,1,1,2601.0,-2601.0,-2614.0,13.0,13.0,-0.0,2019.0,0.0,0.0,0.0,0.0,-0.0,1020.0,1020.0,1026.0,-6.0,0.0,6.0,601.0,0.0,0.0,0.0,0.0,-0.0,-0.065,0.17999999999999972,0.0046838493124264375,-470.51999999999924,-100220.76000000001,-100220.76000000001,0.0,-2.78391,-0.0,0.2600000000000051,0.005259975712297454,0.0,0.0,0.0,0.0,0.0,-0.03,0.4299999999999926,0.0044014606089743955,441.17999999999245,100014.48000000001,0.0,100014.48000000001,0.0,-0.0,0.8899999999999864,0.005361620121485148,0.0,0.0,0.0,0.0,0.0,-0.095,-29.340000000006796,-206.27999999999884,200235.24000000002,-100220.76000000001,-2.78391,-32.218910000006794,-1604.485390972224,-2442.815139861139
173,2024-09-10,2024-09-11,1,38.52,38.64,49.56,49.7,97.91,98.07,166.44,166.83,4.317546583850932,4.326889319948124,4.327379794449793,167.20995525754,3.3567404426559357,3.3588685063257224,3.358932718760826,166.93895612241306,1.7011318446007957,1.6980893774413293,1.6979428381213424,166.51725413456003,1.0,1.0,1.0,166.83,0.002274910024518343,0.0006528835248736927,-0.0018763973803432692,0.0,IDU,XLU,-0.0018763973803432692,0.002274910024518343,0.004151307404861612,False,True,False,IDU,XLU,IDU,XLU,1,1,2592.0,-2592.0,-2601.0,9.0,9.0,-0.0,2012.0,0.0,0.0,0.0,0.0,-0.0,1017.0,1017.0,1020.0,-3.0,0.0,3.0,599.0,0.0,0.0,0.0,0.0,-0.0,-0.045,0.11999999999999744,0.00311042241439233,-312.11999999999335,-100190.52,-100190.52,0.0,-2.78307,-0.0,0.14000000000000057,0.0028208763416412634,0.0,0.0,0.0,0.0,0.0,-0.015,0.1599999999999966,0.0016328200382489041,163.19999999999652,99868.2,0.0,99868.2,0.0,-0.0,0.3900000000000148,0.002340445752841872,0.0,0.0,0.0,0.0,0.0,-0.06,-148.91999999999683,-322.320000000007,200058.72,-100190.52,-2.78307,-151.76306999999684,-1756.2484609722208,-2594.5782098611357
174,2024-09-11,2024-09-12,1,38.64,38.725,49.7,49.8,98.07,98.35,166.83,167.15,4.316333118140736,4.326300147468761,4.326889319948124,167.5587889149911,3.3564257028112454,3.358837133450378,3.3588685063257224,167.27165161502097,1.6995424504321304,1.6982526251744414,1.6980893774413293,167.0070902713547,1.0,1.0,1.0,167.15,0.002442655417395658,0.000727534355502422,-0.0008553446359144655,0.0,IDU,XLU,-0.0008553446359144655,0.002442655417395658,0.0032980000533101234,False,True,False,IDU,XLU,IDU,XLU,1,1,2587.0,-2587.0,-2592.0,5.0,5.0,-0.0,2009.0,0.0,0.0,0.0,0.0,-0.0,1015.0,1015.0,1017.0,-2.0,0.0,2.0,598.0,0.0,0.0,0.0,0.0,-0.0,-0.025,0.08500000000000085,0.0021973769586150827,-220.3200000000022,-100154.88,-100154.88,0.0,-2.78208,-0.0,0.09999999999999432,0.0020100509280241,0.0,0.0,0.0,0.0,0.0,-0.01,0.28000000000000114,0.0028510354308390845,284.7600000000011,99737.18999999999,0.0,99737.18999999999,0.0,-0.0,0.3199999999999932,0.001916282998525165,0.0,0.0,0.0,0.0,0.0,-0.035,64.43999999999892,-417.6900000000169,199892.07,-100154.88,-2.78208,61.62291999999892,-1694.6255409722219,-2532.955289861137
175,2024-09-12,2024-09-13,1,38.725,39.27,49.8,50.54,98.35,99.62,167.15,169.63,4.319582378405907,4.3255473813532985,4.326300147468761,169.89380679109823,3.356351404827859,3.358606994966096,3.358837133450378,169.7556287245821,1.7027705280064243,1.6985237733648926,1.6982526251744414,169.17992651987785,1.0,1.0,1.0,169.63,0.0015539814228612424,0.0007403302891297491,-0.0026567919628784084,0.0,IDU,XLU,-0.0026567919628784084,0.0015539814228612424,0.004210773385739651,False,True,False,IDU,XLU,IDU,XLU,1,1,2553.0,-2553.0,-2587.0,34.0,34.0,-0.0,1982.0,0.0,0.0,0.0,0.0,-0.0,1002.0,1002.0,1015.0,-13.0,0.0,13.0,590.0,0.0,0.0,0.0,0.0,-0.0,-0.17,0.5450000000000017,0.01397548228698605,-1409.9150000000045,-100181.575,-100181.575,0.0,-2.7828215277777777,-0.0,0.740000000000002,0.014750117929440977,0.0,0.0,0.0,0.0,0.0,-0.065,1.2700000000000102,0.012830402810069332,1289.0500000000104,99825.25,0.0,99825.25,0.0,-0.0,2.4799999999999898,0.014727981641523818,0.0,0.0,0.0,0.0,0.0,-0.23500000000000001,-120.8649999999941,-356.3249999999971,200006.825,-100181.575,-2.7828215277777777,-123.88282152777188,-1818.5083624999938,-2656.838111388909
