,bop date,eop date,day count,bop XLP price,eop XLP price,bop VDC price,eop VDC price,eop VDC / eop XLP,bop VDC / XLP moving avg,eop VDC / XLP moving avg,eop XLP unit price,eop VDC / eop VDC,bop VDC / VDC moving avg,eop VDC / VDC moving avg,eop VDC unit price,XLP unit price pct diff,VDC unit price pct diff,unit price pct diff,month end liquidation,go long,exit long,current_position,new_position,XLP shares per unit,bop XLP shares,eop XLP shares,eop XLP shares bought,eop XLP shares sold,eop XLP shares traded,VDC shares per unit,bop VDC shares,eop VDC shares,eop VDC shares bought,eop VDC shares sold,eop VDC shares traded,XLP daily commission,VDC daily commission,daily total commissions,XLP cop,XLP pct cop,XLP daily position pnl,VDC cop,VDC pct cop,VDC daily position pnl,daily position pnl,short XLP investment amount,long XLP investment amount,XLP investment amount,daily XLP borrow cost,short VDC investment amount,long VDC investment amount,VDC investment amount,daily VDC borrow cost,net investment amount,gross investment amount,short investment amount,daily borrow cost,daily net profit,cumulative net profit,drawdown
0,2024-01-02,2024-01-03,1,,72.27,,191.44,2.6489553064895532,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2024-01-03,2024-01-04,1,72.27,72.17,191.44,191.18,2.6490231398087847,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.09999999999999432,-0.0013846582107077446,,-0.2599999999999909,-0.0013590509645012958,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2024-01-04,2024-01-05,1,72.17,72.01,191.18,190.61,2.6469934731287323,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.1599999999999966,-0.002219448823406369,,-0.5699999999999932,-0.002985936894634918,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2024-01-05,2024-01-08,3,72.01,72.54,190.61,192.1,2.648194099807003,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,0.5300000000000011,0.007333135593980987,,1.4899999999999807,0.007786614033529221,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2024-01-08,2024-01-09,1,72.54,72.73,192.1,192.63,2.6485631788807917,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,0.18999999999999773,0.002615820311692993,,0.5300000000000011,0.002755180699555626,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2024-01-09,2024-01-10,1,72.73,72.58,192.63,192.37,2.6504546707081844,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.15000000000000568,-0.0020645523815251273,,-0.2599999999999909,-0.0013506495559766555,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2024-01-10,2024-01-11,1,72.58,72.57,192.37,192.28,2.6495797161361447,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.010000000000005116,-0.0001377884948788061,,-0.09000000000000341,-0.00046795789233012653,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,2024-01-11,2024-01-12,1,72.57,72.8,192.28,192.96,2.650549450549451,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,0.23000000000000398,0.00316434191259467,,0.6800000000000068,0.003530270513060795,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2024-01-12,2024-01-16,4,72.8,72.4,192.96,192.02,2.652209944751381,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.3999999999999915,-0.005509655810969473,,-0.9399999999999977,-0.004883380269342911,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,2024-01-16,2024-01-17,1,72.4,72.35,192.02,191.6,2.6482377332411886,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.05000000000001137,-0.0006908463141779648,,-0.4200000000000159,-0.0021896677327176203,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2024-01-17,2024-01-18,1,72.35,72.26,191.6,191.45,2.6494602823138664,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.0899999999999892,-0.0012447273579985372,,-0.15000000000000568,-0.0007831876134566463,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,2024-01-18,2024-01-19,1,72.26,72.05,191.45,190.84,2.6487161693268564,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.21000000000000796,-0.0029104032739632247,,-0.6099999999999852,-0.0031912972753972268,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2024-01-19,2024-01-22,3,72.05,71.7,190.84,190.16,2.6521617852161783,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.3499999999999943,-0.004869574839956388,,-0.6800000000000068,-0.003569557595967836,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2024-01-22,2024-01-23,1,71.7,72.48,190.16,191.89,2.647488962472406,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,0.7800000000000011,0.010819914129149276,,1.7299999999999898,0.00905646812971243,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2024-01-23,2024-01-24,1,72.48,71.59,191.89,189.57,2.6479955301019693,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.8900000000000006,-0.012355262326630265,,-2.319999999999993,-0.012163941728177334,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,2024-01-24,2024-01-25,1,71.59,72.28,189.57,191.49,2.6492805755395685,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,0.6899999999999977,0.009592066315934157,,1.920000000000016,0.010077238482602235,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2024-01-25,2024-01-26,1,72.28,72.63,191.49,192.25,2.646977832851439,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,0.3499999999999943,0.004830593894049089,,0.7599999999999909,0.0039610204496776215,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,2024-01-26,2024-01-29,3,72.63,73.05,192.25,193.27,2.6457221081451063,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,0.4200000000000017,0.005766078578631793,,1.0200000000000102,0.00529156661162309,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2024-01-29,2024-01-30,1,73.05,73.46,193.27,194.32,2.6452491151647157,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,0.4099999999999966,0.005596902194812651,,1.049999999999983,0.005418109696540685,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,2024-01-30,2024-01-31,1,73.46,72.92,194.32,192.76,2.643444871091607,,2.6484628972862465,,1.0,,1.0,,,,,True,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.539999999999992,-0.0073780905810588385,,-1.5600000000000023,-0.00806039292178503,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,2024-01-31,2024-02-01,1,72.92,74.41,192.76,196.6,2.6421179948931597,2.6484628972862465,2.6481210317064265,197.0721241870696,1.0,1.0,1.0,196.6,0.002398566646767237,0.0,0.002398566646767237,False,False,True,0,0,1348.0,0.0,0.0,0.0,-0.0,0.0,509.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,1.4899999999999949,0.02022739159870742,0.0,3.8400000000000034,0.019725315940934216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,2024-02-01,2024-02-02,1,74.41,74.17,196.6,196.19,2.645139544290144,2.6481210317064265,2.6479268519304946,196.41113692166567,1.0,1.0,1.0,196.19,0.0011265221837398359,0.0,0.0011265221837398359,False,False,True,0,0,1351.0,0.0,0.0,0.0,-0.0,0.0,510.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.23999999999999488,-0.0032305856607030606,-0.0,-0.4099999999999966,-0.002087630280328691,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,2024-02-02,2024-02-05,3,74.17,73.71,196.19,194.82,2.643060643060643,2.6479268519304946,2.6477302104270906,195.17868825579674,1.0,1.0,1.0,194.82,0.0018394336582849675,0.0,0.0018394336582849675,False,False,True,0,0,1358.0,0.0,0.0,0.0,-0.0,0.0,513.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.46000000000000796,-0.006221280547269423,-0.0,-1.3700000000000045,-0.0070075220899278425,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,2024-02-05,2024-02-06,1,73.71,73.88,194.82,195.45,2.64550622631294,2.6477302104270906,2.647595816752387,195.61430794635345,1.0,1.0,1.0,195.45,0.0008403116964818928,0.0,0.0008403116964818928,False,False,True,0,0,1356.0,0.0,0.0,0.0,-0.0,0.0,512.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.1700000000000017,0.0023036801298418883,0.0,0.6299999999999955,0.0032285368961541537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,2024-02-06,2024-02-07,1,73.88,73.81,195.45,195.06,2.642731337217179,2.647595816752387,2.6473042246692065,195.4190472344937,1.0,1.0,1.0,195.06,0.001839009484512694,0.0,0.001839009484512694,False,False,True,0,0,1358.0,0.0,0.0,0.0,-0.0,0.0,513.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.06999999999999318,-0.000947931549078111,-0.0,-0.38999999999998636,-0.0019973886950947757,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,2024-02-07,2024-02-08,1,73.81,73.79,195.06,195.4,2.6480552920449925,2.6473042246692065,2.647184255736047,195.34457873834077,1.0,1.0,1.0,195.4,-0.0002836700240849169,0.0,-0.0002836700240849169,False,False,True,0,0,1355.0,0.0,0.0,0.0,-0.0,0.0,512.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.01999999999999602,-0.00027100271168565713,-0.0,0.3400000000000034,0.0017415360648133959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,2024-02-08,2024-02-09,1,73.79,73.11,195.4,193.76,2.6502530433593217,2.647184255736047,2.647217922097206,193.53564093686242,1.0,1.0,1.0,193.76,-0.001158593407826638,0.0,-0.001158593407826638,False,False,False,0,0,1366.0,0.0,0.0,0.0,-0.0,0.0,516.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.6800000000000068,-0.00925806476505085,-0.0,-1.6400000000000148,-0.008428459803900357,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,2024-02-09,2024-02-12,3,73.11,73.63,193.76,195.36,2.653266331658292,2.647217922097206,2.6473537661526474,194.91465560401727,1.0,1.0,1.0,195.36,-0.0022822111704437808,0.0,-0.0022822111704437808,False,True,False,0,1,1355.0,0.0,1355.0,1355.0,-0.0,1355.0,512.0,0.0,-512.0,0.0,512.0,-512.0,-6.775,-2.56,-9.335,0.519999999999996,0.00708739507540094,0.0,1.6000000000000227,0.00822373055761244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.335,-9.335,-9.335
28,2024-02-12,2024-02-13,1,73.63,72.84,195.36,193.05,2.650329489291598,2.6473537661526474,2.6472597433796587,192.83324832655885,1.0,1.0,1.0,193.05,-0.001123405575012232,0.0,-0.001123405575012232,False,False,False,1,1,1371.0,1355.0,1371.0,16.0,-0.0,16.0,518.0,-512.0,-518.0,0.0,6.0,-6.0,-0.08,-0.03,-0.11,-0.789999999999992,-0.010787296521218133,-1070.4499999999891,-2.3100000000000023,-0.011894787652149207,1182.7200000000012,112.27000000001203,0.0,99768.65,99768.65,0.0,-100024.32,0.0,-100024.32,-2.7784533333333337,-255.6700000000128,199792.97,-100024.32,-2.7784533333333337,109.3815466666787,100.0465466666787,0.0
29,2024-02-13,2024-02-14,1,72.84,72.7,193.05,192.93,2.653782668500688,2.6472597433796587,2.6475369901426338,192.4557833437012,1.0,1.0,1.0,192.93,-0.002460998387257413,0.0,-0.002460998387257413,False,True,False,1,1,1371.0,1371.0,1371.0,0.0,-0.0,0.0,518.0,-518.0,-518.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.14000000000000057,-0.0019238703199335266,-191.9400000000008,-0.12000000000000455,-0.0006217938953639248,62.160000000002356,-129.77999999999844,0.0,99863.64,99863.64,0.0,-99999.90000000001,0.0,-99999.90000000001,-2.7777750000000005,-136.2600000000093,199863.54,-99999.90000000001,-2.7777750000000005,-132.55777499999843,-32.511228333319735,-132.55777499999843
30,2024-02-14,2024-02-15,1,72.7,73.17,192.93,194.31,2.6555965559655594,2.6475369901426338,2.6478438038252183,193.7202815687365,1.0,1.0,1.0,194.31,-0.003039550845912925,0.0,-0.003039550845912925,False,True,False,1,1,1363.0,1371.0,1363.0,0.0,8.0,-8.0,515.0,-518.0,-515.0,3.0,-0.0,3.0,-0.04,-0.015,-0.055,0.46999999999999886,0.006444116356464869,644.3699999999984,1.3799999999999955,0.007127393048053859,-714.8399999999976,-70.46999999999923,0.0,99671.7,99671.7,0.0,-99937.74,0.0,-99937.74,-2.7760483333333337,-266.04000000000815,199609.44,-99937.74,-2.7760483333333337,-73.30104833333257,-105.81227666665231,-205.858823333331
31,2024-02-15,2024-02-16,1,73.17,73.28,194.31,194.47,2.6537936681222707,2.6478438038252183,2.6480976787649886,194.03399394431202,1.0,1.0,1.0,194.47,-0.002244539286763443,0.0,-0.002244539286763443,False,True,False,1,1,1361.0,1363.0,1361.0,0.0,2.0,-2.0,514.0,-515.0,-514.0,1.0,-0.0,1.0,-0.01,-0.005,-0.015,0.10999999999999943,0.001502219469936201,149.9299999999992,0.1599999999999966,0.0008230876538556068,-82.39999999999824,67.53000000000097,0.0,99730.71,99730.71,0.0,-100069.65,0.0,-100069.65,-2.7797125,-338.9399999999878,199800.36,-100069.65,-2.7797125,64.73528750000096,-41.076989166651344,-141.12353583333004
32,2024-02-16,2024-02-20,4,73.28,74.05,194.47,196.4,2.6522619851451723,2.6480976787649886,2.6481026887614387,196.09163311254738,1.0,1.0,1.0,196.4,-0.0015713300610038531,0.0,-0.0015713300610038531,False,True,False,1,1,1348.0,1361.0,1348.0,0.0,13.0,-13.0,509.0,-514.0,-509.0,5.0,-0.0,5.0,-0.065,-0.025,-0.09,0.769999999999996,0.010452820347932996,1047.9699999999946,1.9300000000000068,0.00987548640357455,-992.0200000000035,55.949999999991064,0.0,99734.08,99734.08,0.0,-99957.58,0.0,-99957.58,-11.10639777777778,-223.5,199691.66,-99957.58,-11.10639777777778,44.75360222221328,3.676613055561937,-96.36993361111675
33,2024-02-20,2024-02-21,1,74.05,74.32,196.4,196.81,2.6481431646932188,2.6481026887614387,2.648135398872479,196.8069918287501,1.0,1.0,1.0,196.81,-1.5284763170312574e-05,0.0,-1.5284763170312574e-05,False,False,True,1,0,1345.0,1348.0,0.0,0.0,1348.0,-1348.0,508.0,-509.0,0.0,509.0,-0.0,509.0,-6.74,-2.545,-9.285,0.269999999999996,0.0036395537917751418,363.95999999999464,0.4099999999999966,0.002085400414980469,-208.68999999999826,155.26999999999637,0.0,99819.4,99819.4,0.0,-99967.6,0.0,-99967.6,-2.776877777777778,-148.20000000001164,199787.0,-99967.6,-2.776877777777778,143.2081222222186,146.88473527778055,0.0
34,2024-02-21,2024-02-22,1,74.32,74.55,196.81,197.44,2.648423876592891,2.648135398872479,2.6481568161970257,197.4184939859433,1.0,1.0,1.0,197.44,-0.00010893023402320892,0.0,-0.00010893023402320892,False,False,True,0,0,1340.0,0.0,0.0,0.0,-0.0,0.0,506.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.23000000000000398,0.003089946705164392,0.0,0.6299999999999955,0.0031959443816770025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.88473527778055,0.0
35,2024-02-22,2024-02-23,1,74.55,74.78,197.44,198.25,2.6511099224391548,2.6481568161970257,2.6482482835420047,198.0291667152136,1.0,1.0,1.0,198.25,-0.0011145340264873955,0.0,-0.0011145340264873955,False,False,False,0,0,1335.0,0.0,0.0,0.0,-0.0,0.0,504.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.23000000000000398,0.003080428338220337,0.0,0.8100000000000023,0.004094119797934343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.88473527778055,0.0
36,2024-02-23,2024-02-26,3,74.78,74.48,198.25,198.01,2.658566058002148,2.6482482835420047,2.6488276947995404,197.2415321582085,1.0,1.0,1.0,198.01,-0.0038885051546536445,0.0,-0.0038885051546536445,False,True,False,0,1,1337.0,0.0,1337.0,1337.0,-0.0,1337.0,505.0,0.0,-505.0,0.0,505.0,-505.0,-6.6850000000000005,-2.525,-9.21,-0.29999999999999716,-0.004019836580155985,-0.0,-0.2400000000000091,-0.0012113260452542229,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.21,137.67473527778054,-9.210000000000008
37,2024-02-26,2024-02-27,1,74.48,74.49,198.01,198.04,2.6586118942139887,2.6488276947995404,2.649472184102984,197.31117498561775,1.0,1.0,1.0,198.04,-0.003686979506433845,0.0,-0.003686979506433845,False,True,False,1,1,1338.0,1337.0,1338.0,1.0,-0.0,1.0,505.0,-505.0,-505.0,0.0,-0.0,0.0,-0.005,-0.0,-0.005,0.009999999999990905,0.00013425521937328297,13.36999999998784,0.030000000000001137,0.00015149602351913677,-15.150000000000574,-1.780000000012734,0.0,99579.76000000001,99579.76000000001,0.0,-99995.04999999999,0.0,-99995.04999999999,-2.7776402777777776,-415.28999999997905,199574.81,-99995.04999999999,-2.7776402777777776,-4.5626402777905115,133.11209499999003,-13.772640277790515
38,2024-02-27,2024-02-28,1,74.49,74.57,198.04,198.39,2.660453265388226,2.649472184102984,2.6502323916141597,197.57114076855947,1.0,1.0,1.0,198.39,-0.004136064449177179,0.0,-0.004136064449177179,False,True,False,1,1,1335.0,1338.0,1335.0,0.0,3.0,-3.0,504.0,-505.0,-504.0,1.0,-0.0,1.0,-0.015,-0.005,-0.02,0.0799999999999983,0.001073393367518425,107.03999999999772,0.3499999999999943,0.001765759861458372,-176.74999999999713,-69.70999999999941,0.0,99667.62,99667.62,0.0,-100010.2,0.0,-100010.2,-2.778061111111111,-342.58000000000175,199677.82,-100010.2,-2.778061111111111,-72.50806111111052,60.60403388887951,-86.28070138890104
39,2024-02-28,2024-02-29,1,74.57,74.45,198.39,198.32,2.66380120886501,2.6502323916141597,2.6512502085028298,197.3098015556742,1.0,1.0,1.0,198.32,-0.005106797495023835,0.0,-0.005106797495023835,True,True,False,1,0,1336.0,1335.0,0.0,0.0,1335.0,-1335.0,504.0,-504.0,0.0,504.0,-0.0,504.0,-6.675,-2.52,-9.195,-0.11999999999999034,-0.0016105224256853007,-160.19999999998709,-0.06999999999999318,-0.0003529026277456509,35.27999999999656,-124.91999999999052,0.0,99550.95,99550.95,0.0,-99988.56,0.0,-99988.56,-2.77746,-437.6100000000006,199539.51,-99988.56,-2.77746,-136.8924599999905,-76.288426111111,-223.17316138889154
40,2024-02-29,2024-03-01,1,74.45,74.46,198.32,198.26,2.6626376578028474,2.6512502085028298,2.652276191648314,197.41209052512068,1.0,1.0,1.0,198.26,-0.004285926620211382,0.0,-0.004285926620211382,False,True,False,0,1,1336.0,0.0,1336.0,1336.0,-0.0,1336.0,504.0,0.0,-504.0,0.0,504.0,-504.0,-6.68,-2.52,-9.2,0.009999999999990905,0.00013430931455263022,0.0,-0.060000000000002274,-0.00030258712218361966,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.2,-85.488426111111,-232.37316138889156
41,2024-03-01,2024-03-04,3,74.46,74.52,198.26,198.36,2.661835748792271,2.652276191648314,2.6531110018734205,197.64762180163237,1.0,1.0,1.0,198.36,-0.0035978043228398933,0.0,-0.0035978043228398933,False,True,False,1,1,1337.0,1336.0,1337.0,1.0,-0.0,1.0,504.0,-504.0,-504.0,0.0,-0.0,0.0,-0.005,-0.0,-0.005,0.060000000000002274,0.0008054772888168683,80.16000000000304,0.10000000000002274,0.0005042610161817304,-50.40000000001146,29.759999999991578,0.0,99478.56,99478.56,0.0,-99923.04,0.0,-99923.04,-8.32692,-444.4799999999959,199401.59999999998,-99923.04,-8.32692,21.42807999999158,-64.06034611111942,-210.94508138889995
42,2024-03-04,2024-03-05,1,74.52,74.7,198.36,198.96,2.663453815261044,2.6531110018734205,2.6541306604834407,198.18739183994452,1.0,1.0,1.0,198.96,-0.003890792942833518,0.0,-0.003890792942833518,False,True,False,1,1,1335.0,1337.0,1335.0,0.0,2.0,-2.0,503.0,-504.0,-503.0,1.0,-0.0,1.0,-0.01,-0.005,-0.015,0.18000000000000682,0.002412546405383926,240.66000000000912,0.5999999999999943,0.0030202378742160843,-302.39999999999714,-61.739999999988015,0.0,99633.23999999999,99633.23999999999,0.0,-99973.44,0.0,-99973.44,-2.77704,-340.20000000001164,199606.68,-99973.44,-2.77704,-64.53203999998802,-128.59238611110743,-275.477121388888
43,2024-03-05,2024-03-06,1,74.7,75.33,198.96,200.24,2.658170715518386,2.6541306604834407,2.654763884943713,199.9356626542176,1.0,1.0,1.0,200.24,-0.0015210190566689534,0.0,-0.0015210190566689534,False,True,False,1,1,1324.0,1335.0,1324.0,0.0,11.0,-11.0,499.0,-503.0,-499.0,4.0,-0.0,4.0,-0.055,-0.02,-0.075,0.6299999999999955,0.008398369698831641,841.0499999999939,1.2800000000000011,0.00641284762836948,-643.8400000000006,197.20999999999333,0.0,99724.5,99724.5,0.0,-100076.88,0.0,-100076.88,-2.7799133333333335,-352.38000000000466,199801.38,-100076.88,-2.7799133333333335,194.35508666666001,65.76270055555258,-81.12203472222797
44,2024-03-06,2024-03-07,1,75.33,75.76,200.24,201.49,2.659582893347413,2.654763884943713,2.6556064627502245,201.1249119233357,1.0,1.0,1.0,201.49,-0.0018135849712447758,0.0,-0.0018135849712447758,False,True,False,1,1,1317.0,1324.0,1317.0,0.0,7.0,-7.0,496.0,-499.0,-496.0,3.0,-0.0,3.0,-0.035,-0.015,-0.05,0.4300000000000068,0.005691987040219625,569.320000000009,1.25,0.006223105240155944,-623.75,-54.42999999999097,0.0,99736.92,99736.92,0.0,-99919.76000000001,0.0,-99919.76000000001,-2.7755488888888893,-182.84000000001106,199656.68,-99919.76000000001,-2.7755488888888893,-57.25554888887986,8.507151666672726,-138.3775836111078
45,2024-03-07,2024-03-08,1,75.76,75.16,201.49,200.01,2.6611229377328365,2.6556064627502245,2.6562598450346164,199.59538174030686,1.0,1.0,1.0,200.01,-0.002075139262005354,0.0,-0.002075139262005354,False,True,False,1,1,1328.0,1317.0,1328.0,11.0,-0.0,11.0,500.0,-496.0,-500.0,0.0,4.0,-4.0,-0.055,-0.02,-0.075,-0.6000000000000085,-0.007951274332558315,-790.2000000000112,-1.4800000000000182,-0.007372387065596534,734.080000000009,-56.120000000002165,0.0,99775.92000000001,99775.92000000001,0.0,-99939.04000000001,0.0,-99939.04000000001,-2.776084444444445,-163.11999999999534,199714.96000000002,-99939.04000000001,-2.776084444444445,-58.97108444444661,-50.463932777773884,-197.34866805555444
46,2024-03-08,2024-03-11,3,75.16,75.57,200.01,200.89,2.658330025142252,2.6562598450346164,2.6566636941237634,200.73355648926594,1.0,1.0,1.0,200.89,-0.0007790554917349298,0.0,-0.0007790554917349298,False,False,True,1,0,1323.0,1328.0,0.0,0.0,1328.0,-1328.0,498.0,-500.0,0.0,500.0,-0.0,500.0,-6.640000000000001,-2.5,-9.14,0.4099999999999966,0.005440204487363991,544.4799999999955,0.8799999999999955,0.0043901292759795695,-439.9999999999977,104.47999999999774,0.0,99812.48,99812.48,0.0,-100005.0,0.0,-100005.0,-8.33375,-192.52000000000407,199817.47999999998,-100005.0,-8.33375,87.00624999999775,36.542317222223865,-110.34241805555669
47,2024-03-11,2024-03-12,1,75.57,75.96,200.89,202.12,2.660874144286467,2.6566636941237634,2.657044084755172,201.80017420564104,1.0,1.0,1.0,202.12,-0.0015836092456965694,0.0,-0.0015836092456965694,False,True,False,0,1,1315.0,0.0,1315.0,1315.0,-0.0,1315.0,495.0,0.0,-495.0,0.0,495.0,-495.0,-6.575,-2.475,-9.05,0.39000000000000057,0.005147506911456695,0.0,1.2300000000000182,0.00610408584964985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.05,27.492317222223864,-119.39241805555669
48,2024-03-12,2024-03-13,1,75.96,76.15,202.12,202.73,2.6622455679579775,2.657044084755172,2.657639888688491,202.3339070541064,1.0,1.0,1.0,202.73,-0.001955706569967595,0.0,-0.001955706569967595,False,True,False,1,1,1310.0,1315.0,1310.0,0.0,5.0,-5.0,493.0,-495.0,-493.0,2.0,-0.0,2.0,-0.025,-0.01,-0.035,0.19000000000001194,0.002498193397085846,249.8500000000157,0.6099999999999852,0.0030134640563945635,-301.94999999999266,-52.099999999976944,0.0,99887.4,99887.4,0.0,-100049.40000000001,0.0,-100049.40000000001,-2.7791500000000005,-162.00000000001455,199936.8,-100049.40000000001,-2.7791500000000005,-54.91414999997694,-27.421832777753078,-174.30656805553363
49,2024-03-13,2024-03-14,1,76.15,75.56,202.73,201.08,2.6611964002117525,2.657639888688491,2.6580105752740444,200.8112699893024,1.0,1.0,1.0,201.08,-0.0013373271370412255,0.0,-0.0013373271370412255,False,True,False,1,1,1321.0,1310.0,1321.0,11.0,-0.0,11.0,497.0,-493.0,-497.0,0.0,4.0,-4.0,-0.055,-0.02,-0.075,-0.5900000000000034,-0.0077780367078620575,-772.9000000000044,-1.6499999999999773,-0.0081722056557279,813.4499999999888,40.54999999998438,0.0,99756.50000000001,99756.50000000001,0.0,-99945.89,0.0,-99945.89,-2.776274722222222,-189.38999999998487,199702.39,-99945.89,-2.776274722222222,37.69872527776216,10.27689250000908,-136.60784277777148
