,bop date,eop date,day count,bop SPTL price,eop SPTL price,bop VGLT price,eop VGLT price,eop VGLT / eop SPTL,bop VGLT / SPTL moving avg,eop VGLT / SPTL moving avg,eop SPTL unit price,eop VGLT / eop VGLT,bop VGLT / VGLT moving avg,eop VGLT / VGLT moving avg,eop VGLT unit price,SPTL unit price pct diff,VGLT unit price pct diff,unit price pct diff,month end liquidation,go long,exit long,current_position,new_position,SPTL shares per unit,bop SPTL shares,eop SPTL shares,eop SPTL shares bought,eop SPTL shares sold,eop SPTL shares traded,VGLT shares per unit,bop VGLT shares,eop VGLT shares,eop VGLT shares bought,eop VGLT shares sold,eop VGLT shares traded,SPTL daily commission,VGLT daily commission,daily total commissions,SPTL cop,SPTL pct cop,SPTL daily position pnl,VGLT cop,VGLT pct cop,VGLT daily position pnl,daily position pnl,short SPTL investment amount,long SPTL investment amount,SPTL investment amount,daily SPTL borrow cost,short VGLT investment amount,long VGLT investment amount,VGLT investment amount,daily VGLT borrow cost,net investment amount,gross investment amount,short investment amount,daily borrow cost,daily net profit,cumulative net profit,drawdown
212,2025-11-06,2025-11-07,1,27.07,27.0,57.08,56.97,2.11,2.1096307005461536,2.109687152159057,56.96002891474615,1.0,1.0,1.0,56.97,-0.0001750387562312336,0.0,-0.0001750387562312336,False,True,False,0,1,3702.0,0.0,3702.0,3702.0,-0.0,3702.0,1755.0,0.0,-1755.0,0.0,1755.0,-1755.0,-18.51,-8.775,-27.285000000000004,-0.07000000000000028,-0.0025892376218807915,-0.0,-0.10999999999999943,-0.0019289791163315077,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.285000000000004,-387.6843555555729,-412.4660022222396
213,2025-11-07,2025-11-10,3,27.0,27.0,56.97,56.94,2.1088888888888886,2.109687152159057,2.109665712524264,56.96155310829454,1.0,1.0,1.0,56.94,0.0003784515305298877,0.0,0.0003784515305298877,False,False,True,1,0,3705.0,3702.0,0.0,0.0,3702.0,-3702.0,1756.0,-1755.0,0.0,1755.0,-0.0,1755.0,-18.51,-8.775,-27.285000000000004,0.0,0.0,0.0,-0.030000000000001137,-0.0005267316424126847,52.650000000001995,52.650000000001995,0.0,99954.0,99954.0,0.0,-99982.34999999999,0.0,-99982.34999999999,-8.3318625,-28.34999999999127,199936.34999999998,-99982.34999999999,-8.3318625,17.033137500001992,-370.6512180555709,-395.4328647222376
214,2025-11-10,2025-11-11,1,27.0,27.12,56.94,57.19,2.1087758112094392,2.109665712524264,2.1095814599245317,57.21413412365805,1.0,1.0,1.0,57.19,0.00042190999828676785,0.0,0.00042190999828676785,False,False,True,0,0,3690.0,0.0,0.0,0.0,-0.0,0.0,1749.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.120000000000001,0.004434597067865775,0.0,0.25,0.00438097607733338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-370.6512180555709,-395.4328647222376
215,2025-11-11,2025-11-12,1,27.12,27.17,57.19,57.29,2.1085756348914244,2.1095814599245317,2.109493379499015,57.31732826614953,1.0,1.0,1.0,57.29,0.0004769026044131897,0.0,0.0004769026044131897,False,False,True,0,0,3683.0,0.0,0.0,0.0,-0.0,0.0,1746.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.05000000000000071,0.0018419603660616748,0.0,0.10000000000000142,0.0017470304932616393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-370.6512180555709,-395.4328647222376
216,2025-11-12,2025-11-13,1,27.17,26.98,57.29,56.89,2.108598962194218,2.109493379499015,2.1094102271720443,56.914131378883425,1.0,1.0,1.0,56.89,0.0004240861724915401,0.0,0.0004240861724915401,False,False,True,0,0,3708.0,0.0,0.0,0.0,-0.0,0.0,1758.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.19000000000000128,-0.0070175726586466465,-0.0,-0.3999999999999986,-0.007006509657930361,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-370.6512180555709,-395.4328647222376
217,2025-11-13,2025-11-14,1,26.98,26.84,56.89,56.6,2.1087928464977646,2.1094102271720443,2.109381404312828,56.616570497297666,1.0,1.0,1.0,56.6,0.0002927221226221462,0.0,0.0002927221226221462,False,False,True,0,0,3727.0,0.0,0.0,0.0,-0.0,0.0,1767.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.14000000000000057,-0.0052025386761287784,-0.0,-0.28999999999999915,-0.005110593553418724,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-370.6512180555709,-395.4328647222376
218,2025-11-14,2025-11-17,3,26.84,26.9,56.6,56.75,2.109665427509294,2.109381404312828,2.109379750152513,56.74235977601507,1.0,1.0,1.0,56.75,-0.00013463856089601133,0.0,-0.00013463856089601133,False,True,False,0,1,3717.0,0.0,3717.0,3717.0,-0.0,3717.0,1762.0,0.0,-1762.0,0.0,1762.0,-1762.0,-18.585,-8.81,-27.395000000000003,0.05999999999999872,0.0022329745043123913,0.0,0.14999999999999858,0.0026466711523748247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.395000000000003,-398.0462180555709,-422.82786472223756
219,2025-11-17,2025-11-18,1,26.9,26.89,56.75,56.71,2.108962439568613,2.109379750152513,2.10933058460834,56.72122148160108,1.0,1.0,1.0,56.71,0.00019785525521303648,0.0,0.00019785525521303648,False,False,True,1,0,3719.0,3717.0,0.0,0.0,3717.0,-3717.0,1763.0,-1762.0,0.0,1762.0,-0.0,1762.0,-18.585,-8.81,-27.395000000000003,-0.00999999999999801,-0.0003718163270200221,-37.169999999992605,-0.03999999999999915,-0.0007050943355754267,70.4799999999985,33.31000000000589,0.0,99987.29999999999,99987.29999999999,0.0,-99993.5,0.0,-99993.5,-2.7775972222222225,-6.2000000000116415,199980.8,-99993.5,-2.7775972222222225,3.137402777783667,-394.9088152777872,-419.6904619444539
220,2025-11-18,2025-11-19,1,26.89,26.85,56.71,56.65,2.1098696461824953,2.10933058460834,2.1093307528589174,56.63552619673393,1.0,1.0,1.0,56.65,-0.00025552784774451025,0.0,-0.00025552784774451025,False,True,False,0,1,3723.0,0.0,3723.0,3723.0,-0.0,3723.0,1765.0,0.0,-1765.0,0.0,1765.0,-1765.0,-18.615000000000002,-8.825000000000001,-27.440000000000005,-0.03999999999999915,-0.0014886493258996307,-0.0,-0.060000000000002274,-0.0010585745519213915,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.440000000000005,-422.3488152777872,-447.1304619444539
221,2025-11-19,2025-11-20,1,26.85,26.96,56.65,56.85,2.108679525222552,2.1093307528589174,2.1092556382109544,56.867557097076414,1.0,1.0,1.0,56.85,0.00030878428387151916,0.0,0.00030878428387151916,False,False,True,1,0,3710.0,3723.0,0.0,0.0,3723.0,-3723.0,1759.0,-1765.0,0.0,1765.0,-0.0,1765.0,-18.615000000000002,-8.825000000000001,-27.440000000000005,0.10999999999999943,0.004088465089232642,409.52999999999787,0.20000000000000284,0.0035242327225296828,-353.000000000005,56.52999999999287,0.0,99962.55,99962.55,0.0,-99987.25,0.0,-99987.25,-2.7774236111111112,-24.69999999999709,199949.8,-99987.25,-2.7774236111111112,26.31257638888175,-396.0362388889055,-420.81788555557216
222,2025-11-20,2025-11-21,1,26.96,27.01,56.85,56.99,2.109959274342836,2.1092556382109544,2.109264688805595,56.97099478807788,1.0,1.0,1.0,56.99,-0.00033353889431473997,0.0,-0.00033353889431473997,False,True,False,0,1,3702.0,0.0,3702.0,3702.0,-0.0,3702.0,1755.0,0.0,-1755.0,0.0,1755.0,-1755.0,-18.51,-8.775,-27.285000000000004,0.05000000000000071,0.001852881760417943,0.0,0.14000000000000057,0.0024595936503632263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.285000000000004,-423.3212388889055,-448.1028855555722
223,2025-11-21,2025-11-24,3,27.01,27.16,56.99,57.27,2.108615611192931,2.109264688805595,2.109224454872488,57.28762894795995,1.0,1.0,1.0,57.27,0.0003077743186727248,0.0,0.0003077743186727248,False,False,True,1,0,3683.0,3702.0,0.0,0.0,3702.0,-3702.0,1746.0,-1755.0,0.0,1755.0,-0.0,1755.0,-18.51,-8.775,-27.285000000000004,0.14999999999999858,0.005538134885971183,555.2999999999947,0.28000000000000114,0.004901112558857795,-491.400000000002,63.8999999999927,0.0,99991.02,99991.02,0.0,-100017.45,0.0,-100017.45,-8.3347875,-26.429999999993015,200008.47,-100017.45,-8.3347875,28.2802124999927,-395.04102638891277,-419.82267305557946
224,2025-11-24,2025-11-25,1,27.16,27.23,57.27,57.46,2.1101726037458683,2.109224454872488,2.1092739382774246,57.43418190617785,1.0,1.0,1.0,57.46,-0.00044942387557625143,0.0,-0.00044942387557625143,False,True,False,0,1,3670.0,0.0,3670.0,3670.0,-0.0,3670.0,1740.0,0.0,-1740.0,0.0,1740.0,-1740.0,-18.35,-8.700000000000001,-27.050000000000004,0.07000000000000028,0.0025740039951728426,0.0,0.18999999999999773,0.003312127145377472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.050000000000004,-422.0910263889128,-446.87267305557947
225,2025-11-25,2025-11-26,1,27.23,27.34,57.46,57.66,2.108997805413314,2.1092739382774246,2.1092108676134425,57.66754947250479,1.0,1.0,1.0,57.66,0.0001309222739945726,0.0,0.0001309222739945726,False,False,True,1,0,3657.0,3670.0,0.0,0.0,3670.0,-3670.0,1734.0,-1740.0,0.0,1740.0,-0.0,1740.0,-18.35,-8.700000000000001,-27.050000000000004,0.10999999999999943,0.00403152461013517,403.6999999999979,0.19999999999999574,0.0034746386591126355,-347.9999999999926,55.700000000005275,0.0,99934.1,99934.1,0.0,-99980.40000000001,0.0,-99980.40000000001,-2.7772333333333337,-46.30000000000291,199914.5,-99980.40000000001,-2.7772333333333337,25.872766666671936,-396.2182597222409,-420.99990638890756
226,2025-11-26,2025-11-28,2,27.34,27.22,57.66,57.4,2.1087435709037474,2.1092108676134425,2.109165831270474,57.4127198164379,1.0,1.0,1.0,57.4,0.0002215750399481921,0.0,0.0002215750399481921,True,False,True,0,0,3674.0,0.0,0.0,0.0,-0.0,0.0,1742.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.120000000000001,-0.004398834072483513,-0.0,-0.259999999999998,-0.0045193888847353285,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-396.2182597222409,-420.99990638890756
227,2025-11-28,2025-12-01,3,27.22,26.81,57.4,56.55,2.1092875792614696,2.109165831270474,2.109133886704136,56.54673593636141,1.0,1.0,1.0,56.55,-5.772162410300073e-05,0.0,-5.772162410300073e-05,False,True,False,0,1,3729.0,0.0,3729.0,3729.0,-0.0,3729.0,1768.0,0.0,-1768.0,0.0,1768.0,-1768.0,-18.645,-8.84,-27.485,-0.41000000000000014,-0.015177044975452046,-0.0,-0.8500000000000014,-0.014919100763391318,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.485,-423.7032597222409,-448.4849063889076
228,2025-12-01,2025-12-02,1,26.81,26.85,56.55,56.6,2.1080074487895715,2.109133886704136,2.1090813940789195,56.63024485800605,1.0,1.0,1.0,56.6,0.0005342187286317149,0.0,0.0005342187286317149,False,False,True,1,0,3727.0,3729.0,0.0,0.0,3729.0,-3729.0,1767.0,-1768.0,0.0,1768.0,-0.0,1768.0,-18.645,-8.84,-27.485,0.0400000000000027,0.0014908687070057745,149.16000000001006,0.05000000000000426,0.0008837826470079157,-88.40000000000754,60.76000000000252,0.0,99974.48999999999,99974.48999999999,0.0,-99980.4,0.0,-99980.4,-2.777233333333333,-5.9100000000034925,199954.88999999998,-99980.4,-2.777233333333333,30.497766666669186,-393.2054930555717,-417.9871397222384
229,2025-12-02,2025-12-03,1,26.85,26.91,56.6,56.74,2.1085098476402826,2.1090813940789195,2.109027181663886,56.755380314663725,1.0,1.0,1.0,56.74,0.00027102979372775187,0.0,0.00027102979372775187,False,False,True,0,0,3716.0,0.0,0.0,0.0,-0.0,0.0,1762.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.05999999999999872,0.0022321437839406344,0.0,0.14000000000000057,0.002470444171568013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-393.2054930555717,-417.9871397222384
230,2025-12-03,2025-12-04,1,26.91,26.78,56.74,56.46,2.1082897684839432,2.109027181663886,2.10900000031544,56.479747924958865,1.0,1.0,1.0,56.46,0.0003497072646778014,0.0,0.0003497072646778014,False,False,True,0,0,3735.0,0.0,0.0,0.0,-0.0,0.0,1771.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.129999999999999,-0.004842624475787903,-0.0,-0.28000000000000114,-0.004947006555362083,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-393.2054930555717,-417.9871397222384
231,2025-12-04,2025-12-05,1,26.78,26.66,56.46,56.22,2.1087771942985745,2.10900000031544,2.1090084943118614,56.22594000840964,1.0,1.0,1.0,56.22,0.00010565091838295437,0.0,0.00010565091838295437,False,False,True,0,0,3752.0,0.0,0.0,0.0,-0.0,0.0,1779.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.120000000000001,-0.004491025512463827,-0.0,-0.240000000000002,-0.004259857346957452,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-393.2054930555717,-417.9871397222384
232,2025-12-05,2025-12-08,3,26.66,26.58,56.22,56.03,2.1079759217456737,2.1090084943118614,2.1089072903991446,56.057445778809274,1.0,1.0,1.0,56.03,0.000489720845489715,0.0,0.000489720845489715,False,False,True,0,0,3765.0,0.0,0.0,0.0,-0.0,0.0,1785.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.08000000000000185,-0.0030052614654634277,-0.0,-0.18999999999999773,-0.003385303901192649,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-393.2054930555717,-417.9871397222384
233,2025-12-08,2025-12-09,1,26.58,26.59,56.03,56.06,2.1083113952613766,2.1089072903991446,2.1088784157177694,56.075844851713256,1.0,1.0,1.0,56.06,0.00028260101557465463,0.0,0.00028260101557465463,False,False,True,0,0,3762.0,0.0,0.0,0.0,-0.0,0.0,1784.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.010000000000001563,0.00037615196982927925,0.0,0.030000000000001137,0.000535284159449055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-393.2054930555717,-417.9871397222384
234,2025-12-09,2025-12-10,1,26.59,26.69,56.06,56.28,2.1086549269389283,2.1088784157177694,2.1088723715042437,56.285964915507265,1.0,1.0,1.0,56.28,0.00010598080009929842,0.0,0.00010598080009929842,False,False,True,0,0,3747.0,0.0,0.0,0.0,-0.0,0.0,1777.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.10000000000000142,0.003753758161504301,0.0,0.21999999999999886,0.003916686509545979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-393.2054930555717,-417.9871397222384
235,2025-12-10,2025-12-11,1,26.69,26.67,56.28,56.24,2.1087364079490065,2.1088723715042437,2.108880410157123,56.24362614801818,1.0,1.0,1.0,56.24,6.44742376042889e-05,0.0,6.44742376042889e-05,False,False,True,0,0,3750.0,0.0,0.0,0.0,-0.0,0.0,1778.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.019999999999999574,-0.000749625222509881,-0.0,-0.03999999999999915,-0.0007109847437788233,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-393.2054930555717,-417.9871397222384
236,2025-12-11,2025-12-12,1,26.67,26.45,56.24,55.76,2.1081285444234403,2.108880410157123,2.1088568892685844,55.779886848655906,1.0,1.0,1.0,55.76,0.00035658721608027504,0.0,0.00035658721608027504,False,False,True,0,0,3781.0,0.0,0.0,0.0,-0.0,0.0,1793.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.22000000000000242,-0.008283179889614637,-0.0,-0.480000000000004,-0.008571481050141057,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-393.2054930555717,-417.9871397222384
237,2025-12-12,2025-12-15,3,26.45,26.48,55.76,55.82,2.1080060422960725,2.1088568892685844,2.1088175490584993,55.842530427832116,1.0,1.0,1.0,55.82,0.00040354500388886075,0.0,0.00040354500388886075,False,False,True,0,0,3777.0,0.0,0.0,0.0,-0.0,0.0,1791.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.030000000000001137,0.0011335727644991723,0.0,0.060000000000002274,0.0010754616559077988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-393.2054930555717,-417.9871397222384
