date,CWB,ICVT,ICVT/CWB,ICVT/CWB avg,ICVT/CWB 10 dma,ICVT/CWB 20 dma,CWB avg,CWB 10 dma,CWB 20 dma,avg diff,10 dma diff,20 dma diff,CWB div,ICVT div,CWB*,ICVT*,ICVT*/CWB*,ICVT*/CWB* avg,ICVT*/CWB* 10 dma,ICVT*/CWB* 20 dma,CWB* avg,CWB* 10 dma,CWB* 20 dma,avg diff*,10 dma diff*,20 dma diff*
2026-03-19,94.11,104.79,1.1134842205929232,1.114300691884778,1.111936426904994,1.1106726454602587,104.86683811327646,104.61514807755952,104.50069451518092,-0.0007329893688008198,0.001669987244173588,0.0027646300257834146,0.0,0.0,94.11,104.79,1.1134842205929232,1.114300691884778,1.111936426904994,1.1106726454602587,104.86683811327646,104.61514807755952,104.50069451518092,-0.0007329893688008198,0.001669987244173588,0.0027646300257834146
2026-03-20,91.98,102.46,1.1139378125679495,1.114300691884778,1.1124477908199892,1.1108697474157903,102.49337763956188,102.27591254672136,102.1596699294346,-0.00032570958567625736,0.0017982922546230847,0.0029354977098206966,0.0,0.0,91.98,102.46,1.1139378125679495,1.114300691884778,1.1124477908199892,1.1108697474157903,102.49337763956188,102.27591254672136,102.1596699294346,-0.00032570958567625736,0.0017982922546230847,0.0029354977098206966
2026-03-23,92.72,103.16,1.1125970664365832,1.114300691884778,1.1126059576768488,1.1110603146439195,103.31796015155662,103.1461591648294,102.99984298039207,-0.0015300440033069157,0.00013417762462728493,0.0015537172468830707,0.0,0.0,92.72,103.16,1.1125970664365832,1.114300691884778,1.1126059576768488,1.1110603146439195,103.31796015155662,103.1461591648294,102.99984298039207,-0.0015300440033069157,0.00013417762462728493,0.0015537172468830707
2026-03-24,92.97,103.66,1.1149833279552543,1.114300691884778,1.1128259333064778,1.1115466004179333,103.5965353245278,103.43897588521664,103.29527745244519,0.0006124263088392288,0.0021344789152540652,0.00352465450148585,0.0,0.0,92.97,103.66,1.1149833279552543,1.114300691884778,1.1128259333064778,1.1115466004179333,103.5965353245278,103.43897588521664,103.29527745244519,0.0006124263088392288,0.0021344789152540652,0.00352465450148585
2026-03-25,93.49,104.32,1.1158412664456092,1.114300691884778,1.1130135912511996,1.1120730289357794,104.17597168430788,104.0380965048226,103.91849167307258,0.001381593490163888,0.0027059535666597648,0.0038562402297177864,0.0,0.0,93.49,104.32,1.1158412664456092,1.114300691884778,1.1130135912511996,1.1120730289357794,104.17597168430788,104.0380965048226,103.91849167307258,0.001381593490163888,0.0027059535666597648,0.0038562402297177864
2026-03-26,91.43,102.0,1.1156075686317402,1.114300691884778,1.1137083261650091,1.1124258276892347,101.88051225902525,101.76283264809719,101.67683703559833,0.001172135122981317,0.0023278775223300606,0.003173293932556432,0.0,0.0,91.43,102.0,1.1156075686317402,1.114300691884778,1.1137083261650091,1.1124258276892347,101.88051225902525,101.76283264809719,101.67683703559833,0.001172135122981317,0.0023278775223300606,0.003173293932556432
2026-03-27,89.81,100.84,1.1228148313105446,1.114300691884778,1.1147459201054062,1.1130569273814837,100.07534513817191,100.02214477287947,99.90696358477017,0.007611748651906131,0.008143493118761974,0.009295713541275544,0.0,0.0,89.81,100.84,1.1228148313105446,1.114300691884778,1.1147459201054062,1.1130569273814837,100.07534513817191,100.02214477287947,99.90696358477017,0.007611748651906131,0.008143493118761974,0.009295713541275544
2026-03-30,89.04,99.15,1.113544474393531,1.114300691884778,1.1147937809753539,1.112997397881823,99.21733360542063,99.25697672618537,99.10658881404731,-0.0006788779864390266,-0.0010783566013358467,0.0004379293208480292,0.0,0.0,89.04,99.15,1.113544474393531,1.114300691884778,1.1147937809753539,1.112997397881823,99.21733360542063,99.25697672618537,99.10658881404731,-0.0006788779864390266,-0.0010783566013358467,0.0004379293208480292
2026-03-31,91.52,101.79,1.1122159090909092,1.114300691884778,1.1148238054910895,1.1131129204528274,101.98079932129488,102.02592683486438,101.86152185414444,-0.001872686152193885,-0.0023150981761093036,-0.0007023945260388947,0.0,0.0,91.52,101.79,1.1122159090909092,1.114300691884778,1.1148238054910895,1.1131129204528274,101.98079932129488,102.02592683486438,101.86152185414444,-0.001872686152193885,-0.0023150981761093036,-0.0007023945260388947
2026-04-01,92.47,102.82,1.1119281929274358,1.114300691884778,1.114695467035248,1.1131608674967945,103.03938497858542,103.08775729376104,102.92955175427295,-0.0021314069471433054,-0.0026007514063963594,-0.0010649040417509805,0.0,0.0,92.47,102.82,1.1119281929274358,1.114300691884778,1.114695467035248,1.1131608674967945,103.03938497858542,103.08775729376104,102.92955175427295,-0.0021314069471433054,-0.0026007514063963594,-0.0010649040417509805
2026-04-02,93.3,103.89,1.1135048231511255,1.114300691884778,1.1146975272910684,1.1133169770980311,103.96425455284978,104.00108707438864,103.85790893745093,-0.0007144867558124043,-0.0010687046426562524,0.00030894234236541226,0.0,0.0,93.3,103.89,1.1135048231511255,1.114300691884778,1.1146975272910684,1.1133169770980311,103.96425455284978,104.00108707438864,103.85790893745093,-0.0007144867558124043,-0.0010687046426562524,0.00030894234236541226
2026-04-06,93.22,103.94,1.1149967818064792,1.114300691884778,1.1148034242149212,1.113625607517455,103.87511049749901,103.91210349407339,103.78340860507846,0.0006244926507461063,0.000268426497737202,0.0015076916524320901,0.0,0.0,93.22,103.94,1.1149967818064792,1.114300691884778,1.1148034242149212,1.113625607517455,103.87511049749901,103.91210349407339,103.78340860507846,0.0006244926507461063,0.000268426497737202,0.0015076916524320901
2026-04-07,93.84,104.53,1.113917306052856,1.114300691884778,1.1149354481765485,1.1137707029266986,104.56597692646757,104.61315332832821,104.50262700943799,-0.00034411878555895933,-0.0007951810172742331,0.0002619016094289717,0.0,0.0,93.84,104.53,1.113917306052856,1.114300691884778,1.1149354481765485,1.1137707029266986,104.56597692646757,104.61315332832821,104.50262700943799,-0.00034411878555895933,-0.0007951810172742331,0.0002619016094289717
2026-04-08,96.39,107.39,1.1141197219628591,1.114300691884778,1.114849087577309,1.1138375104418936,107.40744369077375,107.46862784973752,107.35635805510448,-0.0001624199107062429,-0.0007319031498466991,0.00031331795775658077,0.0,0.0,96.39,107.39,1.1141197219628591,1.114300691884778,1.114849087577309,1.1138375104418936,107.40744369077375,107.46862784973752,107.35635805510448,-0.0001624199107062429,-0.0007319031498466991,0.00031331795775658077
2026-04-09,96.51,107.56,1.1144959071598797,1.114300691884778,1.114714551648736,1.1138640714499677,107.54115977379993,107.5940854420861,107.49645813274716,0.00017517549666460125,-0.0003168468058713537,0.0005909319780825358,0.0,0.0,96.51,107.56,1.1144959071598797,1.114300691884778,1.114714551648736,1.1138640714499677,107.54115977379993,107.5940854420861,107.49645813274716,0.00017517549666460125,-0.0003168468058713537,0.0005909319780825358
2026-04-10,96.5,107.64,1.115440414507772,1.114300691884778,1.1146978362363391,1.114203081200674,107.53001676688108,107.56995423410302,107.48788289492188,0.001022291528810125,0.0006509528671170957,0.0014142019005956672,0.0,0.0,96.5,107.64,1.115440414507772,1.114300691884778,1.1146978362363391,1.114203081200674,107.53001676688108,107.56995423410302,107.48788289492188,0.001022291528810125,0.0006509528671170957,0.0014142019005956672
