bop date,eop date,day count,bop CMF price,eop CMF price,bop VTEC price,eop VTEC price,eop VTEC / eop CMF,bop VTEC / CMF moving avg,eop VTEC / CMF moving avg,eop CMF unit price,eop VTEC / eop VTEC,bop VTEC / VTEC moving avg,eop VTEC / VTEC moving avg,eop VTEC unit price,CMF unit price pct diff,VTEC unit price pct diff,unit price pct diff,go long,exit long,go short,exit short,current_position,new_position,month end liquidation,long entry,short entry,long to short flip,short to long flip,CMF shares per unit,eop CMF shares,bop CMF shares,eop CMF shares traded,eop CMF shares bought,eop CMF shares sold,VTEC shares per unit,eop VTEC shares,bop VTEC shares,eop VTEC shares traded,eop VTEC shares bought,eop VTEC shares sold,CMF cop,CMF pct cop,CMF daily position pnl,CMF daily commission,CMF investment amount,short CMF investment amount,long CMF investment amount,daily CMF borrow cost,VTEC cop,VTEC pct cop,VTEC daily position pnl,VTEC daily commission,VTEC investment amount,short VTEC investment amount,long VTEC investment amount,daily VTEC borrow cost,daily position pnl,daily total commissions,short investment amount,daily borrow cost,long daily position pnl,short daily position pnl,daily net profit,cumulative net profit,drawdown,gross investment amount,net investment amount
2026-07-15,2026-07-16,1,57.25,57.12,99.85,99.69,1.7452731092436975,1.7443589589893864,1.7444362033017455,99.63778373747375,1.0,1.0,1.0,99.69,-0.0005239235869841561,0.0,-0.0005239235869841561,False,True,False,True,0,0,False,False,False,False,False,1750.0,0.0,0.0,0.0,0.0,-0.0,1003.0,0.0,0.0,0.0,0.0,-0.0,-0.13000000000000256,-0.002273324403020151,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.1599999999999966,-0.0016036888272115942,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.02264416664622,0.0,0.0,0.0
2026-07-16,2026-07-17,1,57.12,57.11,99.69,99.63,1.7445281036596043,1.7444362033017455,1.7444482355560673,99.62475157056268,1.0,1.0,1.0,99.63,-5.2680595038855886e-05,0.0,-5.2680595038855886e-05,False,True,False,True,0,0,False,False,False,False,False,1751.0,0.0,0.0,0.0,0.0,-0.0,1004.0,0.0,0.0,0.0,0.0,-0.0,-0.00999999999999801,-0.00017508535455739647,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.060000000000002274,-0.0006020469778477045,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.02264416664622,0.0,0.0,0.0
2026-07-17,2026-07-20,3,57.11,57.06,99.63,99.52,1.7441289870311951,1.7444482355560673,1.7444894675163227,99.5382163208292,1.0,1.0,1.0,99.52,0.00018302505886724747,0.0,0.00018302505886724747,False,True,False,True,0,0,False,False,False,False,False,1753.0,0.0,0.0,0.0,0.0,-0.0,1005.0,0.0,0.0,0.0,0.0,-0.0,-0.04999999999999716,-0.0008758868914175912,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.10999999999999943,-0.001104695065895569,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.02264416664622,0.0,0.0,0.0
2026-07-20,2026-07-21,1,57.06,57.0,99.52,99.39,1.7436842105263157,1.7444894675163227,1.7444585101873595,99.4358996484304,1.0,1.0,1.0,99.39,0.0004617069438834629,0.0,0.0004617069438834629,False,True,False,True,0,0,False,False,False,False,False,1755.0,0.0,0.0,0.0,0.0,-0.0,1006.0,0.0,0.0,0.0,0.0,-0.0,-0.060000000000002274,-0.0010520779508037803,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.12999999999999545,-0.001307124010955108,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.02264416664622,0.0,0.0,0.0
2026-07-21,2026-07-22,1,57.0,56.81,99.39,99.08,1.7440591445168103,1.7444585101873595,1.744420388213896,99.1026879637439,1.0,1.0,1.0,99.08,0.00022896009814097156,0.0,0.00022896009814097156,False,True,False,True,0,0,False,False,False,False,False,1760.0,0.0,0.0,0.0,0.0,-0.0,1009.0,0.0,0.0,0.0,0.0,-0.0,-0.18999999999999773,-0.0033389012655145986,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.3100000000000023,-0.003123900358755363,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.02264416664622,0.0,0.0,0.0
2026-07-22,2026-07-23,1,56.81,56.47,99.08,98.44,1.7432264919426244,1.744420388213896,1.744344710550551,98.50741932243871,1.0,1.0,1.0,98.44,0.000684642888991771,0.0,0.000684642888991771,False,True,False,True,0,0,False,False,False,False,False,1772.0,0.0,0.0,0.0,0.0,-0.0,1016.0,0.0,0.0,0.0,0.0,-0.0,-0.3400000000000034,-0.006002842884290259,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.6400000000000006,-0.006480379098303685,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.02264416664622,0.0,0.0,0.0
2026-07-23,2026-07-24,1,56.47,56.52,98.44,98.59,1.7443382873319178,1.744344710550551,1.7443070636660607,98.59036304031714,1.0,1.0,1.0,98.59,3.6823171591424197e-06,0.0,3.6823171591424197e-06,False,True,False,True,0,0,False,False,False,False,False,1769.0,0.0,0.0,0.0,0.0,-0.0,1014.0,0.0,0.0,0.0,0.0,-0.0,0.05000000000000426,0.0008850341315815313,0.0,-0.0,0.0,0.0,0.0,0.0,0.15000000000000568,0.001522611064095012,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.02264416664622,0.0,0.0,0.0
2026-07-24,2026-07-27,3,56.52,56.67,98.59,98.77,1.7428974766190224,1.7443070636660607,1.7442123541636785,98.84988129795566,1.0,1.0,1.0,98.77,0.000808433865880679,0.0,0.000808433865880679,False,True,False,True,0,0,False,False,False,False,False,1765.0,0.0,0.0,0.0,0.0,-0.0,1012.0,0.0,0.0,0.0,0.0,-0.0,0.14999999999999858,0.0026504123652011284,0.0,-0.0,0.0,0.0,0.0,0.0,0.1799999999999926,0.0018240783330858636,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.02264416664622,0.0,0.0,0.0
2026-07-27,2026-07-28,1,56.67,56.74,98.77,98.87,1.742509693338033,1.7442123541636785,1.7440785153266773,98.96660897524713,1.0,1.0,1.0,98.87,0.0009766542545059857,0.0,0.0009766542545059857,False,True,False,True,0,0,False,False,False,False,False,1763.0,0.0,0.0,0.0,0.0,-0.0,1011.0,0.0,0.0,0.0,0.0,-0.0,0.07000000000000028,0.0012344591991773695,0.0,-0.0,0.0,0.0,0.0,0.0,0.10000000000000853,0.0010119409890056955,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.02264416664622,0.0,0.0,0.0
2026-07-28,2026-07-29,1,56.74,56.59,98.87,98.86,1.7469517582611769,1.7440785153266773,1.744160315592269,98.69740318233667,1.0,1.0,1.0,98.86,-0.0016460719948519034,0.0,-0.0016460719948519034,True,False,False,True,0,1,False,True,False,False,False,1765.0,1765.0,0.0,1765.0,1765.0,-0.0,1012.0,-1012.0,0.0,-1012.0,0.0,1012.0,-0.14999999999999858,-0.002647138226272853,-0.0,-8.825000000000001,0.0,0.0,0.0,0.0,-0.010000000000005116,-0.00010114803022844188,-0.0,-5.0600000000000005,0.0,0.0,0.0,0.0,0.0,-13.885000000000002,0.0,0.0,0.0,0.0,-13.885000000000002,152.13764416664623,-13.884999999999991,0.0,0.0
2026-07-29,2026-07-30,1,56.59,56.56,98.86,98.72,1.7454031117397453,1.744160315592269,1.744228245479378,98.64970744989873,1.0,1.0,1.0,98.72,-0.0007122932285958061,0.0,-0.0007122932285958061,False,True,False,True,1,0,False,False,False,False,False,1767.0,0.0,1765.0,-1765.0,0.0,1765.0,1013.0,0.0,-1012.0,1012.0,1012.0,-0.0,-0.030000000000001137,-0.0005302695661152223,-52.95000000000201,-8.825000000000001,99881.35,0.0,99881.35,0.0,-0.14000000000000057,-0.0014171477217355256,141.68000000000058,-5.0600000000000005,-100046.31999999999,-100046.31999999999,0.0,-2.7790644444444443,88.72999999999857,-13.885000000000002,-100046.31999999999,-2.7790644444444443,88.72999999999857,0.0,72.06593555555412,224.20357972220035,0.0,199927.66999999998,-164.9699999999866
2026-07-30,2026-07-31,1,56.56,56.53,98.72,98.66,1.745267999292411,1.744228245479378,1.7443172793446586,98.60122271694924,1.0,1.0,1.0,98.66,-0.0005959334934732402,0.0,-0.0005959334934732402,False,True,False,True,0,0,True,False,False,False,False,1769.0,0.0,0.0,0.0,0.0,-0.0,1014.0,0.0,0.0,0.0,0.0,-0.0,-0.030000000000001137,-0.0005305509011179143,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.060000000000002274,-0.0006079643514854716,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.20357972220035,0.0,0.0,0.0
2026-07-31,2026-08-03,3,56.53,56.37,98.66,98.45,1.7464963633138195,1.7443172793446586,1.7444329971282726,98.3271650366584,1.0,1.0,1.0,98.45,-0.0012484678216974387,0.0,-0.0012484678216974387,True,False,False,True,0,1,False,True,False,False,False,1772.0,1772.0,0.0,1772.0,1772.0,-0.0,1016.0,-1016.0,0.0,-1016.0,0.0,1016.0,-0.1600000000000037,-0.0028343685937158494,-0.0,-8.86,0.0,0.0,0.0,0.0,-0.20999999999999375,-0.002130790720457619,-0.0,-5.08,0.0,0.0,0.0,0.0,0.0,-13.94,0.0,0.0,0.0,0.0,-13.94,210.26357972220035,-13.939999999999998,0.0,0.0
2026-08-03,2026-08-04,1,56.37,56.59,98.45,98.79,1.7457147905990458,1.7444329971282726,1.74453188905906,98.71746330748896,1.0,1.0,1.0,98.79,-0.0007345210612054785,0.0,-0.0007345210612054785,False,True,False,True,1,0,False,False,False,False,False,1765.0,0.0,1772.0,-1772.0,0.0,1772.0,1012.0,0.0,-1016.0,1016.0,1016.0,-0.0,0.22000000000000597,0.0038951890609489146,389.8400000000106,-8.86,99887.64,0.0,99887.64,0.0,0.3400000000000034,0.0034475799712480456,-345.44000000000347,-5.08,-100025.2,-100025.2,0.0,-2.778477777777778,44.40000000000714,-13.94,-100025.2,-2.778477777777778,44.40000000000714,0.0,27.681522222229365,237.94510194442972,0.0,199912.84,-137.55999999999767
2026-08-04,2026-08-05,1,56.59,56.68,98.79,98.89,1.7447071277346506,1.74453188905906,1.7445441510798407,98.88006747186752,1.0,1.0,1.0,98.89,-0.00010044521163184258,0.0,-0.00010044521163184258,False,True,False,True,0,0,False,False,False,False,False,1764.0,0.0,0.0,0.0,0.0,-0.0,1011.0,0.0,0.0,0.0,0.0,-0.0,0.0899999999999963,0.0015891236680471107,0.0,-0.0,0.0,0.0,0.0,0.0,0.09999999999999432,0.0010117362255166957,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.94510194442972,0.0,0.0,0.0
2026-08-05,2026-08-06,1,56.68,56.66,98.89,98.86,1.7447935051182493,1.7445441510798407,1.744571483239519,98.84587160018377,1.0,1.0,1.0,98.86,-0.00014292342180761763,0.0,-0.00014292342180761763,False,True,False,True,0,0,False,False,False,False,False,1765.0,0.0,0.0,0.0,0.0,-0.0,1012.0,0.0,0.0,0.0,0.0,-0.0,-0.020000000000003126,-0.00035292042010927755,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.030000000000001137,-0.00030341340308618513,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.94510194442972,0.0,0.0,0.0
2026-08-06,2026-08-07,1,56.66,56.83,98.86,99.14,1.7445011437620976,1.744571483239519,1.7445341167135873,99.14399739250186,1.0,1.0,1.0,99.14,4.0319870034508154e-05,0.0,4.0319870034508154e-05,False,True,False,True,0,0,False,False,False,False,False,1760.0,0.0,0.0,0.0,0.0,-0.0,1009.0,0.0,0.0,0.0,0.0,-0.0,0.1700000000000017,0.00299586090665963,0.0,-0.0,0.0,0.0,0.0,0.0,0.28000000000000114,0.0028282847136145406,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.94510194442972,0.0,0.0,0.0
2026-08-07,2026-08-10,3,56.83,56.79,99.14,99.1,1.7450255326642015,1.7445341167135873,1.7445971847300172,99.07209248816461,1.0,1.0,1.0,99.1,-0.0002816492642275335,0.0,-0.0002816492642275335,False,True,False,True,0,0,False,False,False,False,False,1760.0,0.0,0.0,0.0,0.0,-0.0,1009.0,0.0,0.0,0.0,0.0,-0.0,-0.03999999999999915,-0.0007041014196889168,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.04000000000000625,-0.00040355125648555815,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.94510194442972,0.0,0.0,0.0
2026-08-10,2026-08-11,1,56.79,56.83,99.1,99.17,1.7450290339609362,1.7445971847300172,1.7446320337074503,99.14545800820687,1.0,1.0,1.0,99.17,-0.00024750457846201246,0.0,-0.00024750457846201246,False,True,False,True,0,0,False,False,False,False,False,1759.0,0.0,0.0,0.0,0.0,-0.0,1008.0,0.0,0.0,0.0,0.0,-0.0,0.03999999999999915,0.0007041014196888824,0.0,-0.0,0.0,0.0,0.0,0.0,0.07000000000000739,0.0007061078620913935,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.94510194442972,0.0,0.0,0.0
2026-08-11,2026-08-12,1,56.83,56.85,99.17,99.21,1.7451187335092346,1.7446320337074503,1.7446827302082393,99.18233111626856,1.0,1.0,1.0,99.21,-0.00027893098241396115,0.0,-0.00027893098241396115,False,True,False,True,0,0,False,False,False,False,False,1759.0,0.0,0.0,0.0,0.0,-0.0,1008.0,0.0,0.0,0.0,0.0,-0.0,0.020000000000003126,0.00035186488751496,0.0,-0.0,0.0,0.0,0.0,0.0,0.03999999999999204,0.0004032664637773532,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.94510194442972,0.0,0.0,0.0
2026-08-12,2026-08-13,1,56.85,56.93,99.21,99.35,1.745125592833304,1.7446827302082393,1.7446753543877196,99.32478783075506,1.0,1.0,1.0,99.35,-0.0002538034106446523,0.0,-0.0002538034106446523,False,True,False,True,0,0,False,False,False,False,False,1757.0,0.0,0.0,0.0,0.0,-0.0,1007.0,0.0,0.0,0.0,0.0,-0.0,0.0799999999999983,0.001406222766445355,0.0,-0.0,0.0,0.0,0.0,0.0,0.14000000000000057,0.0014101533360146717,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.94510194442972,0.0,0.0,0.0
2026-08-13,2026-08-14,1,56.93,56.81,99.35,99.15,1.745291321950361,1.7446753543877196,1.7447135153022575,99.11500688276635,1.0,1.0,1.0,99.15,-0.00035299338140597127,0.0,-0.00035299338140597127,False,True,False,True,0,0,False,False,False,False,False,1760.0,0.0,0.0,0.0,0.0,-0.0,1009.0,0.0,0.0,0.0,0.0,-0.0,-0.11999999999999744,-0.002110076393954991,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.19999999999998863,-0.0020151140320207547,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.94510194442972,0.0,0.0,0.0
