,bop date,eop date,day count,bop SPMB price,eop SPMB price,bop VMBS price,eop VMBS price,bop MBB price,eop MBB price,eop MBB / eop SPMB,eop MBB / SPMB moving avg,bop MBB / SPMB moving avg,eop SPMB unit price,eop MBB / eop VMBS,eop MBB / VMBS moving avg,bop MBB / VMBS moving avg,eop VMBS unit price,eop MBB / eop MBB,eop MBB / MBB moving avg,bop MBB / MBB moving avg,eop MBB unit price,SPMB unit price pct diff,VMBS unit price pct diff,MBB unit price pct diff,min symbol,max symbol,min unit price pct diff,max unit price pct diff,unit price pct diff,month end liquidation,go group,exit group,current long symbol,current short symbol,new long symbol,new short symbol,current_position,new_position,SPMB shares per unit,eop SPMB shares,bop SPMB shares,eop SPMB shares traded,eop SPMB shares bought,eop SPMB shares sold,VMBS shares per unit,eop VMBS shares,bop VMBS shares,eop VMBS shares traded,eop VMBS shares bought,eop VMBS shares sold,MBB shares per unit,eop MBB shares,bop MBB shares,eop MBB shares traded,eop MBB shares bought,eop MBB shares sold,SPMB daily commission,SPMB cop,SPMB pct cop,SPMB daily position pnl,SPMB investment amount,short SPMB investment amount,long SPMB investment amount,daily SPMB borrow cost,VMBS daily commission,VMBS cop,VMBS pct cop,VMBS daily position pnl,VMBS investment amount,short VMBS investment amount,long VMBS investment amount,daily VMBS borrow cost,MBB daily commission,MBB cop,MBB pct cop,MBB daily position pnl,MBB investment amount,short MBB investment amount,long MBB investment amount,daily MBB borrow cost,daily total commissions,daily position pnl,net investment amount,gross investment amount,short investment amount,daily borrow cost,daily net profit,cumulative net profit,drawdown
0,2026-01-02,2026-01-05,3,,22.44,,47.12,,95.35,4.249108734402852,,,,2.0235568760611207,,,,1.0,,,,,,,,,,,,False,False,False,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2026-01-05,2026-01-06,1,22.44,22.43,47.12,47.12,95.35,95.3,4.248773963441819,,,,2.0224957555178267,,,,1.0,,,,,,,,,,,,False,False,False,,,,,0,0,,,,,,,,,,,,,,,,,,,,-0.010000000000001563,-0.0004457321223786557,,,,,,,0.0,0.0,,,,,,,-0.04999999999999716,-0.0005245213862716541,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2026-01-06,2026-01-07,1,22.43,22.46,47.12,47.13,95.3,95.33,4.244434550311665,,,,2.022703161468279,,,,1.0,,,,,,,,,,,,False,False,False,,,,,0,0,,,,,,,,,,,,,,,,,,,,0.030000000000001137,0.00133660077818013,,,,,,,0.010000000000005116,0.00021220159230831337,,,,,,,0.030000000000001137,0.0003147458453304664,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2026-01-07,2026-01-08,1,22.46,22.42,47.13,47.06,95.33,95.23,4.247546833184656,,,,2.023586910327242,,,,1.0,,,,,,,,,,,,False,False,False,,,,,0,0,,,,,,,,,,,,,,,,,,,,-0.03999999999999915,-0.0017825316662831905,,,,,,,-0.07000000000000028,-0.001486357636423013,,,,,,,-0.09999999999999432,-0.001049538299532126,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2026-01-08,2026-01-09,1,22.42,22.54,47.06,47.32,95.23,95.8,4.250221827861579,,,,2.0245139475908704,,,,1.0,,,,,,,,,,,,False,False,False,,,,,0,0,,,,,,,,,,,,,,,,,,,,0.11999999999999744,0.005338090967616178,,,,,,,0.259999999999998,0.0055096558109694795,,,,,,,0.5699999999999932,0.005967666770860134,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2026-01-09,2026-01-12,3,22.54,22.54,47.32,47.27,95.8,95.65,4.243566992014197,,,,2.0234821239686904,,,,1.0,,,,,,,,,,,,False,False,False,,,,,0,0,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,-0.04999999999999716,-0.001057194305040937,,,,,,,-0.14999999999999147,-0.0015669890905528547,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2026-01-12,2026-01-13,1,22.54,22.55,47.27,47.26,95.65,95.69,4.243458980044346,,,,2.0247566652560307,,,,1.0,,,,,,,,,,,,False,False,False,,,,,0,0,,,,,,,,,,,,,,,,,,,,0.010000000000001563,0.0004435573370571367,,,,,,,-0.010000000000005116,-0.00021157304638328976,,,,,,,0.03999999999999204,0.0004181039049096284,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,2026-01-13,2026-01-14,1,22.55,22.59,47.26,47.31,95.69,95.83,4.242142540947322,,,,2.0255759881631787,,,,1.0,,,,,,,,,,,,False,False,False,,,,,0,0,,,,,,,,,,,,,,,,,,,,0.03999999999999915,0.0017722645312244875,,,,,,,0.05000000000000426,0.0010574178842950518,,,,,,,0.14000000000000057,0.0014619885644994101,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2026-01-14,2026-01-15,1,22.59,22.54,47.31,47.24,95.83,95.66,4.244010647737356,,,,2.02497883149873,,,,1.0,,,,,,,,,,,,False,False,False,,,,,0,0,,,,,,,,,,,,,,,,,,,,-0.05000000000000071,-0.0022158218682816937,,,,,,,-0.07000000000000028,-0.0014806983138951168,,,,,,,-0.1700000000000017,-0.0017755501035200106,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,2026-01-15,2026-01-16,1,22.54,22.52,47.24,47.18,95.66,95.57,4.243783303730018,,,,2.025646460364561,,,,1.0,,,,,,,,,,,,False,False,False,,,,,0,0,,,,,,,,,,,,,,,,,,,,-0.019999999999999574,-0.0008877053401405478,,,,,,,-0.060000000000002274,-0.001270917349632679,,,,,,,-0.09000000000000341,-0.0009412749740625753,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2026-01-16,2026-01-20,4,22.52,22.42,47.18,47.02,95.57,95.16,4.244424620874219,,,,2.02381965121225,,,,1.0,,,,,,,,,,,,False,False,False,,,,,0,0,,,,,,,,,,,,,,,,,,,,-0.09999999999999787,-0.0044503856274756915,,,,,,,-0.1599999999999966,-0.003397030867605414,,,,,,,-0.4099999999999966,-0.004299277843331368,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,2026-01-20,2026-01-21,1,22.42,22.48,47.02,47.17,95.16,95.45,4.245996441281139,,,,2.0235319058723764,,,,1.0,,,,,,,,,,,,False,False,False,,,,,0,0,,,,,,,,,,,,,,,,,,,,0.05999999999999872,0.002672607381476478,,,,,,,0.14999999999999858,0.0031850541842468297,,,,,,,0.29000000000000625,0.0030428647369996503,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2026-01-21,2026-01-22,1,22.48,22.48,47.17,47.16,95.45,95.36,4.241992882562277,,,,2.0220525869380834,,,,1.0,,,,,,,,,,,,False,False,False,,,,,0,0,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,-0.010000000000005116,-0.00021202162700027387,,,,,,,-0.09000000000000341,-0.000943346854717006,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2026-01-22,2026-01-23,1,22.48,22.5,47.16,47.18,95.36,95.55,4.246666666666666,,,,2.0252225519287834,,,,1.0,,,,,,,,,,,,False,False,False,,,,,0,0,,,,,,,,,,,,,,,,,,,,0.019999999999999574,0.0008892841848840366,,,,,,,0.020000000000003126,0.00042399831035893574,,,,,,,0.18999999999999773,0.0019904673692423477,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2026-01-23,2026-01-26,3,22.5,22.54,47.18,47.28,95.55,95.75,4.2480035492457855,,,,2.0251692047377325,,,,1.0,,,,,,,,,,,,False,False,False,,,,,0,0,,,,,,,,,,,,,,,,,,,,0.03999999999999915,0.0017761994012556728,,,,,,,0.10000000000000142,0.0021172991183137494,,,,,,,0.20000000000000284,0.0020909573744734146,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,2026-01-26,2026-01-27,1,22.54,22.55,47.28,47.27,95.75,95.74,4.245676274944567,,,,2.0253860799661516,,,,1.0,,,,,,,,,,,,False,False,False,,,,,0,0,,,,,,,,,,,,,,,,,,,,0.010000000000001563,0.0004435573370571367,,,,,,,-0.00999999999999801,-0.00021152829269773343,,,,,,,-0.010000000000005116,-0.0001044440963924508,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
