,bop date,eop date,day count,bop XLF price,eop XLF price,bop VFH price,eop VFH price,eop VFH / eop XLF,bop VFH / XLF moving avg,eop VFH / XLF moving avg,eop XLF unit price,eop VFH / eop VFH,bop VFH / VFH moving avg,eop VFH / VFH moving avg,eop VFH unit price,XLF unit price pct diff,VFH unit price pct diff,unit price pct diff,month end liquidation,go long,exit long,current_position,new_position,XLF shares per unit,bop XLF shares,eop XLF shares,eop XLF shares bought,eop XLF shares sold,eop XLF shares traded,VFH shares per unit,bop VFH shares,eop VFH shares,eop VFH shares bought,eop VFH shares sold,eop VFH shares traded,XLF daily commission,VFH daily commission,daily total commissions,XLF cop,XLF pct cop,XLF daily position pnl,VFH cop,VFH pct cop,VFH daily position pnl,daily position pnl,short XLF investment amount,long XLF investment amount,XLF investment amount,daily XLF borrow cost,short VFH investment amount,long VFH investment amount,VFH investment amount,daily VFH borrow cost,net investment amount,gross investment amount,short investment amount,daily borrow cost,daily net profit,cumulative net profit,drawdown
557,2026-03-24,2026-03-25,1,49.28,49.34,120.45,120.7,2.4462910417511146,2.4424492877558244,2.442448435949029,120.51044785787238,1.0,1.0,1.0,120.7,-0.0015716747166608332,0.0,-0.0015716747166608332,False,True,False,0,1,2025.0,0.0,2025.0,2025.0,-0.0,2025.0,829.0,0.0,-829.0,0.0,829.0,-829.0,-10.125,-4.1450000000000005,-14.27,0.060000000000002274,0.0012167918759463684,0.0,0.25,0.0020733990426053807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.27,968.0612208333607,-455.90742805551713
558,2026-03-25,2026-03-26,1,49.34,49.05,120.7,119.99,2.4462793068297657,2.442448435949029,2.442390972719089,119.80209578329986,1.0,1.0,1.0,119.99,-0.0015672264304390042,0.0,-0.0015672264304390042,False,True,False,1,1,2035.0,2025.0,2035.0,10.0,-0.0,10.0,833.0,-829.0,-833.0,0.0,4.0,-4.0,-0.05,-0.02,-0.07,-0.29000000000000625,-0.005894925089838699,-587.2500000000126,-0.710000000000008,-0.005899722127188383,588.5900000000066,1.3399999999940064,0.0,99913.5,99913.5,0.0,-100060.3,0.0,-100060.3,-2.7794527777777778,-146.8000000000029,199973.8,-100060.3,-2.7794527777777778,-1.5094527777837714,966.551768055577,-457.41688083330087
559,2026-03-26,2026-03-27,1,49.05,47.81,119.99,117.0,2.447186781008157,2.442390972719089,2.442681480348147,116.77071240569964,1.0,1.0,1.0,117.0,-0.0019616457978565297,0.0,-0.0019616457978565297,False,True,False,1,1,2088.0,2035.0,2088.0,53.0,-0.0,53.0,855.0,-833.0,-855.0,0.0,22.0,-22.0,-0.265,-0.11,-0.375,-1.2399999999999949,-0.025605363373360026,-2523.3999999999896,-2.989999999999995,-0.025234471178541346,2490.6699999999955,-32.72999999999411,0.0,99816.75,99816.75,0.0,-99951.67,0.0,-99951.67,-2.776435277777778,-134.91999999999825,199768.41999999998,-99951.67,-2.776435277777778,-35.881435277771885,930.6703327778051,-493.2983161110727
560,2026-03-27,2026-03-30,3,47.81,48.36,117.0,118.24,2.444995864350703,2.442681480348147,2.442445893448723,118.12807638963638,1.0,1.0,1.0,118.24,-0.0009470282149618354,0.0,-0.0009470282149618354,False,False,True,1,0,2067.0,2088.0,0.0,0.0,2088.0,-2088.0,846.0,-855.0,0.0,855.0,-0.0,855.0,-10.44,-4.275,-14.715,0.5499999999999972,0.011438203108579811,1148.3999999999942,1.2399999999999949,0.010542522402135575,-1060.1999999999957,88.19999999999845,0.0,99827.28,99827.28,0.0,-100035.0,0.0,-100035.0,-8.33625,-207.72000000000116,199862.28,-100035.0,-8.33625,65.14874999999844,995.8190827778036,-428.14956611107425
561,2026-03-30,2026-03-31,1,48.36,49.37,118.24,120.81,2.447032610897306,2.442445893448723,2.442340972538795,120.58355375956346,1.0,1.0,1.0,120.81,-0.0018761586905156388,0.0,-0.0018761586905156388,True,True,False,0,0,2022.0,0.0,0.0,0.0,-0.0,0.0,828.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,1.009999999999998,0.020669926524179545,0.0,2.5700000000000074,0.021502606331580833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,995.8190827778036,-428.14956611107425
562,2026-03-31,2026-04-01,1,49.37,49.44,120.81,120.84,2.4441747572815538,2.442340972538795,2.4421807783640372,120.74933768231801,1.0,1.0,1.0,120.84,-0.000750549033395037,0.0,-0.000750549033395037,False,False,True,0,0,2022.0,0.0,0.0,0.0,-0.0,0.0,828.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.07000000000000028,0.0014168608786639212,0.0,0.030000000000001137,0.00024829298699884057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,995.8190827778036,-428.14956611107425
563,2026-04-01,2026-04-02,1,49.44,49.53,120.84,121.32,2.4494245911568746,2.4421807783640372,2.44245798098454,120.96121395237077,1.0,1.0,1.0,121.32,-0.0029617344576163165,0.0,-0.0029617344576163165,False,True,False,0,1,2012.0,0.0,2012.0,2012.0,-0.0,2012.0,824.0,0.0,-824.0,0.0,824.0,-824.0,-10.06,-4.12,-14.18,0.09000000000000341,0.0018187334507111384,0.0,0.47999999999998977,0.003964326301908946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.18,981.6390827778037,-442.3295661110742
564,2026-04-02,2026-04-06,4,49.53,49.88,121.32,122.19,2.4496792301523653,2.44245798098454,2.442903184335148,121.82980409150886,1.0,1.0,1.0,122.19,-0.0029521880114347795,0.0,-0.0029521880114347795,False,True,False,1,1,1998.0,2012.0,1998.0,0.0,14.0,-14.0,818.0,-824.0,-818.0,6.0,-0.0,6.0,-0.07,-0.03,-0.1,0.3500000000000014,0.007041574211689419,704.2000000000029,0.8700000000000045,0.00714552750805069,-716.8800000000037,-12.68000000000086,0.0,99654.36,99654.36,0.0,-99967.68,0.0,-99967.68,-11.10752,-313.31999999999243,199622.03999999998,-99967.68,-11.10752,-23.88752000000086,957.7515627778027,-466.2170861110751
565,2026-04-06,2026-04-07,1,49.88,49.88,122.19,122.19,2.4496792301523653,2.442903184335148,2.443362508449561,121.85201083463718,1.0,1.0,1.0,122.19,-0.0027699278522470743,0.0,-0.0027699278522470743,False,True,False,1,1,1998.0,1998.0,1998.0,0.0,-0.0,0.0,818.0,-818.0,-818.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,99660.24,99660.24,0.0,-99951.42,0.0,-99951.42,-2.776428333333333,-291.179999999993,199611.66,-99951.42,-2.776428333333333,-2.776428333333333,954.9751344444694,-468.99351444440845
566,2026-04-07,2026-04-08,1,49.88,51.2,122.19,125.53,2.4517578125,2.443362508449561,2.443876887288704,125.10016043261754,1.0,1.0,1.0,125.53,-0.0034300739230816047,0.0,-0.0034300739230816047,False,True,False,1,1,1947.0,1998.0,1947.0,0.0,51.0,-51.0,797.0,-818.0,-797.0,21.0,-0.0,21.0,-0.255,-0.105,-0.36,1.3200000000000003,0.026119411233626384,2637.3600000000006,3.3400000000000034,0.026967563501686147,-2732.1200000000026,-94.76000000000204,0.0,99660.24,99660.24,0.0,-99951.42,0.0,-99951.42,-2.776428333333333,-291.179999999993,199611.66,-99951.42,-2.776428333333333,-97.89642833333536,857.078706111134,-566.8899427777438
567,2026-04-08,2026-04-09,1,51.2,51.33,125.53,125.88,2.4523670368205726,2.443876887288704,2.444506923255438,125.44420062452916,1.0,1.0,1.0,125.88,-0.003468029033224138,0.0,-0.003468029033224138,False,True,False,1,1,1940.0,1947.0,1940.0,0.0,7.0,-7.0,794.0,-797.0,-794.0,3.0,-0.0,3.0,-0.035,-0.015,-0.05,0.12999999999999545,0.002535844526749612,253.10999999999115,0.3499999999999943,0.0027842983660889883,-278.9499999999955,-25.840000000004352,0.0,99686.40000000001,99686.40000000001,0.0,-100047.41,0.0,-100047.41,-2.779094722222222,-361.00999999999476,199733.81,-100047.41,-2.779094722222222,-28.669094722226575,828.4096113889075,-595.5590374999704
568,2026-04-09,2026-04-10,1,51.33,50.77,125.88,124.56,2.4534173724640533,2.444506923255438,2.445193356080975,124.10761649367859,1.0,1.0,1.0,124.56,-0.0036384633573939918,0.0,-0.0036384633573939918,False,True,False,1,1,1963.0,1940.0,1963.0,23.0,-0.0,23.0,803.0,-794.0,-803.0,0.0,9.0,-9.0,-0.115,-0.045,-0.16,-0.5599999999999952,-0.010969747612908776,-1086.3999999999905,-1.3199999999999932,-0.010541544670463183,1048.0799999999945,-38.31999999999607,0.0,99580.2,99580.2,0.0,-99948.72,0.0,-99948.72,-2.7763533333333332,-368.5200000000041,199528.91999999998,-99948.72,-2.7763533333333332,-41.2563533333294,787.1532580555781,-636.8153908332997
569,2026-04-10,2026-04-13,3,50.77,51.66,124.56,126.68,2.4521873790166477,2.445193356080975,2.445865723600022,126.31868877514316,1.0,1.0,1.0,126.68,-0.00285623196103748,0.0,-0.00285623196103748,False,True,False,1,1,1929.0,1963.0,1929.0,0.0,34.0,-34.0,789.0,-803.0,-789.0,14.0,-0.0,14.0,-0.17,-0.07,-0.24000000000000002,0.8899999999999935,0.01737815870839139,1747.0699999999872,2.1200000000000045,0.016876694144696273,-1702.3600000000038,44.70999999998344,0.0,99661.51000000001,99661.51000000001,0.0,-100021.68000000001,0.0,-100021.68000000001,-8.33514,-360.16999999999825,199683.19,-100021.68000000001,-8.33514,36.13485999998343,823.2881180555615,-600.6805308333163
570,2026-04-13,2026-04-14,1,51.66,51.78,126.68,127.15,2.455581305523368,2.445865723600022,2.446758379139882,126.64692716800914,1.0,1.0,1.0,127.15,-0.00396437810712888,0.0,-0.00396437810712888,False,True,False,1,1,1922.0,1929.0,1922.0,0.0,7.0,-7.0,786.0,-789.0,-786.0,3.0,-0.0,3.0,-0.035,-0.015,-0.05,0.12000000000000455,0.002320186655697126,231.48000000000877,0.46999999999999886,0.00370327019768968,-370.82999999999913,-139.34999999999036,0.0,99652.14,99652.14,0.0,-99950.52,0.0,-99950.52,-2.7764033333333336,-298.38000000000466,199602.66,-99950.52,-2.7764033333333336,-142.1764033333237,681.1117147222378,-742.85693416664
571,2026-04-14,2026-04-15,1,51.78,52.17,127.15,128.13,2.4560092006900516,2.446758379139882,2.4476056511195017,127.64738463972766,1.0,1.0,1.0,128.13,-0.003773718569324041,0.0,-0.003773718569324041,False,True,False,1,1,1908.0,1922.0,1908.0,0.0,14.0,-14.0,780.0,-786.0,-780.0,6.0,-0.0,6.0,-0.07,-0.03,-0.1,0.39000000000000057,0.007503642710909699,749.5800000000011,0.9799999999999898,0.007677881653356059,-770.279999999992,-20.69999999999095,0.0,99521.16,99521.16,0.0,-99939.90000000001,0.0,-99939.90000000001,-2.7761083333333336,-418.74000000000524,199461.06,-99939.90000000001,-2.7761083333333336,-23.576108333324285,657.5356063889135,-766.4330424999644
