,bop date,eop date,day count,bop XLE price,eop XLE price,bop VDE price,eop VDE price,eop VDE / eop XLE,bop VDE / XLE moving avg,eop VDE / XLE moving avg,eop XLE unit price,eop VDE / eop VDE,bop VDE / VDE moving avg,eop VDE / VDE moving avg,eop VDE unit price,XLE unit price pct diff,VDE unit price pct diff,unit price pct diff,month end liquidation,go short,exit short,current_position,new_position,XLE shares per unit,bop XLE shares,eop XLE shares,eop XLE shares bought,eop XLE shares sold,eop XLE shares traded,VDE shares per unit,bop VDE shares,eop VDE shares,eop VDE shares bought,eop VDE shares sold,eop VDE shares traded,XLE daily commission,VDE daily commission,daily total commissions,XLE cop,XLE pct cop,XLE daily position pnl,VDE cop,VDE pct cop,VDE daily position pnl,daily position pnl,short XLE investment amount,long XLE investment amount,XLE investment amount,daily XLE borrow cost,short VDE investment amount,long VDE investment amount,VDE investment amount,daily VDE borrow cost,net investment amount,gross investment amount,short investment amount,daily borrow cost,daily net profit,cumulative net profit,drawdown
0,2024-01-02,2024-01-03,1,,43.06,,120.0,2.7868091035764047,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2024-01-03,2024-01-04,1,43.06,42.305,120.0,118.09,2.791395816097388,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.7550000000000026,-0.017689209559752818,,-1.9099999999999966,-0.01604469716885578,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2024-01-04,2024-01-05,1,42.305,42.34,118.09,118.23,2.79239489844119,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,0.035000000000003695,0.000826983330255055,,0.14000000000000057,0.0011848342618317686,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2024-01-05,2024-01-08,3,42.34,41.85,118.23,116.88,2.792831541218638,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.490000000000002,-0.011640468771234772,,-1.3500000000000085,-0.01148411243257809,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2024-01-08,2024-01-09,1,41.85,41.18,116.88,115.07,2.7943176299174355,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.6700000000000017,-0.016139095335841007,,-1.8100000000000023,-0.015607128607076836,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2024-01-09,2024-01-10,1,41.18,40.775,115.07,113.9,2.7933782955242186,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.40500000000000114,-0.009883553092565812,,-1.1699999999999875,-0.010219768382230694,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2024-01-10,2024-01-11,1,40.775,40.88,113.9,114.02,2.789138943248532,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,0.10500000000000398,0.0025717973883716116,,0.11999999999999034,0.0010530011502992312,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,2024-01-11,2024-01-12,1,40.88,41.34,114.02,115.53,2.794629898403483,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,0.46000000000000085,0.011189608358173331,,1.5100000000000051,0.013156364891491511,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2024-01-12,2024-01-16,4,41.34,40.355,115.53,112.8,2.795192665097262,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.9850000000000065,-0.02411525147728667,,-2.730000000000004,-0.023913897430968722,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,2024-01-16,2024-01-17,1,40.355,40.02,112.8,111.88,2.7956021989005495,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.33499999999999375,-0.008335973620748102,,-0.9200000000000017,-0.008189470730199586,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2024-01-17,2024-01-18,1,40.02,39.955,111.88,111.77,2.797397071705669,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.06500000000000483,-0.0016255083291613845,,-0.10999999999999943,-0.0009836799362387824,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,2024-01-18,2024-01-19,1,39.955,40.085,111.77,112.05,2.7953099663215664,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,0.13000000000000256,0.003248378668488784,,0.28000000000000114,0.0025020118494159093,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2024-01-19,2024-01-22,3,40.085,40.235,112.05,112.5,2.796073070709581,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,0.14999999999999858,0.0037350641031812437,,0.45000000000000284,0.004008021397538868,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2024-01-22,2024-01-23,1,40.235,40.32,112.5,112.84,2.798611111111111,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,0.08500000000000085,0.0021103601650169965,,0.3400000000000034,0.0030176644893207525,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2024-01-23,2024-01-24,1,40.32,40.895,112.84,114.47,2.7991196967844476,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,0.5750000000000028,0.014160182423824334,,1.6299999999999955,0.014341893796589277,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,2024-01-24,2024-01-25,1,40.895,41.815,114.47,116.76,2.792299414085855,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,0.9199999999999946,0.022247320646551553,,2.2900000000000063,0.019807766055529082,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2024-01-25,2024-01-26,1,41.815,42.125,116.76,117.67,2.793353115727003,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,0.3100000000000023,0.0073862618390367184,,0.9099999999999966,0.0077635504899234925,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,2024-01-26,2024-01-29,3,42.125,42.065,117.67,117.61,2.795911089979793,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.060000000000002274,-0.0014253476697489267,,-0.060000000000002274,-0.0005100306128924249,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2024-01-29,2024-01-30,1,42.065,42.5,117.61,118.71,2.793176470588235,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,0.4350000000000023,0.01028803492759427,,1.0999999999999943,0.009309478202497275,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,2024-01-30,2024-01-31,1,42.5,41.705,118.71,116.36,2.7900731327179,,2.793850756507813,,1.0,,1.0,,,,,True,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.7950000000000017,-0.018883050236796078,,-2.3499999999999943,-0.019994710438441695,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,2024-01-31,2024-02-01,1,41.705,41.7,116.36,116.24,2.7875299760191843,2.793850756507813,2.793886800129952,116.5035765463758,1.0,1.0,1.0,116.24,0.0022649532413842907,0.0,0.0022649532413842907,False,True,False,0,-1,2403.0,0.0,-2403.0,0.0,2403.0,-2403.0,860.0,0.0,860.0,860.0,-0.0,860.0,-12.015,-4.3,-16.315,-0.0049999999999954525,-0.00011989688881930942,-0.0,-0.12000000000000455,-0.0010318143649734597,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.315,-16.315,-16.315
21,2024-02-01,2024-02-02,1,41.7,41.76,116.24,116.03,2.7784961685823757,2.793886800129952,2.7932418177542013,116.6727127734268,1.0,1.0,1.0,116.03,0.005523909885319977,0.0,0.005523909885319977,False,True,False,-1,-1,2408.0,-2403.0,-2408.0,0.0,5.0,-5.0,862.0,860.0,862.0,2.0,-0.0,2.0,-0.025,-0.01,-0.035,0.05999999999999517,0.0014378147696274175,-144.17999999998838,-0.20999999999999375,-0.001808240902573303,-180.59999999999462,-324.77999999998303,-100205.1,0.0,-100205.1,-2.783475,0.0,99966.4,99966.4,0.0,-238.70000000001164,200171.5,-100205.1,-2.783475,-327.59847499998307,-343.91347499998307,-343.91347499998307
22,2024-02-02,2024-02-05,3,41.76,41.655,116.03,115.6,2.7751770495738803,2.7932418177542013,2.792380925310836,116.35248791855126,1.0,1.0,1.0,115.6,0.006488316337286138,0.0,0.006488316337286138,False,True,False,-1,-1,2416.0,-2408.0,-2416.0,0.0,8.0,-8.0,865.0,862.0,865.0,3.0,-0.0,3.0,-0.04,-0.015,-0.055,-0.10499999999999687,-0.002517534147510697,252.83999999999247,-0.4300000000000068,-0.0037128221211770677,-370.6600000000059,-117.82000000001341,-100558.08,0.0,-100558.08,-8.37984,0.0,100017.86,100017.86,0.0,-540.2200000000012,200575.94,-100558.08,-8.37984,-126.25484000001342,-470.1683149999965,-470.1683149999965
23,2024-02-05,2024-02-06,1,41.655,41.79,115.6,116.23,2.7812873893275905,2.792380925310836,2.7918037177162836,116.69359886873984,1.0,1.0,1.0,116.23,0.003980699964902667,0.0,0.003980699964902667,False,True,False,-1,-1,2401.0,-2416.0,-2401.0,15.0,-0.0,15.0,860.0,865.0,860.0,0.0,5.0,-5.0,-0.075,-0.025,-0.1,0.134999999999998,0.003235667032951434,-326.1599999999952,0.6300000000000097,0.005435030417339604,544.9500000000083,218.79000000001315,-100638.48,0.0,-100638.48,-2.795513333333333,0.0,99994.0,99994.0,0.0,-644.4799999999959,200632.47999999998,-100638.48,-2.795513333333333,215.89448666667982,-254.27382833331666,-254.27382833331666
24,2024-02-06,2024-02-07,1,41.79,41.875,116.23,116.43,2.7804179104477615,2.7918037177162836,2.7911087317428,116.90678067936938,1.0,1.0,1.0,116.43,0.00408663684760435,0.0,0.00408663684760435,False,True,False,-1,-1,2398.0,-2401.0,-2398.0,3.0,-0.0,3.0,859.0,860.0,859.0,0.0,1.0,-1.0,-0.015,-0.005,-0.02,0.08500000000000085,0.0020319136854064883,-204.08500000000205,0.20000000000000284,0.0017192473933080597,172.00000000000244,-32.08499999999961,-100337.79,0.0,-100337.79,-2.787160833333333,0.0,99957.8,99957.8,0.0,-379.9899999999907,200295.59,-100337.79,-2.787160833333333,-34.892160833332944,-289.1659891666496,-289.1659891666496
25,2024-02-07,2024-02-08,1,41.875,42.305,116.43,117.68,2.7817042902730176,2.7911087317428,2.7905250314802403,118.07785489637915,1.0,1.0,1.0,117.68,0.003375117866012581,0.0,0.003375117866012581,False,True,False,-1,-1,2372.0,-2398.0,-2372.0,26.0,-0.0,26.0,850.0,859.0,850.0,0.0,9.0,-9.0,-0.13,-0.045,-0.175,0.4299999999999997,0.01021629223123365,-1031.1399999999994,1.25,0.01067884224425734,1073.75,42.61000000000058,-100416.25,0.0,-100416.25,-2.789340277777778,0.0,100013.37000000001,100013.37000000001,0.0,-402.8799999999901,200429.62,-100416.25,-2.789340277777778,39.64565972222281,-249.52032944442678,-249.52032944442678
