,bop date,eop date,day count,bop RSP price,eop RSP price,bop SPY price,eop SPY price,eop SPY / eop RSP,bop SPY / RSP moving avg,eop SPY / RSP moving avg,current position,new position,bop RSP shares,eop RSP shares,eop RSP shares bought,eop RSP shares sold,eop RSP shares traded,bop SPY shares,eop SPY shares,eop SPY shares bought,eop SPY shares sold,eop SPY shares traded,RSP daily commission,SPY daily commission,daily total commissions,RSP cop,RSP pct cop,RSP daily position pnl,SPY cop,SPY pct cop,SPY daily position pnl,daily position pnl,short RSP investment amount,long RSP investment amount,RSP investment amount,daily RSP borrow cost,short SPY investment amount,long SPY investment amount,SPY investment amount,daily SPY borrow cost,net investment amount,gross investment amount,short investment amount,daily borrow cost,daily net profit,cumulative net profit,drawdown
0,1/2/2026,1/5/2026,3,,$194.65 ,,$687.72 ,3.533110712,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,0,0,0,0,0,0,0
1,1/5/2026,1/6/2026,1,$194.65 ,$197.00 ,$687.72 ,$691.81 ,3.511725888,,,,,,,,,,,,,,,,,0,$2.35 ,1.20%,,$4.09 ,0.59%,,0,,,,,,,,,0,0,0,0,0,0,0
2,1/6/2026,1/7/2026,1,$197.00 ,$194.79 ,$691.81 ,$689.58 ,3.540120129,,,,,,,,,,,,,,,,,0,($2.21),-1.13%,,($2.23),-0.32%,,0,,,,,,,,,0,0,0,0,0,0,0
3,1/7/2026,1/8/2026,1,$194.79 ,$196.46 ,$689.58 ,$689.51 ,3.50967118,,,,,,,,,,,,,,,,,0,$1.67 ,0.85%,,($0.07),-0.01%,,0,,,,,,,,,0,0,0,0,0,0,0
4,1/8/2026,1/9/2026,1,$196.46 ,$197.60 ,$689.51 ,$694.07 ,3.5125,,,,,,,,,,,,,,,,,0,$1.14 ,0.58%,,$4.56 ,0.66%,,0,,,,,,,,,0,0,0,0,0,0,0
5,1/9/2026,1/12/2026,3,$197.60 ,$197.78 ,$694.07 ,$695.16 ,3.51481444,,,,,,,,,,,,,,,,,0,$0.18 ,0.09%,,$1.09 ,0.16%,,0,,,,,,,,,0,0,0,0,0,0,0
6,1/12/2026,1/13/2026,1,$197.78 ,$197.78 ,$695.16 ,$693.77 ,3.507786429,,,,,,,,,,,,,,,,,0,$0.00 ,0.00%,,($1.39),-0.20%,,0,,,,,,,,,0,0,0,0,0,0,0
7,1/13/2026,1/14/2026,1,$197.78 ,$198.68 ,$693.77 ,$690.36 ,3.474733239,,,,,,,,,,,,,,,,,0,$0.90 ,0.45%,,($3.41),-0.49%,,0,,,,,,,,,0,0,0,0,0,0,0
8,1/14/2026,1/15/2026,1,$198.68 ,$199.56 ,$690.36 ,$692.24 ,3.468831429,,,,,,,,,,,,,,,,,0,$0.88 ,0.44%,,$1.88 ,0.27%,,0,,,,,,,,,0,0,0,0,0,0,0
9,1/15/2026,1/16/2026,1,$199.56 ,$199.05 ,$692.24 ,$691.66 ,3.474805325,,3.504809877,,,,,,,,,,,,,,,0,($0.51),-0.26%,,($0.58),-0.08%,,0,,,,,,,,,0,0,0,0,0,0,0
10,1/16/2026,1/20/2026,4,$199.05 ,$196.08 ,$691.66 ,$677.58 ,3.455630355,3.504809877,3.497061842,,-1,0,-509.99592,0,509.99592,-509.99592,0,147.5840491,147.5840491,0,147.5840491,($2.55),($0.74),($3.29),($2.97),-1.50%,0,($14.08),-2.06%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,($3.29),($3.29),($3.29)
11,1/20/2026,1/21/2026,1,$196.08 ,$199.40 ,$677.58 ,$685.40 ,3.437311936,3.497061842,3.489620446,-1,-1,-509.99592,-501.5045135,8.491406492,0,8.491406492,147.5840491,145.9002043,0,1.683844856,-1.683844856,($0.04),($0.01),($0.05),$3.32 ,1.68%,"($1,693.19)",$7.82 ,1.15%,"$1,154.11 ",($539.08),-100000,$0.00 ,"($100,000.00)",-2.777777778,$0.00 ,100000,"$100,000.00 ",$0.00 ,$0.00 ,"$200,000.00 ","($100,000.00)",($2.78),($541.91),($545.20),($545.20)
12,1/21/2026,1/22/2026,1,$199.40 ,$199.66 ,$685.40 ,$688.98 ,3.450766303,3.489620446,3.480685064,-1,-1,-501.5045135,-500.8514475,0.65306608,0,0.65306608,145.9002043,145.1420941,0,0.75811015,-0.75811015,($0.00),($0.00),($0.01),$0.26 ,0.13%,($130.39),$3.58 ,0.52%,$522.32 ,$391.93 ,-100000,$0.00 ,"($100,000.00)",-2.777777778,$0.00 ,100000,"$100,000.00 ",$0.00 ,0,"$200,000.00 ","($100,000.00)",($2.78),$389.15 ,($156.05),($156.05)
13,1/22/2026,1/23/2026,1,$199.66 ,$198.77 ,$688.98 ,$689.23 ,3.467474971,3.480685064,3.476465443,-1,-1,-500.8514475,-503.0940283,0,2.242580813,-2.242580813,145.1420941,145.0894476,0,0.052646466,-0.052646466,($0.01),($0.00),($0.01),($0.89),-0.45%,$445.76 ,$0.25 ,0.04%,$36.29 ,$482.04 ,-100000,$0.00 ,"($100,000.00)",-2.777777778,$0.00 ,100000,"$100,000.00 ",$0.00 ,0,"$200,000.00 ","($100,000.00)",($2.78),$479.25 ,$323.21 ,$0.00 
14,1/23/2026,1/26/2026,3,$198.77 ,$199.24 ,$689.23 ,$692.73 ,3.476862076,3.476465443,3.47290165,-1,1,-503.0940283,501.9072475,1005.001276,0,1005.001276,145.0894476,-144.356387,0,289.4458347,-289.4458347,($5.03),($1.45),($6.47),$0.47 ,0.24%,($236.45),$3.50 ,0.51%,$507.81 ,$271.36 ,-100000,$0.00 ,"($100,000.00)",-8.333333333,$0.00 ,100000,"$100,000.00 ",$0.00 ,0,"$200,000.00 ","($100,000.00)",($8.33),$256.55 ,$579.76 ,$0.00 
15,1/26/2026,1/27/2026,1,$199.24 ,$198.93 ,$692.73 ,$695.49 ,3.496154426,3.47290165,3.471035649,1,1,501.9072475,502.6893882,0.782140686,0,0.782140686,-144.356387,-143.7835195,0.572867515,0,0.572867515,($0.00),($0.00),($0.01),($0.31),-0.16%,($155.59),$2.76 ,0.40%,($398.42),($554.01),0,"$100,000.00 ","$100,000.00 ",0,"($100,000.00)",0,"($100,000.00)",($2.78),0,"$200,000.00 ","($100,000.00)",($2.78),($556.80),$22.96 ,($556.80)
16,1/27/2026,1/28/2026,1,$198.93 ,$198.26 ,$695.49 ,$695.42 ,3.507616261,3.471035649,3.471018632,1,1,502.6893882,504.3881771,1.698788914,0,1.698788914,-143.7835195,-143.7979926,0,0.014473047,-0.014473047,($0.01),($0.00),($0.01),($0.67),-0.34%,($336.80),($0.07),-0.01%,$10.06 ,($326.74),0,"$100,000.00 ","$100,000.00 ",0,"($100,000.00)",0,"($100,000.00)",($2.78),0,"$200,000.00 ","($100,000.00)",($2.78),($329.52),($306.56),($886.32)
17,1/28/2026,1/29/2026,1,$198.26 ,$198.52 ,$695.42 ,$694.04 ,3.496070925,3.471018632,3.473152401,1,1,504.3881771,503.7275841,0,0.660593019,-0.660593019,-143.7979926,-144.0839145,0,0.285921892,-0.285921892,($0.00),($0.00),($0.00),$0.26 ,0.13%,$131.14 ,($1.38),-0.20%,$198.44 ,$329.58 ,0,"$100,000.00 ","$100,000.00 ",0,"($100,000.00)",0,"($100,000.00)",($2.78),0,"$200,000.00 ","($100,000.00)",($2.78),$326.80 ,$20.24 ,($559.52)
18,1/29/2026,1/30/2026,1,$198.52 ,$198.08 ,$694.04 ,$691.97 ,3.493386511,3.473152401,3.475607909,1,1,503.7275841,504.8465267,1.118942533,0,1.118942533,-144.0839145,-144.5149356,0,0.431021147,-0.431021147,($0.01),($0.00),($0.01),($0.44),-0.22%,($221.64),($2.07),-0.30%,$298.25 ,$76.61 ,0,"$100,000.00 ","$100,000.00 ",0,"($100,000.00)",0,"($100,000.00)",($2.78),0,"$200,000.00 ","($100,000.00)",($2.78),$73.83 ,$94.06 ,($485.70)
