date,XLE,IYE,IYE/XLE,IYE/XLE avg,IYE/XLE 10 dma,IYE/XLE 20 dma,XLE avg,XLE 10 dma,XLE 20 dma,avg diff,10 dma diff,20 dma diff,XLE div,IYE div,XLE*,IYE*,IYE*/XLE*,IYE*/XLE* avg,IYE*/XLE* 10 dma,IYE*/XLE* 20 dma,XLE* avg,XLE* 10 dma,XLE* 20 dma,avg diff*,10 dma diff*,20 dma diff*
2026-03-25,60.57,64.15,1.059105167574707,1.0597116636322679,1.0551331890004785,1.0558513397348004,64.18673546620647,63.89476773160946,63.94280957884676,-0.0005724856110189127,0.003986615165118495,0.003235007531280974,0.0,0.0,60.57,64.15,1.059105167574707,1.059991528542074,1.0572160658614789,1.0568927781653006,64.20368688379342,64.02092758308025,64.00588950458214,-0.0008365460818107771,0.0020140676670628733,0.0022489884267811217
2026-03-26,61.52,65.12,1.05851755526658,1.0597116636322679,1.0554206948314315,1.055952512684324,65.19346154665712,64.91179378730943,64.95597442048492,-0.0011274591829120812,0.0032023920390750276,0.0025219978890932233,0.0,0.0,61.52,65.12,1.05851755526658,1.059991528542074,1.0575035716924317,1.056993951114824,65.2106788359084,65.03993237179819,65.02004371272929,-0.0013915196537040572,0.001230296249271114,0.0015361345220846914
2026-03-27,62.56,66.2,1.0581841432225063,1.0597116636322679,1.0556411888763857,1.0560541375850772,66.29556167683468,66.02711866865435,66.06038919353132,-0.0014424889739015998,0.0026149163892672514,0.002111151481910536,0.0,0.0,62.56,66.2,1.0581841432225063,1.059991528542074,1.057724065737386,1.0570955760155774,66.31307002559215,66.15742344507854,66.12554158174339,-0.0017065494446935389,0.0006433572863815475,0.0011253825259273827
2026-03-30,61.96,65.5,1.0571336346029696,1.0597116636322679,1.055724155100068,1.056061941334861,65.65973467865531,65.40752806278086,65.43311436477138,-0.002435728587270034,0.0014127828088788047,0.0010216764700232848,0.0,0.0,61.96,65.5,1.0571336346029696,1.059991528542074,1.0578070319610682,1.0571033797653613,65.67707510846691,65.53658311308844,65.49764188992518,-0.0026997890580621547,-0.000558364895814399,3.600232860764629e-05
2026-03-31,61.26,64.77,1.0572967678746328,1.0597116636322679,1.0564290497989992,1.0561136162466394,64.91793651411272,64.67366174143017,64.69435452617358,-0.0022814238896120328,0.0014884973904665416,0.0011685916592526382,0.0,0.0,61.26,64.77,1.0572967678746328,1.059991528542074,1.0579877427598114,1.0571550546771395,64.93508103848745,64.80125877793503,64.75815304442602,-0.002545484360404018,-0.00048249556014634987,0.0001829247978691249
2026-04-01,58.97,62.46,1.0591826352382567,1.0597116636322679,1.0571787355374407,1.0562430630112218,62.49119680439483,62.29762106664698,62.279019950064324,-0.0004993438372886543,0.0026031119166471037,0.00290174120331093,0.0,0.0,58.97,62.46,1.0591826352382567,1.059991528542074,1.0582125269066047,1.0572845014417218,62.5077004381261,62.38953719054608,62.34043357431092,-0.0007634043080805911,0.0011287637667061004,0.001916122546168624
2026-04-02,59.25,62.83,1.06042194092827,1.0597116636322679,1.0579648649402407,1.0564312988678335,62.78791607021187,62.637840080593364,62.58240148341489,0.0006700307198065664,0.003063096798816506,0.003948554295275416,0.0,0.0,59.25,62.83,1.06042194092827,1.059991528542074,1.0584819784118307,1.0574727372983337,62.80449806611789,62.69909221921633,62.644106710422015,0.0004059702490146046,0.0020856970432091317,0.002963056370097236
2026-04-06,59.68,63.22,1.0593163538873995,1.0597116636322679,1.0586528651915672,1.0565864395249045,63.243592085573745,63.13934313963356,63.0478199164323,-0.00037310478784223066,0.0012766269484591202,0.002727222033307643,0.0,0.0,59.68,63.22,1.0593163538873995,1.059991528542074,1.0586528651915672,1.0576278779554047,63.260294423390974,63.17020447161806,63.10997296196455,-0.0006371652586341273,0.0007879650352109774,0.0017418996185338126
2026-04-07,60.16,63.73,1.0593417553191489,1.0597116636322679,1.0587342820449646,1.0567303738817713,63.75225368411723,63.688556369924676,63.56424020181825,-0.00034912599519007774,0.0006505117106562893,0.00260435808580579,0.0,0.0,60.16,63.73,1.0593417553191489,1.059991528542074,1.0587342820449646,1.0577718123122712,63.769090357091166,63.688556369924676,63.62689313779714,-0.0006131864659819745,0.0006505117106562893,0.0016191802766097744
2026-04-08,58.05,61.56,1.06046511627907,1.0597116636322679,1.058896507019354,1.0568939174655088,61.51626207385315,61.45952507271019,61.34319820383682,0.000710745146969463,0.001633479719117714,0.003528012683265559,0.0,0.0,58.05,61.56,1.06046511627907,1.059991528542074,1.058896507019354,1.0579353558960087,61.532508231867396,61.45952507271019,61.40365370472734,0.0004466846761775046,0.001633479719117714,0.0025429689963782287
