,bop date,eop date,day count,bop VMBS price,eop VMBS price,bop MBB price,eop MBB price,eop MBB / eop VMBS,bop MBB / VMBS moving avg,eop MBB / VMBS moving avg,eop VMBS unit price,eop MBB / eop MBB,bop MBB / MBB moving avg,eop MBB / MBB moving avg,eop MBB unit price,VMBS unit price pct diff,MBB unit price pct diff,unit price pct diff,month end liquidation,go short,exit short,current_position,new_position,VMBS shares per unit,bop VMBS shares,eop VMBS shares,eop VMBS shares bought,eop VMBS shares sold,eop VMBS shares traded,MBB shares per unit,bop MBB shares,eop MBB shares,eop MBB shares bought,eop MBB shares sold,eop MBB shares traded,VMBS daily commission,MBB daily commission,daily total commissions,VMBS cop,VMBS pct cop,VMBS daily position pnl,MBB cop,MBB pct cop,MBB daily position pnl,daily position pnl,short VMBS investment amount,long VMBS investment amount,VMBS investment amount,daily VMBS borrow cost,short MBB investment amount,long MBB investment amount,MBB investment amount,daily MBB borrow cost,net investment amount,gross investment amount,short investment amount,daily borrow cost,daily net profit,cumulative net profit,drawdown
0,2024-01-02,2024-01-03,1,,46.12,,93.65,2.0305724197745016,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2024-01-03,2024-01-04,1,46.12,45.84,93.65,93.14,2.0318499127399647,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.27999999999999403,-0.006089622994373988,,-0.5100000000000051,-0.005460691335866401,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2024-01-04,2024-01-05,1,45.84,45.77,93.14,92.97,2.031243172383657,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.07000000000000028,-0.0015282177409334196,,-0.1700000000000017,-0.0018268770864646054,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2024-01-05,2024-01-08,3,45.77,46.01,92.97,93.4,2.029993479678331,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,0.23999999999999488,0.005229909501826408,,0.4300000000000068,0.004614484767030522,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2024-01-08,2024-01-09,1,46.01,45.97,93.4,93.25,2.02849684576898,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.03999999999999915,-0.0008697543492406278,,-0.15000000000000568,-0.0016072867108720265,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2024-01-09,2024-01-10,1,45.97,45.91,93.25,93.2,2.0300588107166195,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.060000000000002274,-0.0013060515570059979,,-0.04999999999999716,-0.0005363368323794005,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2024-01-10,2024-01-11,1,45.91,46.19,93.2,93.85,2.03182507036155,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,0.28000000000000114,0.006080366181383431,,0.6499999999999915,0.006950041340972273,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,2024-01-11,2024-01-12,1,46.19,46.29,93.85,93.98,2.0302441131993954,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,0.10000000000000142,0.002162630600665148,,0.13000000000000966,0.001384230642151889,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2024-01-12,2024-01-16,4,46.29,45.9,93.98,93.15,2.0294117647058827,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.39000000000000057,-0.008460837976679755,,-0.8299999999999983,-0.008870896627072213,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,2024-01-16,2024-01-17,1,45.9,45.7,93.15,92.85,2.0317286652078774,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.19999999999999574,-0.0043668191663404025,,-0.30000000000001137,-0.0032258092488827886,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2024-01-17,2024-01-18,1,45.7,45.68,92.85,92.72,2.0297723292469354,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.020000000000003126,-0.00043773255240427605,,-0.12999999999999545,-0.001401088767218468,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,2024-01-18,2024-01-19,1,45.68,45.67,92.72,92.69,2.0295598861396975,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.00999999999999801,-0.00021893815084719087,,-0.030000000000001137,-0.0003236071437549953,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2024-01-19,2024-01-22,3,45.67,45.7,92.69,92.76,2.0297592997811815,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,0.030000000000001137,0.0006566707032514798,,0.07000000000000739,0.0007549204995897847,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2024-01-22,2024-01-23,1,45.7,45.61,92.76,92.48,2.0276255207191407,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.09000000000000341,-0.0019713071765500097,,-0.28000000000000114,-0.0030231074632635674,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2024-01-23,2024-01-24,1,45.61,45.49,92.48,92.37,2.0305561661903715,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.11999999999999744,-0.002634469141696256,,-0.10999999999999943,-0.0011901543195486125,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,2024-01-24,2024-01-25,1,45.49,45.77,92.37,92.86,2.0288398514310684,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,0.28000000000000114,0.006136333083637932,,0.4899999999999949,0.005290731987256865,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2024-01-25,2024-01-26,1,45.77,45.69,92.86,92.71,2.029109214270081,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.0800000000000054,-0.001749399090370698,,-0.15000000000000568,-0.0016166409728846935,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,2024-01-26,2024-01-29,3,45.69,45.93,92.71,93.21,2.029392553886349,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,0.240000000000002,0.0052390427625219945,,0.5,0.005378670454174592,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2024-01-29,2024-01-30,1,45.93,45.99,93.21,93.31,2.0289193302891935,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,0.060000000000002274,0.0013054832141305179,,0.10000000000000853,0.0010722711728650108,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,2024-01-30,2024-01-31,1,45.99,46.19,93.31,93.8,2.030742584975103,,2.029985049573294,,1.0,,1.0,,,,,True,False,False,0,0,,,,,,,,,,,,,,,0.0,0.19999999999999574,0.00433934289068157,,0.4899999999999949,0.005237572766248343,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,2024-01-31,2024-02-01,1,46.19,46.29,93.8,93.95,2.029596025059408,2.029985049573294,2.0299362298375394,93.96800794474777,1.0,1.0,1.0,93.95,0.000191657468060994,0.0,0.000191657468060994,False,False,False,0,0,2160.0,0.0,0.0,0.0,-0.0,0.0,1064.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.10000000000000142,0.002162630600665148,0.0,0.15000000000000568,0.001597869847295455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,2024-02-01,2024-02-02,1,46.29,45.81,93.95,93.02,2.030561012879284,2.0299362298375394,2.0298717848445054,92.99137868885768,1.0,1.0,1.0,93.02,-0.0003077372101635555,0.0,-0.0003077372101635555,False,False,True,0,0,2182.0,0.0,0.0,0.0,-0.0,0.0,1075.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.4799999999999969,-0.010423547144528336,-0.0,-0.9300000000000068,-0.009948202063523393,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,2024-02-02,2024-02-05,3,45.81,45.42,93.02,92.24,2.0308234258036104,2.0298717848445054,2.029850797515503,92.19677646763743,1.0,1.0,1.0,92.24,-0.00046870839950349926,0.0,-0.00046870839950349926,False,False,True,0,0,2200.0,0.0,0.0,0.0,-0.0,0.0,1084.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.39000000000000057,-0.008549871221238356,-0.0,-0.7800000000000011,-0.008420647835147335,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,2024-02-05,2024-02-06,1,45.42,45.67,92.24,92.71,2.0299978103788043,2.029850797515503,2.029851014050527,92.70328592253303,1.0,1.0,1.0,92.71,-7.242283028958766e-05,0.0,-7.242283028958766e-05,False,False,True,0,0,2190.0,0.0,0.0,0.0,-0.0,0.0,1079.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.25,0.005489090519495177,0.0,0.46999999999999886,0.005082465658087431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,2024-02-06,2024-02-07,1,45.67,45.55,92.71,92.42,2.0289791437980242,2.029851014050527,2.029875128951979,92.4597136900015,1.0,1.0,1.0,92.42,0.0004296165308749893,0.0,0.0004296165308749893,False,False,False,0,0,2196.0,0.0,0.0,0.0,-0.0,0.0,1082.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.12000000000000455,-0.002631003490940407,-0.0,-0.28999999999999204,-0.003132936176770607,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,2024-02-07,2024-02-08,1,45.55,45.47,92.42,92.24,2.0285902793050363,2.029875128951979,2.0298017023813997,92.29842211344648,1.0,1.0,1.0,92.24,0.0006331702062822303,0.0,0.0006331702062822303,False,True,False,0,-1,2200.0,0.0,-2200.0,0.0,2200.0,-2200.0,1084.0,0.0,1084.0,1084.0,-0.0,1084.0,-11.0,-5.42,-16.42,-0.0799999999999983,-0.0017578558690480872,-0.0,-0.18000000000000682,-0.0019495294813167891,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.42,-16.42,-16.42
26,2024-02-08,2024-02-09,1,45.47,45.47,92.24,92.18,2.027270727952496,2.0298017023813997,2.029573985260947,92.29508340728223,1.0,1.0,1.0,92.18,0.0012476852709426519,0.0,0.0012476852709426519,False,True,False,-1,-1,2202.0,-2200.0,-2202.0,0.0,2.0,-2.0,1085.0,1084.0,1085.0,1.0,-0.0,1.0,-0.01,-0.005,-0.015,0.0,0.0,-0.0,-0.05999999999998806,-0.0006506886684411974,-65.03999999998706,-65.03999999998706,-100034.0,0.0,-100034.0,-2.778722222222222,0.0,99988.15999999999,99988.15999999999,0.0,-45.84000000001106,200022.15999999997,-100034.0,-2.778722222222222,-67.83372222220929,-84.25372222220929,-84.25372222220929
27,2024-02-09,2024-02-12,3,45.47,45.44,92.18,92.16,2.028169014084507,2.029573985260947,2.029470230305203,92.22384189025743,1.0,1.0,1.0,92.16,0.0006924890180633138,0.0,0.0006924890180633138,False,True,False,-1,-1,2202.0,-2202.0,-2202.0,0.0,-0.0,0.0,1085.0,1085.0,1085.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.030000000000001137,-0.0006599934240232831,66.0600000000025,-0.020000000000010232,-0.00021699034478125337,-21.7000000000111,44.3599999999914,-100124.94,0.0,-100124.94,-8.343745,0.0,100015.3,100015.3,0.0,-109.63999999999942,200140.24,-100124.94,-8.343745,36.0162549999914,-48.23746722221789,-48.23746722221789
