,bop date,eop date,day count,bop SPMB price,eop SPMB price,bop MBB price,eop MBB price,eop MBB / eop SPMB,bop MBB / SPMB moving avg,eop MBB / SPMB moving avg,eop SPMB unit price,eop MBB / eop MBB,bop MBB / MBB moving avg,eop MBB / MBB moving avg,eop MBB unit price,SPMB unit price pct diff,MBB unit price pct diff,unit price pct diff,month end liquidation,go short,exit short,current_position,new_position,SPMB shares per unit,bop SPMB shares,eop SPMB shares,eop SPMB shares bought,eop SPMB shares sold,eop SPMB shares traded,MBB shares per unit,bop MBB shares,eop MBB shares,eop MBB shares bought,eop MBB shares sold,eop MBB shares traded,SPMB daily commission,MBB daily commission,daily total commissions,SPMB cop,SPMB pct cop,SPMB daily position pnl,MBB cop,MBB pct cop,MBB daily position pnl,daily position pnl,short SPMB investment amount,long SPMB investment amount,SPMB investment amount,daily SPMB borrow cost,short MBB investment amount,long MBB investment amount,MBB investment amount,daily MBB borrow cost,net investment amount,gross investment amount,short investment amount,daily borrow cost,daily net profit,cumulative net profit,drawdown
126,2026-07-07,2026-07-08,1,22.13,22.11,93.84,93.69,4.237449118046133,4.238991145734043,4.238776684479265,93.7240942321797,1.0,1.0,1.0,93.69,0.0003638385116711365,0.0,0.0003638385116711365,False,False,True,0,0,4523.0,0.0,0.0,0.0,-0.0,0.0,1067.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.019999999999999574,-0.0009041591936033014,-0.0,-0.15000000000000568,-0.0015997443821231378,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.46473361112436,-57.71946249999661
127,2026-07-08,2026-07-09,1,22.11,22.13,93.69,93.82,4.239493899683687,4.238776684479265,4.23881007020837,93.80412802752613,1.0,1.0,1.0,93.82,-0.00016918903425244158,0.0,-0.00016918903425244158,False,False,True,0,0,4519.0,0.0,0.0,0.0,-0.0,0.0,1066.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.019999999999999574,0.0009041591936033591,0.0,0.12999999999999545,0.0013865929372150632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.46473361112436,-57.71946249999661
128,2026-07-09,2026-07-10,1,22.13,22.12,93.82,93.72,4.236889692585895,4.23881007020837,4.238668098855724,93.76247875300915,1.0,1.0,1.0,93.72,0.0004531490517788601,0.0,0.0004531490517788601,False,False,True,0,0,4523.0,0.0,0.0,0.0,-0.0,0.0,1067.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.00999999999999801,-0.00045197740882415384,-0.0,-0.09999999999999432,-0.0010664392607170547,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.46473361112436,-57.71946249999661
129,2026-07-10,2026-07-13,3,22.12,22.02,93.72,93.26,4.235240690281563,4.238668098855724,4.238501882248725,93.33547153680304,1.0,1.0,1.0,93.26,0.0008089321814402517,0.0,0.0008089321814402517,False,True,False,0,-1,4544.0,0.0,-4544.0,0.0,4544.0,-4544.0,1072.0,0.0,1072.0,1072.0,-0.0,1072.0,-22.72,-5.36,-28.08,-0.10000000000000142,-0.00453104535960025,-0.0,-0.45999999999999375,-0.0049203222594200865,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.08,253.38473361112437,-85.7994624999966
130,2026-07-13,2026-07-14,1,22.02,22.12,93.26,93.67,4.234629294755877,4.238501882248725,4.238333930731468,93.7556616353418,1.0,1.0,1.0,93.67,0.0009140865830106682,0.0,0.0009140865830106682,False,True,False,-1,-1,4527.0,-4544.0,-4527.0,17.0,-0.0,17.0,1068.0,1072.0,1068.0,0.0,4.0,-4.0,-0.085,-0.02,-0.10500000000000001,0.10000000000000142,0.004531045359600102,-454.40000000000646,0.4099999999999966,0.0043866758408643595,439.51999999999634,-14.880000000010114,-100058.88,0.0,-100058.88,-2.7794133333333337,0.0,99974.72,99974.72,0.0,-84.16000000000349,200033.6,-100058.88,-2.7794133333333337,-17.764413333343448,235.62032027778093,-103.56387583334003
131,2026-07-14,2026-07-15,1,22.12,22.14,93.67,93.83,4.23803071364047,4.238333930731468,4.2382121375664745,93.83671322639469,1.0,1.0,1.0,93.83,7.154413568757839e-05,0.0,7.154413568757839e-05,False,False,True,-1,0,4518.0,-4527.0,0.0,4527.0,-0.0,4527.0,1066.0,1068.0,0.0,0.0,1068.0,-1068.0,-22.635,-5.34,-27.975,0.019999999999999574,0.0009037506263566791,-90.53999999999807,0.1599999999999966,0.0017066670809191295,170.87999999999636,80.33999999999828,-100137.24,0.0,-100137.24,-2.7815900000000005,0.0,100039.56,100039.56,0.0,-97.68000000000757,200176.8,-100137.24,-2.7815900000000005,49.58340999999828,285.2037302777792,-53.98046583334178
132,2026-07-15,2026-07-16,1,22.14,22.13,93.83,93.76,4.2367826479891555,4.2382121375664745,4.238004695850393,93.79163460434607,1.0,1.0,1.0,93.76,0.00033734288387091696,0.0,0.00033734288387091696,False,False,True,0,0,4522.0,0.0,0.0,0.0,-0.0,0.0,1067.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.010000000000001563,-0.0004517732175325501,-0.0,-0.06999999999999318,-0.0007463084732557766,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.2037302777792,-53.98046583334178
133,2026-07-16,2026-07-17,1,22.13,22.14,93.76,93.78,4.235772357723577,4.238004695850393,4.238035220211392,93.8294239661277,1.0,1.0,1.0,93.78,0.0005268814990870995,0.0,0.0005268814990870995,False,True,False,0,-1,4518.0,0.0,-4518.0,0.0,4518.0,-4518.0,1066.0,0.0,1066.0,1066.0,-0.0,1066.0,-22.59,-5.33,-27.92,0.010000000000001563,0.0004517732175325538,0.0,0.01999999999999602,0.00021328783273766332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.92,257.28373027777917,-81.9004658333418
134,2026-07-17,2026-07-20,3,22.14,22.08,93.78,93.57,4.237771739130435,4.238035220211392,4.237990204655576,93.57581766226754,1.0,1.0,1.0,93.57,6.217250635994612e-05,0.0,6.217250635994612e-05,False,False,True,-1,0,4530.0,-4518.0,0.0,4518.0,-0.0,4518.0,1069.0,1066.0,0.0,0.0,1066.0,-1066.0,-22.59,-5.33,-27.92,-0.060000000000002274,-0.0027137058715963843,271.0800000000103,-0.21000000000000796,-0.002241794373618721,-223.86000000000848,47.22000000000179,-100028.52,0.0,-100028.52,-8.335709999999999,0.0,99969.48,99969.48,0.0,-59.04000000000815,199998.0,-100028.52,-8.335709999999999,10.964290000001789,268.24802027778094,-70.93617583334003
135,2026-07-20,2026-07-21,1,22.08,22.04,93.57,93.41,4.238203266787659,4.237990204655576,4.237912063901392,93.4053041106089,1.0,1.0,1.0,93.41,-5.027306959079605e-05,0.0,-5.027306959079605e-05,False,False,True,0,0,4539.0,0.0,0.0,0.0,-0.0,0.0,1071.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.03999999999999915,-0.0018132371241808313,-0.0,-0.1599999999999966,-0.0017114134030641688,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.24802027778094,-70.93617583334003
136,2026-07-21,2026-07-22,1,22.04,21.99,93.41,93.15,4.236016371077763,4.237912063901392,4.237808120550518,93.19168628519161,1.0,1.0,1.0,93.15,0.0004474177165405516,0.0,0.0004474177165405516,False,False,True,0,0,4552.0,0.0,0.0,0.0,-0.0,0.0,1074.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.05000000000000071,-0.0022711797180439064,-0.0,-0.2599999999999909,-0.002787308837159768,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.24802027778094,-70.93617583334003
137,2026-07-22,2026-07-23,1,21.99,21.94,93.15,92.88,4.233363719234275,4.237808120550518,4.237602424580211,92.97751016487838,1.0,1.0,1.0,92.88,0.0010493003348500528,0.0,0.0010493003348500528,False,True,False,0,-1,4564.0,0.0,-4564.0,0.0,4564.0,-4564.0,1077.0,0.0,1077.0,1077.0,-0.0,1077.0,-22.82,-5.385,-28.205,-0.04999999999999716,-0.002276349719585504,-0.0,-0.27000000000001023,-0.0029027596579614626,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.205,240.04302027778095,-99.14117583334001
138,2026-07-23,2026-07-24,1,21.94,21.97,92.88,93.11,4.238051888939463,4.237602424580211,4.2374406758636445,93.10012526802723,1.0,1.0,1.0,93.11,-0.00010606009708460488,0.0,-0.00010606009708460488,False,False,True,-1,0,4551.0,-4564.0,0.0,4564.0,-0.0,4564.0,1074.0,1077.0,0.0,0.0,1077.0,-1077.0,-22.82,-5.385,-28.205,0.029999999999997584,0.0013664315494345757,-136.919999999989,0.23000000000000398,0.002473252510802395,247.7100000000043,110.79000000001531,-100134.16,0.0,-100134.16,-2.781504444444445,0.0,100031.76,100031.76,0.0,-102.40000000000873,200165.91999999998,-100134.16,-2.781504444444445,79.80349555557086,319.8465158333518,-19.337680277769152
139,2026-07-24,2026-07-27,3,21.97,22.03,93.11,93.37,4.238311393554244,4.2374406758636445,4.237553478919313,93.35081808927609,1.0,1.0,1.0,93.37,-0.00020546086920236514,0.0,-0.00020546086920236514,False,False,True,0,0,4538.0,0.0,0.0,0.0,-0.0,0.0,1071.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.060000000000002274,0.0027272744177330144,0.0,0.2600000000000051,0.0027885045953961463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319.8465158333518,-19.337680277769152
140,2026-07-27,2026-07-28,1,22.03,22.1,93.37,93.67,4.2384615384615385,4.237553478919313,4.2375845433479675,93.64993188411682,1.0,1.0,1.0,93.67,-0.00021426567646168316,0.0,-0.00021426567646168316,False,False,True,0,0,4526.0,0.0,0.0,0.0,-0.0,0.0,1068.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.07000000000000028,0.0031724477094554862,0.0,0.29999999999999716,0.0032078727252045844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319.8465158333518,-19.337680277769152
141,2026-07-28,2026-07-29,1,22.1,22.01,93.67,93.23,4.235801908223535,4.2375845433479675,4.237541380130727,93.26923579908878,1.0,1.0,1.0,93.23,0.0004207609698723646,0.0,0.0004207609698723646,False,False,True,0,0,4547.0,0.0,0.0,0.0,-0.0,0.0,1073.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.08999999999999986,-0.0040807129853368184,-0.0,-0.4399999999999977,-0.004708408912436912,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319.8465158333518,-19.337680277769152
142,2026-07-29,2026-07-30,1,22.01,22.02,93.23,93.29,4.2366030881017265,4.237541380130727,4.237423833904614,93.31066119047861,1.0,1.0,1.0,93.29,0.000221448203143881,0.0,0.000221448203143881,False,False,True,0,0,4543.0,0.0,0.0,0.0,-0.0,0.0,1072.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.00999999999999801,0.00045423575616348284,0.0,0.060000000000002274,0.0006433626642674414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319.8465158333518,-19.337680277769152
143,2026-07-30,2026-07-31,1,22.02,21.92,93.29,92.92,4.2390510948905105,4.237423833904614,4.237371884144635,92.88433043918916,1.0,1.0,1.0,92.92,-0.00038394757716055274,0.0,-0.00038394757716055274,True,False,True,0,0,4559.0,0.0,0.0,0.0,-0.0,0.0,1076.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.09999999999999787,-0.004551669214719075,-0.0,-0.37000000000000455,-0.003974013070661376,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319.8465158333518,-19.337680277769152
144,2026-07-31,2026-08-03,3,21.92,21.9,92.92,92.72,4.2337899543379,4.237371884144635,4.237005601384697,92.7984442627675,1.0,1.0,1.0,92.72,0.0008456762103013972,0.0,0.0008456762103013972,False,True,False,0,-1,4572.0,0.0,-4572.0,0.0,4572.0,-4572.0,1079.0,0.0,1079.0,1079.0,-0.0,1079.0,-22.86,-5.3950000000000005,-28.255,-0.020000000000003126,-0.0009128252573598002,-0.0,-0.20000000000000284,-0.0021547088707121495,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.255,291.5915158333518,-47.59268027776915
145,2026-08-03,2026-08-04,1,21.9,22.02,92.72,93.3,4.237057220708447,4.237005601384697,4.236838579907692,93.29886334249102,1.0,1.0,1.0,93.3,-1.2182898530347126e-05,0.0,-1.2182898530347126e-05,False,False,True,-1,0,4542.0,-4572.0,0.0,4572.0,-0.0,4572.0,1072.0,1079.0,0.0,0.0,1079.0,-1079.0,-22.86,-5.3950000000000005,-28.255,0.120000000000001,0.005464494472078745,-548.6400000000045,0.5799999999999983,0.006235908821801807,625.8199999999981,77.17999999999358,-100126.79999999999,0.0,-100126.79999999999,-2.7813,0.0,100044.88,100044.88,0.0,-81.9199999999837,200171.68,-100126.79999999999,-2.7813,46.143699999993586,337.7352158333454,-1.4489802777755472
146,2026-08-04,2026-08-05,1,22.02,22.03,93.3,93.34,4.236949614162506,4.236838579907692,4.236813604713511,93.33755391536647,1.0,1.0,1.0,93.34,-2.6206521163032607e-05,0.0,-2.6206521163032607e-05,False,False,True,0,0,4538.0,0.0,0.0,0.0,-0.0,0.0,1071.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.010000000000001563,0.00045402951971802426,0.0,0.04000000000000625,0.000428632668371523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337.7352158333454,-1.4489802777755472
147,2026-08-05,2026-08-06,1,22.03,21.96,93.34,93.01,4.235428051001821,4.236813604713511,4.236610312279419,93.0404267595087,1.0,1.0,1.0,93.01,0.000327080784601303,0.0,0.000327080784601303,False,False,True,0,0,4555.0,0.0,0.0,0.0,-0.0,0.0,1075.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.07000000000000028,-0.003182544172921872,-0.0,-0.3299999999999983,-0.0035417262672938995,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337.7352158333454,-1.4489802777755472
148,2026-08-06,2026-08-07,1,21.96,22.03,93.01,93.27,4.233772128915115,4.236610312279419,4.2364544340958785,93.3325251795156,1.0,1.0,1.0,93.27,0.0006701429339759192,0.0,0.0006701429339759192,False,True,False,0,-1,4542.0,0.0,-4542.0,0.0,4542.0,-4542.0,1072.0,0.0,1072.0,1072.0,-0.0,1072.0,-22.71,-5.36,-28.07,0.07000000000000028,0.003182544172921858,0.0,0.2599999999999909,0.0027914984843963797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.07,309.6652158333454,-29.51898027777554
149,2026-08-07,2026-08-10,3,22.03,21.94,93.27,92.92,4.235186873290793,4.2364544340958785,4.236451743246341,92.94781028406358,1.0,1.0,1.0,92.92,0.00029924798951050895,0.0,0.00029924798951050895,False,False,True,-1,0,4558.0,-4542.0,0.0,4542.0,-0.0,4542.0,1076.0,1072.0,0.0,0.0,1072.0,-1072.0,-22.71,-5.36,-28.07,-0.08999999999999986,-0.004093705967167567,408.77999999999935,-0.3499999999999943,-0.0037596048365636688,-375.1999999999939,33.58000000000544,-100060.26000000001,0.0,-100060.26000000001,-8.338355000000002,0.0,99985.44,99985.44,0.0,-74.82000000000698,200045.7,-100060.26000000001,-8.338355000000002,-2.828354999994561,306.83686083335084,-32.34733527777013
150,2026-08-10,2026-08-11,1,21.94,21.96,92.92,93.03,4.2363387978142075,4.236451743246341,4.236537218399257,93.03248028168964,1.0,1.0,1.0,93.03,2.6660739833510158e-05,0.0,2.6660739833510158e-05,False,False,True,0,0,4554.0,0.0,0.0,0.0,-0.0,0.0,1075.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.019999999999999574,0.0009111617942456437,0.0,0.10999999999999943,0.0011831138782589716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.83686083335084,-32.34733527777013
151,2026-08-11,2026-08-12,1,21.96,22.0,93.03,93.19,4.23590909090909,4.236537218399257,4.236431137262688,93.20381880478365,1.0,1.0,1.0,93.19,0.00014827535481146999,0.0,0.00014827535481146999,False,False,True,0,0,4546.0,0.0,0.0,0.0,-0.0,0.0,1073.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.03999999999999915,0.0018198367169858993,0.0,0.1599999999999966,0.0017183980170969227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.83686083335084,-32.34733527777013
152,2026-08-12,2026-08-13,1,22.0,22.07,93.19,93.49,4.236067059356593,4.236431137262688,4.23639535783106,93.49803519938753,1.0,1.0,1.0,93.49,8.594346032802906e-05,0.0,8.594346032802906e-05,False,False,True,0,0,4533.0,0.0,0.0,0.0,-0.0,0.0,1070.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.07000000000000028,0.003176766910329171,0.0,0.29999999999999716,0.0032140589056601915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.83686083335084,-32.34733527777013
153,2026-08-13,2026-08-14,1,22.07,22.0,93.49,93.2,4.236363636363636,4.23639535783106,4.236424921763063,93.20069787228331,1.0,1.0,1.0,93.2,7.487872001390787e-06,0.0,7.487872001390787e-06,False,False,True,0,0,4546.0,0.0,0.0,0.0,-0.0,0.0,1073.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.07000000000000028,-0.0031767669103291503,-0.0,-0.28999999999999204,-0.003106757011678689,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.83686083335084,-32.34733527777013
