,bop date,eop date,day count,bop FDIS price,eop FDIS price,bop XLY price,eop XLY price,bop VCR price,eop VCR price,eop VCR / eop FDIS,eop VCR / FDIS moving avg,bop VCR / FDIS moving avg,eop FDIS unit price,eop VCR / eop XLY,eop VCR / XLY moving avg,bop VCR / XLY moving avg,eop XLY unit price,eop VCR / eop VCR,eop VCR / VCR moving avg,bop VCR / VCR moving avg,eop VCR unit price,FDIS unit price pct diff,XLY unit price pct diff,VCR unit price pct diff,min symbol,max symbol,min unit price pct diff,max unit price pct diff,unit price pct diff,month end liquidation,go group,exit group,current long symbol,current short symbol,new long symbol,new short symbol,current_position,new_position,FDIS shares per unit,eop FDIS shares,bop FDIS shares,eop FDIS shares traded,eop FDIS shares bought,eop FDIS shares sold,XLY shares per unit,eop XLY shares,bop XLY shares,eop XLY shares traded,eop XLY shares bought,eop XLY shares sold,VCR shares per unit,eop VCR shares,bop VCR shares,eop VCR shares traded,eop VCR shares bought,eop VCR shares sold,FDIS daily commission,FDIS cop,FDIS pct cop,FDIS daily position pnl,FDIS investment amount,short FDIS investment amount,long FDIS investment amount,daily FDIS borrow cost,XLY daily commission,XLY cop,XLY pct cop,XLY daily position pnl,XLY investment amount,short XLY investment amount,long XLY investment amount,daily XLY borrow cost,VCR daily commission,VCR cop,VCR pct cop,VCR daily position pnl,VCR investment amount,short VCR investment amount,long VCR investment amount,daily VCR borrow cost,daily total commissions,daily position pnl,net investment amount,gross investment amount,short investment amount,daily borrow cost,daily net profit,cumulative net profit,drawdown
0,2024-01-02,2024-01-03,1,,76.47,,86.785,,294.83,3.855498888452988,,,,3.3972460678688714,,,,1.0,,,,,,,,,,,,False,False,False,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2024-01-03,2024-01-04,1,76.47,75.96,86.785,86.175,294.83,292.73,3.853738809899948,,,,3.396924862199014,,,,1.0,,,,,,,,,,,,False,False,False,,,,,0,0,,,,,,,,,,,,,,,,,,,,-0.5100000000000051,-0.006691621112048693,,,,,,,-0.6099999999999994,-0.00705368326991586,,,,,,,-2.099999999999966,-0.007148236578451315,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2024-01-04,2024-01-05,1,75.96,76.13,86.175,86.31,292.73,293.38,3.8536713516353607,,,,3.3991426254199975,,,,1.0,,,,,,,,,,,,False,False,False,,,,,0,0,,,,,,,,,,,,,,,,,,,,0.1700000000000017,0.0022355193740360955,,,,,,,0.13500000000000512,0.0015653538286372396,,,,,,,0.6499999999999773,0.0022180145927476274,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2024-01-05,2024-01-08,3,76.13,77.42,86.31,87.78,293.38,298.6,3.856884525962284,,,,3.4016860332649808,,,,1.0,,,,,,,,,,,,False,False,False,,,,,0,0,,,,,,,,,,,,,,,,,,,,1.2900000000000063,0.01680273983138101,,,,,,,1.4699999999999989,0.016888218028521796,,,,,,,5.220000000000027,0.017636188045473317,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2024-01-08,2024-01-09,1,77.42,77.2,87.78,87.455,298.6,297.51,3.8537564766839374,,,,3.401863815676634,,,,1.0,,,,,,,,,,,,False,False,False,,,,,0,0,,,,,,,,,,,,,,,,,,,,-0.21999999999999886,-0.002845688118771513,,,,,,,-0.32500000000000284,-0.0037093089010614526,,,,,,,-1.0900000000000318,-0.0036570472389466655,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2024-01-09,2024-01-10,1,77.2,77.82,87.455,88.155,297.51,300.13,3.856720637368286,,,,3.40457149339232,,,,1.0,,,,,,,,,,,,False,False,False,,,,,0,0,,,,,,,,,,,,,,,,,,,,0.6199999999999903,0.007999010525677013,,,,,,,0.7000000000000028,0.007972253373696954,,,,,,,2.6200000000000045,0.008767876261616757,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2024-01-10,2024-01-11,1,77.82,77.76,88.155,88.04,300.13,299.59,3.852752057613168,,,,3.402885052248977,,,,1.0,,,,,,,,,,,,False,False,False,,,,,0,0,,,,,,,,,,,,,,,,,,,,-0.05999999999998806,-0.0007713074042237588,,,,,,,-0.11499999999999488,-0.001305372074462452,,,,,,,-0.5400000000000205,-0.0018008408788643185,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,2024-01-11,2024-01-12,1,77.76,76.93,88.04,86.98,299.59,296.38,3.852593266606005,,,,3.407449988503104,,,,1.0,,,,,,,,,,,,False,False,False,,,,,0,0,,,,,,,,,,,,,,,,,,,,-0.8299999999999983,-0.01073124268134032,,,,,,,-1.0600000000000023,-0.012113049488768552,,,,,,,-3.2099999999999795,-0.010772458486863376,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2024-01-12,2024-01-16,4,76.93,76.78,86.98,86.88,296.38,295.83,3.852956499088304,,,,3.405041436464088,,,,1.0,,,,,,,,,,,,False,False,False,,,,,0,0,,,,,,,,,,,,,,,,,,,,-0.15000000000000568,-0.0019517278981916915,,,,,,,-0.10000000000000853,-0.001150350983867116,,,,,,,-0.5500000000000114,-0.0018574497496849705,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,2024-01-16,2024-01-17,1,76.78,76.1,86.88,86.12,295.83,293.36,3.8549277266754274,,,,3.4064096609382255,,,,1.0,,,,,,,,,,,,False,False,False,,,,,0,0,,,,,,,,,,,,,,,,,,,,-0.6800000000000068,-0.008895924705011632,,,,,,,-0.7599999999999909,-0.008786183689462976,,,,,,,-2.4699999999999704,-0.008384441249276777,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2024-01-17,2024-01-18,1,76.1,76.57,86.12,86.61,293.36,295.34,3.85712420007836,,,,3.4099988453989143,,,,1.0,,,,,,,,,,,,False,False,False,,,,,0,0,,,,,,,,,,,,,,,,,,,,0.46999999999999886,0.006157090257391912,,,,,,,0.4899999999999949,0.0056736098467910735,,,,,,,1.9799999999999613,0.006726711282557244,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,2024-01-18,2024-01-19,1,76.57,77.32,86.61,87.445,295.34,298.17,3.856311433005691,,,,3.409800445994626,,,,1.0,,,,,,,,,,,,False,False,False,,,,,0,0,,,,,,,,,,,,,,,,,,,,0.75,0.009747299215098057,,,,,,,0.8349999999999937,0.009594741958201024,,,,,,,2.830000000000041,0.009536558602396146,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2024-01-19,2024-01-22,3,77.32,77.23,87.445,87.06,298.17,297.75,3.8553670853295348,,,,3.4200551343900756,,,,1.0,,,,,,,,,,,,False,False,False,,,,,0,0,,,,,,,,,,,,,,,,,,,,-0.0899999999999892,-0.001164671758957561,,,,,,,-0.3849999999999909,-0.004412488177003037,,,,,,,-0.4200000000000159,-0.0014095854126144958,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2024-01-22,2024-01-23,1,77.23,77.05,87.06,86.85,297.75,297.03,3.855029201817002,,,,3.420034542314335,,,,1.0,,,,,,,,,,,,False,False,False,,,,,0,0,,,,,,,,,,,,,,,,,,,,-0.18000000000000682,-0.00233342081504782,,,,,,,-0.21000000000000796,-0.0024150434370376834,,,,,,,-0.7200000000000273,-0.002421064432876549,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2024-01-23,2024-01-24,1,77.05,76.73,86.85,86.52,297.03,295.75,3.8544246057604585,,,,3.418284789644013,,,,1.0,,,,,,,,,,,,False,False,False,,,,,0,0,,,,,,,,,,,,,,,,,,,,-0.3199999999999932,-0.00416179557655084,,,,,,,-0.3299999999999983,-0.0038068916022558773,,,,,,,-1.2799999999999727,-0.0043186409440367805,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,2024-01-24,2024-01-25,1,76.73,76.16,86.52,85.45,295.75,293.49,3.8535976890756305,,,,3.4346401404330016,,,,1.0,,,,,,,,,,,,False,False,False,,,,,0,0,,,,,,,,,,,,,,,,,,,,-0.5700000000000074,-0.0074563757064641245,,,,,,,-1.0699999999999932,-0.012444191523258041,,,,,,,-2.259999999999991,-0.007670935721048935,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2024-01-25,2024-01-26,1,76.16,76.55,85.45,85.84,293.49,294.95,3.853037230568256,,,,3.4360438024231126,,,,1.0,,,,,,,,,,,,False,False,False,,,,,0,0,,,,,,,,,,,,,,,,,,,,0.39000000000000057,0.005107731620582924,,,,,,,0.39000000000000057,0.004553688760843054,,,,,,,1.4599999999999795,0.0049622833116370725,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,2024-01-26,2024-01-29,3,76.55,77.57,85.84,87.095,294.95,298.6,3.84942632461003,,,,3.42844020896722,,,,1.0,,,,,,,,,,,,False,False,False,,,,,0,0,,,,,,,,,,,,,,,,,,,,1.019999999999996,0.013236632399087483,,,,,,,1.2549999999999955,0.014514378606981881,,,,,,,3.650000000000034,0.012299034656005792,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2024-01-29,2024-01-30,1,77.57,77.31,87.095,87.045,298.6,297.78,3.8517656189367475,,,,3.420989143546441,,,,1.0,,,,,,,,,,,,False,False,False,,,,,0,0,,,,,,,,,,,,,,,,,,,,-0.2599999999999909,-0.0033574411703967146,,,,,,,-0.04999999999999716,-0.0005742506187436981,,,,,,,-0.82000000000005,-0.002749926277685789,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,2024-01-30,2024-01-31,1,77.31,75.81,87.045,85.46,297.78,292.25,3.8550323176361956,3.8542307973401804,,,3.4197285279663,3.412061830852713,,,1.0,1.0,,,,,,,,,,,True,False,False,,,,,0,0,,,,,,,,,,,,,,,,,,,,-1.5,-0.019593103264170866,,,,,,,-1.585000000000008,-0.018376796094802535,,,,,,,-5.529999999999973,-0.0187453584752265,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,2024-01-31,2024-02-01,1,75.81,77.4,85.46,87.105,292.25,298.26,3.8534883720930226,3.8541302715221826,3.8542307973401804,298.31746371413,3.424143275357327,3.4134066912271352,3.412061830852713,297.2076457764256,1.0,1.0,1.0,298.26,0.0001926446029321061,-0.0035345507908990975,0.0,XLY,FDIS,-0.0035345507908990975,0.0001926446029321061,0.0037271953938312037,False,True,False,,,XLY,FDIS,0,1,1291.0,-1291.0,0.0,-1291.0,0.0,1291.0,1143.0,1143.0,0.0,1143.0,1143.0,-0.0,335.0,0.0,0.0,0.0,0.0,-0.0,-6.455,1.5900000000000034,0.020756570527468873,0.0,0.0,0.0,0.0,0.0,-5.715,1.6450000000000102,0.01906585727624411,0.0,0.0,0.0,0.0,0.0,-0.0,6.009999999999991,0.02035598898245833,0.0,0.0,0.0,0.0,0.0,-12.17,0.0,0.0,0.0,0.0,0.0,-12.17,-12.17,-12.17
21,2024-02-01,2024-02-02,1,77.4,78.65,87.105,88.66,298.26,303.33,3.8567069294342016,3.8542786774988955,3.8541302715221826,303.1273458552197,3.4212722761109857,3.4146240619227344,3.4134066912271352,302.6326372441978,1.0,1.0,1.0,303.33,-0.0006683212057973717,-0.0023016701717486414,0.0,XLY,VCR,-0.0023016701717486414,0.0,0.0023016701717486414,False,True,False,XLY,FDIS,XLY,VCR,1,1,1272.0,0.0,-1291.0,1291.0,1291.0,-0.0,1126.0,1126.0,1143.0,-17.0,0.0,17.0,330.0,-330.0,0.0,-330.0,0.0,330.0,-6.455,1.25,0.0160208489086055,-1613.75,-99923.40000000001,-99923.40000000001,0.0,-2.7756500000000006,-0.085,1.5549999999999926,0.017694541824784457,1777.3649999999916,99561.015,0.0,99561.015,0.0,-1.6500000000000001,5.069999999999993,0.01685573243678111,0.0,0.0,0.0,0.0,0.0,-8.19,163.6149999999916,-362.3850000000093,199484.415,-99923.40000000001,-2.7756500000000006,152.64934999999159,140.4793499999916,0.0
22,2024-02-02,2024-02-05,3,78.65,77.54,88.66,87.41,303.33,299.0,3.8560742842403917,3.8543988241291465,3.8542786774988955,298.86076865326436,3.420661251573047,3.415699993230387,3.4146240619227344,298.4722892526662,1.0,1.0,1.0,299.0,-0.00046576512978538506,-0.0017664781917107778,0.0,XLY,VCR,-0.0017664781917107778,0.0,0.0017664781917107778,False,True,False,XLY,VCR,XLY,VCR,1,1,1287.0,0.0,0.0,0.0,0.0,-0.0,1140.0,1140.0,1126.0,14.0,14.0,-0.0,334.0,-334.0,-330.0,-4.0,0.0,4.0,-0.0,-1.1099999999999994,-0.01421369726150372,-0.0,0.0,0.0,0.0,0.0,-0.07,-1.25,-0.014199136724510949,-1407.5,99831.15999999999,0.0,99831.15999999999,0.0,-0.02,-4.329999999999984,-0.014377748380730894,1428.8999999999946,-100098.9,-100098.9,0.0,-8.341574999999999,-0.09000000000000001,21.399999999994634,-267.74000000000524,199930.06,-100098.9,-8.341574999999999,12.968424999994635,153.44777499998622,0.0
23,2024-02-05,2024-02-06,1,77.54,78.02,87.41,87.94,299.0,300.55,3.852217380158934,3.8541654668389795,3.8543988241291465,300.720196258556,3.4176711394132364,3.4164992485377987,3.415699993230387,300.3766574046802,1.0,1.0,1.0,300.55,0.0005661223994157734,-0.0005769176587250357,0.0,XLY,FDIS,-0.0005769176587250357,0.0005661223994157734,0.0011430400581408091,False,False,False,XLY,VCR,XLY,VCR,1,1,1284.0,0.0,0.0,0.0,0.0,-0.0,1137.0,1137.0,1140.0,-3.0,0.0,3.0,333.0,-333.0,-334.0,1.0,1.0,-0.0,-0.0,0.47999999999998977,0.006171271835727338,0.0,0.0,0.0,0.0,0.0,-0.015,0.5300000000000011,0.00604507116026753,604.2000000000013,99647.4,0.0,99647.4,0.0,-0.005,1.5500000000000114,0.005170556094484655,-517.7000000000038,-99866.0,-99866.0,0.0,-2.7740555555555555,-0.02,86.4999999999975,-218.60000000000582,199513.4,-99866.0,-2.7740555555555555,83.70594444444195,237.1537194444282,0.0
24,2024-02-06,2024-02-07,1,78.02,78.68,87.94,88.925,300.55,303.38,3.855871886120996,3.854271237310832,3.8541654668389795,303.2457389308909,3.411639021647456,3.41698800883634,3.4164992485377987,303.8121956762237,1.0,1.0,1.0,303.38,-0.00044264877892564287,0.001423587958778454,0.0,FDIS,XLY,-0.00044264877892564287,0.001423587958778454,0.0018662367377040969,False,True,False,XLY,VCR,FDIS,XLY,1,1,1272.0,1272.0,0.0,1272.0,1272.0,-0.0,1127.0,-1127.0,1137.0,-2264.0,0.0,2264.0,330.0,0.0,-333.0,333.0,333.0,-0.0,-6.36,0.6600000000000108,0.008423789442347899,0.0,0.0,0.0,0.0,0.0,-11.32,0.9849999999999994,0.011138554081854879,1119.9449999999993,99987.78,0.0,99987.78,0.0,-1.665,2.829999999999984,0.009372015678355106,-942.3899999999946,-100083.15000000001,-100083.15000000001,0.0,-2.7800875000000005,-19.345,177.5550000000046,-95.3700000000099,200070.93,-100083.15000000001,-2.7800875000000005,155.4299125000046,392.5836319444328,0.0
25,2024-02-07,2024-02-08,1,78.68,79.27,88.925,89.315,303.38,305.34,3.8518985744922416,3.85403013416703,3.854271237310832,305.52808098162967,3.4186866707719865,3.417693767705324,3.41698800883634,305.1882840092177,1.0,1.0,1.0,305.34,0.0006157826654508296,-0.0004969990674598352,0.0,XLY,FDIS,-0.0004969990674598352,0.0006157826654508296,0.0011127817329106646,False,False,False,FDIS,XLY,FDIS,XLY,1,1,1264.0,1264.0,1272.0,-8.0,0.0,8.0,1121.0,-1121.0,-1127.0,6.0,6.0,-0.0,328.0,0.0,0.0,0.0,0.0,-0.0,-0.04,0.5899999999999892,0.007470753328206114,750.4799999999863,100080.96,0.0,100080.96,0.0,-0.03,0.39000000000000057,0.004376129066328874,-439.53000000000065,-100218.47499999999,-100218.47499999999,0.0,-2.7838465277777775,-0.0,1.9599999999999795,0.006439764665269865,0.0,0.0,0.0,0.0,0.0,-0.07,310.9499999999856,-137.51499999998487,200299.435,-100218.47499999999,-2.7838465277777775,308.09615347220785,700.6797854166407,0.0
26,2024-02-08,2024-02-09,1,79.27,79.91,89.315,89.95,305.34,308.07,3.8552121136278314,3.8541531369677626,3.85403013416703,307.97554802128735,3.4249027237354084,3.418794651279645,3.417693767705324,307.4215544050939,1.0,1.0,1.0,308.07,-0.00030663959753012384,-0.0021070828029371613,0.0,XLY,VCR,-0.0021070828029371613,0.0,0.0021070828029371613,False,True,False,FDIS,XLY,XLY,VCR,1,1,1253.0,0.0,1264.0,-1264.0,0.0,1264.0,1111.0,1111.0,-1121.0,2232.0,2232.0,-0.0,325.0,-325.0,0.0,-325.0,0.0,325.0,-6.32,0.6400000000000006,0.008041254537307045,808.9600000000007,100197.28,0.0,100197.28,0.0,-11.16,0.6350000000000051,0.0070845134956944505,-711.8350000000057,-100122.11499999999,-100122.11499999999,0.0,-2.781169861111111,-1.625,2.730000000000018,0.008901120049517002,0.0,0.0,0.0,0.0,0.0,-19.105,97.124999999995,75.16500000000815,200319.395,-100122.11499999999,-2.781169861111111,75.23883013888388,775.9186155555246,0.0
27,2024-02-09,2024-02-12,3,79.91,80.11,89.95,89.875,308.07,308.65,3.8528273623767317,3.854164841756299,3.8541531369677626,308.75620780248744,3.434214186369958,3.4201328611729878,3.418794651279645,307.2641692837581,1.0,1.0,1.0,308.65,0.0003440451430286775,-0.004500084992460306,0.0,XLY,FDIS,-0.004500084992460306,0.0003440451430286775,0.004844130135488984,False,True,False,XLY,VCR,XLY,FDIS,1,1,1249.0,-1249.0,0.0,-1249.0,0.0,1249.0,1108.0,1108.0,1111.0,-3.0,0.0,3.0,324.0,0.0,-325.0,325.0,325.0,-0.0,-6.245,0.20000000000000284,0.002499688840654045,0.0,0.0,0.0,0.0,0.0,-0.015,-0.07500000000000284,-0.0008341443553313468,-83.32500000000316,99934.45,0.0,99934.45,0.0,-1.625,0.5799999999999841,0.0018809189615915005,-188.49999999999483,-100122.75,-100122.75,0.0,-8.3435625,-7.885,-271.824999999998,-188.3000000000029,200057.2,-100122.75,-8.3435625,-288.053562499998,487.86505305552663,-288.053562499998
28,2024-02-12,2024-02-13,1,80.11,78.29,89.875,88.085,308.65,301.84,3.8554093753991565,3.8542874855718425,3.854164841756299,301.74256546110064,3.4266901288528127,3.4212152957924244,3.4201328611729878,301.26240307642263,1.0,1.0,1.0,301.84,-0.0003228540561679585,-0.001915419660817819,0.0,XLY,VCR,-0.001915419660817819,0.0,0.001915419660817819,False,True,False,XLY,FDIS,XLY,VCR,1,1,1276.0,0.0,-1249.0,1249.0,1249.0,-0.0,1132.0,1132.0,1108.0,24.0,24.0,-0.0,331.0,-331.0,0.0,-331.0,0.0,331.0,-6.245,-1.8199999999999932,-0.022980809307202508,2273.1799999999917,-100057.39,-100057.39,0.0,-2.7793719444444442,-0.12,-1.7900000000000063,-0.02011755866210722,-1983.320000000007,99581.5,0.0,99581.5,0.0,-1.655,-6.810000000000002,-0.02231087318384991,-0.0,0.0,0.0,0.0,0.0,-8.02,289.85999999998467,-475.8899999999994,199638.89,-100057.39,-2.7793719444444442,279.06062805554023,766.9256811110669,-8.992934444457774
29,2024-02-13,2024-02-14,1,78.29,79.24,88.085,89.015,301.84,305.25,3.852221100454316,3.854152154260787,3.8542874855718425,305.41374035671276,3.4291973262933215,3.4223546790601795,3.4212152957924244,304.53947955496267,1.0,1.0,1.0,305.25,0.0005362701264733797,-0.002330380534299273,0.0,XLY,FDIS,-0.002330380534299273,0.0005362701264733797,0.002866650660772653,False,True,False,XLY,VCR,XLY,FDIS,1,1,1264.0,-1264.0,0.0,-1264.0,0.0,1264.0,1122.0,1122.0,1132.0,-10.0,0.0,10.0,328.0,0.0,-331.0,331.0,331.0,-0.0,-6.32,0.9499999999999886,0.0120613409105273,0.0,0.0,0.0,0.0,0.0,-0.05,0.9300000000000068,0.010502637477722364,1052.7600000000077,99712.21999999999,0.0,99712.21999999999,0.0,-1.655,3.410000000000025,0.011234037334759198,-1128.7100000000082,-99909.04,-99909.04,0.0,-2.775251111111111,-8.025,-75.9500000000005,-196.82000000000698,199621.25999999998,-99909.04,-2.775251111111111,-86.75025111111162,680.1754299999552,-95.74318555556943
30,2024-02-14,2024-02-15,1,79.24,80.11,89.015,90.045,305.25,308.89,3.8558232430408186,3.8540871064089095,3.854152154260787,308.75612907783164,3.4303959131545336,3.42337453244796,3.4223546790601795,308.16592707597385,1.0,1.0,1.0,308.89,-0.0004334874549106353,-0.002346864277904189,0.0,XLY,VCR,-0.002346864277904189,0.0,0.002346864277904189,False,True,False,XLY,FDIS,XLY,VCR,1,1,1249.0,0.0,-1264.0,1264.0,1264.0,-0.0,1109.0,1109.0,1122.0,-13.0,0.0,13.0,324.0,-324.0,0.0,-324.0,0.0,324.0,-6.32,0.8700000000000045,0.010919468396675396,-1099.6800000000057,-100159.36,-100159.36,0.0,-2.7822044444444445,-0.065,1.0300000000000011,0.011504650515090085,1155.6600000000012,99874.83,0.0,99874.83,0.0,-1.62,3.6399999999999864,0.011854113473481776,0.0,0.0,0.0,0.0,0.0,-8.005,55.97999999999547,-284.52999999999884,200034.19,-100159.36,-2.7822044444444445,45.19279555555102,725.3682255555062,-50.55039000001841
31,2024-02-15,2024-02-16,1,80.11,79.7,90.045,89.51,308.89,307.36,3.8564617314930993,3.8540946213332794,3.8540871064089095,307.1707423807901,3.433806278628086,3.4245748240796323,3.42337453244796,306.4262543994169,1.0,1.0,1.0,307.36,-0.0006159419281780553,-0.003042578142534328,0.0,XLY,VCR,-0.003042578142534328,0.0,0.003042578142534328,False,True,False,XLY,VCR,XLY,VCR,1,1,1253.0,0.0,0.0,0.0,0.0,-0.0,1113.0,1113.0,1109.0,4.0,4.0,-0.0,325.0,-325.0,-324.0,-1.0,0.0,1.0,-0.0,-0.4099999999999966,-0.005131104430856062,-0.0,0.0,0.0,0.0,0.0,-0.02,-0.5349999999999966,-0.005959194489068452,-593.3149999999962,99859.905,0.0,99859.905,0.0,-0.005,-1.5299999999999727,-0.004965527444049303,495.71999999999116,-100080.36,-100080.36,0.0,-2.7800100000000003,-0.025,-97.59500000000503,-220.45500000000175,199940.265,-100080.36,-2.7800100000000003,-100.40001000000504,624.9682155555012,-150.95040000002348
32,2024-02-16,2024-02-20,4,79.7,78.87,89.51,88.665,307.36,304.08,3.8554583491821983,3.854099184525913,3.8540946213332794,303.97244278455577,3.4295381492133306,3.4250489748207955,3.4245748240796323,303.6399267770206,1.0,1.0,1.0,304.08,-0.00035377611863031676,-0.0014482766830917532,0.0,XLY,VCR,-0.0014482766830917532,0.0,0.0014482766830917532,False,True,False,XLY,VCR,XLY,VCR,1,1,1268.0,0.0,0.0,0.0,0.0,-0.0,1127.0,1127.0,1113.0,14.0,14.0,-0.0,329.0,-329.0,-325.0,-4.0,0.0,4.0,-0.0,-0.8299999999999983,-0.010468658386269845,-0.0,0.0,0.0,0.0,0.0,-0.07,-0.8449999999999989,-0.009485127938405113,-940.4849999999988,99624.63,0.0,99624.63,0.0,-0.02,-3.2800000000000296,-0.010728874339253278,1066.0000000000095,-99892.0,-99892.0,0.0,-11.099111111111112,-0.09000000000000001,125.51500000001079,-267.36999999999534,199516.63,-99892.0,-11.099111111111112,114.32588888889967,739.2941044444008,-36.624511111123866
33,2024-02-20,2024-02-21,1,78.87,79.33,88.665,89.32,304.08,305.74,3.854027480146225,3.854049098442374,3.854099184525913,305.74568830844066,3.4229735781459922,3.4251959266123784,3.4250489748207955,305.92537443099343,1.0,1.0,1.0,305.74,1.86048784120539e-05,0.0006061302287752396,0.0,VCR,XLY,0.0,0.0006061302287752396,0.0006061302287752396,False,False,False,XLY,VCR,XLY,VCR,1,1,1260.0,0.0,0.0,0.0,0.0,-0.0,1120.0,1120.0,1127.0,-7.0,0.0,7.0,327.0,-327.0,-329.0,2.0,2.0,-0.0,-0.0,0.45999999999999375,0.005815439904011894,0.0,0.0,0.0,0.0,0.0,-0.035,0.6549999999999869,0.0073602040275143965,738.1849999999853,99925.455,0.0,99925.455,0.0,-0.01,1.660000000000025,0.005444242891894796,-546.1400000000083,-100042.31999999999,-100042.31999999999,0.0,-2.7789533333333334,-0.045000000000000005,192.044999999977,-116.86499999999069,199967.775,-100042.31999999999,-2.7789533333333334,189.22104666664367,928.5151511110445,0.0
34,2024-02-21,2024-02-22,1,79.33,80.76,89.32,91.055,305.74,311.62,3.858593363051015,3.854257536306902,3.854049098442374,311.2530051902061,3.422327164900335,3.425398045375195,3.4251959266123784,311.88121509769013,1.0,1.0,1.0,311.62,-0.0011783938273246999,0.0008378976869576404,0.0,FDIS,XLY,-0.0011783938273246999,0.0008378976869576404,0.00201629151428234,False,True,False,XLY,VCR,FDIS,XLY,1,1,1237.0,1237.0,0.0,1237.0,1237.0,-0.0,1099.0,-1099.0,1120.0,-2219.0,0.0,2219.0,321.0,0.0,-327.0,327.0,327.0,-0.0,-6.1850000000000005,1.4300000000000068,0.01786542613072537,0.0,0.0,0.0,0.0,0.0,-11.095,1.7350000000000136,0.019238292575826016,1943.2000000000153,100038.4,0.0,100038.4,0.0,-1.635,5.8799999999999955,0.019049429216320374,-1922.7599999999984,-99976.98,-99976.98,0.0,-2.7771383333333333,-18.915000000000003,20.44000000001688,61.419999999998254,200015.38,-99976.98,-2.7771383333333333,-1.2521383333164557,927.263012777728,-1.2521383333164522
35,2024-02-22,2024-02-23,1,80.76,80.5,91.055,90.645,311.62,310.43,3.856273291925466,3.8543913164493935,3.854257536306902,310.2677316727056,3.4246786915990954,3.4248999729335,3.425398045375195,310.49520582303455,1.0,1.0,1.0,310.43,-0.0005228578185837713,0.0002100279475297715,0.0,FDIS,XLY,-0.0005228578185837713,0.0002100279475297715,0.0007328857661135428,False,False,False,FDIS,XLY,FDIS,XLY,1,1,1241.0,1241.0,1237.0,4.0,4.0,-0.0,1103.0,-1103.0,-1099.0,-4.0,0.0,4.0,322.0,0.0,0.0,0.0,0.0,-0.0,-0.02,-0.2600000000000051,-0.00322460902011916,-321.6200000000063,99900.12000000001,0.0,99900.12000000001,0.0,-0.02,-0.4100000000000108,-0.004512941066151613,450.59000000001186,-100069.445,-100069.445,0.0,-2.7797068055555556,-0.0,-1.1899999999999977,-0.0038260636658693148,-0.0,0.0,0.0,0.0,0.0,-0.04,128.97000000000554,-169.3249999999971,199969.565,-100069.445,-2.7797068055555556,126.15029319445,1053.413305972178,0.0
36,2024-02-23,2024-02-26,3,80.5,80.75,90.645,90.925,310.43,311.18,3.8536222910216718,3.8544205694720644,3.8543913164493935,311.2420988032885,3.422381083310421,3.4242168369778647,3.4248999729335,311.40903003897847,1.0,1.0,1.0,311.18,0.00019953919892608694,0.0007357342910309809,0.0,VCR,XLY,0.0,0.0007357342910309809,0.0007357342910309809,False,False,False,FDIS,XLY,FDIS,XLY,1,1,1237.0,1237.0,1241.0,-4.0,0.0,4.0,1099.0,-1099.0,-1103.0,4.0,4.0,-0.0,321.0,0.0,0.0,0.0,0.0,-0.0,-0.02,0.25,0.0031007776782481854,310.25,99900.5,0.0,99900.5,0.0,-0.02,0.28000000000000114,0.0030842123914211254,-308.8400000000013,-99981.435,-99981.435,0.0,-8.33178625,-0.0,0.75,0.0024130897634773293,0.0,0.0,0.0,0.0,0.0,-0.04,1.4099999999987176,-80.93499999999767,199881.935,-99981.435,-8.33178625,-6.961786250001283,1046.4515197221767,-6.961786250001296
