,bop date,eop date,day count,bop XLV price,eop XLV price,bop VHT price,eop VHT price,eop VHT / eop XLV,bop VHT / XLV moving avg,eop VHT / XLV moving avg,eop XLV unit price,eop VHT / eop VHT,bop VHT / VHT moving avg,eop VHT / VHT moving avg,eop VHT unit price,XLV unit price pct diff,VHT unit price pct diff,unit price pct diff,month end liquidation,go short,exit short,current_position,new_position,XLV shares per unit,bop XLV shares,eop XLV shares,eop XLV shares bought,eop XLV shares sold,eop XLV shares traded,VHT shares per unit,bop VHT shares,eop VHT shares,eop VHT shares bought,eop VHT shares sold,eop VHT shares traded,XLV daily commission,VHT daily commission,daily total commissions,XLV cop,XLV pct cop,XLV daily position pnl,VHT cop,VHT pct cop,VHT daily position pnl,daily position pnl,short XLV investment amount,long XLV investment amount,XLV investment amount,daily XLV borrow cost,short VHT investment amount,long VHT investment amount,VHT investment amount,daily VHT borrow cost,net investment amount,gross investment amount,short investment amount,daily borrow cost,daily net profit,cumulative net profit,drawdown
0,2024-01-02,2024-01-03,1,,138.55,,253.63,1.830602670516059,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2024-01-03,2024-01-04,1,138.55,139.24,253.63,254.84,1.8302212008043666,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,0.6899999999999977,0.004967791634250793,,1.210000000000008,0.004759385151730943,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2024-01-04,2024-01-05,1,139.24,139.12,254.84,254.65,1.830434157561817,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.12000000000000455,-0.0008621928972105696,,-0.18999999999999773,-0.0007458439176738081,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2024-01-05,2024-01-08,3,139.12,140.35,254.65,257.46,1.8344139650872817,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,1.2299999999999898,0.008802432761863776,,2.809999999999974,0.010974314900874508,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2024-01-08,2024-01-09,1,140.35,140.33,257.46,257.55,1.8353167533670633,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.01999999999998181,-0.0001425110448469759,,0.09000000000003183,0.0003495077801060144,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2024-01-09,2024-01-10,1,140.33,140.97,257.55,258.36,1.832730368163439,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,0.6399999999999864,0.0045503100197895685,,0.8100000000000023,0.0031400851526778243,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2024-01-10,2024-01-11,1,140.97,140.87,258.36,257.84,1.8303400298147225,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.09999999999999432,-0.0007096225106185671,,-0.5200000000000387,-0.0020147236570896955,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,2024-01-11,2024-01-12,1,140.87,140.52,257.84,257.2,1.830344434955878,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.3499999999999943,-0.002487651874589126,,-0.6399999999999864,-0.0024852451437179937,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2024-01-12,2024-01-16,4,140.52,139.68,257.2,255.77,1.8311139747995417,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.8400000000000034,-0.005995735306334268,,-1.4299999999999784,-0.005575389220772093,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,2024-01-16,2024-01-17,1,139.68,139.4,255.77,254.89,1.8284791965566713,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.28000000000000114,-0.002006593764868558,,-0.8800000000000239,-0.003446523601189391,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2024-01-17,2024-01-18,1,139.4,139.38,254.89,254.99,1.829459032859808,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.020000000000010232,-0.00014348231605082663,,0.10000000000002274,0.00039224916169361635,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,2024-01-18,2024-01-19,1,139.38,139.46,254.99,255.27,1.8304173239638606,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,0.0800000000000125,0.0005738057824919055,,0.28000000000000114,0.0010974798263792113,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2024-01-19,2024-01-22,3,139.46,140.07,255.27,256.58,1.8317983865210252,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,0.6099999999999852,0.0043644758580905895,,1.3099999999999739,0.005118698291618433,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2024-01-22,2024-01-23,1,140.07,139.97,256.58,256.37,1.8316067728799028,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.09999999999999432,-0.0007141837184008068,,-0.20999999999997954,-0.00081879330044785,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2024-01-23,2024-01-24,1,139.97,138.69,256.37,254.06,1.831855216670272,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-1.2800000000000011,-0.009186887264310696,,-2.3100000000000023,-0.009051253925431598,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,2024-01-24,2024-01-25,1,138.69,138.48,254.06,253.8,1.8327556325823227,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.21000000000000796,-0.0015153158002899887,,-0.2599999999999909,-0.001023904315027317,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2024-01-25,2024-01-26,1,138.48,139.27,253.8,255.0,1.8309758023982192,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,0.7900000000000205,0.0056885841970468155,,1.1999999999999886,0.004716989878138867,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,2024-01-26,2024-01-29,3,139.27,140.25,255.0,257.15,1.8335115864527627,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,0.9799999999999898,0.007012049337805022,,2.1499999999999773,0.008396027062498944,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2024-01-29,2024-01-30,1,140.25,140.57,257.15,257.24,1.8299779469303552,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,0.3199999999999932,0.002279040940868743,,0.09000000000003183,0.0003499290457373019,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,2024-01-30,2024-01-31,1,140.57,140.38,257.24,256.64,1.8281806525146032,,1.8312267552699986,,1.0,,1.0,,,,,True,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.18999999999999773,-0.0013525540413990471,,-0.6000000000000227,-0.0023351765885128418,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,2024-01-31,2024-02-01,1,140.38,142.2,256.64,260.0,1.828410689170183,1.8312267552699986,1.8311171562027049,260.4004445993938,1.0,1.0,1.0,260.0,0.0015389866883726662,0.0,0.0015389866883726662,False,False,False,0,0,705.0,0.0,0.0,0.0,-0.0,0.0,385.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,1.8199999999999932,0.012881486066865113,0.0,3.3600000000000136,0.013007306337378045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,2024-02-01,2024-02-02,1,142.2,141.99,260.0,259.49,1.8275230650045777,1.8311171562027049,1.8309822494127155,260.0003250092221,1.0,1.0,1.0,259.49,0.0019647148322616275,0.0,0.0019647148322616275,False,False,False,0,0,705.0,0.0,0.0,0.0,-0.0,0.0,385.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.20999999999997954,-0.001477884782874054,-0.0,-0.5099999999999909,-0.0019634647975735214,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,2024-02-02,2024-02-05,3,141.99,142.43,259.49,260.06,1.8258793793442392,1.8309822494127155,1.8307545105018364,260.7868017838531,1.0,1.0,1.0,260.06,0.0027908484917588882,0.0,0.0027908484917588882,False,True,False,0,-1,705.0,0.0,-705.0,0.0,705.0,-705.0,385.0,0.0,385.0,385.0,-0.0,385.0,-3.525,-1.925,-5.45,0.4399999999999977,0.003094018360228384,0.0,0.5699999999999932,0.002194207405219571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.45,-5.45,-5.45
23,2024-02-05,2024-02-06,1,142.43,143.98,260.06,263.15,1.827684400611196,1.8307545105018364,1.8304180322780321,263.5920344220544,1.0,1.0,1.0,263.15,0.0016783719427461074,0.0,0.0016783719427461074,False,False,False,-1,-1,696.0,-705.0,-696.0,9.0,-0.0,9.0,380.0,385.0,380.0,0.0,5.0,-5.0,-0.045,-0.025,-0.07,1.549999999999983,0.010823750094661983,-1092.749999999988,3.089999999999975,0.011811838176614093,1189.6499999999903,96.90000000000236,-100413.15000000001,0.0,-100413.15000000001,-2.789254166666667,0.0,100123.1,100123.1,0.0,-290.0500000000029,200536.25,-100413.15000000001,-2.789254166666667,94.0407458333357,88.5907458333357,0.0
24,2024-02-06,2024-02-07,1,143.98,144.37,263.15,263.51,1.8252407009766571,1.8304180322780321,1.8299142296585118,264.2574513199795,1.0,1.0,1.0,263.51,0.002832504421591687,0.0,0.002832504421591687,False,True,False,-1,-1,694.0,-696.0,-694.0,2.0,-0.0,2.0,379.0,380.0,379.0,0.0,1.0,-1.0,-0.01,-0.005,-0.015,0.3900000000000148,0.002705047600566557,-271.4400000000103,0.36000000000001364,0.0013671061256575385,136.80000000000518,-134.6400000000051,-100210.07999999999,0.0,-100210.07999999999,-2.7836133333333333,0.0,99996.99999999999,99996.99999999999,0.0,-213.08000000000175,200207.07999999996,-100210.07999999999,-2.7836133333333333,-137.43861333333842,-48.84786750000272,-137.43861333333842
