,bop date,eop date,day count, bop RSP price , eop RSP price , bop SPY price , eop SPY price , eop SPY / eop RSP , bop SPY / RSP moving avg , eop SPY / RSP moving avg ,current position,new position, bop RSP shares , eop RSP shares , eop RSP shares bought , eop RSP shares sold , eop RSP shares traded , bop SPY shares , eop SPY shares , eop SPY shares bought , eop SPY shares sold , eop SPY shares traded ,  RSP daily commission  ,  SPY daily commission  ,  daily total commissions  ,  RSP cop  , RSP pct cop ,  RSP daily position pnl  ,  SPY cop  , SPY pct cop ,  SPY daily position pnl  ,  daily position pnl  ,  short RSP investment amount  ,  long RSP investment amount  ,  RSP investment amount  ,  daily RSP borrow cost  ,  short SPY investment amount  ,  long SPY investment amount  ,  SPY investment amount  ,  daily SPY borrow cost  ,  net investment amount  ,  gross investment amount  ,  short investment amount  ,  daily borrow cost  ,  daily net profit  ,  cumulative net profit  ,  drawdown  
15,1/24/2024,1/25/2024,1,$155.91 ,$157.48 ,$485.39 ,$488.03 ,3.1,3.07,3.08,1,1,641.4,635, -   ,6.39,-6.39,-206.02,-204.91,1.11, -   ,1.11, $(0.03), $(0.01), $(0.04), $1.57 , $0.01 ," $1,006.99 ", $2.64 , $0.01 , $(543.89), $463.10 ,  $-    ," $100,000.00 "," $100,000.00 ",  $-    ," $(100,000.00)",  $-    ," $(100,000.00)", $(2.78),  $-    ," $200,000.00 "," $(100,000.00)", $(2.78), $460.28 , $(589.70), $(589.70)
16,1/25/2024,1/26/2024,1,$157.48 ,$157.50 ,$488.03 ,$487.41 ,3.09,3.08,3.09,1,1,635,634.92, -   ,0.08,-0.08,-204.91,-205.17, -   ,0.26,-0.26, $-   , $-   , $-   , $0.02 , $0.00 , $12.70 , $(0.62), $(0.00), $127.04 , $139.74 ,  $-    ," $100,000.00 "," $100,000.00 ",  $-    ," $(100,000.00)",  $-    ," $(100,000.00)", $(2.78),  $-    ," $200,000.00 "," $(100,000.00)", $(2.78), $136.96 , $(452.74), $(452.74)
17,1/26/2024,1/29/2024,3,$157.50 ,$158.46 ,$487.41 ,$491.27 ,3.1,3.09,3.09,1,1,634.92,631.07, -   ,3.85,-3.85,-205.17,-203.55,1.61, -   ,1.61, $(0.02), $(0.01), $(0.03), $0.96 , $0.01 , $609.52 , $3.86 , $0.01 , $(791.94), $(182.42),  $-    ," $100,000.00 "," $100,000.00 ",  $-    ," $(100,000.00)",  $-    ," $(100,000.00)", $(8.33),  $-    ," $200,000.00 "," $(100,000.00)", $(8.33), $(190.78), $(643.52), $(643.52)
18,1/29/2024,1/30/2024,1,$158.46 ,$158.49 ,$491.27 ,$490.89 ,3.1,3.09,3.09,1,1,631.07,630.95, -   ,0.12,-0.12,-203.55,-203.71, -   ,0.16,-0.16, $-   , $-   , $-   , $0.03 , $0.00 , $18.93 , $(0.38), $(0.00), $77.35 , $96.28 ,  $-    ," $100,000.00 "," $100,000.00 ",  $-    ," $(100,000.00)",  $-    ," $(100,000.00)", $(2.78),  $-    ," $200,000.00 "," $(100,000.00)", $(2.78), $93.50 , $(550.01), $(550.01)
19,1/30/2024,1/31/2024,1,$158.49 ,$156.46 ,$490.89 ,$482.88 ,3.09,3.09,3.09,1,-1,630.95,-639.14, -   ,"1,270.10","-1,270.10",-203.71,207.09,410.8, -   ,410.8, $(6.35), $(2.05), $(8.40), $(2.03), $(0.01)," $(1,280.84)", $(8.01), $(0.02)," $1,631.73 ", $350.89 ,  $-    ," $100,000.00 "," $100,000.00 ",  $-    ," $(100,000.00)",  $-    ," $(100,000.00)", $(2.78),  $-    ," $200,000.00 "," $(100,000.00)", $(2.78), $339.71 , $(210.30), $(210.30)
20,1/31/2024,2/1/2024,1,$156.46 ,$158.28 ,$482.88 ,$489.20 ,3.09,3.09,3.1,-1,-1,-639.14,-631.79,7.35, -   ,7.35,207.09,204.42, -   ,2.68,-2.68, $(0.04), $(0.01), $(0.05), $1.82 , $0.01 ," $(1,163.24)", $6.32 , $0.01 ," $1,308.81 ", $145.58 ," $(100,000.00)",  $-    ," $(100,000.00)", $(2.78),  $-    ," $100,000.00 "," $100,000.00 ",  $-    ,  $-    ," $200,000.00 "," $(100,000.00)", $(2.78), $142.75 , $(67.55), $(67.55)
21,2/1/2024,2/2/2024,1,$158.28 ,$158.14 ,$489.20 ,$494.35 ,3.13,3.1,3.1,-1,1,-631.79,632.35,"1,264.14", -   ,"1,264.14",204.42,-202.29, -   ,406.7,-406.7, $(6.32), $(2.03), $(8.35), $(0.14), $(0.00), $88.45 , $5.15 , $0.01 ," $1,052.74 "," $1,141.19 "," $(100,000.00)",  $-    ," $(100,000.00)", $(2.78),  $-    ," $100,000.00 "," $100,000.00 ",  $-    ,  $-    ," $200,000.00 "," $(100,000.00)", $(2.78)," $1,130.06 "," $1,062.51 ",  $-    
22,2/2/2024,2/5/2024,3,$158.14 ,$156.78 ,$494.35 ,$492.55 ,3.14,3.1,3.1,1,1,632.35,637.84,5.49, -   ,5.49,-202.29,-203.03, -   ,0.74,-0.74, $(0.03), $-   , $(0.03), $(1.36), $(0.01), $(860.00), $(1.80), $(0.00), $364.11 , $(495.88),  $-    ," $100,000.00 "," $100,000.00 ",  $-    ," $(100,000.00)",  $-    ," $(100,000.00)", $(8.33),  $-    ," $200,000.00 "," $(100,000.00)", $(8.33), $(504.25), $558.26 , $(504.25)
23,2/5/2024,2/6/2024,1,$156.78 ,$157.77 ,$492.55 ,$493.98 ,3.13,3.1,3.11,1,1,637.84,633.83, -   ,4,-4,-203.03,-202.44,0.59, -   ,0.59, $(0.02), $-   , $(0.02), $0.99 , $0.01 , $631.46 , $1.43 , $0.00 , $(290.33), $341.13 ,  $-    ," $100,000.00 "," $100,000.00 ",  $-    ," $(100,000.00)",  $-    ," $(100,000.00)", $(2.78),  $-    ," $200,000.00 "," $(100,000.00)", $(2.78), $338.33 , $896.59 , $(165.92)
24,2/6/2024,2/7/2024,1,$157.77 ,$158.39 ,$493.98 ,$498.10 ,3.14,3.11,3.11,1,1,633.83,631.35, -   ,2.48,-2.48,-202.44,-200.76,1.67, -   ,1.67, $(0.01), $(0.01), $(0.02), $0.62 , $0.00 , $392.98 , $4.12 , $0.01 , $(834.04), $(441.06),  $-    ," $100,000.00 "," $100,000.00 ",  $-    ," $(100,000.00)",  $-    ," $(100,000.00)", $(2.78),  $-    ," $200,000.00 "," $(100,000.00)", $(2.78), $(443.86), $452.73 , $(609.78)
25,2/7/2024,2/8/2024,1,$158.39 ,$158.74 ,$498.10 ,$498.32 ,3.14,3.11,3.12,1,1,631.35,629.96, -   ,1.39,-1.39,-200.76,-200.67,0.09, -   ,0.09, $(0.01), $-   , $(0.01), $0.35 , $0.00 , $220.97 , $0.22 , $0.00 , $(44.17), $176.81 ,  $-    ," $100,000.00 "," $100,000.00 ",  $-    ," $(100,000.00)",  $-    ," $(100,000.00)", $(2.78),  $-    ," $200,000.00 "," $(100,000.00)", $(2.78), $174.02 , $626.75 , $(435.76)
26,2/8/2024,2/9/2024,1,$158.74 ,$158.93 ,$498.32 ,$501.20 ,3.15,3.12,3.12,1,1,629.96,629.21, -   ,0.75,-0.75,-200.67,-199.52,1.15, -   ,1.15, $-   , $(0.01), $(0.01), $0.19 , $0.00 , $119.69 , $2.88 , $0.01 , $(577.94), $(458.25),  $-    ," $100,000.00 "," $100,000.00 ",  $-    ," $(100,000.00)",  $-    ," $(100,000.00)", $(2.78),  $-    ," $200,000.00 "," $(100,000.00)", $(2.78), $(461.04), $165.71 , $(896.80)
27,2/9/2024,2/12/2024,3,$158.93 ,$160.01 ,$501.20 ,$500.98 ,3.13,3.12,3.12,1,1,629.21,624.96, -   ,4.25,-4.25,-199.52,-199.61, -   ,0.09,-0.09, $(0.02), $-   , $(0.02), $1.08 , $0.01 , $679.54 , $(0.22), $(0.00), $43.89 , $723.44 ,  $-    ," $100,000.00 "," $100,000.00 ",  $-    ," $(100,000.00)",  $-    ," $(100,000.00)", $(8.33),  $-    ," $200,000.00 "," $(100,000.00)", $(8.33), $715.08 , $880.79 , $(181.71)
