date, KBE , KBWB ,KBE log rtn,KBWB log rtn, KBE div , KBE div cumsum , KBWB div , KBWB div cumsum , KBE div adjustment , KBWB div adjustment , KBE* , KBWB* , KBWB/KBE , KBWB/KBE avg , KBWB/KBE 10 dma , KBWB/KBE 20 dma , KBE x avg , KBE x 10 dma , KBE x 20 dma ,log diff KBE x avg / KBWB,log diff KBE x 10 dma / KBWB,log diff KBE x 20 dma / KBWB, KBWB*/KBE* , KBWB*/KBE* avg , KBWB*/KBE* 10 dma , KBWB*/KBE* 20 dma , KBE* x avg , KBE* x 10 dma , KBE* x 20 dma ,log diff KBE* x avg / KBWB*,log diff KBE* x 10 dma / KBWB*,log diff KBE* x 20 dma / KBWB*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.71%,,,,,,,,,,,,6.78%,,,10.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2026, $61.1700 , $85.7600 ,,, $-   , $-   , $-   , $-   , $-   , $-   , $61.1700 , $85.7600 , 1.4020 , 1.3664 ,,,,,,,,, 1.4020 , 1.3664 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2026, $62.4100 , $87.8500 ,2.0069%,2.4078%, $-   , $-   , $-   , $-   , $-   , $-   , $62.4100 , $87.8500 , 1.4076 , 1.3664 ,,, $85.2758 ,,,-2.9740%,,, 1.4076 , 1.3664 ,,, $85.2758 ,,,-2.9740%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 2.22 ,0.00%,-0.50%,-1.00%,-1.50%,-2.00%,-2.50%,-3.00%,-3.50%,enter,,,,,
1/6/2026, $62.9500 , $88.6300 ,0.8615%,0.8840%, $-   , $-   , $-   , $-   , $-   , $-   , $62.9500 , $88.6300 , 1.4079 , 1.3664 ,,, $86.0136 ,,,-2.9965%,,, 1.4079 , 1.3664 ,,, $86.0136 ,,,-2.9965%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%, 0.50 , 0.75 , 0.95 , 1.49 , 1.94 , 1.46 , 2.22 , 2.36 ,,row,ba20,,,
1/7/2026, $62.4400 , $87.2600 ,-0.8135%,-1.5578%, $-   , $-   , $-   , $-   , $-   , $-   , $62.4400 , $87.2600 , 1.3975 , 1.3664 ,,, $85.3168 ,,,-2.2521%,,, 1.3975 , 1.3664 ,,, $85.3168 ,,,-2.2521%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.50%, 0.50 , 0.89 , 0.83 , 1.36 , 1.77 , 1.46 , 2.22 , 2.36 ,,col,ba21,,,
1/8/2026, $63.5500 , $87.9400 ,1.7621%,0.7763%, $-   , $-   , $-   , $-   , $-   , $-   , $63.5500 , $87.9400 , 1.3838 , 1.3664 ,,, $86.8334 ,,,-1.2663%,,, 1.3838 , 1.3664 ,,, $86.8334 ,,,-1.2663%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.00%, 0.50 , 0.89 , 1.06 , 1.91 , 1.74 , 1.46 , 2.22 , 2.36 ,,,,,,
1/9/2026, $63.2500 , $87.6100 ,-0.4732%,-0.3760%, $-   , $-   , $-   , $-   , $-   , $-   , $63.2500 , $87.6100 , 1.3851 , 1.3664 ,,, $86.4235 ,,,-1.3635%,,, 1.3851 , 1.3664 ,,, $86.4235 ,,,-1.3635%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.50%, 0.50 , 0.89 , 1.06 , 1.20 , 0.85 , 0.92 , 1.78 , 1.99 ,,,,,,
1/12/2026, $62.4500 , $86.8000 ,-1.2729%,-0.9289%, $-   , $-   , $-   , $-   , $-   , $-   , $62.4500 , $86.8000 , 1.3899 , 1.3664 ,,, $85.3304 ,,,-1.7075%,,, 1.3899 , 1.3664 ,,, $85.3304 ,,,-1.7075%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.00%, 0.50 , 0.89 , 1.06 , 1.20 , 0.35 , 0.92 , 1.78 , 1.99 ,,,,,,
1/13/2026, $61.8600 , $85.6600 ,-0.9492%,-1.3221%, $-   , $-   , $-   , $-   , $-   , $-   , $61.8600 , $85.6600 , 1.3847 , 1.3664 ,,, $84.5243 ,,,-1.3347%,,, 1.3847 , 1.3664 ,,, $84.5243 ,,,-1.3347%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03%,,,,,,,,,,,,0.05%,,,0.07%,,,,,,,,,,,,,-2.50%, 0.50 , 0.89 , 1.06 , 1.20 , 0.35 , 0.60 , 1.47 , 1.59 ,,,,,,
1/14/2026, $62.4500 , $85.1200 ,0.9492%,-0.6324%, $-   , $-   , $-   , $-   , $-   , $-   , $62.4500 , $85.1200 , 1.3630 , 1.3664 ,,, $85.3304 ,,,0.2469%,,, 1.3630 , 1.3664 ,,, $85.3304 ,,,0.2469%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18%,,,,,,,,,,,,0.25%,,,0.30%,,,,,,,,,,,,,-3.00%, 0.50 , 0.89 , 1.06 , 1.20 , 0.35 , 0.60 , 1.28 , 1.31 ,,,,,,
1/15/2026, $63.5600 , $86.4900 ,1.7618%,1.5967%, $-   , $-   , $-   , $-   , $-   , $-   , $63.5600 , $86.4900 , 1.3608 , 1.3664 , 1.3882 ,, $86.8471 ,,,0.4120%,,, 1.3608 , 1.3664 , 1.3882 ,, $86.8471 ,,,0.4120%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.222063746,,,,,,,,,,,,2.97225596,,,3.758461092,,,,,,,,,,,,,-3.50%, 0.50 , 0.89 , 1.06 , 1.20 , 0.35 , 0.60 , 1.28 , 1.31 ,,,,,,
1/16/2026, $63.2600 , $86.1400 ,-0.4731%,-0.4055%, $-   , $-   , $-   , $-   , $-   , $-   , $63.2600 , $86.1400 , 1.3617 , 1.3664 , 1.3842 ,, $86.4372 , $87.8202 ,,0.3444%,1.9318%,, 1.3617 , 1.3664 , 1.3842 ,, $86.4372 , $87.8202 ,,0.3444%,1.9318%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,exit,,,,,,,,,,,,,,
1/20/2026, $62.3300 , $84.7000 ,-1.4810%,-1.6858%, $-   , $-   , $-   , $-   , $-   , $-   , $62.3300 , $84.7000 , 1.3589 , 1.3664 , 1.3793 ,, $85.1665 , $86.2779 ,,0.5492%,1.8457%,, 1.3589 , 1.3664 , 1.3793 ,, $85.1665 , $86.2779 ,,0.5492%,1.8457%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/21/2026, $64.7800 , $86.2300 ,3.8554%,1.7903%, $-   , $-   , $-   , $-   , $-   , $-   , $64.7800 , $86.2300 , 1.3311 , 1.3664 , 1.3717 ,, $88.5141 , $89.3535 ,,2.6144%,3.5582%,, 1.3311 , 1.3664 , 1.3717 ,, $88.5141 , $89.3535 ,,2.6144%,3.5582%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 2.97 ,0.00%,0.50%,1.00%,1.50%,2.00%,2.50%,3.00%,3.50%,enter,,,,,
1/22/2026, $64.8300 , $86.2900 ,0.0772%,0.0696%, $-   , $-   , $-   , $-   , $-   , $-   , $64.8300 , $86.2900 , 1.3310 , 1.3664 , 1.3650 ,, $88.5824 , $88.9244 ,,2.6220%,3.0073%,, 1.3310 , 1.3664 , 1.3650 ,, $88.5824 , $88.9244 ,,2.6220%,3.0073%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%, 1.40 , 1.52 , 2.24 , 2.24 , 1.74 , 1.67 ,#DIV/0!,#DIV/0!,,row,bm20,,,
1/23/2026, $62.7900 , $84.4100 ,-3.1973%,-2.2028%, $-   , $-   , $-   , $-   , $-   , $-   , $62.7900 , $84.4100 , 1.3443 , 1.3664 , 1.3611 ,, $85.7950 , $85.7088 ,,1.6275%,1.5270%,, 1.3443 , 1.3664 , 1.3611 ,, $85.7950 , $85.7088 ,,1.6275%,1.5270%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.50%, 1.40 , 1.55 , 3.28 , 3.43 , 2.97 , 1.67 ,#DIV/0!,#DIV/0!,,col,bm21,,,
1/26/2026, $63.1400 , $85.1300 ,0.5559%,0.8494%, $-   , $-   , $-   , $-   , $-   , $-   , $63.1400 , $85.1300 , 1.3483 , 1.3664 , 1.3574 ,, $86.2732 , $85.9373 ,,1.3340%,0.9439%,, 1.3483 , 1.3664 , 1.3574 ,, $86.2732 , $85.9373 ,,1.3340%,0.9439%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00%, 1.40 , 1.55 , 2.51 , 2.84 , 2.62 , 1.31 ,#DIV/0!,#DIV/0!,,,,,,
1/27/2026, $63.3200 , $85.4900 ,0.2847%,0.4220%, $-   , $-   , $-   , $-   , $-   , $-   , $63.3200 , $85.4900 , 1.3501 , 1.3664 , 1.3534 ,, $86.5192 , $85.9489 ,,1.1967%,0.5354%,, 1.3501 , 1.3664 , 1.3534 ,, $86.5192 , $85.9489 ,,1.1967%,0.5354%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50%, 1.40 , 1.55 , 2.51 , 3.02 , 2.79 , 1.31 ,#DIV/0!,#DIV/0!,,,,,,
1/28/2026, $63.0000 , $85.0900 ,-0.5067%,-0.4690%, $-   , $-   , $-   , $-   , $-   , $-   , $63.0000 , $85.0900 , 1.3506 , 1.3664 , 1.3500 ,, $86.0819 , $85.2639 ,,1.1590%,0.2042%,, 1.3506 , 1.3664 , 1.3500 ,, $86.0819 , $85.2639 ,,1.1590%,0.2042%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grand,grand,,,,,,,,,,,,,2.00%, 1.40 , 1.55 , 2.51 , 3.02 , 2.44 , 1.31 ,#DIV/0!,#DIV/0!,,,,,,
1/29/2026, $64.0500 , $86.2200 ,1.6529%,1.3193%, $-   , $-   , $-   , $-   , $-   , $-   , $64.0500 , $86.2200 , 1.3461 , 1.3664 , 1.3483 ,, $87.5166 , $86.4665 ,,1.4927%,0.2855%,, 1.3461 , 1.3664 , 1.3483 ,, $87.5166 , $86.4665 ,,1.4927%,0.2855%,,,,,,,,,,,,,,,,,,,, signal ,-3.00%,under,over,yday,ex-date,position,KBE log rtn,KBWB log rtn,sum,cumsum,, signal ,2.00%,over,under,yday,ex-date,position,KBE log rtn,KBWB log rtn,sum,cumsum,,sum,cumsum,,,,,,,,,,,,,2.50%, 1.40 , 1.55 , 2.51 , 3.02 , 2.44 , 1.31 ,#DIV/0!,#DIV/0!,,,,,,
1/30/2026, $63.5700 , $86.2000 ,-0.7522%,-0.0232%, $-   , $-   , $-   , $-   , $-   , $-   , $63.5700 , $86.2000 , 1.3560 , 1.3664 , 1.3478 , 1.3680 , $86.8608 , $85.7113 ,,0.7636%,-0.5686%,, 1.3560 , 1.3664 , 1.3478 , 1.3680 , $86.8608 , $85.7113 ,,0.7636%,-0.5686%,,,,,,,,,,,,,,,,,,,,,-1.00%,,,,1,0,,,,,,,0.50%,,,,1,0,,,,,,,,,,,,,,,,,,,,3.00%, 1.40 , 1.55 , 2.51 , 3.02 , 2.44 , 1.31 ,#DIV/0!,#DIV/0!,,,,,,
2/2/2026, $64.5000 , $87.6400 ,1.4524%,1.6567%, $-   , $-   , $-   , $-   , $-   , $-   , $64.5000 , $87.6400 , 1.3588 , 1.3664 , 1.3475 , 1.3659 , $88.1315 , $86.9344 , $88.2380 ,0.5593%,-0.8084%,0.6800%, 1.3588 , 1.3664 , 1.3475 , 1.3659 , $88.1315 , $86.9344 , $88.2380 ,0.5593%,-0.8084%,0.6800%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,0.00%,0.00%,,,,,,,,,,,,,3.50%, 1.40 , 1.55 , 2.51 , 3.02 , 2.44 , 1.31 ,#DIV/0!,#DIV/0!,,,,,,
2/3/2026, $65.2300 , $88.3500 ,1.1254%,0.8069%, $-   , $-   , $-   , $-   , $-   , $-   , $65.2300 , $88.3500 , 1.3544 , 1.3664 , 1.3471 , 1.3632 , $89.1290 , $87.8992 , $89.0956 ,0.8778%,-0.5115%,0.8404%, 1.3544 , 1.3664 , 1.3471 , 1.3632 , $89.1290 , $87.8992 , $89.0956 ,0.8778%,-0.5115%,0.8404%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,0.00%,0.00%,,,,,,,,,,,,,exit,,,,,,,,,,,,,,
2/4/2026, $66.2800 , $89.1000 ,1.5969%,0.8453%, $-   , $-   , $-   , $-   , $-   , $-   , $66.2800 , $89.1000 , 1.3443 , 1.3664 , 1.3484 , 1.3600 , $90.5637 , $89.2846 , $90.3535 ,1.6294%,0.2069%,1.3971%, 1.3443 , 1.3664 , 1.3484 , 1.3600 , $90.5637 , $89.2846 , $90.3535 ,1.6294%,0.2069%,1.3971%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/5/2026, $66.1300 , $88.1300 ,-0.2266%,-1.0946%, $-   , $-   , $-   , $-   , $-   , $-   , $66.1300 , $88.1300 , 1.3327 , 1.3664 , 1.3486 , 1.3568 , $90.3587 , $89.1696 , $89.9386 ,2.4974%,1.1728%,2.0314%, 1.3327 , 1.3664 , 1.3486 , 1.3568 , $90.3587 , $89.1696 , $89.9386 ,2.4974%,1.1728%,2.0314%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,1,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/6/2026, $67.4100 , $90.6000 ,1.9171%,2.7641%, $-   , $-   , $-   , $-   , $-   , $-   , $67.4100 , $90.6000 , 1.3440 , 1.3664 , 1.3485 , 1.3548 , $92.1077 , $90.9068 , $91.4610 ,1.6504%,0.3380%,0.9458%, 1.3440 , 1.3664 , 1.3485 , 1.3548 , $92.1077 , $90.9068 , $91.4610 ,1.6504%,0.3380%,0.9458%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,0,1,1,1,-1.92%,2.76%,0.85%,0.85%,,0.85%,0.85%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/9/2026, $67.2500 , $90.7000 ,-0.2376%,0.1103%, $-   , $-   , $-   , $-   , $-   , $-   , $67.2500 , $90.7000 , 1.3487 , 1.3664 , 1.3486 , 1.3530 , $91.8891 , $90.6889 , $91.1101 ,1.3025%,-0.0122%,0.4512%, 1.3487 , 1.3664 , 1.3486 , 1.3530 , $91.8891 , $90.6889 , $91.1101 ,1.3025%,-0.0122%,0.4512%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,1,1,1,0.24%,0.11%,0.35%,1.19%,,0.35%,1.19%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/10/2026, $66.6700 , $89.7900 ,-0.8662%,-1.0084%, $-   , $-   , $-   , $-   , $-   , $-   , $66.6700 , $89.7900 , 1.3468 , 1.3664 , 1.3482 , 1.3508 , $91.0966 , $89.9096 , $90.2029 ,1.4446%,0.1331%,0.4588%, 1.3468 , 1.3664 , 1.3482 , 1.3508 , $91.0966 , $89.9096 , $90.2029 ,1.4446%,0.1331%,0.4588%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,1.19%,,0.00%,1.19%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/11/2026, $65.7300 , $88.1700 ,-1.4200%,-1.8207%, $-   , $-   , $-   , $-   , $-   , $-   , $65.7300 , $88.1700 , 1.3414 , 1.3664 , 1.3473 , 1.3487 , $89.8122 , $88.6200 , $88.7893 ,1.8454%,0.5091%,0.7000%, 1.3414 , 1.3664 , 1.3473 , 1.3487 , $89.8122 , $88.6200 , $88.7893 ,1.8454%,0.5091%,0.7000%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,0,0,1,0,0.00%,0.00%,0.00%,1.19%,,0.00%,1.19%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/12/2026, $64.7100 , $85.3400 ,-1.5640%,-3.2623%, $-   , $-   , $-   , $-   , $-   , $-   , $64.7100 , $85.3400 , 1.3188 , 1.3664 , 1.3446 , 1.3464 , $88.4184 , $87.1850 , $87.2713 ,3.5437%,2.1389%,2.2378%, 1.3188 , 1.3664 , 1.3446 , 1.3464 , $88.4184 , $87.1850 , $87.2713 ,3.5437%,2.1389%,2.2378%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,1,0,0,1,0,0.00%,0.00%,0.00%,1.19%,,0.00%,1.19%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/13/2026, $65.0900 , $85.6100 ,0.5855%,0.3159%, $-   , $-   , $-   , $-   , $-   , $-   , $65.0900 , $85.6100 , 1.3153 , 1.3664 , 1.3405 , 1.3442 , $88.9377 , $87.5191 , $87.6399 ,3.8134%,2.2055%,2.3434%, 1.3153 , 1.3664 , 1.3405 , 1.3442 , $88.9377 , $87.5191 , $87.6399 ,3.8134%,2.2055%,2.3434%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,1,0,1,1,1,-0.59%,0.32%,-0.27%,0.93%,,-0.27%,0.93%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/17/2026, $65.3700 , $86.1900 ,0.4293%,0.6752%, $-   , $-   , $-   , $-   , $-   , $-   , $65.3700 , $86.1900 , 1.3185 , 1.3664 , 1.3365 , 1.3420 , $89.3203 , $87.6293 , $87.8681 ,3.5674%,1.6562%,1.9283%, 1.3185 , 1.3664 , 1.3365 , 1.3420 , $89.3203 , $87.6293 , $87.8681 ,3.5674%,1.6562%,1.9283%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,0,1,1,1,-0.43%,0.68%,0.25%,1.17%,,0.25%,1.17%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/18/2026, $65.3300 , $87.2900 ,-0.0612%,1.2682%, $-   , $-   , $-   , $-   , $-   , $-   , $65.3300 , $87.2900 , 1.3361 , 1.3664 , 1.3347 , 1.3409 , $89.2656 , $87.3127 , $87.6733 ,2.2380%,0.0259%,0.4382%, 1.3361 , 1.3664 , 1.3347 , 1.3409 , $89.2656 , $87.3127 , $87.6733 ,2.2380%,0.0259%,0.4382%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,1,1,1,0.06%,1.27%,1.33%,2.50%,,1.33%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/19/2026, $64.9200 , $86.2400 ,-0.6296%,-1.2102%, $-   , $-   , $-   , $-   , $-   , $-   , $64.9200 , $86.2400 , 1.3284 , 1.3664 , 1.3331 , 1.3407 , $88.7054 , $86.6459 , $87.0492 ,2.8187%,0.4696%,0.9340%, 1.3284 , 1.3664 , 1.3331 , 1.3407 , $88.7054 , $86.6459 , $87.0492 ,2.8187%,0.4696%,0.9340%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,0,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/2026, $65.5200 , $87.0800 ,0.9200%,0.9693%, $-   , $-   , $-   , $-   , $-   , $-   , $65.5200 , $87.0800 , 1.3291 , 1.3664 , 1.3327 , 1.3406 , $89.5252 , $87.3426 , $87.8448 ,2.7693%,0.3011%,0.8745%, 1.3291 , 1.3664 , 1.3327 , 1.3406 , $89.5252 , $87.3426 , $87.8448 ,2.7693%,0.3011%,0.8745%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,0,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/23/2026, $62.6700 , $83.2500 ,-4.4473%,-4.4979%, $-   , $-   , $-   , $-   , $-   , $-   , $62.6700 , $83.2500 , 1.3284 , 1.3664 , 1.3311 , 1.3398 , $85.6310 , $83.5206 , $84.0176 ,2.8200%,0.3246%,0.9178%, 1.3284 , 1.3664 , 1.3311 , 1.3398 , $85.6310 , $83.5206 , $84.0176 ,2.8200%,0.3246%,0.9178%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,0,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/24/2026, $62.7000 , $83.1000 ,0.0479%,-0.1803%, $-   , $-   , $-   , $-   , $-   , $-   , $62.7000 , $83.1000 , 1.3254 , 1.3664 , 1.3288 , 1.3387 , $85.6720 , $83.4626 , $84.0079 ,3.0482%,0.4354%,1.0866%, 1.3254 , 1.3664 , 1.3288 , 1.3387 , $85.6720 , $83.4626 , $84.0079 ,3.0482%,0.4354%,1.0866%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,0,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/25/2026, $63.7900 , $85.1100 ,1.7235%,2.3900%, $-   , $-   , $-   , $-   , $-   , $-   , $63.7900 , $85.1100 , 1.3342 , 1.3664 , 1.3276 , 1.3379 , $87.1614 , $84.7647 , $85.3952 ,2.3817%,-0.4065%,0.3345%, 1.3342 , 1.3664 , 1.3276 , 1.3379 , $87.1614 , $84.7647 , $85.3952 ,2.3817%,-0.4065%,0.3345%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/26/2026, $64.2300 , $86.0700 ,0.6874%,1.1216%, $-   , $-   , $-   , $-   , $-   , $-   , $64.2300 , $86.0700 , 1.3400 , 1.3664 , 1.3274 , 1.3374 , $87.7626 , $85.2687 , $85.9332 ,1.9474%,-0.9354%,-0.1591%, 1.3400 , 1.3664 , 1.3274 , 1.3374 , $87.7626 , $85.2687 , $85.9332 ,1.9474%,-0.9354%,-0.1591%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/27/2026, $61.0500 , $81.8600 ,-5.0777%,-5.0150%, $-   , $-   , $-   , $-   , $-   , $-   , $61.0500 , $81.8600 , 1.3409 , 1.3664 , 1.3296 , 1.3371 , $83.4175 , $81.0387 , $81.6463 ,1.8848%,-1.0083%,-0.2614%, 1.3409 , 1.3664 , 1.3296 , 1.3371 , $83.4175 , $81.0387 , $81.6463 ,1.8848%,-1.0083%,-0.2614%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/2/2026, $61.8900 , $82.4300 ,1.3665%,0.6939%, $-   , $-   , $-   , $-   , $-   , $-   , $61.8900 , $82.4300 , 1.3319 , 1.3664 , 1.3313 , 1.3359 , $84.5653 , $82.2903 , $82.7534 ,2.5574%,-0.1696%,0.3915%, 1.3319 , 1.3664 , 1.3313 , 1.3359 , $84.5653 , $82.2903 , $82.7534 ,2.5574%,-0.1696%,0.3915%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/3/2026, $61.5100 , $81.9400 ,-0.6159%,-0.5962%, $-   , $-   , $-   , $-   , $-   , $-   , $61.5100 , $81.9400 , 1.3321 , 1.3664 , 1.3326 , 1.3346 , $84.0460 , $81.8873 , $82.1711 ,2.5377%,-0.0644%,0.2817%, 1.3321 , 1.3664 , 1.3326 , 1.3346 , $84.0460 , $81.8873 , $82.1711 ,2.5377%,-0.0644%,0.2817%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/4/2026, $61.8300 , $82.4500 ,0.5189%,0.6205%, $-   , $-   , $-   , $-   , $-   , $-   , $61.8300 , $82.4500 , 1.3335 , 1.3664 , 1.3324 , 1.3335 , $84.4833 , $82.3977 , $82.5163 ,2.4362%,-0.0635%,0.0804%, 1.3335 , 1.3664 , 1.3324 , 1.3335 , $84.4833 , $82.3977 , $82.5163 ,2.4362%,-0.0635%,0.0804%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/5/2026, $60.9500 , $81.0600 ,-1.4335%,-1.7002%, $-   , $-   , $-   , $-   , $-   , $-   , $60.9500 , $81.0600 , 1.3299 , 1.3664 , 1.3325 , 1.3328 , $83.2809 , $81.2088 , $81.2781 ,2.7029%,0.1834%,0.2687%, 1.3299 , 1.3664 , 1.3325 , 1.3328 , $83.2809 , $81.2088 , $81.2781 ,2.7029%,0.1834%,0.2687%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,2.50%,,0.00%,2.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
