date, KBE , KBWB ,KBE log rtn,KBWB log rtn, KBE div , KBE div cumsum , KBWB div , KBWB div cumsum , KBE div adjustment , KBWB div adjustment , KBE* , KBWB* , KBWB/KBE , KBWB/KBE avg , KBWB/KBE 10 dma , KBWB/KBE 20 dma , KBE x avg , KBE x 10 dma , KBE x 20 dma ,log diff KBE x avg / KBWB,log diff KBE x 10 dma / KBWB,log diff KBE x 20 dma / KBWB, KBWB*/KBE* , KBWB*/KBE* avg , KBWB*/KBE* 10 dma , KBWB*/KBE* 20 dma , KBE* x avg , KBE* x 10 dma , KBE* x 20 dma ,log diff KBE* x avg / KBWB*,log diff KBE* x 10 dma / KBWB*,log diff KBE* x 20 dma / KBWB*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.71%,,,,,,,,,,,,6.78%,,,10.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2026, $68.7900 , $96.1500 ,0.0727%,0.5527%, $-   , $0.6866 , $-   , $0.9627 , $-   , $-   , $68.7900 , $96.1500 , 1.3977 , 1.3664 , 1.3936 , 1.3880 , $93.9933 , $95.8786 , $95.4705 ,-2.2686%,-0.2826%,-0.7092%, 1.3977 , 1.3664 , 1.3936 , 1.3880 , $93.9933 , $95.8786 , $95.4705 ,-2.2686%,-0.2826%,-0.7092%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,3.71%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,6.78%,,0.00%,10.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2026, $68.4400 , $96.4800 ,-0.5101%,0.3426%, $-   , $0.6866 , $-   , $0.9627 , $-   , $-   , $68.4400 , $96.4800 , 1.4097 , 1.3664 , 1.3952 , 1.3895 , $93.5150 , $95.3798 , $94.9937 ,-3.1213%,-1.1469%,-1.5525%, 1.4097 , 1.3664 , 1.3952 , 1.3895 , $93.5150 , $95.3798 , $94.9937 ,-3.1213%,-1.1469%,-1.5525%,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0.00%,0.00%,0.00%,3.71%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,6.78%,,0.00%,10.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/26/2026, $68.7000 , $96.5200 ,0.3792%,0.0415%, $-   , $0.6866 , $-   , $0.9627 , $-   , $-   , $68.7000 , $96.5200 , 1.4049 , 1.3664 , 1.3959 , 1.3920 , $93.8703 , $95.8530 , $95.4582 ,-2.7836%,-0.6934%,-1.1061%, 1.4049 , 1.3664 , 1.3959 , 1.3920 , $93.8703 , $95.8530 , $95.4582 ,-2.7836%,-0.6934%,-1.1061%,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0.00%,0.00%,0.00%,3.71%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,6.78%,,0.00%,10.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/27/2026, $68.4200 , $95.9800 ,-0.4084%,-0.5610%, $-   , $0.6866 , $-   , $0.9627 , $-   , $-   , $68.4200 , $95.9800 , 1.4028 , 1.3664 , 1.3972 , 1.3931 , $93.4877 , $95.5066 , $95.2374 ,-2.6310%,-0.4944%,-0.7767%, 1.4028 , 1.3664 , 1.3972 , 1.3931 , $93.4877 , $95.5066 , $95.2374 ,-2.6310%,-0.4944%,-0.7767%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,3.71%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,6.78%,,0.00%,10.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/28/2026, $68.4600 , $96.2800 ,0.0584%,0.3121%, $-   , $0.6866 , $-   , $0.9627 , $-   , $-   , $68.4600 , $96.2800 , 1.4064 , 1.3664 , 1.3988 , 1.3944 , $93.5424 , $95.6549 , $95.3713 ,-2.8846%,-0.6514%,-0.9483%, 1.4064 , 1.3664 , 1.3988 , 1.3944 , $93.5424 , $95.6549 , $95.3713 ,-2.8846%,-0.6514%,-0.9483%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,3.71%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,6.78%,,0.00%,10.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/31/2026, $67.8100 , $95.3800 ,-0.9540%,-0.9392%, $-   , $0.6866 , $-   , $0.9627 , $-   , $-   , $67.8100 , $95.3800 , 1.4066 , 1.3664 , 1.3997 , 1.3960 , $92.6542 , $94.8512 , $94.5574 ,-2.8994%,-0.5559%,-0.8661%, 1.4066 , 1.3664 , 1.3997 , 1.3960 , $92.6542 , $94.8512 , $94.5574 ,-2.8994%,-0.5559%,-0.8661%,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0.00%,0.00%,0.00%,3.71%,,,,0,1,0,1,0,0.00%,0.00%,0.00%,6.78%,,0.00%,10.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/2026, $66.9500 , $94.6700 ,-1.2764%,-0.7472%, $-   , $0.6866 , $-   , $0.9627 , $-   , $-   , $66.9500 , $94.6700 , 1.4140 , 1.3664 , 1.4011 , 1.3977 , $91.4791 , $93.7125 , $93.4599 ,-3.4286%,-1.0166%,-1.2865%, 1.4140 , 1.3664 , 1.4011 , 1.3977 , $91.4791 , $93.7125 , $93.4599 ,-3.4286%,-1.0166%,-1.2865%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/2/2026, $68.3500 , $96.1600 ,2.0695%,1.5616%, $-   , $0.6866 , $-   , $0.9627 , $-   , $-   , $68.3500 , $96.1600 , 1.4069 , 1.3664 , 1.4021 , 1.3986 , $93.3921 , $95.7632 , $95.5336 ,-2.9207%,-0.4135%,-0.6535%, 1.4069 , 1.3664 , 1.4021 , 1.3986 , $93.3921 , $95.7632 , $95.5336 ,-2.9207%,-0.4135%,-0.6535%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2026, $69.1100 , $97.6600 ,1.1058%,1.5479%, $-   , $0.6866 , $-   , $0.9627 , $-   , $-   , $69.1100 , $97.6600 , 1.4131 , 1.3664 , 1.4053 , 1.3998 , $94.4305 , $96.9013 , $96.6552 ,-3.3628%,-0.7799%,-1.0342%, 1.4131 , 1.3664 , 1.4053 , 1.3998 , $94.4305 , $96.9013 , $96.6552 ,-3.3628%,-0.7799%,-1.0342%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/2026, $69.3400 , $97.6500 ,0.3323%,-0.0102%, $-   , $0.6866 , $-   , $0.9627 , $-   , $-   , $69.3400 , $97.6500 , 1.4083 , 1.3664 , 1.4070 , 1.4004 , $94.7448 , $97.4449 , $97.0589 ,-3.0203%,-0.2103%,-0.6072%, 1.4083 , 1.3664 , 1.4070 , 1.4004 , $94.7448 , $97.4449 , $97.0589 ,-3.0203%,-0.2103%,-0.6072%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/2026, $68.4000 , $96.6200 ,-1.3649%,-1.0604%, $-   , $0.6866 , $-   , $0.9627 , $-   , $-   , $68.4000 , $96.6200 , 1.4126 , 1.3664 , 1.4085 , 1.4011 , $93.4604 , $96.2418 , $95.7884 ,-3.3248%,-0.3922%,-0.8644%, 1.4126 , 1.3664 , 1.4085 , 1.4011 , $93.4604 , $96.2418 , $95.7884 ,-3.3248%,-0.3922%,-0.8644%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/9/2026, $67.6700 , $96.3700 ,-1.0730%,-0.2591%, $-   , $0.6866 , $-   , $0.9627 , $-   , $-   , $67.6700 , $96.3700 , 1.4241 , 1.3664 , 1.4100 , 1.4026 , $92.4629 , $95.3151 , $94.8109 ,-4.1387%,-1.1007%,-1.6311%, 1.4241 , 1.3664 , 1.4100 , 1.4026 , $92.4629 , $95.3151 , $94.8109 ,-4.1387%,-1.1007%,-1.6311%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/10/2026, $67.9600 , $96.2800 ,0.4276%,-0.0934%, $-   , $0.6866 , $-   , $0.9627 , $-   , $-   , $67.9600 , $96.2800 , 1.4167 , 1.3664 , 1.4111 , 1.4035 , $92.8592 , $95.8215 , $95.3210 ,-3.6176%,-0.4773%,-1.0010%, 1.4167 , 1.3664 , 1.4111 , 1.4035 , $92.8592 , $95.8215 , $95.3210 ,-3.6176%,-0.4773%,-1.0010%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/11/2026, $68.0400 , $96.8500 ,0.1176%,0.5903%, $-   , $0.6866 , $-   , $0.9627 , $-   , $-   , $68.0400 , $96.8500 , 1.4234 , 1.3664 , 1.4132 , 1.4052 , $92.9685 , $96.0144 , $95.4953 ,-4.0903%,-0.8665%,-1.4086%, 1.4234 , 1.3664 , 1.4132 , 1.4052 , $92.9685 , $96.0144 , $95.4953 ,-4.0903%,-0.8665%,-1.4086%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/14/2026, $68.1400 , $95.0200 ,0.1469%,-1.9076%, $-   , $0.6866 , $-   , $0.9627 , $-   , $-   , $68.1400 , $95.0200 , 1.3945 , 1.3664 , 1.4120 , 1.4054 , $93.1051 , $96.2960 , $95.7519 ,-2.0358%,1.3340%,0.7673%, 1.3945 , 1.3664 , 1.4120 , 1.4054 , $93.1051 , $96.2960 , $95.7519 ,-2.0358%,1.3340%,0.7673%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
