date,XBI,IBB,XBI log rtn,IBB log rtn,XBI div,XBI div cumsum,IBB div,IBB div cumsum,XBI div adjustment,IBB div adjustment,XBI*,IBB*,IBB/XBI,IBB/XBI avg,IBB/XBI 10 dma,IBB/XBI 20 dma,XBI x avg,XBI x 10 dma,XBI x 20 dma,log diff XBI x avg / IBB,log diff XBI x 10 dma / IBB,log diff XBI x 20 dma / IBB,IBB*/XBI*,IBB*/XBI* avg,IBB*/XBI* 10 dma,IBB*/XBI* 20 dma,XBI* x avg,XBI* x 10 dma,XBI* x 20 dma,log diff XBI* x avg / IBB*,log diff XBI* x 10 dma / IBB*,log diff XBI* x 20 dma / IBB*
2026-01-20,125.29,170.72,0.00889892432071456,0.004461672306832278,0.0,0.0,0.0,0.0,0.0,0.0,125.29,170.72,1.362598770851624,1.3022492118915743,1.3809600565565288,,163.15880375789536,173.3983636382771,,-0.04530080484280774,0.015566839829653043,,1.362598770851624,1.3022759807794742,1.3809600565565288,,163.1621576318603,173.3983636382771,,-0.04528024916688188,0.015566839829653043,
2026-01-21,128.18,175.16,0.022804475818619475,0.02567505437975436,0.0,0.0,0.0,0.0,0.0,0.0,128.18,175.16,1.3665158371040722,1.3022492118915743,1.3773544529461073,,166.922303980262,177.01146004941586,,-0.04817138340394261,0.010514634586594457,,1.3665158371040722,1.3022759807794742,1.3773544529461073,,166.925735216313,177.01146004941586,,-0.04815082772801665,0.010514634586594457,
2026-01-22,131.57,177.64,0.026103503301665974,0.014059188490703842,0.0,0.0,0.0,0.0,0.0,0.0,131.57,177.64,1.3501558105951204,1.3022492118915743,1.372577263302463,,171.3369288085744,181.2185253741193,,-0.03612706859298064,0.01994459512312875,,1.3501558105951204,1.3022759807794742,1.372577263302463,,171.3404507911554,181.2185253741193,,-0.036106512917054544,0.01994459512312875,
2026-01-23,128.04,175.33,-0.02719631427608457,-0.013089117941864355,0.0,0.0,0.0,0.0,0.0,0.0,128.04,175.33,1.369337706966573,1.3022492118915743,1.3702660255115284,,166.73998909059716,175.74479279324737,,-0.05023426492720065,0.002362989281881094,,1.369337706966573,1.3022759807794742,1.3702660255115284,,166.74341657900385,175.74479279324737,,-0.05021370925127479,0.002362989281881094,
2026-01-26,127.86,175.85,-0.001406799763081461,0.002961446437954372,0.0,0.0,0.0,0.0,0.0,0.0,127.86,175.85,1.37533239480682,1.3022492118915743,1.3693334015383953,,166.5055842324567,175.202214021904,,-0.05460251112823647,-0.0036905433862237397,,1.37533239480682,1.3022759807794742,1.3693334015383953,,166.50900690246357,175.202214021904,,-0.054581955452310586,-0.0036905433862237397,
2026-01-27,128.53,176.9,0.005226424783459614,0.005953242245748182,0.0,0.0,0.0,0.0,0.0,0.0,128.53,176.9,1.3763323737648798,1.3022492118915743,1.368662757691612,,167.37809120442404,176.00042209972995,,-0.055329328590525084,-0.005098207836543552,,1.3763323737648798,1.3022759807794742,1.368662757691612,,167.38153180958582,176.00042209972995,,-0.05530877291459906,-0.005098207836543552,
2026-01-28,125.94,174.03,-0.02035673706144387,-0.016356903019656914,0.0,0.0,0.0,0.0,0.0,0.0,125.94,174.03,1.3818484992853741,1.3022492118915743,1.3685189842854704,,164.00526574562485,172.3693877036816,,-0.059329162632312055,-0.009587921207002583,,1.3818484992853741,1.3022759807794742,1.3685189842854704,,164.00863701936697,172.3693877036816,,-0.059308606956386026,-0.009587921207002583,
2026-01-29,126.74,174.25,0.006332140834774368,0.001263351494550573,0.0,0.0,0.0,0.0,0.0,0.0,126.74,174.25,1.374861922045132,1.3022492118915743,1.3697254098916551,,165.0470651151381,173.4460960683405,,-0.05426037329208837,-0.004624184011522603,,1.374861922045132,1.3022759807794742,1.3697254098916551,,165.05045780399055,173.4460960683405,,-0.0542398176161623,-0.004624184011522603,
2026-01-30,124.75,172.43,-0.01582600926374283,-0.01049969262859296,0.0,0.0,0.0,0.0,0.0,0.0,124.75,172.43,1.3822044088176353,1.3022492118915743,1.3707846123335314,1.3784833073745217,162.4555891834739,170.87324488398397,,-0.059586689927238055,-0.009069333365321165,,1.3822044088176353,1.3022759807794742,1.3707846123335314,1.3784833073745217,162.4589286022394,170.87324488398397,,-0.05956613425131214,-0.009069333365321165,
2026-02-02,127.35,174.14,0.02062746679383803,0.009868216388429153,0.0,0.0,0.0,0.0,0.0,0.0,127.35,174.14,1.3674126423243032,1.3022492118915743,1.3706600366561534,1.3773180606230606,165.84143713439198,174.5694203806752,175.54984919414534,-0.0488274395218294,0.002462913661904581,0.008063470165726727,1.3674126423243032,1.3022759807794742,1.3706600366561534,1.3773180606230606,165.84484615226603,174.5694203806752,175.54984919414534,-0.04880688384590343,0.002462913661904581,0.008063470165726727
2026-02-03,127.65,173.8,0.002352942262026836,-0.0019543605691777705,0.0,0.0,0.0,0.0,0.0,0.0,127.65,173.8,1.3615354484919702,1.3022492118915743,1.3705537044201879,1.3757568804883584,166.23211189795947,174.964753679158,175.8146504385337,-0.04452013669062477,0.006679333259329803,0.011525104775384442,1.3615354484919702,1.3022759807794742,1.3705537044201879,1.3757568804883584,166.23552894649987,174.964753679158,175.8146504385337,-0.044499581014698884,0.006679333259329803,0.011525104775384442
2026-02-04,125.29,174.05,-0.018661093430031493,0.0014374014261562317,0.0,0.0,0.0,0.0,0.0,0.0,125.29,174.05,1.389177109106872,1.3022492118915743,1.3728198316204678,1.3750871422832875,163.15880375789536,171.71667362680535,172.36857955638644,-0.06461863154681251,-0.01349674200178996,-0.009707525791190247,1.389177109106872,1.3022759807794742,1.3728198316204678,1.3750871422832875,163.1621576318603,171.71667362680535,172.36857955638644,-0.06459807587088659,-0.01349674200178996,-0.009707525791190247
2026-02-05,120.72,170.04,-0.037157235797867894,-0.023308910766858638,0.0,0.0,0.0,0.0,0.0,0.0,120.72,170.04,1.408548707753479,1.3022492118915743,1.378659121336304,1.3756181923193835,157.20752485955086,165.72681007322288,166.00051981643847,-0.0784669565778217,-0.0256929932732985,-0.024042783714620816,1.408548707753479,1.3022759807794742,1.378659121336304,1.3756181923193835,157.2107563996981,165.72681007322288,166.00051981643847,-0.07844640090189584,-0.0256929932732985,-0.024042783714620816
2026-02-06,125.51,174.98,0.03891162221276151,0.028637978187529115,0.0,0.0,0.0,0.0,0.0,0.0,125.51,174.98,1.3941518604095289,1.3022492118915743,1.3811405366805993,1.3757032810960639,163.4452985845115,173.03550631891952,172.65383931800582,-0.06819331255258947,-0.011174869401263355,-0.013383020510417778,1.3941518604095289,1.3022759807794742,1.3811405366805993,1.3757032810960639,163.4486583476318,173.03550631891952,172.65383931800582,-0.06817275687666352,-0.011174869401263355,-0.013383020510417778
2026-02-09,126.11,174.37,0.004769105295428213,-0.0034922033487160002,0.0,0.0,0.0,0.0,0.0,0.0,126.11,174.37,1.3826817857426057,1.3022492118915743,1.3818754757741778,1.3756044386562867,164.22664811164643,174.1756330807904,173.4899407790246,-0.059932003908445164,-0.0011153026801074227,-0.005059858842168769,1.3826817857426057,1.3022759807794742,1.3818754757741778,1.3756044386562867,164.23002393609949,174.1756330807904,173.4899407790246,-0.059911448232519225,-0.0011153026801074227,-0.005059858842168769
2026-02-10,125.34,172.06,-0.006124497171253709,-0.013336225136200317,0.0,0.0,0.0,0.0,0.0,0.0,125.34,172.06,1.372746130524972,1.3022492118915743,1.3815168514501874,1.3750898045708997,163.22391621848993,173.20427213353545,172.41826034117898,-0.05272027594349847,0.00662840852894513,0.002080017879741582,1.372746130524972,1.3022759807794742,1.3815168514501874,1.3750898045708997,163.2272714308993,173.20427213353545,172.41826034117898,-0.0526997202675726,0.00662840852894513,0.002080017879741582
2026-02-11,124.65,172.7,-0.005520234826962528,0.003712731959430687,0.0,0.0,0.0,0.0,0.0,0.0,124.65,172.7,1.3854793421580425,1.3022492118915743,1.381879935737454,1.3751994600114623,162.32536426228475,172.20607553326587,171.40494413976265,-0.061953242729891805,-0.002864111938965281,-0.007527133782094469,1.3854793421580425,1.3022759807794742,1.381879935737454,1.3751994600114623,162.32870100416147,172.20607553326587,171.40494413976265,-0.06193268705396576,-0.002864111938965281,-0.007527133782094469
2026-02-12,123.18,170.64,-0.011863109710669667,-0.011999910989537838,0.0,0.0,0.0,0.0,0.0,0.0,123.18,170.64,1.3852898197759376,1.3022492118915743,1.3829227255105345,1.376324067701095,160.41105792080413,170.2199704841396,169.39706948421193,-0.06181644145102377,-0.0024645295126055878,-0.007310591479594524,1.3852898197759376,1.3022759807794742,1.3829227255105345,1.376324067701095,160.41435531241564,170.2199704841396,169.39706948421193,-0.061795885775097675,-0.0024645295126055878,-0.007310591479594524
2026-02-13,122.86,172.5,-0.0026012045231159305,0.010841162308319425,0.0,0.0,0.0,0.0,0.0,0.0,122.86,172.5,1.4040371154159206,1.3022492118915743,1.3851059961703631,1.3779453042519474,159.99433817299882,169.90588605622426,169.09517495775654,-0.07525880828245893,-0.015152564154518986,-0.01993551463596809,1.4040371154159206,1.3022759807794742,1.3851059961703631,1.3779453042519474,159.9976269985662,169.90588605622426,169.09517495775654,-0.07523825260653294,-0.015152564154518986,-0.01993551463596809
2026-02-17,124.63,174.02,0.014303852102504,0.008772998666463926,0.0,0.0,0.0,0.0,0.0,0.0,124.63,174.02,1.3962930273609886,1.3022492118915743,1.3879940346740316,1.3793270356650926,162.2993192780469,172.62576030271234,171.7333232689202,-0.06972795484641883,-0.008044219057731321,-0.013227407620736088,1.3962930273609886,1.3022759807794742,1.3879940346740316,1.3793270356650926,162.30265548454585,172.62576030271234,171.7333232689202,-0.0697073991704929,-0.008044219057731321,-0.013227407620736088
