date,VIS,XLI
2026-03-16,319.58,166.06
2026-03-17,321.22,166.5
2026-03-18,318.06,165.18
2026-03-19,316.74,164.06
2026-03-20,311.14,161.67
2026-03-23,315.46,163.05
2026-03-24,316.61,164.0
2026-03-25,319.37,165.1
2026-03-26,311.17,161.27
2026-03-27,307.21,159.2
2026-03-30,301.89,156.61
2026-03-31,312.22,161.73
2026-04-01,317.4,164.43
2026-04-02,316.36,163.77
2026-04-06,317.99,164.61
2026-04-07,317.42,164.28
2026-04-08,329.69,170.44
2026-04-09,332.89,172.19
2026-04-10,331.8,171.52
2026-04-13,334.94,172.73
2026-04-14,336.73,173.35
2026-04-15,332.64,171.18
2026-04-16,331.34,170.33
2026-04-17,337.72,173.51
2026-04-20,338.89,173.9
2026-04-21,334.65,171.44
2026-04-22,334.1,171.04
2026-04-23,338.9,174.07
2026-04-24,336.01,172.47
2026-04-27,336.15,172.51
2026-04-28,332.88,170.98
2026-04-29,330.82,169.93
2026-04-30,340.02,174.58
2026-05-01,337.52,172.96
2026-05-04,333.6,170.98
2026-05-05,337.38,172.41
2026-05-06,345.38,176.87
2026-05-07,339.77,174.0
2026-05-08,338.87,173.2
2026-05-11,341.95,175.04
2026-05-12,340.19,174.35
2026-05-13,339.04,173.62
2026-05-14,341.48,174.51
2026-05-15,334.48,171.4
2026-05-18,332.75,170.75
2026-05-19,328.47,168.74
2026-05-20,333.47,170.73
2026-05-21,333.32,170.53
2026-05-22,336.09,171.77
2026-05-26,341.95,174.3
2026-05-27,342.32,174.3
2026-05-28,341.94,173.8
2026-05-29,340.64,173.13
2026-06-01,338.33,172.4
2026-06-02,342.25,174.19
2026-06-03,341.18,174.05
2026-06-04,345.21,176.16
2026-06-05,340.04,174.18
2026-06-08,338.98,173.63
2026-06-09,342.81,175.6
2026-06-10,331.24,169.66
2026-06-11,342.49,175.15
2026-06-12,344.22,176.18
2026-06-15,348.83,178.68
2026-06-16,350.84,179.85
2026-06-17,349.71,179.6
2026-06-18,353.56,180.91
2026-06-22,355.88,181.8
2026-06-23,348.28,178.15
2026-06-24,351.35,180.21
2026-06-25,358.22,184.12
2026-06-26,352.47,181.2
2026-06-29,355.46,182.76
2026-06-30,360.38,185.23
2026-07-01,355.98,183.36
2026-07-02,355.13,183.91
2026-07-06,358.74,185.56
2026-07-07,351.5,182.38
2026-07-08,347.54,180.42
2026-07-09,349.25,181.11
2026-07-10,350.38,181.92
2026-07-13,347.05,180.37
2026-07-14,347.81,180.45
2026-07-15,347.35,180.06
2026-07-16,346.9,180.15
2026-07-17,345.3,179.41
2026-07-20,342.31,178.12
2026-07-21,344.57,178.66
2026-07-22,345.01,178.85
2026-07-23,349.75,181.94
2026-07-24,350.17,182.66
2026-07-27,351.42,183.2
2026-07-28,349.49,182.49
2026-07-29,337.87,176.66
2026-07-30,341.98,178.39
2026-07-31,344.44,179.84
2026-08-03,351.63,183.16
2026-08-04,358.35,186.4
2026-08-05,358.04,186.35
2026-08-06,355.45,184.76
2026-08-07,356.83,185.18
2026-08-10,354.89,184.6
2026-08-11,356.9,185.7
2026-08-12,357.66,185.88
2026-08-13,357.65,185.79
2026-08-14,358.97,186.51
2026-08-17,358.74,186.32
2026-08-18,352.33,183.57
2026-08-19,349.26,181.95
2026-08-20,344.77,179.77
2026-08-21,345.76,180.25
2026-08-24,342.79,179.0
2026-08-25,341.9,178.4
