date,VPU,XLU
2026-04-10,202.89,46.96
2026-04-13,200.25,46.39
2026-04-14,200.91,46.47
2026-04-15,199.25,46.02
2026-04-16,200.51,46.35
2026-04-17,199.7,46.16
2026-04-20,198.05,45.75
2026-04-21,194.44,44.95
2026-04-22,194.34,44.87
2026-04-23,199.69,46.09
2026-04-24,199.84,46.18
2026-04-27,200.11,46.19
2026-04-28,200.26,46.25
2026-04-29,197.6,45.68
2026-04-30,202.49,46.85
2026-05-01,201.12,46.55
2026-05-04,200.51,46.37
2026-05-05,200.54,46.37
2026-05-06,198.05,45.71
2026-05-07,195.44,45.12
2026-05-08,193.9,44.72
2026-05-11,195.62,45.14
2026-05-12,195.91,45.19
2026-05-13,193.52,44.67
2026-05-14,194.56,44.9
2026-05-15,190.2,43.87
2026-05-18,190.32,43.94
2026-05-19,192.06,44.34
2026-05-20,192.92,44.51
2026-05-21,194.93,45.0
2026-05-22,196.47,45.35
2026-05-26,196.65,45.33
2026-05-27,195.7,45.14
2026-05-28,193.55,44.63
2026-05-29,192.66,44.42
2026-06-01,187.11,43.1
2026-06-02,190.78,43.9
2026-06-03,189.68,43.71
2026-06-04,190.85,43.94
2026-06-05,192.36,44.35
2026-06-08,188.75,43.52
2026-06-09,190.6,43.98
2026-06-10,190.57,44.0
2026-06-11,190.7,44.05
2026-06-12,192.89,44.53
2026-06-15,194.0,44.74
2026-06-16,195.09,45.06
2026-06-17,192.6,44.46
2026-06-18,193.95,44.76
2026-06-22,194.82,44.72
2026-06-23,196.29,45.07
2026-06-24,196.86,45.54
2026-06-25,198.16,45.85
2026-06-26,199.66,46.2
2026-06-29,198.78,46.02
2026-06-30,195.73,45.34
2026-07-01,193.38,44.77
2026-07-02,197.54,45.76
2026-07-06,195.62,45.3
2026-07-07,197.25,45.7
2026-07-08,195.85,45.36
2026-07-09,194.97,45.13
2026-07-10,196.17,45.41
2026-07-13,197.48,45.72
2026-07-14,197.39,45.69
2026-07-15,195.62,45.22
2026-07-16,196.49,45.47
2026-07-17,195.22,45.17
2026-07-20,194.21,44.94
2026-07-21,194.22,44.92
2026-07-22,198.41,45.93
2026-07-23,199.43,46.19
2026-07-24,199.46,46.29
2026-07-27,197.01,45.68
2026-07-28,196.22,45.52
2026-07-29,193.47,44.91
2026-07-30,192.58,44.66
2026-07-31,191.22,44.35
2026-08-03,191.55,44.36
2026-08-04,190.54,44.11
2026-08-05,188.61,43.66
2026-08-06,187.64,43.38
2026-08-07,188.86,43.61
2026-08-10,186.8,43.13
2026-08-11,188.87,43.63
2026-08-12,189.77,43.84
2026-08-13,190.62,44.04
2026-08-14,191.73,44.31
2026-08-17,191.01,44.18
2026-08-18,190.24,44.02
2026-08-19,190.36,44.02
2026-08-20,189.31,43.77
2026-08-21,185.03,42.77
2026-08-24,186.88,43.22
2026-08-25,187.32,43.31
