date,FSTA,VDC,XLP
2025-03-26,50.09,214.24,79.9
2025-03-27,50.66,216.66,80.81
2025-03-28,50.38,215.53,80.41
2025-03-31,51.13,218.82,81.67
2025-04-01,51.34,219.66,81.79
2025-04-02,51.31,219.43,81.55
2025-04-03,51.45,219.89,82.02
2025-04-04,49.27,210.74,78.46
2025-04-07,48.67,208.01,77.55
2025-04-08,47.94,204.89,76.35
2025-04-09,50.01,213.97,79.31
2025-04-10,49.99,214.09,79.35
2025-04-11,50.63,216.83,80.35
2025-04-14,51.43,220.25,81.72
2025-04-15,51.02,218.23,81.03
2025-04-16,50.46,215.72,80.16
2025-04-17,51.53,220.35,81.87
2025-04-21,50.92,217.86,81.09
2025-04-22,51.73,221.4,82.24
2025-04-23,51.6,220.42,81.77
2025-04-24,51.07,218.49,81.05
2025-04-25,50.94,217.94,80.84
2025-04-28,50.85,217.57,80.57
2025-04-29,51.29,219.53,81.24
2025-04-30,51.57,220.86,81.83
2025-05-01,51.22,218.99,81.12
2025-05-02,51.57,220.57,81.56
2025-05-05,51.59,220.72,81.49
2025-05-06,51.41,220.02,81.35
2025-05-07,51.44,220.15,81.48
2025-05-08,51.26,219.41,81.38
2025-05-09,51.03,218.27,80.91
2025-05-12,51.16,218.93,81.03
2025-05-13,50.54,216.24,79.94
2025-05-14,50.35,215.45,79.51
2025-05-15,51.37,219.69,81.14
2025-05-16,51.96,222.43,82.07
2025-05-19,52.09,223.02,82.31
2025-05-20,52.24,223.64,82.6
2025-05-21,51.58,220.78,81.64
2025-05-22,51.37,219.89,81.3
2025-05-23,51.5,220.46,81.6
2025-05-27,52.05,222.73,82.34
2025-05-28,51.7,221.26,81.78
2025-05-29,51.93,222.27,82.11
2025-05-30,52.43,224.56,82.83
2025-06-02,52.5,224.73,82.88
2025-06-03,52.42,224.37,82.8
2025-06-04,52.11,223.09,82.22
2025-06-05,51.51,220.42,81.43
2025-06-06,51.7,221.23,81.69
2025-06-09,51.56,220.84,81.58
2025-06-10,51.68,221.25,81.76
2025-06-11,51.4,220.24,81.48
2025-06-12,51.65,221.29,81.96
2025-06-13,51.07,218.73,80.96
2025-06-16,51.23,219.32,81.22
2025-06-17,50.83,217.65,80.53
2025-06-18,50.77,217.32,80.43
2025-06-20,50.77,218.48,81.02
2025-06-23,51.45,221.49,81.4
2025-06-24,51.43,221.37,81.33
2025-06-25,50.75,218.57,80.24
2025-06-26,50.65,216.94,80.17
2025-06-27,50.95,218.23,80.55
2025-06-30,51.15,219.0,80.97
2025-07-01,51.71,221.55,81.98
2025-07-02,51.8,221.89,82.22
2025-07-03,51.87,222.06,82.18
2025-07-07,51.81,221.98,82.11
2025-07-08,51.33,219.74,81.35
2025-07-09,51.05,218.66,80.82
2025-07-10,51.16,219.14,81.11
2025-07-11,51.01,218.42,80.81
2025-07-14,51.1,218.75,80.88
2025-07-15,50.58,216.57,80.07
2025-07-16,50.72,217.15,80.35
2025-07-17,51.19,219.31,81.11
2025-07-18,51.06,218.61,80.89
2025-07-21,51.05,218.58,80.88
2025-07-22,51.45,220.31,81.62
2025-07-23,51.53,220.7,81.65
2025-07-24,51.28,219.74,81.36
2025-07-25,51.37,220.14,81.5
2025-07-28,50.93,218.27,80.66
2025-07-29,51.24,219.51,81.19
2025-07-30,50.85,217.78,80.47
2025-07-31,50.44,216.12,79.78
2025-08-01,50.64,216.86,80.16
2025-08-04,50.88,218.0,80.55
2025-08-05,50.66,217.17,80.47
2025-08-06,51.49,220.61,81.62
2025-08-07,51.83,222.05,82.24
2025-08-08,51.98,222.66,82.48
2025-08-11,52.02,222.89,82.41
2025-08-12,52.2,223.63,82.63
2025-08-13,52.11,223.28,82.63
2025-08-14,51.62,221.39,81.89
2025-08-15,51.65,221.5,82.02
2025-08-18,51.71,221.66,81.91
2025-08-19,52.19,223.73,82.75
2025-08-20,52.57,225.25,83.22
2025-08-21,51.96,222.69,82.47
2025-08-22,51.94,222.69,82.47
2025-08-25,51.14,219.28,81.06
2025-08-26,50.87,218.14,80.53
2025-08-27,51.08,218.91,80.77
2025-08-28,50.79,217.72,80.26
2025-08-29,51.13,219.09,80.78
2025-09-02,51.1,219.18,80.65
2025-09-03,51.17,219.25,80.59
2025-09-04,51.25,219.69,80.64
2025-09-05,51.4,220.35,80.87
2025-09-08,51.28,219.84,80.57
2025-09-09,51.39,220.41,80.73
2025-09-10,50.84,217.96,79.94
2025-09-11,51.32,220.07,80.59
2025-09-12,51.19,219.45,80.32
2025-09-15,50.68,217.28,79.4
2025-09-16,50.84,217.89,79.76
2025-09-17,51.17,219.56,80.24
2025-09-18,50.75,217.51,79.54
2025-09-19,50.2,216.54,79.38
2025-09-22,49.74,214.53,77.96
2025-09-23,49.87,215.09,78.35
2025-09-24,49.91,214.11,78.52
2025-09-25,49.57,212.64,77.77
2025-09-26,49.61,212.75,77.96
2025-09-29,49.66,213.14,78.11
2025-09-30,49.84,213.73,78.37
2025-10-01,49.73,213.25,78.25
2025-10-02,49.59,212.52,77.94
2025-10-03,49.64,212.84,78.03
2025-10-06,49.27,211.27,77.46
2025-10-07,49.68,213.07,78.18
2025-10-08,49.46,212.09,77.79
2025-10-09,49.66,212.97,78.04
2025-10-10,49.66,212.82,78.1
2025-10-13,49.48,212.25,77.84
2025-10-14,50.37,215.87,79.09
2025-10-15,50.48,216.43,79.23
2025-10-16,50.1,214.8,78.68
2025-10-17,50.7,217.49,79.73
2025-10-20,50.68,217.2,79.66
2025-10-21,50.5,216.67,79.29
2025-10-22,50.77,217.75,79.74
2025-10-23,50.51,216.76,79.35
2025-10-24,50.35,215.89,79.09
2025-10-27,50.26,215.52,79.22
2025-10-28,49.88,213.87,78.43
2025-10-29,48.91,209.67,76.58
2025-10-30,48.74,208.96,76.5
2025-10-31,48.59,208.11,76.28
2025-11-03,48.4,207.46,75.68
2025-11-04,48.61,208.3,75.99
2025-11-05,48.55,207.98,75.94
2025-11-06,48.21,206.7,75.6
2025-11-07,48.75,209.12,76.71
2025-11-10,48.61,208.53,76.43
2025-11-11,49.16,210.99,77.43
2025-11-12,49.13,210.75,77.32
2025-11-13,49.14,210.7,77.32
2025-11-14,49.11,210.6,77.26
2025-11-17,48.76,209.15,76.77
2025-11-18,48.82,209.43,77.1
2025-11-19,48.51,208.19,76.51
2025-11-20,48.94,210.07,77.06
2025-11-21,49.4,211.98,77.9
2025-11-24,48.84,209.5,77.0
2025-11-25,49.59,212.73,78.06
2025-11-26,50.1,214.98,78.91
2025-11-28,50.36,216.04,79.37
2025-12-01,50.29,215.97,79.29
2025-12-02,50.08,214.87,78.77
2025-12-03,50.18,215.38,78.83
2025-12-04,49.9,214.22,78.45
2025-12-05,49.85,213.85,78.46
2025-12-08,49.42,211.95,77.81
2025-12-09,49.56,212.67,77.99
2025-12-10,49.58,212.76,78.22
2025-12-11,50.0,214.62,78.8
2025-12-12,50.38,216.28,79.42
2025-12-15,50.5,216.74,79.64
2025-12-16,50.28,215.77,79.28
2025-12-17,50.5,215.51,79.65
2025-12-18,50.15,214.05,79.19
2025-12-19,49.61,212.94,78.78
2025-12-22,49.42,212.11,77.88
2025-12-23,49.18,211.05,77.51
2025-12-24,49.53,212.61,78.12
2025-12-26,49.61,212.89,78.23
2025-12-29,49.61,212.93,78.28
2025-12-30,49.46,212.35,78.15
2025-12-31,49.19,211.24,77.68
2026-01-02,49.14,210.9,77.69
2026-01-05,48.98,210.27,77.35
2026-01-06,49.13,210.77,77.47
2026-01-07,48.64,208.73,76.62
2026-01-08,49.74,213.42,78.44
2026-01-09,50.25,215.68,79.25
2026-01-12,50.88,218.47,80.18
2026-01-13,51.39,220.62,81.11
2026-01-14,52.01,223.33,82.23
2026-01-15,52.09,223.56,82.37
2026-01-16,52.03,223.36,82.11
2026-01-20,52.15,223.74,82.36
2026-01-21,52.32,224.58,82.44
2026-01-22,52.24,224.2,82.27
2026-01-23,52.56,225.56,82.91
2026-01-26,52.49,225.25,82.78
2026-01-27,52.66,226.05,83.16
2026-01-28,52.16,223.94,82.32
2026-01-29,52.18,223.86,82.13
2026-01-30,52.86,226.93,83.51
2026-02-02,53.61,230.05,84.5
2026-02-03,54.45,233.64,85.87
2026-02-04,54.99,236.02,86.99
2026-02-05,55.06,236.13,86.92
2026-02-06,55.78,239.32,87.94
2026-02-09,55.31,237.36,87.43
2026-02-10,54.97,235.81,87.15
2026-02-11,55.65,238.82,88.4
2026-02-12,56.39,241.86,89.21
2026-02-13,56.57,242.63,89.51
2026-02-17,55.79,239.36,88.2
2026-02-18,55.53,238.38,88.04
2026-02-19,55.39,237.63,87.67
2026-02-20,55.5,238.2,87.89
2026-02-23,56.17,241.01,88.97
2026-02-24,56.66,243.1,89.74
2026-02-25,56.23,241.29,89.01
2026-02-26,56.15,240.89,88.86
2026-02-27,56.91,244.19,90.01
2026-03-02,56.14,240.91,88.71
2026-03-03,55.62,238.63,87.74
2026-03-04,55.27,237.13,87.16
2026-03-05,54.09,232.11,85.41
2026-03-06,54.26,232.79,85.78
2026-03-09,54.41,233.42,85.97
2026-03-10,54.33,233.16,85.72
2026-03-11,53.71,230.53,84.59
2026-03-12,53.59,230.13,84.25
2026-03-13,53.93,231.38,84.74
2026-03-16,53.96,231.66,84.98
2026-03-17,53.76,230.81,84.7
2026-03-18,52.5,225.32,82.64
2026-03-19,52.12,223.68,81.97
2026-03-20,51.33,221.54,81.29
2026-03-23,51.57,222.44,81.18
2026-03-24,51.55,221.31,81.11
2026-03-25,51.89,222.65,81.51
2026-03-26,51.7,221.7,81.14
2026-03-27,52.0,223.18,81.78
2026-03-30,52.23,224.07,81.88
2026-03-31,52.33,224.59,81.98
2026-04-01,52.1,223.73,81.46
2026-04-02,52.4,224.97,81.89
2026-04-06,52.85,226.81,82.66
2026-04-07,51.99,223.16,81.26
2026-04-08,53.03,227.68,82.78
2026-04-09,53.52,229.63,83.45
2026-04-10,52.79,226.52,82.37
2026-04-13,52.25,224.2,81.55
2026-04-14,52.16,223.95,81.47
2026-04-15,51.96,222.98,81.06
2026-04-16,52.12,223.71,81.43
2026-04-17,52.84,226.87,82.46
2026-04-20,52.78,226.67,82.39
2026-04-21,52.52,225.51,81.84
2026-04-22,52.7,226.28,82.11
2026-04-23,53.45,229.51,83.48
2026-04-24,53.37,229.06,83.23
2026-04-27,52.82,226.73,82.34
2026-04-28,53.19,228.33,83.08
2026-04-29,53.09,228.07,82.92
2026-04-30,54.09,232.14,84.31
2026-05-01,53.95,231.6,84.17
2026-05-04,53.51,229.79,83.54
2026-05-05,53.76,230.81,84.06
2026-05-06,53.71,230.59,84.24
2026-05-07,53.55,229.94,83.98
2026-05-08,53.6,230.24,84.18
2026-05-11,53.0,227.58,83.37
2026-05-12,53.69,230.59,84.44
2026-05-13,53.85,231.23,84.72
2026-05-14,54.0,231.96,84.98
2026-05-15,53.84,231.25,84.64
2026-05-18,54.54,234.25,85.9
2026-05-19,54.69,234.76,86.09
2026-05-20,54.29,233.14,85.52
2026-05-21,53.5,229.78,84.66
2026-05-22,53.5,229.69,84.8
2026-05-26,52.75,226.39,83.63
2026-05-27,53.28,228.79,84.58
2026-05-28,53.15,228.13,84.43
2026-05-29,52.11,223.75,82.91
2026-06-01,51.58,221.47,82.03
2026-06-02,51.44,220.82,81.83
2026-06-03,51.75,222.17,82.16
2026-06-04,51.7,221.91,82.04
2026-06-05,52.57,225.75,83.44
2026-06-08,52.48,225.19,83.07
2026-06-09,52.98,227.52,84.1
2026-06-10,53.91,231.33,85.49
2026-06-11,53.74,230.74,85.27
2026-06-12,54.11,232.25,85.82
2026-06-15,53.93,231.48,85.48
2026-06-16,54.01,231.64,85.59
2026-06-17,52.9,227.01,83.68
2026-06-18,52.41,226.11,83.3
2026-06-22,52.05,224.5,82.18
2026-06-23,52.95,228.7,83.72
2026-06-24,53.41,229.24,84.44
2026-06-25,52.97,227.23,83.94
2026-06-26,53.49,229.65,84.71
2026-06-29,53.29,228.79,84.37
2026-06-30,52.54,225.49,83.07
2026-07-01,52.58,225.95,83.3
2026-07-02,53.7,230.45,84.99
2026-07-06,53.18,228.2,84.1
2026-07-07,53.59,230.1,84.86
2026-07-08,53.3,228.81,84.39
2026-07-09,52.57,225.6,83.2
2026-07-10,53.1,228.14,84.12
2026-07-13,53.4,229.27,84.59
2026-07-14,52.74,226.29,83.42
2026-07-15,52.68,226.34,83.47
2026-07-16,54.12,232.34,85.81
2026-07-17,53.64,230.32,85.19
2026-07-20,53.45,229.43,84.86
2026-07-21,53.0,227.51,84.06
2026-07-22,53.14,228.03,84.38
2026-07-23,52.41,224.97,83.21
2026-07-24,52.95,227.32,84.13
2026-07-27,53.78,230.91,85.36
2026-07-28,54.89,235.43,87.06
2026-07-29,54.97,236.08,87.36
2026-07-30,53.91,231.37,85.47
2026-07-31,53.66,230.43,85.05
2026-08-03,53.56,230.1,84.86
2026-08-04,53.9,231.38,85.37
2026-08-05,53.85,231.23,85.33
2026-08-06,53.77,230.79,85.11
2026-08-07,53.87,231.22,85.12
2026-08-10,53.71,230.39,84.95
2026-08-11,53.62,229.95,84.69
2026-08-12,53.82,231.1,85.08
2026-08-13,54.3,233.09,86.0
2026-08-14,54.35,233.28,86.09
2026-08-17,53.62,230.22,84.68
2026-08-18,54.06,232.12,85.58
2026-08-19,54.62,234.4,86.54
2026-08-20,53.64,230.2,85.32
2026-08-21,54.04,231.75,85.99
2026-08-24,54.92,235.69,87.45
2026-08-25,54.43,233.53,86.52
