date,FREL,IYR,VNQ,XLRE
2024-03-04,26.37,90.43,87.38,39.99
2024-03-05,26.05,89.38,86.32,39.48
2024-03-06,26.18,89.65,86.75,39.7
2024-03-07,26.18,89.84,86.73,39.7
2024-03-08,26.48,90.85,87.73,40.17
2024-03-11,26.35,90.42,87.31,39.97
2024-03-12,26.3,90.2,87.12,39.87
2024-03-13,26.14,89.74,86.68,39.62
2024-03-14,25.78,88.34,85.38,39.06
2024-03-15,25.49,88.24,85.19,39.04
2024-03-18,25.47,88.17,85.23,38.77
2024-03-19,25.5,88.25,85.2,38.77
2024-03-20,25.66,88.79,85.76,38.93
2024-03-21,25.84,89.07,86.38,39.08
2024-03-22,25.48,87.89,84.57,38.62
2024-03-25,25.36,87.49,84.05,38.47
2024-03-26,25.26,87.07,83.71,38.31
2024-03-27,25.9,89.26,85.87,39.28
2024-03-28,26.09,89.9,86.48,39.53
2024-04-01,25.64,88.42,85.03,38.84
2024-04-02,25.32,87.32,83.96,38.41
2024-04-03,25.32,87.43,84.05,38.43
2024-04-04,25.17,86.81,83.51,38.13
2024-04-05,25.32,87.19,83.94,38.38
2024-04-08,25.58,88.17,84.84,38.71
2024-04-09,25.92,89.23,85.97,39.2
2024-04-10,24.86,85.61,82.41,37.59
2024-04-11,24.88,85.71,82.69,37.63
2024-04-12,24.64,84.8,81.71,37.24
2024-04-15,24.22,83.42,80.32,36.59
2024-04-16,23.89,82.18,79.19,36.03
2024-04-17,23.71,81.63,78.61,35.73
2024-04-18,23.73,81.6,78.62,35.74
2024-04-19,23.85,81.99,79.0,35.88
2024-04-22,24.03,82.65,79.7,36.17
2024-04-23,24.26,83.35,80.43,36.5
2024-04-24,24.3,83.61,80.58,36.64
2024-04-25,24.16,83.11,80.12,36.43
2024-04-26,24.17,83.24,80.16,36.46
2024-04-29,24.42,84.12,80.98,36.87
2024-04-30,24.01,82.6,79.61,36.19
2024-05-01,24.03,82.72,79.64,36.21
2024-05-02,24.37,83.82,80.76,36.73
2024-05-03,24.52,84.46,81.3,37.02
2024-05-06,24.56,84.67,81.37,37.03
2024-05-07,24.78,85.42,82.14,37.42
2024-05-08,24.56,84.77,81.45,37.07
2024-05-09,25.07,86.4,83.12,37.95
2024-05-10,25.0,86.24,82.89,37.81
2024-05-13,25.06,86.43,83.16,37.91
2024-05-14,25.25,87.07,83.8,38.18
2024-05-15,25.63,88.4,84.96,38.83
2024-05-16,25.6,88.33,84.9,38.76
2024-05-17,25.6,88.34,84.89,38.76
2024-05-20,25.44,87.72,84.39,38.52
2024-05-21,25.42,87.75,84.36,38.49
2024-05-22,25.21,86.94,83.6,38.16
2024-05-23,24.68,85.08,81.8,37.35
2024-05-24,24.67,85.09,81.86,37.35
2024-05-28,24.52,84.57,81.32,37.13
2024-05-29,24.28,83.78,80.53,36.78
2024-05-30,24.64,85.0,81.71,37.31
2024-05-31,25.08,86.67,83.24,38.05
2024-06-03,25.04,86.43,83.05,37.9
2024-06-04,25.25,87.2,83.69,38.26
2024-06-05,25.19,86.99,83.59,38.21
2024-06-06,25.27,87.13,83.75,38.27
2024-06-07,25.03,86.43,82.96,37.97
2024-06-10,25.08,86.67,83.24,38.16
2024-06-11,25.01,85.88,82.94,38.04
2024-06-12,25.22,86.62,83.68,38.31
2024-06-13,25.33,87.13,84.02,38.5
2024-06-14,25.32,87.06,84.0,38.53
2024-06-17,25.24,86.75,83.67,38.33
2024-06-18,25.32,87.0,84.0,38.48
2024-06-20,25.27,86.77,83.76,38.38
2024-06-21,25.1,87.13,83.97,38.48
2024-06-24,25.28,87.65,84.62,38.35
2024-06-25,24.94,86.59,83.58,37.81
2024-06-26,24.9,86.34,83.32,37.76
2024-06-27,25.13,87.07,84.13,38.1
2024-06-28,25.34,87.74,83.76,38.41
2024-07-01,25.07,86.93,82.97,38.04
2024-07-02,25.19,87.26,83.36,38.2
2024-07-03,25.2,87.22,83.28,38.16
2024-07-05,25.27,87.47,83.51,38.3
2024-07-08,25.3,87.78,83.78,38.39
2024-07-09,25.31,87.76,83.76,38.4
2024-07-10,25.52,88.44,84.38,38.67
2024-07-11,26.24,90.88,86.8,39.7
2024-07-12,26.44,91.64,87.46,39.99
2024-07-15,26.6,92.06,88.05,40.16
2024-07-16,26.94,93.19,89.13,40.54
2024-07-17,27.14,93.8,89.74,40.9
2024-07-18,26.89,93.1,88.95,40.56
2024-07-19,26.83,92.91,88.79,40.51
2024-07-22,27.1,93.81,89.71,40.91
2024-07-23,27.09,93.69,89.64,40.84
2024-07-24,26.68,92.2,88.32,40.28
2024-07-25,26.59,91.89,88.03,40.06
2024-07-26,27.06,93.44,89.57,40.73
2024-07-29,27.2,94.04,90.03,40.99
2024-07-30,27.44,94.68,90.73,41.29
2024-07-31,27.33,94.43,90.41,41.19
2024-08-01,27.63,95.52,91.32,41.83
2024-08-02,27.6,95.61,91.27,41.86
2024-08-05,26.77,92.9,88.66,40.65
2024-08-06,27.33,94.84,90.41,41.55
2024-08-07,27.15,94.01,89.79,41.25
2024-08-08,27.41,95.01,90.67,41.6
2024-08-09,27.52,95.44,91.09,41.81
2024-08-12,27.33,94.79,90.42,41.56
2024-08-13,27.55,95.52,91.21,41.85
2024-08-14,27.63,95.9,91.45,42.0
2024-08-15,27.61,95.61,91.38,41.88
2024-08-16,27.61,95.64,91.33,41.86
2024-08-19,27.82,96.37,92.09,42.11
2024-08-20,27.82,96.35,91.98,42.15
2024-08-21,27.94,96.69,92.47,42.29
2024-08-22,28.04,97.06,92.74,42.55
2024-08-23,28.64,99.14,94.78,43.37
2024-08-26,28.66,98.99,94.74,43.34
2024-08-27,28.67,99.21,94.88,43.45
2024-08-28,28.59,98.86,94.51,43.3
2024-08-29,28.47,98.53,94.22,43.13
2024-08-30,28.74,99.53,95.13,43.55
2024-09-03,28.78,99.53,95.08,43.65
2024-09-04,28.84,99.81,95.35,43.75
2024-09-05,28.73,99.49,95.04,43.63
2024-09-06,28.72,99.4,94.95,43.63
2024-09-09,29.02,100.61,96.01,44.15
2024-09-10,29.46,102.2,97.4,44.93
2024-09-11,29.41,101.84,97.21,44.81
2024-09-12,29.53,102.2,97.62,44.89
2024-09-13,29.82,103.14,98.64,45.21
2024-09-16,29.94,103.61,98.97,45.36
2024-09-17,29.72,102.76,98.28,45.0
2024-09-18,29.68,102.57,98.16,44.87
2024-09-19,29.68,102.46,98.18,44.76
2024-09-20,29.37,102.27,97.79,44.68
2024-09-23,29.65,103.17,98.76,44.86
2024-09-24,29.67,103.2,98.9,44.86
2024-09-25,29.51,101.89,98.24,44.67
2024-09-26,29.21,100.95,97.35,44.23
2024-09-27,29.26,101.15,96.66,44.29
2024-09-30,29.48,101.87,97.42,44.67
2024-10-01,29.31,101.26,96.79,44.4
2024-10-02,29.16,100.92,96.45,44.24
2024-10-03,28.92,99.92,95.57,43.81
2024-10-04,28.78,99.36,95.11,43.52
2024-10-07,28.56,98.5,94.27,43.2
2024-10-08,28.57,98.73,94.46,43.33
2024-10-09,28.6,98.8,94.56,43.35
2024-10-10,28.38,98.01,93.72,42.99
2024-10-11,28.67,99.11,94.78,43.43
2024-10-14,28.87,99.76,95.35,43.73
2024-10-15,29.23,100.94,96.5,44.28
2024-10-16,29.52,101.98,97.56,44.72
2024-10-17,29.3,101.19,96.79,44.43
2024-10-18,29.52,101.94,97.51,44.74
2024-10-21,28.93,99.9,95.6,43.82
2024-10-22,28.97,100.01,95.74,43.89
2024-10-23,29.2,100.91,96.44,44.32
2024-10-24,29.26,101.16,96.65,44.42
2024-10-25,29.0,100.2,95.74,44.07
2024-10-28,29.08,100.46,96.04,44.21
2024-10-29,28.86,99.53,95.35,43.81
2024-10-30,28.98,100.01,95.77,43.97
2024-10-31,28.5,98.31,94.15,43.2
2024-11-01,28.2,97.2,93.11,42.74
2024-11-04,28.49,98.25,94.13,43.22
2024-11-05,28.87,99.59,95.38,43.81
2024-11-06,28.29,97.08,93.35,42.64
2024-11-07,28.62,98.28,94.47,43.17
2024-11-08,29.05,99.89,95.88,43.91
2024-11-11,28.89,99.23,95.4,43.53
2024-11-12,28.5,97.89,94.08,42.98
2024-11-13,28.67,98.56,94.6,43.32
2024-11-14,28.38,97.69,93.75,42.93
2024-11-15,28.4,97.8,93.8,42.98
2024-11-18,28.61,98.6,94.48,43.36
2024-11-19,28.77,99.12,94.94,43.54
2024-11-20,28.71,98.91,94.82,43.47
2024-11-21,28.91,99.62,95.52,43.76
2024-11-22,29.13,100.36,96.24,44.09
2024-11-25,29.52,101.76,97.58,44.68
2024-11-26,29.64,102.08,97.97,44.9
2024-11-27,29.85,102.87,98.6,45.21
2024-11-29,29.69,102.31,98.16,45.0
2024-12-02,29.31,100.94,96.73,44.32
2024-12-03,29.15,100.36,96.24,44.06
2024-12-04,29.06,100.03,95.98,43.94
2024-12-05,28.97,99.72,95.75,43.83
2024-12-06,28.96,99.69,95.61,43.77
2024-12-09,29.04,99.97,95.88,43.86
2024-12-10,28.62,98.39,94.49,43.15
2024-12-11,28.54,98.21,94.27,43.04
2024-12-12,28.51,98.02,94.12,43.01
2024-12-13,28.42,97.61,93.85,42.83
2024-12-16,28.32,97.33,93.52,42.61
2024-12-17,28.15,96.06,93.07,42.42
2024-12-18,27.01,92.15,89.23,40.76
2024-12-19,26.61,90.74,87.85,40.06
2024-12-20,26.87,92.39,89.33,40.79
2024-12-23,26.96,92.79,88.82,40.54
2024-12-24,27.16,93.41,89.41,40.81
2024-12-26,27.2,93.6,89.65,40.87
2024-12-27,26.92,92.67,88.75,40.54
2024-12-30,26.79,92.28,88.31,40.35
2024-12-31,27.02,93.06,89.08,40.67
2025-01-02,26.77,92.29,88.29,40.29
2025-01-03,27.14,93.43,89.45,40.84
2025-01-06,26.77,92.27,88.3,40.28
2025-01-07,26.55,91.48,87.46,39.98
2025-01-08,26.62,91.72,87.69,40.15
2025-01-10,25.98,89.49,85.55,39.18
2025-01-13,26.26,90.61,86.6,39.68
2025-01-14,26.51,91.46,87.39,40.02
2025-01-15,26.66,91.84,87.89,40.19
2025-01-16,27.19,93.96,89.71,41.09
2025-01-17,27.19,93.86,89.65,41.08
2025-01-21,27.69,95.65,91.33,41.83
2025-01-22,27.22,94.0,89.74,41.1
2025-01-23,27.39,94.68,90.4,41.43
2025-01-24,27.5,94.94,90.71,41.55
2025-01-27,27.82,96.04,91.92,41.96
2025-01-28,27.53,95.03,90.81,41.45
2025-01-29,27.15,93.78,89.61,40.97
2025-01-30,27.51,95.03,90.75,41.51
2025-01-31,27.47,94.82,90.55,41.42
2025-02-03,27.36,94.51,90.36,41.35
2025-02-04,27.36,94.64,90.43,41.35
2025-02-05,27.77,96.07,91.7,42.0
2025-02-06,27.84,96.3,91.93,42.12
2025-02-07,27.76,95.94,91.63,41.97
2025-02-10,27.74,96.07,91.59,42.03
2025-02-11,27.88,96.47,91.99,42.26
2025-02-12,27.62,95.47,91.14,41.9
2025-02-13,27.87,96.34,92.05,42.23
2025-02-14,27.75,95.93,91.63,42.06
2025-02-18,27.88,96.33,92.04,42.21
2025-02-19,27.92,96.37,92.11,42.29
2025-02-20,28.04,96.98,92.55,42.58
2025-02-21,27.76,96.27,91.64,42.23
2025-02-24,27.87,96.61,92.0,42.42
2025-02-25,28.2,97.71,93.13,42.87
2025-02-26,28.1,97.24,92.74,42.66
2025-02-27,28.2,97.65,93.11,42.85
2025-02-28,28.42,98.41,93.9,43.15
2025-03-03,28.59,98.9,94.34,43.52
2025-03-04,28.25,97.8,93.25,43.02
2025-03-05,28.54,98.98,94.29,43.42
2025-03-06,27.83,96.34,91.87,42.23
2025-03-07,27.99,96.97,92.42,42.47
2025-03-10,27.73,96.05,91.53,42.06
2025-03-11,27.41,94.89,90.46,41.62
2025-03-12,27.32,94.54,90.18,41.47
2025-03-13,26.76,92.74,88.4,40.66
2025-03-14,27.33,94.63,90.17,41.45
2025-03-17,27.75,96.12,91.71,42.18
2025-03-18,27.64,95.39,91.23,41.92
2025-03-19,27.7,95.53,91.34,41.97
2025-03-20,27.65,95.32,91.28,41.92
2025-03-21,27.12,94.42,90.27,41.51
2025-03-24,27.5,95.72,91.66,41.82
2025-03-25,27.2,94.66,89.71,41.32
2025-03-26,27.35,95.18,90.06,41.53
2025-03-27,27.24,94.88,89.83,41.43
2025-03-28,27.2,94.74,89.71,41.41
2025-03-31,27.47,95.75,90.54,41.85
2025-04-01,27.49,95.81,90.58,41.88
2025-04-02,27.61,96.22,91.13,42.08
2025-04-03,26.7,93.23,88.02,40.82
2025-04-04,25.55,89.11,84.2,38.96
2025-04-07,24.82,86.67,81.99,38.02
2025-04-08,24.18,84.48,79.79,37.08
2025-04-09,25.66,89.42,84.55,39.21
2025-04-10,25.05,87.32,82.62,38.38
2025-04-11,25.34,88.6,83.63,38.92
2025-04-14,25.87,90.46,85.36,39.78
2025-04-15,25.94,90.71,85.62,39.84
2025-04-16,25.94,90.59,85.56,39.82
2025-04-17,26.34,91.93,86.84,40.45
2025-04-21,25.77,90.07,85.03,39.61
2025-04-22,26.27,91.87,86.68,40.42
2025-04-23,26.32,92.0,86.84,40.47
2025-04-24,26.43,92.33,87.16,40.59
2025-04-25,26.37,92.16,87.01,40.53
2025-04-28,26.53,92.75,87.55,40.78
2025-04-29,26.66,93.37,88.02,41.11
2025-04-30,26.78,93.69,88.33,41.3
2025-05-01,26.89,93.95,88.62,41.42
2025-05-02,27.23,94.96,89.71,41.93
2025-05-05,27.16,94.86,89.51,41.88
2025-05-06,26.95,94.16,88.82,41.59
2025-05-07,26.96,94.15,88.92,41.56
2025-05-08,26.86,93.74,88.57,41.36
2025-05-09,27.03,94.37,89.16,41.61
2025-05-12,27.19,94.66,89.6,41.65
2025-05-13,26.84,93.5,88.46,41.09
2025-05-14,26.59,92.67,87.59,40.74
2025-05-15,27.06,94.3,89.19,41.49
2025-05-16,27.4,95.49,90.3,42.01
2025-05-19,27.42,95.6,90.32,42.1
2025-05-20,27.25,95.09,89.79,41.88
2025-05-21,26.51,92.52,87.4,40.77
2025-05-22,26.38,92.14,87.0,40.63
2025-05-23,26.41,92.21,87.09,40.64
2025-05-27,26.86,93.73,88.61,41.31
2025-05-28,26.84,93.62,88.52,41.31
2025-05-29,27.08,94.44,89.32,41.69
2025-05-30,27.07,94.54,89.32,41.73
2025-06-02,27.11,94.59,89.44,41.79
2025-06-03,27.04,94.4,89.26,41.64
2025-06-04,27.11,94.65,89.51,41.77
2025-06-05,27.11,94.57,89.44,41.76
2025-06-06,27.23,94.96,89.87,41.88
2025-06-09,27.28,95.06,89.99,41.86
2025-06-10,27.53,95.91,90.76,42.23
2025-06-11,27.36,95.41,90.27,42.0
2025-06-12,27.49,95.9,90.71,42.23
2025-06-13,27.24,95.06,89.83,41.89
2025-06-16,27.27,94.59,89.9,41.93
2025-06-17,27.18,94.24,89.58,41.76
2025-06-18,27.26,94.55,89.89,41.84
2025-06-20,26.99,94.55,89.83,41.83
2025-06-23,27.36,95.87,91.18,42.06
2025-06-24,27.44,96.25,91.42,42.26
2025-06-25,26.82,94.07,89.22,41.23
2025-06-26,26.83,93.96,88.27,40.97
2025-06-27,26.88,94.13,88.49,41.12
2025-06-30,27.04,94.77,89.06,41.42
2025-07-01,27.2,95.44,89.71,41.7
2025-07-02,27.28,95.71,89.92,41.78
2025-07-03,27.36,95.8,90.02,41.8
2025-07-07,27.09,95.02,89.25,41.48
2025-07-08,27.09,94.92,89.12,41.42
2025-07-09,27.09,95.02,89.19,41.4
2025-07-10,27.26,95.53,89.75,41.61
2025-07-11,27.26,95.49,89.76,41.57
2025-07-14,27.44,96.06,90.34,41.85
2025-07-15,27.03,94.7,89.01,41.31
2025-07-16,27.29,95.64,89.85,41.76
2025-07-17,27.24,95.51,89.75,41.72
2025-07-18,27.31,95.8,89.94,41.84
2025-07-21,27.4,96.07,90.31,42.0
2025-07-22,27.88,97.79,91.86,42.73
2025-07-23,27.95,98.01,92.04,42.85
2025-07-24,27.86,97.76,91.72,42.79
2025-07-25,27.87,97.74,91.73,42.79
2025-07-28,27.41,96.09,90.26,42.05
2025-07-29,27.85,97.72,91.71,42.75
2025-07-30,27.45,96.31,90.41,42.15
2025-07-31,27.06,94.88,89.14,41.41
2025-08-01,27.0,94.75,88.92,41.29
2025-08-04,27.26,95.71,89.83,41.64
2025-08-05,27.38,95.95,90.24,41.78
2025-08-06,27.18,95.27,89.54,41.43
2025-08-07,27.26,95.64,89.8,41.59
2025-08-08,27.03,94.8,89.06,41.25
2025-08-11,26.84,94.16,88.47,41.01
2025-08-12,27.01,94.51,88.97,41.08
2025-08-13,27.25,95.39,89.8,41.35
2025-08-14,27.08,94.68,89.16,41.06
2025-08-15,27.2,95.29,89.67,41.33
2025-08-18,26.98,94.36,88.91,40.94
2025-08-19,27.46,96.05,90.44,41.67
2025-08-20,27.53,96.41,90.7,41.83
2025-08-21,27.46,95.99,90.43,41.68
2025-08-22,28.0,97.72,92.18,42.34
2025-08-25,27.84,97.16,91.65,42.13
2025-08-26,27.76,96.83,91.41,42.01
2025-08-27,27.91,97.34,91.98,42.19
2025-08-28,27.86,97.1,91.74,42.08
2025-08-29,28.01,97.64,92.24,42.31
2025-09-02,27.53,95.97,90.71,41.59
2025-09-03,27.55,96.03,90.76,41.48
2025-09-04,27.76,96.71,91.44,41.76
2025-09-05,28.09,97.76,92.47,42.18
2025-09-08,27.9,97.19,91.93,41.9
2025-09-09,27.83,97.01,91.72,41.88
2025-09-10,27.8,96.87,91.57,41.86
2025-09-11,28.32,98.46,93.24,42.54
2025-09-12,28.19,97.99,92.81,42.35
2025-09-15,28.14,97.83,92.66,42.3
2025-09-16,27.97,96.75,92.17,42.05
2025-09-17,27.95,96.64,92.05,42.03
2025-09-18,28.02,96.68,92.25,42.06
2025-09-19,27.62,96.13,91.65,41.85
2025-09-22,27.58,96.16,91.67,41.67
2025-09-23,27.76,96.81,92.17,42.0
2025-09-24,27.5,95.84,90.4,41.57
2025-09-25,27.42,95.58,90.13,41.47
2025-09-26,27.68,96.56,91.02,41.88
2025-09-29,27.69,96.65,91.05,41.96
2025-09-30,27.81,97.08,91.42,42.13
2025-10-01,27.83,97.13,91.56,42.13
2025-10-02,27.68,96.62,91.08,41.91
2025-10-03,27.8,97.04,91.42,42.08
2025-10-06,27.52,96.0,90.56,41.66
2025-10-07,27.41,95.73,90.23,41.53
2025-10-08,27.28,95.31,89.76,41.32
2025-10-09,27.11,94.81,89.27,41.13
2025-10-10,26.82,93.69,88.13,40.68
2025-10-13,26.95,94.26,88.69,40.91
2025-10-14,27.22,95.24,89.6,41.3
2025-10-15,27.64,96.61,90.9,41.9
2025-10-16,27.53,96.32,90.58,41.77
2025-10-17,27.71,96.95,91.17,42.04
2025-10-20,27.98,97.97,92.09,42.48
2025-10-21,27.9,97.62,91.83,42.35
2025-10-22,28.01,98.05,92.22,42.54
2025-10-23,28.0,97.94,92.16,42.5
2025-10-24,28.1,98.17,92.43,42.65
2025-10-27,28.15,98.5,92.69,42.74
2025-10-28,27.59,96.43,90.87,41.79
2025-10-29,26.88,93.99,88.53,40.65
2025-10-30,27.0,94.38,88.95,40.88
2025-10-31,27.08,94.66,89.18,40.9
2025-11-03,27.04,94.56,89.05,40.83
2025-11-04,27.07,94.77,89.2,40.94
2025-11-05,27.1,94.76,89.28,40.93
2025-11-06,26.95,94.26,88.85,40.73
2025-11-07,27.4,95.67,90.23,41.27
2025-11-10,27.39,95.49,90.18,41.24
2025-11-11,27.69,96.62,91.19,41.7
2025-11-12,27.48,95.83,90.51,41.37
2025-11-13,27.15,94.66,89.4,40.83
2025-11-14,27.22,94.88,89.59,40.95
2025-11-17,26.98,94.24,88.85,40.68
2025-11-18,27.07,94.68,89.21,40.83
2025-11-19,26.86,93.95,88.51,40.51
2025-11-20,26.77,93.63,88.14,40.37
2025-11-21,27.2,95.07,89.57,40.9
2025-11-24,27.27,95.2,89.81,40.96
2025-11-25,27.52,96.09,90.64,41.29
2025-11-26,27.63,96.52,91.04,41.47
2025-11-28,27.73,96.9,91.34,41.67
2025-12-01,27.41,95.79,90.29,41.09
2025-12-02,27.32,95.49,89.97,40.99
2025-12-03,27.38,95.77,90.2,41.07
2025-12-04,27.31,95.53,89.98,41.0
2025-12-05,27.26,95.47,89.88,40.99
2025-12-08,27.06,94.65,89.19,40.74
2025-12-09,26.97,94.16,88.85,40.5
2025-12-10,27.07,94.51,89.17,40.58
2025-12-11,27.19,94.89,89.56,40.8
2025-12-12,27.15,94.76,89.45,40.75
2025-12-15,27.24,95.08,89.73,40.91
2025-12-16,27.05,93.42,89.07,40.55
2025-12-17,27.14,93.85,89.4,40.73
2025-12-18,27.0,93.33,88.93,40.48
2025-12-19,26.69,93.02,88.59,40.33
2025-12-22,26.82,93.61,88.24,40.19
2025-12-23,26.79,93.54,88.18,40.18
2025-12-24,26.99,94.22,88.76,40.44
2025-12-26,27.01,94.32,88.86,40.52
2025-12-29,27.07,94.5,89.04,40.63
2025-12-30,27.11,94.71,89.22,40.72
2025-12-31,26.89,93.89,88.49,40.35
2026-01-02,26.89,93.99,88.52,40.38
2026-01-05,26.95,94.13,88.72,40.43
2026-01-06,27.15,94.79,89.37,40.7
2026-01-07,26.89,93.78,88.5,40.14
2026-01-08,27.13,94.58,89.29,40.44
2026-01-09,27.2,94.74,89.47,40.5
2026-01-12,27.24,94.89,89.59,40.62
2026-01-13,27.38,95.43,90.09,40.93
2026-01-14,27.63,96.35,90.87,41.39
2026-01-15,27.81,97.03,91.5,41.7
2026-01-16,28.16,98.31,92.62,42.21
2026-01-20,27.65,96.41,90.9,41.4
2026-01-21,27.76,96.65,91.26,41.55
2026-01-22,27.48,95.76,90.36,41.14
2026-01-23,27.52,96.04,90.54,41.25
2026-01-26,27.48,95.94,90.42,41.22
2026-01-27,27.48,96.03,90.39,41.25
2026-01-28,27.18,95.08,89.46,40.85
2026-01-29,27.56,96.27,90.71,41.37
2026-01-30,27.59,96.21,90.8,41.43
2026-02-02,27.29,95.23,89.86,40.96
2026-02-03,27.26,95.0,89.66,40.81
2026-02-04,27.65,96.36,90.95,41.46
2026-02-05,27.61,96.14,90.82,41.23
2026-02-06,28.02,97.66,92.25,41.99
2026-02-09,28.13,98.06,92.64,42.25
2026-02-10,28.49,99.32,93.88,42.84
2026-02-11,28.38,98.93,93.36,42.8
2026-02-12,28.31,98.87,93.25,42.87
2026-02-13,28.73,100.22,94.59,43.5
2026-02-17,29.01,101.21,95.49,43.94
2026-02-18,28.67,100.01,94.37,43.35
2026-02-19,28.63,99.83,94.17,43.2
2026-02-20,28.81,100.54,94.88,43.56
2026-02-23,28.82,100.51,94.89,43.61
2026-02-24,28.89,100.76,95.13,43.73
2026-02-25,28.79,100.37,94.87,43.44
2026-02-26,28.99,101.05,95.52,43.63
2026-02-27,29.06,101.28,95.69,43.84
2026-03-02,29.12,101.54,95.93,43.92
2026-03-03,28.96,100.96,95.42,43.7
2026-03-04,29.01,101.06,95.54,43.76
2026-03-05,28.75,100.18,94.58,43.34
2026-03-06,28.4,99.02,93.55,42.89
2026-03-09,28.47,99.23,93.76,42.98
2026-03-10,28.42,99.12,93.62,42.92
2026-03-11,28.11,98.01,92.65,42.41
2026-03-12,27.92,97.32,92.01,42.14
2026-03-13,27.95,97.5,92.16,42.25
2026-03-16,28.18,98.25,92.93,42.58
2026-03-17,28.29,98.37,93.34,42.72
2026-03-18,27.86,96.84,91.96,42.02
2026-03-19,27.79,96.47,91.59,41.92
2026-03-20,26.66,93.45,88.75,40.59
2026-03-23,26.86,94.11,89.44,40.62
2026-03-24,26.69,93.49,87.91,40.29
2026-03-25,26.67,93.49,87.84,40.27
2026-03-26,26.64,93.34,87.72,40.29
2026-03-27,26.42,92.61,87.0,40.01
2026-03-30,26.53,93.06,87.33,40.21
2026-03-31,26.91,94.56,88.7,40.83
2026-04-01,27.0,94.88,89.02,40.95
2026-04-02,27.39,96.25,90.23,41.61
2026-04-06,27.42,96.37,90.36,41.76
2026-04-07,27.46,96.46,90.49,41.72
2026-04-08,27.96,98.19,92.12,42.44
2026-04-09,28.16,98.9,92.78,42.73
2026-04-10,28.23,99.02,92.98,42.82
2026-04-13,28.34,99.45,93.33,43.02
2026-04-14,28.59,100.42,94.22,43.43
2026-04-15,28.63,100.47,94.29,43.41
2026-04-16,28.87,101.36,95.16,43.81
2026-04-17,29.35,102.98,96.68,44.48
2026-04-20,29.45,103.23,97.03,44.64
2026-04-21,28.91,101.45,95.31,43.78
2026-04-22,28.69,100.63,94.52,43.46
2026-04-23,28.96,101.66,95.49,43.96
2026-04-24,28.89,101.41,95.3,43.83
2026-04-27,28.73,100.83,94.78,43.49
2026-04-28,29.02,101.74,95.65,43.91
2026-04-29,28.79,100.9,94.9,43.64
2026-04-30,29.21,102.63,96.33,44.4
2026-05-01,29.15,102.36,96.06,44.32
2026-05-04,28.96,101.63,95.46,44.08
2026-05-05,29.05,101.94,95.76,44.17
2026-05-06,29.47,103.28,97.09,44.74
2026-05-07,29.29,102.56,96.39,44.4
2026-05-08,29.35,102.77,96.62,44.41
2026-05-11,29.35,102.84,96.69,44.57
2026-05-12,29.37,102.85,96.69,44.58
2026-05-13,29.12,102.01,95.89,44.21
2026-05-14,28.94,101.33,95.32,43.91
2026-05-15,28.5,99.8,93.91,43.23
2026-05-18,28.85,100.91,95.01,43.75
2026-05-19,28.94,101.26,95.28,43.94
2026-05-20,29.3,102.41,96.49,44.43
2026-05-21,29.36,102.56,96.67,44.5
2026-05-22,29.4,102.72,96.77,44.56
2026-05-26,29.53,103.12,97.22,44.71
2026-05-27,29.46,102.79,96.92,44.63
2026-05-28,29.34,102.31,96.55,44.41
2026-05-29,29.07,101.43,95.7,43.99
2026-06-01,28.59,99.6,94.09,43.27
2026-06-02,28.71,99.99,94.52,43.49
2026-06-03,28.67,100.0,94.41,43.51
2026-06-04,29.18,101.79,96.1,44.4
2026-06-05,29.41,102.54,96.79,44.7
2026-06-08,29.03,101.08,95.47,44.03
2026-06-09,29.7,103.49,97.67,44.97
2026-06-10,29.7,103.52,97.68,44.99
2026-06-11,29.65,103.45,97.61,44.92
2026-06-12,29.95,104.37,98.51,45.36
2026-06-15,29.73,103.08,97.82,44.99
2026-06-16,29.77,103.34,98.06,45.1
2026-06-17,29.05,100.62,95.61,43.97
2026-06-18,28.77,100.45,95.56,43.86
2026-06-22,29.04,101.61,96.59,44.02
2026-06-23,29.44,102.99,97.86,44.64
2026-06-24,29.47,102.85,97.01,44.51
2026-06-25,29.53,103.1,97.19,44.59
2026-06-26,29.97,104.64,98.67,45.24
2026-06-29,29.83,104.09,98.15,44.92
2026-06-30,29.3,102.25,96.43,44.03
2026-07-01,29.44,102.71,96.82,44.18
2026-07-02,29.79,104.01,98.02,44.68
2026-07-06,29.59,103.23,97.24,44.29
2026-07-07,29.93,104.51,98.4,44.89
2026-07-08,29.41,102.79,96.8,44.15
2026-07-09,29.49,103.0,97.09,44.23
2026-07-10,29.55,103.32,97.32,44.45
2026-07-13,29.71,103.91,97.83,44.7
2026-07-14,29.64,103.59,97.57,44.48
2026-07-15,29.73,103.83,97.86,44.56
2026-07-16,30.41,106.25,100.07,45.46
2026-07-17,30.41,106.09,100.02,45.42
2026-07-20,30.22,105.55,99.48,45.23
2026-07-21,30.24,105.52,99.52,45.2
2026-07-22,30.09,104.95,99.02,45.01
2026-07-23,29.97,104.71,98.69,44.95
2026-07-24,30.59,107.0,100.81,45.95
2026-07-27,30.53,106.64,100.54,45.76
2026-07-28,30.66,107.26,100.95,46.01
2026-07-29,30.61,107.01,100.66,45.96
2026-07-30,30.24,105.67,99.49,45.3
2026-07-31,30.05,105.09,98.95,45.07
2026-08-03,30.09,105.23,99.07,45.18
2026-08-04,30.07,105.12,98.92,45.17
