date,VOX,XLC
2026-02-10,193.05,117.58
2026-02-11,191.24,116.74
2026-02-12,187.47,114.64
2026-02-13,187.07,114.58
2026-02-17,186.67,114.4
2026-02-18,187.63,114.59
2026-02-19,187.74,115.14
2026-02-20,190.8,116.8
2026-02-23,187.97,115.36
2026-02-24,189.14,116.16
2026-02-25,190.28,116.5
2026-02-26,190.53,116.72
2026-02-27,192.11,118.05
2026-03-02,191.91,117.87
2026-03-03,192.14,117.96
2026-03-04,193.85,118.79
2026-03-05,192.74,118.44
2026-03-06,190.54,117.46
2026-03-09,191.02,117.56
2026-03-10,190.71,117.38
2026-03-11,190.42,117.0
2026-03-12,187.1,115.27
2026-03-13,185.4,114.45
2026-03-16,187.53,115.33
2026-03-17,188.2,115.37
2026-03-18,185.42,113.66
2026-03-19,184.63,113.14
2026-03-20,182.65,112.23
2026-03-23,184.37,112.71
2026-03-24,180.89,111.13
2026-03-25,181.77,111.44
2026-03-26,176.3,108.81
2026-03-27,172.79,107.04
2026-03-30,173.76,107.96
2026-03-31,179.84,110.86
2026-04-01,181.43,111.24
2026-04-02,182.15,111.7
2026-04-06,182.38,111.76
2026-04-07,183.2,111.82
2026-04-08,187.69,113.81
2026-04-09,188.82,114.27
2026-04-10,188.5,113.95
2026-04-13,190.08,114.82
2026-04-14,194.23,116.56
2026-04-15,196.24,117.36
2026-04-16,198.14,118.83
2026-04-17,199.05,119.1
2026-04-20,197.5,118.75
2026-04-21,195.08,117.16
2026-04-22,196.86,117.88
2026-04-23,195.32,117.39
2026-04-24,194.94,115.54
2026-04-27,195.79,115.81
2026-04-28,194.98,115.75
2026-04-29,194.6,115.29
2026-04-30,196.84,116.51
2026-05-01,196.73,116.72
2026-05-04,195.92,116.1
2026-05-05,195.32,115.63
2026-05-06,198.33,117.35
2026-05-07,198.12,117.38
2026-05-08,197.71,116.94
2026-05-11,194.42,115.58
2026-05-12,194.56,115.86
2026-05-13,197.21,116.76
2026-05-14,197.63,117.11
2026-05-15,195.67,116.08
2026-05-18,197.12,116.98
2026-05-19,194.73,115.85
2026-05-20,195.25,116.1
2026-05-21,195.89,116.1
2026-05-22,195.55,115.46
2026-05-26,196.74,115.55
2026-05-27,198.91,116.26
2026-05-28,199.44,116.67
2026-05-29,197.08,115.69
2026-06-01,194.83,115.61
2026-06-02,192.11,113.57
2026-06-03,190.5,112.08
2026-06-04,192.13,113.11
2026-06-05,188.53,111.67
2026-06-08,187.17,111.09
2026-06-09,187.5,111.48
2026-06-10,185.88,111.01
2026-06-11,187.3,112.12
2026-06-12,187.35,111.65
2026-06-15,190.41,112.19
2026-06-16,190.83,112.32
2026-06-17,185.52,109.2
2026-06-18,186.87,109.45
2026-06-22,182.37,106.86
2026-06-23,182.84,107.27
2026-06-24,181.16,106.54
2026-06-25,179.12,105.58
2026-06-26,180.8,106.18
2026-06-29,184.88,107.88
2026-06-30,183.95,107.13
2026-07-01,188.8,109.74
2026-07-02,187.85,109.6
2026-07-06,189.14,110.21
2026-07-07,189.99,111.02
2026-07-08,187.45,109.46
2026-07-09,189.59,110.51
2026-07-10,191.52,111.64
2026-07-13,190.7,111.59
2026-07-14,191.02,111.45
2026-07-15,194.72,113.38
2026-07-16,191.86,112.65
2026-07-17,188.08,110.65
2026-07-20,188.47,110.8
2026-07-21,187.64,110.03
2026-07-22,185.33,109.2
2026-07-23,178.8,105.38
2026-07-24,179.81,106.3
2026-07-27,182.17,107.66
2026-07-28,185.13,109.67
2026-07-29,184.81,109.51
2026-07-30,179.77,106.58
2026-07-31,181.78,108.24
2026-08-03,188.05,111.34
2026-08-04,189.77,112.04
2026-08-05,186.48,110.87
2026-08-06,186.32,111.18
2026-08-07,187.52,111.25
2026-08-10,188.38,111.83
2026-08-11,186.59,111.27
2026-08-12,185.16,110.27
2026-08-13,188.52,112.55
2026-08-14,189.18,112.95
2026-08-17,185.83,110.82
2026-08-18,184.36,110.48
2026-08-19,185.67,111.32
2026-08-20,184.49,110.68
2026-08-21,185.96,111.4
2026-08-24,187.35,112.32
2026-08-25,189.03,113.18
