date,FIDU,IYJ,VIS,XLI
2025-11-20,78.27,138.91,283.32,147.83
2025-11-21,79.37,141.42,287.32,149.63
2025-11-24,79.87,141.86,288.84,150.0
2025-11-25,81.01,144.22,293.23,151.92
2025-11-26,81.56,144.86,295.11,152.8
2025-11-28,81.98,145.57,296.95,153.69
2025-12-01,80.82,143.99,292.86,151.44
2025-12-02,81.42,144.68,294.81,152.76
2025-12-03,82.2,146.04,297.64,154.21
2025-12-04,82.86,146.47,299.84,155.01
2025-12-05,82.54,146.41,299.15,154.58
2025-12-08,82.4,145.86,298.49,154.39
2025-12-09,81.75,145.04,296.02,153.26
2025-12-10,83.31,147.89,301.87,156.06
2025-12-11,84.33,150.39,305.47,157.73
2025-12-12,83.42,149.59,302.2,156.74
2025-12-15,83.37,149.62,302.37,156.99
2025-12-16,82.97,148.53,300.65,156.06
2025-12-17,81.5,146.53,294.76,153.53
2025-12-18,82.15,147.41,297.0,154.53
2025-12-19,82.79,148.78,299.75,155.86
2025-12-22,83.88,150.27,303.56,157.05
2025-12-23,83.8,150.28,303.25,156.99
2025-12-24,84.04,150.7,304.05,157.5
2025-12-26,83.83,150.58,303.51,157.21
2025-12-29,83.53,150.01,302.38,156.87
2025-12-30,83.23,149.58,301.28,156.42
2025-12-31,82.48,148.17,298.38,155.12
2026-01-02,84.17,150.11,304.5,157.98
2026-01-05,85.37,152.43,309.17,159.85
2026-01-06,86.63,154.7,313.34,162.02
2026-01-07,85.13,152.1,307.8,158.97
2026-01-08,85.82,153.18,310.39,160.17
2026-01-09,86.98,154.65,314.57,161.93
2026-01-12,87.7,154.74,317.04,163.17
2026-01-13,88.06,154.24,318.12,164.01
2026-01-14,88.35,154.65,318.87,164.27
2026-01-15,89.26,155.64,322.51,165.78
2026-01-16,89.9,156.38,324.45,166.9
2026-01-20,88.15,152.99,317.81,163.53
2026-01-21,89.56,155.33,323.34,166.36
2026-01-22,89.35,155.44,322.65,165.5
2026-01-23,88.54,153.94,319.86,164.22
2026-01-26,88.59,154.14,319.73,164.38
2026-01-27,88.91,154.16,321.11,165.06
2026-01-28,88.53,153.48,319.76,164.14
2026-01-29,89.2,154.87,322.09,165.86
2026-01-30,88.85,153.89,320.22,165.44
2026-02-02,89.81,156.16,324.4,167.53
2026-02-03,90.71,156.35,327.55,168.94
2026-02-04,90.7,157.31,327.6,169.39
2026-02-05,90.04,156.2,325.59,168.37
2026-02-06,92.86,160.21,335.64,173.18
2026-02-09,93.32,160.19,337.12,173.7
2026-02-10,93.26,160.9,337.23,173.91
2026-02-11,93.76,161.15,339.28,174.84
2026-02-12,92.52,158.85,334.23,172.75
2026-02-13,93.38,159.55,337.03,174.17
2026-02-17,93.89,160.23,338.64,175.08
2026-02-18,93.88,160.64,339.23,175.04
2026-02-19,94.69,161.1,341.5,176.34
2026-02-20,94.96,161.91,342.93,177.23
2026-02-23,93.69,158.46,337.98,174.83
2026-02-24,94.75,160.38,342.37,176.98
2026-02-25,94.24,159.77,340.12,175.6
2026-02-26,94.81,160.93,342.12,176.7
2026-02-27,94.63,160.94,341.85,177.14
2026-03-02,95.61,162.04,345.06,178.9
2026-03-03,93.78,159.26,337.94,175.44
2026-03-04,94.09,159.78,339.34,175.97
2026-03-05,92.05,156.83,331.63,172.06
2026-03-06,90.45,154.41,326.26,169.94
2026-03-09,91.28,154.99,329.04,170.94
2026-03-10,90.77,154.22,327.19,170.02
2026-03-11,90.7,153.22,326.65,169.49
2026-03-12,88.29,149.43,318.17,165.24
2026-03-13,87.8,148.98,316.59,164.65
2026-03-16,88.66,150.46,319.58,166.06
2026-03-17,89.06,150.44,321.22,166.5
2026-03-18,88.24,148.44,318.06,165.18
2026-03-19,87.7,147.76,316.74,164.06
2026-03-20,86.03,146.07,311.14,161.67
2026-03-23,87.14,148.21,315.46,163.05
2026-03-24,87.85,148.93,316.61,164.0
2026-03-25,88.51,149.97,319.37,165.1
2026-03-26,86.24,147.12,311.17,161.27
2026-03-27,85.15,144.65,307.21,159.2
2026-03-30,83.66,143.33,301.89,156.61
2026-03-31,86.52,147.54,312.22,161.73
2026-04-01,87.97,149.2,317.4,164.43
2026-04-02,87.68,148.69,316.36,163.77
2026-04-06,88.08,149.74,317.99,164.61
2026-04-07,87.92,149.3,317.42,164.28
2026-04-08,91.4,154.97,329.69,170.44
2026-04-09,92.32,155.97,332.89,172.19
2026-04-10,92.07,155.15,331.8,171.52
2026-04-13,92.84,157.13,334.94,172.73
2026-04-14,93.36,157.76,336.73,173.35
2026-04-15,92.2,156.43,332.64,171.18
2026-04-16,91.8,156.03,331.34,170.33
2026-04-17,93.57,158.82,337.72,173.51
2026-04-20,93.99,159.03,338.89,173.9
2026-04-21,92.68,156.79,334.65,171.44
2026-04-22,92.57,156.57,334.1,171.04
2026-04-23,93.96,157.69,338.9,174.07
2026-04-24,93.12,156.49,336.01,172.47
2026-04-27,93.19,156.63,336.15,172.51
2026-04-28,92.22,155.41,332.88,170.98
2026-04-29,91.67,155.63,330.82,169.93
2026-04-30,94.34,158.61,340.02,174.58
2026-05-01,93.52,157.35,337.52,172.96
2026-05-04,92.46,155.82,333.6,170.98
2026-05-05,93.48,156.42,337.38,172.41
2026-05-06,95.73,159.41,345.38,176.87
2026-05-07,93.99,157.7,339.77,174.0
2026-05-08,93.87,157.27,338.87,173.2
2026-05-11,94.78,158.25,341.95,175.04
2026-05-12,94.25,157.55,340.19,174.35
2026-05-13,94.02,156.44,339.04,173.62
2026-05-14,94.65,157.28,341.48,174.51
2026-05-15,92.65,154.85,334.48,171.4
2026-05-18,92.21,155.12,332.75,170.75
2026-05-19,91.05,153.16,328.47,168.74
2026-05-20,92.41,155.32,333.47,170.73
2026-05-21,92.35,155.0,333.32,170.53
2026-05-22,93.08,156.14,336.09,171.77
2026-05-26,94.74,158.15,341.95,174.3
2026-05-27,94.79,158.35,342.32,174.3
2026-05-28,94.59,158.06,341.94,173.8
2026-05-29,94.28,157.88,340.64,173.13
2026-06-01,93.53,156.82,338.33,172.4
2026-06-02,94.69,157.47,342.25,174.19
2026-06-03,94.51,156.5,341.18,174.05
2026-06-04,95.56,158.63,345.21,176.16
2026-06-05,94.11,157.19,340.04,174.18
2026-06-08,93.86,156.63,338.98,173.63
2026-06-09,94.84,158.65,342.81,175.6
2026-06-10,91.68,153.78,331.24,169.66
2026-06-11,94.78,158.07,342.49,175.15
2026-06-12,95.14,159.14,344.22,176.18
2026-06-15,96.4,161.0,348.83,178.68
2026-06-16,96.97,162.47,350.84,179.85
2026-06-17,96.81,161.63,349.71,179.6
2026-06-18,97.56,162.25,353.56,180.91
2026-06-22,98.2,162.73,355.88,181.8
2026-06-23,96.13,160.13,348.28,178.15
2026-06-24,97.06,161.98,351.35,180.21
2026-06-25,99.0,164.66,358.22,184.12
2026-06-26,97.19,163.15,352.47,181.2
2026-06-29,98.2,164.26,355.46,182.76
2026-06-30,99.61,166.65,360.38,185.23
2026-07-01,98.26,165.69,355.98,183.36
2026-07-02,98.25,166.54,355.13,183.91
2026-07-06,99.03,167.51,358.74,185.56
2026-07-07,97.09,164.39,351.5,182.38
2026-07-08,96.07,161.72,347.54,180.42
2026-07-09,96.49,162.83,349.25,181.11
2026-07-10,96.83,163.68,350.38,181.92
2026-07-13,95.85,162.93,347.05,180.37
2026-07-14,96.11,163.3,347.81,180.45
2026-07-15,96.0,163.25,347.35,180.06
2026-07-16,95.87,163.8,346.9,180.15
2026-07-17,95.47,162.84,345.3,179.41
2026-07-20,94.55,161.63,342.31,178.12
2026-07-21,95.26,162.08,344.57,178.66
2026-07-22,95.38,162.03,345.01,178.85
2026-07-23,96.77,163.68,349.75,181.94
2026-07-24,96.84,164.5,350.17,182.66
2026-07-27,97.08,165.62,351.42,183.2
2026-07-28,96.59,165.8,349.49,182.49
2026-07-29,93.32,161.59,337.87,176.66
2026-07-30,94.44,163.24,341.98,178.39
2026-07-31,95.22,163.92,344.44,179.84
2026-08-03,97.14,166.73,351.63,183.16
2026-08-04,98.98,169.86,358.35,186.4
2026-08-05,98.89,169.8,358.04,186.35
2026-08-06,98.17,168.49,355.45,184.76
2026-08-07,98.61,168.38,356.83,185.18
2026-08-10,98.05,167.59,354.89,184.6
2026-08-11,98.67,168.41,356.9,185.7
2026-08-12,98.88,168.75,357.66,185.88
2026-08-13,98.83,169.1,357.65,185.79
2026-08-14,99.3,169.65,358.97,186.51
2026-08-17,99.19,168.85,358.74,186.32
2026-08-18,97.47,166.88,352.33,183.57
2026-08-19,96.63,165.97,349.26,181.95
2026-08-20,95.38,163.98,344.77,179.77
2026-08-21,95.63,164.9,345.76,180.25
2026-08-24,94.84,164.47,342.79,179.0
2026-08-25,94.51,164.19,341.9,178.4
