date,FUTY,IDU,VPU,XLU
2026-01-09,55.15,107.99,184.95,42.51
2026-01-12,55.28,108.07,185.21,42.58
2026-01-13,55.62,108.72,186.37,42.85
2026-01-14,56.01,109.47,187.64,43.17
2026-01-15,56.63,110.72,189.71,43.61
2026-01-16,56.33,110.09,188.76,43.39
2026-01-20,55.72,108.99,186.71,42.96
2026-01-21,55.87,109.45,187.21,43.02
2026-01-22,55.5,108.88,186.01,42.71
2026-01-23,55.25,108.5,185.14,42.56
2026-01-26,55.61,109.26,186.35,42.87
2026-01-27,56.32,110.5,188.64,43.43
2026-01-28,56.21,110.31,188.28,43.33
2026-01-29,56.22,110.0,188.34,43.33
2026-01-30,56.07,109.81,187.99,43.25
2026-02-02,55.23,108.38,185.22,42.62
2026-02-03,56.06,109.89,187.94,43.24
2026-02-04,55.79,109.42,186.96,43.08
2026-02-05,55.82,109.61,187.11,43.1
2026-02-06,56.14,110.24,188.11,43.35
2026-02-09,56.3,110.72,188.7,43.48
2026-02-10,57.19,112.4,191.63,44.2
2026-02-11,57.66,113.36,193.23,44.59
2026-02-12,58.5,114.77,196.13,45.25
2026-02-13,60.05,117.77,201.32,46.5
2026-02-17,59.92,117.41,200.87,46.38
2026-02-18,58.9,115.57,197.39,45.61
2026-02-19,59.52,116.75,199.51,46.11
2026-02-20,59.8,117.14,200.31,46.33
2026-02-23,60.16,117.86,201.69,46.68
2026-02-24,60.82,119.03,203.79,47.2
2026-02-25,61.06,119.44,204.55,47.36
2026-02-26,60.81,119.25,203.78,47.18
2026-02-27,61.44,120.7,205.87,47.73
2026-03-02,61.03,119.96,204.47,47.37
2026-03-03,60.67,119.25,203.22,47.07
2026-03-04,60.9,119.69,204.13,47.27
2026-03-05,60.43,118.88,202.48,46.9
2026-03-06,60.18,118.42,201.6,46.74
2026-03-09,60.32,118.71,202.12,46.85
2026-03-10,59.95,117.67,200.84,46.56
2026-03-11,59.48,116.85,199.3,46.17
2026-03-12,59.89,117.69,200.63,46.5
2026-03-13,60.44,118.72,202.59,46.96
2026-03-16,60.76,119.28,203.71,47.26
2026-03-17,60.62,118.39,203.11,47.13
2026-03-18,60.2,117.52,201.48,46.73
2026-03-19,59.91,117.08,200.77,46.54
2026-03-20,57.11,112.57,192.75,44.65
2026-03-23,57.74,113.42,194.78,44.78
2026-03-24,58.13,114.11,194.89,45.09
2026-03-25,58.34,114.49,195.48,45.25
2026-03-26,58.47,114.81,195.92,45.33
2026-03-27,58.74,115.34,196.88,45.59
2026-03-30,59.13,116.21,198.11,45.92
2026-03-31,59.07,116.11,198.14,45.89
2026-04-01,59.36,116.61,198.97,46.11
2026-04-02,59.75,117.48,200.14,46.34
2026-04-06,59.48,116.92,199.4,46.17
2026-04-07,59.67,117.27,199.98,46.27
2026-04-08,60.3,118.26,202.09,46.78
2026-04-09,60.76,119.13,203.63,47.15
2026-04-10,60.52,118.54,202.89,46.96
2026-04-13,59.76,117.26,200.25,46.39
2026-04-14,59.96,117.41,200.91,46.47
2026-04-15,59.46,116.31,199.25,46.02
2026-04-16,59.85,117.0,200.51,46.35
2026-04-17,59.59,116.57,199.7,46.16
2026-04-20,59.11,115.62,198.05,45.75
2026-04-21,58.04,113.57,194.44,44.95
2026-04-22,57.97,113.54,194.34,44.87
2026-04-23,59.59,116.72,199.69,46.09
2026-04-24,59.65,116.84,199.84,46.18
2026-04-27,59.72,116.67,200.11,46.19
2026-04-28,59.75,116.87,200.26,46.25
2026-04-29,59.0,115.53,197.6,45.68
2026-04-30,60.4,118.3,202.49,46.85
2026-05-01,60.03,117.41,201.12,46.55
2026-05-04,59.85,117.1,200.51,46.37
2026-05-05,59.85,116.96,200.54,46.37
2026-05-06,59.09,115.28,198.05,45.71
2026-05-07,58.3,113.92,195.44,45.12
2026-05-08,57.85,112.84,193.9,44.72
2026-05-11,58.38,113.77,195.62,45.14
2026-05-12,58.44,114.1,195.91,45.19
2026-05-13,57.74,112.75,193.52,44.67
2026-05-14,58.05,113.42,194.56,44.9
2026-05-15,56.69,111.08,190.2,43.87
2026-05-18,56.81,111.32,190.32,43.94
2026-05-19,57.31,112.26,192.06,44.34
2026-05-20,57.58,112.55,192.92,44.51
2026-05-21,58.16,113.59,194.93,45.0
2026-05-22,58.63,114.48,196.47,45.35
2026-05-26,58.68,114.41,196.65,45.33
2026-05-27,58.4,113.85,195.7,45.14
2026-05-28,57.75,112.61,193.55,44.63
2026-05-29,57.53,112.11,192.66,44.42
2026-06-01,55.83,109.08,187.11,43.1
2026-06-02,56.94,110.95,190.78,43.9
2026-06-03,56.6,110.64,189.68,43.71
2026-06-04,56.94,111.3,190.85,43.94
2026-06-05,57.39,112.23,192.36,44.35
2026-06-08,56.32,110.16,188.75,43.52
2026-06-09,56.86,111.52,190.6,43.98
2026-06-10,56.89,111.55,190.57,44.0
2026-06-11,56.89,111.38,190.7,44.05
2026-06-12,57.54,112.58,192.89,44.53
2026-06-15,57.88,112.42,194.0,44.74
2026-06-16,58.25,113.22,195.09,45.06
2026-06-17,57.49,111.81,192.6,44.46
2026-06-18,57.5,112.49,193.95,44.76
2026-06-22,57.75,112.97,194.82,44.72
2026-06-23,58.2,113.94,196.29,45.07
2026-06-24,58.73,115.25,196.86,45.54
2026-06-25,59.1,115.94,198.16,45.85
2026-06-26,59.51,116.82,199.66,46.2
2026-06-29,59.27,116.25,198.78,46.02
2026-06-30,58.42,114.61,195.73,45.34
2026-07-01,57.73,113.31,193.38,44.77
2026-07-02,58.98,115.75,197.54,45.76
2026-07-06,58.35,114.75,195.62,45.3
2026-07-07,58.87,115.97,197.25,45.7
2026-07-08,58.43,115.08,195.85,45.36
2026-07-09,58.18,114.53,194.97,45.13
2026-07-10,58.53,115.19,196.17,45.41
2026-07-13,58.92,116.05,197.48,45.72
2026-07-14,58.92,115.94,197.39,45.69
2026-07-15,58.38,114.87,195.62,45.22
2026-07-16,58.66,115.67,196.49,45.47
2026-07-17,58.28,114.84,195.22,45.17
2026-07-20,57.94,114.24,194.21,44.94
2026-07-21,57.95,114.01,194.22,44.92
2026-07-22,59.23,116.44,198.41,45.93
2026-07-23,59.5,117.03,199.43,46.19
2026-07-24,59.52,117.16,199.46,46.29
2026-07-27,58.78,115.69,197.01,45.68
2026-07-28,58.57,115.37,196.22,45.52
2026-07-29,57.77,113.95,193.47,44.91
2026-07-30,57.49,113.1,192.58,44.66
2026-07-31,57.09,112.39,191.22,44.35
2026-08-03,57.18,112.52,191.55,44.36
2026-08-04,56.88,111.87,190.54,44.11
2026-08-05,56.28,110.74,188.61,43.66
2026-08-06,55.99,110.29,187.64,43.38
2026-08-07,56.36,110.95,188.86,43.61
2026-08-10,55.76,109.8,186.8,43.13
2026-08-11,56.38,110.98,188.87,43.63
2026-08-12,56.64,111.49,189.77,43.84
2026-08-13,56.87,111.86,190.62,44.04
2026-08-14,57.2,112.53,191.73,44.31
2026-08-17,57.01,112.16,191.01,44.18
2026-08-18,56.79,111.66,190.24,44.02
2026-08-19,56.84,111.86,190.36,44.02
2026-08-20,56.51,111.22,189.31,43.77
2026-08-21,55.25,108.97,185.03,42.77
2026-08-24,55.79,110.03,186.88,43.22
2026-08-25,55.93,110.05,187.32,43.31
