date,EMB,EMLC,VWOB
2024-07-30,90.03,24.09,63.84
2024-07-31,90.45,24.21,64.16
2024-08-01,90.01,24.04,63.83
2024-08-02,90.61,24.3,64.29
2024-08-05,89.69,24.21,63.69
2024-08-06,89.39,24.18,63.42
2024-08-07,89.58,24.19,63.59
2024-08-08,90.0,24.34,63.91
2024-08-09,90.4,24.48,64.17
2024-08-12,90.5,24.46,64.22
2024-08-13,90.99,24.67,64.56
2024-08-14,91.19,24.75,64.66
2024-08-15,91.16,24.68,64.7
2024-08-16,91.53,24.77,64.95
2024-08-19,91.81,24.93,65.18
2024-08-20,92.03,24.97,65.31
2024-08-21,92.3,24.92,65.48
2024-08-22,91.53,24.7,64.99
2024-08-23,92.52,25.08,65.61
2024-08-26,92.33,25.03,65.51
2024-08-27,92.21,25.0,65.46
2024-08-28,92.06,24.88,65.33
2024-08-29,92.02,24.83,65.27
2024-08-30,92.1,24.77,65.35
2024-09-03,91.37,24.55,64.8
2024-09-04,91.78,24.67,65.07
2024-09-05,92.13,24.8,65.26
2024-09-06,91.92,24.77,65.17
2024-09-09,92.17,24.74,65.37
2024-09-10,92.24,24.68,65.42
2024-09-11,92.48,24.77,65.61
2024-09-12,92.63,24.89,65.7
2024-09-13,93.05,25.02,66.0
2024-09-16,93.62,25.09,66.4
2024-09-17,93.6,25.13,66.39
2024-09-18,93.33,25.14,66.2
2024-09-19,93.74,25.29,66.49
2024-09-20,93.56,25.29,66.3
2024-09-23,93.29,25.24,66.17
2024-09-24,93.41,25.44,66.25
2024-09-25,93.13,25.31,66.04
2024-09-26,93.26,25.5,66.13
2024-09-27,93.42,25.5,66.26
2024-09-30,93.58,25.4,66.37
2024-10-01,93.46,25.17,66.15
2024-10-02,93.25,25.14,66.06
2024-10-03,92.86,24.94,65.79
2024-10-04,92.51,24.76,65.54
2024-10-07,92.09,24.72,65.28
2024-10-08,92.24,24.7,65.3
2024-10-09,92.09,24.63,65.27
2024-10-10,91.94,24.67,65.2
2024-10-11,92.06,24.74,65.18
2024-10-14,92.25,24.65,65.35
2024-10-15,92.5,24.56,65.53
2024-10-16,92.73,24.52,65.69
2024-10-17,92.14,24.48,65.3
2024-10-18,92.35,24.46,65.39
2024-10-21,91.44,24.36,64.81
2024-10-22,91.23,24.32,64.62
2024-10-23,90.89,24.19,64.42
2024-10-24,91.26,24.27,64.63
2024-10-25,91.26,24.23,64.66
2024-10-28,91.35,24.19,64.77
2024-10-29,91.56,24.15,64.89
2024-10-30,91.46,24.13,64.77
2024-10-31,90.92,24.15,64.46
2024-11-01,90.14,23.84,63.85
2024-11-04,90.53,24.04,64.16
2024-11-05,90.81,24.16,64.35
2024-11-06,90.52,23.88,64.13
2024-11-07,91.51,24.28,64.77
2024-11-08,91.76,24.04,64.94
2024-11-11,91.57,23.87,64.88
2024-11-12,90.86,23.68,64.36
2024-11-13,90.73,23.65,64.31
2024-11-14,90.5,23.61,64.21
2024-11-15,90.37,23.67,64.12
2024-11-18,90.48,23.83,64.11
2024-11-19,90.91,23.83,64.41
2024-11-20,90.92,23.76,64.42
2024-11-21,90.96,23.72,64.45
2024-11-22,90.85,23.68,64.33
2024-11-25,91.7,23.85,64.94
2024-11-26,91.57,23.75,64.83
2024-11-27,91.89,23.84,65.03
2024-11-29,92.15,23.9,65.25
2024-12-02,91.66,23.68,64.82
2024-12-03,91.68,23.67,64.8
2024-12-04,92.02,23.69,65.02
2024-12-05,92.14,23.81,65.14
2024-12-06,92.45,23.78,65.35
2024-12-09,92.24,23.83,65.25
2024-12-10,92.09,23.83,65.1
2024-12-11,92.04,23.83,65.08
2024-12-12,91.56,23.74,64.8
2024-12-13,91.09,23.71,64.46
2024-12-16,91.17,23.65,64.5
2024-12-17,91.12,23.6,64.44
2024-12-18,89.33,23.26,63.52
2024-12-19,88.94,23.29,63.31
2024-12-20,89.56,23.47,63.7
2024-12-23,89.33,23.34,63.53
2024-12-24,89.73,23.38,63.47
2024-12-26,89.64,23.35,63.42
2024-12-27,89.3,23.25,63.27
2024-12-30,89.21,23.18,63.31
2024-12-31,89.04,23.11,63.15
2025-01-02,89.34,23.15,63.32
2025-01-03,89.5,23.15,63.45
2025-01-06,89.54,23.26,63.52
2025-01-07,89.18,23.25,63.23
2025-01-08,89.25,23.21,63.3
2025-01-10,88.77,23.03,62.99
2025-01-13,88.64,22.98,62.87
2025-01-14,88.77,23.11,62.94
2025-01-15,89.79,23.18,63.6
2025-01-16,89.68,23.1,63.55
2025-01-17,89.85,23.13,63.65
2025-01-21,90.46,23.44,64.01
2025-01-22,90.21,23.59,63.86
2025-01-23,90.19,23.63,63.86
2025-01-24,90.34,23.81,63.96
2025-01-27,90.6,23.71,64.19
2025-01-28,90.56,23.66,64.11
2025-01-29,90.48,23.67,64.09
2025-01-30,90.86,23.75,64.33
2025-01-31,90.55,23.56,64.18
2025-02-03,90.25,23.46,63.9
2025-02-04,90.57,23.62,64.07
2025-02-05,91.08,23.65,64.39
2025-02-06,91.0,23.69,64.4
2025-02-07,90.65,23.59,64.2
2025-02-10,90.65,23.59,64.18
2025-02-11,90.25,23.6,63.94
2025-02-12,89.97,23.53,63.71
2025-02-13,90.71,23.75,64.16
2025-02-14,90.99,23.86,64.4
2025-02-18,90.6,23.82,64.15
2025-02-19,90.62,23.75,64.18
2025-02-20,90.79,23.89,64.26
2025-02-21,90.82,23.85,64.29
2025-02-24,90.91,23.86,64.36
2025-02-25,91.48,23.91,64.79
2025-02-26,91.78,23.9,64.94
2025-02-27,91.47,23.74,64.76
2025-02-28,92.03,23.66,65.14
2025-03-03,91.45,23.64,64.77
2025-03-04,91.31,23.78,64.59
2025-03-05,91.28,24.04,64.54
2025-03-06,90.74,24.02,64.24
2025-03-07,90.99,24.03,64.35
2025-03-10,90.87,23.86,64.37
2025-03-11,90.69,24.0,64.23
2025-03-12,90.67,23.98,64.23
2025-03-13,90.63,24.01,64.14
2025-03-14,90.72,24.06,64.17
2025-03-17,90.96,24.13,64.34
2025-03-18,90.93,24.12,64.35
2025-03-19,91.43,24.04,64.69
2025-03-20,91.25,23.98,64.6
2025-03-21,90.98,23.92,64.4
2025-03-24,90.92,23.86,64.35
2025-03-25,91.01,23.95,64.41
2025-03-26,90.49,23.85,64.11
2025-03-27,90.29,23.84,63.97
2025-03-28,90.39,23.81,64.06
2025-03-31,90.59,23.86,64.2
2025-04-01,90.48,23.74,64.06
2025-04-02,90.44,23.76,64.05
2025-04-03,89.9,23.97,63.66
2025-04-04,88.59,23.52,62.89
2025-04-07,87.16,23.19,61.62
2025-04-08,86.54,23.26,61.5
2025-04-09,88.77,23.65,62.9
2025-04-10,87.05,23.68,61.73
2025-04-11,87.36,23.92,61.95
2025-04-14,88.27,23.94,62.48
2025-04-15,88.54,23.88,62.73
2025-04-16,88.57,24.02,62.74
2025-04-17,88.8,24.14,62.91
2025-04-21,87.77,24.24,62.27
2025-04-22,88.68,24.23,62.84
2025-04-23,89.07,24.18,63.09
2025-04-24,90.02,24.35,63.76
2025-04-25,90.38,24.39,63.98
2025-04-28,90.48,24.46,64.03
2025-04-29,90.6,24.5,64.17
2025-04-30,89.96,24.47,63.74
2025-05-01,89.6,24.34,63.39
2025-05-02,89.36,24.43,63.27
2025-05-05,89.18,24.48,63.13
2025-05-06,89.55,24.48,63.41
2025-05-07,89.9,24.39,63.58
2025-05-08,89.54,24.3,63.35
2025-05-09,89.68,24.39,63.45
2025-05-12,90.2,24.22,63.78
2025-05-13,90.28,24.38,63.83
2025-05-14,89.98,24.3,63.65
2025-05-15,90.28,24.39,63.89
2025-05-16,90.45,24.38,63.96
2025-05-19,90.51,24.52,64.01
2025-05-20,90.37,24.54,63.93
2025-05-21,89.54,24.57,63.4
2025-05-22,89.84,24.52,63.59
2025-05-23,89.93,24.73,63.63
2025-05-27,90.48,24.72,63.98
2025-05-28,90.29,24.64,63.94
2025-05-29,90.6,24.79,64.07
2025-05-30,90.6,24.68,64.08
2025-06-02,90.16,24.71,63.75
2025-06-03,90.45,24.66,63.91
2025-06-04,90.79,24.76,64.18
2025-06-05,90.57,24.79,64.1
2025-06-06,90.43,24.75,63.95
2025-06-09,90.66,24.77,64.07
2025-06-10,91.06,24.76,64.34
2025-06-11,91.33,24.85,64.55
2025-06-12,91.49,24.95,64.62
2025-06-13,90.91,24.85,64.31
2025-06-16,91.01,24.89,64.33
2025-06-17,91.08,24.8,64.4
2025-06-18,91.02,24.83,64.34
2025-06-20,91.14,24.83,64.43
2025-06-23,91.4,24.87,64.61
2025-06-24,91.95,25.07,64.93
2025-06-25,91.9,25.08,64.9
2025-06-26,92.18,25.19,65.11
2025-06-27,92.1,25.18,65.07
2025-06-30,92.62,25.35,65.35
2025-07-01,92.42,25.23,65.18
2025-07-02,92.33,25.31,65.18
2025-07-03,92.49,25.3,65.24
2025-07-07,92.02,25.14,64.98
2025-07-08,91.73,25.19,64.78
2025-07-09,92.38,25.21,65.18
2025-07-10,92.24,25.19,65.11
2025-07-11,91.76,25.14,64.77
2025-07-14,91.77,25.11,64.81
2025-07-15,91.52,25.05,64.63
2025-07-16,91.59,25.14,64.67
2025-07-17,91.69,25.11,64.68
2025-07-18,91.89,25.14,64.83
2025-07-21,92.24,25.24,65.04
2025-07-22,92.4,25.3,65.19
2025-07-23,92.44,25.35,65.23
2025-07-24,92.42,25.33,65.22
2025-07-25,92.72,25.24,65.4
2025-07-28,92.66,25.06,65.38
2025-07-29,93.01,25.09,65.65
2025-07-30,92.85,24.89,65.5
2025-07-31,92.87,24.87,65.51
2025-08-01,92.72,24.97,65.32
2025-08-04,93.18,25.0,65.66
2025-08-05,93.18,25.04,65.68
2025-08-06,93.24,25.14,65.7
2025-08-07,93.38,25.17,65.78
2025-08-08,93.38,25.21,65.77
2025-08-11,93.5,25.16,65.84
2025-08-12,93.68,25.29,66.01
2025-08-13,94.14,25.35,66.32
2025-08-14,93.93,25.25,66.18
2025-08-15,93.85,25.33,66.1
2025-08-18,93.94,25.26,66.14
2025-08-19,93.98,25.22,66.21
2025-08-20,93.83,25.26,66.11
2025-08-21,93.53,25.18,65.89
2025-08-22,94.21,25.4,66.34
2025-08-25,93.84,25.27,66.1
2025-08-26,93.82,25.33,66.09
2025-08-27,93.71,25.28,65.99
2025-08-28,94.26,25.37,66.34
2025-08-29,94.12,25.36,66.24
2025-09-02,93.36,25.13,65.7
2025-09-03,93.76,25.17,65.98
2025-09-04,94.13,25.17,66.24
2025-09-05,94.76,25.33,66.65
2025-09-08,94.75,25.37,66.65
2025-09-09,94.66,25.34,66.6
2025-09-10,95.18,25.38,66.94
2025-09-11,95.53,25.51,67.16
2025-09-12,95.25,25.5,67.0
2025-09-15,95.59,25.6,67.16
2025-09-16,95.53,25.69,67.1
2025-09-17,95.48,25.67,67.09
2025-09-18,95.08,25.6,66.78
2025-09-19,94.98,25.61,66.73
2025-09-22,95.19,25.64,66.88
2025-09-23,95.56,25.64,67.2
2025-09-24,95.5,25.53,67.19
2025-09-25,95.26,25.4,67.03
2025-09-26,95.23,25.48,66.93
2025-09-29,95.39,25.51,67.03
2025-09-30,95.19,25.51,66.9
2025-10-01,95.12,25.43,66.8
2025-10-02,95.17,25.4,66.84
2025-10-03,95.21,25.45,66.9
2025-10-06,95.09,25.45,66.85
2025-10-07,95.05,25.38,66.79
2025-10-08,95.1,25.43,66.84
2025-10-09,95.05,25.38,66.82
2025-10-10,94.63,25.26,66.6
2025-10-13,95.28,25.34,66.97
2025-10-14,95.24,25.35,67.01
2025-10-15,95.57,25.43,67.14
2025-10-16,95.71,25.51,67.27
2025-10-17,95.74,25.52,67.25
2025-10-20,96.16,25.57,67.49
2025-10-21,96.28,25.46,67.66
2025-10-22,96.08,25.47,67.57
2025-10-23,96.01,25.5,67.45
2025-10-24,96.29,25.53,67.67
2025-10-27,97.03,25.58,68.22
2025-10-28,97.03,25.65,68.22
2025-10-29,96.6,25.54,67.95
2025-10-30,96.49,25.48,67.86
2025-10-31,96.67,25.49,68.0
2025-11-03,95.97,25.37,67.46
2025-11-04,95.86,25.25,67.38
2025-11-05,95.65,25.36,67.23
2025-11-06,95.97,25.42,67.47
2025-11-07,96.02,25.47,67.46
2025-11-10,96.24,25.54,67.58
2025-11-11,96.46,25.58,67.78
2025-11-12,96.5,25.6,67.78
2025-11-13,96.03,25.62,67.53
2025-11-14,95.97,25.58,67.47
2025-11-17,95.99,25.56,67.51
2025-11-18,95.96,25.57,67.48
2025-11-19,96.12,25.55,67.54
2025-11-20,95.89,25.51,67.43
2025-11-21,96.15,25.45,67.55
2025-11-24,96.35,25.51,67.71
2025-11-25,96.6,25.63,67.81
2025-11-26,96.7,25.7,67.92
2025-11-28,96.73,25.6,67.93
2025-12-01,96.02,25.54,67.36
2025-12-02,96.42,25.6,67.61
2025-12-03,96.54,25.7,67.74
2025-12-04,96.46,25.69,67.63
2025-12-05,96.33,25.62,67.53
2025-12-08,95.93,25.57,67.29
2025-12-09,95.85,25.55,67.25
2025-12-10,96.24,25.62,67.48
2025-12-11,96.31,25.71,67.5
2025-12-12,96.26,25.68,67.5
2025-12-15,96.39,25.69,67.6
2025-12-16,96.65,25.75,67.72
2025-12-17,96.28,25.68,67.5
2025-12-18,96.7,25.75,67.45
2025-12-19,96.27,25.8,67.4
2025-12-22,96.31,25.83,67.42
2025-12-23,96.26,25.91,67.42
2025-12-24,96.55,25.98,67.59
2025-12-26,96.54,25.99,67.56
2025-12-29,96.59,25.74,67.65
2025-12-30,96.47,25.82,67.56
2025-12-31,96.28,25.82,67.43
2026-01-02,96.3,25.88,67.45
2026-01-05,96.45,25.91,67.53
2026-01-06,96.35,25.98,67.47
2026-01-07,96.16,25.93,67.37
2026-01-08,96.01,25.87,67.29
2026-01-09,96.36,25.86,67.43
2026-01-12,96.28,25.96,67.39
2026-01-13,96.16,25.95,67.37
2026-01-14,96.36,25.96,67.48
2026-01-15,96.4,25.99,67.5
2026-01-16,96.21,25.93,67.41
2026-01-20,95.73,25.98,67.1
2026-01-21,96.5,26.05,67.55
2026-01-22,96.48,26.2,67.57
2026-01-23,96.72,26.3,67.72
2026-01-26,96.82,26.35,67.77
2026-01-27,96.78,26.57,67.74
2026-01-28,96.66,26.52,67.67
2026-01-29,96.67,26.52,67.73
2026-01-30,96.58,26.3,67.66
2026-02-02,96.14,26.21,67.29
2026-02-03,96.16,26.29,67.28
2026-02-04,96.2,26.27,67.23
2026-02-05,96.44,26.17,67.48
2026-02-06,96.69,26.33,67.58
2026-02-09,96.72,26.47,67.62
2026-02-10,96.97,26.46,67.83
2026-02-11,96.98,26.49,67.83
2026-02-12,97.25,26.5,68.05
2026-02-13,97.42,26.48,68.15
2026-02-17,97.62,26.52,68.31
2026-02-18,97.66,26.44,68.34
2026-02-19,97.55,26.38,68.26
2026-02-20,97.65,26.47,68.3
2026-02-23,97.71,26.48,68.37
2026-02-24,97.65,26.49,68.28
2026-02-25,97.74,26.59,68.35
2026-02-26,97.68,26.58,68.33
2026-02-27,97.73,26.59,68.35
2026-03-02,96.99,26.17,67.72
2026-03-03,96.55,25.71,67.45
2026-03-04,96.87,25.87,67.61
2026-03-05,96.38,25.67,67.39
2026-03-06,95.75,25.59,66.94
2026-03-09,95.96,25.56,67.08
2026-03-10,95.95,25.76,67.09
2026-03-11,95.64,25.65,66.94
2026-03-12,94.84,25.33,66.41
2026-03-13,94.38,25.12,65.99
2026-03-16,94.75,25.33,66.29
2026-03-17,95.1,25.39,66.55
2026-03-18,94.36,25.14,66.01
2026-03-19,94.63,25.3,66.14
2026-03-20,93.15,24.93,65.2
2026-03-23,94.06,25.26,65.7
2026-03-24,93.58,25.05,65.44
2026-03-25,94.43,25.16,66.01
2026-03-26,93.46,24.96,65.33
2026-03-27,92.95,24.89,65.0
2026-03-30,93.11,24.83,65.13
2026-03-31,93.93,25.11,65.69
2026-04-01,93.86,25.11,65.6
2026-04-02,93.97,25.09,65.72
2026-04-06,93.94,25.11,65.72
2026-04-07,93.99,25.16,65.81
2026-04-08,95.11,25.69,66.38
2026-04-09,95.51,25.75,66.68
2026-04-10,95.5,25.81,66.69
2026-04-13,96.03,25.91,67.04
2026-04-14,96.46,25.99,67.32
2026-04-15,96.25,25.99,67.26
2026-04-16,95.95,25.92,67.0
2026-04-17,96.67,26.09,67.51
2026-04-20,96.59,26.07,67.49
2026-04-21,96.13,25.86,67.17
2026-04-22,96.38,25.85,67.31
2026-04-23,95.93,25.68,67.08
2026-04-24,96.2,25.74,67.2
2026-04-27,96.03,25.68,67.07
2026-04-28,95.95,25.64,66.99
2026-04-29,95.5,25.41,66.75
2026-04-30,95.8,25.56,66.93
2026-05-01,95.57,25.42,66.71
2026-05-04,95.08,25.27,66.4
2026-05-05,95.52,25.36,66.68
2026-05-06,96.27,25.63,67.16
2026-05-07,95.9,25.63,66.94
2026-05-08,96.15,25.71,67.08
2026-05-11,95.97,25.62,66.96
2026-05-12,95.72,25.52,66.76
2026-05-13,95.54,25.51,66.6
2026-05-14,95.54,25.47,66.61
2026-05-15,94.71,25.21,66.14
2026-05-18,94.62,25.26,66.04
2026-05-19,94.25,25.08,65.75
2026-05-20,94.92,25.28,66.18
2026-05-21,94.99,25.33,66.22
2026-05-22,95.17,25.34,66.31
2026-05-26,95.64,25.47,66.64
2026-05-27,95.98,25.47,66.89
2026-05-28,96.23,25.56,67.09
2026-05-29,96.43,25.62,67.25
2026-06-01,96.01,25.51,66.87
2026-06-02,96.26,25.54,67.04
2026-06-03,95.9,25.4,66.83
2026-06-04,96.1,25.43,66.99
2026-06-05,95.4,25.15,66.56
2026-06-08,95.28,25.11,66.44
2026-06-09,95.67,25.22,66.67
2026-06-10,95.35,25.19,66.44
2026-06-11,96.27,25.45,67.07
2026-06-12,96.36,25.52,67.18
2026-06-15,96.71,25.75,67.37
2026-06-16,96.67,25.81,67.39
2026-06-17,96.28,25.59,67.12
2026-06-18,96.73,25.58,67.44
2026-06-22,96.4,25.56,67.19
2026-06-23,96.26,25.41,67.08
2026-06-24,96.57,25.37,67.29
2026-06-25,96.56,25.45,67.29
2026-06-26,96.54,25.53,67.24
2026-06-29,96.82,25.59,67.48
2026-06-30,96.44,25.56,67.24
2026-07-01,96.02,25.35,66.87
2026-07-02,96.2,25.46,67.0
2026-07-06,96.35,25.59,67.05
2026-07-07,95.94,25.48,66.68
2026-07-08,95.79,25.39,66.62
2026-07-09,95.96,25.44,66.7
2026-07-10,95.99,25.55,66.8
2026-07-13,95.38,25.39,66.39
2026-07-14,95.57,25.48,66.51
2026-07-15,95.73,25.54,66.6
2026-07-16,95.59,25.45,66.56
2026-07-17,95.53,25.36,66.48
2026-07-20,95.37,25.37,66.36
2026-07-21,95.38,25.37,66.3
2026-07-22,95.09,25.35,66.12
2026-07-23,94.53,25.15,65.72
2026-07-24,94.64,25.21,65.85
2026-07-27,94.96,25.29,66.02
2026-07-28,95.19,25.36,66.13
2026-07-29,94.56,25.31,65.74
2026-07-30,94.79,25.51,65.87
2026-07-31,94.66,25.47,65.84
2026-08-03,94.75,25.38,65.81
2026-08-04,95.22,25.52,66.13
2026-08-05,95.17,25.59,66.16
2026-08-06,94.95,25.55,66.03
2026-08-07,95.24,25.72,66.21
2026-08-10,94.84,25.62,65.96
2026-08-11,94.83,25.59,65.94
2026-08-12,94.94,25.59,65.99
2026-08-13,95.36,25.65,66.28
2026-08-14,95.05,25.64,66.13
2026-08-17,94.7,25.63,65.9
2026-08-18,94.64,25.59,65.83
2026-08-19,95.11,25.81,66.11
2026-08-20,94.67,25.72,65.88
2026-08-21,94.72,25.85,65.91
2026-08-24,94.85,25.82,65.99
2026-08-25,95.38,25.91,66.31
