date,ANGL,BNDX,BWX,CMF,CWB,EMB,FALN,IAGG,ICVT,IGOV,PFF,PFFD,VTEC,VWOB
2025-11-12,29.39,49.71,22.65,57.53,91.41,96.5,27.41,51.79,101.38,42.31,31.13,19.14,100.41,67.78
2025-11-13,29.21,49.59,22.71,57.46,89.02,96.03,27.26,51.69,98.64,42.29,30.84,18.93,100.31,67.53
2025-11-14,29.21,49.46,22.6,57.35,88.49,95.97,27.23,51.63,98.1,42.18,30.89,18.93,100.16,67.47
2025-11-17,29.13,49.5,22.58,57.42,88.09,95.99,27.11,51.64,97.65,42.04,30.64,18.8,100.33,67.51
2025-11-18,29.14,49.5,22.5,57.54,88.13,95.96,27.16,51.64,97.6,41.95,30.62,18.74,100.43,67.48
2025-11-19,29.16,49.45,22.37,57.48,88.25,96.12,27.19,51.56,97.73,41.66,30.49,18.73,100.37,67.54
2025-11-20,29.16,49.46,22.32,57.52,86.48,95.89,27.18,51.58,95.81,41.62,30.31,18.57,100.41,67.43
2025-11-21,29.25,49.56,22.37,57.54,86.73,96.15,27.29,51.63,95.87,41.76,30.47,18.68,100.38,67.55
2025-11-24,29.34,49.52,22.4,57.58,88.46,96.35,27.37,51.66,97.89,41.78,30.59,18.66,100.53,67.71
2025-11-25,29.51,49.65,22.52,57.61,88.83,96.6,27.55,51.75,98.55,42.01,30.77,18.84,100.53,67.81
2025-11-26,29.55,49.67,22.53,57.7,89.89,96.7,27.58,51.78,99.57,42.13,30.92,18.93,100.69,67.92
2025-11-28,29.43,49.65,22.56,57.65,90.57,96.73,27.57,51.76,100.35,42.1,30.95,18.96,100.6,67.93
2025-12-01,29.37,49.39,22.44,57.42,89.98,96.02,27.4,51.62,99.47,41.96,30.65,18.78,100.18,67.36
2025-12-02,29.46,49.41,22.46,57.38,89.68,96.42,27.47,51.65,99.0,42.08,30.83,18.88,100.12,67.61
2025-12-03,29.5,49.44,22.55,57.39,90.0,96.54,27.5,51.65,99.49,42.2,30.88,18.94,100.25,67.74
2025-12-04,29.48,49.39,22.48,57.4,90.68,96.46,27.49,51.59,100.3,42.1,30.79,18.86,100.17,67.63
2025-12-05,29.43,49.32,22.51,57.38,90.65,96.33,27.47,51.55,100.0,42.04,30.87,18.91,100.12,67.53
2025-12-08,29.39,49.2,22.44,57.33,90.74,95.93,27.41,51.47,100.17,41.88,30.87,18.92,100.07,67.29
2025-12-09,29.38,49.24,22.41,57.34,90.8,95.85,27.38,51.46,100.23,41.82,30.87,18.97,100.06,67.25
2025-12-10,29.49,49.23,22.51,57.36,91.02,96.24,27.48,51.46,100.26,42.1,31.07,19.07,100.06,67.48
2025-12-11,29.49,49.22,22.53,57.36,91.41,96.31,27.48,51.52,100.79,42.22,31.15,19.13,100.08,67.5
2025-12-12,29.4,49.19,22.51,57.33,90.26,96.26,27.39,51.48,99.53,42.15,31.02,19.01,99.98,67.5
2025-12-15,29.43,49.24,22.59,57.35,89.16,96.39,27.37,51.53,98.45,42.24,31.04,19.05,100.07,67.6
2025-12-16,29.44,49.3,22.62,57.4,89.05,96.65,27.39,51.56,98.21,42.28,31.07,19.07,100.09,67.72
2025-12-17,29.39,49.3,22.51,57.39,88.08,96.28,27.34,51.52,97.2,42.15,31.04,19.01,100.14,67.5
2025-12-18,29.46,48.34,22.47,57.43,88.73,96.7,27.41,51.6,98.16,42.18,31.15,19.1,100.14,67.45
2025-12-19,29.43,48.23,22.35,57.31,90.23,96.27,27.25,49.95,99.43,41.37,31.14,19.12,100.19,67.4
2025-12-22,29.42,48.23,22.42,57.33,90.98,96.31,27.24,49.94,100.22,41.54,31.15,19.14,100.27,67.42
2025-12-23,29.44,48.33,22.54,57.39,90.6,96.26,27.25,50.01,99.88,41.81,31.05,19.07,100.39,67.42
2025-12-24,29.49,48.42,22.62,57.4,90.74,96.55,27.31,50.12,99.87,41.83,31.1,19.1,100.16,67.59
2025-12-26,29.51,48.42,22.6,57.36,90.42,96.54,27.3,50.16,99.65,41.88,31.06,19.1,100.15,67.56
2025-12-29,29.37,48.37,22.59,57.41,89.98,96.59,27.31,50.13,99.18,41.89,31.0,19.06,100.15,67.65
2025-12-30,29.38,48.38,22.56,57.43,89.64,96.47,27.34,50.08,98.86,41.77,31.06,18.95,100.18,67.56
2025-12-31,29.37,48.32,22.53,57.46,89.2,96.28,27.3,50.01,98.5,41.66,30.96,18.91,100.26,67.43
2026-01-02,29.4,48.31,22.48,57.5,90.55,96.3,27.33,50.05,100.03,41.6,31.27,19.14,100.3,67.45
2026-01-05,29.48,48.38,22.52,57.56,91.53,96.45,27.41,50.09,100.93,41.73,31.33,19.19,100.41,67.53
2026-01-06,29.53,48.44,22.48,57.62,92.69,96.35,27.45,50.16,102.18,41.69,31.45,19.26,100.48,67.47
2026-01-07,29.52,48.53,22.49,57.72,92.1,96.16,27.46,50.22,101.62,41.7,31.41,19.26,100.68,67.37
2026-01-08,29.55,48.53,22.45,57.69,91.83,96.01,27.49,50.21,101.2,41.57,31.38,19.29,100.67,67.29
2026-01-09,29.57,48.54,22.39,57.78,92.3,96.36,27.52,50.25,101.65,41.55,31.57,19.34,100.7,67.43
2026-01-12,29.55,48.58,22.44,57.78,93.13,96.28,27.54,50.28,102.63,41.69,31.62,19.35,100.8,67.39
2026-01-13,29.56,48.54,22.33,57.79,93.34,96.16,27.51,50.23,102.88,41.54,31.64,19.45,100.82,67.37
2026-01-14,29.58,48.61,22.4,57.83,93.42,96.36,27.54,50.27,102.73,41.65,31.74,19.49,100.92,67.48
2026-01-15,29.57,48.59,22.32,57.87,93.62,96.4,27.53,50.25,103.12,41.52,31.82,19.52,100.91,67.5
2026-01-16,29.58,48.54,22.34,57.85,93.89,96.21,27.53,50.23,103.52,41.51,31.78,19.47,100.9,67.41
2026-01-20,29.49,48.39,22.33,57.6,93.11,95.73,27.45,50.12,102.81,41.64,31.61,19.38,100.61,67.1
2026-01-21,29.61,48.43,22.32,57.76,93.84,96.5,27.57,50.17,103.55,41.63,31.85,19.53,100.7,67.55
2026-01-22,29.62,48.47,22.46,57.74,94.22,96.48,27.57,50.19,103.93,41.86,31.94,19.6,100.64,67.57
2026-01-23,29.59,48.45,22.64,57.74,93.89,96.72,27.54,50.16,103.78,42.14,31.91,19.57,100.66,67.72
2026-01-26,29.6,48.53,22.81,57.79,93.7,96.82,27.55,50.23,103.64,42.41,31.88,19.58,100.75,67.77
2026-01-27,29.61,48.52,23.04,57.78,94.91,96.78,27.59,50.22,105.0,42.91,31.84,19.56,100.79,67.74
2026-01-28,29.59,48.51,22.99,57.82,95.73,96.66,27.57,50.27,105.91,42.73,31.81,19.51,100.86,67.67
2026-01-29,29.58,48.67,22.99,57.83,94.82,96.67,27.58,50.32,105.08,42.84,31.69,19.44,100.85,67.73
2026-01-30,29.59,48.57,22.84,57.9,93.4,96.58,27.57,50.3,103.52,42.41,31.69,19.42,100.96,67.66
2026-02-02,29.46,48.43,22.69,57.75,93.82,96.14,27.45,50.18,103.98,42.22,31.46,19.29,100.75,67.29
2026-02-03,29.45,48.41,22.7,57.79,93.85,96.16,27.45,50.16,104.31,42.38,31.34,19.24,100.81,67.28
2026-02-04,29.44,48.48,22.64,57.83,92.81,96.2,27.43,50.14,102.8,42.27,31.44,19.26,100.9,67.23
2026-02-05,29.41,48.54,22.64,57.92,91.26,96.44,27.4,50.22,101.29,42.18,31.16,19.12,101.04,67.48
2026-02-06,29.5,48.55,22.68,57.93,93.95,96.69,27.45,50.23,104.41,42.36,31.47,19.27,101.03,67.58
2026-02-09,29.55,48.57,22.83,57.96,95.02,96.72,27.51,50.25,105.17,42.7,31.51,19.3,101.09,67.62
2026-02-10,29.58,48.68,22.93,58.05,94.59,96.97,27.53,50.31,104.68,42.79,31.52,19.31,101.16,67.83
2026-02-11,29.62,48.69,22.97,58.0,94.5,96.98,27.53,50.38,104.4,42.86,31.58,19.38,101.11,67.83
2026-02-12,29.66,48.8,23.04,58.11,93.91,97.25,27.56,50.47,103.84,42.88,31.48,19.23,101.29,68.05
2026-02-13,29.7,48.81,23.08,58.16,94.51,97.42,27.59,50.52,104.73,42.94,31.69,19.42,101.41,68.15
2026-02-17,29.67,48.9,23.07,58.18,94.78,97.62,27.57,50.58,104.81,42.97,31.83,19.47,101.47,68.31
2026-02-18,29.71,48.9,22.93,58.16,94.91,97.66,27.63,50.56,105.1,42.67,31.78,19.48,101.47,68.34
2026-02-19,29.75,48.93,22.92,58.18,94.98,97.55,27.65,50.6,105.26,42.67,31.71,19.39,101.46,68.26
2026-02-20,29.75,48.98,22.93,58.22,94.64,97.65,27.64,50.66,105.05,42.77,31.7,19.4,101.55,68.3
2026-02-23,29.7,49.07,23.05,58.24,94.13,97.71,27.6,50.72,104.37,42.82,31.5,19.31,101.62,68.37
2026-02-24,29.7,49.09,22.99,58.28,94.91,97.65,27.59,50.72,104.9,42.74,31.69,19.46,101.7,68.28
2026-02-25,29.71,49.03,22.98,58.33,95.62,97.74,27.62,50.69,105.69,42.81,31.71,19.42,101.69,68.35
2026-02-26,29.71,49.11,23.03,58.37,95.07,97.68,27.64,50.74,105.39,42.86,31.63,19.36,101.76,68.33
2026-02-27,29.63,49.2,23.03,58.41,94.38,97.73,27.57,50.86,104.78,42.99,31.41,19.25,101.83,68.35
2026-03-02,29.5,48.93,22.72,58.09,94.74,96.99,27.37,50.66,105.61,42.49,31.46,19.19,101.34,67.72
2026-03-03,29.32,48.83,22.49,57.77,93.08,96.55,27.23,50.6,103.31,42.13,31.28,19.04,100.82,67.45
2026-03-04,29.41,48.77,22.57,57.82,93.99,96.87,27.33,50.6,104.42,42.22,31.42,19.12,100.81,67.61
2026-03-05,29.23,48.58,22.4,57.78,93.04,96.38,27.19,50.41,103.31,41.88,31.29,19.02,100.74,67.39
2026-03-06,29.05,48.44,22.36,57.73,91.34,95.75,26.98,50.34,101.28,41.83,31.12,18.9,100.73,66.94
2026-03-09,29.17,48.51,22.41,57.73,92.87,95.96,27.12,50.37,103.18,41.84,31.17,18.91,100.65,67.08
2026-03-10,29.12,48.47,22.39,57.61,93.01,95.95,27.06,50.31,103.5,41.85,31.15,18.92,100.55,67.09
2026-03-11,29.02,48.25,22.28,57.49,93.45,95.64,26.96,50.15,104.1,41.52,31.04,18.83,100.25,66.94
2026-03-12,28.82,48.08,22.07,57.24,92.03,94.84,26.75,50.02,102.03,41.21,30.85,18.67,99.87,66.41
2026-03-13,28.72,48.0,21.9,57.44,92.05,94.38,26.66,49.96,102.4,40.8,30.67,18.57,100.17,65.99
2026-03-16,28.79,48.22,22.09,57.5,93.22,94.75,26.76,50.13,103.76,41.24,30.75,18.64,100.23,66.29
2026-03-17,28.9,48.3,22.16,57.51,93.91,95.1,26.88,50.14,104.42,41.44,30.9,18.72,100.24,66.55
2026-03-18,28.75,48.11,21.97,57.39,93.63,94.36,26.7,50.04,104.23,41.04,30.67,18.6,100.09,66.01
2026-03-19,28.8,48.13,22.19,57.3,94.11,94.63,26.78,50.08,104.79,41.49,30.71,18.59,99.93,66.14
2026-03-20,28.46,47.81,21.92,56.8,91.98,93.15,26.46,49.74,102.46,40.95,30.27,18.3,99.14,65.2
2026-03-23,28.67,48.01,22.12,57.01,92.72,94.06,26.68,49.95,103.16,41.26,30.45,18.46,99.34,65.7
2026-03-24,28.59,47.83,21.98,56.57,92.97,93.58,26.62,49.76,103.66,41.07,30.44,18.5,98.8,65.44
2026-03-25,28.73,48.08,22.04,56.72,93.49,94.43,26.74,50.01,104.32,41.22,30.61,18.59,98.98,66.01
2026-03-26,28.51,47.74,21.8,56.61,91.43,93.46,26.54,49.76,102.0,40.69,30.38,18.43,98.73,65.33
2026-03-27,28.41,47.66,21.73,56.57,89.81,92.95,26.41,49.68,100.84,40.54,30.16,18.31,98.67,65.0
2026-03-30,28.42,47.79,21.72,56.72,89.04,93.11,26.45,49.81,99.15,40.56,30.12,18.24,98.83,65.13
2026-03-31,28.72,48.05,21.95,56.86,91.52,93.93,26.72,50.04,101.79,41.06,30.32,18.4,99.08,65.69
2026-04-01,28.73,48.01,21.96,56.88,92.47,93.86,26.73,49.86,102.82,41.16,30.38,18.39,99.11,65.6
2026-04-02,28.81,47.96,21.88,56.97,93.3,93.97,26.79,49.83,103.89,40.99,30.43,18.42,99.34,65.72
2026-04-06,28.89,47.88,21.86,56.94,93.22,93.94,26.84,49.79,103.94,40.89,30.5,18.47,99.25,65.72
2026-04-07,28.94,47.91,21.93,56.98,93.84,93.99,26.88,49.81,104.53,41.1,30.47,18.53,99.4,65.81
2026-04-08,29.14,48.28,22.25,57.21,96.39,95.11,27.08,50.13,107.39,41.68,30.74,18.66,99.73,66.38
2026-04-09,29.19,48.13,22.22,57.3,96.51,95.51,27.13,50.03,107.56,41.7,30.84,18.77,99.92,66.68
2026-04-10,29.13,48.0,22.17,57.25,96.5,95.5,27.04,49.92,107.64,41.62,30.79,18.73,99.86,66.69
2026-04-13,29.23,48.04,22.21,57.34,97.88,96.03,27.14,49.91,108.59,41.69,30.99,18.83,100.01,67.04
2026-04-14,29.34,48.22,22.38,57.37,98.84,96.46,27.26,50.05,109.8,41.98,31.25,18.93,100.06,67.32
2026-04-15,29.32,48.12,22.34,57.27,99.03,96.25,27.23,49.96,110.31,41.97,31.36,19.0,99.96,67.26
2026-04-16,29.28,48.09,22.27,57.32,100.14,95.95,27.17,49.97,111.2,41.86,31.33,18.91,99.97,67.0
2026-04-17,29.4,48.33,22.42,57.46,100.51,96.67,27.29,50.21,112.06,42.13,31.46,18.96,100.2,67.51
2026-04-20,29.36,48.27,22.45,57.47,100.89,96.59,27.26,50.15,112.35,42.11,31.44,19.01,100.26,67.49
2026-04-21,29.28,48.1,22.24,57.42,99.9,96.13,27.18,49.97,111.32,41.76,31.24,18.89,100.17,67.17
2026-04-22,29.33,48.18,22.25,57.44,101.0,96.38,27.23,50.07,112.33,41.73,31.51,19.04,100.21,67.31
2026-04-23,29.29,48.09,22.17,57.48,100.92,95.93,27.18,49.96,112.01,41.65,31.49,19.07,100.19,67.08
2026-04-24,29.29,48.17,22.25,57.48,100.78,96.2,27.2,50.09,112.19,41.83,31.52,19.12,100.25,67.2
2026-04-27,29.3,48.05,22.19,57.48,100.71,96.03,27.22,49.93,111.95,41.71,31.49,19.07,100.23,67.07
2026-04-28,29.27,48.0,22.13,57.42,99.17,95.95,27.2,49.87,110.1,41.6,31.29,19.0,100.1,66.99
2026-04-29,29.17,47.86,21.98,57.28,99.75,95.5,27.07,49.79,111.18,41.31,31.17,18.92,99.92,66.75
2026-04-30,29.26,48.05,22.27,57.31,101.04,95.8,27.14,49.91,112.71,41.88,31.45,19.09,99.98,66.93
2026-05-01,29.14,47.97,22.23,57.14,101.87,95.57,27.04,49.94,113.59,41.82,31.41,19.0,99.69,66.71
2026-05-04,29.04,47.84,22.13,57.11,102.42,95.08,26.95,49.84,114.62,41.63,31.26,18.91,99.59,66.4
2026-05-05,29.11,47.89,22.13,57.12,103.9,95.52,27.03,49.87,115.91,41.78,31.45,18.95,99.63,66.68
2026-05-06,29.21,48.16,22.34,57.24,105.65,96.27,27.12,50.12,118.29,42.18,31.61,19.08,99.77,67.16
2026-05-07,29.08,48.08,22.31,57.23,104.28,95.9,27.04,50.04,116.45,42.06,31.52,19.0,99.74,66.94
2026-05-08,29.17,48.14,22.39,57.27,104.68,96.15,27.13,50.16,116.76,42.27,31.72,19.14,99.75,67.08
2026-05-11,29.09,47.98,22.29,57.24,106.0,95.97,27.04,50.0,118.47,42.07,31.68,19.06,99.7,66.96
2026-05-12,29.02,47.81,22.14,57.12,104.81,95.72,26.98,49.88,116.96,41.71,31.57,19.08,99.58,66.76
2026-05-13,29.01,47.9,22.11,57.02,106.04,95.54,26.96,49.93,118.62,41.74,31.58,19.03,99.44,66.6
2026-05-14,29.01,47.97,22.05,57.04,106.57,95.54,26.96,49.92,119.18,41.52,31.6,19.05,99.41,66.61
2026-05-15,28.82,47.57,21.81,56.79,104.5,94.71,26.8,49.68,117.19,41.01,31.23,18.84,98.99,66.14
2026-05-18,28.84,47.7,21.9,56.8,102.86,94.62,26.82,49.79,115.36,41.27,31.16,18.82,98.93,66.04
2026-05-19,28.75,47.59,21.74,56.66,102.44,94.25,26.73,49.68,114.64,41.03,30.97,18.7,98.67,65.75
2026-05-20,28.92,47.92,21.95,56.75,103.11,94.92,26.93,49.97,115.57,41.42,31.11,18.81,98.96,66.18
2026-05-21,29.0,47.98,21.94,56.77,105.37,94.99,26.98,50.01,117.99,41.43,31.13,18.81,98.97,66.22
2026-05-22,29.03,48.06,21.93,56.84,105.65,95.17,27.02,50.04,118.38,41.43,31.24,18.82,99.08,66.31
2026-05-26,29.11,48.23,22.04,57.08,106.75,95.64,27.06,50.19,119.9,41.68,31.34,18.9,99.49,66.64
2026-05-27,29.12,48.22,22.04,57.14,106.91,95.98,27.08,50.2,119.94,41.68,31.39,18.95,99.66,66.89
2026-05-28,29.14,48.26,22.11,57.25,107.72,96.23,27.11,50.23,120.41,41.93,31.5,19.0,99.83,67.09
2026-05-29,29.23,48.33,22.17,57.35,108.1,96.43,27.2,50.27,120.68,41.98,31.56,19.02,100.05,67.25
2026-06-01,29.06,48.11,22.03,57.24,109.43,96.01,27.04,50.23,122.63,41.77,31.4,18.94,99.84,66.87
2026-06-02,29.09,48.2,22.02,57.33,110.74,96.26,27.04,50.27,123.9,41.8,31.44,18.95,100.0,67.04
2026-06-03,29.03,48.03,21.89,57.31,109.46,95.9,26.98,50.17,122.7,41.45,31.23,18.84,99.95,66.83
2026-06-04,29.09,48.08,21.93,57.38,109.66,96.1,27.03,50.22,122.8,41.54,31.25,18.9,100.0,66.99
2026-06-05,28.94,48.01,21.74,57.28,105.23,95.4,26.89,50.14,117.65,41.17,30.91,18.75,99.87,66.56
2026-06-08,28.95,47.95,21.7,57.29,105.56,95.28,26.91,50.07,118.25,41.08,30.97,18.69,99.92,66.44
2026-06-09,29.0,47.99,21.78,57.37,104.68,95.67,26.97,50.14,117.37,41.15,30.89,18.66,100.0,66.67
2026-06-10,28.92,47.9,21.72,57.22,103.36,95.35,26.89,50.08,115.55,41.08,30.77,18.61,99.83,66.44
2026-06-11,29.11,48.18,21.94,57.33,105.62,96.27,27.08,50.31,118.15,41.5,31.02,18.77,99.96,67.07
2026-06-12,29.12,48.26,21.94,57.31,106.88,96.36,27.09,50.32,119.75,41.49,31.07,18.82,99.96,67.18
2026-06-15,29.18,48.27,22.0,57.38,109.77,96.71,27.15,50.39,123.18,41.58,31.3,18.93,100.07,67.37
2026-06-16,29.18,48.33,22.06,57.4,109.48,96.67,27.17,50.46,122.76,41.72,31.19,18.94,100.09,67.39
2026-06-17,29.09,48.31,21.87,57.33,109.54,96.28,27.1,50.43,122.97,41.33,31.09,18.84,100.0,67.12
2026-06-18,29.18,48.35,21.82,57.5,110.58,96.73,27.19,50.53,124.25,41.2,31.23,18.89,100.24,67.44
2026-06-22,29.17,48.27,21.72,57.49,110.42,96.4,27.16,50.45,124.27,41.02,30.84,18.74,100.28,67.19
2026-06-23,29.15,48.38,21.67,57.45,108.24,96.26,27.16,50.46,121.85,40.91,30.78,18.74,100.24,67.08
2026-06-24,29.19,48.5,21.66,57.51,107.13,96.57,27.18,50.58,120.56,40.97,30.68,18.68,100.34,67.29
2026-06-25,29.24,48.49,21.68,57.55,107.52,96.56,27.22,50.6,121.04,41.0,30.44,18.65,100.43,67.29
2026-06-26,29.22,48.51,21.73,57.6,105.5,96.54,27.19,50.6,118.81,41.04,30.36,18.64,100.5,67.24
2026-06-29,29.25,48.52,21.75,57.65,107.14,96.82,27.23,50.61,120.81,41.16,30.61,18.68,100.61,67.48
2026-06-30,29.24,48.43,21.68,57.64,107.82,96.44,27.24,50.6,121.74,41.03,30.49,18.69,100.6,67.24
2026-07-01,29.11,48.27,21.59,57.51,105.85,96.02,27.12,50.16,119.43,40.9,30.47,18.61,100.3,66.87
2026-07-02,29.16,48.24,21.68,57.58,104.38,96.2,27.17,50.13,117.43,41.04,30.48,18.58,100.39,67.0
2026-07-06,29.18,48.22,21.67,57.58,105.33,96.35,27.21,50.11,118.19,40.97,30.74,18.79,100.43,67.05
2026-07-07,29.14,48.02,21.55,57.48,103.85,95.94,27.15,49.94,116.3,40.75,30.51,18.65,100.23,66.68
2026-07-08,29.05,47.83,21.5,57.33,104.65,95.79,27.1,49.81,117.08,40.66,30.45,18.56,100.01,66.62
2026-07-09,29.09,48.02,21.52,57.36,105.62,95.96,27.12,49.9,118.56,40.75,30.56,18.68,100.05,66.7
2026-07-10,29.03,48.08,21.59,57.35,105.24,95.99,27.09,49.99,117.92,40.84,30.54,18.65,100.09,66.8
2026-07-13,28.96,47.89,21.45,57.33,103.86,95.38,27.0,49.82,116.38,40.58,30.35,18.55,99.97,66.39
2026-07-14,29.03,47.96,21.59,57.34,104.14,95.57,27.07,49.91,116.57,40.8,30.51,18.57,100.02,66.51
2026-07-15,29.07,48.03,21.66,57.25,103.59,95.73,27.14,49.96,116.0,41.0,30.62,18.65,99.85,66.6
2026-07-16,29.06,47.96,21.59,57.12,101.54,95.59,27.12,49.89,113.65,40.85,30.37,18.57,99.69,66.56
2026-07-17,29.05,47.93,21.56,57.11,101.49,95.53,27.12,49.85,113.74,40.77,30.35,18.59,99.63,66.48
2026-07-20,29.03,47.82,21.51,57.06,101.82,95.37,27.07,49.8,114.16,40.68,30.32,18.5,99.52,66.36
2026-07-21,28.99,47.83,21.46,57.0,103.69,95.38,27.04,49.78,116.72,40.58,30.32,18.52,99.39,66.3
2026-07-22,28.94,47.8,21.46,56.81,104.0,95.09,26.98,49.75,116.51,40.55,30.45,18.55,99.08,66.12
2026-07-23,28.82,47.71,21.36,56.47,103.17,94.53,26.86,49.72,115.9,40.35,30.14,18.39,98.44,65.72
2026-07-24,28.82,47.8,21.4,56.52,101.48,94.64,26.87,49.75,113.75,40.44,30.16,18.36,98.59,65.85
2026-07-27,28.89,47.92,21.44,56.67,101.34,94.96,26.89,49.83,113.44,40.55,30.28,18.45,98.77,66.02
2026-07-28,28.92,47.99,21.47,56.74,100.31,95.19,26.95,49.93,111.86,40.66,30.36,18.49,98.87,66.13
2026-07-29,28.84,47.81,21.5,56.59,98.39,94.56,26.86,49.77,109.68,40.68,30.1,18.34,98.86,65.74
2026-07-30,28.93,47.88,21.77,56.56,101.49,94.79,26.95,49.83,113.38,41.15,30.44,18.52,98.72,65.87
2026-07-31,28.92,47.77,21.72,56.53,101.85,94.66,26.92,49.75,113.23,41.01,30.47,18.52,98.66,65.84
2026-08-03,28.85,47.84,21.77,56.37,103.3,94.75,26.87,49.9,115.11,41.24,30.62,18.61,98.45,65.81
2026-08-04,28.97,47.97,21.88,56.59,105.35,95.22,26.98,50.03,117.12,41.38,30.73,18.67,98.79,66.13
2026-08-05,28.97,47.99,21.91,56.68,104.34,95.17,26.98,50.05,116.09,41.46,30.74,18.62,98.89,66.16
2026-08-06,28.95,47.89,21.86,56.66,102.88,94.95,26.93,49.96,114.55,41.27,30.52,18.51,98.86,66.03
2026-08-07,29.02,47.95,21.99,56.83,103.86,95.24,26.99,50.03,115.71,41.45,30.64,18.6,99.14,66.21
2026-08-10,28.96,47.79,21.79,56.79,103.61,94.84,26.99,49.9,115.14,41.19,30.57,18.56,99.1,65.96
2026-08-11,28.96,47.82,21.83,56.83,103.67,94.83,27.0,49.91,115.41,41.24,30.59,18.57,99.17,65.94
2026-08-12,29.03,47.82,21.84,56.85,105.9,94.94,27.02,49.91,118.3,41.19,30.77,18.65,99.21,65.99
2026-08-13,29.09,47.91,21.83,56.93,106.4,95.36,27.12,49.99,118.53,41.29,30.89,18.72,99.35,66.28
2026-08-14,29.04,47.72,21.78,56.81,106.6,95.05,27.07,49.87,119.02,41.2,30.84,18.66,99.15,66.13
2026-08-17,29.0,47.65,21.77,56.65,106.5,94.7,27.02,49.78,119.12,41.22,30.63,18.53,98.85,65.9
2026-08-18,28.99,47.59,21.74,56.53,104.45,94.64,26.98,49.78,116.42,41.11,30.45,18.41,98.6,65.83
2026-08-19,29.07,47.74,21.98,56.65,103.73,95.11,27.07,49.84,115.84,41.53,30.59,18.48,98.84,66.11
2026-08-20,28.99,47.65,21.93,56.58,103.57,94.67,27.0,49.79,115.62,41.46,30.45,18.42,98.62,65.88
2026-08-21,29.0,47.65,21.96,56.51,103.69,94.72,27.0,49.77,115.86,41.49,30.46,18.39,98.55,65.91
2026-08-24,29.03,47.68,21.95,56.52,102.66,94.85,27.03,49.81,114.72,41.47,30.51,18.4,98.63,65.99
2026-08-25,29.11,47.91,22.04,56.56,103.68,95.38,27.12,49.98,115.84,41.72,30.68,18.5,98.63,66.31
2026-08-26,29.1,47.78,21.93,56.49,103.75,95.31,27.09,49.85,115.5,41.49,30.69,18.51,98.5,66.24
2026-08-27,29.1,47.7,21.91,56.41,104.04,95.13,27.09,49.78,116.17,41.42,30.64,18.48,98.4,66.2
2026-08-28,29.03,47.6,21.8,56.27,102.46,94.89,27.03,49.74,114.25,41.2,30.54,18.41,98.31,66.01
2026-08-31,29.01,47.55,21.82,56.19,102.19,94.77,27.01,49.72,113.84,41.21,30.44,18.32,98.13,65.94
2026-09-01,28.72,47.27,21.65,55.75,100.95,94.09,26.77,49.58,112.39,40.92,30.1,18.11,97.46,65.43
2026-09-02,28.77,47.25,21.72,55.73,101.31,94.15,26.8,49.59,112.82,41.09,30.2,18.14,97.42,65.45
2026-09-03,28.81,47.4,21.94,55.74,102.46,94.45,26.82,49.68,114.03,41.35,30.36,18.23,97.26,65.62
2026-09-04,28.8,47.45,21.93,55.7,102.95,94.47,26.81,49.74,114.78,41.38,30.36,18.26,97.28,65.67
2026-09-08,28.79,47.39,22.01,55.75,104.13,94.36,26.76,49.68,116.09,41.43,30.39,18.29,97.22,65.56
2026-09-09,28.73,47.23,21.97,55.45,103.38,94.17,26.7,49.55,115.56,41.25,30.18,18.17,96.78,65.38
2026-09-10,28.55,46.97,21.77,55.09,101.98,93.41,26.52,49.35,113.94,40.93,29.97,18.01,96.13,64.92
2026-09-11,28.51,46.99,21.77,55.34,102.65,93.34,26.52,49.41,114.16,40.92,30.15,18.12,96.39,64.88
2026-09-14,28.47,46.93,21.67,55.3,101.24,93.22,26.46,49.38,112.68,40.72,29.94,17.96,96.39,64.72
2026-09-15,28.41,46.87,21.56,55.14,100.32,92.99,26.39,49.3,111.66,40.61,29.83,17.91,96.05,64.58
2026-09-16,28.44,46.97,21.47,55.11,100.4,93.06,26.44,49.35,112.0,40.34,29.9,17.96,96.06,64.67
2026-09-17,28.57,47.11,21.58,55.26,101.56,93.66,26.57,49.49,113.09,40.56,30.13,18.06,96.33,65.08
2026-09-18,28.49,47.05,21.48,55.09,101.69,93.38,26.48,49.45,113.45,40.53,30.0,18.02,96.08,64.91
2026-09-21,28.55,47.21,21.54,55.11,102.92,93.78,26.55,49.56,114.97,40.6,30.21,18.1,96.05,65.1
