date,ANGL,BNDX,BWX,CMF,CWB,EMB,FALN,IAGG,ICVT,IGOV,PFF,PFFD,VTEC,VWOB
2024-12-24,28.79,49.09,21.48,56.95,79.3,89.73,26.72,50.01,86.42,38.55,31.46,19.65,99.25,63.47
2024-12-26,28.88,49.12,21.49,57.11,79.44,89.64,26.79,50.04,86.61,38.61,31.41,19.6,99.24,63.42
2024-12-27,28.61,48.91,21.41,57.08,78.73,89.3,26.73,49.87,85.83,38.42,31.23,19.48,99.24,63.27
2024-12-30,28.62,49.07,21.46,57.34,78.17,89.21,26.72,49.96,85.1,38.49,31.42,19.47,99.48,63.31
2024-12-31,28.67,49.05,21.39,57.28,77.89,89.04,26.71,49.92,84.97,38.42,31.44,19.51,99.54,63.15
2025-01-02,28.68,49.09,21.27,57.36,78.0,89.34,26.79,49.96,85.02,38.19,31.82,19.78,99.65,63.32
2025-01-03,28.71,48.96,21.29,57.25,79.02,89.5,26.83,49.97,86.29,38.07,32.05,19.96,99.79,63.45
2025-01-06,28.75,48.96,21.31,57.3,79.53,89.54,26.87,49.96,86.82,38.29,31.97,19.92,99.76,63.52
2025-01-07,28.68,48.83,21.24,57.08,78.77,89.18,26.78,49.82,85.9,38.05,31.6,19.65,99.56,63.23
2025-01-08,28.69,48.74,21.14,56.96,78.48,89.25,26.83,49.75,85.58,37.94,31.49,19.56,99.33,63.3
2025-01-10,28.57,48.53,20.94,56.77,77.85,88.77,26.69,49.54,84.9,37.48,31.08,19.26,98.82,62.99
2025-01-13,28.55,48.51,20.96,56.59,77.55,88.64,26.64,49.51,84.61,37.39,30.93,19.17,98.45,62.87
2025-01-14,28.57,48.42,20.98,56.41,77.98,88.77,26.66,49.42,85.13,37.53,31.13,19.32,98.37,62.94
2025-01-15,28.81,48.72,21.16,56.48,78.9,89.79,26.87,49.69,85.87,37.89,31.71,19.74,98.59,63.6
2025-01-16,28.88,48.79,21.22,56.59,79.27,89.68,26.96,49.77,86.33,37.97,31.68,19.72,98.66,63.55
2025-01-17,28.9,48.9,21.17,56.78,79.9,89.85,26.99,49.87,87.04,37.86,31.75,19.81,98.77,63.65
2025-01-21,28.98,48.97,21.43,56.83,80.45,90.46,27.05,50.02,87.72,38.55,32.11,20.0,98.98,64.01
2025-01-22,28.93,48.93,21.43,56.87,80.33,90.21,26.99,49.95,87.57,38.51,31.99,19.92,99.06,63.86
2025-01-23,28.98,48.91,21.4,56.74,80.47,90.19,27.05,49.88,87.7,38.46,31.99,19.89,98.92,63.86
2025-01-24,29.03,48.88,21.5,56.8,80.54,90.34,27.1,49.94,87.72,38.71,32.08,19.99,98.94,63.96
2025-01-27,29.09,48.99,21.57,57.03,79.88,90.6,27.13,49.99,87.08,38.65,32.26,20.15,99.42,64.19
2025-01-28,29.05,48.99,21.5,56.99,80.08,90.56,27.09,49.97,87.45,38.58,32.04,19.96,99.52,64.11
2025-01-29,29.03,48.98,21.45,56.93,80.08,90.48,27.08,49.97,87.41,38.36,31.91,19.87,99.31,64.09
2025-01-30,29.08,49.12,21.52,57.03,80.64,90.86,27.12,50.1,88.03,38.52,32.1,19.99,99.5,64.33
2025-01-31,29.04,49.17,21.41,56.96,80.27,90.55,27.07,50.14,87.71,38.59,31.81,19.8,99.58,64.18
2025-02-03,28.85,49.22,21.38,56.75,79.92,90.25,26.9,50.3,87.27,38.49,31.45,19.56,99.3,63.9
2025-02-04,28.94,49.29,21.55,56.95,80.18,90.57,26.98,50.34,87.51,38.8,31.55,19.62,99.38,64.07
2025-02-05,29.02,49.38,21.68,57.07,80.33,91.08,27.07,50.41,87.76,38.99,31.8,19.76,99.86,64.39
2025-02-06,28.99,49.38,21.68,56.98,80.47,91.0,27.03,50.4,87.84,39.08,31.71,19.73,99.73,64.4
2025-02-07,28.88,49.31,21.59,56.93,80.46,90.65,26.91,50.34,87.82,38.76,31.55,19.64,99.56,64.2
2025-02-10,28.91,49.37,21.53,56.98,80.71,90.65,26.95,50.36,88.32,38.75,31.64,19.71,99.75,64.18
2025-02-11,28.88,49.2,21.54,56.92,80.32,90.25,26.95,50.25,87.9,38.77,31.61,19.69,99.5,63.94
2025-02-12,28.79,49.07,21.43,56.66,80.58,89.97,26.86,50.14,88.15,38.67,31.51,19.57,99.12,63.71
2025-02-13,28.92,49.28,21.71,56.84,81.06,90.71,26.99,50.35,88.61,39.12,31.7,19.74,99.47,64.16
2025-02-14,28.97,49.18,21.73,56.89,81.32,90.99,27.02,50.25,88.83,39.23,31.8,19.82,99.59,64.4
2025-02-18,28.94,49.05,21.62,56.82,81.58,90.6,27.0,50.1,89.27,38.96,31.74,19.77,99.42,64.15
2025-02-19,28.98,48.99,21.58,56.88,81.24,90.62,27.02,50.04,88.73,38.76,31.71,19.75,99.52,64.18
2025-02-20,28.98,48.97,21.74,56.94,80.88,90.79,27.04,50.07,88.51,39.11,31.65,19.74,99.65,64.26
2025-02-21,28.89,49.2,21.77,57.11,79.87,90.82,26.93,50.21,87.36,39.16,31.63,19.74,100.0,64.29
2025-02-24,28.9,49.09,21.76,57.06,79.3,90.91,26.93,50.14,86.68,38.97,31.69,19.77,99.87,64.36
2025-02-25,29.0,49.28,21.88,57.34,78.76,91.48,27.07,50.31,86.05,39.26,31.84,19.85,100.24,64.79
2025-02-26,29.05,49.38,21.86,57.43,79.18,91.78,27.11,50.37,86.54,39.34,31.83,19.86,100.37,64.94
2025-02-27,29.0,49.33,21.69,57.36,78.69,91.47,27.05,50.33,85.86,38.91,31.73,19.8,100.27,64.76
2025-02-28,29.07,49.5,21.67,57.46,79.14,92.03,27.14,50.43,86.28,38.86,31.85,19.86,100.47,65.14
2025-03-03,28.89,49.33,21.76,57.26,78.09,91.45,26.92,50.32,85.36,39.09,31.54,19.7,100.23,64.77
2025-03-04,28.88,48.93,21.83,57.11,77.83,91.31,26.95,50.05,85.12,39.15,31.32,19.56,99.98,64.59
2025-03-05,28.95,48.61,21.9,57.07,78.68,91.28,26.96,49.86,86.08,39.5,31.34,19.58,99.92,64.54
2025-03-06,28.81,48.49,21.91,56.9,77.57,90.74,26.87,49.77,84.84,39.41,31.22,19.5,99.49,64.24
2025-03-07,29.02,48.49,21.92,56.91,77.55,90.99,26.99,49.72,84.75,39.42,31.07,19.42,99.58,64.35
2025-03-10,29.03,48.5,21.9,56.97,75.99,90.87,26.98,49.76,83.18,39.43,30.87,19.31,99.62,64.37
2025-03-11,28.89,48.33,21.94,56.83,76.31,90.69,26.87,49.59,83.4,39.63,30.87,19.25,99.51,64.23
2025-03-12,28.92,48.41,21.91,56.66,76.55,90.67,26.86,49.64,83.67,39.56,31.0,19.32,99.17,64.23
2025-03-13,28.79,48.48,21.91,56.58,76.02,90.63,26.76,49.7,83.22,39.47,30.92,19.31,99.06,64.14
2025-03-14,28.89,48.46,21.91,56.55,77.21,90.72,26.83,49.69,84.35,39.42,31.12,19.43,98.98,64.17
2025-03-17,28.92,48.54,22.03,56.6,77.76,90.96,26.89,49.74,85.06,39.64,31.25,19.51,99.02,64.34
2025-03-18,28.9,48.57,22.01,56.59,77.33,90.93,26.82,49.78,84.63,39.79,31.2,19.5,99.05,64.35
2025-03-19,29.03,48.72,22.04,56.57,78.05,91.43,26.98,49.89,85.27,39.78,31.36,19.53,99.01,64.69
2025-03-20,28.97,48.69,21.96,56.6,77.86,91.25,26.94,49.84,85.1,39.57,31.32,19.52,99.03,64.6
2025-03-21,28.94,48.66,21.89,56.54,77.94,90.98,26.91,49.85,85.06,39.49,31.31,19.49,99.09,64.4
2025-03-24,29.03,48.61,21.8,56.45,78.82,90.92,27.0,49.82,85.89,39.61,31.37,19.47,98.79,64.35
2025-03-25,28.99,48.62,21.79,56.34,78.85,91.01,26.97,49.83,86.0,39.37,31.32,19.5,98.65,64.41
2025-03-26,28.89,48.62,21.72,56.07,78.16,90.49,26.87,49.84,85.21,39.16,31.1,19.31,98.28,64.11
2025-03-27,28.84,48.65,21.72,55.93,77.8,90.29,26.82,49.87,85.0,39.23,31.02,19.23,97.93,63.97
2025-03-28,28.83,48.82,21.85,56.14,76.93,90.39,26.78,49.98,83.96,39.49,30.85,19.13,98.38,64.06
2025-03-31,28.86,48.82,21.86,56.28,76.62,90.59,26.79,49.99,83.61,39.42,30.73,19.04,98.4,64.2
2025-04-01,28.74,48.83,21.87,56.27,76.78,90.48,26.69,50.09,83.73,39.53,30.51,18.94,98.6,64.06
2025-04-02,28.81,48.82,21.92,56.2,77.26,90.44,26.76,50.11,84.19,39.69,30.6,18.97,98.56,64.05
2025-04-03,28.41,49.0,22.41,56.48,74.93,89.9,26.29,50.3,81.87,40.53,29.99,18.64,98.93,63.66
2025-04-04,27.68,49.08,22.31,56.7,72.83,88.59,25.72,50.38,79.98,40.25,29.42,18.33,98.64,62.89
2025-04-07,27.47,48.86,22.06,55.29,72.41,87.16,25.32,50.2,79.36,39.85,29.09,18.14,96.75,61.62
2025-04-08,27.29,48.96,22.1,54.52,71.86,86.54,25.27,50.19,78.98,39.93,29.0,18.11,95.75,61.5
2025-04-09,28.09,48.77,21.91,55.05,74.8,88.77,26.06,50.17,81.74,39.92,29.84,18.57,96.54,62.9
2025-04-10,27.56,48.93,22.43,55.09,73.05,87.05,25.58,50.2,80.67,40.67,29.23,18.18,96.88,61.73
2025-04-11,27.62,48.9,22.72,54.68,73.6,87.36,25.69,50.25,80.75,41.25,29.1,18.14,95.92,61.95
2025-04-14,27.82,49.07,22.83,55.13,74.52,88.27,25.81,50.39,81.61,41.53,29.37,18.27,97.08,62.48
2025-04-15,27.88,49.04,22.71,55.21,74.64,88.54,25.89,50.37,81.78,41.27,29.3,18.21,97.01,62.73
2025-04-16,27.88,49.19,23.01,55.29,74.25,88.57,25.89,50.49,81.43,41.74,29.31,18.24,96.48,62.74
2025-04-17,27.98,49.26,22.98,55.2,74.63,88.8,26.01,50.53,81.67,41.77,29.53,18.39,96.89,62.91
2025-04-21,27.82,49.19,23.18,54.9,73.92,87.77,25.81,50.49,81.1,42.18,29.29,18.23,96.3,62.27
2025-04-22,27.87,49.32,23.11,54.92,75.08,88.68,25.86,50.58,82.05,41.95,29.62,18.43,96.22,62.84
2025-04-23,28.05,49.24,22.83,55.09,75.91,89.07,26.02,50.55,83.02,41.55,29.91,18.58,96.64,63.09
2025-04-24,28.29,49.45,23.08,55.29,76.68,90.02,26.29,50.71,83.72,41.98,30.19,18.75,96.79,63.76
2025-04-25,28.38,49.42,22.97,55.4,77.2,90.38,26.38,50.68,84.21,41.81,30.23,18.78,96.89,63.98
2025-04-28,28.39,49.39,23.1,55.6,77.45,90.48,26.37,50.66,84.45,42.04,30.3,18.83,96.91,64.03
2025-04-29,28.47,49.43,23.08,55.71,77.7,90.6,26.45,50.72,84.93,41.92,30.34,18.83,96.98,64.17
2025-04-30,28.29,49.55,23.08,55.94,77.53,89.96,26.28,50.82,84.76,41.92,30.18,18.73,97.13,63.74
2025-05-01,28.15,49.34,22.86,55.67,77.74,89.6,26.14,50.74,84.92,41.6,29.94,18.65,96.91,63.39
2025-05-02,28.23,49.23,22.9,55.66,78.52,89.36,26.21,50.66,85.91,41.63,30.14,18.73,96.72,63.27
2025-05-05,28.24,49.23,22.99,55.51,78.24,89.18,26.22,50.67,85.59,41.66,30.01,18.64,96.63,63.13
2025-05-06,28.22,49.24,23.11,55.73,78.23,89.55,26.17,50.72,85.31,41.9,30.08,18.65,96.89,63.41
2025-05-07,28.26,49.4,22.98,55.75,78.17,89.9,26.2,50.78,85.23,41.79,30.14,18.69,97.0,63.58
2025-05-08,28.24,49.16,22.67,55.65,78.89,89.54,26.09,50.61,86.26,41.21,30.13,18.72,96.91,63.35
2025-05-09,28.26,49.18,22.77,55.76,78.91,89.68,26.12,50.68,86.32,41.38,30.17,18.73,96.94,63.45
2025-05-12,28.59,48.97,22.35,55.64,79.95,90.2,26.46,50.52,87.21,40.47,30.33,18.82,96.89,63.78
2025-05-13,28.63,48.93,22.5,55.75,80.45,90.28,26.53,50.52,87.67,40.84,30.43,18.84,97.11,63.83
2025-05-14,28.55,48.84,22.45,55.54,80.52,89.98,26.41,50.39,87.65,40.68,30.29,18.77,96.88,63.65
2025-05-15,28.65,49.05,22.61,55.81,80.46,90.28,26.51,50.59,87.47,40.93,30.47,18.86,97.19,63.89
2025-05-16,28.68,49.07,22.55,55.82,80.87,90.45,26.54,50.61,87.95,40.91,30.55,18.89,97.24,63.96
2025-05-19,28.63,49.13,22.7,55.77,80.88,90.51,26.52,50.69,88.0,41.28,30.57,18.9,97.11,64.01
2025-05-20,28.62,49.05,22.67,55.65,80.71,90.37,26.49,50.58,87.67,41.24,30.47,18.84,97.21,63.93
2025-05-21,28.38,48.83,22.67,55.34,79.66,89.54,26.25,50.42,86.79,41.2,30.0,18.55,96.76,63.4
2025-05-22,28.45,48.9,22.66,55.4,79.7,89.84,26.33,50.49,86.81,41.21,30.05,18.55,96.68,63.59
2025-05-23,28.45,49.11,22.95,55.47,79.61,89.93,26.33,50.63,86.66,41.67,30.08,18.6,96.9,63.63
2025-05-27,28.63,49.28,22.91,55.69,80.1,90.48,26.51,50.76,87.27,41.71,30.34,18.73,97.21,63.98
2025-05-28,28.65,49.3,22.82,55.68,79.82,90.29,26.51,50.74,86.91,41.48,30.15,18.62,97.17,63.94
2025-05-29,28.7,49.38,22.98,55.68,79.74,90.6,26.57,50.82,86.89,41.8,30.2,18.64,97.29,64.07
2025-05-30,28.7,49.45,22.94,55.67,79.77,90.6,26.58,50.86,87.04,41.76,30.23,18.71,97.21,64.08
2025-06-02,28.54,49.3,23.02,55.33,79.76,90.16,26.43,50.82,87.12,42.1,30.04,18.59,96.7,63.75
2025-06-03,28.59,49.3,22.92,55.32,80.33,90.45,26.47,50.85,87.65,41.8,30.17,18.64,96.7,63.91
2025-06-04,28.68,49.33,23.05,55.38,80.57,90.79,26.56,50.9,88.06,42.1,30.27,18.71,96.94,64.18
2025-06-05,28.62,49.18,22.99,55.32,80.5,90.57,26.51,50.78,87.9,42.02,30.31,18.73,96.96,64.1
2025-06-06,28.61,49.2,22.91,55.17,81.12,90.43,26.51,50.77,88.22,41.92,30.27,18.71,96.65,63.95
2025-06-09,28.69,49.28,22.97,55.36,81.26,90.66,26.59,50.85,88.58,41.93,30.35,18.75,96.86,64.07
2025-06-10,28.78,49.38,23.0,55.33,81.27,91.06,26.68,50.92,88.51,42.04,30.43,18.77,96.78,64.34
2025-06-11,28.79,49.37,23.04,55.4,81.21,91.33,26.7,50.97,88.42,42.16,30.41,18.76,96.94,64.55
2025-06-12,28.87,49.48,23.33,55.56,80.84,91.49,26.78,51.05,88.12,42.59,30.34,18.7,97.16,64.62
2025-06-13,28.77,49.32,23.16,55.41,80.27,90.91,26.69,50.89,87.61,42.29,30.16,18.59,97.03,64.31
2025-06-16,28.86,49.29,23.18,55.43,80.88,91.01,26.76,50.91,88.21,42.35,30.22,18.56,97.03,64.33
2025-06-17,28.85,49.33,23.05,55.54,80.44,91.08,26.75,50.94,87.85,42.17,30.18,18.56,97.16,64.4
2025-06-18,28.86,49.42,23.06,55.46,80.55,91.02,26.76,51.02,87.96,42.17,30.26,18.59,97.03,64.34
2025-06-20,28.93,49.42,23.01,55.55,80.61,91.14,26.84,51.02,88.04,42.18,30.3,18.61,97.28,64.43
2025-06-23,28.95,49.46,23.12,55.57,80.88,91.4,26.84,51.05,88.31,42.39,30.36,18.66,97.33,64.61
2025-06-24,29.04,49.47,23.29,55.64,81.65,91.95,26.9,51.07,89.2,42.62,30.57,18.78,97.32,64.93
2025-06-25,29.02,49.43,23.3,55.64,81.5,91.9,26.9,51.04,89.12,42.72,30.48,18.75,97.36,64.9
2025-06-26,29.13,49.48,23.43,55.64,82.08,92.18,26.99,51.09,89.67,42.95,30.67,18.87,97.39,65.11
2025-06-27,29.15,49.46,23.35,55.64,82.25,92.1,27.01,51.07,89.67,42.84,30.6,18.8,97.38,65.07
2025-06-30,29.28,49.51,23.49,55.74,82.66,92.62,27.14,51.09,90.1,43.1,30.68,18.83,97.61,65.35
2025-07-01,29.13,49.45,23.5,55.62,82.29,92.42,27.02,51.15,89.29,43.19,30.67,18.82,97.38,65.18
2025-07-02,29.19,49.29,23.43,55.64,82.73,92.33,27.06,51.0,89.82,43.07,30.9,18.96,97.44,65.18
2025-07-03,29.18,49.37,23.38,55.59,83.1,92.49,27.08,51.09,90.26,43.03,31.01,19.04,97.58,65.24
2025-07-07,29.05,49.31,23.22,55.61,82.88,92.02,27.01,51.02,90.11,42.77,30.91,18.93,97.21,64.98
2025-07-08,29.0,49.19,23.15,55.57,83.09,91.73,26.93,50.95,90.2,42.56,31.0,19.04,97.12,64.78
2025-07-09,29.06,49.28,23.19,55.65,83.46,92.38,27.01,51.03,90.59,42.67,31.19,19.17,97.35,65.18
2025-07-10,29.05,49.23,23.15,55.64,83.82,92.24,27.0,50.94,90.93,42.6,31.36,19.23,97.33,65.11
2025-07-11,29.0,49.11,23.04,55.52,83.61,91.76,26.94,50.88,90.81,42.33,31.21,19.15,96.91,64.77
2025-07-14,29.05,49.11,22.96,55.51,84.23,91.77,26.98,50.88,91.47,42.24,31.12,19.06,97.12,64.81
2025-07-15,28.96,49.12,22.84,55.39,84.24,91.52,26.89,50.85,91.53,41.97,30.94,18.93,96.95,64.63
2025-07-16,29.0,49.24,22.97,55.28,84.62,91.59,26.93,50.95,91.92,42.18,31.05,19.0,96.7,64.67
2025-07-17,29.02,49.21,22.89,55.18,84.8,91.69,26.96,50.92,92.65,42.05,31.22,19.13,96.68,64.68
2025-07-18,29.07,49.19,22.87,55.16,85.19,91.89,27.0,50.93,92.65,42.11,31.17,19.1,96.65,64.83
2025-07-21,29.08,49.35,23.07,55.27,84.96,92.24,27.02,51.04,92.67,42.5,31.13,19.06,96.87,65.04
2025-07-22,29.16,49.39,23.21,55.28,85.28,92.4,27.07,51.08,92.82,42.77,31.15,19.1,96.35,65.19
2025-07-23,29.21,49.22,23.15,55.25,85.39,92.44,27.12,50.95,92.99,42.7,31.11,19.08,96.8,65.23
2025-07-24,29.17,49.14,23.1,55.27,85.29,92.42,27.09,50.89,92.84,42.58,31.13,19.07,96.61,65.22
2025-07-25,29.21,49.25,23.05,55.3,85.35,92.72,27.11,50.96,92.89,42.45,31.18,19.11,96.7,65.4
2025-07-28,29.18,49.31,22.87,55.31,85.1,92.66,27.09,50.98,92.77,42.05,31.13,19.07,96.77,65.38
2025-07-29,29.2,49.37,22.85,55.48,84.57,93.01,27.11,51.04,92.29,41.98,31.24,19.16,96.85,65.65
2025-07-30,29.14,49.31,22.62,55.36,84.88,92.85,27.02,50.94,92.47,41.56,31.17,19.08,96.73,65.5
2025-07-31,29.14,49.35,22.58,55.44,84.92,92.87,27.03,51.04,92.61,41.44,31.25,19.15,96.92,65.51
2025-08-01,28.95,49.41,22.9,55.65,83.82,92.72,26.88,51.19,91.36,42.12,31.04,19.03,97.33,65.32
2025-08-04,29.01,49.47,22.96,55.63,84.56,93.18,26.95,51.24,92.36,42.15,31.25,19.14,97.24,65.66
2025-08-05,29.06,49.47,22.93,55.65,84.39,93.18,26.96,51.24,92.04,42.17,31.21,19.13,97.27,65.68
2025-08-06,29.11,49.42,23.03,55.6,84.27,93.24,27.03,51.21,91.84,42.4,31.14,19.1,97.25,65.7
2025-08-07,29.09,49.44,23.05,55.64,84.68,93.38,27.01,51.22,92.08,42.43,31.04,19.06,97.33,65.78
2025-08-08,29.1,49.36,22.98,55.61,84.49,93.38,27.02,51.13,91.87,42.31,31.16,19.16,97.29,65.77
2025-08-11,29.11,49.34,22.91,55.68,84.46,93.5,27.03,51.14,91.98,42.19,31.14,19.14,97.43,65.84
2025-08-12,29.13,49.28,22.97,55.71,85.28,93.68,27.09,51.09,92.74,42.26,31.33,19.24,97.46,66.01
2025-08-13,29.24,49.44,23.09,55.76,85.66,94.14,27.19,51.19,93.17,42.56,31.49,19.33,97.31,66.32
2025-08-14,29.16,49.32,22.94,55.67,85.31,93.93,27.14,51.1,92.75,42.28,31.44,19.32,97.1,66.18
2025-08-15,29.19,49.14,22.94,55.69,85.39,93.85,27.16,50.98,92.98,42.25,31.4,19.27,97.22,66.1
2025-08-18,29.18,49.17,22.89,55.7,85.59,93.94,27.14,50.97,93.18,42.18,31.49,19.33,97.28,66.14
2025-08-19,29.19,49.23,22.87,55.71,84.8,93.98,27.12,50.99,92.44,42.12,31.5,19.4,97.31,66.21
2025-08-20,29.18,49.3,22.9,55.7,84.75,93.83,27.13,51.05,92.41,42.17,31.46,19.38,97.21,66.11
2025-08-21,29.12,49.2,22.76,55.63,84.72,93.53,27.06,50.94,92.36,41.87,31.49,19.36,97.16,65.89
2025-08-22,29.36,49.28,23.0,55.83,85.96,94.21,27.31,51.07,93.84,42.38,31.72,19.51,97.55,66.34
2025-08-25,29.33,49.18,22.82,55.82,85.76,93.84,27.26,50.96,93.56,42.02,31.61,19.46,97.5,66.1
2025-08-26,29.37,49.26,22.91,55.84,86.04,93.82,27.32,51.04,93.91,42.15,31.61,19.43,97.48,66.09
2025-08-27,29.41,49.27,22.92,55.83,86.08,93.71,27.35,51.03,93.79,42.18,31.63,19.46,97.62,65.99
2025-08-28,29.4,49.31,23.0,55.81,86.39,94.26,27.37,51.09,94.52,42.43,31.62,19.46,97.6,66.34
2025-08-29,29.38,49.31,23.0,55.81,86.28,94.12,27.32,51.05,94.45,42.41,31.46,19.35,97.63,66.24
2025-09-02,29.19,49.0,22.76,55.58,86.05,93.36,27.15,50.92,94.28,42.01,31.31,19.28,97.23,65.7
2025-09-03,29.28,49.14,22.82,55.78,85.82,93.76,27.24,51.03,94.13,42.1,31.38,19.28,97.52,65.98
2025-09-04,29.37,49.25,22.86,55.9,86.06,94.13,27.33,51.14,94.32,42.09,31.5,19.36,97.75,66.24
2025-09-05,29.46,49.4,23.06,56.22,86.56,94.76,27.4,51.25,95.03,42.62,31.72,19.5,98.36,66.65
2025-09-08,29.49,49.44,23.11,56.54,86.78,94.75,27.45,51.3,95.41,42.77,31.87,19.6,98.94,66.65
2025-09-09,29.45,49.42,23.06,56.53,87.49,94.66,27.41,51.27,96.06,42.61,31.8,19.58,98.84,66.6
2025-09-10,29.5,49.48,23.06,56.75,87.62,95.18,27.47,51.31,96.3,42.65,31.87,19.61,99.27,66.94
2025-09-11,29.55,49.51,23.14,56.91,88.39,95.53,27.57,51.34,97.37,42.83,32.05,19.74,99.56,67.16
2025-09-12,29.56,49.41,23.06,56.9,88.43,95.25,27.57,51.26,97.28,42.66,31.98,19.68,99.47,67.0
2025-09-15,29.68,49.46,23.16,57.01,89.06,95.59,27.71,51.32,98.02,42.86,32.1,19.78,99.83,67.16
2025-09-16,29.67,49.47,23.27,57.09,89.09,95.53,27.67,51.3,98.01,43.09,32.11,19.78,99.97,67.1
2025-09-17,29.64,49.46,23.22,57.09,89.23,95.48,27.64,51.35,98.4,43.02,32.1,19.79,99.98,67.09
2025-09-18,29.69,49.39,23.08,57.13,90.1,95.08,27.71,51.29,99.28,42.68,32.1,19.8,99.92,66.78
2025-09-19,29.71,49.39,23.04,57.08,90.41,94.98,27.73,51.28,99.62,42.55,32.13,19.79,99.92,66.73
2025-09-22,29.73,49.39,23.09,57.06,90.77,95.19,27.75,51.26,100.17,42.65,32.08,19.8,99.92,66.88
2025-09-23,29.72,49.38,23.11,57.02,90.34,95.56,27.76,51.28,99.55,42.72,32.04,19.73,99.85,67.2
2025-09-24,29.67,49.38,22.93,56.98,90.01,95.5,27.7,51.21,99.38,42.42,31.88,19.65,99.65,67.19
2025-09-25,29.59,49.35,22.79,56.91,89.61,95.26,27.63,51.17,98.84,42.15,31.71,19.53,99.54,67.03
2025-09-26,29.63,49.39,22.85,56.86,89.55,95.23,27.69,51.22,98.77,42.34,31.79,19.56,99.52,66.93
2025-09-29,29.7,49.45,22.96,56.94,90.47,95.39,27.75,51.29,99.95,42.56,31.79,19.56,99.69,67.03
2025-09-30,29.73,49.46,23.0,57.04,90.5,95.19,27.78,51.23,100.05,42.6,31.62,19.43,99.77,66.9
2025-10-01,29.63,49.38,22.99,56.96,91.32,95.12,27.7,51.27,100.82,42.64,31.73,19.55,99.56,66.8
2025-10-02,29.65,49.41,22.97,56.97,91.99,95.17,27.69,51.32,101.65,42.61,31.73,19.51,99.5,66.84
2025-10-03,29.64,49.41,22.96,57.01,92.12,95.21,27.69,51.35,101.79,42.59,31.76,19.51,99.59,66.9
2025-10-06,29.6,49.3,22.8,57.02,92.77,95.09,27.67,51.28,102.38,42.38,31.79,19.53,99.5,66.85
2025-10-07,29.59,49.34,22.7,57.04,91.96,95.05,27.64,51.29,101.78,42.2,31.75,19.55,99.59,66.79
2025-10-08,29.5,49.47,22.69,57.03,92.73,95.1,27.58,51.38,102.27,42.18,31.7,19.54,99.61,66.84
2025-10-09,29.44,49.4,22.58,57.06,92.61,95.05,27.5,51.35,102.25,41.97,31.46,19.4,99.57,66.82
2025-10-10,29.23,49.61,22.73,57.2,90.9,94.63,27.32,51.5,100.38,42.26,31.13,19.16,99.83,66.6
2025-10-13,29.39,49.66,22.71,57.36,92.9,95.28,27.46,51.53,102.41,42.18,31.35,19.28,100.01,66.97
2025-10-14,29.41,49.71,22.78,57.23,92.91,95.24,27.5,51.6,102.78,42.37,31.4,19.3,99.93,67.01
2025-10-15,29.5,49.77,22.86,57.34,93.42,95.57,27.59,51.65,103.43,42.59,31.52,19.44,100.04,67.14
2025-10-16,29.4,49.88,23.03,57.49,92.44,95.71,27.47,51.78,102.27,42.79,31.33,19.31,100.24,67.27
2025-10-17,29.46,49.8,22.97,57.5,92.06,95.74,27.51,51.69,101.81,42.63,31.41,19.27,100.38,67.25
2025-10-20,29.54,49.84,23.0,57.55,92.8,96.16,27.57,51.7,102.59,42.62,31.66,19.43,100.46,67.49
2025-10-21,29.5,49.88,22.9,57.61,92.07,96.28,27.57,51.76,101.9,42.53,31.63,19.44,100.54,67.66
2025-10-22,29.49,49.91,22.91,57.6,90.84,96.08,27.55,51.8,100.4,42.62,31.46,19.4,100.52,67.57
2025-10-23,29.53,49.85,22.85,57.6,91.65,96.01,27.57,51.75,101.23,42.51,31.51,19.39,100.49,67.45
2025-10-24,29.63,49.78,22.83,57.62,92.83,96.29,27.69,51.71,102.73,42.51,31.64,19.47,100.61,67.67
2025-10-27,29.73,49.87,22.9,57.62,93.41,97.03,27.76,51.79,103.51,42.6,31.73,19.52,100.62,68.22
2025-10-28,29.7,49.9,22.94,57.56,93.18,97.03,27.73,51.78,103.19,42.66,31.66,19.45,100.62,68.22
2025-10-29,29.61,49.76,22.7,57.55,93.64,96.6,27.64,51.69,103.73,42.45,31.52,19.38,100.71,67.95
2025-10-30,29.56,49.79,22.73,57.51,92.52,96.49,27.58,51.73,102.68,42.32,31.31,19.22,100.58,67.86
2025-10-31,29.53,49.85,22.73,57.54,93.16,96.67,27.54,51.77,103.3,42.17,31.21,19.19,100.56,68.0
2025-11-03,29.27,49.7,22.58,57.37,93.29,95.97,27.34,51.71,103.63,42.05,31.02,19.09,100.1,67.46
2025-11-04,29.23,49.66,22.56,57.42,91.5,95.86,27.27,51.7,101.47,41.92,30.9,18.98,100.26,67.38
2025-11-05,29.22,49.62,22.52,57.3,92.83,95.65,27.3,51.65,102.86,41.9,31.02,19.02,100.1,67.23
2025-11-06,29.24,49.64,22.64,57.41,91.52,95.97,27.31,51.73,101.36,42.1,30.96,19.04,100.27,67.47
2025-11-07,29.28,49.62,22.64,57.43,91.83,96.02,27.32,51.7,101.69,42.13,31.01,19.05,100.18,67.46
2025-11-10,29.37,49.64,22.64,57.46,92.6,96.24,27.41,51.7,102.56,42.15,31.18,19.16,100.35,67.58
2025-11-11,29.41,49.71,22.68,57.62,91.92,96.46,27.45,51.79,101.96,42.27,31.18,19.16,100.58,67.78
