date,VDC,XLP
2025-12-16,215.77,79.28
2025-12-17,215.51,79.65
2025-12-18,214.05,79.19
2025-12-19,212.94,78.78
2025-12-22,212.11,77.88
2025-12-23,211.05,77.51
2025-12-24,212.61,78.12
2025-12-26,212.89,78.23
2025-12-29,212.93,78.28
2025-12-30,212.35,78.15
2025-12-31,211.24,77.68
2026-01-02,210.9,77.69
2026-01-05,210.27,77.35
2026-01-06,210.77,77.47
2026-01-07,208.73,76.62
2026-01-08,213.42,78.44
2026-01-09,215.68,79.25
2026-01-12,218.47,80.18
2026-01-13,220.62,81.11
2026-01-14,223.33,82.23
2026-01-15,223.56,82.37
2026-01-16,223.36,82.11
2026-01-20,223.74,82.36
2026-01-21,224.58,82.44
2026-01-22,224.2,82.27
2026-01-23,225.56,82.91
2026-01-26,225.25,82.78
2026-01-27,226.05,83.16
2026-01-28,223.94,82.32
2026-01-29,223.86,82.13
2026-01-30,226.93,83.51
2026-02-02,230.05,84.5
2026-02-03,233.64,85.87
2026-02-04,236.02,86.99
2026-02-05,236.13,86.92
2026-02-06,239.32,87.94
2026-02-09,237.36,87.43
2026-02-10,235.81,87.15
2026-02-11,238.82,88.4
2026-02-12,241.86,89.21
2026-02-13,242.63,89.51
2026-02-17,239.36,88.2
2026-02-18,238.38,88.04
2026-02-19,237.63,87.67
2026-02-20,238.2,87.89
2026-02-23,241.01,88.97
2026-02-24,243.1,89.74
2026-02-25,241.29,89.01
2026-02-26,240.89,88.86
2026-02-27,244.19,90.01
2026-03-02,240.91,88.71
2026-03-03,238.63,87.74
2026-03-04,237.13,87.16
2026-03-05,232.11,85.41
2026-03-06,232.79,85.78
2026-03-09,233.42,85.97
2026-03-10,233.16,85.72
2026-03-11,230.53,84.59
2026-03-12,230.13,84.25
2026-03-13,231.38,84.74
2026-03-16,231.66,84.98
2026-03-17,230.81,84.7
2026-03-18,225.32,82.64
2026-03-19,223.68,81.97
2026-03-20,221.54,81.29
2026-03-23,222.44,81.18
2026-03-24,221.31,81.11
2026-03-25,222.65,81.51
2026-03-26,221.7,81.14
2026-03-27,223.18,81.78
2026-03-30,224.07,81.88
2026-03-31,224.59,81.98
2026-04-01,223.73,81.46
2026-04-02,224.97,81.89
2026-04-06,226.81,82.66
2026-04-07,223.16,81.26
2026-04-08,227.68,82.78
2026-04-09,229.63,83.45
2026-04-10,226.52,82.37
2026-04-13,224.2,81.55
2026-04-14,223.95,81.47
2026-04-15,222.98,81.06
2026-04-16,223.71,81.43
2026-04-17,226.87,82.46
2026-04-20,226.67,82.39
2026-04-21,225.51,81.84
2026-04-22,226.28,82.11
2026-04-23,229.51,83.48
2026-04-24,229.06,83.23
2026-04-27,226.73,82.34
2026-04-28,228.33,83.08
2026-04-29,228.07,82.92
2026-04-30,232.14,84.31
2026-05-01,231.6,84.17
2026-05-04,229.79,83.54
2026-05-05,230.81,84.06
2026-05-06,230.59,84.24
2026-05-07,229.94,83.98
2026-05-08,230.24,84.18
2026-05-11,227.58,83.37
2026-05-12,230.59,84.44
2026-05-13,231.23,84.72
2026-05-14,231.96,84.98
2026-05-15,231.25,84.64
2026-05-18,234.25,85.9
2026-05-19,234.76,86.09
2026-05-20,233.14,85.52
2026-05-21,229.78,84.66
2026-05-22,229.69,84.8
2026-05-26,226.39,83.63
2026-05-27,228.79,84.58
2026-05-28,228.13,84.43
2026-05-29,223.75,82.91
2026-06-01,221.47,82.03
2026-06-02,220.82,81.83
2026-06-03,222.17,82.16
2026-06-04,221.91,82.04
2026-06-05,225.75,83.44
2026-06-08,225.19,83.07
2026-06-09,227.52,84.1
2026-06-10,231.33,85.49
2026-06-11,230.74,85.27
2026-06-12,232.25,85.82
2026-06-15,231.48,85.48
2026-06-16,231.64,85.59
2026-06-17,227.01,83.68
2026-06-18,226.11,83.3
2026-06-22,224.5,82.18
2026-06-23,228.7,83.72
2026-06-24,229.24,84.44
2026-06-25,227.23,83.94
2026-06-26,229.65,84.71
2026-06-29,228.79,84.37
2026-06-30,225.49,83.07
2026-07-01,225.95,83.3
2026-07-02,230.45,84.99
2026-07-06,228.2,84.1
2026-07-07,230.1,84.86
2026-07-08,228.81,84.39
2026-07-09,225.6,83.2
2026-07-10,228.14,84.12
2026-07-13,229.27,84.59
2026-07-14,226.29,83.42
2026-07-15,226.34,83.47
2026-07-16,232.34,85.81
2026-07-17,230.32,85.19
2026-07-20,229.43,84.86
2026-07-21,227.51,84.06
2026-07-22,228.03,84.38
2026-07-23,224.97,83.21
2026-07-24,227.32,84.13
2026-07-27,230.91,85.36
2026-07-28,235.43,87.06
2026-07-29,236.08,87.36
2026-07-30,231.37,85.47
2026-07-31,230.43,85.05
2026-08-03,230.1,84.86
2026-08-04,231.38,85.37
2026-08-05,231.23,85.33
2026-08-06,230.79,85.11
2026-08-07,231.22,85.12
2026-08-10,230.39,84.95
2026-08-11,229.95,84.69
2026-08-12,231.1,85.08
2026-08-13,233.09,86.0
2026-08-14,233.28,86.09
2026-08-17,230.22,84.68
2026-08-18,232.12,85.58
2026-08-19,234.4,86.54
2026-08-20,230.2,85.32
2026-08-21,231.75,85.99
2026-08-24,235.69,87.45
2026-08-25,233.53,86.52
