date,FHLC,IYH,VHT,XLV
2025-09-30,66.87,58.72,259.6,139.17
2025-10-01,68.69,60.49,266.69,143.47
2025-10-02,68.64,60.43,266.54,143.19
2025-10-03,69.4,61.16,269.57,144.82
2025-10-06,69.11,60.87,268.47,144.12
2025-10-07,69.16,60.91,268.56,144.23
2025-10-08,69.34,61.01,269.31,144.51
2025-10-09,69.25,60.89,269.0,144.19
2025-10-10,68.22,59.87,264.73,142.11
2025-10-13,68.19,59.84,264.7,141.95
2025-10-14,68.39,59.96,265.41,142.34
2025-10-15,68.63,60.08,266.48,142.56
2025-10-16,68.59,60.02,266.17,142.32
2025-10-17,68.9,60.38,267.5,143.27
2025-10-20,69.71,61.04,270.68,144.79
2025-10-21,69.78,61.16,271.0,145.13
2025-10-22,70.06,61.45,271.96,145.96
2025-10-23,70.15,61.54,272.45,146.04
2025-10-24,70.25,61.55,272.65,146.03
2025-10-27,70.5,61.69,273.77,146.37
2025-10-28,70.01,61.28,271.96,145.45
2025-10-29,69.37,60.7,269.57,143.98
2025-10-30,69.57,60.8,269.91,144.3
2025-10-31,69.63,60.86,270.38,144.25
2025-11-03,69.62,60.87,270.13,144.45
2025-11-04,69.81,61.01,270.8,145.1
2025-11-05,70.08,61.33,272.16,145.66
2025-11-06,70.14,61.37,272.22,145.94
2025-11-07,70.27,61.47,272.67,146.14
2025-11-10,70.82,61.97,274.79,147.28
2025-11-11,72.42,63.4,281.28,150.68
2025-11-12,73.27,64.29,284.5,152.82
2025-11-13,73.08,64.23,283.75,152.74
2025-11-14,72.77,63.87,282.54,151.83
2025-11-17,72.75,63.78,282.25,151.7
2025-11-18,73.15,64.21,283.9,152.59
2025-11-19,73.04,64.17,283.56,152.33
2025-11-20,72.59,63.72,281.77,151.42
2025-11-21,74.12,65.08,287.78,154.61
2025-11-24,74.69,65.4,289.89,155.26
2025-11-25,76.29,66.86,296.03,158.77
2025-11-26,76.2,66.73,295.79,158.42
2025-11-28,75.85,66.38,294.53,157.65
2025-12-01,74.75,65.53,290.22,155.29
2025-12-02,74.29,65.16,288.3,154.36
2025-12-03,74.72,65.59,289.94,155.08
2025-12-04,74.28,65.1,288.33,153.9
2025-12-05,74.01,64.84,287.2,153.26
2025-12-08,73.18,64.0,284.05,151.43
2025-12-09,72.42,63.29,281.11,149.96
2025-12-10,73.34,64.13,284.75,152.14
2025-12-11,73.98,64.71,287.29,153.58
2025-12-12,74.15,64.88,287.9,154.06
2025-12-15,74.98,65.68,291.12,156.1
2025-12-16,74.09,64.62,287.72,154.07
2025-12-17,73.89,64.53,285.2,153.79
2025-12-18,73.88,64.5,285.08,153.91
2025-12-19,74.22,64.98,287.45,154.94
2025-12-22,74.83,65.45,289.79,155.3
2025-12-23,74.64,65.31,289.02,154.99
2025-12-24,75.0,65.65,290.45,155.8
2025-12-26,75.05,65.71,290.7,156.05
2025-12-29,74.86,65.58,289.99,155.81
2025-12-30,74.72,65.5,289.46,155.68
2025-12-31,74.28,65.1,287.85,154.8
2026-01-02,74.56,65.36,288.75,155.51
2026-01-05,74.42,65.22,288.32,155.04
2026-01-06,75.92,66.58,293.91,158.09
2026-01-07,76.72,67.33,297.26,159.66
2026-01-08,75.99,66.63,294.29,158.12
2026-01-09,75.6,66.32,292.97,157.31
2026-01-12,75.5,66.19,292.57,157.38
2026-01-13,75.21,65.93,291.37,156.74
2026-01-14,75.69,66.36,293.52,157.86
2026-01-15,75.31,65.95,291.96,156.96
2026-01-16,74.76,65.47,289.71,155.74
2026-01-20,74.63,65.36,289.36,155.4
2026-01-21,75.95,66.53,294.37,158.26
2026-01-22,76.08,66.59,294.94,158.29
2026-01-23,75.54,66.17,292.73,157.48
2026-01-26,75.83,66.38,293.87,158.1
2026-01-27,74.7,65.42,289.51,155.45
2026-01-28,74.04,64.87,286.84,154.31
2026-01-29,73.84,64.68,286.08,153.82
2026-01-30,74.13,64.97,287.28,154.74
2026-02-02,74.58,65.27,289.01,155.69
2026-02-03,73.89,64.62,286.34,154.1
2026-02-04,74.51,65.51,288.85,156.03
2026-02-05,73.81,64.68,285.92,154.84
2026-02-06,75.19,65.86,291.2,157.71
2026-02-09,74.61,65.25,288.95,156.32
2026-02-10,74.23,64.91,287.56,155.33
2026-02-11,74.58,65.23,288.78,156.25
2026-02-12,74.25,65.09,287.81,156.0
2026-02-13,74.96,65.75,290.39,157.67
2026-02-17,75.01,65.71,290.6,157.37
2026-02-18,75.2,65.84,291.42,157.67
2026-02-19,75.06,65.73,290.87,157.26
2026-02-20,74.82,65.58,289.9,156.82
2026-02-23,75.55,66.2,292.72,158.54
2026-02-24,75.36,66.02,291.93,157.87
2026-02-25,75.34,65.94,291.88,157.83
2026-02-26,75.19,65.77,291.42,157.42
2026-02-27,76.28,66.84,295.51,160.2
2026-03-02,75.56,66.08,292.69,158.53
2026-03-03,74.74,65.36,289.44,156.74
2026-03-04,74.92,65.51,290.24,157.05
2026-03-05,73.43,64.29,284.57,153.91
2026-03-06,72.89,63.81,282.15,152.7
2026-03-09,73.71,64.45,285.32,154.26
2026-03-10,73.17,64.05,283.48,153.15
2026-03-11,73.01,63.88,282.75,152.85
2026-03-12,71.59,62.65,277.21,150.16
2026-03-13,71.4,62.51,276.67,149.79
2026-03-16,72.04,63.03,278.96,151.01
2026-03-17,71.56,62.34,277.13,149.64
2026-03-18,70.36,61.39,272.57,147.14
2026-03-19,70.17,61.18,271.9,146.61
2026-03-20,69.25,60.62,269.03,145.33
2026-03-23,69.4,60.7,269.45,144.77
2026-03-24,69.34,60.62,268.25,144.79
2026-03-25,70.14,61.34,271.52,146.24
2026-03-26,69.89,61.14,270.42,145.74
2026-03-27,68.53,60.06,265.36,143.26
2026-03-30,68.79,60.35,266.36,143.82
2026-03-31,70.36,61.64,272.33,146.61
2026-04-01,70.91,62.12,274.5,147.73
2026-04-02,70.54,61.65,273.07,146.81
2026-04-06,70.32,61.5,272.11,146.28
2026-04-07,70.46,61.53,272.82,146.57
2026-04-08,71.85,62.81,278.2,149.67
2026-04-09,71.7,62.61,277.65,149.33
2026-04-10,70.7,61.79,273.78,147.31
2026-04-13,71.22,62.22,275.89,147.97
2026-04-14,71.8,62.64,277.9,148.83
2026-04-15,71.41,62.29,276.41,147.77
2026-04-16,70.81,61.73,274.29,146.61
2026-04-17,71.94,62.65,278.45,148.8
2026-04-20,71.36,62.08,276.28,147.42
2026-04-21,70.61,61.44,273.33,145.92
2026-04-22,70.81,61.7,274.07,146.38
2026-04-23,70.56,61.44,273.01,146.24
2026-04-24,69.73,60.66,269.89,144.18
2026-04-27,69.44,60.33,268.78,143.46
2026-04-28,69.44,60.39,268.82,143.84
2026-04-29,68.94,59.98,266.8,142.84
2026-04-30,70.4,61.28,272.46,145.99
2026-05-01,70.11,61.07,271.31,145.16
2026-05-04,70.1,60.97,271.34,144.73
2026-05-05,70.33,61.19,272.17,145.3
2026-05-06,70.57,61.46,273.1,145.4
2026-05-07,70.02,60.95,271.09,144.72
2026-05-08,69.48,60.42,268.98,143.49
2026-05-11,69.25,60.23,267.95,143.04
2026-05-12,70.52,61.39,272.93,145.85
2026-05-13,70.94,61.73,274.41,146.71
2026-05-14,70.88,61.67,274.1,146.63
2026-05-15,69.96,60.91,270.62,145.1
2026-05-18,70.17,61.15,271.42,145.72
2026-05-19,70.83,61.84,274.04,147.32
2026-05-20,71.01,61.89,274.77,147.13
2026-05-21,71.47,62.29,276.54,148.15
2026-05-22,72.17,62.98,279.27,149.89
2026-05-26,71.68,62.5,277.31,148.51
2026-05-27,71.85,62.6,277.88,148.79
2026-05-28,72.82,63.52,281.77,150.88
2026-05-29,72.25,63.03,279.61,149.47
2026-06-01,71.46,62.3,276.33,147.84
2026-06-02,70.57,61.59,272.98,146.4
2026-06-03,71.15,62.18,275.27,147.55
2026-06-04,73.26,63.98,283.38,152.08
2026-06-05,73.44,64.24,284.13,153.01
2026-06-08,73.27,64.06,283.32,152.65
2026-06-09,74.33,64.93,287.39,154.57
2026-06-10,73.47,64.09,284.14,152.85
2026-06-11,74.16,64.61,286.8,154.09
2026-06-12,74.06,64.48,286.46,153.81
2026-06-15,73.82,64.02,285.62,152.89
2026-06-16,73.77,63.97,285.22,152.94
2026-06-17,72.87,63.13,281.99,150.71
2026-06-18,72.22,62.68,280.41,149.4
2026-06-22,72.87,63.18,283.02,150.06
2026-06-23,73.85,64.03,286.69,152.18
2026-06-24,74.58,64.64,288.73,153.35
2026-06-25,75.69,65.66,293.03,155.63
2026-06-26,77.87,67.64,301.43,160.34
2026-06-29,78.12,67.93,302.43,160.74
2026-06-30,77.25,67.01,299.01,158.66
2026-07-01,77.7,67.44,300.84,159.54
2026-07-02,79.67,69.21,308.41,163.74
2026-07-06,79.03,68.57,305.8,161.96
2026-07-07,80.15,69.57,310.29,164.44
2026-07-08,79.17,68.56,306.41,162.3
2026-07-09,79.21,68.62,306.54,162.17
2026-07-10,78.41,67.89,303.46,160.84
2026-07-13,78.45,68.0,303.59,161.41
2026-07-14,77.16,66.74,298.59,158.29
2026-07-15,77.22,66.81,299.01,158.29
2026-07-16,78.61,68.12,304.15,161.8
2026-07-17,78.39,67.8,303.25,161.09
2026-07-20,77.43,66.99,299.49,159.25
2026-07-21,78.03,67.42,301.92,160.25
2026-07-22,77.5,67.12,299.8,159.43
2026-07-23,78.4,67.98,303.31,161.44
2026-07-24,78.84,68.41,305.07,162.57
2026-07-27,79.26,68.72,306.67,163.4
2026-07-28,81.0,70.29,313.23,167.26
2026-07-29,80.5,69.87,311.32,166.24
2026-07-30,79.44,68.82,307.15,163.52
2026-07-31,78.75,68.34,304.81,162.55
2026-08-03,78.72,68.24,304.52,162.24
2026-08-04,78.86,68.24,304.99,162.1
2026-08-05,79.72,69.1,308.54,164.16
2026-08-06,79.84,69.24,309.02,164.45
2026-08-07,80.67,70.0,312.12,165.68
2026-08-10,81.9,71.14,316.72,168.44
2026-08-11,81.61,70.89,315.71,168.01
2026-08-12,81.89,71.17,316.68,168.44
2026-08-13,81.73,71.11,316.22,168.38
2026-08-14,81.34,70.65,314.7,167.37
2026-08-17,81.29,70.6,314.34,167.05
2026-08-18,82.37,71.67,318.84,169.73
2026-08-19,85.19,74.33,329.48,175.68
2026-08-20,83.64,72.98,323.69,172.39
2026-08-21,84.66,73.89,327.7,174.62
2026-08-24,84.61,73.84,327.49,174.7
2026-08-25,85.01,74.13,329.01,175.29
