date,FSTA,IYK,VDC,XLP
2026-05-18,54.54,72.88,234.25,85.9
2026-05-19,54.69,72.7,234.76,86.09
2026-05-20,54.29,72.45,233.14,85.52
2026-05-21,53.5,72.5,229.78,84.66
2026-05-22,53.5,72.88,229.69,84.8
2026-05-26,52.75,71.72,226.39,83.63
2026-05-27,53.28,72.61,228.79,84.58
2026-05-28,53.15,72.18,228.13,84.43
2026-05-29,52.11,71.11,223.75,82.91
2026-06-01,51.58,70.21,221.47,82.03
2026-06-02,51.44,70.22,220.82,81.83
2026-06-03,51.75,70.39,222.17,82.16
2026-06-04,51.7,70.25,221.91,82.04
2026-06-05,52.57,71.89,225.75,83.44
2026-06-08,52.48,71.37,225.19,83.07
2026-06-09,52.98,72.5,227.52,84.1
2026-06-10,53.91,73.73,231.33,85.49
2026-06-11,53.74,73.37,230.74,85.27
2026-06-12,54.11,73.88,232.25,85.82
2026-06-15,53.93,73.16,231.48,85.48
2026-06-16,54.01,73.34,231.64,85.59
2026-06-17,52.9,72.07,227.01,83.68
2026-06-18,52.41,71.57,226.11,83.3
2026-06-22,52.05,71.08,224.5,82.18
2026-06-23,52.95,72.42,228.7,83.72
2026-06-24,53.41,72.9,229.24,84.44
2026-06-25,52.97,72.9,227.23,83.94
2026-06-26,53.49,73.65,229.65,84.71
2026-06-29,53.29,73.52,228.79,84.37
2026-06-30,52.54,72.66,225.49,83.07
2026-07-01,52.58,73.29,225.95,83.3
2026-07-02,53.7,74.81,230.45,84.99
2026-07-06,53.18,74.14,228.2,84.1
2026-07-07,53.59,75.06,230.1,84.86
2026-07-08,53.3,74.32,228.81,84.39
2026-07-09,52.57,73.15,225.6,83.2
2026-07-10,53.1,73.78,228.14,84.12
2026-07-13,53.4,74.18,229.27,84.59
2026-07-14,52.74,73.09,226.29,83.42
2026-07-15,52.68,73.11,226.34,83.47
2026-07-16,54.12,75.25,232.34,85.81
2026-07-17,53.64,74.78,230.32,85.19
2026-07-20,53.45,74.48,229.43,84.86
2026-07-21,53.0,74.08,227.51,84.06
2026-07-22,53.14,74.48,228.03,84.38
2026-07-23,52.41,73.69,224.97,83.21
2026-07-24,52.95,74.48,227.32,84.13
2026-07-27,53.78,75.37,230.91,85.36
2026-07-28,54.89,77.04,235.43,87.06
2026-07-29,54.97,76.85,236.08,87.36
2026-07-30,53.91,75.34,231.37,85.47
2026-07-31,53.66,74.72,230.43,85.05
2026-08-03,53.56,74.2,230.1,84.86
2026-08-04,53.9,74.61,231.38,85.37
2026-08-05,53.85,74.75,231.23,85.33
2026-08-06,53.77,74.55,230.79,85.11
2026-08-07,53.87,74.45,231.22,85.12
2026-08-10,53.71,74.19,230.39,84.95
2026-08-11,53.62,74.1,229.95,84.69
2026-08-12,53.82,73.87,231.1,85.08
2026-08-13,54.3,74.43,233.09,86.0
2026-08-14,54.35,74.84,233.28,86.09
2026-08-17,53.62,73.64,230.22,84.68
2026-08-18,54.06,74.44,232.12,85.58
2026-08-19,54.62,75.07,234.4,86.54
2026-08-20,53.64,74.98,230.2,85.32
2026-08-21,54.04,75.32,231.75,85.99
2026-08-24,54.92,76.23,235.69,87.45
2026-08-25,54.43,76.0,233.53,86.52
