date,VNQ,XLRE
2026-01-14,90.87,41.39
2026-01-15,91.5,41.7
2026-01-16,92.62,42.21
2026-01-20,90.9,41.4
2026-01-21,91.26,41.55
2026-01-22,90.36,41.14
2026-01-23,90.54,41.25
2026-01-26,90.42,41.22
2026-01-27,90.39,41.25
2026-01-28,89.46,40.85
2026-01-29,90.71,41.37
2026-01-30,90.8,41.43
2026-02-02,89.86,40.96
2026-02-03,89.66,40.81
2026-02-04,90.95,41.46
2026-02-05,90.82,41.23
2026-02-06,92.25,41.99
2026-02-09,92.64,42.25
2026-02-10,93.88,42.84
2026-02-11,93.36,42.8
2026-02-12,93.25,42.87
2026-02-13,94.59,43.5
2026-02-17,95.49,43.94
2026-02-18,94.37,43.35
2026-02-19,94.17,43.2
2026-02-20,94.88,43.56
2026-02-23,94.89,43.61
2026-02-24,95.13,43.73
2026-02-25,94.87,43.44
2026-02-26,95.52,43.63
2026-02-27,95.69,43.84
2026-03-02,95.93,43.92
2026-03-03,95.42,43.7
2026-03-04,95.54,43.76
2026-03-05,94.58,43.34
2026-03-06,93.55,42.89
2026-03-09,93.76,42.98
2026-03-10,93.62,42.92
2026-03-11,92.65,42.41
2026-03-12,92.01,42.14
2026-03-13,92.16,42.25
2026-03-16,92.93,42.58
2026-03-17,93.34,42.72
2026-03-18,91.96,42.02
2026-03-19,91.59,41.92
2026-03-20,88.75,40.59
2026-03-23,89.44,40.62
2026-03-24,87.91,40.29
2026-03-25,87.84,40.27
2026-03-26,87.72,40.29
2026-03-27,87.0,40.01
2026-03-30,87.33,40.21
2026-03-31,88.7,40.83
2026-04-01,89.02,40.95
2026-04-02,90.23,41.61
2026-04-06,90.36,41.76
2026-04-07,90.49,41.72
2026-04-08,92.12,42.44
2026-04-09,92.78,42.73
2026-04-10,92.98,42.82
2026-04-13,93.33,43.02
2026-04-14,94.22,43.43
2026-04-15,94.29,43.41
2026-04-16,95.16,43.81
2026-04-17,96.68,44.48
2026-04-20,97.03,44.64
2026-04-21,95.31,43.78
2026-04-22,94.52,43.46
2026-04-23,95.49,43.96
2026-04-24,95.3,43.83
2026-04-27,94.78,43.49
2026-04-28,95.65,43.91
2026-04-29,94.9,43.64
2026-04-30,96.33,44.4
2026-05-01,96.06,44.32
2026-05-04,95.46,44.08
2026-05-05,95.76,44.17
2026-05-06,97.09,44.74
2026-05-07,96.39,44.4
2026-05-08,96.62,44.41
2026-05-11,96.69,44.57
2026-05-12,96.69,44.58
2026-05-13,95.89,44.21
2026-05-14,95.32,43.91
2026-05-15,93.91,43.23
2026-05-18,95.01,43.75
2026-05-19,95.28,43.94
2026-05-20,96.49,44.43
2026-05-21,96.67,44.5
2026-05-22,96.77,44.56
2026-05-26,97.22,44.71
2026-05-27,96.92,44.63
2026-05-28,96.55,44.41
2026-05-29,95.7,43.99
2026-06-01,94.09,43.27
2026-06-02,94.52,43.49
2026-06-03,94.41,43.51
2026-06-04,96.1,44.4
2026-06-05,96.79,44.7
2026-06-08,95.47,44.03
2026-06-09,97.67,44.97
2026-06-10,97.68,44.99
2026-06-11,97.61,44.92
2026-06-12,98.51,45.36
2026-06-15,97.82,44.99
2026-06-16,98.06,45.1
2026-06-17,95.61,43.97
2026-06-18,95.56,43.86
2026-06-22,96.59,44.02
2026-06-23,97.86,44.64
2026-06-24,97.01,44.51
2026-06-25,97.19,44.59
2026-06-26,98.67,45.24
2026-06-29,98.15,44.92
2026-06-30,96.43,44.03
2026-07-01,96.82,44.18
2026-07-02,98.02,44.68
2026-07-06,97.24,44.29
2026-07-07,98.4,44.89
2026-07-08,96.8,44.15
2026-07-09,97.09,44.23
2026-07-10,97.32,44.45
2026-07-13,97.83,44.7
2026-07-14,97.57,44.48
2026-07-15,97.86,44.56
2026-07-16,100.07,45.46
2026-07-17,100.02,45.42
2026-07-20,99.48,45.23
2026-07-21,99.52,45.2
2026-07-22,99.02,45.01
2026-07-23,98.69,44.95
2026-07-24,100.81,45.95
2026-07-27,100.54,45.76
2026-07-28,100.95,46.01
2026-07-29,100.66,45.96
2026-07-30,99.49,45.3
2026-07-31,98.95,45.07
2026-08-03,99.07,45.18
2026-08-04,98.92,45.17
2026-08-05,98.92,45.2
2026-08-06,98.04,44.81
2026-08-07,98.43,44.98
2026-08-10,97.11,44.4
2026-08-11,96.38,44.08
2026-08-12,97.31,44.49
2026-08-13,98.58,45.12
2026-08-14,98.83,45.27
2026-08-17,97.98,44.83
2026-08-18,97.62,44.63
2026-08-19,98.61,44.99
2026-08-20,98.6,45.08
2026-08-21,98.5,45.08
2026-08-24,99.1,45.33
2026-08-25,99.25,45.36
