date,FCOM,IYZ,VOX,XLC
2025-01-13,58.72,26.51,154.6,95.85
2025-01-14,58.3,26.75,153.7,95.53
2025-01-15,59.5,27.0,157.21,97.1
2025-01-16,59.21,27.04,156.07,96.55
2025-01-17,59.69,27.29,157.65,97.39
2025-01-21,60.31,27.67,159.06,98.27
2025-01-22,60.57,27.92,159.94,99.25
2025-01-23,61.16,28.24,161.38,99.51
2025-01-24,61.74,28.34,162.94,100.41
2025-01-27,61.69,27.37,163.1,100.93
2025-01-28,62.34,27.51,164.31,101.42
2025-01-29,62.55,27.42,165.14,101.87
2025-01-30,62.85,27.38,165.97,101.97
2025-01-31,63.07,27.46,166.24,102.38
2025-02-03,63.13,27.48,166.5,102.6
2025-02-04,63.91,27.64,168.54,103.52
2025-02-05,62.97,28.07,165.99,102.52
2025-02-06,63.23,28.16,166.56,102.96
2025-02-07,63.03,27.94,166.04,102.74
2025-02-10,63.35,27.98,167.09,103.2
2025-02-11,63.33,27.91,167.31,103.37
2025-02-12,63.43,27.86,167.45,103.48
2025-02-13,63.8,28.34,168.36,104.67
2025-02-14,64.13,28.53,169.24,105.31
2025-02-18,63.51,28.57,167.59,104.82
2025-02-19,63.3,28.56,167.08,104.94
2025-02-20,62.88,28.57,165.97,104.45
2025-02-21,61.84,28.28,162.91,103.02
2025-02-24,61.63,28.26,162.53,103.22
2025-02-25,60.67,28.23,160.17,101.69
2025-02-26,60.86,28.26,160.27,101.51
2025-02-27,59.92,28.14,158.2,100.53
2025-02-28,60.74,28.4,160.14,102.0
2025-03-03,59.95,28.22,158.13,100.98
2025-03-04,59.44,27.71,156.88,100.18
2025-03-05,60.3,27.98,159.16,101.47
2025-03-06,59.13,27.86,156.12,99.65
2025-03-07,59.44,28.17,156.74,100.29
2025-03-10,57.47,27.62,151.58,97.79
2025-03-11,56.86,26.9,150.04,96.35
2025-03-12,57.32,26.71,151.38,96.83
2025-03-13,55.97,26.61,147.73,94.84
2025-03-14,56.97,26.99,150.58,96.58
2025-03-17,57.32,27.3,151.4,97.27
2025-03-18,56.38,27.0,148.92,95.91
2025-03-19,57.12,27.2,150.79,97.05
2025-03-20,56.98,27.19,150.48,96.84
2025-03-21,57.33,27.23,151.76,97.6
2025-03-24,58.41,27.62,154.56,98.69
2025-03-25,59.12,27.68,155.95,99.94
2025-03-26,58.3,27.69,153.91,99.09
2025-03-27,57.86,27.66,152.76,98.65
2025-03-28,56.05,27.3,148.1,95.74
2025-03-31,56.26,27.39,148.39,96.45
2025-04-01,56.61,27.48,149.38,96.51
2025-04-02,56.64,27.6,149.54,96.85
2025-04-03,53.91,26.49,142.2,92.53
2025-04-04,50.92,24.88,134.43,87.23
2025-04-07,51.14,24.92,135.04,87.35
2025-04-08,50.44,24.53,133.12,86.13
2025-04-09,55.25,26.05,145.75,93.74
2025-04-10,53.12,25.58,140.11,90.5
2025-04-11,53.57,25.8,141.38,91.27
2025-04-14,53.67,26.01,141.83,91.88
2025-04-15,53.59,26.16,141.58,92.11
2025-04-16,52.37,25.63,138.14,89.63
2025-04-17,52.63,25.75,138.78,90.21
2025-04-21,51.38,25.06,135.62,88.18
2025-04-22,52.67,25.39,138.97,90.48
2025-04-23,53.71,25.71,141.87,91.93
2025-04-24,54.8,26.07,144.82,93.77
2025-04-25,55.27,26.16,145.91,94.36
2025-04-28,55.48,26.43,146.43,94.72
2025-04-29,55.81,26.71,147.41,95.41
2025-04-30,55.55,26.95,146.69,95.44
2025-05-01,56.17,27.07,148.25,95.93
2025-05-02,57.25,27.1,151.25,97.42
2025-05-05,57.36,27.14,151.47,97.65
2025-05-06,57.18,27.38,150.91,97.63
2025-05-07,56.78,27.37,149.83,97.45
2025-05-08,57.03,27.28,150.56,97.68
2025-05-09,57.06,27.44,150.57,97.18
2025-05-12,58.79,27.9,155.06,99.2
2025-05-13,59.37,28.0,156.71,100.17
2025-05-14,60.01,27.95,158.3,100.69
2025-05-15,59.86,28.52,158.1,101.09
2025-05-16,60.23,28.71,159.03,101.78
2025-05-19,60.22,28.73,158.94,101.88
2025-05-20,59.96,28.59,158.28,101.63
2025-05-21,59.73,28.23,157.63,100.87
2025-05-22,59.77,28.1,157.74,100.65
2025-05-23,59.38,28.08,156.75,100.19
2025-05-27,60.55,28.4,159.73,101.82
2025-05-28,60.4,28.3,159.36,101.8
2025-05-29,60.12,27.98,158.68,100.98
2025-05-30,60.41,28.01,159.36,101.4
2025-06-02,60.79,28.31,160.33,101.9
2025-06-03,60.52,28.48,159.66,101.61
2025-06-04,61.18,28.37,161.35,102.26
2025-06-05,61.18,28.35,161.33,102.4
2025-06-06,62.16,28.72,163.96,103.71
2025-06-09,62.17,28.67,164.08,103.41
2025-06-10,62.96,28.8,166.14,104.72
2025-06-11,62.69,28.6,165.28,104.48
2025-06-12,62.22,28.62,164.04,103.63
2025-06-13,61.61,28.22,162.44,102.58
2025-06-16,62.77,28.33,165.47,104.34
2025-06-17,62.2,28.03,164.04,103.42
2025-06-18,62.18,28.1,163.91,103.47
2025-06-20,61.28,28.18,161.98,102.84
2025-06-23,61.92,28.61,163.69,103.89
2025-06-24,62.82,29.05,166.04,105.23
2025-06-25,62.76,28.9,165.87,105.21
2025-06-26,63.67,29.2,167.79,106.43
2025-06-27,64.45,29.3,169.95,107.68
2025-06-30,64.81,29.78,171.03,108.53
2025-07-01,64.33,29.74,169.7,107.76
2025-07-02,64.36,29.64,169.85,107.45
2025-07-03,64.78,29.87,170.84,108.04
2025-07-07,64.23,29.68,169.58,107.0
2025-07-08,64.1,29.64,169.17,106.78
2025-07-09,64.4,29.53,170.06,107.06
2025-07-10,64.38,29.5,169.84,106.7
2025-07-11,63.98,29.27,169.0,106.01
2025-07-14,64.65,29.5,170.58,107.05
2025-07-15,64.16,29.33,169.31,105.99
2025-07-16,64.24,29.49,169.65,106.31
2025-07-17,64.55,29.88,170.37,106.68
2025-07-18,64.55,29.9,170.38,106.19
2025-07-21,65.44,30.21,172.53,107.61
2025-07-22,65.46,30.15,172.64,107.86
2025-07-23,65.87,30.5,173.65,108.45
2025-07-24,65.87,30.28,173.86,108.63
2025-07-25,65.53,29.97,172.85,107.62
2025-07-28,65.42,29.85,172.48,107.04
2025-07-29,64.82,29.73,171.0,106.12
2025-07-30,65.0,29.81,171.51,106.45
2025-07-31,66.31,29.85,174.91,107.41
2025-08-01,64.99,29.45,171.49,106.12
2025-08-04,66.62,29.81,175.53,108.16
2025-08-05,66.05,29.66,174.09,107.32
2025-08-06,66.5,30.07,175.26,107.73
2025-08-07,65.93,30.29,173.97,107.27
2025-08-08,66.03,30.51,174.2,107.63
2025-08-11,66.1,30.39,174.6,108.18
2025-08-12,67.33,30.94,177.81,110.25
2025-08-13,67.56,30.98,178.68,111.11
2025-08-14,67.67,30.56,178.81,111.2
2025-08-15,67.81,30.46,179.34,111.48
2025-08-18,67.52,30.67,178.43,110.8
2025-08-19,66.87,30.4,176.72,110.18
2025-08-20,66.55,30.43,175.83,109.85
2025-08-21,66.4,30.54,175.47,109.73
2025-08-22,67.56,30.96,178.51,111.31
2025-08-25,67.82,31.03,179.14,111.49
2025-08-26,67.72,31.15,179.04,111.0
2025-08-27,67.76,31.26,179.22,111.19
2025-08-28,68.25,31.55,180.39,111.61
2025-08-29,68.15,31.57,180.19,111.39
2025-09-02,67.94,31.41,179.66,111.2
2025-09-03,69.38,31.4,183.39,113.06
2025-09-04,69.95,31.91,184.76,114.08
2025-09-05,70.28,31.96,185.8,114.69
2025-09-08,70.35,31.57,186.0,114.82
2025-09-09,70.99,31.67,187.58,115.47
2025-09-10,70.39,32.02,185.88,114.62
2025-09-11,71.0,32.25,187.56,116.38
2025-09-12,71.15,31.86,188.05,117.35
2025-09-15,72.3,32.14,191.14,119.0
2025-09-16,72.31,31.81,191.1,118.52
2025-09-17,72.45,31.97,191.36,118.83
2025-09-18,72.59,32.13,191.85,118.92
2025-09-19,72.59,32.17,192.17,119.41
2025-09-22,72.21,32.12,191.23,118.58
2025-09-23,71.91,32.3,190.39,118.41
2025-09-24,71.33,31.89,188.56,117.43
2025-09-25,70.95,31.9,187.55,117.03
2025-09-26,71.3,32.01,188.35,118.17
2025-09-29,71.36,32.02,188.6,118.55
2025-09-30,70.97,32.26,187.73,118.37
2025-10-01,70.3,32.51,185.67,116.71
2025-10-02,70.42,32.56,186.13,116.45
2025-10-03,70.18,32.7,185.4,116.39
2025-10-06,70.48,32.62,186.45,116.51
2025-10-07,69.99,32.52,184.96,116.06
2025-10-08,70.0,33.09,184.92,115.58
2025-10-09,69.84,33.0,184.59,114.92
2025-10-10,68.25,32.21,180.26,112.8
2025-10-13,69.3,32.51,183.14,113.84
2025-10-14,69.7,33.01,184.2,114.59
2025-10-15,70.47,33.19,186.18,115.4
2025-10-16,69.79,32.83,184.45,114.17
2025-10-17,70.1,32.83,185.15,114.94
2025-10-20,70.98,32.9,187.65,116.24
2025-10-21,70.83,32.7,187.2,116.65
2025-10-22,70.2,32.21,185.54,115.64
2025-10-23,70.19,32.04,185.37,115.25
2025-10-24,70.82,32.35,187.14,115.55
2025-10-27,72.09,32.93,190.54,117.16
2025-10-28,71.9,33.06,190.02,116.58
2025-10-29,72.16,32.99,190.8,116.29
2025-10-30,70.49,32.65,186.22,114.32
2025-10-31,70.65,32.99,186.65,114.81
2025-11-03,70.04,32.58,185.31,113.59
2025-11-04,69.14,32.07,182.8,112.81
2025-11-05,69.68,32.4,184.27,113.42
2025-11-06,69.07,32.02,182.72,112.4
2025-11-07,68.9,31.9,182.33,112.11
2025-11-10,70.09,32.12,185.42,113.28
2025-11-11,70.42,32.27,186.29,114.2
2025-11-12,69.76,32.5,184.62,113.54
2025-11-13,68.58,32.19,181.4,111.93
2025-11-14,68.15,32.18,180.29,111.33
2025-11-17,68.26,32.02,180.51,111.18
2025-11-18,68.44,32.08,180.96,111.81
2025-11-19,68.39,32.06,180.93,111.19
2025-11-20,67.5,31.1,178.55,109.97
2025-11-21,68.75,31.66,181.95,111.9
2025-11-24,70.41,32.1,186.32,113.01
2025-11-25,71.66,32.28,189.53,114.3
2025-11-26,71.57,32.43,189.29,114.46
2025-11-28,72.25,32.77,191.21,115.39
2025-12-01,71.8,32.37,189.94,114.85
2025-12-02,72.08,32.4,190.65,115.23
2025-12-03,72.07,32.45,190.67,115.13
2025-12-04,72.73,32.98,192.4,115.79
2025-12-05,73.5,33.27,194.59,117.13
2025-12-08,72.92,33.41,193.01,116.26
2025-12-09,72.91,33.44,192.91,116.39
2025-12-10,73.22,33.89,193.69,117.07
2025-12-11,73.06,34.21,193.29,116.81
2025-12-12,72.48,33.32,191.78,116.55
2025-12-15,72.28,33.22,191.26,116.57
2025-12-16,72.55,32.84,192.06,116.65
2025-12-17,71.75,32.57,189.29,115.81
2025-12-18,72.5,32.93,191.31,116.47
2025-12-19,72.48,33.64,191.6,116.52
2025-12-22,72.94,34.03,192.95,116.66
2025-12-23,73.35,34.05,193.86,117.39
2025-12-24,73.62,34.08,194.57,118.09
2025-12-26,73.4,33.99,193.95,117.97
2025-12-29,73.28,34.0,193.8,117.89
2025-12-30,73.61,34.04,194.71,118.29
2025-12-31,73.28,33.9,193.63,117.72
2026-01-02,73.04,34.05,193.06,116.9
2026-01-05,73.61,34.12,194.7,117.75
2026-01-06,73.51,34.28,194.41,117.33
2026-01-07,73.27,33.75,193.67,117.09
2026-01-08,73.53,33.52,194.32,117.48
2026-01-09,73.92,33.68,195.45,117.91
2026-01-12,73.86,33.78,195.29,117.55
2026-01-13,73.69,33.75,194.81,116.89
2026-01-14,73.4,33.65,194.07,116.64
2026-01-15,73.17,33.85,193.4,116.21
2026-01-16,72.77,33.77,192.3,115.17
2026-01-20,71.45,33.54,188.78,113.47
2026-01-21,72.0,33.58,190.4,114.63
2026-01-22,73.36,34.27,194.12,116.25
2026-01-23,73.64,34.18,194.66,116.96
2026-01-26,74.1,34.34,195.86,117.77
2026-01-27,73.75,34.51,194.98,116.9
2026-01-28,73.74,34.97,194.83,116.75
2026-01-29,75.81,35.34,200.36,119.79
2026-01-30,75.45,35.85,199.46,120.08
2026-02-02,75.21,36.14,198.74,119.67
2026-02-03,74.16,37.06,195.88,117.74
2026-02-04,72.98,36.95,192.83,116.8
2026-02-05,72.5,37.01,191.38,116.21
2026-02-06,72.27,37.93,190.84,115.76
2026-02-09,73.07,38.77,192.97,116.88
2026-02-10,73.09,38.88,193.05,117.58
2026-02-11,72.39,38.93,191.24,116.74
2026-02-12,71.01,38.03,187.47,114.64
2026-02-13,70.88,38.39,187.07,114.58
2026-02-17,70.69,38.53,186.67,114.4
2026-02-18,71.04,38.53,187.63,114.59
2026-02-19,71.24,38.66,187.74,115.14
2026-02-20,72.2,39.03,190.8,116.8
2026-02-23,71.21,39.04,187.97,115.36
2026-02-24,71.62,39.4,189.14,116.16
2026-02-25,72.07,39.37,190.28,116.5
2026-02-26,72.17,38.96,190.53,116.72
2026-02-27,72.73,39.75,192.11,118.05
2026-03-02,72.66,40.2,191.91,117.87
2026-03-03,72.78,39.72,192.14,117.96
2026-03-04,73.42,40.54,193.85,118.79
2026-03-05,73.01,39.8,192.74,118.44
2026-03-06,72.16,39.1,190.54,117.46
2026-03-09,72.31,38.88,191.02,117.56
2026-03-10,72.17,39.41,190.71,117.38
2026-03-11,72.11,39.26,190.42,117.0
2026-03-12,70.82,38.8,187.1,115.27
2026-03-13,70.2,39.06,185.4,114.45
2026-03-16,71.01,39.39,187.53,115.33
2026-03-17,71.23,39.59,188.2,115.37
2026-03-18,70.22,39.05,185.42,113.66
2026-03-19,69.93,39.65,184.63,113.14
2026-03-20,69.0,39.03,182.65,112.23
2026-03-23,69.59,39.9,184.37,112.71
2026-03-24,68.51,40.44,180.89,111.13
2026-03-25,68.84,40.81,181.77,111.44
2026-03-26,66.77,39.86,176.3,108.81
2026-03-27,65.43,39.47,172.79,107.04
2026-03-30,65.81,38.59,173.76,107.96
2026-03-31,68.12,39.32,179.84,110.86
2026-04-01,68.65,39.47,181.43,111.24
2026-04-02,68.97,40.48,182.15,111.7
2026-04-06,69.03,40.46,182.38,111.76
2026-04-07,69.29,40.68,183.2,111.82
2026-04-08,70.99,41.6,187.69,113.81
2026-04-09,71.44,41.38,188.82,114.27
2026-04-10,71.32,41.2,188.5,113.95
2026-04-13,71.94,41.22,190.08,114.82
2026-04-14,73.5,41.01,194.23,116.56
2026-04-15,74.24,41.03,196.24,117.36
2026-04-16,74.96,42.83,198.14,118.83
2026-04-17,75.29,43.02,199.05,119.1
2026-04-20,74.7,43.23,197.5,118.75
2026-04-21,73.73,43.04,195.08,117.16
2026-04-22,74.43,42.99,196.86,117.88
2026-04-23,73.84,43.25,195.32,117.39
2026-04-24,73.71,42.05,194.94,115.54
2026-04-27,74.02,41.43,195.79,115.81
2026-04-28,73.71,40.81,194.98,115.75
2026-04-29,73.53,40.89,194.6,115.29
2026-04-30,74.41,42.21,196.84,116.51
2026-05-01,74.31,42.56,196.73,116.72
2026-05-04,74.04,42.49,195.92,116.1
2026-05-05,73.78,42.41,195.32,115.63
2026-05-06,74.94,42.07,198.33,117.35
2026-05-07,74.86,41.16,198.12,117.38
2026-05-08,74.64,41.44,197.71,116.94
2026-05-11,73.45,41.94,194.42,115.58
2026-05-12,73.51,41.76,194.56,115.86
2026-05-13,74.48,41.86,197.21,116.76
2026-05-14,74.7,43.4,197.63,117.11
2026-05-15,73.94,42.77,195.67,116.08
2026-05-18,74.5,42.96,197.12,116.98
2026-05-19,73.6,42.83,194.73,115.85
2026-05-20,73.78,42.92,195.25,116.1
2026-05-21,74.0,44.19,195.89,116.1
2026-05-22,73.86,44.7,195.55,115.46
2026-05-26,74.34,44.74,196.74,115.55
2026-05-27,75.14,44.97,198.91,116.26
2026-05-28,75.34,44.72,199.44,116.67
2026-05-29,74.39,44.6,197.08,115.69
2026-06-01,73.61,44.45,194.83,115.61
2026-06-02,72.56,45.95,192.11,113.57
2026-06-03,71.93,44.59,190.5,112.08
2026-06-04,72.6,44.34,192.13,113.11
2026-06-05,71.17,42.58,188.53,111.67
2026-06-08,70.65,42.75,187.17,111.09
2026-06-09,70.78,41.99,187.5,111.48
2026-06-10,70.21,42.17,185.88,111.01
2026-06-11,70.72,43.21,187.3,112.12
2026-06-12,70.78,43.76,187.35,111.65
2026-06-15,71.97,43.26,190.41,112.19
2026-06-16,72.12,42.42,190.83,112.32
2026-06-17,70.04,41.84,185.52,109.2
2026-06-18,70.39,41.6,186.87,109.45
2026-06-22,68.71,41.86,182.37,106.86
2026-06-23,68.93,42.0,182.84,107.27
2026-06-24,68.4,41.5,181.16,106.54
2026-06-25,67.67,41.56,179.12,105.58
2026-06-26,68.28,41.23,180.8,106.18
2026-06-29,69.82,42.47,184.88,107.88
2026-06-30,69.48,42.31,183.95,107.13
2026-07-01,71.32,41.8,188.8,109.74
2026-07-02,70.81,40.8,187.85,109.6
2026-07-06,71.4,41.23,189.14,110.21
2026-07-07,71.71,40.53,189.99,111.02
2026-07-08,70.77,41.0,187.45,109.46
2026-07-09,71.53,41.83,189.59,110.51
2026-07-10,72.32,42.24,191.52,111.64
2026-07-13,71.98,41.64,190.7,111.59
2026-07-14,72.09,41.55,191.02,111.45
2026-07-15,73.45,40.55,194.72,113.38
2026-07-16,72.42,40.03,191.86,112.65
2026-07-17,71.02,40.11,188.08,110.65
2026-07-20,71.13,40.02,188.47,110.8
2026-07-21,70.85,40.83,187.64,110.03
2026-07-22,69.98,40.76,185.33,109.2
2026-07-23,67.57,40.44,178.8,105.38
2026-07-24,67.92,40.43,179.81,106.3
2026-07-27,68.74,40.58,182.17,107.66
2026-07-28,69.89,40.79,185.13,109.67
2026-07-29,69.73,39.71,184.81,109.51
2026-07-30,67.86,40.39,179.77,106.58
2026-07-31,68.66,41.14,181.78,108.24
2026-08-03,71.06,41.87,188.05,111.34
2026-08-04,71.66,43.35,189.77,112.04
2026-08-05,70.43,42.97,186.48,110.87
2026-08-06,70.33,43.4,186.32,111.18
2026-08-07,70.77,43.6,187.52,111.25
2026-08-10,71.11,43.44,188.38,111.83
2026-08-11,70.44,43.66,186.59,111.27
2026-08-12,69.95,44.79,185.16,110.27
2026-08-13,71.23,43.9,188.52,112.55
2026-08-14,71.44,43.81,189.18,112.95
2026-08-17,70.19,43.97,185.83,110.82
2026-08-18,69.64,43.14,184.36,110.48
2026-08-19,70.1,42.85,185.67,111.32
2026-08-20,69.71,42.56,184.49,110.68
2026-08-21,70.21,43.04,185.96,111.4
2026-08-24,70.79,42.6,187.35,112.32
2026-08-25,71.36,43.16,189.03,113.18
