date,SMH,SOXX
2026-07-08,593.0,562.03
2026-07-09,607.73,581.7
2026-07-10,611.03,581.34
2026-07-13,585.62,553.61
2026-07-14,600.31,567.92
2026-07-15,590.77,555.27
2026-07-16,568.92,530.5
2026-07-17,556.53,521.81
2026-07-20,558.83,524.14
2026-07-21,584.08,552.69
2026-07-22,586.91,555.52
2026-07-23,580.17,551.24
2026-07-24,561.19,527.01
2026-07-27,548.55,516.23
2026-07-28,529.6,491.46
2026-07-29,504.22,465.0
2026-07-30,538.9,504.53
2026-07-31,540.53,504.89
2026-08-03,545.46,507.68
2026-08-04,575.71,542.21
2026-08-05,569.7,530.7
2026-08-06,571.48,532.52
2026-08-07,582.7,543.27
2026-08-10,569.41,529.39
2026-08-11,572.93,534.2
2026-08-12,584.83,546.61
2026-08-13,589.12,550.74
2026-08-14,587.82,550.42
2026-08-17,594.07,559.12
2026-08-18,569.77,531.39
2026-08-19,560.92,519.67
2026-08-20,562.65,522.35
2026-08-21,560.42,520.05
2026-08-24,546.8,506.18
2026-08-25,555.82,514.06
2026-08-26,555.77,515.4
2026-08-27,573.0,525.43
2026-08-28,553.11,508.62
2026-08-31,556.63,511.04
2026-09-01,545.22,500.31
2026-09-02,550.48,501.44
2026-09-03,552.6,502.2
2026-09-04,567.01,519.86
2026-09-08,573.73,528.4
2026-09-09,574.29,532.0
2026-09-10,560.28,517.43
2026-09-11,568.53,527.07
2026-09-14,541.5,497.4
2026-09-15,542.11,498.85
2026-09-16,545.56,502.06
2026-09-17,560.61,519.1
2026-09-18,573.0,533.07
