date,VDE,XLE
2026-03-26,174.14,61.52
2026-03-27,176.95,62.56
2026-03-30,175.0,61.96
2026-03-31,173.04,61.26
2026-04-01,166.8,58.97
2026-04-02,168.06,59.25
2026-04-06,169.13,59.68
2026-04-07,170.54,60.16
2026-04-08,164.78,58.05
2026-04-09,162.73,57.33
2026-04-10,161.79,56.94
2026-04-13,162.31,57.11
2026-04-14,158.69,55.95
2026-04-15,158.45,55.76
2026-04-16,160.93,56.58
2026-04-17,156.07,55.02
2026-04-20,156.45,55.07
2026-04-21,158.69,55.87
2026-04-22,160.75,56.54
2026-04-23,162.04,56.98
2026-04-24,161.72,56.87
2026-04-27,161.89,56.77
2026-04-28,164.43,57.71
2026-04-29,168.13,59.03
2026-04-30,169.58,59.65
2026-05-01,167.52,58.85
2026-05-04,169.25,59.39
2026-05-05,169.23,59.45
2026-05-06,162.43,57.0
2026-05-07,159.31,55.95
2026-05-08,158.38,55.7
2026-05-11,162.46,57.17
2026-05-12,163.67,57.57
2026-05-13,163.61,57.63
2026-05-14,164.8,58.07
2026-05-15,168.38,59.44
2026-05-18,171.5,60.58
2026-05-19,173.25,61.29
2026-05-20,169.17,59.8
2026-05-21,167.28,59.13
2026-05-22,168.02,59.49
2026-05-26,163.72,57.85
2026-05-27,160.84,56.99
2026-05-28,160.72,56.95
2026-05-29,159.1,56.29
2026-06-01,161.83,57.3
2026-06-02,163.72,57.96
2026-06-03,165.57,58.71
2026-06-04,165.86,58.75
2026-06-05,162.36,57.67
2026-06-08,164.43,58.33
2026-06-09,161.56,57.39
2026-06-10,164.08,58.25
2026-06-11,161.1,57.12
2026-06-12,162.34,57.55
2026-06-15,156.76,55.55
2026-06-16,155.95,55.36
2026-06-17,154.28,54.67
2026-06-18,151.82,53.77
2026-06-22,153.75,54.06
2026-06-23,154.68,54.46
2026-06-24,150.88,53.57
2026-06-25,152.54,54.09
2026-06-26,152.07,53.84
2026-06-29,151.28,53.58
2026-06-30,150.13,53.11
2026-07-01,149.33,52.81
2026-07-02,150.44,53.22
2026-07-06,150.15,53.13
2026-07-07,154.33,54.64
2026-07-08,156.94,55.6
2026-07-09,154.81,54.82
2026-07-10,155.5,55.08
2026-07-13,160.15,56.74
2026-07-14,160.91,56.95
2026-07-15,159.42,56.5
2026-07-16,160.76,57.02
2026-07-17,162.78,57.68
2026-07-20,163.48,57.94
2026-07-21,165.52,58.5
2026-07-22,167.49,59.2
2026-07-23,168.17,59.38
2026-07-24,168.23,59.62
2026-07-27,164.52,58.36
2026-07-28,162.02,57.57
2026-07-29,165.14,58.65
2026-07-30,166.28,58.96
2026-07-31,167.97,59.55
2026-08-03,165.87,58.79
2026-08-04,165.25,58.52
2026-08-05,161.57,57.31
2026-08-06,164.12,58.16
2026-08-07,162.37,57.5
2026-08-10,170.07,60.18
2026-08-11,171.96,60.93
2026-08-12,172.29,61.03
2026-08-13,172.3,61.06
2026-08-14,174.68,61.91
2026-08-17,176.62,62.58
2026-08-18,179.21,63.68
2026-08-19,179.06,63.58
2026-08-20,179.72,63.75
2026-08-21,179.58,63.64
2026-08-24,177.87,63.11
2026-08-25,175.13,62.06
