date,BATRA,BATRK,BF A,BF B,LEN,LEN B,MOG A,MOG B,SMH,SOXX,Z,ZG
2026-01-26,42.83,39.36,27.69,27.41,110.58,103.68,288.61,295.0,398.82,343.07,69.56,68.36
2026-01-27,43.21,39.65,27.13,26.77,110.07,102.06,287.64,295.0,407.25,351.08,66.62,65.73
2026-01-28,43.55,39.48,26.75,26.31,110.79,102.42,286.32,295.0,416.63,360.46,65.98,65.0
2026-01-29,43.99,40.03,27.32,26.9,111.23,104.61,288.0,295.0,417.52,361.13,66.16,65.21
2026-01-30,44.02,39.93,27.83,27.37,109.35,101.26,305.35,295.0,403.46,346.3,63.03,62.24
2026-02-02,44.28,40.1,27.58,27.12,108.8,101.51,315.91,295.0,407.97,352.69,62.52,61.75
2026-02-03,43.79,39.59,28.61,28.15,112.53,103.74,324.02,321.73,397.68,345.64,58.94,58.7
2026-02-04,44.06,39.76,29.73,29.29,115.27,107.5,322.03,329.8,382.02,330.38,56.54,56.66
2026-02-05,43.75,39.32,29.42,28.97,115.37,106.46,325.83,324.59,381.07,330.83,54.01,53.72
2026-02-06,43.42,39.13,29.83,29.45,114.02,106.67,324.2,332.11,401.65,348.51,54.97,54.5
2026-02-09,44.0,39.7,29.97,29.48,114.08,106.4,325.08,325.36,406.65,352.77,54.28,53.94
2026-02-10,45.57,41.15,30.32,29.91,119.4,111.0,323.07,325.36,404.76,351.43,54.71,54.42
2026-02-11,45.52,41.13,30.58,30.28,120.99,112.13,321.68,325.36,414.78,360.2,45.66,45.1
2026-02-12,45.77,41.46,30.84,30.67,120.83,111.82,323.11,325.36,406.11,351.5,43.82,43.7
2026-02-13,47.65,43.18,30.22,29.95,122.28,114.25,324.63,326.32,407.72,354.66,43.45,43.3
2026-02-17,47.86,43.3,29.45,29.26,121.44,113.99,325.19,326.32,407.51,354.1,43.97,43.99
2026-02-18,47.94,43.44,29.82,29.42,121.26,113.45,327.03,326.32,412.55,357.92,44.98,44.92
2026-02-19,47.19,42.89,29.92,29.42,116.12,108.64,338.79,326.32,410.2,355.84,45.55,45.54
2026-02-20,47.78,43.13,30.34,29.99,116.46,108.62,345.08,344.0,415.03,359.43,45.46,45.42
2026-02-23,46.84,42.77,30.7,30.2,116.2,107.73,344.75,344.0,412.88,356.82,42.83,42.81
2026-02-24,47.45,43.13,30.87,30.42,116.4,108.34,349.6,344.41,419.16,362.04,43.73,43.84
2026-02-25,48.75,43.83,28.67,28.1,110.73,104.12,346.08,344.41,426.16,368.0,45.31,45.43
2026-02-26,48.76,43.98,29.06,28.48,112.0,105.31,340.22,344.41,412.01,356.8,46.65,46.52
2026-02-27,48.41,43.71,29.36,28.86,114.36,106.73,337.43,344.41,406.37,352.29,44.62,44.8
2026-03-02,48.41,43.75,29.29,28.85,110.61,103.89,345.27,344.41,406.39,352.05,43.54,43.7
2026-03-03,48.35,43.61,28.49,28.13,108.41,101.34,340.3,343.39,391.06,334.78,45.23,45.52
2026-03-04,48.72,43.88,26.84,26.26,106.53,100.23,341.0,343.39,399.1,341.54,45.82,46.1
2026-03-05,48.71,43.98,26.7,26.12,104.3,98.06,319.66,343.39,395.35,337.76,46.66,47.01
2026-03-06,48.46,43.74,25.74,25.26,101.17,95.09,316.8,343.39,380.56,323.51,45.91,45.97
2026-03-09,48.84,43.99,25.42,24.88,99.94,93.95,316.08,343.39,394.37,336.37,45.25,45.14
2026-03-10,47.74,43.36,25.79,25.4,98.72,92.71,314.59,343.39,397.33,338.81,44.06,43.7
2026-03-11,47.46,42.96,24.67,24.22,96.57,90.93,314.57,312.27,401.03,342.09,44.9,44.35
2026-03-12,47.32,42.93,23.58,23.07,92.54,87.56,306.38,312.27,388.13,330.19,41.25,40.81
2026-03-13,47.61,43.09,23.85,23.49,94.96,89.74,301.59,302.51,387.33,331.32,42.9,42.15
2026-03-16,48.21,43.44,23.5,23.08,95.95,90.37,304.14,306.69,393.92,337.83,42.36,42.27
2026-03-17,48.07,43.75,23.54,23.15,97.03,90.48,307.03,306.69,396.88,340.25,45.23,45.05
2026-03-18,47.11,42.91,23.22,22.94,94.75,88.97,308.3,306.69,393.67,338.29,46.27,45.71
2026-03-19,46.87,42.46,23.59,23.31,93.72,88.32,304.37,306.69,394.92,340.2,45.54,44.89
2026-03-20,46.03,41.48,23.33,22.8,90.55,86.28,291.44,306.69,384.74,332.51,43.95,43.53
2026-03-23,46.48,41.97,23.37,22.93,93.46,88.87,296.65,306.69,391.36,336.59,44.82,44.71
2026-03-24,47.15,42.35,23.2,22.8,92.38,88.32,302.26,306.69,394.59,341.02,45.31,45.09
2026-03-25,47.39,42.54,23.87,23.49,92.19,88.33,305.95,306.69,399.02,345.25,43.6,43.4
2026-03-26,46.68,42.16,25.99,25.74,91.11,87.11,289.33,306.69,380.84,328.85,41.86,42.04
2026-03-27,46.19,41.53,27.19,27.19,90.25,86.2,288.39,306.69,374.25,323.48,40.44,40.41
2026-03-30,46.71,42.01,26.93,26.71,84.88,81.84,283.82,306.69,362.53,309.79,40.79,40.63
2026-03-31,47.15,42.7,26.79,26.44,86.84,84.12,292.64,294.91,383.4,328.66,41.38,41.39
2026-04-01,46.97,42.4,26.86,26.51,85.44,83.27,301.65,294.91,391.97,338.54,40.49,40.47
2026-04-02,48.65,43.89,27.09,26.75,86.49,84.32,290.02,298.49,392.32,339.61,40.6,40.64
2026-04-06,48.75,43.91,27.14,26.73,88.57,86.53,298.93,298.49,395.98,344.1,41.65,41.81
2026-04-07,48.58,43.9,26.68,26.55,85.62,83.19,298.06,298.49,399.9,347.76,40.79,40.92
2026-04-08,48.98,44.11,27.28,26.85,88.63,86.75,313.25,298.49,422.92,370.4,41.43,41.56
2026-04-09,49.08,44.26,30.4,30.31,88.93,86.85,318.35,316.48,430.31,378.63,40.63,40.65
2026-04-10,49.1,44.18,29.7,29.49,88.97,86.62,312.03,314.62,436.88,386.6,39.87,39.94
2026-04-13,49.28,44.31,29.59,29.27,89.79,87.38,314.47,314.62,443.34,393.34,40.49,40.63
2026-04-14,49.78,45.24,29.67,29.21,88.83,86.61,313.98,314.62,452.0,401.24,40.89,41.0
2026-04-15,50.01,45.21,30.08,29.57,88.44,86.07,313.79,311.77,453.0,401.86,43.5,43.62
2026-04-16,50.3,45.31,29.78,29.46,88.8,86.67,313.96,314.04,454.8,405.95,44.08,44.1
2026-04-17,52.82,47.63,29.73,29.15,92.79,90.15,322.75,327.7,464.16,415.71,46.86,47.01
2026-04-20,54.13,48.91,29.85,29.26,94.12,91.96,318.1,322.5,463.96,417.55,47.3,47.44
2026-04-21,53.63,48.31,29.37,28.75,94.81,92.22,307.86,307.81,464.66,420.7,46.17,46.18
2026-04-22,53.84,48.77,28.98,28.53,94.45,91.83,297.45,307.81,476.83,431.77,46.04,46.06
2026-04-23,53.11,48.37,28.93,28.4,94.18,92.14,306.0,322.0,481.85,441.0,44.5,44.5
2026-04-24,53.66,49.72,28.9,28.31,94.05,91.5,312.91,322.0,506.44,461.6,45.41,45.63
2026-04-27,53.53,49.62,28.12,27.59,93.25,90.98,307.83,313.56,506.26,455.41,45.59,45.69
2026-04-28,53.46,49.71,28.4,27.73,92.32,89.93,306.3,313.56,491.21,438.71,44.76,44.91
2026-04-29,52.28,48.89,25.4,24.87,88.71,86.17,302.02,313.56,499.58,449.99,43.41,43.45
2026-04-30,52.92,49.41,26.28,25.77,90.3,88.38,301.31,313.56,506.72,461.44,44.4,44.61
2026-05-01,54.14,50.07,26.18,25.55,88.45,86.31,300.52,301.67,509.82,465.75,45.28,45.5
2026-05-04,53.14,49.45,25.16,24.66,84.36,82.06,307.0,301.67,506.79,462.06,44.03,44.27
2026-05-05,53.27,49.41,26.85,26.26,86.2,84.13,310.68,312.41,522.69,482.73,43.54,43.88
2026-05-06,55.24,51.09,27.55,26.98,90.54,88.07,318.56,321.81,549.76,506.87,44.53,44.83
2026-05-07,55.34,51.18,28.2,27.38,87.74,84.68,316.29,322.79,540.1,492.36,43.68,44.04
2026-05-08,54.87,50.67,28.36,27.68,88.38,86.09,314.08,322.79,566.54,520.3,41.43,41.94
2026-05-11,54.34,50.22,27.46,26.83,87.09,84.88,312.97,322.79,576.31,532.76,40.44,40.65
2026-05-12,54.22,49.52,27.35,26.56,85.86,83.99,307.91,310.0,561.25,515.99,39.63,39.84
2026-05-13,54.4,50.78,27.02,26.16,84.97,82.99,307.89,312.27,572.46,528.29,38.53,38.88
2026-05-14,54.48,50.88,26.87,26.09,85.25,83.27,313.64,312.27,578.34,530.03,37.37,37.86
2026-05-15,53.95,50.4,27.36,26.38,82.3,80.32,303.61,312.27,556.34,508.52,37.66,38.06
2026-05-18,54.55,51.12,27.12,26.25,83.82,82.27,306.2,310.08,546.16,495.87,37.17,37.61
2026-05-19,53.93,50.5,26.69,25.92,83.0,81.21,304.15,310.08,543.96,496.74,36.0,36.42
2026-05-20,53.7,50.23,26.43,25.64,87.31,85.95,316.58,310.08,564.66,520.31,36.47,36.92
2026-05-21,53.49,50.01,26.85,26.04,88.83,87.03,314.95,317.18,567.88,524.71,36.75,37.25
2026-05-22,53.1,49.5,26.99,26.2,88.86,86.82,318.94,321.0,576.32,537.33,36.34,36.88
2026-05-26,53.49,49.48,26.14,25.38,89.29,87.52,342.61,345.26,602.14,570.09,35.74,36.21
2026-05-27,53.92,49.92,26.72,25.94,90.96,88.35,343.18,344.73,595.5,563.98,36.05,36.37
2026-05-28,53.88,50.05,26.74,25.96,89.75,87.59,356.94,357.74,599.83,569.47,35.44,35.8
2026-05-29,53.6,49.6,26.73,25.72,89.78,88.08,359.97,360.0,598.93,569.08,35.0,35.36
2026-06-01,53.24,49.54,25.88,25.16,90.11,87.85,369.05,360.1,607.81,571.93,36.25,36.44
2026-06-02,53.36,49.34,25.79,24.94,90.9,89.18,373.33,373.5,632.21,605.02,36.37,36.58
2026-06-03,52.46,48.38,25.54,24.76,89.46,87.57,373.94,373.5,637.9,615.68,35.51,35.59
2026-06-04,53.41,49.28,26.3,25.46,91.88,89.78,371.22,372.48,627.53,602.72,35.92,35.98
2026-06-05,53.9,49.59,26.69,26.16,90.49,88.66,368.25,320.25,569.69,539.77,35.06,35.39
2026-06-08,53.61,49.48,26.96,26.44,90.74,89.03,372.26,320.25,598.16,571.45,34.79,34.77
2026-06-09,53.69,49.84,27.12,26.73,92.56,90.88,385.23,379.66,591.01,562.14,35.45,35.83
2026-06-10,54.76,50.67,26.85,26.53,89.85,87.83,382.13,398.0,570.91,541.51,33.93,34.1
2026-06-11,55.57,51.5,27.26,26.68,94.95,92.93,405.44,400.29,609.45,586.93,32.7,33.05
2026-06-12,54.79,50.72,27.4,27.01,90.3,88.5,395.1,399.52,619.96,596.25,32.03,32.22
2026-06-15,55.01,50.82,27.15,26.94,89.75,87.93,398.03,399.52,647.1,628.45,32.36,32.68
2026-06-16,55.24,51.54,26.7,26.61,89.78,87.66,401.31,400.89,616.0,591.24,33.26,33.51
2026-06-17,55.13,51.1,25.52,25.51,86.48,84.77,411.37,410.07,623.97,599.73,32.01,32.25
2026-06-18,54.5,50.38,26.64,26.64,89.73,87.44,409.15,430.54,659.88,639.45,32.11,32.49
2026-06-22,55.29,50.89,27.29,27.26,87.44,85.23,403.3,416.0,668.91,655.01,30.31,30.46
2026-06-23,55.81,51.61,27.25,27.24,87.35,85.03,402.24,416.0,622.05,603.39,30.5,30.56
2026-06-24,56.16,51.66,28.07,27.8,92.95,91.17,404.9,407.37,618.92,601.5,30.54,30.5
2026-06-25,55.62,50.78,28.14,27.68,93.86,91.72,416.26,420.0,636.88,625.2,29.41,29.14
2026-06-26,56.51,51.96,28.62,27.96,93.52,91.9,425.36,424.2,611.61,589.94,31.15,31.18
2026-06-29,56.47,51.38,28.25,27.72,90.85,88.89,425.85,424.2,631.98,614.35,31.38,31.39
2026-06-30,56.31,51.9,27.36,26.65,90.49,88.71,423.84,427.16,655.89,640.76,31.52,31.37
2026-07-01,56.97,51.65,26.52,25.83,87.06,85.04,421.0,423.82,620.46,599.7,33.02,32.65
2026-07-02,57.61,52.77,26.76,26.16,88.21,86.27,417.42,423.82,592.29,566.32,33.43,33.42
2026-07-06,56.52,52.0,26.46,25.75,87.65,85.92,424.46,428.39,604.3,581.51,32.96,32.95
2026-07-07,57.17,52.87,26.51,25.91,86.74,85.02,412.01,428.39,581.45,551.69,32.78,32.69
2026-07-08,56.82,51.75,26.36,25.78,83.59,81.6,405.92,405.68,593.0,562.03,32.27,32.13
2026-07-09,56.81,52.04,25.69,25.22,84.35,82.67,408.46,405.68,607.73,581.7,33.44,33.21
2026-07-10,55.74,51.18,26.6,26.17,84.27,82.55,407.11,411.16,611.03,581.34,32.19,32.0
2026-07-13,57.45,52.56,26.67,26.25,82.84,81.19,392.0,401.66,585.62,553.61,32.19,31.94
2026-07-14,57.01,52.08,25.71,25.1,83.71,82.2,391.5,389.6,600.31,567.92,31.86,31.8
2026-07-15,56.53,51.28,25.47,25.07,85.29,83.4,396.19,389.6,590.77,555.27,33.84,33.74
2026-07-16,57.75,52.27,26.38,25.96,86.4,84.74,382.48,395.72,568.92,530.5,34.08,33.99
2026-07-17,56.66,51.66,26.13,25.58,83.89,82.17,393.31,395.72,556.53,521.81,33.91,33.71
2026-07-20,56.36,51.23,27.03,26.41,82.9,81.35,395.96,395.72,558.83,524.14,33.03,32.84
2026-07-21,55.51,50.29,26.75,26.29,81.84,80.41,405.38,395.72,584.08,552.69,31.85,31.8
2026-07-22,55.19,50.15,26.9,26.41,82.15,80.57,402.91,403.32,586.91,555.52,31.36,31.35
2026-07-23,54.52,50.0,26.25,25.7,82.13,80.72,409.65,403.32,580.17,551.24,29.58,29.56
2026-07-24,55.04,50.28,26.71,26.08,84.64,82.92,410.13,403.32,561.19,527.01,30.76,30.68
2026-07-27,55.05,50.74,27.93,27.4,85.04,83.3,417.42,428.13,548.55,516.23,32.0,31.99
2026-07-28,55.03,50.91,29.3,28.9,87.65,86.12,414.56,428.13,529.6,491.46,33.67,33.81
2026-07-29,54.78,51.21,29.87,29.52,84.56,82.49,389.87,399.48,504.22,465.0,34.0,34.32
2026-07-30,54.36,50.8,29.21,28.83,83.75,81.76,419.25,399.48,538.9,504.53,33.71,34.05
2026-07-31,54.41,50.83,29.22,28.73,82.35,80.7,389.85,399.48,540.53,504.89,34.06,34.69
2026-08-03,54.45,50.99,28.12,27.81,85.2,83.39,395.88,396.96,545.46,507.68,35.12,35.8
2026-08-04,54.8,51.2,28.86,28.47,87.02,85.41,408.79,392.94,575.71,542.21,36.28,37.03
2026-08-05,52.78,49.75,28.69,28.38,87.88,86.44,408.57,392.94,569.7,530.7,36.1,36.89
2026-08-06,52.6,48.81,28.62,28.27,84.82,83.28,411.13,412.59,571.48,532.52,33.43,33.76
2026-08-07,53.46,50.06,29.06,28.52,88.18,86.48,403.11,411.85,582.7,543.27,33.61,33.95
2026-08-10,53.29,50.04,28.68,28.19,85.6,83.82,409.75,411.85,569.41,529.39,33.75,34.07
2026-08-11,54.39,50.96,28.41,28.03,87.55,86.2,416.98,411.85,572.93,534.2,34.14,34.27
2026-08-12,56.56,53.0,28.4,27.92,85.2,83.42,428.82,411.85,584.83,546.61,33.26,33.49
2026-08-13,56.69,53.16,28.55,28.03,87.54,85.82,427.16,411.85,589.12,550.74,35.92,36.23
2026-08-14,57.33,53.58,28.9,28.42,86.83,85.36,441.21,411.85,587.82,550.42,34.78,35.16
2026-08-17,56.12,52.72,28.05,27.58,86.54,84.8,445.38,450.0,594.07,559.12,33.72,34.32
2026-08-18,56.43,52.31,27.8,27.15,84.94,83.5,437.71,445.95,569.77,531.39,34.57,35.28
2026-08-19,57.24,53.56,29.2,28.43,87.3,85.87,410.94,417.7,560.92,519.67,36.58,37.44
2026-08-20,56.98,52.98,28.96,28.41,85.42,83.84,381.52,384.34,562.65,522.35,35.72,36.57
2026-08-21,56.67,51.93,29.06,28.44,87.02,85.49,389.14,397.1,560.42,520.05,35.88,36.78
2026-08-24,57.36,52.5,29.35,28.75,88.16,86.77,379.8,387.62,546.8,506.18,37.05,37.95
2026-08-25,57.79,52.97,28.92,28.18,87.68,86.12,376.73,385.71,555.82,514.06,36.09,37.09
2026-08-26,56.55,51.65,28.72,28.07,87.15,85.61,384.03,385.0,555.77,515.4,34.95,35.98
2026-08-27,55.76,50.83,27.74,27.28,85.11,83.45,383.23,385.0,573.0,525.43,35.43,36.35
2026-08-28,55.72,50.55,27.75,27.22,86.33,84.95,374.66,385.0,553.11,508.62,35.66,36.61
2026-08-31,55.01,49.58,27.24,26.57,84.11,82.26,371.5,375.0,556.63,511.04,34.96,35.79
2026-09-01,55.46,50.21,27.01,26.36,82.75,81.4,365.03,373.4,545.22,500.31,33.45,34.36
2026-09-02,56.75,51.27,27.92,27.38,83.58,82.15,365.16,373.49,550.48,501.44,34.58,35.44
2026-09-03,56.03,50.78,27.92,27.51,84.45,82.84,370.12,368.03,552.6,502.2,35.34,36.04
2026-09-04,55.86,50.44,27.13,26.73,83.58,82.17,371.68,374.49,567.01,519.86,34.59,35.32
2026-09-08,55.7,50.46,26.78,26.39,80.37,78.98,369.61,378.45,573.73,528.4,32.36,33.03
2026-09-09,54.91,49.65,26.56,26.15,80.76,79.13,367.51,370.11,574.29,532.0,32.14,32.8
2026-09-10,54.72,49.46,26.98,26.59,77.9,76.56,366.72,370.11,560.28,517.43,31.25,31.88
2026-09-11,54.1,48.84,26.64,26.22,79.6,78.27,367.02,365.95,568.53,527.07,32.5,33.23
2026-09-14,55.26,49.91,26.75,26.24,79.99,78.67,362.41,365.95,541.5,497.4,33.18,33.83
2026-09-15,56.0,50.7,26.61,26.18,80.07,78.57,356.7,365.45,542.11,498.85,32.52,33.18
2026-09-16,55.96,50.68,26.27,25.74,78.36,76.83,359.7,365.45,545.56,502.06,31.31,32.0
2026-09-17,55.87,50.62,26.85,26.5,79.7,78.33,355.63,362.0,560.61,519.1,30.1,30.66
2026-09-18,55.84,50.57,26.52,25.94,76.43,74.71,364.64,362.0,573.0,533.07,29.81,30.25
2026-09-21,57.34,52.22,26.73,26.15,78.08,76.71,369.42,376.81,596.03,559.34,30.65,31.13
2026-09-22,57.74,52.84,26.94,26.56,83.06,81.46,367.83,376.81,607.46,572.78,30.95,31.59
2021-09-23,27.12,26.52,,,,,,,,,,
