date,BATRA,BATRK,BF A,BF B,LEN,LEN B,MOG A,MOG B,SMH,SOXX,Z,ZG
2024-01-30,44.07,41.25,57.79,56.11,145.1632,132.4002,142.99,140.76,188.59,198.22,57.45,55.78
2024-01-31,43.07,40.31,56.37,54.9,143.9909,131.868,139.8,142.0,185.87,195.35,56.84,55.09
2024-02-01,43.62,40.6,58.69,57.03,147.9113,135.1564,141.45,142.0,187.57,196.3167,58.36,56.63
2024-02-02,42.99,40.17,58.35,56.8,147.9882,135.6601,141.11,140.85,191.22,198.8233,57.65,55.91
2024-02-05,42.67,39.86,57.66,56.43,146.5373,135.1469,139.84,140.85,194.95,201.54,56.09,54.26
2024-02-06,43.24,40.41,58.27,56.91,145.0382,134.0349,140.65,140.85,192.74,199.19,57.06,55.34
2024-02-07,42.95,40.17,58.64,57.13,146.7198,134.9758,142.39,140.85,196.63,202.2367,57.25,55.55
2024-02-08,43.53,40.56,58.56,56.93,147.2964,135.1564,143.26,140.85,199.43,205.7133,56.28,54.47
2024-02-09,43.59,40.56,58.27,56.57,147.0369,136.0212,146.32,140.85,203.85,209.81,54.95,53.26
2024-02-12,43.62,40.75,59.31,57.78,151.7357,139.8799,145.82,140.85,203.06,209.43,55.48,53.67
2024-02-13,42.22,39.49,58.09,56.69,145.7493,134.244,141.9,140.85,199.3,205.1267,53.88,52.06
2024-02-14,43.18,40.15,58.85,57.35,147.8537,136.3634,146.75,140.85,203.3,209.76,58.06,56.03
2024-02-15,43.87,40.98,59.31,58.01,148.1708,136.715,150.95,140.85,202.62,209.56,57.92,55.83
2024-02-16,43.01,40.15,59.03,57.87,144.3464,133.2271,149.9,140.85,201.75,208.3733,54.8,52.75
2024-02-20,42.85,39.84,59.71,58.51,145.0863,133.6738,147.83,140.85,197.78,204.8667,53.52,51.63
2024-02-21,42.54,39.5,59.94,58.57,146.0376,134.5861,151.53,140.85,196.51,204.3967,53.78,51.64
2024-02-22,41.84,38.92,58.88,57.82,147.5558,135.6791,150.12,140.85,209.93,214.47,53.22,51.25
2024-02-23,41.98,39.18,58.79,57.49,149.0164,136.9716,151.4,140.85,208.62,212.1567,53.53,51.45
2024-02-26,42.31,39.43,58.23,57.0,148.1035,136.601,149.88,141.0,210.35,214.25,53.67,51.66
2024-02-27,42.22,39.52,58.87,57.62,147.8537,134.8047,149.1,139.71,209.74,214.0367,54.84,52.67
2024-02-28,41.55,38.75,59.51,58.49,147.7864,136.2969,149.71,139.71,207.41,211.63,55.24,53.06
2024-02-29,41.95,39.12,59.94,60.23,152.3123,140.0604,149.95,139.71,211.95,217.3633,56.15,54.06
2024-03-01,41.81,38.89,60.68,60.37,155.1661,142.484,150.39,139.71,220.54,226.6133,57.1,55.58
2024-03-04,41.66,38.83,60.55,60.26,154.2533,141.2104,153.11,139.71,224.09,228.84,57.34,55.37
2024-03-05,41.35,38.5,61.1,60.78,153.3212,139.3762,150.11,139.71,220.66,224.3533,54.49,52.4
2024-03-06,41.02,38.05,56.68,56.33,154.7433,140.5071,152.2,139.71,226.35,229.8667,56.21,54.03
2024-03-07,41.71,38.77,55.56,54.6,157.9912,143.3964,152.08,139.71,234.17,237.75,55.94,54.06
2024-03-08,41.28,38.46,55.6,54.42,157.7702,142.3889,153.29,139.71,224.99,228.13,57.88,56.15
2024-03-11,41.39,38.58,56.17,55.16,157.7029,141.5811,150.12,150.75,220.98,225.1,56.93,55.28
2024-03-12,41.27,38.32,55.7,54.33,159.4806,142.6265,151.0,150.75,227.97,229.77,56.55,54.84
2024-03-13,41.08,38.16,55.76,54.32,159.0289,142.9307,153.93,150.75,223.46,224.17,55.98,54.1
2024-03-14,40.77,38.02,54.6,53.31,146.8832,132.2957,153.26,150.75,219.46,220.34,55.15,53.14
2024-03-15,40.96,38.21,55.03,53.72,150.4481,133.8733,154.34,150.75,217.84,218.76,47.71,46.22
2024-03-18,40.62,37.9,53.7,52.43,150.4865,134.0919,152.52,152.0,218.28,218.59,47.67,46.66
2024-03-19,40.83,38.16,53.53,52.34,153.3981,136.5915,153.04,152.0,217.8,216.76,48.15,47.1
2024-03-20,40.78,38.02,53.62,52.25,157.2417,140.0604,155.3,152.0,221.29,220.45,48.93,48.0
2024-03-21,41.12,38.13,52.87,51.64,158.8752,141.2009,158.07,152.0,226.31,225.18,51.25,50.32
2024-03-22,40.69,37.98,51.99,50.9,160.0667,141.258,157.4,152.0,227.64,225.45,50.83,49.77
2024-03-25,40.47,37.94,51.91,50.86,159.5478,141.8092,156.31,152.0,227.08,224.57,49.31,48.59
2024-03-26,40.65,38.08,52.08,51.0,159.0866,141.8852,156.66,152.0,224.97,222.88,48.9,48.11
2024-03-27,41.4,38.68,53.07,52.04,161.9116,143.843,158.51,152.0,224.89,225.68,50.38,49.61
2024-03-28,41.9,39.06,52.95,51.62,165.2556,146.5327,159.65,157.0,224.99,225.92,48.78,47.86
2024-04-01,41.72,38.79,52.36,51.02,161.2486,144.0521,157.04,157.0,227.94,228.3,48.22,47.4
2024-04-02,42.14,39.14,52.2,50.99,156.1174,139.034,155.65,155.07,225.01,224.78,46.86,45.75
2024-04-03,42.44,39.66,52.87,51.84,159.5959,141.4765,157.45,155.07,225.91,225.41,46.74,45.85
2024-04-04,42.49,39.59,52.82,51.42,157.2417,140.1935,156.15,155.07,219.89,219.03,46.82,45.83
2024-04-05,42.62,39.45,52.45,50.98,159.7208,142.7311,159.86,155.07,222.64,221.63,47.22,46.23
2024-04-08,41.71,38.81,52.14,50.65,158.5581,142.6836,159.73,155.07,223.06,222.2,47.7,46.61
2024-04-09,42.56,39.7,52.31,50.92,159.4998,143.1873,158.38,155.07,224.1,224.59,47.99,47.19
2024-04-10,42.01,39.22,51.43,50.0,150.3136,135.2514,156.7,155.07,222.15,220.49,45.13,44.4
2024-04-11,42.24,39.33,51.74,50.41,153.2251,137.2758,159.69,155.07,227.31,225.47,45.26,44.41
2024-04-12,41.37,38.53,50.78,49.43,153.6479,137.2948,156.06,155.07,220.68,218.07,44.42,43.71
2024-04-15,40.82,38.06,50.6,49.39,150.0157,134.4341,156.06,155.07,217.36,215.31,43.15,42.41
2024-04-16,40.54,37.59,49.91,48.71,146.6141,131.925,155.54,155.07,219.16,216.94,43.33,42.7
2024-04-17,40.46,37.5,50.44,49.14,145.9415,131.3738,154.07,155.07,212.4,210.36,42.54,41.88
2024-04-18,40.13,37.15,50.3,48.98,146.5276,132.2957,152.72,155.07,208.63,206.63,41.81,41.11
2024-04-19,40.29,37.28,50.43,49.06,144.3176,130.2618,153.87,155.07,199.21,198.39,41.82,41.04
2024-04-22,40.53,37.6,50.51,49.15,145.6436,132.5523,154.82,155.07,203.02,201.66,42.24,41.51
2024-04-23,41.19,38.29,50.75,49.39,149.6121,135.8787,158.86,155.07,207.8,205.87,43.63,43.18
2024-04-24,40.99,38.03,50.29,49.01,148.0939,134.6622,158.38,155.07,208.04,208.54,43.43,42.88
2024-04-25,41.25,38.42,49.5,48.11,146.8159,133.5882,157.13,155.07,212.2,212.41,42.95,42.41
2024-04-26,41.16,38.19,49.46,48.13,148.2573,135.7932,168.47,155.07,217.64,216.9,43.67,43.13
2024-04-29,41.13,38.13,49.97,48.69,149.3911,137.0952,162.53,155.07,218.38,218.55,43.65,43.11
2024-04-30,40.34,37.43,49.07,47.85,145.6917,133.4267,159.07,160.8,214.09,213.99,42.57,42.0
2024-05-01,40.91,37.93,48.36,47.31,146.5084,134.6337,160.43,160.8,207.85,206.76,41.89,41.44
2024-05-02,41.34,38.55,48.43,47.49,149.1413,136.3919,162.22,160.8,212.03,211.41,39.84,39.19
2024-05-03,41.77,38.79,48.85,47.92,151.9183,138.8059,163.35,160.8,217.73,216.17,40.69,40.07
2024-05-06,41.46,38.74,47.94,46.92,154.7337,141.5336,166.88,160.8,222.67,220.66,41.7,41.06
2024-05-07,41.75,38.93,48.67,47.51,154.801,142.4174,169.79,160.8,220.73,218.71,43.12,42.36
2024-05-08,42.29,39.13,48.52,47.56,152.2738,139.6803,171.64,160.8,221.4,218.92,41.65,41.21
2024-05-09,42.46,39.26,49.21,48.26,154.5992,142.3319,172.26,160.8,219.98,218.1,43.08,42.46
2024-05-10,41.62,38.61,50.05,49.12,156.5594,144.1947,175.66,175.05,223.3,220.24,42.36,41.8
2024-05-13,40.82,37.8,49.91,49.12,155.6754,143.1968,169.49,175.05,223.26,220.7,42.84,42.2
2024-05-14,40.68,37.97,49.56,48.82,155.9829,143.5864,168.08,175.05,227.08,224.37,44.7,43.85
2024-05-15,41.49,38.59,48.66,47.56,164.1698,151.0091,170.07,172.97,233.9,230.67,45.13,44.23
2024-05-16,41.74,38.82,49.53,48.69,158.7407,145.5252,169.94,172.97,232.2,229.54,44.75,43.91
2024-05-17,42.02,39.33,49.31,48.47,159.3941,146.5707,170.29,172.97,230.25,228.24,44.1,43.35
2024-05-20,41.53,39.0,47.95,47.22,157.2705,144.4133,173.95,172.97,235.0,233.26,43.17,42.58
2024-05-21,42.01,39.48,48.12,47.31,156.348,142.6265,178.6,172.97,234.67,232.51,42.33,41.8
2024-05-22,41.36,38.97,47.5,47.06,149.7851,136.9241,175.53,172.97,236.59,235.24,41.52,40.84
2024-05-23,40.23,37.8,46.51,46.32,148.4783,135.8027,172.0,172.97,239.82,233.92,39.88,39.34
2024-05-24,41.2,38.93,45.89,45.76,150.2655,137.5419,173.88,172.97,244.26,238.56,39.67,39.14
2024-05-28,41.45,39.09,45.24,44.88,148.8915,135.8597,170.47,172.97,249.83,242.59,39.76,39.16
2024-05-29,40.88,38.9,44.66,44.22,148.0363,134.7287,167.77,172.97,245.65,237.58,39.27,38.73
2024-05-30,41.13,39.09,44.53,44.27,150.8901,137.789,169.18,172.97,242.27,235.93,39.21,38.66
2024-05-31,42.03,39.97,45.8,45.86,154.0803,139.0055,169.43,170.0,240.48,234.01,40.95,40.15
2024-06-03,42.27,40.25,45.99,46.09,154.4262,139.0815,168.44,170.0,243.48,234.39,41.71,40.89
2024-06-04,42.3,40.37,45.72,45.74,151.5435,136.582,164.44,170.0,242.6,232.56,41.92,41.01
2024-06-05,42.52,40.62,43.28,43.04,153.1386,138.0076,168.91,170.0,254.41,242.73,42.79,41.86
2024-06-06,42.34,40.32,43.89,43.92,150.0157,135.9547,166.16,170.0,252.41,240.74,42.68,41.7
2024-06-07,41.82,39.82,43.65,43.89,147.9978,133.7308,164.4,170.0,252.21,240.02,42.63,41.57
2024-06-10,42.2,40.02,42.81,42.91,149.3431,134.9568,165.19,170.0,255.86,243.48,43.5,42.55
2024-06-11,42.07,39.8,43.04,43.18,146.2778,132.1341,164.11,170.0,255.48,243.37,42.81,41.74
2024-06-12,42.17,40.07,42.99,42.91,148.9395,135.6221,168.08,170.0,263.09,250.23,48.51,47.06
2024-06-13,41.74,39.75,43.44,42.83,148.9779,135.9927,164.83,170.0,267.21,252.95,48.5,47.07
2024-06-14,41.51,39.53,43.87,43.66,149.0356,135.5175,159.57,170.0,267.89,252.04,48.0,46.55
2024-06-17,41.16,39.28,44.18,44.19,150.3905,135.9072,161.82,170.0,272.48,256.02,46.81,45.54
2024-06-18,40.69,38.81,43.27,43.55,142.905,130.6895,165.13,170.0,276.76,259.28,49.02,47.55
2024-06-20,40.28,38.45,43.2,43.31,143.472,130.1953,165.77,170.0,268.92,252.24,48.83,47.49
2024-06-21,40.18,38.42,43.55,43.6,145.6244,132.3717,168.01,170.0,264.89,249.78,48.91,47.57
2024-06-24,39.98,38.12,43.57,43.66,144.7692,132.6758,164.85,170.0,255.78,242.65,47.02,45.68
2024-06-25,40.6,38.47,43.14,43.21,143.3471,131.1932,165.39,170.0,261.77,246.38,45.99,44.6
2024-06-26,40.55,38.61,43.29,43.43,143.1164,131.0412,167.44,170.0,260.91,245.42,46.5,45.21
2024-06-27,40.91,38.8,43.45,43.36,143.2894,131.6969,165.0,170.0,258.86,244.16,46.8,45.38
2024-06-28,41.33,39.44,44.13,43.19,144.0101,132.5143,167.3,170.0,260.7,246.63,46.39,45.04
2024-07-01,41.01,39.04,42.88,42.11,140.2241,129.4255,163.2,170.0,261.01,246.62,45.64,44.18
2024-07-02,42.14,40.44,43.1,42.48,137.9948,127.3061,168.4,170.0,263.63,250.09,44.83,43.46
2024-07-03,41.83,40.02,42.72,41.85,137.6778,127.3441,170.37,170.0,269.62,254.26,45.8,44.36
2024-07-05,41.84,40.14,43.19,42.39,137.0532,126.7644,169.27,170.0,269.72,254.76,46.23,44.65
2024-07-08,42.6,40.9,43.12,42.06,137.0532,127.3346,170.44,170.0,274.21,259.59,46.86,45.31
2024-07-09,42.55,40.58,42.55,41.5,136.9283,127.8953,169.96,170.0,274.81,259.47,47.94,46.35
2024-07-10,42.68,40.53,43.61,42.66,140.0223,130.775,172.33,170.0,281.27,265.49,47.35,46.0
2024-07-11,43.88,41.6,44.2,43.43,149.737,139.7848,176.0,170.0,271.02,256.76,49.4,48.35
2024-07-12,43.94,41.75,44.98,44.17,153.6287,142.4555,178.42,170.0,274.45,259.89,50.28,48.89
2024-07-15,44.89,42.39,44.53,43.92,152.9561,141.9803,185.04,170.0,273.83,260.18,51.64,50.05
2024-07-16,46.16,43.44,44.42,43.76,162.9879,151.7884,195.0,189.43,273.71,261.79,54.02,52.58
2024-07-17,46.01,43.56,45.28,44.63,159.9706,148.4905,191.65,193.42,254.22,243.17,52.72,51.27
2024-07-18,45.5,43.06,44.49,43.74,163.3818,150.8665,188.12,193.42,255.54,243.9,50.97,49.66
2024-07-19,44.82,42.33,44.35,43.48,164.2562,150.6479,185.45,193.42,248.14,236.44,50.41,49.1
2024-07-22,45.15,42.81,44.77,43.52,165.7553,152.4917,190.43,191.3,257.72,246.24,51.55,50.13
2024-07-23,45.7,43.31,44.53,43.5,165.8994,152.9194,194.83,191.3,254.86,242.57,51.25,49.92
2024-07-24,45.05,42.62,44.64,43.72,162.1903,149.4124,190.4,191.3,240.98,229.67,47.5,46.27
2024-07-25,45.2,42.69,45.99,45.07,164.583,151.7124,194.38,191.3,236.56,224.55,48.47,47.36
2024-07-26,45.43,42.74,46.36,45.77,169.8006,156.8635,198.11,196.63,240.31,229.37,49.29,48.08
2024-07-29,45.63,43.32,45.9,45.24,171.2132,157.985,195.11,196.63,238.6,228.89,49.14,47.89
2024-07-30,46.02,43.69,45.24,44.46,173.3944,159.9333,195.16,196.63,229.47,220.58,49.25,47.75
2024-07-31,45.92,43.43,45.59,45.16,170.012,156.778,196.1,196.63,246.99,235.38,48.7,47.4
2024-08-01,44.72,42.4,45.21,44.77,169.349,155.1623,189.75,196.63,231.01,218.42,45.56,44.38
2024-08-02,44.27,42.21,45.76,45.41,167.6386,154.0123,173.95,185.0,218.43,206.81,44.36,43.14
2024-08-05,42.95,41.13,44.86,44.36,163.7278,150.7334,169.12,170.78,213.31,203.16,42.83,41.61
2024-08-06,43.5,41.72,45.21,44.46,165.2748,151.7979,175.0,173.75,217.46,205.0,42.41,41.3
2024-08-07,43.92,41.94,45.44,44.9,160.2301,147.1029,172.65,173.75,211.47,199.29,41.77,40.35
2024-08-08,45.07,42.67,45.09,44.35,162.7476,149.5359,182.87,173.75,224.91,213.04,49.4,47.7
2024-08-09,44.53,42.06,44.95,44.47,163.1224,149.5454,186.44,186.46,224.85,211.78,51.92,49.96
2024-08-12,44.35,41.78,44.55,43.96,161.3735,148.2054,183.53,186.46,226.96,213.0,51.04,49.08
2024-08-13,44.23,41.62,45.01,44.39,163.7085,150.4578,187.3,186.46,236.19,221.65,53.41,51.44
2024-08-14,44.44,41.68,44.87,44.51,162.5074,149.0132,188.15,186.46,236.39,221.09,53.62,51.84
2024-08-15,45.03,42.28,45.3,44.99,163.9391,150.4293,191.8,186.46,246.37,231.72,53.33,51.5
2024-08-16,44.82,41.9,45.56,45.18,165.0442,151.6933,190.25,186.46,246.71,231.23,53.6,51.74
2024-08-19,45.86,43.12,45.37,44.89,168.6091,154.7916,191.0,186.46,251.34,235.16,55.6,53.64
2024-08-20,45.76,42.66,44.86,44.53,167.1966,153.8412,186.11,186.46,248.06,232.05,54.61,52.71
2024-08-21,46.11,43.32,45.55,45.16,172.0491,157.8044,188.86,186.46,250.63,235.34,54.75,53.11
2024-08-22,45.94,43.29,45.49,45.1,171.7513,157.2057,187.95,186.46,242.42,227.3,53.57,51.82
2024-08-23,46.24,43.74,45.69,45.33,177.7857,163.2597,193.68,186.46,248.39,233.39,56.35,54.53
2024-08-26,45.52,42.96,45.84,45.38,176.4693,161.3779,192.62,195.46,242.57,227.53,57.53,55.78
2024-08-27,45.69,43.11,45.42,45.1,175.2297,159.9523,192.96,195.46,245.01,230.05,57.32,55.46
2024-08-28,46.19,43.97,45.27,44.85,174.1727,158.8023,191.64,195.46,240.89,225.9,56.36,54.52
2024-08-29,45.92,43.68,45.78,45.44,173.4521,158.7168,194.38,195.46,237.91,225.25,55.87,53.98
2024-08-30,45.6,42.88,45.75,45.59,174.9415,160.456,197.4,195.46,243.46,231.14,55.3,53.43
2024-09-03,45.11,41.8,45.72,45.85,171.4053,156.3598,186.95,195.46,225.19,213.5,54.01,52.24
2024-09-04,44.82,41.85,45.21,45.23,171.3381,156.3978,187.7,195.46,224.65,214.2,53.84,52.07
2024-09-05,44.25,41.14,45.11,45.22,170.8768,155.552,186.34,186.52,224.26,213.05,53.61,51.97
2024-09-06,43.68,40.54,44.89,45.14,172.4047,156.6734,183.33,186.52,215.0,203.93,53.32,51.53
2024-09-09,43.65,40.65,45.71,46.34,173.1542,156.854,186.81,186.52,219.86,207.96,54.08,52.47
2024-09-10,43.83,41.0,45.3,45.58,173.183,157.2912,184.88,186.52,221.94,210.15,56.18,54.34
2024-09-11,43.28,40.41,45.22,45.57,171.2228,155.4854,187.75,186.52,233.4,219.91,55.96,54.17
2024-09-12,43.05,40.15,45.48,46.09,174.288,158.0515,192.8,186.52,233.9,218.94,56.64,54.88
2024-09-13,43.64,40.84,45.78,46.46,178.6409,162.1287,196.88,186.52,236.91,222.85,59.74,57.84
2024-09-16,43.6,40.85,46.02,46.62,179.8901,163.4783,194.98,186.52,233.8,219.88,62.59,60.63
2024-09-17,43.74,40.92,46.33,47.04,181.956,164.6093,195.79,186.52,233.72,220.15,62.81,60.88
2024-09-18,43.94,41.06,46.9,47.69,181.0624,164.0295,199.01,186.52,231.06,217.72,65.11,63.2
2024-09-19,44.2,41.64,46.88,47.76,184.9252,167.8882,204.21,186.52,241.09,226.99,67.84,65.79
2024-09-20,43.52,41.25,45.17,46.37,175.0664,158.6503,202.99,203.0,237.9,223.67,67.09,65.05
2024-09-23,43.2,40.91,46.05,47.04,178.5352,161.9767,201.9,205.65,238.95,224.54,65.52,63.64
2024-09-24,42.71,40.4,45.75,46.9,177.0266,161.492,200.42,205.65,243.4,227.26,67.26,65.17
2024-09-25,42.46,40.19,45.0,46.0,174.7493,159.306,199.34,198.29,245.54,228.27,66.32,64.33
2024-09-26,42.5,40.26,46.41,47.57,175.8927,159.2965,199.28,198.29,252.62,236.43,65.53,63.53
2024-09-27,42.65,40.32,47.37,48.34,179.7171,163.6019,200.8,198.29,247.74,232.68,65.48,63.48
2024-09-30,42.15,39.8,48.08,49.2,180.1495,164.3622,202.02,198.29,245.45,230.59,63.85,61.93
2024-10-01,41.78,39.49,47.7,48.74,180.9375,165.037,201.22,198.23,238.88,224.13,64.65,62.71
2024-10-02,42.19,39.42,46.97,48.33,179.794,164.2101,202.54,198.23,242.32,227.15,63.56,61.64
2024-10-03,42.17,39.56,45.83,47.6,179.5922,163.6589,197.0,198.23,244.55,227.96,63.77,61.74
2024-10-04,42.04,39.49,45.92,47.36,175.124,159.7622,198.99,198.87,247.82,231.08,62.78,61.0
2024-10-07,41.64,39.18,45.72,47.09,174.855,159.6482,199.13,198.87,248.22,230.45,60.76,58.89
2024-10-08,41.96,39.49,45.51,46.6,174.1247,158.023,199.07,198.87,252.52,232.72,62.26,60.35
2024-10-09,41.93,39.53,45.28,46.42,173.3944,158.2986,199.75,198.68,255.15,235.15,60.42,58.69
2024-10-10,41.57,39.1,46.33,47.44,171.2324,156.0652,194.87,198.68,254.65,233.5,60.6,58.83
2024-10-11,41.69,39.42,47.28,48.29,171.2228,156.3693,201.2,198.68,256.69,235.46,62.75,60.82
2024-10-14,42.16,39.81,47.63,48.69,174.4994,159.3916,199.71,198.68,261.28,239.8,62.78,60.82
2024-10-15,43.14,40.59,47.63,48.73,177.8049,162.5944,196.32,198.38,247.16,227.36,63.38,61.46
2024-10-16,43.38,40.66,48.33,49.42,181.0432,166.1204,198.33,198.38,247.32,227.36,63.59,61.68
2024-10-17,43.97,41.07,48.55,49.54,178.2469,163.7824,196.03,198.38,251.58,229.15,62.63,60.64
2024-10-18,42.89,40.02,47.93,48.97,181.5428,167.2229,197.7,198.38,251.51,229.36,63.71,61.67
2024-10-21,42.85,40.07,47.4,48.36,173.5674,159.9523,194.82,206.0,252.84,228.93,62.94,60.85
2024-10-22,43.11,40.33,47.9,48.72,166.7834,153.9458,190.83,206.0,251.69,228.08,60.67,58.66
2024-10-23,43.56,40.8,47.8,48.79,165.8225,154.0123,191.04,206.0,249.01,226.04,59.56,57.54
2024-10-24,43.03,40.39,48.17,48.98,169.0031,156.0367,191.74,206.0,250.06,227.3,59.79,57.75
2024-10-25,42.67,40.05,47.44,48.37,166.5048,153.8317,191.98,191.02,252.96,229.58,59.65,57.59
2024-10-28,42.77,40.2,47.5,48.35,167.2831,155.647,193.37,191.02,251.21,229.72,59.79,57.73
2024-10-29,42.36,39.64,46.25,46.73,163.4491,152.159,194.81,191.02,256.92,235.37,58.32,56.48
2024-10-30,42.73,40.06,45.11,45.44,164.7943,153.4136,194.74,191.02,250.68,227.07,59.68,57.73
2024-10-31,42.06,39.51,43.58,44.03,163.6413,152.3681,188.6,191.02,241.68,218.26,60.09,58.05
2024-11-01,42.67,40.21,42.89,43.59,163.0263,152.1495,193.74,191.02,244.75,220.58,59.8,57.67
2024-11-04,42.96,40.64,42.97,43.79,165.8802,155.2859,195.9,191.02,244.27,219.31,60.61,58.5
2024-11-05,43.15,40.76,43.3,43.74,170.3484,159.0684,200.58,191.02,248.31,221.87,62.8,60.61
2024-11-06,44.21,41.69,40.87,41.65,162.1038,149.9731,226.58,207.1,254.81,228.34,58.68,56.08
2024-11-07,43.02,40.71,40.87,41.69,164.7079,154.0503,222.48,207.1,261.02,233.1,72.63,70.09
2024-11-08,42.89,40.64,39.89,40.77,165.8321,155.4854,223.68,207.1,259.34,231.36,73.89,71.26
2024-11-11,43.28,41.37,40.07,40.98,165.5631,156.4929,225.56,207.1,253.53,225.57,75.79,73.2
2024-11-12,42.67,40.6,39.9,40.66,159.6824,149.4694,222.67,207.1,251.86,223.11,74.35,71.99
2024-11-13,42.29,40.31,39.68,40.53,159.8265,149.8971,221.21,222.0,247.63,218.37,74.67,72.22
2024-11-14,42.98,40.98,40.18,41.0,163.1608,152.3871,217.57,215.62,248.18,218.24,74.31,72.0
2024-11-15,42.13,40.07,39.97,40.8,162.248,151.6173,214.58,215.62,239.95,211.21,73.04,70.73
2024-11-18,41.97,40.09,39.86,40.41,161.3543,151.0946,217.92,215.62,241.54,213.94,73.32,70.84
2024-11-19,42.23,40.33,39.38,40.22,162.1519,151.4272,218.19,215.62,244.18,214.35,75.25,72.55
2024-11-20,41.24,39.3,39.76,40.3,161.6522,150.971,217.08,214.95,242.54,212.71,77.88,75.0
2024-11-21,41.37,39.61,40.15,40.69,161.4985,151.2752,220.32,214.95,246.1,216.08,82.15,79.26
2024-11-22,41.97,40.19,41.03,41.37,162.5555,152.5297,222.56,214.95,244.62,216.17,83.77,80.79
2024-11-25,42.07,40.25,41.91,42.57,171.6744,159.9143,224.02,214.95,243.66,218.28,84.34,81.38
2024-11-26,41.79,40.08,40.87,41.37,166.6201,155.5044,223.87,214.95,241.42,215.45,84.85,81.87
2024-11-27,41.95,40.14,41.1,41.7,167.2927,156.2172,219.98,214.95,238.25,212.56,85.45,82.33
2024-11-29,42.09,40.35,41.36,42.08,167.5714,156.6544,221.27,214.95,242.13,215.4,84.71,81.53
2024-12-02,42.34,40.54,41.61,42.18,166.6873,155.4854,221.88,219.62,247.87,221.06,83.7,80.64
2024-12-03,42.12,40.38,40.89,41.39,166.793,156.2268,218.08,219.62,248.42,219.81,83.97,80.89
2024-12-04,41.59,40.0,40.4,41.0,160.8451,150.7524,218.79,219.62,252.63,222.72,82.49,79.31
2024-12-05,42.2,40.52,45.11,45.38,158.5389,148.5855,215.72,215.91,248.3,218.51,81.3,78.26
2024-12-06,42.45,40.96,43.97,44.41,157.0591,147.2075,214.76,215.91,248.61,219.83,82.22,79.28
2024-12-09,41.78,40.17,44.97,45.22,159.519,150.0777,210.16,215.91,246.07,218.77,82.04,78.93
2024-12-10,41.42,39.78,44.73,45.18,155.3487,147.35,209.74,215.91,239.88,213.57,82.02,78.79
2024-12-11,41.87,40.25,44.22,44.98,151.9759,144.3848,210.71,210.74,245.75,218.94,81.87,78.77
2024-12-12,41.95,40.25,44.58,44.96,149.3911,141.8852,205.14,210.74,243.37,217.24,80.33,77.4
2024-12-13,41.12,39.39,44.5,44.98,148.3534,140.3171,202.73,210.74,249.49,223.3,79.93,76.84
2024-12-16,41.52,39.75,43.18,43.7,145.9799,138.1596,203.26,210.74,253.25,227.44,81.64,78.46
2024-12-17,41.42,39.82,42.01,42.74,145.5475,138.2262,198.44,210.74,249.96,223.87,80.77,77.56
2024-12-18,40.27,38.62,40.64,41.28,140.2241,132.4382,188.27,210.74,241.99,215.59,75.47,72.41
2024-12-19,40.07,38.17,40.63,41.36,132.9886,127.1825,191.36,210.74,238.87,211.97,74.69,71.64
2024-12-20,40.52,38.2,40.44,41.28,132.6811,126.9259,191.82,210.74,242.71,214.82,77.09,73.77
2024-12-23,40.47,38.27,39.58,40.16,132.6042,127.173,193.57,189.87,249.22,221.32,76.69,73.38
2024-12-24,40.61,38.21,39.17,39.88,132.6042,127.5152,197.35,189.87,251.37,223.6,77.21,73.8
2024-12-26,40.57,38.03,38.99,39.49,133.2192,127.8573,198.48,189.87,250.93,223.53,76.99,73.66
2024-12-27,40.27,37.73,38.2,38.82,131.8259,126.6598,196.19,189.87,248.4,221.64,76.18,72.74
2024-12-30,40.3,37.82,37.56,37.72,130.8746,125.4908,195.75,189.87,244.66,217.28,74.61,71.3
2024-12-31,40.8,38.26,37.69,37.98,131.0379,125.5954,196.84,195.01,242.17,215.49,74.05,70.85
2025-01-02,40.41,37.69,36.81,37.18,129.1161,124.0082,197.92,195.22,244.79,216.82,73.14,70.08
2025-01-03,40.4,37.71,35.94,36.25,130.5671,125.3483,200.94,200.6,251.88,222.47,74.64,71.4
2025-01-06,40.11,37.35,36.39,36.84,129.7792,124.4169,200.26,200.6,260.23,228.91,75.46,72.15
2025-01-07,39.92,37.03,35.83,36.23,127.9342,123.0958,200.33,199.39,254.04,225.79,72.72,69.67
2025-01-08,39.76,36.62,35.47,35.99,128.3186,122.1454,202.77,199.39,252.23,223.54,71.07,68.26
2025-01-10,39.17,36.1,33.67,33.86,124.4942,118.1632,199.63,199.39,247.18,218.2,71.23,68.38
2025-01-13,39.5,36.55,34.3,34.47,126.4352,119.3417,200.91,200.0,244.64,217.53,70.83,68.11
2025-01-14,39.36,36.29,34.29,34.44,129.8945,122.459,204.79,202.04,245.44,218.96,71.84,68.92
2025-01-15,39.85,37.1,33.47,33.69,133.1519,125.6999,205.71,202.04,251.21,223.21,75.32,72.36
2025-01-16,39.95,37.36,33.85,34.08,135.189,128.1424,206.13,205.34,252.29,223.54,76.52,73.55
2025-01-17,40.28,37.58,33.99,34.29,136.0058,128.7982,208.57,205.34,258.25,229.74,77.86,74.83
2025-01-21,40.62,38.07,33.59,33.8,133.14,126.07,212.07,213.68,262.39,232.45,78.08,75.02
