date,FNCL,IYF,VFH,XLF
2026-08-06,82.28,136.8,141.39,57.81
2026-08-07,82.03,136.86,140.9,57.6
2026-08-10,82.18,137.35,141.2,57.81
2026-08-11,82.28,137.37,141.38,57.8
2026-08-12,82.46,137.74,141.68,57.92
2026-08-13,83.07,138.51,142.74,58.26
2026-08-14,83.04,138.29,142.63,58.16
2026-08-17,82.22,137.01,141.16,57.58
2026-08-18,82.41,137.18,141.56,57.84
2026-08-19,81.91,136.2,140.65,57.48
2026-08-20,81.17,134.82,139.3,56.95
2026-08-21,81.93,136.16,140.72,57.48
2026-08-24,82.8,137.36,142.21,58.22
2026-08-25,82.92,137.63,142.41,58.31
