date,IYJ,IYK
2025-04-07,116.3,67.96
2025-04-08,115.07,67.29
2025-04-09,125.11,69.3
2025-04-10,121.33,69.41
2025-04-11,123.41,70.32
2025-04-14,124.72,71.3
2025-04-15,124.21,70.79
2025-04-16,122.4,70.28
2025-04-17,122.86,71.45
2025-04-21,120.24,70.69
2025-04-22,123.08,71.64
2025-04-23,124.59,71.29
2025-04-24,126.81,70.3
2025-04-25,126.71,70.16
2025-04-28,127.2,70.04
2025-04-29,128.19,70.51
2025-04-30,128.97,71.08
2025-05-01,129.56,70.32
2025-05-02,131.92,70.51
2025-05-05,131.97,70.4
2025-05-06,130.82,70.28
2025-05-07,131.44,70.62
2025-05-08,133.37,70.31
2025-05-09,133.49,69.83
2025-05-12,137.86,69.62
2025-05-13,138.46,68.72
2025-05-14,137.81,68.35
2025-05-15,138.88,70.04
2025-05-16,140.11,70.74
2025-05-19,140.53,70.99
2025-05-20,139.8,71.2
2025-05-21,136.87,70.58
2025-05-22,136.93,70.23
2025-05-23,136.18,70.68
2025-05-27,138.8,71.25
2025-05-28,138.18,70.84
2025-05-29,138.71,71.15
2025-05-30,138.79,71.68
2025-06-02,138.47,71.55
2025-06-03,139.84,71.19
2025-06-04,140.11,70.84
2025-06-05,139.94,70.39
2025-06-06,141.21,70.61
2025-06-09,141.02,70.47
2025-06-10,141.12,70.67
2025-06-11,141.1,70.82
2025-06-12,140.76,71.42
2025-06-13,138.08,70.76
2025-06-16,139.12,70.51
2025-06-17,138.17,69.93
2025-06-18,136.93,69.8
2025-06-20,136.7,70.07
2025-06-23,138.73,70.58
2025-06-24,140.42,70.6
2025-06-25,139.05,69.58
2025-06-26,140.16,69.74
2025-06-27,141.55,70.12
2025-06-30,142.31,70.48
2025-07-01,143.37,71.07
2025-07-02,143.78,71.01
2025-07-03,144.93,71.15
2025-07-07,144.02,71.17
2025-07-08,143.89,70.46
2025-07-09,144.79,70.09
2025-07-10,145.16,70.4
2025-07-11,143.8,70.05
2025-07-14,144.53,69.93
2025-07-15,143.07,69.36
2025-07-16,143.88,69.88
2025-07-17,145.21,70.52
2025-07-18,144.84,70.21
2025-07-21,144.22,70.26
2025-07-22,144.96,70.48
2025-07-23,147.04,70.51
2025-07-24,146.59,70.06
2025-07-25,148.18,70.13
2025-07-28,147.6,69.21
2025-07-29,146.15,69.86
2025-07-30,145.32,69.36
2025-07-31,144.84,68.48
2025-08-01,142.47,68.69
2025-08-04,144.06,68.9
2025-08-05,143.23,68.84
2025-08-06,143.2,69.36
2025-08-07,142.56,69.68
2025-08-08,142.94,70.0
2025-08-11,142.42,70.12
2025-08-12,144.21,70.15
2025-08-13,145.69,70.39
2025-08-14,144.63,69.93
2025-08-15,143.75,70.21
2025-08-18,144.11,70.18
2025-08-19,144.25,71.03
2025-08-20,144.14,71.68
2025-08-21,143.79,71.62
2025-08-22,146.69,71.44
2025-08-25,145.43,70.31
2025-08-26,146.58,69.95
2025-08-27,146.55,70.06
2025-08-28,146.8,69.68
2025-08-29,146.17,70.34
2025-09-02,144.76,70.41
2025-09-03,144.15,70.04
2025-09-04,145.68,69.93
2025-09-05,145.25,70.06
2025-09-08,145.25,69.54
2025-09-09,144.11,69.91
2025-09-10,144.32,69.55
2025-09-11,146.23,70.16
2025-09-12,144.63,69.85
2025-09-15,145.18,68.69
2025-09-16,144.59,68.56
2025-09-17,144.7,69.07
2025-09-18,145.57,68.36
2025-09-19,145.41,68.42
2025-09-22,145.93,67.7
2025-09-23,145.26,68.31
2025-09-24,144.53,68.42
2025-09-25,143.36,67.65
2025-09-26,144.61,68.08
2025-09-29,145.18,68.2
2025-09-30,145.88,68.39
2025-10-01,145.88,68.39
2025-10-02,146.61,68.04
2025-10-03,147.04,67.92
2025-10-06,147.38,67.37
2025-10-07,146.88,68.09
2025-10-08,147.75,67.64
2025-10-09,145.83,67.95
2025-10-10,142.48,68.38
2025-10-13,144.0,67.99
2025-10-14,145.92,68.72
2025-10-15,145.27,68.55
2025-10-16,143.66,68.52
2025-10-17,144.58,69.37
2025-10-20,146.28,69.36
2025-10-21,147.75,69.15
2025-10-22,145.81,69.53
2025-10-23,147.58,69.18
2025-10-24,148.05,69.2
2025-10-27,148.68,69.27
2025-10-28,147.99,68.68
2025-10-29,146.75,67.19
2025-10-30,146.18,66.95
2025-10-31,146.55,66.8
2025-11-03,145.68,66.27
2025-11-04,144.52,66.52
2025-11-05,145.33,66.58
2025-11-06,144.43,66.49
2025-11-07,145.01,67.37
2025-11-10,145.74,67.23
2025-11-11,146.02,68.2
2025-11-12,146.32,68.0
2025-11-13,143.84,68.01
2025-11-14,142.97,67.95
2025-11-17,141.05,67.54
2025-11-18,140.06,68.16
2025-11-19,140.79,67.82
2025-11-20,138.91,67.82
2025-11-21,141.42,68.74
2025-11-24,141.86,68.02
2025-11-25,144.22,68.91
2025-11-26,144.86,69.22
2025-11-28,145.57,69.41
2025-12-01,143.99,69.08
2025-12-02,144.68,68.15
2025-12-03,146.04,67.67
2025-12-04,146.47,67.32
2025-12-05,146.41,66.98
2025-12-08,145.86,66.56
2025-12-09,145.04,66.72
2025-12-10,147.89,67.14
2025-12-11,150.39,67.37
2025-12-12,149.59,67.95
2025-12-15,149.62,68.55
2025-12-16,148.53,67.46
2025-12-17,146.53,67.75
2025-12-18,147.41,67.32
2025-12-19,148.78,67.05
2025-12-22,150.27,67.12
2025-12-23,150.28,66.98
2025-12-24,150.7,67.34
2025-12-26,150.58,67.32
2025-12-29,150.01,67.41
2025-12-30,149.58,67.34
2025-12-31,148.17,66.92
2026-01-02,150.11,66.71
2026-01-05,152.43,66.16
2026-01-06,154.7,65.86
2026-01-07,152.1,65.23
2026-01-08,153.18,66.61
2026-01-09,154.65,67.2
2026-01-12,154.74,67.76
2026-01-13,154.24,68.38
2026-01-14,154.65,69.39
2026-01-15,155.64,69.65
2026-01-16,156.38,69.33
2026-01-20,152.99,69.59
2026-01-21,155.33,69.65
2026-01-22,155.44,69.84
2026-01-23,153.94,70.4
2026-01-26,154.14,70.56
2026-01-27,154.16,70.78
2026-01-28,153.48,70.32
2026-01-29,154.87,70.3
2026-01-30,153.89,71.47
2026-02-02,156.16,71.91
2026-02-03,156.35,72.92
2026-02-04,157.31,73.4
2026-02-05,156.2,74.48
2026-02-06,160.21,75.1
2026-02-09,160.19,74.59
2026-02-10,160.9,74.52
2026-02-11,161.15,75.56
2026-02-12,158.85,75.83
2026-02-13,159.55,75.81
2026-02-17,160.23,75.07
2026-02-18,160.64,75.11
2026-02-19,161.1,75.04
2026-02-20,161.91,75.45
2026-02-23,158.46,76.54
2026-02-24,160.38,76.9
2026-02-25,159.77,76.51
2026-02-26,160.93,76.72
2026-02-27,160.94,77.64
2026-03-02,162.04,76.77
2026-03-03,159.26,75.46
2026-03-04,159.78,74.82
2026-03-05,156.83,73.21
2026-03-06,154.41,73.24
2026-03-09,154.99,73.67
2026-03-10,154.22,73.34
2026-03-11,153.22,72.54
2026-03-12,149.43,72.42
2026-03-13,148.98,72.77
2026-03-16,150.46,72.86
2026-03-17,150.44,72.29
2026-03-18,148.44,70.47
2026-03-19,147.76,69.94
2026-03-20,146.07,69.26
2026-03-23,148.21,69.43
2026-03-24,148.93,69.47
2026-03-25,149.97,69.83
2026-03-26,147.12,69.31
2026-03-27,144.65,69.7
2026-03-30,143.33,69.96
2026-03-31,147.54,70.03
2026-04-01,149.2,69.57
2026-04-02,148.69,69.95
2026-04-06,149.74,70.25
2026-04-07,149.3,69.56
2026-04-08,154.97,70.67
2026-04-09,155.97,71.17
2026-04-10,155.15,70.67
2026-04-13,157.13,70.15
2026-04-14,157.76,69.92
2026-04-15,156.43,69.22
2026-04-16,156.03,69.6
2026-04-17,158.82,70.24
2026-04-20,159.03,69.89
2026-04-21,156.79,69.03
2026-04-22,156.57,69.41
2026-04-23,157.69,70.7
2026-04-24,156.49,70.64
2026-04-27,156.63,70.11
2026-04-28,155.41,71.17
2026-04-29,155.63,70.96
2026-04-30,158.61,71.77
2026-05-01,157.35,71.65
2026-05-04,155.82,71.11
2026-05-05,156.42,71.42
2026-05-06,159.41,71.44
2026-05-07,157.7,71.08
2026-05-08,157.27,71.32
2026-05-11,158.25,71.3
2026-05-12,157.55,72.21
2026-05-13,156.44,72.28
2026-05-14,157.28,72.49
2026-05-15,154.85,72.23
2026-05-18,155.12,72.88
2026-05-19,153.16,72.7
2026-05-20,155.32,72.45
2026-05-21,155.0,72.5
2026-05-22,156.14,72.88
2026-05-26,158.15,71.72
2026-05-27,158.35,72.61
2026-05-28,158.06,72.18
2026-05-29,157.88,71.11
2026-06-01,156.82,70.21
2026-06-02,157.47,70.22
2026-06-03,156.5,70.39
2026-06-04,158.63,70.25
2026-06-05,157.19,71.89
2026-06-08,156.63,71.37
2026-06-09,158.65,72.5
2026-06-10,153.78,73.73
2026-06-11,158.07,73.37
2026-06-12,159.14,73.88
2026-06-15,161.0,73.16
2026-06-16,162.47,73.34
2026-06-17,161.63,72.07
2026-06-18,162.25,71.57
2026-06-22,162.73,71.08
2026-06-23,160.13,72.42
2026-06-24,161.98,72.9
2026-06-25,164.66,72.9
2026-06-26,163.15,73.65
2026-06-29,164.26,73.52
2026-06-30,166.65,72.66
2026-07-01,165.69,73.29
2026-07-02,166.54,74.81
2026-07-06,167.51,74.14
2026-07-07,164.39,75.06
2026-07-08,161.72,74.32
2026-07-09,162.83,73.15
2026-07-10,163.68,73.78
2026-07-13,162.93,74.18
2026-07-14,163.3,73.09
2026-07-15,163.25,73.11
2026-07-16,163.8,75.25
2026-07-17,162.84,74.78
2026-07-20,161.63,74.48
2026-07-21,162.08,74.08
2026-07-22,162.03,74.48
2026-07-23,163.68,73.69
2026-07-24,164.5,74.48
2026-07-27,165.62,75.37
2026-07-28,165.8,77.04
2026-07-29,161.59,76.85
2026-07-30,163.24,75.34
2026-07-31,163.92,74.72
2026-08-03,166.73,74.2
2026-08-04,169.86,74.61
2026-08-05,169.8,74.75
2026-08-06,168.49,74.55
2026-08-07,168.38,74.45
2026-08-10,167.59,74.19
2026-08-11,168.41,74.1
2026-08-12,168.75,73.87
2026-08-13,169.1,74.43
2026-08-14,169.65,74.84
2026-08-17,168.85,73.64
2026-08-18,166.88,74.44
2026-08-19,165.97,75.07
2026-08-20,163.98,74.98
2026-08-21,164.9,75.32
2026-08-24,164.47,76.23
2026-08-25,164.19,76.0
2026-08-26,165.38,75.77
2026-08-27,164.32,74.69
2026-08-28,162.86,75.16
2026-08-31,161.2,74.66
2026-09-01,158.71,75.08
