date,FENY,FHLC,FIDU,FREL,FSTA,FTEC,FUTY,IDU,IYE,IYF,IYH,IYR,IYW,VDC,VDE,VFH,VGT,VHT,VNQ,VPU,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,days,ishare_scalar,IYE*,IYF*,IYH*,IYR*,IYW*,IDU*,FSTA div,VDC div,XLP div,FENY div,IYE div,VDE div,XLE div,IYF div,VFH div,XLF div,FHLC div,IYH div,VHT div,XLV div,FIDU div,XLI div,FREL div,IYR div,VNQ div,XLRE div,FTEC div,IYW div,VGT div,XLK div,FUTY div,IDU div,VPU div,XLU div,FSTA no div,VDC no div,XLP no div,FENY no div,IYE* no div,VDE no div,XLE no div,IYF* no div,VFH no div,XLF no div,FHLC no div,IYH* no div,VHT no div,XLV no div,FIDU no div,XLI no div,FREL no div,IYR* no div,VNQ no div,XLRE no div,FTEC no div,IYW* no div,VGT no div,XLK no div,FUTY no div,IDU* no div,VPU no div,XLU no div
2026-05-19,34.07,70.83,91.05,28.94,54.69,266.18,57.31,112.26,64.72,121.52,61.84,101.26,234.56,234.76,173.25,125.3,111.52,274.04,95.28,192.06,61.29,51.1,168.74,173.24,86.09,43.94,44.34,147.32,55,1.0004514799518573,64.7492197824842,121.5748638437497,61.86791952022286,101.30571685992508,234.66589913750767,112.31068313939551,0.296,1.2239,0.5742,0.21,0.3091,1.0321,0.3849,0.3804,0.8519,0.1871,0.263,0.1634,0.9868,0.6562,0.213,0.4441,0.273,0.51,0.8554,0.3811,0.289,0.0718,0.1384,0.2279,0.401,0.6315,1.3009,0.2844,54.394,233.5361,85.5158,33.86,64.4401197824842,172.2179,60.9051,121.1944638437497,124.4481,50.9129,70.567,61.70451952022286,273.0532,146.66379999999998,90.837,168.29590000000002,28.667,100.79571685992508,94.4246,43.558899999999994,265.891,234.59409913750767,111.38159999999999,173.0121,56.909,111.6791831393955,190.7591,44.055600000000005
2026-05-20,33.29,71.01,92.41,29.3,54.29,271.76,57.58,112.55,63.28,122.97,61.89,102.41,239.33,233.14,169.17,126.76,113.83,274.77,96.49,192.92,59.8,51.66,170.73,177.14,85.52,44.43,44.51,147.13,56,1.0004596905647052,63.309089218934545,123.02652814874179,61.918450249049606,102.45707691073146,239.4400177428509,112.60173817305757,0.296,1.2239,0.5742,0.21,0.3091,1.0321,0.3849,0.3804,0.8519,0.1871,0.263,0.1634,0.9868,0.6562,0.213,0.4441,0.273,0.51,0.8554,0.3811,0.289,0.0718,0.1384,0.2279,0.401,0.6315,1.3009,0.2844,53.994,231.9161,84.94579999999999,33.08,62.999989218934545,168.13789999999997,59.415099999999995,122.6461281487418,125.9081,51.472899999999996,70.747,61.7550502490496,273.78319999999997,146.47379999999998,92.197,170.2859,29.027,101.94707691073145,95.63459999999999,44.0489,271.471,239.3682177428509,113.6916,176.91209999999998,57.178999999999995,111.97023817305757,191.61909999999997,44.2256
2026-05-21,32.92,71.47,92.35,29.36,53.5,273.47,58.16,113.59,62.68,123.4,62.29,102.56,240.08,229.78,167.28,127.01,114.49,276.54,96.67,194.93,59.13,51.73,170.53,178.6,84.66,44.5,45.0,148.15,57,1.000467901244937,62.709328050032646,123.45773901362521,62.31914556854712,102.60798795168073,240.19233373088446,113.64314890241239,0.296,1.2239,0.5742,0.21,0.3091,1.0321,0.3849,0.3804,0.8519,0.1871,0.263,0.1634,0.9868,0.6562,0.213,0.4441,0.273,0.51,0.8554,0.3811,0.289,0.0718,0.1384,0.2279,0.401,0.6315,1.3009,0.2844,53.204,228.55610000000001,84.08579999999999,32.71,62.400228050032645,166.2479,58.7451,123.07733901362522,126.1581,51.542899999999996,71.207,62.15574556854712,275.5532,147.4938,92.137,170.0859,29.087,102.09798795168072,95.8146,44.1189,273.18100000000004,240.12053373088446,114.35159999999999,178.3721,57.75899999999999,113.01164890241239,193.6291,44.7156
2026-05-22,33.06,72.17,93.08,29.4,53.5,276.35,58.63,114.48,62.98,123.79,62.98,102.72,241.77,229.69,168.02,127.37,115.75,279.27,96.77,196.47,59.49,51.94,171.77,180.39,84.8,44.56,45.35,149.89,58,1.000476111992553,63.00998553329098,123.84893790355814,63.00998553329098,102.76890622387504,241.88510959643952,114.53450530090747,0.296,1.2239,0.5742,0.21,0.3091,1.0321,0.3849,0.3804,0.8519,0.1871,0.263,0.1634,0.9868,0.6562,0.213,0.4441,0.273,0.51,0.8554,0.3811,0.289,0.0718,0.1384,0.2279,0.401,0.6315,1.3009,0.2844,53.204,228.4661,84.22579999999999,32.85,62.70088553329098,166.9879,59.1051,123.46853790355814,126.5181,51.7529,71.907,62.84658553329098,278.28319999999997,149.23379999999997,92.867,171.32590000000002,29.127,102.25890622387503,95.9146,44.1789,276.06100000000004,241.81330959643952,115.6116,180.16209999999998,58.229,113.90300530090747,195.1691,45.0656
2026-05-26,32.2,71.68,94.74,29.53,52.75,281.97,58.68,114.41,61.39,123.81,62.5,103.12,247.42,226.39,163.72,127.36,118.05,277.31,97.22,196.65,57.85,51.85,174.3,185.14,83.63,44.71,45.33,148.51,62,1.0005089556568711,61.42124478777532,123.87301379987721,62.53180972855445,103.17248350733655,247.54592580862305,114.46822961670263,0.296,1.2239,0.5742,0.21,0.3091,1.0321,0.3849,0.3804,0.8519,0.1871,0.263,0.1634,0.9868,0.6562,0.213,0.4441,0.273,0.51,0.8554,0.3811,0.289,0.0718,0.1384,0.2279,0.401,0.6315,1.3009,0.2844,52.454,225.1661,83.05579999999999,31.990000000000002,61.11214478777532,162.68789999999998,57.4651,123.49261379987722,126.5081,51.6629,71.417,62.36840972855445,276.3232,147.85379999999998,94.527,173.85590000000002,29.257,102.66248350733655,96.3646,44.328900000000004,281.68100000000004,247.47412580862306,117.91159999999999,184.91209999999998,58.278999999999996,113.83672961670263,195.3491,45.0456
2026-05-27,31.64,71.85,94.79,29.46,53.28,280.4,58.4,113.85,60.43,122.51,62.6,102.79,246.33,228.79,160.84,126.28,117.38,277.88,96.92,195.7,56.99,51.42,174.3,184.43,84.58,44.63,45.14,148.79,63,1.0005171667414168,60.461252386183816,122.57335809749097,62.63237463801269,102.84315956935023,246.45739368341322,113.9088794335103,0.296,1.2239,0.5742,0.21,0.3091,1.0321,0.3849,0.3804,0.8519,0.1871,0.263,0.1634,0.9868,0.6562,0.213,0.4441,0.273,0.51,0.8554,0.3811,0.289,0.0718,0.1384,0.2279,0.401,0.6315,1.3009,0.2844,52.984,227.5661,84.0058,31.43,60.152152386183815,159.8079,56.6051,122.19295809749097,125.4281,51.2329,71.58699999999999,62.46897463801269,276.8932,148.13379999999998,94.57700000000001,173.85590000000002,29.187,102.33315956935023,96.0646,44.248900000000006,280.111,246.38559368341322,117.24159999999999,184.2021,57.998999999999995,113.27737943351029,194.39909999999998,44.8556
2026-05-28,31.61,72.82,94.59,29.34,53.15,284.02,57.75,112.61,60.46,122.17,63.52,102.31,249.53,228.13,160.72,125.91,118.95,281.77,96.55,193.55,56.95,51.27,173.8,186.85,84.43,44.41,44.63,150.88,64,1.0005253778933503,60.49176434743196,122.2341854172306,63.55337200378561,102.36375141226867,249.6610975457277,112.66916280457018,0.296,1.2239,0.5742,0.21,0.3091,1.0321,0.3849,0.3804,0.8519,0.1871,0.263,0.1634,0.9868,0.6562,0.213,0.4441,0.273,0.51,0.8554,0.3811,0.289,0.0718,0.1384,0.2279,0.401,0.6315,1.3009,0.2844,52.854,226.9061,83.8558,31.4,60.18266434743196,159.68789999999998,56.5651,121.85378541723061,125.0581,51.0829,72.55699999999999,63.38997200378561,280.78319999999997,150.22379999999998,94.37700000000001,173.35590000000002,29.067,101.85375141226866,95.6946,44.02889999999999,283.731,249.5892975457277,118.8116,186.6221,57.349,112.03766280457018,192.2491,44.345600000000005
2026-05-29,31.28,72.25,94.28,29.07,52.11,289.25,57.53,112.11,59.84,122.86,63.03,101.43,252.92,223.75,159.1,126.66,121.06,279.61,95.7,192.66,56.29,51.58,173.13,191.02,82.91,43.99,44.42,149.47,65,1.0005335891126719,59.871929972502286,122.92555675838287,63.06363212177171,101.48412194369831,253.05495535837696,112.16982067542165,0.296,1.2239,0.5742,0.21,0.3091,1.0321,0.3849,0.3804,0.8519,0.1871,0.263,0.1634,0.9868,0.6562,0.213,0.4441,0.273,0.51,0.8554,0.3811,0.289,0.0718,0.1384,0.2279,0.401,0.6315,1.3009,0.2844,51.814,222.5261,82.33579999999999,31.07,59.562829972502286,158.06789999999998,55.9051,122.54515675838287,125.8081,51.3929,71.987,62.90023212177171,278.6232,148.8138,94.06700000000001,172.6859,28.797,100.97412194369831,94.8446,43.608900000000006,288.961,252.98315535837696,120.9216,190.7921,57.129,111.53832067542164,191.35909999999998,44.135600000000004
2026-06-01,31.84,71.46,93.53,28.59,51.58,296.68,55.83,109.08,60.86,122.55,62.3,99.6,257.97,221.47,161.83,126.23,124.19,276.33,94.09,187.11,57.3,51.43,172.4,195.76,82.03,43.27,43.1,147.84,68,1.000558223174971,60.89397346242873,122.6184102500927,62.33477730380069,99.6555990282271,258.1140048324473,109.14089098392584,0.296,1.2239,0.5742,0.21,0.3091,1.0321,0.3849,0.3804,0.8519,0.1871,0.263,0.1634,0.9868,0.6562,0.213,0.4441,0.273,0.51,0.8554,0.3811,0.289,0.0718,0.1384,0.2279,0.401,0.6315,1.3009,0.2844,51.284,220.2461,81.4558,31.63,60.58487346242873,160.7979,56.915099999999995,122.2380102500927,125.3781,51.2429,71.19699999999999,62.17137730380069,275.34319999999997,147.1838,93.31700000000001,171.9559,28.317,99.1455990282271,93.2346,42.88890000000001,296.391,258.0422048324473,124.0516,195.53209999999999,55.428999999999995,108.50939098392584,185.8091,42.8156
2026-06-02,32.22,70.57,94.69,28.71,51.44,300.51,56.94,110.95,61.56,123.02,61.59,99.99,259.94,220.82,163.72,126.31,125.77,272.98,94.52,190.78,57.96,51.46,174.19,198.21,81.83,43.49,43.9,146.4,69,1.0005664346638508,61.594869717906654,123.08968279234692,61.62488671094657,100.04663780203843,260.0872390265214,111.01284592595424,0.296,1.2239,0.5742,0.21,0.3091,1.0321,0.3849,0.3804,0.8519,0.1871,0.263,0.1634,0.9868,0.6562,0.213,0.4441,0.273,0.51,0.8554,0.3811,0.289,0.0718,0.1384,0.2279,0.401,0.6315,1.3009,0.2844,51.144,219.5961,81.2558,32.01,61.28576971790665,162.68789999999998,57.5751,122.70928279234693,125.4581,51.2729,70.30699999999999,61.461486710946566,271.9932,145.7438,94.477,173.7459,28.437,99.53663780203843,93.6646,43.108900000000006,300.221,260.0154390265214,125.63159999999999,197.9821,56.538999999999994,110.38134592595424,189.4791,43.6156
2026-06-03,32.58,71.15,94.51,28.67,51.75,296.02,56.6,110.64,62.38,121.63,62.18,100.0,257.56,222.17,165.57,124.56,123.91,275.27,94.41,189.68,58.71,50.87,174.05,196.23,82.16,43.51,43.71,147.55,70,1.0005746462201215,62.41584643121118,121.69989421975338,62.215731501967156,100.05746462201215,257.7080058804545,110.70357885779424,0.296,1.2239,0.5742,0.21,0.3091,1.0321,0.3849,0.3804,0.8519,0.1871,0.263,0.1634,0.9868,0.6562,0.213,0.4441,0.273,0.51,0.8554,0.3811,0.289,0.0718,0.1384,0.2279,0.401,0.6315,1.3009,0.2844,51.454,220.9461,81.58579999999999,32.37,62.10674643121118,164.53789999999998,58.3251,121.31949421975338,123.7081,50.6829,70.887,62.05233150196715,274.28319999999997,146.8938,94.29700000000001,173.60590000000002,28.397000000000002,99.54746462201214,93.5546,43.1289,295.731,257.6362058804545,123.77159999999999,196.00209999999998,56.199,110.07207885779424,188.3791,43.4256
2026-06-04,32.64,73.26,95.56,29.18,51.7,293.42,56.94,111.3,62.4,124.81,63.98,101.79,256.42,221.91,165.86,127.9,122.82,283.38,96.1,190.85,58.75,52.19,176.16,193.17,82.04,44.4,43.94,152.08,71,1.0005828578437836,62.436370329452096,124.88274648748263,64.01729124484527,101.84932909991875,256.56945640830304,111.36487207801312,0.296,1.2239,0.5742,0.21,0.3091,1.0321,0.3849,0.3804,0.8519,0.1871,0.263,0.1634,0.9868,0.6562,0.213,0.4441,0.273,0.51,0.8554,0.3811,0.289,0.0718,0.1384,0.2279,0.401,0.6315,1.3009,0.2844,51.404,220.6861,81.4658,32.43,62.127270329452095,164.8279,58.3651,124.50234648748264,127.0481,52.0029,72.997,63.853891244845265,282.3932,151.4238,95.34700000000001,175.7159,28.907,101.33932909991874,95.24459999999999,44.0189,293.13100000000003,256.49765640830304,122.68159999999999,192.94209999999998,56.538999999999994,110.73337207801312,189.54909999999998,43.6556
2026-06-05,31.95,73.44,94.11,29.41,52.57,275.32,57.39,112.23,61.09,125.0,64.24,102.54,241.25,225.75,162.36,128.08,115.28,284.13,96.79,192.36,57.67,52.3,174.18,180.3,83.44,44.7,44.35,153.01,72,1.000591069534838,61.12610843788325,125.07388369185473,64.27797030691798,102.60060827010228,241.39259552527963,112.29633573389486,0.296,1.2239,0.5742,0.21,0.3091,1.0321,0.3849,0.3804,0.8519,0.1871,0.263,0.1634,0.9868,0.6562,0.213,0.4441,0.273,0.51,0.8554,0.3811,0.289,0.0718,0.1384,0.2279,0.401,0.6315,1.3009,0.2844,52.274,224.5261,82.8658,31.74,60.81700843788325,161.3279,57.2851,124.69348369185474,127.22810000000001,52.112899999999996,73.17699999999999,64.11457030691798,283.1432,152.35379999999998,93.897,173.73590000000002,29.137,102.09060827010228,95.9346,44.3189,275.031,241.32079552527964,115.1416,180.0721,56.989,111.66483573389486,191.0591,44.0656
2026-06-08,32.34,73.27,93.86,29.03,52.48,280.09,56.32,110.16,61.76,124.31,64.06,101.08,245.13,225.19,164.43,127.4,117.25,283.32,95.47,188.75,58.33,51.97,173.63,184.18,83.07,44.03,43.52,152.65,75,1.000615705012358,61.79802594156323,124.38653829008624,64.09944206309166,101.14223546264915,245.28092776967932,110.22782606416136,0.296,1.2239,0.5742,0.21,0.3091,1.0321,0.3849,0.3804,0.8519,0.1871,0.263,0.1634,0.9868,0.6562,0.213,0.4441,0.273,0.51,0.8554,0.3811,0.289,0.0718,0.1384,0.2279,0.401,0.6315,1.3009,0.2844,52.184,223.9661,82.49579999999999,32.13,61.48892594156323,163.3979,57.9451,124.00613829008624,126.5481,51.7829,73.00699999999999,63.936042063091655,282.3332,151.9938,93.647,173.1859,28.757,100.63223546264915,94.6146,43.6489,279.801,245.20912776967933,117.1116,183.9521,55.919,109.59632606416136,187.4491,43.235600000000005
2026-06-09,31.79,74.33,94.84,29.7,52.98,274.63,56.86,111.52,60.79,125.41,64.93,103.49,241.08,227.52,161.56,128.68,114.99,287.39,97.67,190.6,57.39,52.46,175.6,180.77,84.1,44.97,43.98,154.57,76,1.000623916972986,60.82792791278782,125.48824542758217,64.97051092905599,103.55456916753432,241.23041390384748,111.5895792208274,0.296,1.2239,0.5742,0.21,0.3091,1.0321,0.3849,0.3804,0.8519,0.1871,0.263,0.1634,0.9868,0.6562,0.213,0.4441,0.273,0.51,0.8554,0.3811,0.289,0.0718,0.1384,0.2279,0.401,0.6315,1.3009,0.2844,52.684,226.29610000000002,83.52579999999999,31.58,60.51882791278782,160.5279,57.0051,125.10784542758218,127.8281,52.2729,74.067,64.807110929056,286.40319999999997,153.91379999999998,94.62700000000001,175.1559,29.427,103.04456916753432,96.8146,44.588899999999995,274.341,241.15861390384748,114.85159999999999,180.5421,56.458999999999996,110.9580792208274,189.29909999999998,43.6956
2026-06-10,32.28,73.47,91.68,29.7,53.91,268.43,56.89,111.55,61.66,125.06,64.09,103.52,235.4,231.33,164.08,128.19,112.34,284.14,97.68,190.57,58.25,52.23,169.66,176.63,85.49,44.99,44.0,152.85,77,1.0006321290010087,61.6989770742022,125.13905405286616,64.13051314767465,103.58543799418442,235.54880316683747,111.62051399006252,0.296,1.2239,0.5742,0.21,0.3091,1.0321,0.3849,0.3804,0.8519,0.1871,0.263,0.1634,0.9868,0.6562,0.213,0.4441,0.273,0.51,0.8554,0.3811,0.289,0.0718,0.1384,0.2279,0.401,0.6315,1.3009,0.2844,53.614,230.10610000000003,84.91579999999999,32.07,61.3898770742022,163.0479,57.8651,124.75865405286616,127.3381,52.042899999999996,73.207,63.967113147674645,283.15319999999997,152.19379999999998,91.46700000000001,169.2159,29.427,103.07543799418441,96.8246,44.608900000000006,268.141,235.47700316683748,112.2016,176.4021,56.489,110.98901399006252,189.26909999999998,43.7156
2026-06-11,31.68,74.16,94.78,29.65,53.74,277.23,56.89,111.38,60.53,126.31,64.61,103.45,243.35,230.74,161.1,129.24,116.07,286.8,97.61,190.7,57.12,52.62,175.15,183.21,85.27,44.92,44.05,154.09,78,1.0006403410964269,60.56875984656672,126.39088148388967,64.65137243824014,103.51624328642536,243.50582700581546,111.45132119132002,0.296,1.2239,0.5742,0.21,0.3091,1.0321,0.3849,0.3804,0.8519,0.1871,0.263,0.1634,0.9868,0.6562,0.213,0.4441,0.273,0.51,0.8554,0.3811,0.289,0.0718,0.1384,0.2279,0.401,0.6315,1.3009,0.2844,53.444,229.51610000000002,84.69579999999999,31.47,60.25965984656672,160.06789999999998,56.735099999999996,126.01048148388968,128.3881,52.4329,73.89699999999999,64.48797243824015,285.8132,153.4338,94.56700000000001,174.7059,29.377,103.00624328642536,96.7546,44.5389,276.94100000000003,243.43402700581547,115.93159999999999,182.9821,56.489,110.81982119132002,189.39909999999998,43.7656
2026-06-12,31.93,74.06,95.14,29.95,54.11,278.92,57.54,112.58,60.99,128.05,64.48,104.37,244.83,232.25,162.34,130.97,116.74,286.46,98.51,192.89,57.55,53.34,176.18,184.8,85.82,45.36,44.53,153.81,79,1.0006485532592406,61.02955526328109,128.13304724484578,64.52181871415584,104.43768950366695,244.9887852944599,112.65301412592531,0.296,1.2239,0.5742,0.21,0.3091,1.0321,0.3849,0.3804,0.8519,0.1871,0.263,0.1634,0.9868,0.6562,0.213,0.4441,0.273,0.51,0.8554,0.3811,0.289,0.0718,0.1384,0.2279,0.401,0.6315,1.3009,0.2844,53.814,231.0261,85.24579999999999,31.72,60.72045526328109,161.3079,57.165099999999995,127.75264724484579,130.1181,53.1529,73.797,64.35841871415585,285.47319999999996,153.1538,94.927,175.73590000000002,29.677,103.92768950366694,97.6546,44.978899999999996,278.63100000000003,244.9169852944599,116.60159999999999,184.5721,57.138999999999996,112.02151412592531,191.58909999999997,44.2456
